Date,CO2,adjusted CO2
1975-06-30,341.72,341.99
1975-07-30,343.29,342.91
1975-08-29,343.02,342.29
1975-09-28,344.86,342.71
1975-10-28,344.53,342.36
1975-11-27,344.21,343.26
1975-12-27,346.23,342.9
1976-01-26,342.08,342.41
1976-02-25,343.27,343.28
1976-03-26,344.79,343.0
1976-04-25,343.89,342.94
1976-05-25,342.16,343.01
1976-06-24,343.7,343.52
1976-07-24,348.25,343.86
1976-08-23,345.6,343.77
1976-09-22,346.32,344.13
1976-10-22,344.95,344.35
1976-11-21,345.7,344.91
1976-12-21,346.79,344.2
1977-01-20,345.23,345.02
1977-02-19,346.87,344.89
1977-03-21,345.97,344.9
1977-04-20,345.18,345.44
1977-05-20,346.7,345.05
1977-06-19,346.83,345.37
1977-07-19,345.74,345.91
1977-08-18,346.59,345.71
1977-09-17,349.05,346.0
1977-10-17,348.18,346.1
1977-11-16,346.94,345.84
1977-12-16,347.69,346.18
1978-01-15,345.71,346.08
1978-02-14,348.57,346.69
1978-03-16,346.82,346.5
1978-04-15,348.24,346.68
1978-05-15,348.34,346.8
1978-06-14,347.51,347.07
1978-07-14,348.57,347.11
1978-08-13,350.05,347.44
1978-09-12,347.96,347.13
1978-10-12,350.7,347.65
1978-11-11,348.21,347.85
1978-12-11,349.29,347.56
1979-01-10,346.5,347.19
1979-02-09,349.36,348.1
1979-03-11,350.44,347.32
1979-04-10,349.91,348.27
1979-05-10,351.07,348.25
1979-06-09,350.54,349.02
1979-07-09,348.57,347.94
1979-08-08,348.57,348.08
1979-09-07,351.6,349.52
1979-10-07,348.53,349.13
1979-11-06,352.13,348.71
1979-12-06,351.28,349.13
1980-01-05,351.63,349.34
1980-02-04,350.75,350.0
1980-03-05,350.59,349.51
1980-04-04,351.39,350.64
1980-05-04,353.0,349.78
1980-06-03,350.06,349.83
1980-07-03,351.38,349.99
1980-08-02,350.1,350.32
1980-09-01,354.03,351.02
1980-10-01,350.19,350.78
1980-10-31,351.54,351.02
1980-11-30,353.29,350.37
1980-12-30,350.31,351.24
1981-01-29,350.58,351.3
1981-02-28,353.42,351.82
1981-03-30,352.01,351.59
1981-04-29,351.82,351.2
1981-05-29,357.42,351.43
1981-06-28,354.48,351.53
1981-07-28,354.23,351.87
1981-08-27,353.9,351.8
1981-09-26,354.3,352.11
1981-10-26,355.02,352.88
1981-11-25,355.89,352.37
1981-12-25,353.98,352.43
1982-01-24,355.7,352.65
1982-02-23,354.17,353.06
1982-03-25,353.79,352.83
1982-04-24,353.74,353.2
1982-05-24,353.23,353.06
1982-06-23,353.96,353.27
1982-07-23,356.24,353.46
1982-08-22,353.5,354.06
1982-09-21,356.08,353.38
1982-10-21,355.08,353.95
1982-11-20,355.72,354.17
1982-12-20,353.44,354.23
1983-01-19,358.11,354.42
1983-02-18,355.16,354.56
1983-03-20,354.98,355.14
1983-04-19,354.54,354.47
1983-05-19,354.57,355.07
1983-06-18,356.89,354.87
1983-07-18,357.8,354.77
1983-08-17,356.32,354.92
1983-09-16,355.06,355.31
1983-10-16,358.13,355.77
1983-11-15,357.2,356.03
1983-12-15,357.5,355.76
1984-01-14,356.59,355.62
1984-02-13,356.83,355.87
1984-03-14,354.62,356.04
1984-04-13,358.37,356.1
1984-05-13,358.44,356.06
1984-06-12,357.67,356.61
1984-07-12,360.38,356.79
1984-08-11,360.77,356.44
1984-09-10,356.85,357.65
1984-10-10,356.85,357.0
1984-11-09,356.44,357.16
1984-12-09,358.65,357.66
1985-01-08,359.36,357.85
1985-02-07,359.24,357.17
1985-03-09,359.31,357.77
1985-04-08,358.61,358.13
1985-05-08,359.0,357.85
1985-06-07,360.2,358.31
1985-07-07,357.46,358.13
1985-08-06,361.17,358.38
1985-09-05,360.79,359.14
1985-10-05,359.72,358.79
1985-11-04,361.0,358.76
1985-12-04,359.94,358.68
1986-01-03,358.05,359.57
1986-02-02,359.83,359.12
1986-03-04,360.28,359.06
1986-04-03,360.68,359.34
1986-05-03,361.02,360.07
1986-06-02,360.1,359.86
1986-07-02,359.15,360.2
1986-08-01,361.7,359.86
1986-08-31,361.32,360.17
1986-09-30,362.88,360.14
1986-10-30,361.0,360.2
1986-11-29,362.92,360.24
1986-12-29,361.48,360.54
1987-01-28,364.47,360.47
1987-02-27,359.24,361.08
1987-03-29,362.74,360.79
1987-04-28,362.32,361.62
1987-05-28,363.19,361.08
1987-06-27,362.68,361.69
1987-07-27,363.24,362.09
1987-08-26,363.68,362.06
1987-09-25,362.86,361.74
1987-10-25,364.12,361.75
1987-11-24,364.27,362.3
1987-12-24,364.14,361.88
1988-01-23,364.64,363.05
1988-02-22,363.72,362.61
1988-03-23,360.8,362.66
1988-04-22,361.7,362.67
1988-05-22,363.54,363.01
1988-06-21,365.71,362.44
1988-07-21,362.66,362.97
1988-08-20,365.61,363.25
1988-09-19,363.5,363.82
1988-10-19,364.77,363.14
1988-11-18,364.76,363.95
1988-12-18,366.73,363.98
1989-01-17,362.13,364.13
1989-02-16,368.86,364.08
1989-03-18,364.62,363.9
1989-04-17,363.69,364.77
1989-05-17,364.85,364.79
1989-06-16,365.5,364.42
1989-07-16,363.92,365.06
1989-08-15,365.19,365.58
1989-09-14,366.89,365.1
1989-10-14,368.44,365.13
1989-11-13,367.21,365.33
1989-12-13,367.59,365.6
1990-01-12,365.25,365.6
1990-02-11,366.05,365.65
1990-03-13,368.61,365.94
1990-04-12,366.82,365.74
1990-05-12,368.1,366.12
1990-06-11,369.17,366.75
1990-07-11,366.21,366.7
1990-08-10,367.8,366.52
1990-09-09,368.33,366.84
1990-10-09,369.65,366.55
1990-11-08,367.49,366.49
1990-12-08,368.27,367.5
1991-01-07,367.23,367.71
1991-02-06,369.15,366.91
1991-03-08,370.84,367.57
1991-04-07,367.51,367.51
1991-05-07,370.38,367.87
1991-06-06,368.86,367.91
1991-07-06,366.67,367.81
1991-08-05,369.6,367.28
1991-09-04,369.88,367.88
1991-10-04,369.44,369.19
1991-11-03,370.99,369.14
1991-12-03,366.8,368.38
1992-01-02,370.16,368.89
1992-02-01,370.13,368.79
1992-03-02,370.25,368.78
1992-04-01,369.33,369.2
1992-05-01,371.36,369.59
1992-05-31,368.61,369.21
1992-06-30,372.79,369.29
1992-07-30,373.22,369.27
1992-08-29,370.38,369.49
1992-09-28,371.76,370.22
1992-10-28,370.48,370.05
1992-11-27,372.59,369.82
1992-12-27,371.1,370.62
1993-01-26,371.04,369.78
1993-02-25,371.19,370.29
1993-03-27,370.53,370.51
1993-04-26,373.43,370.9
1993-05-26,374.29,371.3
1993-06-25,372.6,371.35
1993-07-25,374.02,371.92
1993-08-24,373.09,371.39
1993-09-23,372.54,371.24
1993-10-23,373.56,371.51
1993-11-22,370.5,371.27
1993-12-22,371.53,371.82
1994-01-21,373.99,372.1
1994-02-20,373.33,371.95
1994-03-22,372.7,372.28
1994-04-21,374.34,372.29
1994-05-21,375.2,372.37
1994-06-20,374.49,372.57
1994-07-20,375.25,372.55
1994-08-19,374.28,372.26
1994-09-18,376.1,372.49
1994-10-18,374.02,373.19
1994-11-17,374.72,373.19
1994-12-17,373.24,373.6
1995-01-16,375.44,373.81
1995-02-15,376.17,373.82
1995-03-17,374.87,373.22
1995-04-16,375.79,373.9
1995-05-16,376.94,374.0
1995-06-15,376.22,374.57
1995-07-15,375.27,373.94
1995-08-14,378.18,374.33
1995-09-13,377.24,374.34
1995-10-13,377.77,374.8
1995-11-12,378.3,374.9
1995-12-12,377.5,374.48
1996-01-11,374.5,375.21
1996-02-10,378.04,375.64
1996-03-11,375.92,375.11
1996-04-10,378.06,375.41
1996-05-10,375.93,376.06
1996-06-09,377.46,375.5
1996-07-09,376.57,375.83
1996-08-08,377.43,375.7
1996-09-07,379.18,375.77
1996-10-07,377.8,376.27
1996-11-06,377.13,376.66
1996-12-06,378.66,376.98
1997-01-05,380.88,377.05
1997-02-04,378.82,376.95
1997-03-06,375.11,376.29
1997-04-05,379.41,377.25
1997-05-05,379.26,376.82
1997-06-04,380.06,377.48
1997-07-04,378.8,377.85
1997-08-03,378.97,377.38
1997-09-02,380.35,377.78
1997-10-02,378.23,377.8
1997-11-01,379.35,377.57
1997-12-01,379.18,377.8
1997-12-31,379.8,378.4
1998-01-30,377.61,378.6
1998-03-01,381.99,379.13
1998-03-31,380.07,379.15
1998-04-30,381.1,378.87
1998-05-30,379.72,378.92
1998-06-29,379.49,378.93
1998-07-29,379.29,379.57
1998-08-28,381.51,379.5
1998-09-27,380.88,379.73
1998-10-27,380.52,379.55
1998-11-26,380.93,379.98
1998-12-26,382.53,379.75
1999-01-25,382.13,380.74
1999-02-24,382.66,380.63
1999-03-26,381.95,380.01
1999-04-25,380.08,380.57
1999-05-25,381.52,380.36
1999-06-24,381.98,380.86
1999-07-24,380.6,380.45
1999-08-23,384.27,381.02
1999-09-22,383.32,381.55
1999-10-22,381.12,381.02
1999-11-21,382.31,381.99
1999-12-21,384.12,382.1
2000-01-20,381.63,381.42
2000-02-19,381.42,381.75
2000-03-20,383.02,381.98
2000-04-19,383.34,381.83
2000-05-19,381.76,381.75
2000-06-18,383.84,381.7
2000-07-18,384.08,382.48
2000-08-17,384.93,382.3
2000-09-16,384.82,382.76
2000-10-16,383.76,383.03
2000-11-15,385.92,383.03
2000-12-15,384.87,382.95
2001-01-14,383.96,383.85
2001-02-13,383.43,384.1
2001-03-15,385.63,383.28
2001-04-14,383.66,384.15
2001-05-14,385.89,383.57
2001-06-13,384.83,383.73
2001-07-13,385.37,384.49
2001-08-12,386.75,384.39
2001-09-11,386.2,384.35
2001-10-11,386.37,384.27
2001-11-10,388.93,384.51
2001-12-10,385.28,384.3
2002-01-09,386.32,384.52
2002-02-08,386.64,384.38
2002-03-10,387.78,385.28
2002-04-09,386.39,385.05
2002-05-09,385.72,384.7
2002-06-08,388.53,385.81
2002-07-08,387.25,385.32
2002-08-07,384.64,385.59
2002-09-06,387.62,385.87
2002-10-06,388.53,386.23
2002-11-05,384.96,386.02
2002-12-05,387.23,386.41
2003-01-04,389.75,386.93
2003-02-03,388.75,386.51
2003-03-05,384.14,386.9
2003-04-04,387.21,386.88
2003-05-04,388.64,386.97
2003-06-03,388.01,387.33
2003-07-03,388.06,387.57
2003-08-02,388.41,387.12
2003-09-01,384.98,386.73
2003-10-01,390.33,387.22
2003-10-31,389.62,387.82
2003-11-30,388.08,387.93
2003-12-30,389.33,387.34
2004-01-29,388.0,388.0
2004-02-28,390.24,388.0
2004-03-29,391.44,388.78
2004-04-28,389.64,388.44
2004-05-28,391.53,389.17
2004-06-27,388.25,388.75
2004-07-27,390.56,388.79
2004-08-26,390.83,389.47
2004-09-25,391.19,389.41
2004-10-25,392.48,388.97
2004-11-24,392.12,389.37
2004-12-24,390.13,389.92
2005-01-23,392.56,389.89
2005-02-22,390.64,390.23
2005-03-24,390.15,390.07
2005-04-23,389.85,389.83
2005-05-23,391.21,390.31
2005-06-22,389.99,389.56
2005-07-22,393.17,389.93
2005-08-21,391.59,390.77
2005-09-20,393.33,390.62
2005-10-20,392.34,391.13
2005-11-19,393.6,391.28
2005-12-19,391.86,391.2
2006-01-18,394.23,391.13
2006-02-17,391.84,391.35
2006-03-19,391.47,391.28
2006-04-18,391.24,391.68
2006-05-18,392.73,391.98
2006-06-17,392.3,391.65
2006-07-17,397.03,391.26
2006-08-16,393.15,392.14
2006-09-15,395.37,392.31
2006-10-15,394.08,392.44
2006-11-14,393.89,392.55
2006-12-14,391.88,392.57
2007-01-13,395.42,392.9
2007-02-12,394.75,393.31
2007-03-14,395.43,392.69
2007-04-13,395.92,392.95
2007-05-13,395.93,393.84
2007-06-12,393.58,393.85
2007-07-12,394.27,393.55
2007-08-11,394.9,394.27
2007-09-10,395.83,393.4
2007-10-10,394.22,393.91
2007-11-09,395.61,394.06
2007-12-09,394.53,393.77
2008-01-08,397.16,394.02
2008-02-07,393.92,395.02
2008-03-08,393.94,394.75
2008-04-07,394.31,394.36
2008-05-07,396.78,395.35
2008-06-06,395.85,394.78
2008-07-06,395.81,395.11
2008-08-05,396.9,395.25
2008-09-04,398.24,395.64
2008-10-04,397.66,395.36
2008-11-03,395.02,395.08
2008-12-03,398.6,395.81
2009-01-02,396.04,395.8
2009-02-01,400.33,396.33
2009-03-03,399.18,396.91
2009-04-02,399.12,396.43
2009-05-02,396.96,397.14
2009-06-01,399.6,396.5
2009-07-01,397.93,396.31
2009-07-31,399.02,396.38
2009-08-30,397.52,396.65
2009-09-29,399.86,397.5
2009-10-29,397.28,397.04
2009-11-28,400.35,397.83
2009-12-28,397.47,397.41
2010-01-27,399.26,397.36
2010-02-26,399.56,398.24
2010-03-28,398.49,397.38
2010-04-27,400.23,397.98
2010-05-27,403.26,397.74
2010-06-26,400.27,398.33
2010-07-26,400.85,398.0
2010-08-25,400.18,398.34
2010-09-24,399.8,398.88
2010-10-24,399.73,399.55
2010-11-23,399.47,398.87
2010-12-23,401.35,399.25
2011-01-22,399.61,399.07
2011-02-21,399.82,398.71
2011-03-23,400.22,398.77
2011-04-22,398.78,400.09
2011-05-22,400.75,399.99
2011-06-21,399.12,400.12
2011-07-21,400.46,399.7
2011-08-20,400.26,400.21
2011-09-19,402.21,400.05
2011-10-19,401.25,400.67
2011-11-18,401.7,400.84
2011-12-18,400.23,401.33
2012-01-17,401.54,400.88
2012-02-16,400.71,401.43
2012-03-17,403.63,401.38
2012-04-16,401.18,401.48
2012-05-16,402.92,401.25
2012-06-15,404.45,401.54
2012-07-15,402.15,401.46
2012-08-14,402.5,401.53
2012-09-13,404.77,401.42
2012-10-13,403.58,401.78
2012-11-12,404.17,402.49
2012-12-12,402.13,402.05
2013-01-11,403.47,402.65
2013-02-10,403.25,402.76
2013-03-12,404.21,402.63
2013-04-11,401.65,402.7
2013-05-11,404.66,402.36
2013-06-10,403.36,403.38
2013-07-10,405.02,403.13
2013-08-09,404.68,403.45
2013-09-08,404.21,403.45
2013-10-08,401.12,403.51
2013-11-07,403.88,404.05
2013-12-07,403.9,403.44
2014-01-06,405.53,404.34
2014-02-05,404.2,403.85
2014-03-07,405.08,404.25
2014-04-06,404.96,404.5
2014-05-06,408.18,404.96
2014-06-05,406.24,405.07
2014-07-05,404.93,405.03
2014-08-04,404.98,404.83
2014-09-03,406.67,405.32
2014-10-03,406.61,405.17
2014-11-02,407.54,404.81
2014-12-02,407.49,405.8
2015-01-01,406.2,405.94
2015-01-31,406.47,405.82
2015-03-02,407.11,405.8
2015-04-01,407.61,406.04
2015-05-01,407.23,405.68
2015-05-31,407.26,406.38
2015-06-30,407.25,406.45
2015-07-30,408.16,407.12
2015-08-29,408.22,406.74
2015-09-28,405.44,407.02
2015-10-28,409.05,406.67
2015-11-27,408.05,406.81
2015-12-27,410.24,407.32
2016-01-26,409.06,406.91
2016-02-25,410.89,407.69
2016-03-26,411.07,407.17
2016-04-25,408.59,407.64
2016-05-25,409.7,408.01
2016-06-24,410.85,408.26
2016-07-24,408.39,408.37
2016-08-23,409.22,408.27
2016-09-22,409.21,408.54
2016-10-22,411.53,408.28
2016-11-21,409.55,409.19
2016-12-21,411.96,408.48
2017-01-20,409.47,408.94
2017-02-19,409.54,408.27
2017-03-21,410.71,409.15
2017-04-20,410.42,408.81
2017-05-20,410.75,409.24
2017-06-19,411.58,409.06
2017-07-19,408.99,409.65
2017-08-18,413.23,409.93
2017-09-17,411.97,409.68
2017-10-17,410.96,410.51
2017-11-16,412.2,409.8
2017-12-16,412.69,410.37
2018-01-15,412.99,410.75
2018-02-14,410.39,410.72
2018-03-16,410.4,410.39
2018-04-15,410.78,411.1
2018-05-15,410.38,410.92
2018-06-14,413.57,411.35
2018-07-14,413.34,411.04
2018-08-13,414.29,411.12
2018-09-12,412.53,411.18
2018-10-12,412.32,411.69
2018-11-11,414.94,411.8
2018-12-11,411.7,412.37
