Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
honda Accelerationord lx,21.6,4,403.0,62,1970,13.5,1972-01-01,Japan
chevrolet bel air,26.0,6,331.0,137,3848,13.1,1972-01-01,USA
mazda rx2 coupe,18.6,4,261.0,173,2297,17.6,1972-01-01,Japan
ford maverick,22.4,8,126.0,106,4412,19.4,1972-01-01,USA
volkswagen rabbit custom diesel,25.1,4,392.0,122,2553,14.1,1972-01-01,Europe
ford fairmont (auto),14.4,7,154.0,80,4476,12.4,1972-01-01,USA
ford galaxie 500,25.0,8,394.0,85,3451,16.7,1972-01-01,USA
plymouth fury gran sedan,27.4,7,335.0,111,5022,18.3,1972-01-01,USA
honda civic cvcc,27.9,4,129.0,177,2669,15.1,1972-01-01,Japan
oldsmobile starfire sx,16.3,5,191.0,142,3785,11.6,1972-01-01,USA
ford pinto,22.9,8,283.0,171,3435,20.9,1972-01-01,USA
fiat 128,19.4,4,146.0,158,2418,17.3,1972-01-01,Europe
chevrolet chevelle malibu,22.9,6,336.0,201,4594,16.1,1972-01-01,USA
datsun 810,27.6,3,181.0,134,2359,20.5,1972-01-01,Japan
amc gremlin,18.5,4,347.0,199,4479,15.1,1972-01-01,USA
mazda 626,16.5,4,138.0,116,1817,20.1,1972-01-01,Japan
audi 5000,12.0,4,336.0,92,1899,16.2,1972-01-01,Europe
fiat 131,12.3,4,336.0,89,1856,12.2,1972-01-01,Europe
dodge aspen,14.2,6,420.0,91,2995,13.5,1972-01-01,USA
volvo 244dl,12.6,4,293.0,128,2161,20.2,1972-01-01,Europe
ford escort 4w,20.7,7,129.0,83,3850,13.2,1972-01-01,USA
mercedes-benz 280s,27.2,4,343.0,60,3211,14.9,1972-01-01,Europe
audi 5000,27.6,4,122.0,197,1838,19.6,1972-01-01,Europe
plymouth valiant,18.4,5,159.0,76,4065,11.3,1972-01-01,USA
ford ltd,17.0,4,84.0,104,3220,17.0,1972-01-01,USA
amc hornet,24.4,8,422.0,91,2787,14.1,1973-01-01,USA
plymouth reliant,14.0,7,315.0,114,1613,14.8,1973-01-01,USA
buick estate wagon (sw),13.2,4,217.0,133,2544,11.8,1973-01-01,USA
plymouth champ,16.7,7,126.0,147,2641,15.2,1973-01-01,USA
chevrolet vega,14.7,6,253.0,135,3528,16.0,1973-01-01,USA
plymouth volare custom,9.0,6,358.0,91,3498,15.2,1973-01-01,USA
pontiac phoenix,11.0,6,275.0,66,2403,16.5,1973-01-01,USA
peugeot 504,13.5,4,220.0,102,2429,12.8,1973-01-01,Europe
fiat 131,16.2,4,249.0,186,3945,15.0,1973-01-01,Europe
toyota corolla,12.8,5,135.0,124,2165,17.6,1973-01-01,Japan
subaru,12.3,4,424.0,194,2007,13.2,1973-01-01,Japan
plymouth horizon miser,17.0,5,358.0,161,3404,18.6,1973-01-01,USA
buick skylark 320,16.6,6,303.0,81,3588,12.5,1973-01-01,USA
plymouth grand fury,13.3,6,278.0,73,3359,15.3,1973-01-01,USA
plymouth horizon 4,15.8,7,78.0,97,3899,16.6,1973-01-01,USA
amc ambassador dpl,13.0,6,287.0,59,4042,14.5,1973-01-01,USA
plymouth volare custom,14.8,5,328.0,217,1613,13.1,1973-01-01,USA
plymouth reliant,23.0,7,328.0,116,3722,13.8,1973-01-01,USA
fiat 128,13.1,4,284.0,195,1921,20.3,1973-01-01,Europe
toyota corolla 1200,13.5,4,314.0,110,2075,15.0,1973-01-01,Japan
plymouth horizon miser,13.7,5,270.0,182,3197,14.5,1973-01-01,USA
ford ltd,11.8,8,244.0,121,4449,12.5,1973-01-01,USA
buick century,15.9,5,343.0,209,2548,18.8,1973-01-01,USA
buick century 350,11.6,6,174.0,168,3155,13.4,1973-01-01,USA
chevrolet chevelle malibu,16.6,6,241.0,187,3533,12.3,1973-01-01,USA
plymouth custom suburb,13.2,6,415.0,46,2967,17.7,1973-01-01,USA
peugeot 604sl,12.6,4,118.0,187,2276,11.7,1973-01-01,Europe
chevrolet chevelle malibu classic,14.7,6,158.0,201,3583,16.3,1973-01-01,USA
dodge magnum xe,11.1,5,173.0,52,4103,13.6,1973-01-01,USA
buick skylark,16.1,7,105.0,91,4376,13.9,1973-01-01,USA
pontiac ventura sj,15.4,7,255.0,116,1613,14.5,1973-01-01,USA
honda prelude,16.9,4,297.0,127,1886,15.2,1973-01-01,Japan
honda Accelerationord lx,17.9,4,91.0,84,2470,14.6,1973-01-01,Japan
amc hornet,16.4,6,356.0,203,2367,12.8,1973-01-01,USA
pontiac astro,16.7,5,262.0,86,2672,17.6,1973-01-01,USA
oldsmobile cutlass supreme,13.1,8,96.0,182,3448,15.5,1973-01-01,USA
mercury monarch,12.0,6,223.0,124,3484,14.0,1973-01-01,USA
amc gremlin,30.2,5,196.0,200,3316,13.7,1973-01-01,USA
chevrolet chevelle malibu classic,40.3,7,429.0,160,4437,19.7,1973-01-01,USA
hi 1200d,15.9,6,350.0,105,3033,16.0,1973-01-01,USA
toyota starlet,12.7,5,224.0,72,2030,18.5,1973-01-01,Japan
plymouth duster,23.3,7,80.0,138,2894,14.8,1973-01-01,USA
datsun 310,10.8,4,447.0,57,2502,20.5,1973-01-01,Japan
chevrolet malibu,25.3,5,205.0,210,4459,15.4,1973-01-01,USA
buick regal sport coupe (turbo),15.6,7,446.0,139,3006,11.0,1973-01-01,USA
chevrolet citation,22.7,5,268.0,115,2589,16.3,1973-01-01,USA
dodge aries se,24.0,4,367.0,229,3249,14.1,1973-01-01,USA
fiat 131,29.1,4,148.0,70,2010,18.3,1974-01-01,Europe
chevy c20,29.8,4,320.0,121,3769,16.2,1974-01-01,USA
ford galaxie 500,31.8,7,345.0,131,2574,13.9,1974-01-01,USA
chevrolet vega,19.1,8,330.0,70,4360,9.0,1974-01-01,USA
ford granada,18.7,5,174.0,124,3703,15.8,1974-01-01,USA
amc ambassador dpl,13.3,8,101.0,85,3303,13.4,1974-01-01,USA
plymouth cricket,25.7,4,255.0,89,3661,16.1,1974-01-01,USA
honda civic cvcc,21.1,5,204.0,119,2086,12.4,1974-01-01,Japan
fiat x1.9,19.6,4,123.0,64,2303,20.5,1974-01-01,Europe
mercury zephyr,13.2,5,213.0,83,2820,15.0,1974-01-01,USA
chevrolet bel air,24.2,6,274.0,114,2582,15.7,1974-01-01,USA
ford fairmont (man),20.7,5,234.0,77,2456,11.1,1974-01-01,USA
toyota corolla 1200,25.3,4,293.0,144,2527,17.0,1974-01-01,Japan
fiat 128,16.6,4,330.0,96,1964,12.8,1974-01-01,Europe
renault 5 gtl,25.2,4,311.0,108,2732,14.4,1974-01-01,Europe
mercury monarch,25.1,5,336.0,,3519,9.8,1974-01-01,USA
ford fairmont (man),23.3,6,110.0,71,2968,20.3,1974-01-01,USA
fiat 128,22.5,4,348.0,80,1872,15.3,1974-01-01,Europe
dodge d200,31.7,4,240.0,93,2720,8.0,1974-01-01,USA
chevrolet citation,30.6,4,344.0,95,2038,15.1,1974-01-01,USA
fiat strada custom,30.5,4,188.0,136,2143,17.4,1974-01-01,Europe
plymouth cricket,17.9,7,325.0,73,3341,14.5,1974-01-01,USA
saab 99le,20.9,4,258.0,127,2269,20.6,1974-01-01,Europe
ford mustang cobra,20.9,8,286.0,85,2710,13.8,1974-01-01,USA
datsun 610,30.2,4,385.0,124,2119,13.4,1975-01-01,Japan
toyota corolla 1600 (sw),19.9,4,242.0,85,2338,14.2,1975-01-01,Japan
audi 100 ls,17.4,4,227.0,131,2045,18.1,1975-01-01,Europe
honda civic,24.8,4,284.0,98,2092,17.8,1975-01-01,Japan
ford pinto,21.9,5,264.0,68,3972,16.7,1975-01-01,USA
datsun 280-zx,23.7,4,164.0,102,2361,17.4,1975-01-01,Japan
datsun 210,21.0,4,354.0,109,3444,17.5,1975-01-01,Japan
amc matador,32.4,8,302.0,161,3016,15.5,1975-01-01,USA
chrysler newport royal,19.7,8,391.0,113,3656,16.8,1975-01-01,USA
volkswagen 411 (sw),17.1,4,208.0,92,3059,14.5,1975-01-01,Europe
dodge magnum xe,16.1,6,137.0,102,4164,13.0,1975-01-01,USA
chevrolet impala,11.9,6,263.0,104,4240,11.7,1975-01-01,USA
plymouth satellite custom (sw),25.0,4,232.0,62,1613,15.6,1975-01-01,USA
toyota starlet,19.4,5,388.0,146,2235,15.9,1975-01-01,Japan
mercury marquis,20.5,7,228.0,84,3092,17.2,1975-01-01,USA
toyota cressida,21.7,4,261.0,93,1938,15.8,1975-01-01,Japan
ford pinto,21.6,5,189.0,68,3302,14.1,1975-01-01,USA
mercury zephyr,17.1,5,322.0,76,4903,15.6,1975-01-01,USA
dodge aries se,22.7,7,103.0,62,3044,14.2,1975-01-01,USA
ford escort 2h,20.0,6,218.0,74,3677,17.6,1975-01-01,USA
mazda rx-7 gs,21.8,4,297.0,70,2596,16.9,1975-01-01,Japan
chevroelt chevelle malibu,25.3,7,229.0,103,2987,10.5,1975-01-01,USA
ford pinto,11.8,8,225.0,116,3308,12.4,1975-01-01,USA
audi 100ls,17.6,4,202.0,100,1857,16.3,1975-01-01,Europe
datsun 1200,27.5,4,382.0,88,2088,18.2,1975-01-01,Japan
plymouth custom suburb,16.2,6,216.0,92,4091,16.8,1975-01-01,USA
dodge colt,17.8,5,180.0,75,3921,13.7,1975-01-01,USA
ford mustang ii,24.0,7,301.0,67,2095,13.8,1975-01-01,USA
honda civic,24.4,3,298.0,106,2564,16.0,1975-01-01,Japan
chevrolet citation,17.6,5,317.0,99,4346,14.0,1975-01-01,USA
renault 12 (sw),15.1,5,93.0,56,2023,17.9,1976-01-01,Europe
volkswagen dasher,25.8,4,242.0,196,1935,13.3,1976-01-01,Europe
vokswagen rabbit,32.2,4,113.0,115,2694,12.7,1976-01-01,Europe
peugeot 505s turbo diesel,13.6,4,111.0,157,2961,12.6,1976-01-01,Europe
subaru,22.5,5,265.0,78,2061,16.0,1976-01-01,Japan
peugeot 504 (sw),24.9,4,237.0,89,1879,11.4,1976-01-01,Europe
datsun b210 gx,13.2,4,340.0,72,2567,16.8,1976-01-01,Japan
datsun 310,21.5,5,328.0,109,2559,14.7,1976-01-01,Japan
plymouth volare,13.3,7,130.0,128,4381,12.5,1976-01-01,USA
ford torino,14.5,6,136.0,123,2702,17.6,1976-01-01,USA
mercury grand marquis,28.9,6,88.0,89,2922,16.3,1976-01-01,USA
plymouth grand fury,26.8,5,129.0,109,4083,15.8,1976-01-01,USA
volvo 264gl,22.2,4,296.0,70,1877,14.4,1976-01-01,Europe
pontiac astro,23.6,5,135.0,59,3140,15.9,1976-01-01,USA
volkswagen scirocco,32.4,4,266.0,112,3189,11.9,1976-01-01,Europe
plymouth sapporo,13.3,6,169.0,89,4311,15.9,1976-01-01,USA
amc matador,26.3,6,282.0,72,2306,13.0,1976-01-01,USA
mazda glc custom l,31.8,4,315.0,109,2424,13.9,1976-01-01,Japan
chevrolet impala,21.9,5,268.0,111,3560,14.1,1976-01-01,USA
amc rebel sst,26.3,7,268.0,112,3269,13.1,1976-01-01,USA
mercury marquis brougham,22.4,5,249.0,84,4501,20.0,1976-01-01,USA
audi 100ls,25.4,4,216.0,77,3298,16.0,1976-01-01,Europe
oldsmobile vista cruiser,15.8,8,100.0,82,2667,13.7,1976-01-01,USA
datsun 200-sx,25.9,4,307.0,98,2238,15.2,1976-01-01,Japan
datsun 210,23.3,4,243.0,95,1851,13.6,1976-01-01,Japan
toyota corolla liftback,23.4,4,120.0,117,2628,12.5,1976-01-01,Japan
audi 100 ls,27.2,4,111.0,118,2016,15.0,1976-01-01,Europe
vw pickup,16.3,4,316.0,99,3213,17.0,1976-01-01,Europe
chevrolet monte carlo s,32.5,5,242.0,78,3727,16.3,1976-01-01,USA
pontiac j2000 se hatchback,31.3,5,242.0,109,4069,18.3,1976-01-01,USA
buick century,26.3,6,103.0,50,3637,13.9,1976-01-01,USA
plymouth valiant,18.7,4,154.0,68,2324,9.1,1976-01-01,USA
amc concord dl 6,14.4,6,126.0,,3551,20.9,1976-01-01,USA
saab 99le,19.1,4,176.0,107,3206,16.7,1976-01-01,Europe
ford granada l,34.4,5,397.0,106,4124,13.8,1977-01-01,USA
pontiac lemans v6,34.1,6,292.0,91,4230,21.1,1977-01-01,USA
amc hornet,25.7,6,396.0,69,3380,16.9,1977-01-01,USA
dodge colt m/m,28.2,6,146.0,81,3197,11.8,1977-01-01,USA
fiat x1.9,29.7,4,162.0,109,2046,13.7,1977-01-01,Europe
peugeot 504,31.6,4,233.0,119,2531,11.0,1977-01-01,Europe
ford ltd,26.4,8,288.0,116,3130,12.4,1977-01-01,USA
chevrolet chevette,33.5,5,157.0,130,3726,12.6,1977-01-01,USA
pontiac sunbird coupe,26.1,7,137.0,115,2068,18.3,1977-01-01,USA
datsun 710,21.6,4,301.0,138,2690,13.3,1977-01-01,Japan
chevroelt chevelle malibu,20.2,7,322.0,67,4750,17.3,1977-01-01,USA
vw rabbit custom,24.2,4,214.0,116,1834,17.5,1977-01-01,Europe
toyota corolla,15.4,4,272.0,133,2681,18.0,1977-01-01,Japan
chevy c10,20.1,6,242.0,119,3728,13.9,1977-01-01,USA
audi 5000s (diesel),31.6,4,326.0,72,2096,10.5,1977-01-01,Europe
datsun 510 (sw),32.5,3,187.0,83,1911,15.2,1977-01-01,Japan
volkswagen rabbit custom diesel,17.7,4,254.0,137,3029,14.6,1977-01-01,Europe
plymouth valiant,34.3,4,192.0,124,1619,16.8,1977-01-01,USA
vw rabbit c (diesel),36.0,4,189.0,186,2290,19.7,1977-01-01,Europe
ford mustang,25.4,6,124.0,112,2973,17.3,1977-01-01,USA
oldsmobile delta 88 royale,15.5,5,340.0,116,3822,8.0,1977-01-01,USA
amc hornet,33.3,7,214.0,72,1761,12.9,1977-01-01,USA
plymouth champ,35.2,5,133.0,81,2933,19.9,1977-01-01,USA
toyota mark ii,24.1,4,136.0,68,2685,13.8,1977-01-01,Japan
dodge coronet brougham,28.6,7,279.0,54,2810,13.0,1977-01-01,USA
fiat x1.9,32.3,4,329.0,110,2996,13.2,1977-01-01,Europe
ford mustang gl,33.0,7,340.0,204,1791,18.4,1977-01-01,USA
dodge coronet brougham,30.6,5,219.0,163,3257,14.1,1977-01-01,USA
datsun 710,46.6,4,139.0,124,1977,14.6,1978-01-01,Japan
dodge colt hardtop,18.5,6,210.0,96,4139,17.2,1978-01-01,USA
plymouth satellite custom,28.2,8,100.0,93,2974,15.5,1978-01-01,USA
toyota corolla 1600 (sw),18.1,3,254.0,92,2361,12.8,1978-01-01,Japan
toyota corolla,41.4,4,123.0,62,1898,13.1,1978-01-01,Japan
chevrolet vega,18.6,7,168.0,125,4151,16.4,1978-01-01,USA
plymouth fury gran sedan,26.0,8,308.0,92,4287,20.3,1978-01-01,USA
pontiac catalina,16.8,6,93.0,90,5140,13.4,1978-01-01,USA
plymouth horizon tc3,35.3,7,285.0,72,2389,10.7,1978-01-01,USA
chrysler lebaron town @ country (sw),18.0,7,95.0,112,3299,18.0,1978-01-01,USA
dodge omni,34.0,4,304.0,174,2909,17.4,1978-01-01,USA
bmw 320i,18.9,4,212.0,170,2105,13.2,1978-01-01,Europe
buick opel isuzu deluxe,27.1,4,112.0,99,3427,18.8,1978-01-01,USA
ford maverick,23.0,8,204.0,90,2834,18.2,1978-01-01,USA
plymouth horizon 4,19.9,7,276.0,90,3971,14.9,1978-01-01,USA
amc matador,19.5,8,249.0,94,3812,15.6,1978-01-01,USA
volvo diesel,17.5,4,263.0,133,5140,12.2,1978-01-01,Europe
fiat 131,18.4,4,109.0,85,1884,15.0,1978-01-01,Europe
peugeot 304,31.8,4,206.0,115,2124,17.5,1978-01-01,Europe
chevrolet impala,23.8,8,127.0,130,2765,15.8,1978-01-01,USA
chevrolet caprice classic,17.9,6,122.0,145,4666,15.9,1978-01-01,USA
datsun pl510,20.1,4,105.0,77,1847,12.7,1978-01-01,Japan
dodge coronet custom (sw),24.8,5,154.0,83,3588,13.4,1978-01-01,USA
toyota corolla 1200,21.8,3,78.0,133,2317,18.8,1978-01-01,Japan
toyota corona mark ii,17.7,5,104.0,46,1798,17.4,1978-01-01,Japan
ford pinto,28.8,7,209.0,79,3732,13.4,1978-01-01,USA
volkswagen rabbit custom diesel,24.2,4,264.0,77,1952,19.1,1978-01-01,Europe
oldsmobile omega,30.0,7,188.0,78,3583,9.3,1978-01-01,USA
amc matador,46.6,7,232.0,85,4218,19.0,1978-01-01,USA
volkswagen dasher,19.8,4,307.0,59,2406,14.0,1978-01-01,Europe
mazda glc,16.5,5,303.0,128,2108,14.3,1978-01-01,Japan
chevrolet citation,27.3,6,112.0,98,3105,15.8,1978-01-01,USA
amc ambassador brougham,32.1,7,121.0,98,2916,16.4,1978-01-01,USA
dodge aries se,17.6,5,316.0,119,4399,16.2,1978-01-01,USA
audi 100ls,16.9,4,218.0,125,3355,13.0,1978-01-01,Europe
datsun b210 gx,18.3,5,84.0,86,2625,21.9,1978-01-01,Japan
mercedes-benz 240d,22.5,4,151.0,127,2968,11.1,1978-01-01,Europe
chevrolet nova,25.0,7,196.0,105,2715,23.2,1979-01-01,USA
honda civic,28.9,4,119.0,96,2272,14.5,1979-01-01,Japan
ford fairmont (auto),26.6,7,199.0,154,3332,16.9,1979-01-01,USA
plymouth volare,17.5,8,320.0,113,1929,13.9,1979-01-01,USA
chevrolet cavalier 2-door,26.7,6,160.0,95,2213,16.6,1979-01-01,USA
mercury monarch,23.9,5,107.0,115,3462,19.1,1979-01-01,USA
mercury monarch,27.7,5,239.0,65,3749,16.5,1979-01-01,USA
maxda glc deluxe,31.7,4,203.0,66,1935,12.7,1979-01-01,Japan
toyota corolla tercel,26.8,4,234.0,111,2757,13.9,1979-01-01,Japan
chevrolet vega,31.5,7,224.0,71,1613,16.8,1979-01-01,USA
toyota corona hardtop,,5,156.0,133,2484,15.6,1979-01-01,Japan
amc matador (sw),19.3,5,265.0,130,3239,14.9,1979-01-01,USA
buick regal sport coupe (turbo),18.4,7,141.0,138,4272,16.4,1979-01-01,USA
chevrolet citation,17.6,5,296.0,133,3212,13.3,1979-01-01,USA
plymouth 'cuda 340,32.7,4,308.0,118,3361,18.0,1979-01-01,USA
datsun 1200,31.9,3,101.0,138,1781,14.8,1979-01-01,Japan
dodge rampage,27.8,7,156.0,128,3105,16.8,1979-01-01,USA
chevrolet vega,29.5,7,335.0,89,4090,16.8,1979-01-01,USA
ford ltd landau,32.4,4,226.0,107,2872,18.2,1979-01-01,USA
honda civic (auto),25.0,4,244.0,74,2171,22.0,1979-01-01,Japan
dodge colt,16.5,5,227.0,139,2728,12.4,1979-01-01,USA
pontiac catalina brougham,26.4,5,311.0,123,3492,17.2,1979-01-01,USA
buick electra 225 custom,15.8,6,281.0,106,3087,11.9,1979-01-01,USA
ford torino 500,33.3,4,350.0,73,2180,18.9,1979-01-01,USA
fiat 128,41.7,4,127.0,81,2098,15.4,1980-01-01,Europe
amc gremlin,36.9,4,115.0,50,4107,16.6,1980-01-01,USA
buick skyhawk,30.4,7,171.0,47,3356,13.7,1980-01-01,USA
volvo 244dl,33.4,4,132.0,83,2080,14.8,1980-01-01,Europe
buick century limited,,8,121.0,76,2715,15.1,1980-01-01,USA
chevrolet chevelle concours (sw),37.4,5,158.0,74,3132,17.6,1980-01-01,USA
honda civic,25.8,5,136.0,,2257,20.1,1980-01-01,Japan
ford maverick,38.1,6,87.0,73,2282,15.0,1980-01-01,USA
volkswagen rabbit custom,29.2,4,166.0,101,2106,17.3,1980-01-01,Europe
bmw 320i,20.4,4,77.0,50,2932,10.9,1980-01-01,Europe
toyota cressida,25.9,4,96.0,87,2031,11.7,1980-01-01,Japan
amc matador,22.6,4,137.0,,3781,16.6,1980-01-01,USA
amc ambassador sst,39.3,8,95.0,107,2576,18.8,1980-01-01,USA
saab 99le,34.0,4,105.0,95,3492,16.0,1980-01-01,Europe
datsun 210,44.7,4,139.0,50,2262,17.6,1980-01-01,Japan
buick skylark limited,20.1,4,111.0,74,3143,14.8,1980-01-01,USA
peugeot 504,30.6,4,106.0,,1906,16.0,1980-01-01,Europe
pontiac safari (sw),30.4,6,128.0,63,3220,17.3,1980-01-01,USA
datsun 510,25.3,5,77.0,94,2236,18.4,1980-01-01,Japan
ford f250,45.0,6,204.0,71,2228,14.6,1980-01-01,USA
chrysler new yorker brougham,21.0,6,103.0,85,3348,17.1,1980-01-01,USA
buick estate wagon (sw),41.7,6,123.0,96,2837,14.2,1980-01-01,USA
amc matador,21.7,7,102.0,74,4101,12.3,1980-01-01,USA
peugeot 604sl,32.0,4,116.0,68,4994,14.1,1980-01-01,Europe
capri ii,39.6,4,116.0,80,4010,16.4,1980-01-01,USA
audi 4000,27.9,4,178.0,80,2529,13.5,1980-01-01,Europe
chevrolet nova custom,29.9,5,175.0,107,2968,18.9,1980-01-01,USA
pontiac astro,34.3,4,107.0,84,3051,14.3,1980-01-01,USA
cadillac seville,27.0,8,91.0,117,2639,13.3,1980-01-01,USA
dodge colt,31.7,6,164.0,80,3178,13.3,1980-01-01,USA
pontiac grand prix,22.1,6,110.0,95,3881,14.2,1980-01-01,USA
plymouth reliant,26.2,7,113.0,54,3257,13.0,1980-01-01,USA
cadillac seville,22.5,6,180.0,73,1764,17.4,1980-01-01,USA
mazda rx2 coupe,31.9,4,98.0,129,2452,10.0,1982-01-01,Japan
chrysler lebaron medallion,43.6,7,306.0,76,3384,20.6,1982-01-01,USA
mercury monarch,33.6,6,203.0,66,5140,18.6,1982-01-01,USA
toyota celica gt liftback,34.7,4,108.0,79,2558,16.5,1982-01-01,Japan
plymouth 'cuda 340,23.7,8,81.0,66,3047,17.7,1982-01-01,USA
ford pinto,22.4,7,160.0,87,3065,19.6,1982-01-01,USA
mercury capri 2000,37.3,6,92.0,79,4221,20.0,1982-01-01,USA
ford escort 4w,33.5,7,242.0,91,2769,19.3,1982-01-01,USA
pontiac grand prix lj,25.9,6,104.0,87,4211,17.6,1982-01-01,USA
amc rebel sst,19.0,5,93.0,100,2992,17.6,1982-01-01,USA
volkswagen rabbit custom diesel,34.6,4,92.0,76,1956,17.5,1982-01-01,Europe
amc concord dl 6,31.9,5,242.0,81,4440,19.6,1982-01-01,USA
buick estate wagon (sw),31.0,4,107.0,73,4642,19.1,1982-01-01,USA
vw rabbit custom,36.7,4,89.0,62,4044,10.6,1982-01-01,Europe
datsun 280-zx,37.0,5,94.0,102,2690,11.4,1982-01-01,Japan
mercury zephyr,36.1,6,109.0,101,2822,15.8,1982-01-01,USA
