Major_code,Major,Major_category,Total,Employed,Employed_full_time_year_round,Unemployed,Unemployment_rate,Median,P25th,P75th
1873.0,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,Humanities & Liberal Arts,220287.0,39212.0,66938.0,15524.0,0.070709284,44330.0,26159.0,67814.0
1910.0,MINING AND MINERAL ENGINEERING,Engineering,1764019.0,135640.0,3886.0,3771.0,0.027792616,63213.0,52582.0,96832.0
2035.0,ADVERTISING AND PUBLIC RELATIONS,Computers & Mathematics,282403.0,51972.0,4291.0,2449.0,0.088668811,75445.0,46663.0,105063.0
2049.0,ENVIRONMENTAL SCIENCE,Engineering,27276.0,24914.0,22745.0,1517.0,0.061725825,87714.0,42469.0,137373.0
2051.0,NAVAL ARCHITECTURE AND MARINE ENGINEERING,Computers & Mathematics,204060.0,40988.0,200696.0,3383.0,0.042884956,82531.0,48628.0,132133.0
2066.0,MOLECULAR BIOLOGY,Engineering,77501.0,28152.0,25256.0,4875.0,0.068628482,72733.0,62919.0,131032.0
2071.0,THEOLOGY AND RELIGIOUS VOCATIONS,Computers & Mathematics,675238.0,23845.0,163250.0,20685.0,0.046651841,77910.0,36040.0,84900.0
2081.0,CIVIL ENGINEERING,Engineering,93440.0,58318.0,3887.0,1204.0,0.04193125,60573.0,47174.0,103516.0
2108.0,ACCOUNTING,Engineering,50621.0,11308.0,11799.0,6939.0,0.055398102,61141.0,42465.0,136809.0
2113.0,MISCELLANEOUS FINE ARTS,Engineering,476532.0,163336.0,43811.0,10417.0,0.053234083,64489.0,61243.0,96185.0
2137.0,GENERAL MEDICAL AND HEALTH SERVICES,Engineering,34020.0,32535.0,2759.0,1093.0,0.050678443,66972.0,63234.0,128991.0
2151.0,HISTORY,Engineering,212338.0,21317.0,8236.0,3018.0,0.061674669,73415.0,60425.0,99691.0
2162.0,OCEANOGRAPHY,Computers & Mathematics,37340.0,22058.0,20113.0,3172.0,0.075673352,86782.0,35201.0,89937.0
2169.0,BUSINESS ECONOMICS,Engineering,113162.0,88061.0,35709.0,4932.0,0.071453155,71258.0,67824.0,110418.0
2184.0,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,Engineering,185330.0,35148.0,19810.0,10052.0,0.054790826,101716.0,70441.0,156763.0
2201.0,ELEMENTARY EDUCATION,Engineering,177489.0,50792.0,77549.0,10259.0,0.046256855,82395.0,73710.0,99394.0
2296.0,BUSINESS MANAGEMENT AND ADMINISTRATION,Engineering,261014.0,36913.0,45106.0,496.0,0.053716282,73849.0,60736.0,89403.0
2303.0,ARCHITECTURAL ENGINEERING,Computers & Mathematics,75164.0,32376.0,17280.0,226.0,0.026274803,80276.0,49352.0,90901.0
2309.0,PUBLIC ADMINISTRATION,Computers & Mathematics,211600.0,28370.0,62225.0,1606.0,0.037601143,61352.0,39998.0,140794.0
2311.0,MATERIALS SCIENCE,Education,27477.0,2110.0,16145.0,1492.0,0.051646334,41379.0,30859.0,63383.0
2316.0,MARKETING AND MARKETING RESEARCH,Education,444821.0,8299.0,139716.0,6174.0,0.062671804,50311.0,33908.0,56827.0
2321.0,MISCELLANEOUS AGRICULTURE,Education,3123510.0,25634.0,14983.0,3976.0,0.014484499,43076.0,31362.0,54737.0
2321.0,GENERAL EDUCATION,Education,461775.0,194824.0,4570.0,1093.0,0.035993929,38594.0,33252.0,58556.0
2326.0,ZOOLOGY,Education,794767.0,439849.0,30653.0,3184.0,0.0,41466.0,30471.0,64140.0
2334.0,MILITARY TECHNOLOGIES,Education,50483.0,8215.0,40741.0,977.0,0.055118242,42103.0,41964.0,52494.0
2336.0,HUMANITIES,Education,311887.0,22628.0,22214.0,14746.0,0.02722549,42838.0,32438.0,69415.0
2339.0,GEOLOGY AND EARTH SCIENCE,Education,163828.0,84900.0,17997.0,9011.0,0.005030997,38996.0,31073.0,72952.0
2340.0,HISTORY,Education,450973.0,122951.0,103221.0,4436.0,0.094149006,44798.0,34714.0,57905.0
2344.0,NEUROSCIENCE,Education,138977.0,101942.0,91798.0,2539.0,0.09880998,41902.0,36850.0,63860.0
2350.0,INDUSTRIAL AND MANUFACTURING ENGINEERING,Engineering,21676.0,11888.0,12767.0,1710.0,0.046112725,108170.0,73256.0,110174.0
2354.0,NUTRITION SCIENCES,Humanities & Liberal Arts,148276.0,75309.0,10096.0,8300.0,0.074512739,40918.0,29925.0,71442.0
2364.0,ELEMENTARY EDUCATION,Education,104771.0,8900.0,5224.0,4536.0,0.073352888,40764.0,33749.0,72518.0
2374.0,GENETICS,Education,113136.0,54271.0,43179.0,496.0,0.019739163,41220.0,31530.0,60336.0
2374.0,ACTUARIAL SCIENCE,Education,710297.0,26255.0,98732.0,9775.0,0.0345101,37629.0,31315.0,63906.0
2381.0,NUTRITION SCIENCES,Engineering,273490.0,36246.0,70919.0,2421.0,0.063666931,89763.0,60822.0,121160.0
2384.0,OPERATIONS LOGISTICS AND E-COMMERCE,Engineering,15148.0,3831.0,3647.0,1093.0,0.045100374,62518.0,47396.0,92380.0
2390.0,FORESTRY,Biology & Life Science,104556.0,36024.0,5303.0,3282.0,0.050715028,53611.0,29803.0,91727.0
2394.0,LANGUAGE AND DRAMA EDUCATION,Engineering,203703.0,190238.0,7514.0,3114.0,0.048100146,64075.0,40462.0,78965.0
2407.0,COMPOSITION AND RHETORIC,Biology & Life Science,2354398.0,25904.0,11602.0,5326.0,0.047606115,52511.0,32333.0,90303.0
2408.0,NUCLEAR ENGINEERING,Computers & Mathematics,163458.0,31927.0,36127.0,58.0,0.088807637,90386.0,35675.0,91452.0
2411.0,MECHANICAL ENGINEERING RELATED TECHNOLOGIES,Education,463426.0,25221.0,5553.0,4067.0,0.085706212,40374.0,39623.0,65688.0
2421.0,BOTANY,Biology & Life Science,397889.0,57126.0,6135.0,470.0,0.033033995,52012.0,36994.0,89627.0
2426.0,JOURNALISM,Humanities & Liberal Arts,191975.0,66448.0,43539.0,17721.0,0.0873961,42876.0,30822.0,72671.0
2427.0,MATERIALS SCIENCE,Engineering,87320.0,12290.0,42834.0,4151.0,0.052319564,70095.0,40517.0,136255.0
2438.0,MARKETING AND MARKETING RESEARCH,Education,619111.0,118352.0,39695.0,8299.0,0.025739038,46528.0,30065.0,54258.0
2490.0,BUSINESS MANAGEMENT AND ADMINISTRATION,Industrial Arts & Consumer Services,113445.0,30303.0,35870.0,74.0,0.04941852,45680.0,39110.0,63380.0
2519.0,COMMERCIAL ART AND GRAPHIC DESIGN,Engineering,464348.0,56573.0,27631.0,12699.0,0.062675877,78451.0,52069.0,96076.0
2544.0,CLINICAL PSYCHOLOGY,Biology & Life Science,2354398.0,190103.0,15462.0,4569.0,0.048106429,45800.0,35676.0,48087.0
2560.0,ECONOMICS,Education,3123510.0,159213.0,7292.0,5551.0,0.070359832,57790.0,36328.0,64601.0
2566.0,SPECIAL NEEDS EDUCATION,Engineering,289615.0,44237.0,264178.0,6403.0,0.031320766,73584.0,66571.0,95668.0
2628.0,INTERNATIONAL BUSINESS,Education,3123510.0,7309.0,128072.0,4671.0,0.062913656,42866.0,35720.0,53034.0
2654.0,COMPUTER ENGINEERING,Engineering,273316.0,7614.0,28815.0,1390.0,0.047620104,64276.0,44575.0,120627.0
2690.0,COMMUNICATIONS,Computers & Mathematics,123260.0,48169.0,75527.0,6433.0,0.078722692,70059.0,37866.0,84377.0
2698.0,AEROSPACE ENGINEERING,Computers & Mathematics,52225.0,25294.0,15444.0,6948.0,0.040537616,91966.0,35878.0,155393.0
2727.0,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",Engineering,291069.0,57611.0,24753.0,5022.0,0.045152749,75329.0,74339.0,100448.0
2758.0,COURT REPORTING,Engineering,900945.0,1723.0,208034.0,1014.0,0.058871753,62127.0,40587.0,119228.0
2763.0,ATMOSPHERIC SCIENCES AND METEOROLOGY,Engineering,62560.0,14734.0,11413.0,2795.0,0.048963277,76646.0,67373.0,81897.0
2769.0,ANTHROPOLOGY AND ARCHEOLOGY,Biology & Life Science,23948.0,9347.0,13139.0,427.0,0.040367695,47920.0,39633.0,74753.0
2785.0,ECOLOGY,Humanities & Liberal Arts,344143.0,9776.0,109461.0,6879.0,0.084421927,45307.0,31401.0,70798.0
2809.0,COMMUNICATION TECHNOLOGIES,Engineering,71717.0,14612.0,5751.0,333.0,0.043889049,79101.0,51370.0,108902.0
2829.0,NUCLEAR ENGINEERING,Humanities & Liberal Arts,33857.0,33217.0,19953.0,9289.0,0.068484437,45212.0,25142.0,67215.0
2850.0,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Engineering,132043.0,33819.0,55496.0,14876.0,0.057257943,65949.0,49568.0,102612.0
2934.0,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,Biology & Life Science,29928.0,6612.0,9026.0,638.0,0.052683279,46940.0,38418.0,71102.0
2954.0,MASS MEDIA,Humanities & Liberal Arts,180372.0,44542.0,21733.0,2204.0,0.053622271,47323.0,29548.0,73256.0
3003.5683324469937,MISCELLANEOUS ENGINEERING,Communications & Journalism,251537.7218054639,29920.051931251117,96845.03895504579,3670.0379571407266,0.075791361,36481.363982517185,27051.615236848073,53747.18952327179
3062.0,ATMOSPHERIC SCIENCES AND METEOROLOGY,Engineering,87031.0,8645.0,7204.0,593.0,0.075341828,63816.0,62777.0,86820.0
3093.0,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,Computers & Mathematics,96807.0,46520.0,52075.0,9041.0,0.027814021,62917.0,39120.0,92833.0
3120.8616253325354,BUSINESS ECONOMICS,Interdisciplinary,203635.4475744355,145029.99515545316,36876.21279105143,236.194277967917,0.065359968,53483.400891566,37533.12817595837,67030.7105899801
3126.0,ELECTRICAL ENGINEERING TECHNOLOGY,Humanities & Liberal Arts,479403.0,106733.0,159091.0,5960.0,0.063504499,42823.0,35536.0,64897.0
3197.0,LIBERAL ARTS,Engineering,57143.0,23380.0,22143.0,4556.0,0.083848942,66171.0,42138.0,93263.0
3223.0,NATURAL RESOURCES MANAGEMENT,Engineering,67297.0,46106.0,2328.0,1961.0,0.048189709,68675.0,62344.0,91185.0
3271.0,PRE-LAW AND LEGAL STUDIES,Biology & Life Science,43013.0,10267.0,18930.0,1042.0,0.043303234,51114.0,30093.0,116197.0
3306.0,MEDICAL TECHNOLOGIES TECHNICIANS,Biology & Life Science,1130998.0,249860.0,4424.0,431.0,0.04321674,47144.0,39400.0,103537.0
3313.0,CLINICAL PSYCHOLOGY,Engineering,53091.0,5277.0,10282.0,3961.0,0.038482358,66781.0,64786.0,104648.0
3410.0,MECHANICAL ENGINEERING,Biology & Life Science,2335024.0,846961.0,8876.0,1375.0,0.040214647,46098.0,38197.0,81104.0
3585.0,AGRICULTURAL ECONOMICS,Biology & Life Science,42879.0,17153.0,3303.0,467.0,0.061260807,55174.0,32174.0,74993.0
3588.0,ELECTRICAL ENGINEERING TECHNOLOGY,Humanities & Liberal Arts,839809.0,44431.0,379301.0,3903.0,0.050943715,46015.0,35750.0,73562.0
3683.0,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,Industrial Arts & Consumer Services,131923.0,89514.0,33992.0,32212.0,0.047701249,54854.0,35777.0,86273.0
3686.0,GEOSCIENCES,Engineering,12068.0,4295.0,11271.0,3843.0,0.068283816,116532.0,40592.0,125000.0
3738.0,COMPOSITION AND RHETORIC,Engineering,292671.0,85051.0,122575.0,9994.0,0.022694552,125000.0,66941.0,135136.0
3822.0,LIBRARY SCIENCE,Biology & Life Science,151857.0,20581.0,5224.0,3675.0,0.037277684,49951.0,31721.0,86360.0
3824.0,LIBERAL ARTS,Biology & Life Science,146294.0,15556.0,37777.0,3775.0,0.053070981,50851.0,35041.0,83997.0
3834.0,FILM VIDEO AND PHOTOGRAPHIC ARTS,Biology & Life Science,1939384.0,6242.0,65094.0,338.0,0.050786574,49376.0,33804.0,72979.0
4047.0,JOURNALISM,Computers & Mathematics,103603.0,57774.0,67148.0,42034.0,0.068561457,84227.0,52292.0,99328.0
4161.0,STATISTICS AND DECISION SCIENCE,Biology & Life Science,1939384.0,10607.0,58882.0,647.0,0.05701396,57877.0,39520.0,76773.0
4170.0,TEACHER EDUCATION: MULTIPLE LEVELS,Social Science,288640.0,66415.0,147225.0,6913.0,0.070337577,57965.0,33553.0,73668.0
4211.0,PETROLEUM ENGINEERING,Industrial Arts & Consumer Services,237235.0,31042.0,12277.0,1046.0,0.055389826,51998.0,37683.0,91971.0
4254.0,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,Biology & Life Science,173205.0,3963.0,5878.0,1523.0,0.077935042,56214.0,31930.0,84481.0
4322.0,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",Biology & Life Science,199600.0,6162.0,4705.0,3148.0,0.061296133,46922.0,39670.0,70550.0
4383.0,SOCIAL PSYCHOLOGY,Law & Public Policy,140696.0,60447.0,28399.0,8671.0,0.055028108,54784.0,36256.0,80265.0
4384.0,ART AND MUSIC EDUCATION,Humanities & Liberal Arts,133554.0,90601.0,33955.0,21147.0,0.067239561,49515.0,29952.0,69657.0
4421.0,MINING AND MINERAL ENGINEERING,Industrial Arts & Consumer Services,211225.0,29630.0,84845.0,1408.0,0.052071618,42858.0,34382.0,64314.0
4425.0,PHYSICAL SCIENCES,Humanities & Liberal Arts,561179.0,259653.0,29098.0,19626.0,0.079181513,49489.0,29596.0,66303.0
4434.0,STATISTICS AND DECISION SCIENCE,Social Science,233040.0,63708.0,59171.0,31542.0,0.062506085,46245.0,35575.0,69775.0
4468.0,MATERIALS ENGINEERING AND MATERIALS SCIENCE,Social Science,264262.0,54101.0,29437.0,28394.0,0.060323857,46758.0,35181.0,69751.0
4494.0,BUSINESS ECONOMICS,Health,198515.0,66813.0,63114.0,11579.0,0.045497344,74994.0,41882.0,79505.0
4518.0,AGRICULTURAL ECONOMICS,Biology & Life Science,7945.0,5765.0,4282.0,543.0,0.00690574,54638.0,37750.0,60373.0
4615.0,POLITICAL SCIENCE AND GOVERNMENT,Social Science,234100.0,22733.0,68453.0,4489.0,0.056624986,45691.0,40734.0,70877.0
4648.0,AEROSPACE ENGINEERING,Social Science,445435.0,16443.0,282498.0,2042.0,0.057677826,53496.0,36404.0,75904.0
4674.0,SCIENCE AND COMPUTER TEACHER EDUCATION,Health,115086.0,37804.0,40184.0,2000.0,0.046387544,45821.0,38531.0,72909.0
4679.0,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,Social Science,866834.0,292544.0,109519.0,6285.0,0.065542421,46377.0,34544.0,70291.0
4685.0,COMPUTER AND INFORMATION SYSTEMS,Health,167809.0,145774.0,13738.0,9320.0,0.047866725,59575.0,48397.0,60956.0
4775.0,COUNSELING PSYCHOLOGY,Health,596690.0,49417.0,89689.0,2245.0,0.03772365,46965.0,33251.0,69550.0
4783.0,NURSING,Humanities & Liberal Arts,116705.0,49139.0,29217.0,2282.0,0.071245151,48338.0,33342.0,59743.0
4792.0,PHYSIOLOGY,Humanities & Liberal Arts,290811.0,142438.0,19355.0,17000.0,0.06569366,43241.0,30795.0,76245.0
4796.0,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,Humanities & Liberal Arts,204267.0,40465.0,128692.0,849.0,0.073801604,48580.0,35855.0,80788.0
4816.0,HISTORY,Social Science,502507.0,155918.0,181194.0,26169.0,0.060070327,50141.0,33511.0,73670.0
4917.0,MATERIALS ENGINEERING AND MATERIALS SCIENCE,Health,149812.0,40488.0,73194.0,1826.0,0.04088513,59524.0,32978.0,61359.0
4953.0,MISCELLANEOUS FINE ARTS,Social Science,405045.0,397775.0,172933.0,39812.0,0.066115693,46733.0,38402.0,72572.0
4998.0,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,Social Science,712364.0,184705.0,43517.0,32591.0,0.059881343,69125.0,33859.0,70194.0
5001.0,SCIENCE AND COMPUTER TEACHER EDUCATION,Physical Sciences,2354398.0,16924.0,12952.0,2781.0,0.050023955,70963.0,44903.0,92454.0
5009.0,AGRICULTURE PRODUCTION AND MANAGEMENT,Physical Sciences,481085.0,4894.0,3707.0,562.0,0.069446683,61761.0,36619.0,100648.0
5009.0,HISTORY,Physical Sciences,17361.0,14342.0,3774.0,658.0,0.065733789,55235.0,43141.0,97166.0
5015.0,STATISTICS AND DECISION SCIENCE,Physical Sciences,16047.0,10074.0,3038.0,705.0,0.06903377,61068.0,36699.0,90211.0
5015.0,MILITARY TECHNOLOGIES,Physical Sciences,1286369.0,9543.0,16154.0,260.0,0.038118594,73199.0,37139.0,83554.0
5021.0,TRANSPORTATION SCIENCES AND TECHNOLOGIES,Physical Sciences,26905.0,4408.0,26738.0,451.0,0.054722287,55670.0,39386.0,82130.0
5022.0,SPECIAL NEEDS EDUCATION,Physical Sciences,29239.0,5891.0,6721.0,454.0,0.049850112,60002.0,44377.0,109711.0
5024.0,BIOLOGICAL ENGINEERING,Physical Sciences,46485.0,29601.0,6290.0,3343.0,0.083981984,66581.0,43095.0,95827.0
5026.0,MISCELLANEOUS ENGINEERING TECHNOLOGIES,Physical Sciences,39362.0,20053.0,9063.0,2170.0,0.061990249,61043.0,41996.0,97037.0
5033.0,APPLIED MATHEMATICS,Physical Sciences,18612.0,5600.0,7869.0,300.0,0.063038832,56012.0,36325.0,103179.0
5035.0,ART HISTORY AND CRITICISM,Physical Sciences,36856.0,36405.0,2660.0,386.0,0.04327354,60192.0,43182.0,81595.0
5036.0,MARKETING AND MARKETING RESEARCH,Physical Sciences,97768.0,81650.0,26851.0,11510.0,0.06637414,55501.0,42576.0,95990.0
5040.0,ARCHITECTURAL ENGINEERING,Physical Sciences,147261.0,123544.0,50451.0,11837.0,0.047742251,68400.0,37817.0,99236.0
5042.0,BUSINESS ECONOMICS,Physical Sciences,30556.0,6886.0,20560.0,1401.0,0.082120482,64452.0,38679.0,93140.0
5082.0,LIBRARY SCIENCE,Industrial Arts & Consumer Services,501940.0,28247.0,198488.0,20275.0,0.054095395,43397.0,32783.0,87347.0
5227.0,GENERAL EDUCATION,Psychology & Social Work,939945.0,25764.0,5681.0,2640.0,0.089246337,53718.0,31669.0,62988.0
5241.0,MISCELLANEOUS PSYCHOLOGY,Humanities & Liberal Arts,72571.0,26080.0,32474.0,18728.0,0.061747904,42626.0,28631.0,62500.0
5247.0,SOIL SCIENCE,Psychology & Social Work,32357.0,11735.0,11549.0,2556.0,0.099835299,46651.0,34718.0,83831.0
5253.0,MICROBIOLOGY,Psychology & Social Work,133537.0,8745.0,8305.0,3784.0,0.078915056,50427.0,29889.0,72199.0
5276.0,MISCELLANEOUS SOCIAL SCIENCES,Psychology & Social Work,79573.0,10514.0,9882.0,1182.0,0.076121368,38126.0,29994.0,51594.0
5287.0,POLITICAL SCIENCE AND GOVERNMENT,Humanities & Liberal Arts,433433.0,143972.0,73206.0,5378.0,0.059198613,48780.0,33589.0,72222.0
5303.0,ADVERTISING AND PUBLIC RELATIONS,Humanities & Liberal Arts,67926.0,6017.0,29993.0,4943.0,0.075590049,46039.0,31728.0,67594.0
5310.0,TREATMENT THERAPY PROFESSIONS,Social Science,161106.0,58243.0,123421.0,21420.0,0.063065267,52649.0,40958.0,86874.0
5347.0,GEOLOGICAL AND GEOPHYSICAL ENGINEERING,Law & Public Policy,2354398.0,522818.0,20182.0,741.0,0.05822217,58075.0,37299.0,88323.0
5421.0,CRIMINAL JUSTICE AND FIRE PROTECTION,Health,2354398.0,97798.0,66432.0,2134.0,0.02778562,43829.0,31268.0,61104.0
5487.0,GENERAL SOCIAL SCIENCES,Humanities & Liberal Arts,82564.0,60810.0,10032.0,7765.0,0.073098337,49961.0,32602.0,71069.0
5570.8447944976415,PHYSICS,Communications & Journalism,234345.173019166,20364.06665213166,33738.379484185214,4855.050805056338,0.061099017,49901.50027139215,41883.65467979774,61204.85803221165
5698.0,HEALTH AND MEDICAL PREPARATORY PROGRAMS,Health,63265.0,41077.0,56579.0,2841.0,0.036504754,42016.0,32633.0,109018.0
5707.0,ENGINEERING AND INDUSTRIAL MANAGEMENT,Health,375910.0,40674.0,83955.0,1584.0,0.031759605,52411.0,38965.0,116187.0
5862.0,UNITED STATES HISTORY,Health,743787.0,54691.0,399551.0,10749.0,0.045300326,57297.0,39636.0,62108.0
5960.0,LIBERAL ARTS,Humanities & Liberal Arts,111304.0,21083.0,43873.0,9394.0,0.081795106,44525.0,29798.0,67268.0
5976.0,BUSINESS ECONOMICS,Health,213081.0,22418.0,188927.0,1496.0,0.032667137,48218.0,33715.0,65097.0
6009.0,OTHER FOREIGN LANGUAGES,Arts,375449.0,107829.0,141070.0,4285.0,0.099267453,43188.0,25754.0,69394.0
6016.0,GENERAL SOCIAL SCIENCES,Arts,335594.0,294864.0,45938.0,17814.0,0.077166195,41726.0,28025.0,68050.0
6021.0,JOURNALISM,Arts,307895.0,85428.0,13009.0,12464.0,0.08354856,41300.0,30955.0,59270.0
6201.0,PHYSIOLOGY,Business,1181507.0,26593.0,260476.0,2764.0,0.068686097,58849.0,40112.0,71239.0
6206.0,SECONDARY TEACHER EDUCATION,Business,2354398.0,1213521.0,150374.0,2739.0,0.047312653,70642.0,38102.0,93319.0
6207.0,MISCELLANEOUS AGRICULTURE,Business,2354398.0,53522.0,156299.0,8639.0,0.066513377,71730.0,46560.0,104520.0
6207.0,MASS MEDIA,Business,636596.0,283567.0,60555.0,37012.0,0.047873916,51823.0,50850.0,106319.0
6207.0,COMPUTER AND INFORMATION SYSTEMS,Business,2354398.0,40791.0,26800.0,4016.0,0.069844513,63547.0,45928.0,74982.0
6211.0,APPLIED MATHEMATICS,Business,1939384.0,51274.0,236704.0,9464.0,0.052930898,71491.0,52694.0,102365.0
6213.0,ENGINEERING TECHNOLOGIES,Business,672824.0,68701.0,32924.0,187.0,0.046308715,67107.0,35772.0,70243.0
6216.0,MECHANICAL ENGINEERING RELATED TECHNOLOGIES,Business,126265.0,69302.0,41285.0,569.0,0.061515877,49822.0,35727.0,75727.0
6219.0,MATERIALS SCIENCE,Business,181921.0,176100.0,30356.0,8598.0,0.066591351,65269.0,36164.0,84284.0
6222.0,HUMAN SERVICES AND COMMUNITY ORGANIZATION,Business,1705221.0,778012.0,47775.0,20893.0,0.056437531,66236.0,36303.0,101153.0
6225.0,INTERNATIONAL BUSINESS,Business,2179617.0,325491.0,39125.0,684.0,0.051396446,51025.0,49598.0,87582.0
6301.0,INTERDISCIPLINARY SOCIAL SCIENCES,Humanities & Liberal Arts,121805.0,60966.0,102137.0,11849.0,0.074678726,44962.0,29101.0,66936.0
