Date,Price
1939-01-24,393.95
1939-02-23,384.87
1939-03-25,409.81
1939-04-24,386.97
1939-05-24,401.24
1939-06-23,392.98
1939-07-23,410.12
1939-08-22,391.92
1939-09-21,427.4
1939-10-21,379.62
1939-11-20,399.04
1939-12-20,411.29
1940-01-19,401.82
1940-02-18,430.15
1940-03-19,404.98
1940-04-18,379.83
1940-05-18,399.2
1940-06-17,408.04
1940-07-17,412.4
1940-08-16,430.85
1940-09-15,397.72
1940-10-15,414.19
1940-11-14,397.92
1940-12-14,389.04
1941-01-13,416.29
1941-02-12,431.98
1941-03-14,421.1
1941-04-13,421.37
1941-05-13,431.8
1941-06-12,431.19
1941-07-12,411.73
1941-08-11,413.55
1941-09-10,443.37
1941-10-10,407.74
1941-11-09,413.89
1941-12-09,447.01
1942-01-08,433.93
1942-02-07,416.05
1942-03-09,423.25
1942-04-08,416.14
1942-05-08,429.8
1942-06-07,426.27
1942-07-07,442.22
1942-08-06,430.58
1942-09-05,453.42
1942-10-05,447.85
1942-11-04,418.85
1942-12-04,441.07
1943-01-03,442.88
1943-02-02,446.05
1943-03-04,440.35
1943-04-03,434.03
1943-05-03,420.92
1943-06-02,444.09
1943-07-02,421.48
1943-08-01,453.4
1943-08-31,451.87
1943-09-30,443.51
1943-10-30,460.27
1943-11-29,452.75
1943-12-29,473.12
1944-01-28,449.9
1944-02-27,445.31
1944-03-28,443.66
1944-04-27,471.24
1944-05-27,448.93
1944-06-26,456.8
1944-07-26,459.69
1944-08-25,459.91
1944-09-24,467.07
1944-10-24,466.17
1944-11-23,467.41
1944-12-23,470.6
1945-01-22,461.62
1945-02-21,487.82
1945-03-23,484.31
1945-04-22,448.86
1945-05-22,473.63
1945-06-21,491.9
1945-07-21,494.34
1945-08-20,477.07
1945-09-19,490.16
1945-10-19,467.99
1945-11-18,476.42
1945-12-18,478.68
1946-01-17,496.45
1946-02-16,495.89
1946-03-18,486.73
1946-04-17,469.31
1946-05-17,495.31
1946-06-16,474.98
1946-07-16,503.22
1946-08-15,489.24
1946-09-14,487.07
1946-10-14,483.05
1946-11-13,499.94
1946-12-13,501.3
1947-01-12,481.4
1947-02-11,483.38
1947-03-13,471.9
1947-04-12,510.92
1947-05-12,493.25
1947-06-11,486.51
1947-07-11,498.88
1947-08-10,498.71
1947-09-09,500.78
1947-10-09,518.21
1947-11-08,522.38
1947-12-08,504.69
1948-01-07,511.0
1948-02-06,490.14
1948-03-07,508.73
1948-04-06,505.88
1948-05-06,512.48
1948-06-05,517.91
1948-07-05,529.08
1948-08-04,494.12
1948-09-03,507.79
1948-10-03,519.92
1948-11-02,525.93
1948-12-02,530.88
1949-01-01,534.74
1949-01-31,517.03
1949-03-02,526.56
1949-04-01,552.15
1949-05-01,537.15
1949-05-31,531.95
1949-06-30,534.81
1949-07-30,522.83
1949-08-29,536.22
1949-09-28,536.72
1949-10-28,533.41
1949-11-27,544.29
1949-12-27,544.04
1950-01-26,551.64
1950-02-25,543.6
1950-03-27,547.33
1950-04-26,540.62
1950-05-26,536.42
1950-06-25,542.89
1950-07-25,545.24
1950-08-24,562.27
1950-09-23,555.22
1950-10-23,554.47
1950-11-22,555.58
1950-12-22,563.22
1951-01-21,566.16
1951-02-20,551.55
1951-03-22,556.33
1951-04-21,538.11
1951-05-21,582.93
1951-06-20,564.05
1951-07-20,553.34
1951-08-19,554.87
1951-09-18,549.82
1951-10-18,573.58
1951-11-17,578.38
1951-12-17,552.46
1952-01-16,552.06
1952-02-15,564.23
1952-03-16,551.36
1952-04-15,561.42
1952-05-15,551.2
1952-06-14,547.82
1952-07-14,577.12
1952-08-13,572.8
1952-09-12,574.99
1952-10-12,580.25
1952-11-11,581.78
1952-12-11,582.45
1953-01-10,570.93
1953-02-09,593.94
1953-03-11,559.64
1953-04-10,585.51
1953-05-10,600.87
1953-06-09,561.4
1953-07-09,604.9
1953-08-08,572.65
1953-09-07,580.55
1953-10-07,602.23
1953-11-06,600.36
1953-12-06,579.47
1954-01-05,579.52
1954-02-04,600.9
1954-03-06,564.23
1954-04-05,617.03
1954-05-05,602.01
1954-06-04,594.96
1954-07-04,614.81
1954-08-03,605.22
1954-09-02,589.45
1954-10-02,606.48
1954-11-01,596.7
1954-12-01,608.64
1954-12-31,607.61
1955-01-30,597.4
1955-03-01,600.79
1955-03-31,631.08
1955-04-30,606.74
1955-05-30,600.43
1955-06-29,607.85
1955-07-29,623.25
1955-08-28,621.92
1955-09-27,616.0
1955-10-27,607.16
1955-11-26,619.05
1955-12-26,600.11
1956-01-25,602.84
1956-02-24,621.35
1956-03-25,616.93
1956-04-24,620.07
1956-05-24,626.36
1956-06-23,625.82
1956-07-23,642.29
1956-08-22,626.52
1956-09-21,613.72
1956-10-21,636.19
1956-11-20,608.14
1956-12-20,619.41
1957-01-19,635.3
1957-02-18,638.37
1957-03-20,625.56
1957-04-19,638.3
1957-05-19,614.85
1957-06-18,640.52
1957-07-18,649.65
1957-08-17,659.79
1957-09-16,650.23
1957-10-16,637.81
1957-11-15,628.71
1957-12-15,646.63
1958-01-14,642.38
1958-02-13,628.08
1958-03-15,645.7
1958-04-14,634.21
1958-05-14,657.55
1958-06-13,643.82
1958-07-13,663.0
1958-08-12,682.42
1958-09-11,656.93
1958-10-11,651.74
1958-11-10,655.87
1958-12-10,648.72
1959-01-09,664.49
1959-02-08,654.59
1959-03-10,680.25
1959-04-09,659.31
1959-05-09,657.37
1959-06-08,662.14
1959-07-08,678.75
1959-08-07,661.32
1959-09-06,677.95
1959-10-06,649.26
1959-11-05,684.05
1959-12-05,683.1
1960-01-04,682.11
1960-02-03,692.37
1960-03-04,698.53
1960-04-03,680.65
1960-05-03,675.34
1960-06-02,672.7
1960-07-02,701.36
1960-08-01,664.05
1960-08-31,680.61
1960-09-30,665.76
1960-10-30,675.86
1960-11-29,660.7
1960-12-29,686.05
1961-01-28,677.92
1961-02-27,683.21
1961-03-29,682.68
1961-04-28,688.72
1961-05-28,676.8
1961-06-27,702.69
1961-07-27,681.24
1961-08-26,696.68
1961-09-25,703.9
1961-10-25,686.05
1961-11-24,679.32
1961-12-24,689.14
1962-01-23,705.91
1962-02-22,709.06
1962-03-24,728.33
1962-04-23,721.08
1962-05-23,700.79
1962-06-22,709.43
1962-07-22,692.4
1962-08-21,697.94
1962-09-20,716.72
1962-10-20,708.95
1962-11-19,706.47
1962-12-19,714.67
1963-01-18,731.3
1963-02-17,699.04
1963-03-19,736.3
1963-04-18,705.99
1963-05-18,714.09
1963-06-17,722.43
1963-07-17,747.45
1963-08-16,750.8
1963-09-15,712.46
1963-10-15,737.16
1963-11-14,739.35
1963-12-14,728.33
1964-01-13,714.42
1964-02-12,734.64
1964-03-13,731.95
1964-04-12,726.52
1964-05-12,728.37
1964-06-11,723.44
1964-07-11,746.5
1964-08-10,745.14
1964-09-09,716.64
1964-10-09,732.75
1964-11-08,754.18
1964-12-08,735.46
1965-01-07,726.42
1965-02-06,757.12
1965-03-08,740.6
1965-04-07,741.58
1965-05-07,755.65
1965-06-06,745.01
1965-07-06,750.87
1965-08-05,754.14
1965-09-04,744.61
1965-10-04,746.58
1965-11-03,751.43
1965-12-03,737.71
1966-01-02,751.38
1966-02-01,763.51
1966-03-03,764.23
1966-04-02,779.8
1966-05-02,784.07
1966-06-01,717.89
1966-07-01,736.43
1966-07-31,784.88
1966-08-30,772.14
1966-09-29,772.11
1966-10-29,777.87
1966-11-28,763.49
1966-12-28,775.73
1967-01-27,765.58
1967-02-26,756.8
1967-03-28,774.41
1967-04-27,776.13
1967-05-27,782.8
1967-06-26,777.89
1967-07-26,782.78
1967-08-25,786.85
1967-09-24,769.51
1967-10-24,770.21
1967-11-23,771.41
1967-12-23,781.8
1968-01-22,793.3
1968-02-21,783.79
