_comment,year,fertility,life_expect,n_fertility,n_life_expect,country,p_fertility,p_life_expect
,1990,2.42,42.14,,40.92,Egypt,4.04,76.25
,1995,5.82,73.96,1.03,69.02,Egypt,6.59,65.18
,1965,7.34,81.0,2.65,61.0,Egypt,3.19,
,1990,1.66,64.28,3.76,,Egypt,6.02,68.14
,1990,6.79,74.59,4.7,70.94,Egypt,2.73,64.73
,1955,6.19,70.24,1.97,81.57,El Salvador,3.07,57.55
,1995,5.97,65.11,8.23,64.93,El Salvador,7.78,80.24
,1965,2.48,65.07,4.36,75.79,El Salvador,1.38,52.59
,1985,6.75,70.39,,69.04,El Salvador,7.67,
,1975,5.02,60.9,3.12,68.74,El Salvador,5.5,80.24
,1970,8.08,73.0,2.5,81.57,El Salvador,1.99,62.24
,2000,6.12,78.92,5.23,62.65,El Salvador,8.23,56.17
,1995,4.25,60.52,2.37,70.25,Finland,2.49,73.23
,1995,7.25,62.01,3.35,78.32,Finland,4.44,70.26
,1985,8.01,64.53,4.74,72.61,Finland,5.84,67.33
,1955,4.94,71.17,1.52,66.75,Finland,2.74,53.29
,1985,5.8,77.95,7.27,65.58,Finland,6.17,67.41
,1980,4.38,75.8,2.67,67.82,Finland,8.15,77.31
,1990,1.53,54.51,3.37,73.28,Finland,1.86,80.24
,1970,6.82,58.92,3.22,60.13,Finland,3.83,67.8
,1960,1.87,61.23,1.77,57.47,Finland,4.39,75.4
,1990,3.16,56.81,5.23,44.79,Finland,5.63,57.74
,1980,2.53,81.57,2.89,71.71,Finland,1.79,55.78
,1965,4.77,62.84,1.51,,France,5.35,59.75
,1995,1.81,59.71,,76.38,France,1.72,54.28
,1960,3.44,68.39,8.23,73.51,France,6.79,63.08
,2000,5.82,81.57,2.97,61.43,France,3.36,60.5
,1995,2.11,60.49,1.56,,France,3.21,65.5
,2000,1.41,70.28,1.84,69.95,France,8.2,64.12
,1965,7.57,60.33,8.23,55.43,Georgia,4.14,
,1990,3.64,51.92,2.51,,Georgia,3.05,54.02
,1970,3.54,60.24,2.15,69.45,Georgia,8.03,64.96
,1980,7.55,81.57,,68.29,Georgia,4.38,72.71
,1960,4.78,66.46,3.11,66.57,Georgia,1.96,69.32
,1975,5.44,69.06,2.72,66.13,Georgia,4.43,76.02
,1980,3.83,77.75,2.84,64.09,Georgia,2.74,73.71
,1980,6.86,65.21,4.33,64.74,Georgia,3.37,68.1
,1975,2.84,65.71,1.83,67.99,Georgia,4.89,48.99
,2000,6.61,57.3,3.27,70.71,Germany,5.59,64.06
,1955,1.58,73.69,1.41,61.33,Germany,5.92,44.15
,1955,6.27,49.08,8.23,49.47,Germany,7.17,68.05
,1960,5.99,52.39,2.84,58.39,Germany,3.83,69.4
,1965,1.13,75.0,3.66,66.29,Germany,7.29,57.68
,1970,2.35,54.15,,60.81,Germany,4.51,70.05
,1975,1.68,80.08,,63.4,Germany,3.62,62.1
,1965,7.06,63.11,,65.71,Germany,1.42,69.32
,2000,4.08,45.22,5.16,54.89,Germany,4.7,60.48
,1980,6.41,57.74,4.7,72.72,Greece,,71.2
,1970,1.56,81.57,1.4,78.69,Greece,4.13,64.85
,1995,4.8,66.91,1.36,69.67,Greece,4.49,80.24
,1955,6.75,51.78,5.1,61.26,Greece,3.77,77.5
,1990,6.58,69.24,2.92,54.04,Greece,7.13,61.54
,1995,6.63,64.99,1.93,57.09,Greece,4.71,
,1975,3.24,52.52,6.1,,Greece,1.37,68.23
,2000,6.17,62.63,2.65,63.89,Greece,1.96,80.24
,1980,8.09,70.99,,66.72,Grenada,2.04,
,1960,3.5,68.25,2.17,72.76,Grenada,3.41,80.24
,1985,1.45,65.71,6.17,63.6,Grenada,7.08,66.59
,1955,5.43,74.32,2.89,70.42,Grenada,2.59,63.21
,2000,5.78,64.14,,81.57,Grenada,5.83,
,1975,7.96,66.24,6.6,,Grenada,1.46,77.54
,2000,8.09,81.57,4.81,61.41,Grenada,2.63,53.47
,1980,1.81,62.8,4.29,60.11,Grenada,1.92,71.5
,1970,7.45,60.87,4.41,62.93,Haiti,5.99,68.22
,1980,3.75,58.97,2.49,69.2,Haiti,4.05,59.63
,1975,5.9,53.99,4.66,49.1,Haiti,5.14,69.11
,1990,5.14,64.77,4.12,,Haiti,2.1,73.12
,1975,1.91,79.04,1.46,50.76,Haiti,1.5,80.24
,1990,4.75,81.57,2.54,65.67,Haiti,3.15,73.29
,2000,3.27,81.14,2.43,58.54,Haiti,3.51,
,1955,5.57,72.66,3.44,54.56,Haiti,6.58,80.24
,1955,6.85,49.82,3.29,67.11,Haiti,1.33,72.7
,1965,5.8,64.7,4.36,66.24,Haiti,8.0,71.76
,1995,3.17,50.09,1.18,63.59,Haiti,6.01,60.05
,1960,5.32,54.6,,65.77,"Hong Kong, China",3.85,60.54
,1955,7.6,65.07,4.14,,"Hong Kong, China",6.91,63.36
,1980,6.51,78.68,2.17,64.89,"Hong Kong, China",1.87,61.1
,1980,4.64,74.22,5.47,70.13,"Hong Kong, China",7.76,72.5
,1990,7.24,63.84,,60.93,"Hong Kong, China",7.3,62.03
,1985,1.19,62.83,1.65,64.34,"Hong Kong, China",3.8,56.53
,1995,8.22,73.75,2.67,66.48,Iceland,3.63,61.87
,1955,6.1,63.07,7.7,57.24,Iceland,6.21,58.45
,1960,7.69,71.42,2.06,77.18,Iceland,3.98,61.53
,1960,3.53,57.27,5.28,70.98,Iceland,5.39,70.56
,2000,3.08,56.13,2.97,72.0,Iceland,1.69,
,1985,5.25,64.51,1.49,68.61,Iceland,3.34,56.3
,1995,1.59,52.87,3.33,70.27,Iceland,7.55,
,1960,2.67,63.74,2.95,53.62,Iceland,7.52,49.72
,1995,6.03,55.45,8.23,61.18,Iceland,3.76,61.42
,1965,3.15,74.73,1.7,48.37,Iceland,7.86,69.62
,1990,3.41,80.47,,75.49,Iceland,1.86,69.03
,1995,5.63,73.82,2.59,,India,5.08,65.24
,1965,4.27,61.86,1.68,68.71,India,3.38,57.37
,1985,6.06,73.07,5.82,60.64,India,4.0,60.54
,1960,6.52,71.23,1.19,70.43,India,7.67,68.65
,1995,5.93,69.42,2.27,61.67,India,6.17,54.47
,1995,5.36,60.43,8.23,57.95,India,3.51,60.39
,1980,4.75,70.35,1.03,62.68,India,5.17,78.94
,1960,3.12,69.86,2.61,76.74,India,3.09,69.08
,2000,5.69,60.07,7.7,81.57,India,4.4,61.87
,1965,4.37,63.74,,70.14,India,5.73,49.98
,1975,6.35,53.13,4.39,60.17,India,5.44,58.7
,1960,1.38,71.02,2.48,70.52,India,1.58,62.28
,1960,7.58,65.37,4.09,73.28,Indonesia,2.14,80.24
,1990,4.45,64.13,1.46,,Indonesia,3.59,54.58
,1975,7.3,68.3,6.79,,Indonesia,7.99,71.78
,2000,2.57,78.26,2.24,57.96,Indonesia,2.2,59.1
,1955,2.39,44.83,2.61,73.01,Indonesia,6.5,72.6
,1975,2.43,54.98,2.36,77.53,Indonesia,7.6,66.06
,1985,7.48,46.8,,54.52,Indonesia,5.6,
,1970,1.32,54.9,1.49,67.28,Indonesia,1.84,
,1995,1.31,76.72,7.74,69.11,Indonesia,7.08,59.32
,1995,1.84,70.46,4.58,,Indonesia,6.07,
,1975,7.48,65.11,8.23,76.84,Indonesia,7.28,80.24
,1990,2.28,75.32,2.8,65.74,Indonesia,4.46,53.28
,1995,1.28,73.87,6.39,,Iran,2.15,50.99
,1985,4.7,58.81,5.87,68.96,Iran,1.77,55.04
,1985,4.89,63.48,2.15,67.09,Iran,4.36,69.1
,2000,4.64,71.75,,77.95,Iran,4.99,59.49
,1990,5.38,74.95,1.69,71.28,Iran,4.55,42.6
,1980,5.7,60.68,4.18,67.3,Iran,2.81,74.77
,1995,6.21,75.88,2.67,72.87,Iran,2.4,74.05
,1995,1.48,69.63,4.3,,Iraq,6.44,76.94
,1985,8.14,70.83,3.02,60.84,Iraq,6.9,66.05
,1970,8.05,74.1,2.08,54.47,Iraq,,62.21
,1985,2.92,59.86,4.14,78.4,Iraq,,58.24
,1980,4.91,69.26,2.72,,Iraq,3.08,39.64
,2000,2.93,70.41,1.52,81.48,Iraq,4.8,67.51
,1965,7.39,74.71,3.21,81.57,Iraq,7.63,69.45
,2000,1.88,55.8,5.17,65.04,Iraq,6.76,78.27
,1960,5.64,68.28,1.51,77.29,Iraq,5.59,79.69
,1975,3.42,45.12,1.36,50.58,Iraq,4.28,71.04
,2000,4.06,66.73,5.08,,Ireland,2.67,62.04
,1990,3.82,69.03,3.24,64.93,Ireland,5.99,69.16
,1970,4.63,73.53,,57.53,Ireland,4.96,55.69
,1990,1.49,59.82,1.45,61.47,Ireland,1.56,71.26
,1960,1.03,58.52,5.81,,Ireland,7.39,67.2
,1980,6.5,65.92,3.01,65.78,Ireland,5.32,76.58
,1965,2.01,66.68,2.26,66.14,Ireland,2.58,62.25
,2000,2.44,57.95,,54.47,Ireland,2.03,64.16
,1975,3.18,81.57,1.98,74.41,Ireland,4.36,67.17
,1965,5.11,64.52,2.21,62.86,Ireland,1.17,58.48
,2000,7.57,53.07,8.23,68.41,Ireland,7.8,60.29
,1970,4.63,70.4,6.46,71.16,Ireland,5.52,66.94
,1985,6.9,69.7,,59.58,Ireland,4.23,70.78
,1980,2.35,68.3,1.14,57.11,Ireland,4.47,66.91
,1975,3.29,68.06,2.92,72.39,Ireland,3.35,64.26
,1995,2.54,58.79,6.91,79.37,Israel,2.12,69.14
,1960,7.78,66.69,2.36,60.87,Israel,6.44,56.24
,1990,6.21,72.61,3.88,65.86,Israel,,62.17
,1985,6.08,78.31,8.23,70.31,Israel,3.35,66.31
,1970,4.46,72.93,1.84,57.56,Israel,7.46,
,1965,7.77,62.63,8.23,65.62,Israel,6.39,79.13
,2000,4.15,59.9,4.15,78.8,Israel,4.71,78.71
,1995,1.13,57.72,3.19,62.8,Israel,,56.0
,1965,2.93,74.34,3.54,61.26,Israel,4.04,51.44
,1955,6.43,61.7,1.35,71.8,Israel,3.07,70.12
,1985,7.83,72.85,3.5,70.43,Israel,1.55,54.02
,1965,4.56,48.58,2.0,,Israel,5.57,80.24
,1980,7.34,70.67,2.12,64.33,Israel,2.0,
,1960,7.36,61.07,2.87,69.31,Italy,,69.59
,1980,4.25,81.57,2.29,70.8,Italy,2.93,68.96
,1975,2.58,62.16,4.83,51.62,Italy,7.83,66.88
,1955,1.72,55.26,,81.57,Italy,4.23,55.38
,1960,6.78,69.18,3.65,64.19,Italy,6.67,80.24
,1970,6.35,63.46,2.71,72.66,Italy,6.23,77.97
,1960,4.76,63.15,1.73,61.37,Italy,7.79,55.26
,1995,1.5,52.7,4.52,,Italy,6.31,76.19
,1965,7.26,77.25,5.75,66.49,Italy,1.7,58.04
,1975,6.79,54.04,8.23,40.78,Jamaica,7.36,64.67
,1965,6.5,64.89,2.26,63.1,Jamaica,4.87,55.73
,1980,6.61,68.36,4.86,81.57,Jamaica,,
,1960,5.15,81.57,,74.57,Jamaica,2.56,
,1995,5.58,75.21,7.22,56.48,Jamaica,6.06,48.57
,1990,8.2,78.68,1.8,60.81,Jamaica,1.3,72.71
,2000,5.6,70.4,1.73,59.65,Jamaica,5.26,80.24
,2000,4.86,68.42,2.82,67.74,Jamaica,,63.71
,1990,7.76,61.37,8.23,81.57,Jamaica,2.04,64.66
,1990,2.75,51.58,3.54,67.28,Jamaica,4.69,80.24
,1975,2.37,75.93,7.96,,Jamaica,7.94,63.63
,1970,2.32,69.66,5.88,56.09,Jamaica,1.48,61.1
,1975,4.65,62.32,3.75,55.38,Jamaica,,78.29
,1995,5.97,57.62,1.81,70.21,Jamaica,7.88,55.01
,1985,2.11,59.47,8.23,53.51,Jamaica,5.43,66.35
,1995,2.99,80.74,3.59,71.27,Jamaica,1.99,66.77
,1960,6.6,71.14,2.18,65.81,Japan,4.8,
,1975,4.28,50.17,2.76,,Japan,1.54,60.71
,1955,4.22,60.64,2.74,61.33,Japan,6.43,48.11
,2000,6.38,64.59,3.53,64.86,Japan,7.31,68.84
,1990,8.09,72.72,4.64,81.57,Japan,,74.52
,1970,1.87,74.22,2.19,81.45,Japan,3.87,
,1995,6.47,65.66,3.01,66.26,Japan,1.84,68.11
,2000,8.12,56.02,3.97,77.11,Kenya,5.25,69.02
,1975,5.35,61.43,3.89,64.04,Kenya,6.98,66.96
,1955,1.28,81.57,4.0,50.48,Kenya,8.07,69.2
,1985,8.03,67.44,5.75,57.7,Kenya,6.55,50.85
,1980,1.06,69.16,2.32,72.44,Kenya,,60.36
,1965,7.84,74.66,3.16,55.1,Kenya,7.81,62.13
,1955,5.95,71.32,5.34,58.92,Kenya,,44.54
,1970,1.72,51.36,3.68,63.23,Kenya,4.61,75.51
,1960,4.9,70.85,,71.68,Kenya,5.23,57.94
,1995,7.14,63.04,4.61,64.0,Kenya,3.0,
,1980,4.69,69.74,3.24,58.69,Kenya,1.47,69.06
,1980,8.03,81.57,6.74,61.71,Lebanon,2.93,64.15
,1955,1.31,58.68,5.82,79.08,Lebanon,,65.63
,1955,8.18,59.14,6.33,61.49,Lebanon,3.62,63.39
,1980,4.69,68.31,3.09,63.53,Lebanon,7.53,66.98
,1955,1.76,57.05,,70.59,Lebanon,6.12,65.23
,1955,2.48,51.25,6.29,,Lebanon,3.41,57.53
