id,question,choices,answerKey
95,Which outcome is most likely if a person consumes more Calories than needed for daily activities?,95,B
96,"Rocks can be classified many different ways, including as igneous, metamorphic, and sedimentary. This classification is based on the",96,A
97,Which action is an example of an exothermic process?,97,B
98,Which terms can be used to describe the properties of both a wave and a particle of light?,98,B
99,"In the atomic model that includes a nucleus, the positive charge is",99,B
100,The cones of a jack pine tree require great amounts of heat to release their seeds. When are jack pine tree seeds most likely released?,100,A
101,"When sound waves with large amplitude are compared to sound waves with small amplitude, which of the following is true?",101,C
102,The principle of uniformitarianism states that most of the landscape of Earth was formed slowly and over a long period of time. Which occurrence of Earth is least supported by this principle?,102,D
103,Investigations were performed to test several methods of keeping petals from falling off flowers that had been cut. Which is the most likely reason for this investigation?,103,C
104,Which of the following is a mineral?,104,1
105,Rheumatoid arthritis is a disease that occurs when the body attacks its own tissues. Which body system becomes disordered first?,105,A
106,Which is the result of mitosis?,106,D
107,A student is designing a model of the solar system and writing a report. She is trying to be as accurate as possible. Which statement should she include in her report?,107,C
108,A student wants to cut a piece of string for a class activity. The length of the string is measured BEST in which units?,108,D
109,"If you wanted to be able to look at the stars, the planets, and the Moon more closely, what should you use?",109,B
110,Which of these describes a chemical change?,110,D
111,What happens to water molecules during the boiling process?,111,D
112,Which of the following is an example of how insects are beneficial to humans?,112,C
113,Which of these human activities most relies on high-quality soil?,113,D
114,A lunar eclipse occurs when the Moon passes through Earth's shadow. A lunar eclipse can only occur during a,114,C
115,"A city has a temperature of 75 °F, with partly cloudy skies. Weather forecasters are predicting that the air pressure and temperature will drop during the day. Which type of weather is most likely for this area in the late afternoon?",115,B
116,Natural selection is a mechanism that acts on individuals within a population. Which is a result of the process of natural selection?,116,B
117,Which example describes an organism taking in nutrients?,117,C
118,What is the repeating monomer of a DNA molecule?,118,B
119,Which serve as evidence for a scientific theory?,119,B
120,Which characteristic is affected by interactions with the environment?,120,A
121,Which of the following is not an inherited trait of humans?,121,B
122,"A small, fast-moving river in is in a V-shaped valley on the slope of a mountain. If you follow the river to where it passes through a plain, what will the river most likely look like compared with how it looked on the mountain?",122,A
123,Planets remain in orbit around the Sun because of,123,B
124,How does ice change the shape of rocks?,124,B
125,Meteorologists categorize hurricanes based on the Saffir-Simpson scale. The scale measures the intensity and destructive potential of hurricanes. Which factor has the most significant effect on the strength of a hurricane?,125,B
126,Removing waste from the body is the primary function of which body system?,126,C
127,"The primary functions of the digestive system are to break down food, absorb nutrients and excrete wastes. Once food is absorbed, what system is responsible for carrying the nutrients to the body cells?",127,B
128,Which mechanism helps carbon to cycle from the atmosphere to living organisms?,128,B
129,The smallest unit of a plant that can perform all of the processes of life is the,129,C
130,A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot?,130,C
131,What is the density of a 64-g iron cube that displaces 8 mL of water?,131,C
132,Which of the following describes an object that must have a net negative charge?,132,4
133,"In an accurate diagram of the solar system, which object would be shown closest to Earth?",133,A
134,A geologist found fossils of horse bones in different rock layers of a canyon. The fossils in the lower levels show shorter bones than those in the upper-level fossils. Which conclusion is based on the geologist's observations?,134,C
135,What best describes objects orbiting in the Kuiper Belt?,135,A
136,"Rich beds of marine fossils have been found in Florida. By dating these fossils, scientists can best determine",136,A
137,"Plants have special tissues that transport food, water, and minerals throughout the plant. What are these tissues similar to in animals?",137,D
138,Samuel investigated the effect of temperature on the growth of snapdragons. He recorded the results from the investigation and found that snapdragons do not grow well in low temperatures. What is the purpose of this conclusion in the scientific process?,138,B
139,"On a warm sunny afternoon, ocean water splashed onto a rock. A short time later, the rock was dry. Which statement best explains what happened to the water on the rock?",139,B
140,Plants on hills keep dirt in place during a rain storm. Plant roots grow into the dirt and keep the dirt from moving. Why do roots grow into the dirt?,140,C
141,Which of these would help to prevent infections from occurring in small cuts and scrapes?,141,B
142,Plants make sugars in the presence of sunlight in a process called photosynthesis. What form of carbon do the plants take in for this process?,142,D
143,Which organ is part of the respiratory system?,143,C
144,What is the most prominent land feature formed by the convergence of the Indo-Australian and Eurasian plates?,144,B
145,"Some immune cells are actively involved in ingesting, destroying, and presenting invading microbial antigens on their surface to stimulate other cells to produce antibodies. Which of these cells is responsible for initiating such an immune response?",145,D
146,Which of the following events involves a consumer and producer in a food chain?,146,C
147,Which of the following is visible through a reflecting telescope?,147,A
148,"If a classroom experiment involves the use of several unidentified chemical solutions, which factor would be most important in maintaining safety during the experiment?",148,B
149,What is the process called when an acid and a base combine to produce water and salt?,149,D
150,Dominic placed a caterpillar in a container with different kinds of leaves. Which information should he record to find out what food this caterpillar eats?,150,C
151,Acid rain caused by industrial pollution greatly reduces the number of trees in a forested region that is home to a particular species of bird. How might this decrease in the number of trees most likely affect this bird population?,151,A
152,Which of the following would most likely happen if grasses and shrubs were removed from a rural Massachusetts ecosystem?,152,B
153,Burt used a spoon to stir soup that was cooking on his stove. Which spoon will stay the coolest while he stirs?,153,C
154,Which of the following helps keep the Moon in its orbit?,154,D
155,Mount St. Helens was a cone-shaped mountain that formed when molten material reached the surface of Earth and formed layers. Cone-shaped mountains form as a result of which one of these events?,155,A
156,The chemical equation below shows reactants and products. 6CO_{2} + 12H_{2}O + light + enzymes -> C_{6}H_{12}O_{6} + 6O_{2} + 6H_{2}O Which statement is best supported by analyzing this equation?,156,B
157,A solution of lead (II) nitrate reacts with a solution of sodium iodide to produce a yellow solid of lead (II) iodide and aqueous sodium nitrate. Which of these illustrates the reaction?,157,D
158,What is one way that humans can maintain good health?,158,B
159,Which tool would a student use to measure wind speed?,159,A
160,Which best explains why some reptiles and amphibians lay an abundance of eggs?,160,C
161,High-altitude cirrus clouds are primarily formed from which substance?,161,B
162,The surface gravity of Pluto is the weakest of the nine planets because Pluto,162,A
163,Joanne wants to investigate factors that affect different patterns of the flight of bees. Which step in the scientific method must she follow before forming a hypothesis?,163,B
164,"A short plant with a thick, fleshy stem, extensive roots, and a short blooming period would most likely be found in which of the following environments?",164,C
165,One example of matter is,165,3
166,The invention of the telescope allowed which of the following to take place?,166,C
167,Which characteristic is not an inherited trait?,167,B
168,Which of the following is a common renewable resource found in deserts?,168,A
169,"A gastroenterologist is a doctor who treats problems of the esophagus, stomach, and intestines. Which organ system is cared for by this type of doctor?",169,C
170,What is determined by the speed that Earth rotates on its axis?,170,A
171,"Hydrogen is located on the left side of the periodic table in the same column as the alkali metals, but it has characteristics of a nonmetal. Which of the following is a physical property of hydrogen?",171,B
172,Why do doctors suggest that people get a flu vaccine each year?,172,C
173,A company plants trees on a bare hillside. Which of these is the BEST reason for planting the trees?,173,D
174,The length of daylight changes as the seasons change during the year. What causes these changes in daylight?,174,B
175,"The process of digestion breaks down proteins into smaller molecules that are used to rebuild other proteins. During digestion, proteins undergo",175,C
176,Endothermic reactions are reactions that require more energy to start than they give off in the products. Which statement describes an endothermic reaction?,176,B
177,What is the best way for a marine scientist to determine the eating habits of sharks?,177,D
178,Baby chicks peck their way out of their shells when they hatch. This activity is an example of which of the following types of behavior?,178,D
179,What will most likely result when the jet stream moves south of North Carolina?,179,A
180,"In a city, the daily high and low 16 temperatures for a month are best represented by which of the following?",180,C
181,Juvenile diabetes is a disease caused by the body's inability to create insulin. The body's white blood cells attack the pancreatic cells that produce insulin. This type of disease is known as,181,A
182,What is the complementary base of adenine in DNA?,182,A
183,"A population of wood mice lives in a cool, moist temperate forest. Several years of hot, dry weather have affected the plants in the area. Which mice in the population are most likely to survive this change and pass their genes on to their offspring?",183,D
184,"Sodium bicarbonate (NaHCO_{3}) is commonly known as baking soda. Sodium bicarbonate is a white solid that can dissolve in water. Under the proper conditions, sodium bicarbonate can release carbon dioxide (CO_{2}) gas. Which of the following is not a physical property of sodium bicarbonate?",184,C
185,"During a presentation on astronomy, Professor Williams discussed various measurements in space. Which objects was she referring to when she talked about how astronomical units (AU) were determined?",185,C
186,Which best explains the importance of nitrogen in the cycling of energy and matter?,186,C
187,"While a sailor was out fishing, he got lost at sea. Which object would help him direct the boat back to shore?",187,C
188,"A student performs an experiment and the results are shown below: Before- Iron filings are brown, small, and magnetic: Copper sulfate crystals are blue, brittle, and not magnetic. After- The copper formed was reddish, solid, and not magnetic: Iron sulfide solution was colorless and not magnetic. Which statement supports that a chemical reaction took place?",188,B
189,A water wave that occurs in an ocean is an example of which type of wave?,189,B
190,Which of the following is an example of how insects are beneficial to humans?,190,A
191,Organisms that reproduce asexually generally have offspring that are,191,A
192,Which of these causes the atmosphere to change?,192,B
193,"For two organisms to be classified as the same species, they must produce offspring that are",193,D
194,Which of these is a nonliving part of a forest?,194,A
195,A solution of lead (II) nitrate reacts with a solution of sodium iodide to produce a yellow solid of lead (II) iodide and aqueous sodium nitrate. Which of these illustrates the reaction?,195,C
196,Which unit of measurement can be used to describe the length of a desk?,196,D
197,Plants make sugars in the presence of sunlight in a process called photosynthesis. What form of carbon do the plants take in for this process?,197,D
198,Which force keeps the planets in their orbits around the Sun?,198,D
199,"Based on the evidence available at the time, early models of the solar system stated that all objects in space orbited Earth. In the 16th century, an astronomer reevaluated the evidence and proposed a model of the solar system that is still in use. What part of this model corrected the mistake in previous solar system models?",199,A
200,Which of the following activities is the best example of instinctive behavior in an animal?,200,A
201,The interaction of the skeletal and muscular systems to produce locomotion is coordinated by which human body system?,201,B
202,The chemical formula for water is H_{2}O. What does the formula show about each element in the compound?,202,A
203,What abiotic factor would most likely signal a population of birds that it is time to migrate from north to south?,203,C
204,"A meeting of scientists, called a symposium, occurs every year to share recent research about the atmosphere of Earth. This symposium mainly serves which purpose in science?",204,D
205,A marble is dropped in a glass of water. Which force pulls the marble to the bottom of the glass?,205,C
206,Which of these is a renewable resource found in Nevada?,206,B
207,A scientist is searching for areas where new solar systems might form. What feature is the scientist looking for?,207,1
208,"What kingdom contains organisms that are multicellular, have no chlorophyll, and absorb nutrients from decaying tissue?",208,D
209,"If left in the sunshine, water in an open jar will",209,B
210,"Wire was looped several times around an iron nail, and the wire's ends were connected to a battery. For which of these will this device most likely be used?",210,A
211,"When carbon and oxygen combine chemically, the mass of the product is",211,C
212,"As the hawk population increases in an ecosystem, the deer mouse population will most likely decrease as a result of",212,C
213,"A rainforest area is experiencing a severe drought. As a consequence, the insect population has decreased. What will the insect-eating birds most likely do as a result of the drought?",213,A
214,"Over several years, a scientist successfully isolates a species of flower for white color. This year, when the new generation of flowers blooms, one yellow flower is found in the population. Which is the best reason for the appearance of a new flower color within the species?",214,B
215,"Jonathan places a pot of water on a stove. As the water boils, how does the state of the water change?",215,A
216,One process in the formation of sedimentary rocks is when rocks are,216,C
217,Which two processes in the water cycle are primarily responsible for the creation of a lake?,217,C
218,Asexually produced offspring are genetically,218,C
219,"A group of students investigated the effect of water temperature on the gill movements of goldfish. The students tested water temperatures from 20°C to 10°C at 2-degree intervals. The data showed that as water temperature decreased, the average number of gill movements per minute by the goldfish also decreased. Which type of display is BEST used to show this relationship?",219,B
220,"Plumes of water vapor have been observed rising from the southern polar region of Enceladus, one of the moons of Saturn. A team of scientists proposed an explanation for the plumes and developed a model. They also published calculations based on their model. These calculations would most likely be used for which purpose in future research?",220,4
221,Which illness is associated with a weakened immune system in the body?,221,D
222,Which of these provide the best evidence that life could develop on Mars?,222,B
223,Which of these materials on the walls of a room would work best to keep sound from making an echo?,223,C
224,The most effective way to show a change happening over time is to display your results using a,224,B
225,Human actions can change the rate at which soil erodes. Which of the following would most likely slow the rate of soil erosion?,225,C
226,Which type of energy conversion occurs in a flashlight?,226,D
227,"In a meadow ecosystem, mice receive most of the energy they need to survive directly from which of the following sources?",227,D
228,Which metalloid is used in solar cells and computer chips?,228,C
229,"In eukaryotic organisms, interaction between which organelles is most important for cell shape, tensile strength, and communication between cells?",229,D
230,"The Florida Bog Frog (Lithobates okaloosae) inhabits shallow stream overflows in three counties in Florida. With such a small geographic habitat, any change in the frog's environment could cause drastic changes in the population. Which would most likely affect the frog population if acid rain changed the pH of the water?",230,C
231,Which outcome is most likely if a person consumes more Calories than needed for daily activities?,231,D
232,"A scientist crosses a red-flowered plant with a white-flowered plant, and all offspring have red flowers. What will most likely result if these red-flowered offspring are crossed with white-flowered plants?",232,C
233,"Mold is often found growing on old bread. In a food chain, mold is a ___.",233,B
234,Which is the most basic unit of living things?,234,A
235,"Sodium chloride, commonly called ""table salt,"" is made up of sodium and chlorine that have been combined chemically. Which term best describes sodium chloride?",235,D
236,What is the density of a 64-g iron cube that displaces 8 mL of water?,236,A
237,Two identical lamps contain the same amount of different types of oil. They are allowed to burn until all the oil has been burned. Which measurement will best provide the total difference in chemical energy between the two oils?,237,B
238,Grooves running down the sides of a riverbank are most likely caused by,238,A
239,Which of these must occur for sediments to form new rock?,239,B
240,Some plant species are more tolerant of acidic soil than others. The tolerant species are favored in areas affected by which consequence of human activity?,240,A
241,The main function of hormones in the human body is to,241,A
242,Sulfur scrubbers are devices installed in coal-fired power plants. Sulfur scrubbers reduce the emission of sulfur dioxide. What environmental problem are sulfur scrubbers most likely trying to address?,242,D
243,What is the main function of scales on a fish?,243,A
244,A lab technician places a colony of bacterial cells in a nutrient-rich growth medium. Which event is the technician most likely to observe with a microscope?,244,B
245,What should a student do when a glass beaker shatters during a laboratory experiment?,245,B
246,"During a presentation on astronomy, Professor Williams discussed various measurements in space. Which objects was she referring to when she talked about how astronomical units (AU) were determined?",246,C
247,Which will most likely cause a decrease in predator populations?,247,D
248,Many bacteria are decomposer organisms. Which of the following statements best describes how these bacteria help make soil more fertile?,248,B
249,The Himalayan Mountain chain is the youngest and tallest mountain chain on Earth. Which phenomenon contributed most to this area of continental buildup?,249,C
250,Which organ removes cell waste from the blood?,250,C
251,Why do dogs have most of the characteristics of their parents?,251,C
252,"In most animals, combinations of various tissues make up functional units called",252,B
253,Which two systems of the body are interacting when a runner sprains his ankle?,253,D
254,"A salvage yard contains a mixture of iron, glass, aluminum, and plastic. Which property of iron does the salvage yard take advantage of when separating the iron from the rest of the materials?",254,C
255,Variation in which property between water at different temperatures contributes most to the formation of horizontal ocean layers having distinct temperatures?,255,D
256,Scientists found fish fossils in the desert. What do the fossils tell about this environment when the fish were alive?,256,C
257,Which is the best example of an inherited behavior?,257,D
258,Pollen is necessary for a flowering plant to,258,D
259,Which behavior is an example of an animal adapting to a change in the environment?,259,C
260,"A meeting of scientists, called a symposium, occurs every year to share recent research about the atmosphere of Earth. This symposium mainly serves which purpose in science?",260,A
261,Unequal distribution of the hormone auxin in plants helps to regulate the direction of plant growth. Which of the following is accomplished by plants in regulating the distribution of auxin?,261,A
262,Which property of proteins best allows them to perform an enormously diverse range of functions?,262,D
263,"In making a pizza, which process involves a chemical change?",263,D
264,Which tool is most responsible for preventing future pandemics of smallpox?,264,A
265,"Jennifer has collected rocks while hiking. As she attempts to classify her rocks, which will she put in the pile of sedimentary rocks?",265,D
266,What do producers need to make food?,266,D
267,"Which system supports the body, protects internal organs, and makes blood cells?",267,C
268,"In a desert environment, cactus wrens often build their nests in cholla cacti to avoid predators. This behavior does not hurt the cacti. Which type of relationship do cactus wrens and cholla cacti demonstrate?",268,C
269,"A city has a temperature of 75 °F, with partly cloudy skies. Weather forecasters are predicting that the air pressure and temperature will drop during the day. Which type of weather is most likely for this area in the late afternoon?",269,D
270,Which function is a role of a feedback system?,270,B
271,People are developing electric cars that would replace gasoline-burning cars. One major advantage of the electric car is that it,271,A
272,Which two body systems work together to transport oxygen to the cells?,272,C
273,Which of the following properties provides the BEST way to identify a mineral?,273,4
274,Which type of organism is at the lowest level of the food chain?,274,B
275,The surface of Earth is constantly changing. Which of these findings provides the best evidence that the crustal surface of Earth has changed over time?,275,B
276,"Since green plants make their own food, they are called",276,C
277,A water company uses lab tests on the water supply before sending the water through pipes to people's homes. How do these lab tests help people?,277,B
278,What causes a person to have blue eyes?,278,A
279,Which invention made mass production possible?,279,B
280,A group of students are observing a fish tank for a school assignment. The group is to share the observations with the class. Which statement about observations is true?,280,B
281,"When the wax from a candle drips, the wax has reached",281,A
282,Rhea is a moon of Saturn. Which of these facts about Rhea best indicates that it does not have a water cycle in which water changes state?,282,D
283,"When a person speaks into a telephone, sound energy is changed mostly into which form of energy?",283,D
284,Phyllis investigated what happened when she added some different substances to water. Which substance can combine with water to form a solution?,284,B
285,"In animal skin tissue, cell division is responsible for",285,A
286,Water at 20°C in an uncovered pan is evaporating very slowly. What could be done to the water to make it evaporate more quickly?,286,A
287,"In the human kidney, urea from the blood is filtered through the glomerular membrane into a nephron. The movement of urea across this membrane occurs without an input of energy. Which factor is the most likely reason urea absorption does not require energy?",287,A
288,Which of these makes it possible for hurricanes to form?,288,B
289,The growth of which of the following usually occurs first in primary succession on a bare rock?,289,C
290,"A mosquito is a type of flying insect that lays eggs in puddles or small pools of water. When larvae develop from eggs, the larvae come to the surface to get air through special breathing tubes. After one to two weeks, the larvae become pupae and then turn into adults. How would a dry summer affect a mosquito population?",290,A
291,Which event becomes more likely during a drought in a prairie ecosystem?,291,B
292,Which system absorbs and carries food from the digestive system to the rest of the body?,292,C
293,"A student in an empty classroom shouts, ""Hello!"" Which best explains what the student hears after the shout?",293,3
294,What tool would be used to examine a fingerprint?,294,B
295,"The heart, veins, arteries, and capillaries make up which organ system?",295,C
296,A change in the environment that causes a response is known as a,296,B
297,A push or a pull on an object is an example of,297,D
298,"A student conducts an investigation. In order to make a valid conclusion, she must",298,B
299,Which two activities use most of the water used in an average U.S. household?,299,C
300,Which function is a role of a feedback system?,300,A
301,Jonny climbed an apple tree. How are Jonny and the apple tree similar to each other?,301,C
302,"In 1872, the United States created a national park called Yellowstone. The park includes more than two million acres in the three states of Idaho, Montana, and Wyoming. Which statement best explains why national parks have a positive effect on ecosystems?",302,A
303,The brain and spinal cord are parts of which body system?,303,D
304,"A student leaves a rock in the Sun on a bright afternoon. An hour after sunset, the weather is cool, but the rock still feels warm. The student has demonstrated a property of the rock resulting directly from which of the rock's other properties?",304,B
305,"The snowshoe hare was once common in Maryland. In 1986, researchers in the state noted that the snowshoe hare was no longer found in Maryland. Which statement best explains why the snowshoe hare is no longer found in Maryland?",305,C
306,Which of these items contains only a solution?,306,A
307,How many times does the Moon rotate on its axis during a lunar month?,307,A
308,"Based on the evidence available at the time, early models of the solar system stated that all objects in space orbited Earth. In the 16th century, an astronomer reevaluated the evidence and proposed a model of the solar system that is still in use. What part of this model corrected the mistake in previous solar system models?",308,C
309,"A student conducts an investigation using mold spores. In one part of the investigation, he needs to closely examine a spore sample. Which piece of equipment does the student need to use to keep mold spores from entering his respiratory system?",309,A
310,All of the following events occur during prophase in mitosis except,310,D
311,"The brain, spinal cord, and nerves are organs that perform which primary function?",311,A
312,A dragonfly develops through incomplete metamorphosis. Which stages does the dragonfly's life cycle include?,312,3
313,The periodic table provides information about the atoms of different elements. Which is a characteristic of an atom determines what element it is?,313,D
314,Some objects conduct electricity. Which object is the best conductor of electricity?,314,D
315,Which is an example of light being reflected?,315,D
316,Which combination of letters could be used as a chemical symbol for an element?,316,C
317,"To help it survive, an organism has a capsule, endospore, and pili. To which group does this organism belong?",317,1
318,Which energy transformation takes place in a gasoline lawn mower?,318,B
319,What safety rule is most important for students to follow when working with acids and bases?,319,D
320,A student observes cells in an object by using a microscope. The student thinks that the object was part of a living thing. Which statement explains why cell theory can be used to support the student's thinking?,320,D
321,"Plants have special tissues that transport food, water, and minerals throughout the plant. What are these tissues similar to in animals?",321,B
322,Which is a unit of measure for length?,322,A
323,Which model best illustrates the wave property that enables scientists to explore Earth's interior using seismic waves?,323,D
324,Which process causes the leaves of a plant to become larger?,324,A
325,Competition is most likely to occur between which two organisms?,325,C
