Date,Price
1932-03-31,275.5
1932-04-30,290.9
1932-05-30,288.07
1932-06-29,306.22
1932-07-29,302.77
1932-08-28,299.33
1932-09-27,319.3
1932-10-27,277.87
1932-11-26,289.45
1932-12-26,304.46
1933-01-25,295.31
1933-02-24,277.88
1933-03-26,293.05
1933-04-25,338.08
1933-05-25,311.59
1933-06-24,318.54
1933-07-24,304.73
1933-08-23,311.97
1933-09-22,322.69
1933-10-22,306.92
1933-11-21,323.12
1933-12-21,313.97
1934-01-20,305.95
1934-02-19,320.88
1934-03-21,322.01
1934-04-20,310.95
1934-05-20,319.22
1934-06-19,343.47
1934-07-19,334.68
1934-08-18,322.19
1934-09-17,329.48
1934-10-17,309.53
1934-11-16,337.85
1934-12-16,320.2
1935-01-15,334.23
1935-02-14,335.0
1935-03-16,326.52
1935-04-15,336.88
1935-05-15,351.42
1935-06-14,330.52
1935-07-14,357.53
1935-08-13,332.65
1935-09-12,343.15
1935-10-12,315.2
1935-11-11,343.56
1935-12-11,354.05
1936-01-10,348.62
1936-02-09,359.99
1936-03-10,354.5
1936-04-09,334.78
1936-05-09,334.59
1936-06-08,364.52
1936-07-08,333.84
1936-08-07,369.42
1936-09-06,360.82
1936-10-06,364.1
1936-11-05,355.18
1936-12-05,353.4
1937-01-04,361.21
1937-02-03,377.02
1937-03-05,347.56
1937-04-04,360.52
1937-05-04,347.64
1937-06-03,386.49
1937-07-03,348.14
1937-08-02,361.38
1937-09-01,378.6
1937-10-01,348.79
1937-10-31,351.34
1937-11-30,379.33
1937-12-30,365.11
1938-01-29,363.11
1938-02-28,418.55
1938-03-30,389.17
1938-04-29,386.49
1938-05-29,383.01
1938-06-28,386.87
1938-07-28,393.8
1938-08-27,402.31
1938-09-26,383.07
1938-10-26,400.01
1938-11-25,384.65
1938-12-25,380.67
1939-01-24,380.01
1939-02-23,374.72
1939-03-25,381.85
1939-04-24,404.31
1939-05-24,376.91
1939-06-23,402.36
1939-07-23,392.21
1939-08-22,398.4
1939-09-21,375.52
1939-10-21,421.78
1939-11-20,392.33
1939-12-20,390.34
1940-01-19,385.83
1940-02-18,385.92
1940-03-19,408.81
1940-04-18,417.66
1940-05-18,402.8
1940-06-17,390.06
1940-07-17,420.42
1940-08-16,410.99
1940-09-15,413.81
1940-10-15,404.56
1940-11-14,406.71
1940-12-14,384.53
1941-01-13,421.68
1941-02-12,422.2
1941-03-14,414.35
1941-04-13,441.14
1941-05-13,444.84
1941-06-12,405.67
1941-07-12,405.45
1941-08-11,401.21
1941-09-10,423.01
1941-10-10,429.89
1941-11-09,428.48
1941-12-09,429.05
1942-01-08,421.86
1942-02-07,425.62
1942-03-09,437.35
1942-04-08,409.96
1942-05-08,446.64
1942-06-07,442.67
1942-07-07,431.87
1942-08-06,444.4
1942-09-05,433.64
1942-10-05,414.7
1942-11-04,432.19
1942-12-04,436.54
1943-01-03,440.32
1943-02-02,443.48
1943-03-04,434.16
1943-04-03,424.57
1943-05-03,449.73
1943-06-02,445.8
1943-07-02,461.08
1943-08-01,442.18
1943-08-31,461.19
1943-09-30,446.64
1943-10-30,476.18
1943-11-29,424.0
1943-12-29,458.59
1944-01-28,454.22
1944-02-27,462.72
1944-03-28,457.5
1944-04-27,462.85
1944-05-27,467.04
1944-06-26,458.71
1944-07-26,471.09
1944-08-25,472.4
1944-09-24,470.93
1944-10-24,475.72
1944-11-23,466.34
1944-12-23,437.14
1945-01-22,445.93
1945-02-21,464.06
1945-03-23,485.4
1945-04-22,454.97
1945-05-22,484.07
1945-06-21,462.87
1945-07-21,475.42
1945-08-20,475.08
1945-09-19,494.55
1945-10-19,448.54
1945-11-18,515.35
1945-12-18,472.94
1946-01-17,463.52
1946-02-16,474.9
1946-03-18,481.16
1946-04-17,465.26
1946-05-17,477.72
1946-06-16,494.44
1946-07-16,509.67
1946-08-15,497.31
1946-09-14,500.87
1946-10-14,477.45
1946-11-13,485.22
1946-12-13,510.49
1947-01-12,492.5
1947-02-11,505.08
1947-03-13,515.49
1947-04-12,485.92
1947-05-12,501.48
1947-06-11,506.56
1947-07-11,519.59
1947-08-10,497.86
1947-09-09,505.49
1947-10-09,494.92
1947-11-08,513.82
1947-12-08,530.51
1948-01-07,497.22
1948-02-06,525.52
1948-03-07,510.19
1948-04-06,488.31
1948-05-06,517.21
1948-06-05,519.83
1948-07-05,515.3
1948-08-04,530.51
1948-09-03,488.69
1948-10-03,521.92
1948-11-02,521.46
1948-12-02,522.4
1949-01-01,513.14
1949-01-31,533.07
1949-03-02,505.56
1949-04-01,547.0
1949-05-01,551.05
1949-05-31,522.64
1949-06-30,536.15
1949-07-30,523.22
1949-08-29,544.08
1949-09-28,529.09
1949-10-28,528.33
1949-11-27,529.64
1949-12-27,522.84
1950-01-26,551.57
1950-02-25,559.89
1950-03-27,542.89
1950-04-26,556.83
1950-05-26,547.46
1950-06-25,541.78
1950-07-25,551.75
1950-08-24,521.16
1950-09-23,531.17
1950-10-23,555.44
1950-11-22,548.69
1950-12-22,542.22
1951-01-21,558.4
1951-02-20,566.77
1951-03-22,559.56
1951-04-21,566.91
1951-05-21,557.07
1951-06-20,574.96
1951-07-20,554.14
1951-08-19,560.88
1951-09-18,546.02
1951-10-18,567.73
1951-11-17,574.79
1951-12-17,561.67
1952-01-16,570.61
1952-02-15,581.89
1952-03-16,574.54
1952-04-15,564.95
1952-05-15,593.7
1952-06-14,584.17
1952-07-14,589.25
1952-08-13,594.29
1952-09-12,586.23
1952-10-12,556.16
1952-11-11,591.24
1952-12-11,569.92
1953-01-10,591.02
1953-02-09,569.67
1953-03-11,584.69
1953-04-10,575.7
1953-05-10,584.08
1953-06-09,601.26
1953-07-09,587.34
1953-08-08,580.49
1953-09-07,595.6
1953-10-07,617.43
1953-11-06,596.8
1953-12-06,559.72
1954-01-05,602.33
1954-02-04,600.66
1954-03-06,608.37
1954-04-05,595.72
1954-05-05,597.19
1954-06-04,610.72
1954-07-04,589.43
1954-08-03,600.44
1954-09-02,598.52
1954-10-02,604.56
1954-11-01,582.53
1954-12-01,625.95
1954-12-31,606.68
1955-01-30,616.69
1955-03-01,602.79
1955-03-31,600.4
1955-04-30,598.14
1955-05-30,620.09
1955-06-29,613.64
1955-07-29,609.85
1955-08-28,613.82
1955-09-27,629.5
1955-10-27,625.38
1955-11-26,630.43
1955-12-26,623.17
1956-01-25,604.4
1956-02-24,618.58
1956-03-25,622.94
1956-04-24,609.02
1956-05-24,645.4
1956-06-23,635.68
1956-07-23,613.65
1956-08-22,625.37
1956-09-21,643.12
1956-10-21,618.2
1956-11-20,615.91
1956-12-20,631.66
1957-01-19,634.64
1957-02-18,618.8
1957-03-20,639.24
1957-04-19,641.48
1957-05-19,649.79
1957-06-18,648.45
1957-07-18,637.71
1957-08-17,659.09
1957-09-16,648.47
1957-10-16,639.15
1957-11-15,633.78
1957-12-15,655.41
1958-01-14,635.64
1958-02-13,657.62
1958-03-15,646.93
1958-04-14,652.11
1958-05-14,665.69
1958-06-13,660.01
1958-07-13,661.57
1958-08-12,686.86
1958-09-11,650.34
1958-10-11,660.48
1958-11-10,663.53
1958-12-10,674.68
1959-01-09,660.61
1959-02-08,653.81
1959-03-10,681.56
1959-04-09,668.61
1959-05-09,642.52
1959-06-08,671.96
1959-07-08,680.84
1959-08-07,645.11
1959-09-06,667.55
1959-10-06,692.44
1959-11-05,682.28
1959-12-05,636.29
1960-01-04,666.64
1960-02-03,680.64
1960-03-04,674.24
1960-04-03,674.55
1960-05-03,677.85
1960-06-02,643.56
1960-07-02,696.57
1960-08-01,689.37
1960-08-31,673.8
1960-09-30,686.09
1960-10-30,672.63
1960-11-29,694.73
1960-12-29,706.52
1961-01-28,688.47
1961-02-27,707.09
1961-03-29,674.22
1961-04-28,697.0
1961-05-28,699.57
1961-06-27,702.94
1961-07-27,715.55
1961-08-26,711.83
1961-09-25,691.87
1961-10-25,715.84
1961-11-24,696.55
1961-12-24,691.55
1962-01-23,688.3
1962-02-22,701.66
1962-03-24,689.39
1962-04-23,720.82
1962-05-23,704.94
1962-06-22,722.02
1962-07-22,711.98
1962-08-21,724.36
1962-09-20,706.87
1962-10-20,730.24
1962-11-19,706.31
1962-12-19,702.49
1963-01-18,699.96
1963-02-17,714.6
1963-03-19,710.18
1963-04-18,757.0
1963-05-18,718.24
1963-06-17,740.21
1963-07-17,727.14
1963-08-16,725.1
1963-09-15,704.88
1963-10-15,739.89
1963-11-14,733.07
1963-12-14,739.7
1964-01-13,744.38
1964-02-12,744.26
1964-03-13,720.73
1964-04-12,727.36
1964-05-12,733.48
1964-06-11,742.51
1964-07-11,726.34
1964-08-10,739.97
1964-09-09,729.07
1964-10-09,755.03
1964-11-08,722.7
1964-12-08,722.63
1965-01-07,726.2
1965-02-06,750.52
1965-03-08,741.15
1965-04-07,740.53
1965-05-07,751.21
1965-06-06,764.38
1965-07-06,758.41
1965-08-05,731.92
1965-09-04,767.34
1965-10-04,741.79
1965-11-03,784.24
1965-12-03,772.57
1966-01-02,771.87
1966-02-01,750.13
1966-03-03,776.29
1966-04-02,759.44
1966-05-02,770.07
1966-06-01,755.06
1966-07-01,778.1
1966-07-31,752.23
1966-08-30,782.66
1966-09-29,753.84
1966-10-29,771.37
1966-11-28,774.24
1966-12-28,763.43
1967-01-27,780.49
1967-02-26,810.49
1967-03-28,780.57
1967-04-27,786.1
1967-05-27,779.27
1967-06-26,775.36
1967-07-26,774.42
1967-08-25,771.72
1967-09-24,790.24
1967-10-24,772.76
1967-11-23,774.59
1967-12-23,778.4
1968-01-22,763.9
1968-02-21,783.34
