mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name
30.2,5.0,214.0,74.0,2753.0,18.3,70,usa,chevrolet monte carlo s
29.1,6.0,312.0,141.0,3261.0,16.2,70,usa,renault lecar deluxe
36.6,4.0,119.0,,3814.0,9.3,71,europe,buick century special
26.9,7.0,416.0,81.0,2399.0,16.6,71,usa,chrysler cordoba
20.8,4.0,118.0,101.0,2202.0,18.9,71,europe,plymouth champ
23.5,6.0,94.0,176.0,3651.0,18.5,71,usa,peugeot 504 (sw)
13.6,5.0,134.0,131.0,3081.0,12.4,71,usa,volvo 244dl
17.5,5.0,86.0,103.0,2238.0,16.2,71,japan,ford granada ghia
26.1,4.0,132.0,80.0,1933.0,12.8,71,europe,mazda glc custom
28.5,8.0,375.0,63.0,3246.0,13.2,71,usa,mercury cougar brougham
18.0,6.0,342.0,166.0,3076.0,15.4,71,usa,audi 5000s (diesel)
14.0,4.0,319.0,144.0,2244.0,18.1,71,usa,buick century 350
22.8,7.0,416.0,152.0,3230.0,19.5,71,usa,oldsmobile delta 88 royale
22.4,4.0,110.0,82.0,2097.0,14.3,71,japan,toyota corolla 1200
29.0,4.0,99.0,84.0,1896.0,20.0,71,europe,dodge colt (sw)
26.6,7.0,413.0,135.0,4378.0,15.8,71,usa,fiat 128
21.9,4.0,111.0,90.0,2223.0,15.0,71,europe,dodge coronet custom (sw)
27.2,5.0,284.0,101.0,4527.0,15.3,71,usa,ford mustang ii
14.4,5.0,392.0,148.0,3036.0,12.3,71,usa,datsun 200sx
24.8,8.0,170.0,178.0,2360.0,14.5,71,usa,pontiac ventura sj
37.8,5.0,89.0,75.0,2293.0,15.3,71,japan,mercury monarch ghia
20.5,6.0,439.0,63.0,3627.0,11.3,71,usa,honda civic 1500 gl
18.4,6.0,234.0,103.0,2990.0,14.8,71,usa,mercury marquis brougham
18.7,6.0,252.0,134.0,2531.0,12.2,71,usa,vw rabbit c (diesel)
23.2,5.0,373.0,107.0,4218.0,14.6,71,usa,plymouth satellite
10.2,5.0,276.0,67.0,3410.0,13.0,71,usa,dodge d100
18.5,6.0,268.0,118.0,2843.0,16.2,71,usa,chevrolet nova
23.1,5.0,324.0,89.0,2241.0,14.3,72,usa,buick skyhawk
30.0,3.0,125.0,70.0,2352.0,14.6,72,japan,buick century
28.8,4.0,78.0,74.0,2655.0,17.2,72,europe,volkswagen type 3
16.0,5.0,380.0,195.0,4064.0,16.7,72,usa,renault lecar deluxe
14.4,5.0,88.0,100.0,4877.0,17.0,72,usa,pontiac lemans v6
24.1,7.0,428.0,88.0,4611.0,15.7,72,usa,amc concord d/l
31.3,5.0,414.0,134.0,3452.0,14.5,72,usa,buick skyhawk
20.6,7.0,300.0,85.0,4386.0,11.8,72,usa,plymouth custom suburb
24.1,5.0,191.0,108.0,3994.0,15.4,72,usa,vokswagen rabbit
9.5,7.0,397.0,52.0,3909.0,14.6,72,usa,mercury marquis
13.2,5.0,145.0,165.0,1664.0,15.4,72,usa,toyota tercel
28.4,4.0,113.0,97.0,2313.0,13.7,72,europe,subaru dl
33.2,4.0,89.0,59.0,1980.0,14.3,72,japan,volvo diesel
12.6,7.0,166.0,79.0,3688.0,15.3,72,usa,volkswagen jetta
18.3,8.0,120.0,81.0,3038.0,13.6,72,usa,peugeot 504
23.6,4.0,137.0,66.0,2189.0,14.6,72,europe,datsun 200sx
12.8,7.0,199.0,123.0,2674.0,15.7,72,usa,volvo 144ea
36.4,4.0,79.0,80.0,1998.0,14.2,73,europe,audi 100ls
20.5,3.0,115.0,51.0,1678.0,14.3,73,japan,mercury cougar brougham
12.9,5.0,128.0,139.0,3491.0,15.3,73,usa,mercury zephyr 6
21.6,4.0,408.0,,3156.0,11.2,73,usa,mercury capri 2000
31.4,6.0,223.0,108.0,3389.0,15.6,73,usa,vw dasher (diesel)
13.8,8.0,353.0,56.0,3947.0,16.2,73,usa,honda prelude
32.8,4.0,115.0,104.0,2303.0,21.0,73,europe,mercury grand marquis
32.6,3.0,128.0,78.0,2636.0,12.4,73,japan,pontiac phoenix lj
30.0,4.0,108.0,76.0,2656.0,16.6,73,europe,toyota corona hardtop
24.3,7.0,115.0,91.0,2493.0,19.3,73,usa,renault 12 (sw)
23.6,4.0,271.0,151.0,2637.0,13.8,73,usa,volvo 145e (sw)
29.6,3.0,131.0,78.0,1896.0,17.7,73,japan,saab 99gle
19.7,7.0,213.0,105.0,2090.0,16.5,73,usa,volvo 144ea
28.9,4.0,72.0,95.0,2841.0,20.1,73,europe,peugeot 505s turbo diesel
17.9,4.0,155.0,76.0,1961.0,21.7,73,europe,plymouth cricket
28.3,5.0,117.0,97.0,2285.0,16.6,73,europe,chevrolet woody
32.0,5.0,224.0,128.0,2459.0,16.7,73,usa,mazda glc 4
21.6,5.0,188.0,46.0,3460.0,13.9,73,usa,chevrolet citation
30.6,6.0,275.0,136.0,2911.0,12.5,73,usa,fiat 128
23.5,4.0,186.0,129.0,2313.0,8.7,73,usa,audi 100 ls
17.1,4.0,87.0,77.0,2430.0,20.6,73,europe,datsun f-10 hatchback
11.5,8.0,286.0,130.0,2991.0,12.0,73,usa,renault lecar deluxe
18.0,8.0,333.0,76.0,4205.0,15.4,73,usa,mazda glc 4
30.8,4.0,99.0,80.0,1885.0,18.2,73,europe,buick skylark 320
22.8,7.0,356.0,85.0,3367.0,15.1,73,usa,ford mustang ii
15.7,5.0,446.0,102.0,4250.0,14.2,73,usa,peugeot 505s turbo diesel
18.4,4.0,393.0,226.0,4284.0,12.5,73,usa,volkswagen super beetle
12.0,5.0,150.0,114.0,3616.0,15.3,73,usa,plymouth fury
29.9,3.0,68.0,72.0,2086.0,13.5,73,japan,volkswagen jetta
22.9,4.0,137.0,85.0,2382.0,13.2,73,japan,chevrolet monza 2+2
29.0,4.0,119.0,67.0,3855.0,16.0,73,europe,plymouth duster
46.6,4.0,104.0,61.0,1859.0,17.0,73,europe,chevrolet cavalier wagon
36.2,6.0,160.0,177.0,2936.0,16.2,73,usa,toyota carina
26.3,4.0,110.0,109.0,1882.0,13.2,73,europe,subaru dl
16.7,5.0,428.0,76.0,3931.0,15.8,73,usa,buick regal sport coupe (turbo)
30.7,4.0,73.0,72.0,1878.0,18.0,73,japan,oldsmobile cutlass ls
21.9,8.0,102.0,133.0,2599.0,11.8,73,usa,toyota corona mark ii
21.9,6.0,107.0,124.0,4199.0,14.9,73,usa,plymouth fury iii
23.2,6.0,449.0,185.0,3404.0,15.6,73,usa,chevrolet malibu
16.1,6.0,208.0,123.0,3324.0,19.1,73,usa,plymouth horizon 4
22.8,4.0,96.0,70.0,2115.0,11.8,73,europe,toyota corona
34.0,4.0,114.0,74.0,2123.0,19.4,73,japan,amc rebel sst
26.8,4.0,100.0,51.0,1838.0,19.0,73,europe,buick regal sport coupe (turbo)
22.5,7.0,209.0,104.0,2682.0,19.7,73,usa,dodge coronet custom
21.4,5.0,126.0,85.0,4885.0,16.6,73,usa,pontiac catalina
41.1,3.0,94.0,77.0,2360.0,12.2,73,japan,buick century limited
33.7,4.0,88.0,89.0,2479.0,19.1,74,japan,buick century 350
27.0,4.0,68.0,63.0,2130.0,15.8,74,japan,ford maverick
26.4,8.0,229.0,101.0,4034.0,17.9,74,usa,buick electra 225 custom
21.5,5.0,411.0,114.0,3789.0,17.6,74,usa,ford granada
35.6,3.0,166.0,97.0,2443.0,17.4,74,japan,chevrolet concours
29.3,4.0,104.0,76.0,1868.0,18.0,74,japan,dodge colt (sw)
9.2,4.0,143.0,78.0,4125.0,16.6,74,usa,ford mustang ii
10.6,5.0,248.0,230.0,4008.0,12.3,74,usa,buick estate wagon (sw)
24.1,4.0,101.0,83.0,2409.0,12.8,74,japan,ford futura
15.6,5.0,302.0,124.0,3642.0,12.3,74,usa,toyota celica gt liftback
12.1,6.0,255.0,95.0,3273.0,18.3,74,usa,ford mustang ii
36.4,4.0,124.0,75.0,2791.0,21.8,74,japan,toyota celica gt
14.6,4.0,204.0,166.0,2717.0,14.6,74,usa,audi 100 ls
28.7,5.0,95.0,82.0,3328.0,12.2,74,usa,datsun 310
29.2,4.0,120.0,116.0,1954.0,16.3,74,europe,honda civic
19.3,5.0,166.0,92.0,4613.0,13.9,74,usa,ford fiesta
14.2,4.0,280.0,84.0,3939.0,13.2,74,usa,ford mustang cobra
24.2,4.0,90.0,60.0,2051.0,18.7,74,europe,renault 5 gtl
14.5,6.0,140.0,86.0,3167.0,16.3,74,usa,audi 100 ls
15.9,6.0,113.0,157.0,5140.0,14.7,74,usa,plymouth cricket
35.3,4.0,158.0,87.0,3066.0,12.1,74,europe,buick lesabre custom
37.5,3.0,81.0,53.0,2402.0,11.5,74,japan,dodge st. regis
28.7,5.0,89.0,104.0,2295.0,13.8,74,japan,pontiac astro
19.5,4.0,289.0,93.0,3705.0,14.3,74,usa,mercury capri v6
23.6,6.0,383.0,91.0,3225.0,13.9,74,usa,chevroelt chevelle malibu
30.1,4.0,94.0,65.0,2167.0,14.8,74,japan,buick skylark
11.4,5.0,364.0,103.0,3233.0,14.4,75,usa,amc ambassador brougham
39.7,4.0,142.0,77.0,2304.0,15.0,75,japan,buick century
16.0,5.0,136.0,120.0,2518.0,15.7,75,usa,audi 5000s (diesel)
27.1,8.0,371.0,93.0,2564.0,15.4,75,usa,dodge colt
26.9,3.0,89.0,80.0,2012.0,15.7,75,japan,pontiac j2000 se hatchback
16.1,4.0,396.0,54.0,4053.0,12.8,75,usa,buick regal sport coupe (turbo)
36.3,6.0,375.0,69.0,3397.0,14.5,75,usa,dodge rampage
32.1,4.0,93.0,74.0,1961.0,12.9,75,japan,dodge d200
38.2,4.0,129.0,57.0,3044.0,19.4,75,europe,mercury lynx l
23.0,4.0,187.0,139.0,3173.0,22.1,75,usa,mazda glc deluxe
29.6,4.0,97.0,108.0,1845.0,20.5,75,japan,volvo 264gl
22.0,4.0,326.0,109.0,3353.0,13.9,75,usa,honda civic cvcc
26.5,4.0,105.0,110.0,2830.0,12.0,75,europe,oldsmobile delta 88 royale
14.0,6.0,258.0,90.0,3978.0,16.6,75,usa,mercury grand marquis
12.8,6.0,371.0,108.0,2696.0,15.1,75,usa,capri ii
28.1,4.0,319.0,131.0,2584.0,17.1,75,usa,dodge coronet brougham
19.2,5.0,241.0,79.0,4367.0,14.6,75,usa,ford torino 500
37.5,4.0,123.0,52.0,2065.0,23.2,75,europe,ford granada l
29.8,4.0,69.0,55.0,2325.0,14.7,75,japan,dodge st. regis
30.7,5.0,111.0,102.0,2394.0,9.5,75,japan,ford granada
13.9,8.0,219.0,115.0,3272.0,13.9,75,usa,nissan stanza xe
12.9,6.0,434.0,60.0,3861.0,12.3,75,usa,amc concord dl
21.5,4.0,446.0,78.0,3413.0,22.0,75,usa,dodge aries wagon (sw)
17.8,8.0,448.0,117.0,2285.0,16.7,75,usa,dodge dart custom
23.3,5.0,86.0,100.0,2929.0,11.8,75,usa,chevrolet nova
11.7,6.0,222.0,68.0,2777.0,15.2,75,usa,mercedes benz 300d
21.0,5.0,143.0,85.0,2322.0,12.7,75,usa,mazda rx-4
28.5,3.0,78.0,85.0,2002.0,15.8,75,japan,datsun b210 gx
38.9,4.0,97.0,66.0,2019.0,14.6,75,europe,dodge aries wagon (sw)
25.4,4.0,101.0,73.0,1878.0,14.0,75,europe,amc concord
28.0,4.0,150.0,83.0,2076.0,15.3,75,japan,dodge dart custom
18.0,6.0,267.0,182.0,4841.0,17.6,75,usa,chevrolet woody
15.5,5.0,268.0,106.0,3338.0,13.0,76,usa,datsun 280-zx
16.0,4.0,93.0,122.0,2488.0,21.3,76,japan,datsun 200-sx
24.3,4.0,125.0,131.0,2103.0,15.3,76,europe,plymouth cricket
12.8,6.0,392.0,166.0,4656.0,20.3,76,usa,toyota corona mark ii
24.6,4.0,101.0,127.0,1932.0,18.4,76,europe,chevrolet nova custom
28.9,7.0,257.0,138.0,2782.0,11.7,76,usa,ford ranger
21.7,5.0,151.0,103.0,3677.0,10.5,76,usa,oldsmobile starfire sx
33.0,4.0,92.0,53.0,2245.0,13.7,76,japan,chrysler lebaron medallion
21.0,8.0,107.0,153.0,3236.0,14.6,76,usa,bmw 320i
20.6,7.0,282.0,79.0,3432.0,16.4,76,usa,honda civic 1500 gl
16.2,6.0,174.0,46.0,3789.0,16.6,76,usa,volkswagen rabbit
33.7,3.0,108.0,87.0,1999.0,14.8,76,japan,honda civic 1300
43.0,4.0,82.0,74.0,2169.0,14.9,76,japan,amc concord d/l
20.4,5.0,379.0,159.0,3283.0,13.3,76,usa,volvo 264gl
26.5,7.0,380.0,114.0,5140.0,18.7,76,usa,datsun 710
17.0,6.0,275.0,91.0,3503.0,15.6,76,usa,dodge d100
15.6,5.0,440.0,147.0,2787.0,15.7,76,usa,plymouth sapporo
24.9,4.0,108.0,70.0,2288.0,19.3,76,europe,vw pickup
14.4,6.0,282.0,159.0,4342.0,20.1,76,usa,pontiac grand prix
30.5,4.0,99.0,53.0,1613.0,18.6,76,japan,subaru dl
16.0,4.0,373.0,183.0,3689.0,22.2,76,usa,plymouth volare
18.9,4.0,149.0,70.0,1995.0,13.2,76,europe,chevrolet monza 2+2
42.8,3.0,95.0,54.0,2285.0,19.3,76,japan,oldsmobile omega
17.1,6.0,295.0,71.0,3039.0,18.5,76,usa,amc concord dl 6
24.3,7.0,189.0,64.0,3069.0,14.7,76,usa,dodge colt
15.2,7.0,208.0,103.0,3434.0,18.8,76,usa,volkswagen 1131 deluxe sedan
17.3,8.0,452.0,64.0,3465.0,11.5,76,usa,datsun b210
26.6,4.0,94.0,79.0,2109.0,16.2,76,europe,chevrolet concours
20.8,6.0,320.0,179.0,3060.0,16.1,76,usa,ford ltd
29.8,4.0,295.0,109.0,3848.0,10.9,76,usa,plymouth arrow gs
19.8,4.0,432.0,126.0,4136.0,11.9,76,usa,chevrolet caprice classic
29.6,4.0,128.0,75.0,1979.0,12.1,76,europe,volkswagen 411 (sw)
15.6,5.0,165.0,110.0,2539.0,16.9,76,usa,vw rabbit
32.3,5.0,246.0,101.0,3129.0,17.7,76,usa,plymouth reliant
35.4,4.0,108.0,87.0,1724.0,15.1,76,japan,amc ambassador brougham
15.8,7.0,259.0,133.0,2460.0,19.4,77,usa,chevrolet nova custom
32.0,3.0,104.0,66.0,2468.0,19.5,77,japan,pontiac phoenix lj
13.4,7.0,147.0,80.0,2624.0,16.9,77,usa,cadillac seville
18.1,8.0,455.0,159.0,4339.0,16.2,77,usa,capri ii
23.2,4.0,133.0,83.0,5140.0,17.3,77,europe,dodge coronet custom (sw)
30.9,3.0,121.0,65.0,2021.0,16.4,77,japan,toyota corona liftback
16.4,5.0,89.0,112.0,1867.0,16.5,77,japan,toyota tercel
21.2,7.0,451.0,187.0,4735.0,16.7,77,usa,datsun b210
31.8,7.0,173.0,111.0,4698.0,12.3,77,usa,honda prelude
29.4,4.0,104.0,100.0,1973.0,18.2,77,japan,fiat 124 tc
21.7,4.0,120.0,84.0,1995.0,16.6,77,europe,dodge rampage
33.3,4.0,94.0,71.0,2067.0,16.8,77,japan,ford fairmont (auto)
20.7,6.0,194.0,77.0,3719.0,13.8,77,usa,dodge magnum xe
43.0,3.0,122.0,52.0,2157.0,17.7,77,japan,ford fairmont 4
11.3,5.0,222.0,87.0,2441.0,14.4,77,usa,cadillac seville
10.4,5.0,106.0,141.0,3547.0,17.8,77,usa,mazda rx2 coupe
13.0,6.0,306.0,84.0,1613.0,10.9,77,usa,plymouth fury
27.2,7.0,234.0,87.0,3167.0,18.8,77,usa,peugeot 504
19.6,4.0,87.0,50.0,2226.0,16.3,77,europe,toyota corona mark ii
22.1,5.0,365.0,139.0,3148.0,21.0,77,usa,datsun b-210
42.4,4.0,105.0,83.0,1924.0,13.3,77,europe,cadillac eldorado
35.8,7.0,410.0,119.0,3697.0,16.4,77,usa,mazda glc
9.0,4.0,188.0,102.0,3557.0,14.5,77,usa,plymouth arrow gs
23.3,4.0,98.0,72.0,2315.0,11.6,77,europe,chevrolet cavalier 2-door
24.1,4.0,86.0,46.0,3065.0,18.1,77,japan,dodge charger 2.2
18.0,6.0,385.0,134.0,3296.0,20.5,77,usa,plymouth satellite custom (sw)
25.0,4.0,118.0,70.0,2670.0,16.2,77,europe,ford fairmont 4
29.8,4.0,104.0,75.0,1760.0,15.1,77,japan,saab 99gle
18.6,7.0,292.0,81.0,5140.0,15.2,77,usa,plymouth satellite
16.6,5.0,190.0,114.0,3381.0,15.2,77,usa,chevrolet nova custom
23.8,5.0,143.0,105.0,3534.0,15.9,78,usa,ford gran torino (sw)
21.2,4.0,86.0,53.0,2028.0,17.3,78,europe,datsun 310 gx
32.4,6.0,258.0,214.0,4523.0,16.0,78,usa,chevrolet cavalier wagon
14.0,6.0,383.0,139.0,5140.0,10.9,78,usa,dodge d200
15.5,8.0,206.0,165.0,4517.0,15.6,78,usa,vw dasher (diesel)
30.8,5.0,87.0,73.0,1920.0,14.0,78,japan,ford maverick
30.6,4.0,77.0,92.0,1947.0,14.0,78,japan,chrysler cordoba
33.4,4.0,74.0,88.0,1881.0,15.7,78,europe,vw rabbit custom
20.4,4.0,130.0,82.0,1842.0,15.6,78,europe,ford futura
12.8,7.0,380.0,112.0,3180.0,17.6,78,usa,chevrolet monte carlo s
24.9,7.0,361.0,181.0,2981.0,13.7,78,usa,audi 100ls
39.4,4.0,115.0,86.0,2832.0,14.8,78,europe,amc pacer
14.8,7.0,316.0,71.0,2297.0,16.3,78,usa,renault 12tl
24.6,4.0,239.0,71.0,3213.0,16.8,78,usa,renault lecar deluxe
25.6,6.0,197.0,112.0,3685.0,13.3,78,usa,dodge monaco brougham
33.3,4.0,79.0,65.0,2313.0,14.1,78,japan,ford mustang cobra
19.7,4.0,189.0,132.0,3622.0,16.1,78,usa,chevrolet camaro
24.4,5.0,297.0,95.0,3472.0,13.8,78,usa,fiat strada custom
23.2,7.0,282.0,,3800.0,17.3,78,usa,pontiac ventura sj
19.9,8.0,245.0,134.0,3498.0,21.1,78,usa,saab 99gle
22.5,4.0,78.0,73.0,2104.0,19.6,78,japan,plymouth sapporo
36.0,6.0,318.0,122.0,4093.0,17.3,78,usa,volkswagen 1131 deluxe sedan
35.8,4.0,124.0,84.0,1671.0,11.9,78,japan,saab 99le
17.6,7.0,112.0,104.0,3594.0,14.1,78,usa,plymouth arrow gs
22.0,5.0,283.0,155.0,4478.0,18.4,78,usa,renault 5 gtl
14.3,5.0,273.0,134.0,4874.0,14.8,78,usa,amc spirit dl
13.7,6.0,133.0,143.0,3674.0,13.8,78,usa,ford pinto
9.4,7.0,418.0,94.0,2919.0,13.8,78,usa,buick skylark limited
18.4,6.0,185.0,141.0,5140.0,12.6,78,usa,opel 1900
40.5,5.0,107.0,75.0,2585.0,19.2,78,europe,oldsmobile cutlass ls
24.2,8.0,365.0,164.0,5140.0,18.6,78,usa,ford granada
15.5,6.0,273.0,77.0,3814.0,15.9,78,usa,ford country
25.1,7.0,239.0,147.0,2835.0,20.2,78,usa,peugeot 504 (sw)
24.0,8.0,295.0,153.0,3653.0,19.1,78,usa,mercury cougar brougham
25.6,8.0,351.0,99.0,4039.0,16.1,78,usa,mercury zephyr
23.6,4.0,208.0,95.0,3518.0,15.1,78,usa,chevrolet chevelle concours (sw)
41.3,4.0,129.0,85.0,2386.0,19.8,78,japan,buick skylark 320
13.6,8.0,151.0,228.0,3914.0,14.1,79,usa,toyota starlet
26.1,4.0,138.0,66.0,2506.0,19.9,79,japan,mazda rx-7 gs
37.6,4.0,154.0,89.0,2018.0,13.9,79,europe,chevrolet nova custom
24.8,5.0,382.0,,3056.0,13.6,79,usa,pontiac lemans v6
17.7,7.0,297.0,114.0,2382.0,15.7,79,usa,fiat 131
33.8,4.0,128.0,72.0,1702.0,16.5,79,japan,mazda glc 4
32.8,6.0,289.0,114.0,3436.0,12.5,79,usa,dodge aries wagon (sw)
30.4,4.0,114.0,79.0,2221.0,15.6,79,japan,hi 1200d
13.3,8.0,388.0,160.0,4533.0,15.7,79,usa,toyota tercel
18.5,6.0,209.0,105.0,3987.0,12.3,79,usa,datsun 200-sx
22.7,4.0,119.0,95.0,2301.0,13.7,79,europe,plymouth horizon tc3
13.2,6.0,368.0,128.0,3521.0,11.3,79,usa,ford granada l
32.2,4.0,122.0,74.0,2660.0,16.6,79,europe,amc ambassador sst
15.4,7.0,148.0,157.0,4384.0,16.3,79,usa,opel manta
27.5,4.0,118.0,66.0,2290.0,18.9,79,japan,ford maverick
17.3,6.0,129.0,77.0,3761.0,10.5,79,usa,buick electra 225 custom
17.6,7.0,270.0,104.0,3947.0,14.4,79,usa,cadillac seville
19.8,5.0,88.0,147.0,4499.0,20.8,79,usa,peugeot 504 (sw)
11.5,4.0,433.0,118.0,3449.0,16.9,79,usa,dodge challenger se
23.5,4.0,76.0,46.0,2709.0,16.1,79,europe,amc ambassador sst
18.2,7.0,159.0,,2645.0,17.7,79,usa,datsun 610
20.1,4.0,145.0,66.0,1944.0,12.2,79,europe,subaru
25.9,5.0,293.0,84.0,2837.0,12.7,79,usa,ford ltd landau
16.6,5.0,153.0,131.0,3052.0,13.2,79,usa,volkswagen type 3
16.8,5.0,113.0,143.0,3497.0,12.5,79,usa,toyota corolla tercel
31.5,5.0,91.0,68.0,1613.0,16.5,79,japan,mazda 626
19.7,6.0,338.0,80.0,3561.0,18.3,79,usa,chevrolet chevelle concours (sw)
26.5,5.0,139.0,106.0,2726.0,14.5,79,japan,ford granada
28.6,4.0,96.0,62.0,3652.0,11.9,79,europe,toyota corona
26.9,5.0,425.0,230.0,2430.0,16.4,79,usa,dodge colt hatchback custom
21.0,7.0,375.0,134.0,2967.0,14.9,80,usa,chevy s-10
20.4,4.0,364.0,110.0,3261.0,18.7,80,usa,ford country squire (sw)
20.1,4.0,235.0,158.0,3356.0,18.1,80,usa,maxda rx3
28.8,5.0,108.0,65.0,1880.0,11.5,80,japan,ford escort 2h
41.3,4.0,89.0,77.0,1617.0,19.2,80,japan,amc ambassador brougham
12.9,6.0,209.0,165.0,2937.0,15.9,80,usa,oldsmobile omega brougham
45.3,4.0,126.0,87.0,2719.0,17.6,80,japan,pontiac safari (sw)
23.9,4.0,105.0,76.0,2141.0,16.8,80,japan,subaru dl
31.3,4.0,87.0,67.0,2643.0,17.4,80,japan,honda accord
12.1,6.0,173.0,121.0,3357.0,16.6,80,usa,pontiac phoenix
17.9,7.0,149.0,152.0,4556.0,20.1,80,usa,ford mustang gl
33.7,4.0,115.0,80.0,2044.0,15.5,80,japan,buick skyhawk
25.9,4.0,156.0,103.0,2894.0,8.8,80,usa,volkswagen scirocco
29.9,5.0,137.0,210.0,3722.0,13.3,80,usa,vw rabbit custom
16.7,5.0,194.0,97.0,3409.0,18.0,80,usa,toyota corona
24.7,4.0,107.0,85.0,2203.0,13.1,80,europe,dodge st. regis
22.7,7.0,372.0,108.0,2247.0,22.1,80,usa,plymouth custom suburb
30.0,5.0,91.0,78.0,2023.0,20.3,80,japan,honda civic 1500 gl
13.7,6.0,335.0,50.0,3436.0,18.7,80,usa,datsun 200sx
20.7,3.0,130.0,70.0,2038.0,13.5,80,japan,audi 5000
15.1,5.0,343.0,94.0,2776.0,11.9,80,usa,pontiac j2000 se hatchback
19.9,4.0,91.0,72.0,2096.0,12.5,80,europe,datsun 310 gx
31.1,5.0,112.0,65.0,2430.0,14.8,80,japan,toyota carina
29.2,5.0,116.0,46.0,2081.0,16.9,80,japan,volvo 144ea
25.1,4.0,134.0,68.0,2057.0,16.0,80,europe,oldsmobile delta 88 royale
20.6,7.0,252.0,97.0,4575.0,13.3,80,usa,plymouth horizon tc3
38.4,4.0,113.0,84.0,2371.0,21.0,80,japan,toyota corolla 1200
21.0,6.0,447.0,97.0,2849.0,14.2,80,usa,ford granada ghia
15.1,6.0,190.0,121.0,3795.0,9.6,80,usa,ford mustang cobra
19.9,5.0,431.0,119.0,2620.0,12.4,80,usa,dodge monaco brougham
27.2,4.0,99.0,77.0,2243.0,17.3,80,europe,chevy c20
21.3,4.0,88.0,52.0,1964.0,13.1,80,europe,peugeot 504 (sw)
22.5,4.0,120.0,54.0,2512.0,18.3,80,japan,datsun 200-sx
26.4,6.0,316.0,114.0,2881.0,16.2,80,usa,plymouth horizon tc3
20.6,7.0,303.0,92.0,2920.0,15.2,80,usa,mazda rx-7 gs
23.5,5.0,333.0,81.0,2775.0,15.8,80,usa,oldsmobile delta 88 royale
20.8,4.0,93.0,60.0,5140.0,15.2,81,europe,audi 100ls
32.5,6.0,189.0,162.0,4524.0,14.3,81,usa,plymouth volare custom
23.9,7.0,160.0,73.0,2986.0,18.8,81,usa,maxda glc deluxe
18.1,6.0,236.0,112.0,3394.0,15.2,81,usa,pontiac firebird
13.0,4.0,367.0,85.0,1613.0,17.5,81,usa,dodge omni
22.5,4.0,104.0,62.0,2914.0,16.9,81,europe,toyota celica gt liftback
26.5,4.0,98.0,110.0,2319.0,17.6,81,japan,amc matador
22.9,5.0,191.0,87.0,3792.0,13.8,81,usa,audi 4000
27.9,4.0,122.0,75.0,2372.0,12.1,81,japan,ford fiesta
31.4,5.0,142.0,107.0,2228.0,12.9,81,japan,buick skylark limited
