carat,cut,color,clarity,depth,table,price,x,y,z
1.53,Very Good,J,VS2,63.7,59.0,10783,4.48,4.4,3.81
1.33,Very Good,G,SI2,60.8,57.0,326,5.05,4.27,4.61
0.32,Very Good,H,VS1,61.3,58.0,902,5.06,2.98,4.54
0.65,Premium,F,SI1,57.6,56.0,4866,4.67,6.31,4.09
1.0,Premium,I,VVS1,62.1,57.0,4542,7.71,5.05,3.92
1.28,Ideal,I,VS1,60.1,54.0,9266,6.88,3.46,3.5
2.88,Ideal,J,SI1,62.7,58.0,3685,7.14,5.5,3.14
0.55,Ideal,D,SI1,62.3,61.0,1741,6.98,7.63,2.64
0.77,Good,J,VS1,59.8,59.0,4234,4.68,6.96,4.54
2.39,Good,J,VS2,59.9,62.0,2300,5.37,5.46,3.76
1.28,Ideal,I,SI2,61.4,61.0,4201,5.62,7.71,3.56
0.23,Good,D,VS2,62.1,58.0,4237,7.73,6.08,2.64
0.62,Good,E,VVS1,60.2,53.0,1297,4.92,6.08,3.29
1.43,Good,I,VS1,61.5,60.0,3668,2.81,4.1,2.79
0.56,Premium,D,SI2,61.3,54.0,2558,4.55,3.85,3.29
0.4,Good,D,VS2,62.2,62.0,1853,6.06,5.75,3.58
1.07,Ideal,G,SI1,62.1,54.0,5046,6.92,6.57,2.89
0.31,Very Good,E,SI1,60.3,57.0,921,5.84,5.52,4.06
1.33,Good,I,VS2,62.0,59.0,6588,6.65,5.67,3.8
0.32,Very Good,F,VVS2,58.7,60.0,1132,7.4,6.01,2.7
1.39,Premium,H,VS1,61.4,57.0,6883,5.47,4.58,3.74
0.29,Very Good,G,VS2,62.7,56.0,7996,5.59,5.16,4.07
1.26,Ideal,I,VVS2,60.6,57.0,7222,5.98,3.48,2.21
1.14,Premium,I,VS1,61.5,58.0,7394,5.3,6.37,3.71
0.64,Premium,I,SI2,60.0,60.0,3949,4.51,6.64,5.16
1.19,Fair,F,VS2,62.8,57.0,1942,3.15,4.68,3.62
0.39,Ideal,H,IF,61.8,56.0,3643,5.28,7.16,3.65
1.18,Very Good,F,VVS2,60.8,60.0,2391,5.41,6.19,3.84
0.36,Premium,D,VS2,61.7,59.0,449,6.05,4.86,2.51
1.15,Fair,E,VVS2,62.6,60.0,2161,6.13,6.38,3.86
1.28,Ideal,H,VS2,63.4,55.0,1505,6.9,7.22,3.87
0.79,Good,F,IF,57.8,56.0,4880,7.03,4.88,3.86
0.37,Very Good,F,VVS2,60.8,60.0,4123,5.11,4.25,3.49
2.05,Good,H,VS2,62.0,62.0,1281,7.02,6.4,3.07
2.0,Ideal,J,VS2,62.4,59.0,326,4.89,5.03,4.1
1.08,Very Good,E,VVS2,61.3,58.0,3388,6.45,6.11,2.88
0.4,Ideal,F,VS1,62.8,54.0,3526,6.21,6.04,3.6
0.9,Very Good,H,SI1,62.6,59.0,8337,5.48,2.16,2.28
0.37,Very Good,G,SI2,61.6,58.0,424,5.56,8.81,4.37
0.64,Very Good,F,SI1,63.5,59.0,1736,5.34,5.44,3.89
0.78,Very Good,H,SI2,63.5,59.0,3685,8.15,5.5,2.46
0.2,Good,H,SI1,58.7,58.0,890,6.29,6.07,2.49
1.37,Ideal,J,SI1,62.0,59.0,1551,5.19,5.73,4.53
1.47,Very Good,H,VS2,61.8,61.0,4275,7.77,7.49,3.49
0.88,Good,H,SI2,58.7,55.0,8378,7.28,6.25,2.89
0.64,Premium,F,SI2,60.9,58.0,326,7.12,7.06,3.66
0.91,Premium,F,SI2,64.1,55.0,2863,4.57,4.94,2.38
1.69,Ideal,G,IF,61.3,61.0,731,5.31,5.14,2.65
0.45,Ideal,G,VS1,59.1,61.0,3124,5.27,5.57,3.06
3.22,Good,J,SI2,61.1,55.0,1593,5.05,6.27,4.17
0.35,Very Good,F,VS2,57.4,58.0,911,6.07,6.67,3.19
0.74,Good,F,VS2,64.1,58.0,596,4.18,7.06,3.58
1.12,Ideal,E,SI2,62.4,65.0,1760,6.24,7.75,4.09
0.71,Good,I,SI1,58.9,59.0,538,6.48,6.2,2.93
0.89,Good,D,SI1,61.1,62.0,1442,6.31,7.26,3.82
0.72,Ideal,E,VS1,61.3,53.0,693,6.26,4.27,2.97
1.49,Very Good,H,VS2,65.7,58.0,5388,6.41,5.71,4.09
1.28,Very Good,H,VS1,63.0,56.2,2920,6.61,4.76,3.27
0.55,Premium,F,VS2,62.3,63.0,3297,5.33,6.7,1.83
0.82,Very Good,F,VVS1,60.8,61.0,885,5.6,3.19,4.7
0.81,Good,E,SI1,59.6,57.0,5292,5.84,3.42,2.55
0.4,Good,D,VS2,61.5,57.0,7699,4.99,5.56,3.39
0.67,Premium,H,SI1,61.1,55.0,1631,7.1,5.55,4.73
0.65,Premium,E,VS2,62.2,59.0,1119,6.88,6.38,3.74
1.0,Very Good,I,SI1,58.5,62.0,5230,5.69,4.89,3.3
0.56,Good,H,SI2,58.4,59.0,4036,4.56,4.38,3.71
0.66,Very Good,J,VS1,60.3,58.0,3331,7.98,7.16,3.83
1.52,Ideal,F,VVS2,61.4,59.0,2284,5.08,4.52,3.17
0.54,Very Good,E,VS2,61.4,55.4,6012,7.89,4.09,2.59
0.9,Very Good,G,VS2,65.2,53.8,1144,5.62,6.1,4.06
1.04,Premium,H,I1,67.4,58.0,8965,5.19,5.91,2.74
0.28,Ideal,E,IF,62.0,54.0,4243,6.25,6.1,2.9
0.89,Premium,I,VS2,60.9,62.0,3463,4.4,7.51,3.42
0.28,Ideal,F,VVS1,61.4,57.0,3373,5.14,7.13,3.98
1.2,Premium,G,SI2,62.6,57.0,1057,6.65,6.23,3.62
1.1,Ideal,E,VS2,66.3,58.0,2139,5.04,7.29,4.02
0.85,Fair,F,VVS2,64.5,52.0,7314,7.85,5.17,3.08
1.16,Good,F,VS2,61.7,57.0,6882,5.43,5.25,4.06
0.61,Ideal,G,IF,61.5,55.0,10628,4.93,5.14,4.75
0.53,Very Good,F,SI1,62.5,57.0,2736,6.21,5.92,3.62
1.01,Very Good,H,SI1,64.3,58.0,326,7.31,6.55,2.75
1.05,Very Good,D,SI1,64.9,62.0,482,6.54,6.69,3.9
1.05,Ideal,H,VS2,61.7,58.0,4326,4.91,5.08,2.67
0.68,Good,D,SI1,62.4,58.0,6631,5.62,6.89,3.04
1.56,Premium,E,SI1,61.3,56.0,3466,4.38,7.01,3.3
0.36,Premium,G,SI1,63.3,64.0,2912,6.29,4.86,3.17
1.1,Very Good,G,SI1,61.4,57.0,6852,6.06,6.01,4.59
0.41,Premium,G,VS1,62.0,57.0,866,3.87,7.67,4.15
0.68,Premium,F,VS2,61.8,59.0,1466,4.25,3.85,3.07
0.54,Very Good,H,VS2,58.1,56.0,6306,4.99,7.25,4.36
1.18,Premium,H,SI2,62.9,62.0,14922,7.0,7.31,3.4
0.48,Ideal,F,VS2,61.7,57.0,438,4.18,6.35,4.12
0.55,Premium,E,SI1,64.7,58.0,1191,6.9,6.41,3.24
0.98,Premium,G,SI1,62.1,64.0,3418,6.44,5.72,3.65
0.48,Premium,H,SI1,60.7,62.0,767,5.25,6.16,3.87
0.5,Fair,E,VS1,64.4,57.0,1860,6.35,4.68,4.41
0.69,Premium,D,SI2,65.2,55.0,1199,7.77,6.45,4.03
0.4,Ideal,F,SI2,61.3,59.0,2098,5.76,5.99,3.25
0.44,Very Good,F,VVS2,61.3,59.0,1216,6.97,5.27,3.98
0.77,Very Good,G,SI1,63.8,61.0,326,4.12,5.14,3.77
1.55,Ideal,F,SI1,57.7,57.0,2507,2.73,8.31,4.11
0.92,Very Good,F,VS1,63.2,57.0,3675,7.74,5.55,2.81
0.77,Fair,I,VVS2,62.2,56.0,5762,7.4,3.45,3.74
0.62,Good,G,VS1,61.2,59.0,464,5.35,6.76,2.41
0.58,Premium,F,SI1,62.2,62.1,473,3.97,4.88,2.89
0.82,Very Good,F,VS1,56.9,59.0,2676,8.23,6.52,4.52
0.67,Premium,I,SI1,62.2,57.0,13818,5.16,6.42,3.73
0.52,Premium,F,VVS2,62.4,58.0,1157,5.81,4.29,3.06
1.55,Very Good,H,SI1,61.2,57.0,1532,5.25,4.95,4.19
0.81,Premium,G,VS2,61.2,55.4,18823,4.82,5.26,3.92
0.33,Ideal,G,SI2,68.7,61.0,1812,7.09,6.9,2.8
0.26,Very Good,D,SI1,61.8,62.0,1998,5.33,5.48,3.36
1.28,Very Good,F,VVS1,61.8,59.0,9632,6.62,3.85,2.77
0.69,Very Good,D,SI1,61.1,58.0,11269,4.86,5.72,3.23
2.28,Very Good,G,VS2,64.3,61.0,3856,5.0,6.11,3.31
0.26,Premium,D,SI2,61.0,57.0,9597,4.82,6.2,4.61
1.07,Premium,G,SI2,62.5,59.0,4857,6.11,8.36,4.59
0.76,Ideal,F,VVS1,63.7,54.0,790,8.97,6.17,4.36
0.2,Very Good,G,SI2,64.7,59.0,754,7.68,6.08,3.54
0.48,Premium,G,SI1,65.5,56.0,1975,5.45,4.08,2.62
1.28,Fair,I,I1,69.7,66.0,18823,6.52,3.06,3.32
0.94,Premium,H,SI1,62.8,57.0,1071,6.68,6.38,3.43
0.55,Ideal,E,SI1,61.7,54.0,768,6.22,6.79,3.85
0.51,Very Good,G,SI2,61.9,58.0,4819,7.46,7.73,2.84
0.68,Premium,G,VS1,61.8,60.0,3137,7.01,6.94,4.23
0.63,Ideal,I,VS2,63.3,61.0,2181,7.88,4.32,3.98
0.23,Very Good,F,VS1,60.1,62.0,2172,5.68,5.76,3.37
1.99,Good,I,SI1,56.2,59.0,890,5.52,4.83,3.21
2.03,Ideal,J,VS2,60.9,59.0,2659,4.38,6.62,2.43
1.01,Premium,H,VS2,60.4,60.0,14159,4.09,5.77,2.97
1.66,Very Good,I,SI2,61.7,61.0,3892,6.88,5.87,3.43
0.7,Premium,J,VVS2,59.0,61.0,6615,4.33,5.22,3.41
0.55,Ideal,H,SI2,61.3,58.0,705,5.44,5.51,3.29
1.32,Very Good,G,SI2,62.3,63.0,4450,5.8,6.87,3.34
0.68,Premium,I,SI1,64.0,58.0,4273,5.88,5.43,3.87
0.43,Very Good,D,VS2,63.0,56.0,4378,5.39,7.13,2.42
0.25,Very Good,E,VS2,66.5,60.0,1892,6.6,4.54,2.4
0.87,Very Good,G,VS2,60.8,61.0,2450,5.22,5.43,3.48
0.76,Premium,D,VVS2,62.4,53.0,1604,4.49,6.5,4.23
0.52,Ideal,J,SI1,59.7,54.0,2240,6.29,4.2,1.88
1.19,Fair,H,VS1,62.7,56.0,326,3.74,4.52,3.92
0.97,Fair,J,SI1,63.3,60.0,5180,8.34,3.85,3.51
0.28,Fair,D,I1,66.9,57.0,1444,5.03,6.55,4.13
1.61,Ideal,F,VS2,62.8,58.0,4929,6.32,6.04,2.86
1.37,Ideal,G,VS1,61.3,56.0,7578,6.61,6.69,3.52
0.52,Very Good,F,VS2,61.9,57.0,2593,7.55,5.03,3.98
1.54,Very Good,J,VVS2,62.4,55.0,4377,5.87,6.03,3.65
0.4,Ideal,D,SI1,65.2,58.0,865,7.9,7.16,4.15
0.98,Fair,G,SI1,61.5,57.0,2715,7.53,5.28,3.64
0.67,Fair,F,SI2,63.1,61.0,3070,6.2,5.11,3.87
0.84,Premium,F,VVS1,61.4,59.0,5014,7.15,5.15,2.78
1.12,Very Good,H,I1,58.7,61.0,14355,6.22,5.12,4.63
0.77,Very Good,F,VS1,59.0,59.0,1238,6.34,5.01,3.22
1.7,Very Good,I,VS1,60.1,60.0,3805,5.74,5.58,4.24
0.42,Ideal,H,SI1,62.4,53.7,2540,3.22,4.3,5.32
1.02,Ideal,I,SI2,59.4,60.0,1612,6.5,4.45,2.56
1.01,Very Good,F,SI1,61.6,58.0,989,7.0,6.66,3.07
1.34,Ideal,F,VS1,62.2,61.0,1431,6.41,6.86,3.63
0.48,Good,E,SI1,61.3,58.0,18823,5.71,7.02,4.28
0.85,Ideal,H,VVS1,61.9,58.0,9406,4.83,5.95,4.28
0.78,Ideal,F,SI1,60.7,60.0,769,5.66,5.99,2.94
0.43,Premium,D,SI1,60.1,59.0,326,7.53,7.02,4.04
0.47,Very Good,F,SI2,62.1,58.0,1249,7.32,6.92,2.5
0.64,Very Good,F,VS1,61.8,59.2,3194,9.11,7.8,4.66
0.96,Ideal,G,VVS1,61.1,57.0,555,6.26,5.82,3.0
0.66,Fair,G,I1,63.2,60.0,5161,4.82,4.05,4.03
0.53,Very Good,E,SI1,63.6,54.0,3187,4.13,5.63,4.32
0.25,Very Good,G,SI1,63.1,62.0,3844,5.34,6.65,4.54
0.42,Premium,F,SI1,63.3,57.0,3529,5.88,4.67,3.36
0.37,Very Good,G,SI1,61.8,54.0,1148,5.11,3.56,3.28
0.9,Good,F,SI1,61.2,54.0,1140,6.0,5.61,3.69
0.8,Ideal,H,VS2,62.6,60.0,8613,5.53,6.08,3.87
0.75,Ideal,F,VS2,59.8,59.0,5156,5.93,6.49,4.26
0.89,Ideal,H,VVS2,58.4,58.0,419,6.62,3.84,3.25
2.05,Very Good,H,VVS1,60.6,56.0,4213,5.7,6.78,3.46
0.5,Premium,H,VS1,60.8,62.0,18823,4.95,5.17,2.15
0.35,Premium,F,SI1,57.7,57.0,10558,5.23,5.64,3.04
0.67,Ideal,E,I1,62.9,63.0,2275,5.64,5.85,3.18
0.65,Good,F,SI1,62.7,60.0,640,6.76,7.09,2.7
0.36,Ideal,F,IF,62.9,56.0,6944,6.09,6.95,2.87
0.66,Premium,E,I1,61.5,63.0,2088,5.66,3.06,4.69
0.59,Ideal,G,VVS1,62.4,54.0,6891,7.21,5.89,3.13
0.46,Fair,H,SI1,62.3,55.0,6938,7.03,6.16,2.85
0.65,Good,E,VS2,58.9,57.0,8722,5.64,4.65,2.9
0.48,Very Good,H,SI1,62.7,57.0,5016,3.29,5.82,3.52
0.57,Good,G,VS2,63.0,54.0,5698,5.87,5.97,4.56
0.67,Very Good,E,IF,61.0,55.0,3755,6.56,3.53,3.68
0.6,Ideal,G,VS1,62.2,57.0,5721,5.23,4.68,3.84
0.27,Very Good,H,VVS2,61.5,58.0,18823,6.21,4.52,4.06
0.53,Ideal,I,IF,60.6,57.0,5137,6.01,4.98,2.89
1.12,Good,D,VS1,61.5,56.0,1179,4.03,4.84,2.96
0.65,Very Good,G,VVS2,57.7,54.0,700,6.31,6.59,3.3
0.82,Fair,D,VS1,60.5,57.0,2575,6.18,3.64,4.05
0.79,Very Good,G,SI1,62.1,61.0,3637,6.1,3.7,2.81
0.61,Ideal,F,SI1,62.5,58.0,587,6.39,6.85,4.47
0.52,Ideal,F,VS2,62.0,63.0,1306,6.6,8.1,3.86
0.97,Premium,G,VS2,61.1,60.0,6568,3.43,3.04,4.92
0.54,Very Good,G,VS1,61.0,55.0,1360,7.58,5.33,4.33
0.43,Ideal,F,VS2,60.9,60.0,3587,5.38,6.41,4.97
0.73,Very Good,F,IF,63.0,56.0,1758,4.79,6.28,2.68
0.71,Ideal,E,SI2,62.3,59.0,1891,4.78,5.86,4.44
0.43,Premium,E,VVS2,62.1,56.0,8988,6.36,3.84,4.18
1.02,Good,G,VS2,61.3,55.0,4563,6.65,5.68,3.79
0.52,Premium,E,SI1,59.8,61.0,1041,6.72,5.49,3.23
0.8,Premium,I,SI2,57.9,57.0,326,5.15,6.38,3.47
1.28,Very Good,H,VS2,59.7,59.0,4102,5.13,6.02,3.51
0.28,Premium,G,VS1,61.2,60.0,3201,5.88,8.21,3.96
0.6,Good,F,SI1,62.1,61.0,1030,4.09,3.91,2.52
0.88,Very Good,H,VVS1,62.0,56.0,12386,5.87,6.84,3.26
0.39,Premium,E,IF,62.2,58.0,2459,5.74,5.15,2.87
0.41,Ideal,D,SI1,59.8,61.0,2185,4.08,5.69,4.2
2.37,Fair,I,I1,67.5,57.0,12676,5.71,4.64,2.82
0.58,Ideal,G,VS1,63.0,59.0,18823,5.77,4.88,4.53
0.4,Good,E,VS1,63.2,54.0,579,4.39,6.46,3.72
0.38,Ideal,F,VS2,61.6,56.0,4977,6.8,6.72,3.6
1.01,Premium,E,VS2,60.3,58.0,5444,5.08,5.79,3.08
1.63,Good,D,VS2,58.9,60.0,326,6.05,6.8,2.67
0.46,Premium,G,I1,62.8,55.6,1509,6.43,7.25,2.84
1.13,Ideal,F,IF,62.1,55.0,4222,6.45,5.38,3.29
0.49,Very Good,D,VS2,62.8,61.0,605,5.04,5.36,3.13
0.63,Premium,H,SI1,56.9,59.0,1050,6.39,5.08,2.89
0.25,Fair,I,SI1,61.2,54.0,326,6.18,4.68,3.14
0.63,Very Good,G,VS1,60.8,58.0,3723,6.65,6.44,3.64
1.07,Good,F,SI1,59.8,58.0,7499,5.32,5.0,3.17
0.82,Premium,H,VS2,61.0,57.0,885,6.11,5.76,3.43
1.01,Good,F,VS2,61.0,55.0,2755,5.78,5.4,2.89
0.55,Ideal,F,VVS1,62.9,59.0,793,5.18,5.49,3.74
0.26,Very Good,E,VVS2,62.0,60.0,2830,5.83,5.1,4.35
0.86,Very Good,G,SI2,58.3,63.0,1067,5.73,5.29,4.19
1.22,Premium,I,VVS2,62.8,59.0,4859,6.18,4.63,2.65
1.07,Very Good,E,VS1,60.5,58.0,1296,4.96,7.06,4.3
0.87,Very Good,F,VVS2,59.9,59.0,5217,5.39,4.95,2.51
0.47,Premium,E,SI2,58.6,62.0,5621,7.42,5.51,3.54
0.42,Very Good,E,VS2,60.9,64.0,1307,5.19,5.28,3.34
0.62,Premium,F,SI1,63.0,59.0,2746,4.65,5.59,3.66
0.57,Very Good,G,VVS2,59.1,58.0,1591,6.45,3.92,4.64
0.4,Ideal,I,SI1,63.6,63.0,15089,5.42,6.97,2.73
0.52,Very Good,F,I1,60.4,54.9,9511,7.59,5.31,3.62
0.44,Fair,E,VVS2,61.5,59.0,749,5.25,4.67,2.69
0.8,Fair,J,SI2,59.7,57.0,669,6.01,4.09,3.95
1.01,Premium,G,VVS2,60.8,64.0,1185,5.82,5.6,4.42
0.6,Ideal,H,SI2,62.7,63.0,2658,6.94,4.52,3.35
0.96,Very Good,E,VS2,63.8,59.0,4635,6.81,5.21,3.41
1.98,Premium,G,SI2,60.2,57.0,3619,5.43,5.5,2.47
0.2,Very Good,D,VS1,57.6,55.0,1436,6.8,3.98,3.58
0.51,Very Good,D,VS2,61.9,56.0,8427,5.52,4.64,3.18
1.0,Very Good,D,SI1,61.8,61.0,833,5.59,5.03,3.83
1.55,Very Good,I,SI1,60.3,54.0,5199,5.95,2.56,3.05
0.83,Ideal,E,VVS2,63.0,59.0,2160,5.96,3.85,3.41
1.15,Ideal,G,SI2,59.8,60.0,3161,3.6,5.78,3.32
0.65,Very Good,D,SI1,61.6,57.0,1365,4.54,6.62,3.96
1.17,Very Good,G,VVS2,63.5,54.0,2813,7.24,5.09,3.04
0.58,Good,G,VS1,59.8,58.0,2307,5.81,5.97,3.78
1.4,Very Good,J,VS2,61.9,63.0,381,6.06,7.73,3.83
0.97,Premium,H,SI2,59.4,56.0,2230,5.0,6.82,3.26
0.78,Good,E,SI1,62.5,55.0,326,5.94,7.15,3.93
0.51,Premium,F,SI1,63.4,59.0,3179,5.44,3.43,3.41
1.58,Ideal,I,SI2,61.7,56.0,3588,4.61,6.13,4.41
1.01,Very Good,I,VS2,59.8,56.0,3904,4.54,2.41,2.89
0.24,Fair,D,VS1,61.8,56.0,2008,6.21,6.94,4.06
0.83,Very Good,G,VS1,61.1,55.0,962,4.47,5.83,2.95
0.42,Premium,H,SI1,61.4,56.0,2671,3.92,6.85,2.77
1.17,Very Good,H,SI2,58.2,58.0,1066,7.11,5.62,3.17
0.46,Good,F,SI1,63.3,54.7,4214,6.8,4.43,3.51
0.78,Ideal,F,VS2,62.1,60.0,2538,5.32,6.07,3.99
0.75,Very Good,G,SI1,60.2,58.0,1752,6.51,4.21,2.96
0.81,Premium,E,VS1,61.7,54.0,2218,6.01,5.39,3.49
1.09,Ideal,G,VS2,59.5,55.0,6151,6.63,4.68,2.84
0.56,Very Good,E,I1,61.8,58.0,1669,7.1,4.25,4.09
0.52,Premium,F,VS2,63.0,59.0,576,5.85,6.69,4.98
0.62,Premium,H,VS2,61.3,55.0,576,5.39,4.88,4.3
1.06,Ideal,J,SI1,59.3,54.0,1737,6.7,5.87,3.55
0.5,Very Good,H,IF,61.7,61.0,4249,5.63,5.07,2.49
0.63,Premium,D,SI1,62.6,58.0,2143,5.29,6.37,4.22
0.97,Very Good,D,VVS2,61.0,53.7,528,6.11,6.01,3.21
1.44,Premium,I,SI1,63.5,53.0,1942,6.74,4.49,3.91
0.23,Ideal,F,IF,61.4,55.6,10926,5.28,5.99,2.51
1.65,Ideal,E,VS2,62.5,58.0,755,5.22,4.58,3.82
0.43,Very Good,D,SI2,63.7,56.0,2435,3.83,5.49,3.31
0.73,Very Good,D,VS2,60.9,55.0,884,5.84,5.1,4.02
0.75,Ideal,I,SI2,62.6,59.0,1531,4.02,5.95,2.49
0.7,Very Good,D,VS1,61.8,59.0,387,6.01,4.48,3.82
0.96,Ideal,G,SI2,62.3,56.0,377,3.99,5.37,2.85
1.48,Good,H,VS2,60.6,58.0,3526,4.47,6.47,3.62
2.92,Ideal,H,SI2,60.7,58.0,1989,6.09,4.91,3.22
0.76,Good,F,VS2,59.8,62.0,3278,6.8,3.17,2.77
0.64,Premium,F,VVS1,66.1,60.0,11700,6.79,5.88,3.78
1.36,Good,H,SI1,63.2,55.0,495,4.75,4.23,2.28
0.97,Premium,F,SI2,60.6,58.0,881,4.53,7.66,3.62
0.4,Very Good,H,VS2,59.2,58.0,11270,5.82,5.3,3.96
0.91,Good,G,VS1,60.9,53.0,6099,4.8,5.04,3.57
