symbol,date,price
IBM,Feb 1 2007,84.94
IBM,Mar 1 2007,129.65
IBM,Apr 1 2007,80.78
IBM,May 1 2007,66.04
IBM,Jun 1 2007,103.25
IBM,Jul 1 2007,90.93
IBM,Aug 1 2007,84.76
IBM,Sep 1 2007,74.15
IBM,Oct 1 2007,84.96
IBM,Nov 1 2007,99.08
IBM,Dec 1 2007,83.22
IBM,Jan 1 2008,106.15
IBM,Feb 1 2008,79.57
IBM,Mar 1 2008,96.41
IBM,Apr 1 2008,66.82
IBM,May 1 2008,68.5
IBM,Jun 1 2008,119.03
IBM,Jul 1 2008,85.53
IBM,Aug 1 2008,75.9
IBM,Sep 1 2008,67.82
IBM,Oct 1 2008,98.03
IBM,Nov 1 2008,67.59
IBM,Dec 1 2008,91.33
IBM,Jan 1 2009,83.17
IBM,Feb 1 2009,60.2
IBM,Mar 1 2009,79.28
IBM,Apr 1 2009,92.74
IBM,May 1 2009,67.49
IBM,Jun 1 2009,105.7
IBM,Jul 1 2009,148.61
IBM,Aug 1 2009,82.03
IBM,Sep 1 2009,80.03
IBM,Oct 1 2009,97.7
IBM,Nov 1 2009,92.78
IBM,Dec 1 2009,70.62
IBM,Jan 1 2010,111.7
IBM,Feb 1 2010,80.13
IBM,Mar 1 2010,79.39
GOOG,Jan 1 2000,308.53
GOOG,Feb 1 2000,449.1
GOOG,Mar 1 2000,422.13
GOOG,Apr 1 2000,515.39
GOOG,May 1 2000,225.47
GOOG,Jun 1 2000,390.29
GOOG,Jul 1 2000,396.57
GOOG,Aug 1 2000,341.06
GOOG,Sep 1 2000,366.99
GOOG,Oct 1 2000,431.08
GOOG,Nov 1 2000,201.31
GOOG,Dec 1 2000,281.37
GOOG,Jan 1 2001,354.74
GOOG,Feb 1 2001,454.82
GOOG,Mar 1 2001,449.96
GOOG,Apr 1 2001,104.61
GOOG,May 1 2001,422.91
GOOG,Jun 1 2001,366.53
GOOG,Jul 1 2001,576.78
GOOG,Aug 1 2001,277.07
GOOG,Sep 1 2001,319.26
GOOG,Oct 1 2001,518.25
GOOG,Nov 1 2001,400.79
GOOG,Dec 1 2001,456.2
GOOG,Jan 1 2002,289.67
GOOG,Feb 1 2002,190.81
GOOG,Mar 1 2002,345.03
GOOG,Apr 1 2002,483.8
GOOG,May 1 2002,538.06
GOOG,Jun 1 2002,317.85
GOOG,Jul 1 2002,426.8
GOOG,Aug 1 2002,481.6
GOOG,Sep 1 2002,180.71
GOOG,Oct 1 2002,387.23
GOOG,Nov 1 2002,274.94
GOOG,Dec 1 2002,450.38
GOOG,Jan 1 2003,339.79
GOOG,Feb 1 2003,532.42
GOOG,Mar 1 2003,501.62
GOOG,Apr 1 2003,643.92
GOOG,May 1 2003,419.73
GOOG,Jun 1 2003,200.64
GOOG,Jul 1 2003,478.89
GOOG,Aug 1 2003,442.3
GOOG,Sep 1 2003,359.36
GOOG,Oct 1 2003,206.72
GOOG,Nov 1 2003,366.62
GOOG,Dec 1 2003,675.66
GOOG,Jan 1 2004,410.42
GOOG,Feb 1 2004,361.68
GOOG,Mar 1 2004,707.0
GOOG,Apr 1 2004,352.05
GOOG,May 1 2004,631.47
GOOG,Jun 1 2004,345.13
GOOG,Jul 1 2004,563.48
GOOG,Aug 1 2004,598.69
GOOG,Sep 1 2004,516.72
GOOG,Oct 1 2004,501.16
GOOG,Nov 1 2004,61.13
GOOG,Dec 1 2004,466.36
GOOG,Jan 1 2005,289.15
GOOG,Feb 1 2005,560.77
GOOG,Mar 1 2005,198.94
GOOG,Apr 1 2005,251.93
GOOG,May 1 2005,330.99
GOOG,Jun 1 2005,677.53
GOOG,Jul 1 2005,537.34
GOOG,Aug 1 2005,252.86
GOOG,Sep 1 2005,285.94
GOOG,Oct 1 2005,446.97
GOOG,Nov 1 2005,406.66
GOOG,Dec 1 2005,707.0
GOOG,Jan 1 2006,407.29
GOOG,Feb 1 2006,346.96
GOOG,Mar 1 2006,365.93
GOOG,Apr 1 2006,213.82
GOOG,May 1 2006,513.29
GOOG,Jun 1 2006,615.69
GOOG,Jul 1 2006,393.38
GOOG,Aug 1 2006,374.82
GOOG,Sep 1 2006,442.89
GOOG,Oct 1 2006,213.68
GOOG,Nov 1 2006,179.49
GOOG,Dec 1 2006,369.37
GOOG,Jan 1 2007,619.12
GOOG,Feb 1 2007,288.12
GOOG,Mar 1 2007,443.17
GOOG,Apr 1 2007,460.39
GOOG,May 1 2007,207.75
GOOG,Jun 1 2007,472.66
GOOG,Jul 1 2007,363.47
GOOG,Aug 1 2007,441.85
GOOG,Sep 1 2007,366.79
GOOG,Oct 1 2007,483.11
GOOG,Nov 1 2007,417.3
GOOG,Dec 1 2007,503.63
GOOG,Jan 1 2008,638.18
GOOG,Feb 1 2008,490.32
GOOG,Mar 1 2008,485.77
GOOG,Apr 1 2008,516.62
GOOG,May 1 2008,315.53
GOOG,Jun 1 2008,191.2
GOOG,Jul 1 2008,554.82
GOOG,Aug 1 2008,303.89
GOOG,Sep 1 2008,400.45
GOOG,Oct 1 2008,443.6
GOOG,Nov 1 2008,255.19
GOOG,Dec 1 2008,638.21
GOOG,Jan 1 2009,357.03
GOOG,Feb 1 2009,396.58
GOOG,Mar 1 2009,321.01
GOOG,Apr 1 2009,502.79
GOOG,May 1 2009,547.87
GOOG,Jun 1 2009,610.84
GOOG,Jul 1 2009,408.16
GOOG,Aug 1 2009,455.95
GOOG,Sep 1 2009,584.03
GOOG,Oct 1 2009,551.04
GOOG,Nov 1 2009,431.37
GOOG,Dec 1 2009,499.17
GOOG,Jan 1 2010,601.32
GOOG,Feb 1 2010,422.47
GOOG,Mar 1 2010,124.61
AAPL,Jan 1 2000,14.56
AAPL,Feb 1 2000,11.3
AAPL,Mar 1 2000,707.0
AAPL,Apr 1 2000,22.79
AAPL,May 1 2000,267.98
AAPL,Jun 1 2000,16.01
AAPL,Jul 1 2000,15.56
AAPL,Aug 1 2000,9.09
AAPL,Sep 1 2000,209.61
AAPL,Oct 1 2000,9.52
AAPL,Nov 1 2000,10.68
AAPL,Dec 1 2000,16.96
AAPL,Jan 1 2001,46.81
AAPL,Feb 1 2001,20.13
AAPL,Mar 1 2001,9.2
AAPL,Apr 1 2001,85.92
AAPL,May 1 2001,707.0
AAPL,Jun 1 2001,8.85
AAPL,Jul 1 2001,25.16
AAPL,Aug 1 2001,98.26
AAPL,Sep 1 2001,707.0
AAPL,Oct 1 2001,9.19
AAPL,Nov 1 2001,14.99
AAPL,Dec 1 2001,8.22
AAPL,Jan 1 2002,14.03
AAPL,Feb 1 2002,9.31
AAPL,Mar 1 2002,208.38
AAPL,Apr 1 2002,8.19
AAPL,May 1 2002,707.0
AAPL,Jun 1 2002,16.31
AAPL,Jul 1 2002,16.71
AAPL,Aug 1 2002,77.97
AAPL,Sep 1 2002,7.26
AAPL,Oct 1 2002,707.0
AAPL,Nov 1 2002,23.99
AAPL,Dec 1 2002,12.69
AAPL,Jan 1 2003,8.17
AAPL,Feb 1 2003,707.0
AAPL,Mar 1 2003,23.79
AAPL,Apr 1 2003,18.08
AAPL,May 1 2003,12.55
AAPL,Jun 1 2003,12.76
AAPL,Jul 1 2003,16.43
AAPL,Aug 1 2003,87.29
AAPL,Sep 1 2003,14.3
AAPL,Oct 1 2003,90.34
AAPL,Nov 1 2003,7.93
AAPL,Dec 1 2003,46.63
AAPL,Jan 1 2004,88.87
AAPL,Feb 1 2004,48.08
AAPL,Mar 1 2004,228.91
AAPL,Apr 1 2004,9.54
AAPL,May 1 2004,34.54
AAPL,Jun 1 2004,9.79
AAPL,Jul 1 2004,34.37
AAPL,Aug 1 2004,28.87
AAPL,Sep 1 2004,267.04
AAPL,Oct 1 2004,28.3
AAPL,Nov 1 2004,24.67
AAPL,Dec 1 2004,707.0
AAPL,Jan 1 2005,9.82
AAPL,Feb 1 2005,14.04
AAPL,Mar 1 2005,12.41
AAPL,Apr 1 2005,366.08
AAPL,May 1 2005,18.81
AAPL,Jun 1 2005,29.63
AAPL,Jul 1 2005,282.31
AAPL,Aug 1 2005,95.16
