total_bill,tip,sex,smoker,day,time,size
43.11,5.0,Female,Yes,Thur,Lunch,4
9.55,1.45,Male,No,Sat,Dinner,2
14.26,2.5,Male,No,Thur,Lunch,2
35.83,4.67,Female,No,Sat,Dinner,3
15.98,2.03,Male,No,Thur,Lunch,2
24.27,2.03,Male,Yes,Sat,Dinner,2
24.71,5.85,Male,No,Thur,Lunch,2
35.26,5.0,Female,No,Sun,Dinner,4
34.63,3.55,Male,Yes,Sun,Dinner,2
22.76,3.0,Male,No,Thur,Lunch,2
35.83,4.67,Female,No,Sat,Dinner,3
48.33,9.0,Male,No,Sat,Dinner,4
14.15,2.0,Female,No,Thur,Lunch,2
12.43,1.8,Female,No,Thur,Lunch,2
26.88,3.12,Male,No,Sun,Dinner,4
18.04,3.0,Male,No,Sun,Dinner,2
32.9,3.11,Male,Yes,Sun,Dinner,2
7.25,5.15,Male,Yes,Sun,Dinner,2
24.27,2.03,Male,Yes,Sat,Dinner,2
16.21,2.0,Female,No,Sun,Dinner,3
26.41,1.5,Female,No,Sat,Dinner,2
5.75,1.0,Female,Yes,Fri,Dinner,2
24.08,2.92,Female,No,Thur,Lunch,4
14.31,4.0,Female,Yes,Sat,Dinner,2
15.69,1.5,Male,Yes,Sun,Dinner,2
43.11,5.0,Female,Yes,Thur,Lunch,4
14.52,2.0,Female,No,Thur,Lunch,2
15.04,1.96,Male,No,Sun,Dinner,2
12.43,1.8,Female,No,Thur,Lunch,2
20.08,3.15,Male,No,Sat,Dinner,3
12.66,2.5,Male,No,Sun,Dinner,2
13.42,1.58,Male,Yes,Fri,Lunch,2
13.42,1.68,Female,No,Thur,Lunch,2
15.77,2.23,Female,No,Sat,Dinner,2
20.49,4.06,Male,Yes,Sat,Dinner,2
20.65,3.35,Male,No,Sat,Dinner,3
7.51,2.0,Male,No,Thur,Lunch,2
25.0,3.75,Female,No,Sun,Dinner,4
20.9,3.5,Female,Yes,Sun,Dinner,3
16.32,4.3,Female,Yes,Fri,Dinner,2
13.0,2.0,Female,Yes,Thur,Lunch,2
15.77,2.23,Female,No,Sat,Dinner,2
17.31,3.5,Female,No,Sun,Dinner,2
12.9,1.1,Female,Yes,Sat,Dinner,2
21.58,3.92,Male,No,Sun,Dinner,2
20.92,4.08,Female,No,Sat,Dinner,2
34.65,3.68,Male,Yes,Sun,Dinner,4
23.95,2.55,Male,No,Sun,Dinner,2
15.95,2.0,Male,No,Thur,Lunch,2
23.1,4.0,Male,Yes,Sun,Dinner,3
16.45,2.47,Female,No,Sat,Dinner,2
25.21,4.29,Male,Yes,Sat,Dinner,2
14.31,4.0,Female,Yes,Sat,Dinner,2
20.53,4.0,Male,Yes,Thur,Lunch,4
38.01,3.0,Male,Yes,Sat,Dinner,4
29.8,4.2,Female,No,Thur,Lunch,6
16.99,1.01,Female,No,Sun,Dinner,2
17.92,4.08,Male,No,Sat,Dinner,2
38.07,4.0,Male,No,Sun,Dinner,3
12.48,2.52,Female,No,Thur,Lunch,2
12.26,2.0,Female,No,Thur,Lunch,2
15.98,2.03,Male,No,Thur,Lunch,2
16.04,2.24,Male,No,Sat,Dinner,3
19.65,3.0,Female,No,Sat,Dinner,2
16.04,2.24,Male,No,Sat,Dinner,3
38.01,3.0,Male,Yes,Sat,Dinner,4
21.58,3.92,Male,No,Sun,Dinner,2
32.83,1.17,Male,Yes,Sat,Dinner,2
11.35,2.5,Female,Yes,Fri,Dinner,2
29.03,5.92,Male,No,Sat,Dinner,3
21.01,3.5,Male,No,Sun,Dinner,3
10.07,1.25,Male,No,Sat,Dinner,2
44.3,2.5,Female,Yes,Sat,Dinner,3
18.64,1.36,Female,No,Thur,Lunch,3
10.34,1.66,Male,No,Sun,Dinner,3
10.65,1.5,Female,No,Thur,Lunch,2
7.51,2.0,Male,No,Thur,Lunch,2
16.97,3.5,Female,No,Sun,Dinner,3
20.76,2.24,Male,No,Sun,Dinner,2
32.83,1.17,Male,Yes,Sat,Dinner,2
10.63,2.0,Female,Yes,Sat,Dinner,2
39.42,7.58,Male,No,Sat,Dinner,4
20.92,4.08,Female,No,Sat,Dinner,2
12.48,2.52,Female,No,Thur,Lunch,2
15.53,3.0,Male,Yes,Sat,Dinner,2
26.59,3.41,Male,Yes,Sat,Dinner,3
14.83,3.02,Female,No,Sun,Dinner,2
32.9,3.11,Male,Yes,Sun,Dinner,2
23.1,4.0,Male,Yes,Sun,Dinner,3
7.25,1.0,Female,No,Sat,Dinner,1
5.75,1.0,Female,Yes,Fri,Dinner,2
26.86,3.14,Female,Yes,Sat,Dinner,2
3.07,1.0,Female,Yes,Sat,Dinner,1
8.58,1.92,Male,Yes,Fri,Lunch,1
21.16,3.0,Male,No,Thur,Lunch,2
8.35,1.5,Female,No,Thur,Lunch,2
10.29,2.6,Female,No,Sun,Dinner,2
15.98,3.0,Female,No,Fri,Lunch,3
15.06,3.0,Female,No,Sat,Dinner,2
25.28,5.0,Female,Yes,Sat,Dinner,2
13.37,2.0,Male,No,Sat,Dinner,2
12.9,1.1,Female,Yes,Sat,Dinner,2
8.52,1.48,Male,No,Thur,Lunch,2
20.76,2.24,Male,No,Sun,Dinner,2
17.92,3.08,Male,Yes,Sat,Dinner,2
18.26,3.25,Female,No,Thur,Lunch,2
15.38,3.0,Female,Yes,Fri,Dinner,2
20.76,2.24,Male,No,Sun,Dinner,2
24.71,5.85,Male,No,Thur,Lunch,2
38.73,3.0,Male,Yes,Sat,Dinner,4
17.89,2.0,Male,Yes,Sun,Dinner,2
10.33,1.67,Female,No,Sun,Dinner,3
9.6,4.0,Female,Yes,Sun,Dinner,2
31.85,3.18,Male,Yes,Sun,Dinner,2
8.77,2.0,Male,No,Sun,Dinner,2
27.2,4.0,Male,No,Thur,Lunch,4
11.24,1.76,Male,Yes,Sat,Dinner,2
27.28,4.0,Male,Yes,Fri,Dinner,2
27.18,2.0,Female,Yes,Sat,Dinner,2
16.47,3.23,Female,Yes,Thur,Lunch,3
12.74,2.01,Female,Yes,Thur,Lunch,2
30.06,2.0,Male,Yes,Sat,Dinner,3
21.16,3.0,Male,No,Thur,Lunch,2
16.32,4.3,Female,Yes,Fri,Dinner,2
13.42,3.48,Female,Yes,Fri,Lunch,2
20.53,4.0,Male,Yes,Thur,Lunch,4
18.78,3.0,Female,No,Thur,Dinner,2
15.06,3.0,Female,No,Sat,Dinner,2
35.26,5.0,Female,No,Sun,Dinner,4
13.03,2.0,Male,No,Thur,Lunch,2
15.98,2.03,Male,No,Thur,Lunch,2
30.4,5.6,Male,No,Sun,Dinner,4
9.55,1.45,Male,No,Sat,Dinner,2
14.52,2.0,Female,No,Thur,Lunch,2
20.69,5.0,Male,No,Sun,Dinner,5
15.36,1.64,Male,Yes,Sat,Dinner,2
19.49,3.51,Male,No,Sun,Dinner,2
48.33,9.0,Male,No,Sat,Dinner,4
21.5,3.5,Male,No,Sun,Dinner,4
10.34,2.0,Male,Yes,Thur,Lunch,2
30.4,5.6,Male,No,Sun,Dinner,4
27.28,4.0,Male,Yes,Fri,Dinner,2
30.4,5.6,Male,No,Sun,Dinner,4
23.68,3.31,Male,No,Sun,Dinner,2
17.47,3.5,Female,No,Thur,Lunch,2
25.56,4.34,Male,No,Sun,Dinner,4
20.49,4.06,Male,Yes,Sat,Dinner,2
18.64,1.36,Female,No,Thur,Lunch,3
12.9,1.1,Female,Yes,Sat,Dinner,2
20.23,2.01,Male,No,Sat,Dinner,2
21.01,3.0,Male,Yes,Fri,Dinner,2
17.59,2.64,Male,No,Sat,Dinner,3
16.43,2.3,Female,No,Thur,Lunch,2
32.68,5.0,Male,Yes,Thur,Lunch,2
50.81,10.0,Male,Yes,Sat,Dinner,3
22.82,2.18,Male,No,Thur,Lunch,3
30.4,5.6,Male,No,Sun,Dinner,4
15.98,2.03,Male,No,Thur,Lunch,2
27.18,2.0,Female,Yes,Sat,Dinner,2
25.29,4.71,Male,No,Sun,Dinner,4
28.15,3.0,Male,Yes,Sat,Dinner,5
20.76,2.24,Male,No,Sun,Dinner,2
10.27,1.71,Male,No,Sun,Dinner,2
12.03,1.5,Male,Yes,Fri,Dinner,2
15.98,3.0,Female,No,Fri,Lunch,3
16.93,3.07,Female,No,Sat,Dinner,3
9.68,1.32,Male,No,Sun,Dinner,2
17.81,2.34,Male,No,Sat,Dinner,4
23.95,2.55,Male,No,Sun,Dinner,2
45.35,3.5,Male,Yes,Sun,Dinner,3
15.04,1.96,Male,No,Sun,Dinner,2
5.75,1.0,Female,Yes,Fri,Dinner,2
20.08,3.15,Male,No,Sat,Dinner,3
18.78,3.0,Female,No,Thur,Dinner,2
16.99,1.01,Female,No,Sun,Dinner,2
35.26,5.0,Female,No,Sun,Dinner,4
23.68,3.31,Male,No,Sun,Dinner,2
24.52,3.48,Male,No,Sun,Dinner,3
27.05,5.0,Female,No,Thur,Lunch,6
21.16,3.0,Male,No,Thur,Lunch,2
17.78,3.27,Male,No,Sat,Dinner,2
20.69,5.0,Male,No,Sun,Dinner,5
17.81,2.34,Male,No,Sat,Dinner,4
34.83,5.17,Female,No,Thur,Lunch,4
25.71,4.0,Female,No,Sun,Dinner,3
22.82,2.18,Male,No,Thur,Lunch,3
17.47,3.5,Female,No,Thur,Lunch,2
23.1,4.0,Male,Yes,Sun,Dinner,3
