Species,Island,Beak Length (mm),Beak Depth (mm),Flipper Length (mm),Body Mass (g),Sex
Adelie,Dream,41.1,16.8,176,3618,MALE
Adelie,Dream,42.2,16.7,194,3122,MALE
Adelie,Dream,41.1,18.5,224,2916,MALE
Adelie,Biscoe,34.6,18.0,188,3691,FEMALE
Adelie,Dream,40.5,18.7,196,3474,MALE
Adelie,Torgersen,37.7,19.5,192,3490,FEMALE
Adelie,Biscoe,36.3,20.3,219,2946,MALE
Adelie,Dream,38.8,18.8,219,3156,MALE
Adelie,Dream,44.1,17.1,195,3917,MALE
Adelie,Torgersen,35.7,18.4,205,3374,FEMALE
Adelie,Dream,35.0,17.6,206,4043,FEMALE
Adelie,Torgersen,38.8,20.1,199,4176,MALE
Adelie,Biscoe,37.6,18.9,193,3155,FEMALE
Adelie,Torgersen,36.0,16.5,186,3600,FEMALE
Adelie,Torgersen,39.3,19.0,226,4181,FEMALE
Adelie,Torgersen,40.6,17.6,201,3335,MALE
Adelie,Torgersen,37.7,16.8,198,3469,MALE
Adelie,Torgersen,45.8,17.9,212,3821,MALE
Adelie,Biscoe,41.1,18.5,200,3142,MALE
Adelie,Dream,38.6,18.8,198,3702,FEMALE
Adelie,Torgersen,35.9,18.4,204,3336,MALE
Adelie,Dream,41.6,20.7,226,3362,FEMALE
Adelie,Torgersen,46.0,16.6,214,3909,FEMALE
Adelie,Biscoe,39.6,18.1,211,3071,MALE
Adelie,Dream,33.1,18.9,206,4460,FEMALE
Adelie,Biscoe,39.0,17.0,212,3352,FEMALE
Adelie,Dream,41.4,17.4,203,3587,MALE
Adelie,Dream,41.1,20.0,210,3761,
Adelie,Biscoe,35.5,18.0,193,3312,FEMALE
Adelie,Dream,42.5,17.1,209,3987,MALE
Adelie,Biscoe,37.3,18.6,210,3659,MALE
Adelie,Dream,37.6,18.5,221,3765,FEMALE
Adelie,Torgersen,43.2,17.8,196,4092,MALE
Adelie,Biscoe,40.1,19.4,204,3275,MALE
Adelie,Biscoe,36.6,21.1,212,3281,MALE
Adelie,Dream,33.5,17.7,192,3154,MALE
Adelie,Biscoe,39.1,17.9,213,3966,MALE
Adelie,Biscoe,37.8,17.1,199,3467,FEMALE
Adelie,Dream,41.1,17.5,192,3131,FEMALE
Adelie,Dream,41.1,18.7,183,3562,FEMALE
Adelie,Biscoe,39.2,20.0,188,3631,MALE
Adelie,Torgersen,35.1,19.1,172,4195,MALE
Adelie,Biscoe,40.3,18.9,208,3902,MALE
Adelie,Biscoe,36.4,17.0,196,3514,FEMALE
Adelie,Biscoe,35.2,16.1,207,4300,
Adelie,Dream,36.2,18.6,196,3236,FEMALE
Adelie,Dream,38.7,19.2,200,3808,FEMALE
Adelie,Torgersen,37.2,15.9,193,3297,MALE
Adelie,Torgersen,36.8,17.9,196,4310,FEMALE
Adelie,Dream,36.2,17.2,181,3492,FEMALE
Adelie,Torgersen,40.2,16.5,189,3122,MALE
Adelie,Dream,41.3,18.9,187,3596,FEMALE
Adelie,Torgersen,35.7,18.9,220,3570,FEMALE
Adelie,Torgersen,34.5,18.7,207,3579,MALE
Adelie,Torgersen,34.4,19.8,191,3244,MALE
Adelie,Biscoe,36.6,18.6,196,3741,MALE
Adelie,Dream,37.3,18.6,191,3016,FEMALE
Adelie,Biscoe,32.1,19.2,222,3771,MALE
Adelie,Biscoe,38.6,20.5,188,4056,MALE
Adelie,Torgersen,37.5,18.5,231,4356,FEMALE
Adelie,Biscoe,39.5,17.8,199,3826,FEMALE
Adelie,Dream,45.6,17.0,190,3309,FEMALE
Adelie,Dream,39.0,18.5,198,3559,FEMALE
Adelie,Dream,42.9,20.3,206,3158,MALE
Adelie,Torgersen,39.7,18.1,190,3948,FEMALE
Adelie,Torgersen,42.0,19.0,199,4147,MALE
Adelie,Torgersen,42.8,17.0,209,3565,FEMALE
Adelie,Torgersen,39.7,18.3,228,3750,MALE
Adelie,Biscoe,40.5,18.5,223,4035,FEMALE
Adelie,Dream,36.0,15.5,211,3971,FEMALE
Adelie,Biscoe,41.5,17.1,196,4289,FEMALE
Adelie,Dream,40.2,19.0,193,2700,MALE
Adelie,Biscoe,38.1,21.2,202,3013,FEMALE
Adelie,Dream,41.8,18.9,185,3145,FEMALE
Adelie,Biscoe,41.5,19.0,208,3619,MALE
Adelie,Dream,40.6,17.5,195,3831,FEMALE
Adelie,Dream,39.2,18.3,223,3385,MALE
Adelie,Dream,37.0,19.5,192,3678,FEMALE
Adelie,Dream,41.1,17.3,185,3755,
Adelie,Dream,37.8,17.8,203,3522,FEMALE
Adelie,Dream,38.1,17.9,202,3076,MALE
Adelie,Torgersen,35.3,19.4,231,3712,FEMALE
Adelie,Dream,33.1,17.1,180,3948,MALE
Adelie,Dream,34.0,18.1,216,3158,MALE
Adelie,Torgersen,35.5,17.9,225,4195,FEMALE
Adelie,Biscoe,40.7,16.9,208,3057,MALE
Adelie,Dream,34.6,18.4,204,3630,FEMALE
Adelie,Torgersen,42.5,18.5,194,3971,FEMALE
Adelie,Torgersen,40.8,17.6,207,3014,MALE
Adelie,Dream,40.6,17.0,222,3910,FEMALE
Adelie,Dream,39.6,16.1,200,3344,MALE
Adelie,Biscoe,37.0,20.0,211,3586,MALE
Adelie,Biscoe,37.2,18.9,175,3483,MALE
Adelie,Torgersen,42.1,18.8,188,3026,FEMALE
Chinstrap,Dream,50.0,19.6,208,4192,FEMALE
Chinstrap,Dream,51.3,17.9,186,4371,FEMALE
Chinstrap,Dream,48.1,18.6,204,4082,FEMALE
Chinstrap,Dream,47.5,20.0,210,3289,FEMALE
Chinstrap,Dream,48.5,17.8,194,3436,FEMALE
Chinstrap,Dream,50.9,19.0,195,3636,MALE
Chinstrap,Dream,55.8,17.9,191,3628,MALE
Chinstrap,Dream,47.6,18.5,189,3981,FEMALE
Chinstrap,Dream,51.9,19.0,189,3985,FEMALE
Chinstrap,Dream,46.6,19.9,202,4032,MALE
Chinstrap,Dream,51.4,18.2,199,4060,FEMALE
Chinstrap,Dream,51.5,17.8,197,3390,MALE
Chinstrap,Dream,46.5,16.6,206,4089,FEMALE
Chinstrap,Dream,40.9,17.5,194,3847,FEMALE
Chinstrap,Dream,52.2,19.4,187,3957,FEMALE
Chinstrap,Dream,45.7,19.0,215,4301,FEMALE
Chinstrap,Dream,52.0,19.5,203,3619,MALE
Chinstrap,Dream,46.8,16.6,178,3682,FEMALE
Chinstrap,Dream,46.1,19.1,215,3353,FEMALE
Chinstrap,Dream,46.7,16.7,231,3726,FEMALE
Chinstrap,Dream,50.2,18.7,203,4114,FEMALE
Chinstrap,Dream,50.7,17.8,194,3827,FEMALE
Chinstrap,Dream,42.5,20.3,200,3819,FEMALE
Chinstrap,Dream,49.7,17.9,216,3963,MALE
Chinstrap,Dream,53.5,16.8,197,3839,MALE
Chinstrap,Dream,47.0,18.1,220,3490,FEMALE
Chinstrap,Dream,45.4,17.0,209,4143,MALE
Chinstrap,Dream,45.6,17.3,188,4042,MALE
Chinstrap,Dream,49.0,18.2,197,3623,
Chinstrap,Dream,50.8,20.0,197,3570,MALE
Chinstrap,Dream,50.1,18.7,201,3831,MALE
Chinstrap,Dream,51.7,17.5,207,3670,MALE
Chinstrap,Dream,58.0,18.4,184,3261,FEMALE
Chinstrap,Dream,51.3,18.9,188,3852,MALE
Chinstrap,Dream,49.6,19.6,197,3380,FEMALE
Chinstrap,Dream,49.5,18.2,192,3491,MALE
Chinstrap,Dream,50.2,20.3,185,3822,FEMALE
Chinstrap,Dream,46.2,18.2,206,3665,MALE
Chinstrap,Dream,52.0,18.7,174,4389,MALE
Chinstrap,Dream,50.8,19.0,195,3255,FEMALE
Chinstrap,Dream,45.5,19.2,206,4232,FEMALE
Chinstrap,Dream,50.2,20.7,216,3615,FEMALE
Chinstrap,Dream,49.3,16.6,202,3820,MALE
Chinstrap,Dream,50.5,18.8,192,3945,MALE
Chinstrap,Dream,50.6,19.7,198,3965,MALE
Chinstrap,Dream,45.9,19.8,198,3289,FEMALE
Chinstrap,Dream,51.0,18.1,207,3253,MALE
Chinstrap,Dream,52.7,20.8,199,3796,MALE
Chinstrap,Dream,42.4,16.5,209,4181,MALE
Chinstrap,Dream,45.2,17.9,196,3915,
Chinstrap,Dream,50.5,18.8,193,3939,MALE
Chinstrap,Dream,45.2,17.0,193,3846,FEMALE
Chinstrap,Dream,49.0,19.4,188,3405,MALE
Chinstrap,Dream,46.9,18.3,199,4648,MALE
Chinstrap,Dream,51.3,19.8,192,3963,FEMALE
Chinstrap,Dream,52.0,18.8,204,3100,FEMALE
Chinstrap,Dream,46.4,19.9,215,3944,MALE
Chinstrap,Dream,46.4,16.6,195,3336,MALE
Chinstrap,Dream,43.5,17.8,207,4030,MALE
Chinstrap,Dream,50.3,17.3,217,3661,MALE
Chinstrap,Dream,46.0,17.3,188,3529,MALE
Chinstrap,Dream,49.8,17.3,196,3772,FEMALE
Chinstrap,Dream,42.5,19.5,194,4002,MALE
Chinstrap,Dream,45.7,17.3,188,4564,
Chinstrap,Dream,43.2,18.6,185,3320,MALE
Chinstrap,Dream,54.2,19.5,179,3384,FEMALE
Chinstrap,Dream,49.2,16.4,204,3844,MALE
Chinstrap,Dream,50.9,19.9,225,3536,MALE
Chinstrap,Dream,50.2,18.8,184,3681,MALE
Chinstrap,Dream,52.8,17.1,185,4017,FEMALE
Gentoo,Biscoe,44.0,15.0,188,6022,MALE
Gentoo,Biscoe,50.5,14.6,186,6300,FEMALE
Gentoo,Biscoe,52.2,15.7,222,5697,MALE
Gentoo,Biscoe,50.5,13.1,190,4848,MALE
Gentoo,Biscoe,49.1,15.6,200,4436,MALE
Gentoo,Biscoe,49.5,13.4,206,4910,MALE
Gentoo,Biscoe,49.2,14.4,199,5675,MALE
Gentoo,Biscoe,46.8,13.9,196,5040,FEMALE
Gentoo,Biscoe,46.4,15.2,194,5309,FEMALE
Gentoo,Biscoe,50.0,14.5,219,5094,MALE
Gentoo,Biscoe,43.8,13.8,174,4823,FEMALE
Gentoo,Biscoe,45.5,16.1,201,5530,MALE
Gentoo,Biscoe,48.6,15.2,208,5523,MALE
Gentoo,Biscoe,51.3,14.9,194,5436,MALE
Gentoo,Biscoe,54.3,15.0,202,5554,MALE
Gentoo,Biscoe,47.2,14.8,184,5264,MALE
Gentoo,Biscoe,49.9,15.3,186,4825,FEMALE
Gentoo,Biscoe,49.1,16.1,186,5242,MALE
Gentoo,Biscoe,45.0,15.1,194,4983,MALE
Gentoo,Biscoe,45.7,15.2,188,5261,MALE
Gentoo,Biscoe,45.2,14.5,201,5598,FEMALE
Gentoo,Biscoe,46.5,15.7,172,4875,FEMALE
Gentoo,Biscoe,45.5,15.5,207,4592,MALE
Gentoo,Biscoe,55.9,15.8,201,5413,FEMALE
Gentoo,Biscoe,46.5,13.8,221,4815,FEMALE
Gentoo,Biscoe,42.7,14.6,187,5269,MALE
Gentoo,Biscoe,47.2,15.6,198,6291,MALE
Gentoo,Biscoe,51.5,14.6,219,5346,MALE
Gentoo,Biscoe,45.8,15.3,182,4993,MALE
Gentoo,Biscoe,43.5,15.8,209,4808,FEMALE
Gentoo,Biscoe,45.8,14.1,183,4800,FEMALE
Gentoo,Biscoe,42.6,17.0,196,5029,FEMALE
Gentoo,Biscoe,50.8,14.5,215,5011,FEMALE
Gentoo,Biscoe,46.9,15.0,199,5869,FEMALE
Gentoo,Biscoe,43.5,14.2,200,5686,FEMALE
Gentoo,Biscoe,43.3,15.4,226,5443,MALE
Gentoo,Biscoe,47.3,15.9,185,5276,MALE
Gentoo,Biscoe,49.4,16.3,179,5442,FEMALE
Gentoo,Biscoe,48.5,15.6,214,6079,MALE
Gentoo,Biscoe,47.6,16.3,213,4895,FEMALE
Gentoo,Biscoe,46.5,14.3,187,5407,FEMALE
Gentoo,Biscoe,48.4,16.3,219,5523,FEMALE
Gentoo,Biscoe,47.4,13.9,212,5170,MALE
Gentoo,Biscoe,49.0,13.7,195,5615,FEMALE
Gentoo,Biscoe,50.4,14.3,212,6159,MALE
Gentoo,Biscoe,48.1,16.0,209,4601,MALE
Gentoo,Biscoe,50.1,13.9,224,4540,FEMALE
Gentoo,Biscoe,45.3,15.0,188,5847,FEMALE
Gentoo,Biscoe,44.4,15.7,220,4970,MALE
Gentoo,Biscoe,48.2,14.4,201,4684,FEMALE
Gentoo,Biscoe,46.8,16.1,178,4514,FEMALE
Gentoo,Biscoe,53.4,14.3,217,5670,.
Gentoo,Biscoe,45.5,14.2,206,5511,
Gentoo,Biscoe,50.7,14.5,225,5524,MALE
Gentoo,Biscoe,45.1,14.4,213,4714,FEMALE
Gentoo,Biscoe,50.0,13.7,195,5036,MALE
Gentoo,Biscoe,50.8,14.8,211,5818,MALE
Gentoo,Biscoe,44.5,16.8,172,5265,FEMALE
Gentoo,Biscoe,50.0,14.7,202,6207,MALE
Gentoo,Biscoe,55.1,15.0,187,5423,MALE
Gentoo,Biscoe,46.3,16.5,204,5314,MALE
Gentoo,Biscoe,48.8,14.0,202,5022,MALE
Gentoo,Biscoe,48.4,15.8,231,4722,FEMALE
Gentoo,Biscoe,47.8,15.8,212,5117,FEMALE
Gentoo,Biscoe,45.3,13.7,195,5579,FEMALE
Gentoo,Biscoe,50.4,17.0,200,4981,MALE
Gentoo,Biscoe,49.1,13.7,197,4561,FEMALE
Gentoo,Biscoe,48.7,14.5,202,4961,MALE
Gentoo,Biscoe,44.9,14.2,192,4852,FEMALE
Gentoo,Biscoe,45.4,15.2,199,4174,MALE
Gentoo,Biscoe,46.2,16.4,207,5272,MALE
Gentoo,Biscoe,46.6,13.8,218,5248,FEMALE
Gentoo,Biscoe,59.6,15.3,231,4479,FEMALE
Gentoo,Biscoe,49.5,15.3,199,4991,MALE
Gentoo,Biscoe,45.2,16.0,215,4281,MALE
Gentoo,Biscoe,46.1,14.6,211,6300,FEMALE
Gentoo,Biscoe,43.4,15.0,172,4942,MALE
Gentoo,Biscoe,46.1,15.1,220,5319,FEMALE
Gentoo,Biscoe,41.7,13.2,186,4692,FEMALE
Gentoo,Biscoe,49.8,13.7,192,4998,MALE
Gentoo,Biscoe,48.7,16.3,209,4849,FEMALE
Gentoo,Biscoe,48.7,14.2,196,5131,MALE
Gentoo,Biscoe,48.2,14.0,226,4742,FEMALE
Gentoo,Biscoe,47.5,13.5,201,4313,FEMALE
Gentoo,Biscoe,43.3,17.1,218,5693,MALE
Gentoo,Biscoe,46.5,16.2,182,4925,MALE
Gentoo,Biscoe,47.5,13.7,189,4739,FEMALE
Gentoo,Biscoe,46.7,13.9,219,4662,MALE
Gentoo,Biscoe,46.2,16.1,224,4743,FEMALE
Gentoo,Biscoe,48.4,14.5,196,5516,MALE
Gentoo,Biscoe,48.5,15.9,209,5003,FEMALE
Gentoo,Biscoe,44.9,15.0,216,5137,MALE
Gentoo,Biscoe,51.1,14.2,193,4970,MALE
Gentoo,Biscoe,46.4,13.5,193,5228,FEMALE
Gentoo,Biscoe,49.6,15.0,208,5265,FEMALE
Gentoo,Biscoe,51.1,13.3,189,4271,FEMALE
Gentoo,Biscoe,44.5,14.6,198,5969,FEMALE
Gentoo,Biscoe,50.0,15.7,202,4813,MALE
Gentoo,Biscoe,42.0,16.0,182,4430,MALE
Gentoo,Biscoe,45.2,17.3,203,6227,FEMALE
Gentoo,Biscoe,52.5,15.4,194,4640,MALE
Gentoo,Biscoe,43.2,15.0,195,4963,FEMALE
Gentoo,Biscoe,49.8,14.8,192,5114,MALE
Gentoo,Biscoe,40.9,17.0,194,5613,
Gentoo,Biscoe,45.1,15.9,193,5491,FEMALE
Gentoo,Biscoe,46.8,14.5,196,5138,FEMALE
Gentoo,Biscoe,43.6,16.2,184,4640,MALE
Gentoo,Biscoe,49.3,14.2,210,5729,MALE
Gentoo,Biscoe,45.2,17.3,195,5155,FEMALE
Gentoo,Biscoe,49.6,15.7,213,6048,FEMALE
Gentoo,Biscoe,50.2,14.4,206,4763,FEMALE
Gentoo,Biscoe,47.5,13.6,180,6300,MALE
Gentoo,Biscoe,42.8,15.1,202,4185,FEMALE
Gentoo,Biscoe,46.2,14.1,215,5031,MALE
Gentoo,Biscoe,49.2,14.0,223,5477,MALE
Gentoo,Biscoe,52.1,14.1,215,4913,MALE
Gentoo,Biscoe,45.5,14.7,220,5131,FEMALE
Gentoo,Biscoe,42.9,15.0,214,4939,FEMALE
Gentoo,Biscoe,47.7,15.7,180,5151,MALE
