time,count
2015/05/20 08:00:00,3
2015/03/03 22:00:00,1
2015/02/04 05:00:00,2
2015/04/04 16:00:00,15
2015/02/19 12:00:00,1
2015/03/08 07:00:00,2
2015/05/29 17:00:00,1
2015/05/01 22:00:00,2
2015/03/05 18:00:00,1
2015/02/09 16:00:00,1
2015/04/03 15:00:00,1
2015/05/11 20:00:00,2
2015/02/08 21:00:00,1
2015/04/10 23:00:00,1
2015/02/21 11:00:00,2
2015/04/26 07:00:00,2
2015/02/04 12:00:00,3
2015/03/16 01:00:00,1
2015/03/07 15:00:00,1
2015/01/28 10:00:00,4
2015/04/11 07:00:00,4
2015/03/14 13:00:00,1
2015/01/17 00:00:00,5
2015/02/27 23:00:00,12
2015/03/29 01:00:00,1
2015/04/24 04:00:00,3
2015/02/25 02:00:00,1
2015/05/25 02:00:00,2
2015/04/18 16:00:00,1
2015/03/17 07:00:00,1
2015/01/11 01:00:00,1
2015/05/29 04:00:00,2
2015/02/16 02:00:00,1
2015/01/28 16:00:00,2
2015/02/02 19:00:00,2
2015/03/18 01:00:00,1
2015/02/27 11:00:00,1
2015/04/26 04:00:00,2
2015/02/10 07:00:00,1
2015/04/11 20:00:00,1
2015/03/24 17:00:00,2
2015/02/20 13:00:00,2
2015/04/27 18:00:00,1
2015/02/28 14:00:00,1
2015/03/19 18:00:00,1
2015/01/07 07:00:00,1
2015/03/26 10:00:00,1
2015/04/24 01:00:00,1
2015/05/30 18:00:00,3
2015/05/05 12:00:00,1
2015/04/21 12:00:00,2
2015/05/23 04:00:00,2
2015/01/29 00:00:00,1
2015/03/15 01:00:00,3
2015/01/08 02:00:00,1
2015/02/08 05:00:00,5
2015/03/05 18:00:00,1
2015/02/16 23:00:00,2
2015/02/06 18:00:00,1
2015/03/15 10:00:00,1
2015/05/29 03:00:00,1
2015/04/28 20:00:00,1
2015/04/19 03:00:00,1
2015/05/10 17:00:00,2
2015/01/15 11:00:00,1
2015/01/30 15:00:00,1
2015/05/11 03:00:00,1
2015/03/29 20:00:00,1
2015/05/04 23:00:00,1
2015/04/25 08:00:00,1
2015/05/06 09:00:00,2
2015/03/09 02:00:00,1
2015/05/29 02:00:00,1
2015/02/21 15:00:00,1
2015/01/25 03:00:00,1
2015/03/02 23:00:00,1
2015/05/25 12:00:00,1
2015/02/26 03:00:00,2
2015/04/18 23:00:00,1
2015/01/29 12:00:00,1
2015/01/26 10:00:00,3
2015/05/28 05:00:00,1
2015/04/02 13:00:00,1
2015/03/05 21:00:00,3
2015/02/24 09:00:00,1
2015/01/24 18:00:00,1
2015/01/02 19:00:00,1
2015/05/10 04:00:00,3
2015/03/17 14:00:00,2
2015/03/26 20:00:00,1
2015/02/27 06:00:00,5
2015/01/21 13:00:00,1
2015/01/21 16:00:00,1
2015/04/30 02:00:00,2
2015/01/31 13:00:00,1
2015/05/21 17:00:00,2
2015/02/12 07:00:00,1
2015/01/04 01:00:00,2
2015/05/19 15:00:00,3
2015/02/11 22:00:00,4
2015/05/08 15:00:00,1
2015/02/24 04:00:00,1
2015/02/11 09:00:00,5
2015/04/19 01:00:00,4
2015/01/11 17:00:00,1
2015/04/12 00:00:00,1
2015/04/17 04:00:00,2
2015/03/17 19:00:00,1
2015/05/16 09:00:00,1
2015/03/28 22:00:00,1
2015/02/13 18:00:00,1
2015/05/25 17:00:00,2
2015/05/30 21:00:00,1
2015/01/04 06:00:00,1
2015/05/23 15:00:00,1
2015/01/14 13:00:00,1
2015/05/04 01:00:00,2
2015/05/16 14:00:00,1
2015/02/14 15:00:00,1
2015/04/21 13:00:00,2
2015/01/10 00:00:00,1
2015/01/05 10:00:00,4
2015/02/26 17:00:00,1
2015/02/05 17:00:00,1
2015/03/07 05:00:00,1
2015/03/28 09:00:00,2
2015/05/18 15:00:00,7
2015/03/11 14:00:00,2
2015/01/01 02:00:00,1
2015/04/17 19:00:00,2
2015/05/25 13:00:00,1
2015/03/14 00:00:00,1
2015/02/01 02:00:00,1
2015/03/08 04:00:00,1
2015/03/25 23:00:00,9
2015/03/17 11:00:00,2
2015/01/05 17:00:00,2
2015/02/13 09:00:00,2
2015/05/06 23:00:00,2
2015/03/10 19:00:00,7
2015/02/09 15:00:00,2
2015/05/06 11:00:00,14
2015/01/17 06:00:00,3
2015/04/10 11:00:00,1
2015/01/13 00:00:00,3
2015/04/25 18:00:00,1
2015/05/16 17:00:00,1
2015/04/01 19:00:00,2
2015/01/22 23:00:00,2
2015/01/21 03:00:00,1
2015/01/31 13:00:00,1
2015/04/18 17:00:00,1
2015/01/01 12:00:00,1
2015/02/07 16:00:00,1
2015/02/27 08:00:00,2
2015/01/16 10:00:00,2
2015/01/21 01:00:00,2
2015/02/24 17:00:00,2
2015/01/02 18:00:00,1
2015/01/07 03:00:00,1
2015/04/10 05:00:00,1
2015/01/24 20:00:00,1
2015/02/16 14:00:00,1
2015/04/27 13:00:00,1
2015/04/16 01:00:00,3
2015/02/16 18:00:00,1
2015/05/21 07:00:00,1
2015/02/13 22:00:00,1
2015/05/20 13:00:00,1
2015/02/18 23:00:00,1
2015/01/07 13:00:00,2
2015/02/21 03:00:00,4
2015/05/18 14:00:00,2
2015/02/12 20:00:00,1
2015/04/22 16:00:00,1
2015/01/12 09:00:00,2
2015/01/30 06:00:00,2
2015/03/03 00:00:00,3
2015/01/01 20:00:00,3
2015/05/23 18:00:00,1
2015/03/29 09:00:00,1
2015/05/07 02:00:00,3
2015/04/10 02:00:00,5
2015/01/25 12:00:00,1
2015/02/22 04:00:00,2
2015/02/08 05:00:00,5
2015/03/08 02:00:00,2
2015/02/16 06:00:00,1
2015/01/26 05:00:00,4
2015/04/29 08:00:00,2
2015/01/10 21:00:00,2
2015/05/03 12:00:00,1
2015/04/29 10:00:00,1
2015/04/03 13:00:00,3
2015/02/04 19:00:00,2
2015/05/30 09:00:00,12
2015/01/23 20:00:00,2
2015/02/02 08:00:00,3
2015/03/21 09:00:00,7
2015/01/26 02:00:00,1
2015/03/18 13:00:00,1
2015/03/22 00:00:00,3
2015/02/27 10:00:00,5
2015/01/13 17:00:00,2
2015/05/23 21:00:00,28
2015/01/01 11:00:00,1
2015/05/14 07:00:00,2
2015/05/27 01:00:00,1
2015/03/15 17:00:00,1
2015/05/16 21:00:00,1
2015/04/11 05:00:00,2
2015/04/04 15:00:00,4
2015/01/11 17:00:00,1
2015/03/05 09:00:00,1
2015/01/05 19:00:00,1
2015/04/16 21:00:00,10
2015/01/22 12:00:00,6
2015/02/06 08:00:00,4
2015/03/05 20:00:00,1
2015/04/24 21:00:00,5
2015/04/05 09:00:00,2
2015/01/06 09:00:00,1
2015/04/29 02:00:00,1
2015/03/05 17:00:00,2
2015/01/19 15:00:00,2
2015/01/13 23:00:00,7
2015/05/15 19:00:00,1
2015/01/07 07:00:00,1
2015/01/03 12:00:00,5
2015/05/29 07:00:00,1
2015/03/31 10:00:00,2
2015/05/13 20:00:00,2
2015/03/05 22:00:00,3
2015/02/27 09:00:00,1
2015/04/29 14:00:00,1
2015/01/11 23:00:00,1
2015/05/27 07:00:00,1
2015/02/12 09:00:00,1
2015/02/11 17:00:00,1
2015/02/11 08:00:00,1
2015/05/06 01:00:00,3
2015/02/04 12:00:00,1
2015/04/06 18:00:00,3
2015/04/12 16:00:00,6
2015/01/30 07:00:00,2
2015/03/01 01:00:00,1
2015/04/07 00:00:00,2
2015/05/03 12:00:00,1
2015/03/24 20:00:00,1
2015/02/08 19:00:00,2
2015/05/11 10:00:00,3
2015/03/13 16:00:00,1
2015/02/11 17:00:00,3
2015/05/19 18:00:00,2
2015/01/20 01:00:00,4
2015/01/09 17:00:00,1
2015/05/15 20:00:00,1
2015/01/02 22:00:00,7
2015/02/03 18:00:00,2
2015/05/02 19:00:00,1
2015/05/01 13:00:00,3
2015/04/17 03:00:00,1
2015/05/30 16:00:00,3
2015/02/16 11:00:00,4
2015/01/11 05:00:00,2
2015/02/17 11:00:00,7
2015/01/18 11:00:00,2
2015/02/22 21:00:00,12
2015/02/26 13:00:00,1
2015/04/16 06:00:00,5
2015/03/13 05:00:00,1
2015/03/07 18:00:00,2
2015/05/26 18:00:00,3
2015/04/18 23:00:00,1
2015/04/18 12:00:00,2
2015/02/05 22:00:00,2
2015/02/19 14:00:00,1
2015/02/06 18:00:00,1
2015/04/05 14:00:00,1
2015/05/05 20:00:00,1
2015/05/07 22:00:00,3
2015/05/16 12:00:00,1
2015/04/22 18:00:00,4
2015/01/02 20:00:00,7
2015/02/15 18:00:00,1
2015/05/19 08:00:00,2
2015/01/03 03:00:00,1
2015/03/02 03:00:00,1
2015/04/09 12:00:00,1
2015/02/22 19:00:00,2
2015/02/23 14:00:00,1
2015/04/25 22:00:00,1
2015/01/30 07:00:00,4
2015/03/26 11:00:00,2
2015/04/25 00:00:00,1
2015/02/15 16:00:00,3
2015/02/12 02:00:00,1
2015/03/06 18:00:00,2
2015/01/10 04:00:00,2
2015/01/10 13:00:00,1
2015/02/03 09:00:00,1
2015/03/21 20:00:00,1
2015/03/23 22:00:00,6
2015/05/09 23:00:00,2
2015/04/16 12:00:00,3
2015/04/03 14:00:00,1
2015/05/13 06:00:00,2
2015/03/09 12:00:00,1
2015/03/11 06:00:00,1
2015/01/09 08:00:00,2
2015/03/09 18:00:00,19
2015/05/19 17:00:00,1
2015/03/17 17:00:00,1
2015/04/24 20:00:00,2
2015/01/25 00:00:00,2
2015/05/07 11:00:00,1
2015/05/02 00:00:00,2
2015/05/12 05:00:00,2
2015/01/06 05:00:00,1
2015/05/03 11:00:00,3
2015/03/10 21:00:00,1
2015/03/09 15:00:00,3
2015/03/28 00:00:00,1
2015/03/20 17:00:00,1
2015/01/02 07:00:00,3
2015/05/14 23:00:00,1
2015/04/09 13:00:00,3
2015/05/03 10:00:00,2
2015/04/28 09:00:00,1
2015/04/22 02:00:00,3
2015/04/06 07:00:00,1
2015/02/25 09:00:00,2
2015/04/22 04:00:00,3
2015/02/01 19:00:00,2
2015/01/11 12:00:00,2
2015/05/25 00:00:00,3
2015/05/06 01:00:00,1
2015/01/12 09:00:00,1
2015/02/10 00:00:00,1
2015/04/25 01:00:00,1
2015/03/22 03:00:00,3
2015/02/11 01:00:00,2
2015/03/02 06:00:00,1
2015/04/07 02:00:00,2
2015/02/01 03:00:00,2
2015/01/08 20:00:00,1
2015/03/24 06:00:00,1
2015/05/09 20:00:00,2
2015/05/04 10:00:00,1
2015/01/26 10:00:00,1
2015/03/28 00:00:00,1
2015/03/25 04:00:00,2
2015/02/17 04:00:00,1
2015/03/01 15:00:00,1
2015/01/26 14:00:00,3
2015/03/21 17:00:00,2
2015/02/22 18:00:00,1
2015/01/21 05:00:00,2
2015/05/27 16:00:00,4
2015/04/27 18:00:00,1
2015/04/05 11:00:00,1
2015/04/23 06:00:00,2
2015/02/15 10:00:00,2
2015/02/25 20:00:00,1
2015/02/14 14:00:00,4
2015/05/28 13:00:00,4
2015/04/23 02:00:00,1
2015/02/25 14:00:00,1
2015/03/29 16:00:00,3
2015/04/24 11:00:00,1
2015/02/26 06:00:00,2
2015/04/11 21:00:00,1
2015/03/19 03:00:00,1
2015/02/11 08:00:00,2
2015/01/27 05:00:00,1
2015/04/03 17:00:00,2
2015/03/27 05:00:00,7
2015/04/15 13:00:00,1
2015/05/22 03:00:00,1
2015/04/26 05:00:00,2
2015/03/04 09:00:00,1
2015/02/10 16:00:00,1
2015/03/14 23:00:00,1
2015/03/14 06:00:00,1
2015/01/21 19:00:00,1
2015/05/17 07:00:00,4
2015/01/04 01:00:00,1
2015/01/23 18:00:00,1
2015/04/20 20:00:00,1
2015/04/08 17:00:00,1
2015/02/22 20:00:00,1
2015/03/11 19:00:00,2
2015/03/23 15:00:00,3
2015/01/22 06:00:00,5
2015/03/29 04:00:00,3
2015/03/21 16:00:00,1
2015/04/21 08:00:00,1
2015/03/25 20:00:00,1
2015/01/30 07:00:00,1
2015/02/13 23:00:00,2
2015/05/22 07:00:00,1
2015/05/21 10:00:00,1
2015/01/03 16:00:00,1
2015/05/25 03:00:00,1
2015/01/20 07:00:00,1
2015/02/27 01:00:00,1
2015/04/13 05:00:00,1
2015/03/14 00:00:00,1
2015/03/29 23:00:00,1
2015/01/10 06:00:00,6
2015/03/22 18:00:00,1
2015/05/01 12:00:00,1
2015/04/07 03:00:00,2
2015/05/24 14:00:00,1
2015/05/24 02:00:00,1
2015/01/26 04:00:00,2
2015/03/29 09:00:00,3
2015/04/18 08:00:00,1
2015/01/03 01:00:00,5
2015/05/08 16:00:00,2
2015/03/16 21:00:00,9
2015/04/16 17:00:00,1
2015/05/24 15:00:00,1
2015/02/01 08:00:00,2
2015/01/14 11:00:00,2
2015/04/11 14:00:00,1
2015/01/11 14:00:00,1
2015/02/09 05:00:00,3
2015/05/26 16:00:00,2
2015/03/07 04:00:00,3
2015/03/01 11:00:00,1
2015/05/20 17:00:00,2
2015/01/02 16:00:00,2
2015/02/10 13:00:00,1
2015/01/28 16:00:00,1
2015/02/06 19:00:00,11
2015/02/02 22:00:00,2
2015/04/07 06:00:00,1
2015/02/10 18:00:00,1
2015/01/26 19:00:00,1
2015/01/26 01:00:00,2
2015/04/30 06:00:00,1
2015/01/23 14:00:00,1
2015/04/27 12:00:00,2
2015/05/20 06:00:00,1
2015/01/31 14:00:00,2
2015/04/26 21:00:00,1
2015/03/31 06:00:00,1
2015/04/27 01:00:00,1
2015/05/02 21:00:00,1
2015/01/29 18:00:00,2
2015/03/28 04:00:00,2
2015/04/05 05:00:00,4
2015/01/18 15:00:00,2
2015/02/20 18:00:00,1
2015/01/12 00:00:00,1
2015/02/26 04:00:00,1
2015/03/30 18:00:00,1
2015/03/01 04:00:00,1
2015/01/15 22:00:00,1
2015/02/27 13:00:00,6
2015/03/08 22:00:00,1
2015/01/22 23:00:00,2
2015/03/05 09:00:00,10
2015/04/25 14:00:00,6
2015/02/11 17:00:00,1
2015/01/25 23:00:00,1
2015/01/27 07:00:00,2
2015/03/18 01:00:00,4
2015/01/10 06:00:00,1
2015/03/18 23:00:00,1
2015/03/20 16:00:00,1
2015/01/20 10:00:00,3
2015/05/22 08:00:00,1
2015/05/09 05:00:00,1
2015/03/31 17:00:00,2
2015/02/07 01:00:00,1
2015/05/29 18:00:00,3
2015/04/21 09:00:00,3
2015/02/03 20:00:00,1
2015/01/18 02:00:00,2
2015/04/19 08:00:00,1
2015/03/30 17:00:00,1
2015/03/09 13:00:00,2
2015/05/13 23:00:00,2
2015/03/10 04:00:00,1
2015/01/15 11:00:00,4
2015/03/20 01:00:00,1
2015/03/17 03:00:00,1
2015/05/12 17:00:00,1
2015/01/13 14:00:00,1
2015/03/05 14:00:00,2
2015/03/24 01:00:00,1
2015/03/29 20:00:00,1
2015/01/10 07:00:00,1
2015/04/21 03:00:00,3
2015/02/21 05:00:00,1
2015/03/23 04:00:00,1
2015/05/27 23:00:00,1
2015/02/09 10:00:00,1
2015/02/18 07:00:00,1
2015/05/10 08:00:00,1
2015/05/19 05:00:00,1
2015/01/29 07:00:00,2
2015/03/09 17:00:00,2
2015/04/16 14:00:00,2
2015/02/13 04:00:00,1
2015/05/04 18:00:00,1
2015/02/01 02:00:00,2
2015/01/20 09:00:00,1
2015/03/16 06:00:00,1
2015/04/18 09:00:00,1
2015/02/17 09:00:00,1
2015/04/27 18:00:00,3
2015/02/09 00:00:00,1
2015/04/26 09:00:00,2
2015/03/15 21:00:00,1
2015/01/24 12:00:00,1
2015/01/27 17:00:00,3
2015/01/16 23:00:00,1
2015/01/14 01:00:00,1
2015/02/05 13:00:00,2
2015/03/29 21:00:00,2
2015/01/11 04:00:00,1
2015/03/22 23:00:00,1
2015/01/21 15:00:00,1
2015/02/14 16:00:00,1
2015/02/28 14:00:00,2
2015/02/02 16:00:00,1
2015/04/20 16:00:00,2
2015/01/30 20:00:00,1
2015/03/17 23:00:00,1
2015/02/24 22:00:00,5
2015/01/18 23:00:00,1
2015/05/18 23:00:00,11
2015/05/29 06:00:00,1
2015/03/26 16:00:00,1
2015/05/25 15:00:00,1
2015/03/24 12:00:00,2
2015/04/12 07:00:00,1
2015/04/07 03:00:00,2
2015/02/07 20:00:00,2
2015/03/17 09:00:00,5
2015/05/17 17:00:00,2
2015/05/14 09:00:00,1
2015/03/27 21:00:00,2
2015/01/17 13:00:00,6
2015/01/30 12:00:00,1
2015/02/18 04:00:00,1
2015/03/08 15:00:00,2
2015/05/26 07:00:00,2
2015/03/11 13:00:00,3
2015/02/07 12:00:00,2
2015/02/06 06:00:00,3
2015/03/23 20:00:00,5
2015/02/09 19:00:00,8
2015/01/04 03:00:00,1
2015/02/28 19:00:00,1
2015/03/22 02:00:00,2
2015/04/07 15:00:00,1
2015/01/29 23:00:00,3
2015/03/19 02:00:00,2
2015/05/16 22:00:00,1
2015/05/06 23:00:00,1
2015/04/17 16:00:00,1
2015/02/22 02:00:00,2
2015/01/15 21:00:00,2
2015/01/09 15:00:00,3
2015/02/13 13:00:00,1
2015/05/13 18:00:00,1
2015/03/07 21:00:00,1
2015/01/26 18:00:00,1
2015/02/16 20:00:00,2
2015/04/30 13:00:00,2
2015/04/18 22:00:00,1
2015/03/14 05:00:00,1
2015/02/05 10:00:00,3
2015/04/26 02:00:00,1
2015/01/30 14:00:00,1
2015/02/23 05:00:00,2
2015/03/22 21:00:00,2
2015/03/07 20:00:00,1
2015/03/09 15:00:00,1
2015/04/08 18:00:00,2
2015/05/07 13:00:00,1
2015/04/13 21:00:00,1
2015/01/24 00:00:00,1
2015/01/10 10:00:00,2
2015/02/08 02:00:00,2
2015/04/12 21:00:00,1
2015/02/17 16:00:00,2
2015/02/07 18:00:00,1
2015/05/12 14:00:00,2
2015/05/09 08:00:00,2
2015/01/26 08:00:00,2
2015/05/02 17:00:00,1
2015/03/27 14:00:00,5
2015/01/17 18:00:00,1
2015/01/31 08:00:00,1
2015/01/16 12:00:00,1
2015/01/31 02:00:00,1
2015/03/27 18:00:00,2
2015/01/16 17:00:00,2
2015/05/02 20:00:00,2
2015/05/09 16:00:00,16
2015/01/23 04:00:00,1
2015/03/22 09:00:00,3
2015/05/16 01:00:00,2
2015/05/04 03:00:00,1
2015/02/08 18:00:00,2
2015/02/06 07:00:00,1
2015/01/21 23:00:00,1
2015/03/08 22:00:00,2
2015/03/09 02:00:00,1
2015/04/09 16:00:00,1
2015/05/30 07:00:00,5
2015/03/12 09:00:00,2
2015/01/09 12:00:00,2
2015/03/18 15:00:00,1
2015/01/08 05:00:00,1
2015/05/17 19:00:00,1
2015/01/15 14:00:00,2
2015/05/08 15:00:00,1
2015/02/12 10:00:00,1
2015/01/04 06:00:00,1
2015/03/18 13:00:00,1
2015/04/29 21:00:00,1
2015/04/13 19:00:00,3
2015/02/28 21:00:00,2
2015/04/12 18:00:00,1
2015/01/31 05:00:00,2
2015/03/16 10:00:00,1
2015/02/23 06:00:00,1
2015/01/11 10:00:00,1
2015/04/24 17:00:00,1
2015/04/28 02:00:00,1
2015/03/20 07:00:00,4
2015/01/15 20:00:00,1
2015/03/15 16:00:00,4
2015/02/10 02:00:00,2
2015/01/07 01:00:00,1
2015/04/16 10:00:00,2
2015/05/09 16:00:00,2
2015/02/10 06:00:00,1
2015/02/12 20:00:00,2
2015/04/25 06:00:00,2
2015/04/21 12:00:00,1
2015/05/03 17:00:00,4
2015/01/02 13:00:00,1
2015/04/17 08:00:00,1
2015/05/18 14:00:00,2
2015/05/28 01:00:00,1
2015/04/08 12:00:00,1
2015/05/15 18:00:00,1
2015/04/21 12:00:00,2
2015/04/12 00:00:00,1
2015/05/04 05:00:00,1
2015/05/05 11:00:00,1
2015/01/10 20:00:00,1
2015/02/11 11:00:00,1
2015/01/04 06:00:00,2
2015/02/11 07:00:00,1
2015/04/26 18:00:00,2
2015/02/03 06:00:00,3
2015/03/25 02:00:00,2
2015/05/14 12:00:00,1
2015/04/06 22:00:00,1
2015/02/19 02:00:00,1
2015/05/06 06:00:00,1
2015/02/03 00:00:00,2
2015/05/09 02:00:00,1
2015/01/02 13:00:00,1
2015/04/15 10:00:00,1
2015/02/14 06:00:00,1
2015/02/22 15:00:00,3
2015/04/04 07:00:00,1
2015/02/25 17:00:00,1
2015/03/11 11:00:00,6
2015/01/18 20:00:00,1
2015/01/19 09:00:00,2
2015/04/09 05:00:00,1
2015/01/02 04:00:00,1
2015/05/27 05:00:00,1
2015/01/24 20:00:00,1
2015/03/09 08:00:00,2
2015/01/15 18:00:00,2
2015/02/27 16:00:00,1
2015/04/20 18:00:00,1
2015/04/05 02:00:00,1
2015/02/06 22:00:00,2
2015/03/31 14:00:00,4
2015/04/12 14:00:00,1
2015/03/09 15:00:00,3
2015/03/01 18:00:00,1
2015/01/25 02:00:00,2
2015/04/18 11:00:00,1
2015/04/27 08:00:00,2
2015/04/29 12:00:00,1
2015/03/02 01:00:00,1
2015/04/03 11:00:00,2
2015/04/11 18:00:00,3
2015/02/06 07:00:00,1
2015/05/28 03:00:00,2
2015/03/29 06:00:00,3
2015/02/18 00:00:00,3
2015/03/21 15:00:00,1
2015/03/05 20:00:00,2
2015/02/05 07:00:00,1
2015/04/01 19:00:00,1
2015/01/18 21:00:00,1
2015/03/21 10:00:00,4
2015/04/20 08:00:00,2
2015/02/08 06:00:00,3
2015/01/24 17:00:00,2
2015/05/15 17:00:00,1
2015/03/22 13:00:00,1
2015/03/18 23:00:00,12
2015/01/03 14:00:00,1
2015/04/06 02:00:00,1
2015/02/09 23:00:00,2
2015/05/01 02:00:00,4
2015/04/16 09:00:00,1
2015/04/29 19:00:00,2
2015/04/19 03:00:00,1
2015/03/16 02:00:00,47
2015/03/08 11:00:00,1
2015/05/19 22:00:00,1
2015/01/09 16:00:00,2
2015/03/02 07:00:00,2
2015/04/05 13:00:00,2
2015/01/03 21:00:00,1
2015/01/13 00:00:00,1
2015/03/10 01:00:00,2
2015/04/03 06:00:00,1
2015/03/03 13:00:00,3
2015/03/03 07:00:00,2
2015/04/09 19:00:00,1
2015/05/03 01:00:00,1
2015/01/14 18:00:00,2
2015/03/07 18:00:00,1
2015/03/28 04:00:00,1
2015/03/27 02:00:00,2
2015/05/24 17:00:00,2
2015/05/18 07:00:00,1
2015/05/12 13:00:00,2
2015/04/26 11:00:00,1
2015/02/10 22:00:00,1
2015/03/22 19:00:00,1
2015/01/18 02:00:00,4
2015/04/25 05:00:00,1
2015/05/08 02:00:00,2
2015/03/15 23:00:00,1
2015/04/22 10:00:00,1
2015/05/27 14:00:00,2
2015/02/22 11:00:00,1
2015/05/16 01:00:00,1
2015/05/08 19:00:00,4
2015/01/04 11:00:00,1
2015/05/25 22:00:00,1
2015/04/17 04:00:00,3
2015/03/11 13:00:00,3
2015/02/20 23:00:00,1
2015/05/04 06:00:00,2
2015/03/28 03:00:00,1
2015/02/03 00:00:00,2
2015/04/04 17:00:00,1
2015/02/24 22:00:00,2
2015/02/08 10:00:00,1
2015/01/03 17:00:00,1
2015/03/03 02:00:00,1
2015/03/28 06:00:00,8
2015/03/17 09:00:00,3
2015/05/19 00:00:00,2
2015/03/01 03:00:00,1
2015/05/14 09:00:00,1
2015/01/28 06:00:00,2
2015/01/03 01:00:00,2
2015/02/06 00:00:00,3
2015/05/29 12:00:00,1
2015/05/07 18:00:00,1
2015/05/13 00:00:00,3
2015/02/04 07:00:00,2
2015/01/21 01:00:00,5
2015/03/18 13:00:00,4
2015/01/20 08:00:00,1
2015/01/20 20:00:00,2
2015/01/07 18:00:00,1
2015/03/02 01:00:00,1
2015/05/03 22:00:00,2
2015/03/04 22:00:00,1
2015/04/22 23:00:00,3
2015/02/26 16:00:00,2
2015/01/14 11:00:00,1
2015/02/24 03:00:00,2
2015/02/12 10:00:00,2
2015/02/21 15:00:00,2
2015/05/16 00:00:00,2
2015/05/17 20:00:00,1
2015/05/17 18:00:00,1
2015/01/17 04:00:00,3
2015/01/14 04:00:00,2
2015/01/21 01:00:00,3
2015/02/10 16:00:00,1
2015/03/31 01:00:00,9
2015/01/18 20:00:00,1
2015/02/27 14:00:00,1
2015/03/21 17:00:00,2
2015/04/16 00:00:00,2
2015/03/07 05:00:00,2
2015/05/23 14:00:00,1
2015/01/28 11:00:00,2
2015/05/29 23:00:00,1
2015/04/28 19:00:00,1
2015/02/26 17:00:00,3
2015/02/06 17:00:00,2
2015/02/09 20:00:00,1
2015/01/19 16:00:00,2
2015/02/06 00:00:00,1
2015/01/31 08:00:00,2
2015/04/13 14:00:00,2
2015/04/01 02:00:00,1
2015/03/04 00:00:00,1
2015/01/16 21:00:00,2
2015/03/17 09:00:00,1
2015/04/28 03:00:00,6
2015/03/05 23:00:00,3
2015/05/25 19:00:00,2
2015/03/25 03:00:00,34
2015/03/20 11:00:00,2
2015/04/10 06:00:00,1
2015/02/24 06:00:00,2
2015/04/11 01:00:00,1
2015/01/13 00:00:00,5
2015/03/07 11:00:00,1
2015/03/04 00:00:00,2
2015/03/28 13:00:00,2
2015/04/17 01:00:00,2
2015/03/11 05:00:00,2
2015/02/15 07:00:00,1
2015/02/01 03:00:00,2
2015/05/29 02:00:00,1
2015/01/07 15:00:00,2
2015/04/15 14:00:00,4
2015/01/07 13:00:00,3
2015/02/11 08:00:00,6
2015/01/09 16:00:00,2
2015/01/23 17:00:00,2
2015/04/10 10:00:00,2
2015/05/20 21:00:00,1
2015/05/01 04:00:00,1
2015/01/31 00:00:00,1
2015/04/10 11:00:00,2
2015/03/18 04:00:00,2
2015/01/29 00:00:00,1
2015/05/09 03:00:00,2
2015/02/21 20:00:00,2
2015/01/09 12:00:00,2
2015/01/29 20:00:00,2
