_comment,year,fertility,life_expect,n_fertility,n_life_expect,country,p_fertility,p_life_expect
,1980,1.9,67.24,3.14,57.3,China,2.13,58.96
,1965,2.84,71.59,2.36,64.85,China,2.5,76.17
,1995,4.41,76.7,4.42,79.14,China,7.28,70.02
,1985,5.32,78.2,2.91,58.35,China,7.05,69.62
,1965,7.63,55.53,4.28,61.17,China,2.13,57.51
,1990,7.42,74.5,1.84,67.15,Colombia,2.19,76.36
,1975,3.34,69.9,1.5,64.6,Colombia,7.59,59.19
,1960,8.09,59.78,1.67,58.58,Colombia,1.75,60.5
,1970,2.86,67.17,1.1,58.74,Colombia,5.47,59.34
,1955,1.58,57.65,2.09,52.9,Colombia,7.18,49.0
,1990,2.69,69.2,5.66,61.57,Colombia,7.79,
,1975,4.99,81.49,4.94,79.09,Colombia,2.65,62.54
,1990,4.73,73.46,5.29,69.8,Colombia,4.29,47.15
,1970,3.32,69.55,2.73,71.12,Colombia,3.67,59.78
,1970,7.03,53.2,2.93,69.46,Colombia,4.83,67.42
,1960,1.72,72.76,3.39,63.83,Colombia,5.34,61.23
,1985,5.41,58.33,1.77,69.74,Colombia,2.95,60.51
,1990,1.12,59.29,3.4,70.79,Costa Rica,7.86,79.14
,1975,5.33,68.16,6.93,64.21,Costa Rica,6.66,65.28
,1960,1.15,73.77,,71.52,Costa Rica,1.96,65.51
,2000,3.39,66.46,4.47,57.18,Costa Rica,5.0,77.27
,1965,6.86,56.05,5.57,52.59,Costa Rica,6.33,67.97
,1970,2.44,66.59,3.13,78.61,Costa Rica,6.57,69.34
,2000,5.27,53.27,,75.97,Costa Rica,4.15,73.07
,1995,1.85,69.51,1.48,65.83,Costa Rica,1.84,58.07
,1970,4.95,74.05,1.03,63.15,Costa Rica,5.11,52.45
,1985,3.98,55.6,2.38,60.48,Costa Rica,6.17,75.29
,1965,4.72,68.37,4.87,80.95,Costa Rica,2.11,52.61
,1975,6.36,51.32,4.09,46.24,Costa Rica,,61.44
,1955,7.43,65.49,2.99,74.43,Costa Rica,4.96,60.8
,1965,4.48,66.98,2.23,60.95,Costa Rica,1.45,70.53
,2000,4.69,68.29,2.53,71.16,Croatia,7.97,51.65
,1960,3.57,57.63,2.47,64.65,Croatia,5.34,64.17
,1985,3.34,51.27,7.8,58.34,Croatia,5.14,60.67
,1995,2.39,81.57,2.02,66.83,Croatia,1.28,61.77
,1965,7.36,65.57,7.0,81.57,Croatia,2.35,
,1985,7.34,63.39,1.9,74.41,Croatia,6.67,54.2
,1955,6.53,63.34,,,Croatia,6.07,79.29
,1960,5.29,66.52,2.86,67.85,Croatia,2.63,70.74
,1980,1.71,58.34,1.84,,Croatia,7.56,52.89
,1965,4.09,76.16,2.02,76.98,Croatia,4.79,64.12
,1970,5.84,70.64,3.21,,Croatia,1.49,71.82
,2000,6.02,64.25,8.23,70.81,Croatia,7.87,56.9
,1995,6.13,60.71,3.13,62.14,Croatia,2.52,58.44
,1995,1.6,71.92,1.19,66.68,Croatia,2.94,55.54
,1980,3.89,81.57,2.28,66.9,Cuba,2.81,65.86
,2000,5.6,66.04,6.69,79.6,Cuba,6.91,64.76
,1985,7.52,53.37,2.53,65.37,Cuba,7.3,66.15
,1955,6.31,75.81,2.97,62.23,Cuba,3.85,50.07
,1990,5.72,64.48,3.57,74.17,Cuba,3.86,72.95
,1960,5.43,54.76,4.66,71.32,Cuba,4.3,58.11
,1965,5.6,69.88,,,Cuba,8.13,74.75
,1995,4.77,50.12,4.85,66.6,Cuba,5.85,68.72
,1960,6.94,64.3,3.89,69.67,Dominican Republic,6.41,
,1990,5.0,68.42,1.83,64.53,Dominican Republic,6.29,61.13
,1955,7.32,65.58,6.04,58.38,Dominican Republic,5.94,69.46
,1960,3.44,71.19,,71.81,Dominican Republic,7.47,51.97
,1980,7.55,76.89,3.25,72.66,Dominican Republic,3.33,55.79
,2000,5.72,61.0,2.89,64.61,Dominican Republic,3.81,45.17
,2000,7.76,62.1,4.51,72.03,Dominican Republic,1.85,72.97
,1975,6.35,80.94,4.87,47.41,Ecuador,4.5,72.18
,1960,5.74,75.04,1.91,64.76,Ecuador,2.3,72.98
,1970,2.84,58.8,1.49,57.8,Ecuador,3.88,50.11
,2000,6.93,75.09,2.33,69.09,Ecuador,2.33,
,1980,2.88,69.86,4.35,66.03,Ecuador,7.39,56.17
,1995,1.42,66.65,3.77,70.38,Ecuador,2.5,80.24
,1990,1.44,77.86,1.58,57.22,Ecuador,4.38,63.52
,1975,3.43,81.57,5.42,57.36,Ecuador,3.29,61.65
,1975,2.23,80.3,4.72,,Ecuador,8.14,55.24
,1995,4.21,59.37,3.93,81.57,Ecuador,2.46,60.53
,1985,6.78,51.92,8.23,74.28,Ecuador,2.99,56.82
,2000,1.67,71.9,2.37,81.57,Ecuador,,80.24
,1955,3.44,74.28,2.13,63.24,Ecuador,5.28,
,1985,4.5,55.7,,64.39,Ecuador,1.81,
,1970,7.36,63.04,3.17,70.52,Egypt,,59.35
,1975,7.61,70.27,8.23,72.89,Egypt,6.46,52.26
,1995,5.73,56.39,1.74,,Egypt,7.5,72.99
,2000,7.78,76.78,1.68,78.15,Egypt,6.07,64.3
,1980,3.48,73.91,8.23,68.82,Egypt,5.31,63.87
,1965,7.51,62.55,3.05,65.71,Egypt,5.85,59.93
,1980,4.97,64.67,2.21,59.88,Egypt,7.76,58.94
,1960,7.0,54.19,3.8,63.59,Egypt,7.55,57.98
,1970,7.45,58.05,2.26,63.58,Egypt,2.98,56.81
,1990,1.82,61.09,2.69,38.51,Egypt,2.06,55.18
,1990,5.57,53.32,2.71,81.57,Egypt,6.98,
,1995,1.67,62.66,2.74,68.6,Egypt,3.58,68.38
,1975,7.59,72.95,2.94,69.82,Egypt,3.74,43.83
,1965,2.96,61.86,4.11,,Egypt,7.9,74.73
,1960,3.78,59.35,4.34,65.0,Egypt,2.48,67.99
,1965,5.46,70.81,2.49,57.46,Egypt,1.26,80.24
,1985,5.32,55.78,6.87,69.81,El Salvador,5.94,64.77
,1990,1.67,68.34,4.37,64.24,El Salvador,1.63,74.03
,1960,1.74,68.74,3.33,69.09,El Salvador,7.08,68.98
,1970,6.04,75.88,,70.43,El Salvador,7.04,77.73
,2000,4.02,61.45,3.14,57.62,El Salvador,5.28,67.06
,1995,1.08,70.32,1.88,51.38,Finland,5.91,46.74
,1995,1.37,53.72,3.86,,Finland,8.02,66.23
,1965,7.56,81.57,2.56,64.73,Finland,7.94,52.84
,1960,1.82,59.74,5.19,55.79,Finland,,49.95
,1995,8.02,63.27,1.32,64.31,Finland,4.14,65.44
,1955,7.64,52.03,4.77,55.09,Finland,5.87,78.82
,1995,4.52,51.73,,,Finland,,49.15
,1955,2.01,67.38,4.31,65.11,Finland,6.8,80.24
,2000,1.21,65.34,3.1,64.42,Finland,1.37,64.73
,1970,6.15,70.84,8.23,67.79,Finland,6.8,79.78
,1990,2.66,72.0,3.1,61.43,France,7.49,63.63
,2000,6.45,68.73,2.25,72.37,France,3.56,78.8
,1995,1.57,59.22,3.64,75.28,France,4.91,54.58
,1965,3.46,57.99,7.27,72.47,France,2.69,66.9
,1980,3.43,53.35,2.67,81.57,France,2.28,55.14
,1985,5.61,81.57,8.23,58.12,France,3.78,72.78
,1960,2.52,63.94,2.17,58.8,France,,72.12
,1955,3.42,65.35,2.81,77.25,France,4.36,70.36
,2000,6.98,61.88,3.83,64.66,France,2.44,65.05
,1985,2.35,63.73,6.33,71.88,France,6.36,
,1985,2.92,78.6,,66.97,France,7.18,61.93
,1990,5.31,60.91,,69.56,France,1.25,
,1995,1.34,77.54,6.08,74.95,Georgia,6.28,79.41
,1955,8.23,61.52,2.33,69.28,Georgia,3.52,80.24
,1980,1.98,76.17,3.51,65.23,Georgia,1.59,72.05
,1990,2.38,81.57,3.37,68.51,Georgia,2.76,73.97
,1985,2.92,81.5,5.58,72.66,Georgia,5.18,67.15
,1965,4.54,58.2,3.86,64.6,Georgia,2.61,63.19
,1985,3.8,75.45,3.23,59.7,Georgia,5.72,75.97
,1995,6.48,42.72,3.44,60.68,Georgia,,
,1970,4.68,66.78,6.85,69.37,Georgia,4.99,77.66
,1965,7.21,74.6,4.73,66.54,Georgia,3.82,68.08
,1975,4.45,58.45,5.22,63.28,Georgia,1.63,67.57
,1975,4.17,54.14,4.06,63.53,Germany,6.71,57.97
,1955,3.14,65.07,2.39,62.19,Germany,2.78,47.13
,1960,5.07,65.32,1.7,63.46,Germany,4.48,64.29
,1980,2.29,81.57,,,Germany,3.68,66.71
,1960,7.37,72.03,7.57,66.96,Germany,4.81,78.6
,1990,5.66,60.24,2.57,74.55,Germany,4.8,68.0
,1990,6.6,56.64,1.95,70.15,Greece,6.69,72.05
,1965,4.14,59.7,4.17,74.35,Greece,4.2,
,2000,3.49,61.25,2.26,60.89,Greece,5.39,53.28
,1990,7.0,61.85,5.99,68.79,Greece,1.74,58.24
,1980,2.73,68.06,4.28,78.95,Greece,4.76,69.74
,1995,7.1,70.81,1.03,79.39,Greece,8.19,59.42
,1985,5.53,67.64,2.88,75.76,Greece,4.11,62.29
,1995,1.43,69.05,3.59,63.54,Greece,4.57,59.55
,1965,2.9,61.81,8.1,69.4,Greece,4.65,76.61
,1985,6.13,78.83,4.94,64.27,Greece,,65.54
,1990,5.23,81.57,3.58,63.59,Greece,7.72,66.42
,2000,1.31,69.28,2.54,69.5,Grenada,,61.35
,2000,5.19,58.23,2.21,59.13,Grenada,6.65,61.59
,2000,6.78,50.8,3.05,51.78,Grenada,3.81,73.39
,1965,7.19,65.89,2.61,63.41,Grenada,7.27,58.04
,1960,7.79,67.01,4.13,73.04,Grenada,5.18,80.24
,1995,4.58,74.23,6.85,77.76,Grenada,2.19,63.67
,2000,7.85,71.24,7.14,81.57,Grenada,7.42,73.78
,2000,5.36,44.82,1.29,58.43,Grenada,4.62,53.94
,1960,6.63,81.55,5.17,69.56,Grenada,4.39,78.31
,1965,8.21,59.63,5.82,48.58,Haiti,3.54,73.2
,1990,2.84,46.24,3.99,69.39,Haiti,3.47,72.83
,1980,5.22,56.84,6.15,54.84,Haiti,4.02,70.22
,1985,5.91,76.26,4.23,63.64,Haiti,6.86,62.27
,1960,5.44,76.82,3.35,75.1,Haiti,7.22,73.26
,1975,7.9,69.92,2.86,,Haiti,3.84,51.66
,1990,7.7,66.89,4.92,57.34,Haiti,5.92,72.89
,1955,6.82,64.1,6.63,77.44,Haiti,6.47,65.56
,1995,3.64,64.74,,70.27,Haiti,3.78,75.64
,1960,1.86,55.84,8.23,74.52,"Hong Kong, China",7.03,
,1975,1.89,69.05,5.91,61.44,"Hong Kong, China",,80.24
,1975,1.18,62.3,2.65,74.61,"Hong Kong, China",8.1,63.63
,1990,3.84,65.78,1.46,,"Hong Kong, China",5.8,59.87
,1995,6.06,74.73,4.02,71.56,Iceland,4.62,73.24
,1975,2.65,69.36,2.43,67.72,Iceland,,58.11
,1975,5.63,66.54,7.46,81.57,Iceland,4.62,61.11
,1960,4.86,62.77,4.64,81.57,Iceland,7.48,68.02
,1985,2.51,53.18,3.19,81.57,Iceland,6.97,44.98
,1975,4.39,48.77,1.85,77.4,Iceland,4.1,55.93
,1980,4.48,58.86,1.03,,Iceland,4.68,71.15
,1955,2.08,63.62,5.84,81.57,Iceland,,59.46
,1965,1.29,81.45,,57.49,Iceland,6.94,67.09
,2000,6.65,71.43,3.76,,Iceland,5.58,59.38
,1975,1.8,55.8,2.65,81.57,India,1.9,
,1960,1.54,61.79,3.6,62.78,India,4.0,46.42
,1975,1.13,61.83,5.05,67.89,India,4.07,73.75
,1960,6.26,59.76,8.23,61.35,India,7.56,60.06
,1990,5.04,49.77,2.64,61.47,India,4.39,71.54
,1960,7.11,70.39,1.59,79.18,India,2.05,59.23
,1960,2.11,70.22,4.2,53.85,India,8.23,
,2000,5.85,48.24,7.11,49.4,India,5.41,
,1975,7.59,65.35,4.47,74.78,India,6.81,52.75
,1970,5.22,65.13,2.73,69.75,India,6.09,
,1955,7.46,72.69,2.57,72.23,India,6.31,54.9
,1990,7.56,54.62,1.36,65.56,India,8.17,69.06
,1985,1.37,74.27,2.69,56.83,India,1.25,64.62
,1980,3.66,54.67,,,India,6.06,57.26
,2000,7.52,45.06,3.93,80.75,India,7.57,52.07
,1990,5.12,75.92,1.55,,Indonesia,2.86,62.16
,1970,8.18,66.29,5.9,71.86,Indonesia,2.7,68.68
,1970,4.58,67.25,,74.87,Indonesia,4.03,60.84
,1965,2.83,68.29,3.2,65.57,Indonesia,6.3,67.8
,1985,7.8,66.36,1.59,78.59,Indonesia,6.85,62.77
,1955,4.13,63.58,3.49,65.67,Indonesia,6.24,
,1965,6.5,69.52,4.54,68.94,Indonesia,8.14,77.47
,1980,4.04,71.89,5.9,57.16,Indonesia,,
,1985,6.72,75.26,4.72,63.85,Indonesia,2.21,78.75
,1965,1.89,60.22,3.93,61.5,Indonesia,7.5,52.27
,1990,1.68,81.57,5.7,74.55,Indonesia,6.83,73.13
,1955,4.75,75.39,1.94,,Indonesia,7.71,49.11
,1985,2.47,45.09,8.23,71.84,Indonesia,7.35,66.3
,1995,1.43,69.14,2.27,65.9,Indonesia,2.09,73.17
,1960,1.43,56.62,2.52,70.03,Indonesia,7.78,73.86
,1975,2.28,69.0,2.37,68.36,Indonesia,2.45,61.08
,1960,7.4,70.08,7.31,68.95,Indonesia,5.17,
,1965,3.13,69.41,1.68,64.8,Indonesia,4.43,52.65
,1970,5.12,74.3,2.33,60.53,Iran,7.65,51.75
,1955,3.86,58.26,2.23,,Iran,5.98,71.53
,2000,5.97,61.9,1.89,70.54,Iran,3.14,
,1975,1.8,74.81,2.42,60.18,Iraq,7.35,64.47
,1955,3.44,78.53,1.7,72.97,Iraq,3.56,77.59
,1960,4.01,71.03,8.23,68.12,Iraq,5.19,62.37
,1985,5.27,51.14,1.44,,Iraq,6.28,67.42
,1955,3.7,50.84,,63.84,Iraq,2.22,69.24
,1975,7.38,66.75,3.34,81.29,Iraq,5.71,78.83
,1975,6.71,81.57,4.23,64.53,Iraq,5.38,77.91
,1955,3.7,76.3,,65.12,Iraq,5.88,67.89
,1995,8.13,71.51,5.01,77.5,Iraq,7.98,75.38
,1995,5.27,76.74,2.57,62.45,Ireland,6.54,80.24
,1995,7.14,53.44,1.41,80.5,Ireland,6.2,56.7
,1980,8.01,76.92,8.23,58.55,Ireland,4.3,51.26
,1995,3.5,72.18,5.44,76.87,Ireland,6.46,
,1985,2.42,66.87,3.14,64.02,Ireland,3.48,50.43
,1980,3.56,71.84,8.23,76.0,Ireland,5.87,80.24
,1990,4.3,62.84,6.23,68.52,Ireland,4.17,79.56
,2000,1.12,75.84,2.9,74.6,Ireland,4.42,75.52
,1975,4.01,62.54,,70.99,Ireland,6.51,79.14
,1975,6.84,81.57,6.86,,Ireland,4.11,69.5
,1995,6.83,65.29,2.87,77.06,Israel,3.3,62.13
,1965,6.91,64.36,4.21,68.96,Israel,8.14,73.31
,1985,2.38,49.22,4.13,81.57,Israel,3.91,62.38
,1985,6.87,60.98,4.75,58.92,Israel,7.48,79.86
,1995,6.03,63.53,6.12,75.73,Israel,4.53,69.48
,1970,3.85,54.99,3.82,70.84,Israel,6.15,67.76
,2000,1.09,68.77,2.45,69.71,Israel,5.13,55.41
,1975,4.39,81.57,3.32,53.9,Israel,6.77,65.26
,1955,2.09,58.88,3.94,70.73,Israel,,75.54
,1975,1.53,77.98,,57.05,Israel,7.97,71.86
,1960,4.91,52.82,2.58,66.98,Israel,4.7,63.3
,1955,6.35,55.56,4.1,60.24,Israel,5.59,46.59
,1980,5.24,54.99,4.1,67.49,Israel,5.61,79.89
,1960,3.49,49.41,4.24,72.77,Israel,2.88,69.44
,1980,8.16,68.57,3.38,53.3,Israel,,56.68
,1975,5.05,63.63,5.27,63.9,Israel,7.48,65.13
,1990,8.17,72.64,2.66,73.57,Italy,3.37,57.33
,1990,2.96,67.26,,71.15,Italy,7.27,80.24
,2000,5.07,66.6,4.52,,Italy,3.05,51.54
,1970,4.52,57.52,1.11,81.57,Italy,7.99,70.84
,2000,5.95,66.29,8.23,64.22,Italy,4.02,76.53
,1955,4.26,69.54,1.85,,Italy,7.3,
,1960,2.0,74.85,1.58,,Jamaica,4.32,48.29
,1965,1.31,53.98,3.78,,Jamaica,6.71,75.29
,1985,6.18,64.45,1.63,55.99,Jamaica,4.88,
,1980,1.28,77.76,,63.33,Jamaica,4.02,68.2
,1980,3.63,57.16,1.64,69.33,Jamaica,3.78,70.33
,1975,5.22,77.19,3.08,52.19,Jamaica,7.28,68.4
,1995,4.85,70.28,7.64,56.47,Jamaica,2.82,80.24
,2000,4.22,66.57,1.97,72.48,Jamaica,7.44,80.24
,2000,4.49,52.28,6.78,68.85,Jamaica,,80.24
,1955,7.84,63.54,4.58,61.58,Japan,2.37,80.24
,1975,3.91,80.39,8.23,65.08,Japan,1.23,70.82
,1955,6.94,49.28,4.65,73.18,Japan,1.52,59.32
,2000,8.02,51.69,5.75,,Japan,2.8,66.36
,1960,5.29,70.0,4.89,75.54,Japan,8.14,67.09
,1975,5.46,64.49,6.19,62.08,Japan,7.02,80.24
,1985,5.22,52.1,2.13,56.91,Japan,,51.6
,1985,8.16,76.94,2.26,59.4,Japan,,70.2
,1995,5.1,78.23,2.61,,Japan,,64.72
,1960,2.4,81.41,2.42,62.93,Japan,5.46,68.07
,1985,2.56,74.12,6.18,81.57,Kenya,2.07,75.9
,1965,3.32,69.03,2.35,,Kenya,5.69,
,1970,3.51,68.57,2.89,69.13,Kenya,4.76,55.98
,1960,6.18,69.92,1.87,59.19,Kenya,,78.89
,1960,4.73,67.72,1.49,81.57,Kenya,3.75,
,1985,6.87,52.31,1.76,61.03,Kenya,7.87,64.72
,1965,3.11,76.23,2.97,79.28,Kenya,5.91,71.95
,1995,1.07,75.77,,75.23,Kenya,6.96,69.43
,1965,4.92,57.05,3.78,58.15,Kenya,2.84,
,1975,2.49,70.33,2.24,59.41,Kenya,4.28,61.64
,2000,4.81,67.07,2.42,69.17,Kenya,4.02,56.68
,2000,1.08,53.12,1.84,61.85,Kenya,4.45,55.29
,1960,1.21,61.78,3.05,81.57,Kenya,3.79,74.37
,1955,7.44,81.57,2.07,77.91,Kenya,4.43,70.29
,1970,7.47,77.55,3.08,52.05,Lebanon,5.98,65.68
,1980,5.83,81.57,7.21,,Lebanon,1.86,50.69
,1985,7.48,67.45,7.42,75.65,Lebanon,5.57,66.54
,2000,3.61,64.31,2.05,70.25,Lebanon,4.77,61.99
,1955,1.52,67.74,8.23,73.11,Lebanon,8.14,58.87
,1975,1.51,67.38,7.51,78.59,Lebanon,3.18,80.24
,1995,2.4,72.77,,48.89,Mexico,7.99,67.55
,1965,6.67,71.99,3.01,58.83,Mexico,1.44,
,1960,4.44,70.11,2.12,72.49,Mexico,,68.3
,1975,3.22,55.15,6.33,69.93,Mexico,1.23,80.24
,1955,6.77,65.49,3.63,54.93,Mexico,3.8,62.67
,1975,3.53,50.05,,,Mexico,4.46,63.13
,2000,4.19,54.64,4.29,63.12,Mexico,4.37,66.47
,1990,5.4,56.36,1.5,52.11,Mexico,6.59,48.55
,1980,5.57,62.96,2.57,72.41,Mexico,2.98,59.04
,1960,2.92,81.57,2.84,54.12,Mexico,6.5,57.44
,1975,1.18,74.91,3.96,,Mexico,,73.93
,2000,2.08,62.65,1.27,63.85,Netherlands,6.06,
,1980,1.29,70.34,3.12,63.7,Netherlands,2.77,59.38
,1955,1.52,58.46,,71.75,Netherlands,1.93,60.43
,2000,4.42,65.41,,62.85,Netherlands,3.36,75.71
,1955,1.55,45.48,,77.64,Netherlands,1.83,71.04
,1980,4.71,56.81,3.19,56.44,Netherlands,,65.9
,1995,3.19,72.51,2.62,70.79,Netherlands,,62.09
,2000,4.64,59.28,3.22,69.04,New Zealand,8.01,69.4
,1985,6.83,58.5,3.39,66.98,New Zealand,5.37,52.54
,1960,7.67,74.66,4.08,72.95,New Zealand,7.16,62.43
,1975,5.61,60.14,2.71,,New Zealand,4.49,61.34
