Species,Island,Beak Length (mm),Beak Depth (mm),Flipper Length (mm),Body Mass (g),Sex
Adelie,Biscoe,37.9,20.3,219,3715,MALE
Adelie,Torgersen,41.1,17.9,208,4256,MALE
Adelie,Biscoe,37.0,17.0,177,3949,FEMALE
Adelie,Biscoe,37.8,18.0,199,3413,MALE
Adelie,Dream,42.8,18.7,207,2786,
Adelie,Biscoe,35.7,17.7,214,4162,FEMALE
Adelie,Torgersen,37.6,16.1,195,2961,MALE
Adelie,Biscoe,40.8,18.5,217,3586,FEMALE
Adelie,Biscoe,41.3,17.0,195,3472,FEMALE
Adelie,Torgersen,39.2,17.2,205,3934,MALE
Adelie,Dream,38.7,18.4,192,3928,
Adelie,Biscoe,38.8,18.5,216,3794,
Adelie,Biscoe,37.3,16.6,222,3212,MALE
Adelie,Biscoe,36.4,15.9,216,3031,FEMALE
Adelie,Dream,41.4,16.8,192,4105,MALE
Adelie,Dream,36.7,17.1,200,3045,MALE
Adelie,Torgersen,45.6,18.5,231,4769,MALE
Adelie,Torgersen,37.6,18.8,203,3709,FEMALE
Adelie,Torgersen,37.8,18.9,190,3822,MALE
Adelie,Torgersen,39.6,19.3,206,3541,FEMALE
Adelie,Dream,36.6,17.8,224,3660,MALE
Adelie,Biscoe,35.7,19.1,196,3900,FEMALE
Adelie,Torgersen,41.5,19.5,202,3915,MALE
Adelie,Torgersen,39.6,19.4,217,4016,MALE
Adelie,Dream,35.0,17.0,200,3331,FEMALE
Adelie,Biscoe,35.9,18.6,197,3173,FEMALE
Adelie,Dream,41.4,18.1,195,3410,FEMALE
Adelie,Biscoe,34.5,18.7,221,3920,FEMALE
Adelie,Torgersen,38.1,18.5,220,2802,FEMALE
Adelie,Torgersen,39.5,18.5,222,3903,FEMALE
Adelie,Biscoe,36.7,18.9,192,3931,MALE
Adelie,Dream,41.8,19.1,213,3082,FEMALE
Adelie,Biscoe,41.5,17.4,195,3399,MALE
Adelie,Biscoe,36.3,17.2,212,3032,FEMALE
Adelie,Torgersen,40.1,20.5,204,4008,MALE
Adelie,Dream,36.0,18.0,207,2995,FEMALE
Adelie,Dream,37.7,18.3,198,3287,MALE
Adelie,Biscoe,41.1,18.1,218,3949,MALE
Adelie,Dream,40.6,19.2,214,3728,FEMALE
Adelie,Torgersen,38.6,16.5,220,4389,FEMALE
Adelie,Biscoe,35.5,17.8,194,2974,FEMALE
Adelie,Dream,38.5,17.9,201,3608,FEMALE
Adelie,Biscoe,41.1,17.2,208,3507,MALE
Adelie,Biscoe,39.7,16.2,193,3957,MALE
Adelie,Dream,39.1,18.0,193,3485,FEMALE
Adelie,Biscoe,39.8,18.9,206,3594,FEMALE
Adelie,Torgersen,33.1,16.5,191,3542,MALE
Adelie,Dream,42.5,17.1,214,3020,FEMALE
Adelie,Torgersen,41.1,19.5,199,3464,FEMALE
Adelie,Dream,45.8,17.5,201,3579,MALE
Adelie,Dream,40.5,19.1,200,4012,FEMALE
Adelie,Dream,39.7,21.2,206,3092,FEMALE
Adelie,Dream,39.7,17.6,190,3570,MALE
Adelie,Biscoe,41.1,19.1,201,3798,FEMALE
Adelie,Dream,38.1,20.6,202,4013,FEMALE
Adelie,Biscoe,40.2,16.8,195,3003,FEMALE
Adelie,Dream,40.3,16.9,197,4262,FEMALE
Adelie,Dream,43.1,18.4,197,3998,FEMALE
Adelie,Biscoe,37.7,20.1,181,3697,MALE
Adelie,Biscoe,36.2,18.6,227,4127,MALE
Adelie,Dream,40.2,18.6,190,4896,FEMALE
Chinstrap,Dream,45.2,16.4,231,4002,FEMALE
Chinstrap,Dream,46.0,19.4,185,3484,MALE
Chinstrap,Dream,52.8,19.5,193,4084,MALE
Chinstrap,Dream,46.9,17.8,200,3625,FEMALE
Chinstrap,Dream,45.7,17.1,213,2975,FEMALE
Chinstrap,Dream,50.3,19.4,200,4128,MALE
Chinstrap,Dream,51.9,16.6,186,3816,MALE
Chinstrap,Dream,43.5,17.5,205,3983,MALE
Chinstrap,Dream,46.0,20.8,186,3475,MALE
Chinstrap,Dream,46.4,19.0,221,3656,FEMALE
Chinstrap,Dream,50.9,18.4,186,3904,MALE
Chinstrap,Dream,58.0,19.9,225,4473,FEMALE
Chinstrap,Dream,52.0,17.0,195,4395,FEMALE
Chinstrap,Dream,46.2,18.6,172,3175,FEMALE
Chinstrap,Dream,51.3,19.5,200,3621,MALE
Chinstrap,Dream,50.2,18.5,182,3338,FEMALE
Chinstrap,Dream,55.8,17.0,209,4180,MALE
Chinstrap,Dream,49.2,17.8,216,3663,MALE
Chinstrap,Dream,45.2,17.8,202,3316,
Chinstrap,Dream,46.1,18.8,179,3126,FEMALE
Chinstrap,Dream,49.3,18.3,186,3565,MALE
Chinstrap,Dream,45.4,18.2,214,4069,MALE
Chinstrap,Dream,42.4,17.3,212,2962,MALE
Chinstrap,Dream,50.5,18.2,205,3975,MALE
Chinstrap,Dream,40.9,18.1,200,4080,FEMALE
Chinstrap,Dream,42.5,19.6,226,3599,MALE
Chinstrap,Dream,49.0,19.9,194,3389,MALE
Chinstrap,Dream,49.7,18.2,214,3944,MALE
Chinstrap,Dream,52.0,19.7,213,3898,FEMALE
Chinstrap,Dream,48.5,17.3,229,3619,MALE
Chinstrap,Dream,50.9,17.9,191,3706,FEMALE
Chinstrap,Dream,54.2,17.3,203,3753,MALE
Chinstrap,Dream,52.7,16.5,197,3973,FEMALE
Chinstrap,Dream,51.5,18.9,180,4308,MALE
Chinstrap,Dream,52.0,18.1,194,3827,FEMALE
Chinstrap,Dream,50.8,20.0,191,3437,
Chinstrap,Dream,46.5,18.6,176,4028,FEMALE
Chinstrap,Dream,50.0,18.8,178,4461,FEMALE
Chinstrap,Dream,50.1,19.9,172,3850,FEMALE
Chinstrap,Dream,51.3,18.2,204,4034,FEMALE
Chinstrap,Dream,45.9,19.0,214,3821,FEMALE
Chinstrap,Dream,49.8,19.8,214,3305,MALE
Chinstrap,Dream,45.6,16.6,224,3613,MALE
Chinstrap,Dream,50.6,16.7,210,3429,MALE
Chinstrap,Dream,49.0,20.0,209,4143,FEMALE
Chinstrap,Dream,46.7,19.8,198,4032,MALE
Chinstrap,Dream,46.4,18.7,196,4093,MALE
Chinstrap,Dream,51.7,16.6,222,4275,FEMALE
Chinstrap,Dream,42.5,19.5,180,3437,FEMALE
Chinstrap,Dream,46.6,19.6,215,3220,MALE
Chinstrap,Dream,43.2,18.8,199,3380,FEMALE
Chinstrap,Dream,45.5,18.7,173,3815,FEMALE
Chinstrap,Dream,53.5,16.6,184,4168,MALE
Chinstrap,Dream,50.2,18.7,196,3191,MALE
Chinstrap,Dream,48.1,17.3,209,3661,FEMALE
Chinstrap,Dream,51.3,17.8,200,4052,MALE
Chinstrap,Dream,51.0,16.8,208,3938,FEMALE
Chinstrap,Dream,49.5,17.3,178,3447,FEMALE
Chinstrap,Dream,49.6,19.4,206,4250,FEMALE
Chinstrap,Dream,50.5,17.9,191,3717,MALE
Chinstrap,Dream,52.2,17.9,206,3174,FEMALE
Chinstrap,Dream,50.7,17.9,204,3599,FEMALE
Chinstrap,Dream,46.8,17.5,221,3925,FEMALE
Chinstrap,Dream,47.5,19.0,192,3760,MALE
Chinstrap,Dream,45.7,19.1,193,3829,MALE
Chinstrap,Dream,47.0,19.2,197,4363,MALE
Chinstrap,Dream,52.0,16.6,206,3805,MALE
Chinstrap,Dream,46.4,18.8,215,3693,MALE
Chinstrap,Dream,50.8,18.2,208,3292,FEMALE
Chinstrap,Dream,47.5,19.9,195,3981,MALE
Chinstrap,Dream,50.8,19.0,231,3730,FEMALE
Chinstrap,Dream,47.6,20.3,189,3939,MALE
Chinstrap,Dream,51.4,20.7,191,3344,MALE
Gentoo,Biscoe,50.8,15.3,205,4881,FEMALE
Gentoo,Biscoe,48.4,16.3,208,5150,MALE
Gentoo,Biscoe,45.2,14.1,220,5233,FEMALE
Gentoo,Biscoe,49.5,13.8,231,4948,FEMALE
Gentoo,Biscoe,46.5,16.2,202,5372,
Gentoo,Biscoe,48.7,15.0,231,4898,MALE
Gentoo,Biscoe,49.5,13.4,189,6235,FEMALE
Gentoo,Biscoe,55.1,13.9,200,5016,MALE
Gentoo,Biscoe,54.3,15.0,212,5176,MALE
Gentoo,Biscoe,49.1,14.4,206,5141,MALE
Gentoo,Biscoe,49.6,14.2,218,5155,FEMALE
Gentoo,Biscoe,48.1,15.1,172,5151,MALE
Gentoo,Biscoe,47.2,16.1,190,5298,MALE
Gentoo,Biscoe,50.0,14.4,214,5861,
Gentoo,Biscoe,50.0,14.2,202,4738,FEMALE
Gentoo,Biscoe,43.3,14.2,203,5396,MALE
Gentoo,Biscoe,45.8,16.5,201,5023,FEMALE
Gentoo,Biscoe,55.9,14.5,200,4513,MALE
Gentoo,Biscoe,45.4,15.7,193,5111,FEMALE
Gentoo,Biscoe,46.5,15.0,195,5071,FEMALE
Gentoo,Biscoe,49.1,14.8,212,5633,FEMALE
Gentoo,Biscoe,52.1,15.5,222,4761,MALE
Gentoo,Biscoe,46.4,15.0,206,5093,MALE
Gentoo,Biscoe,49.3,15.0,199,5014,MALE
Gentoo,Biscoe,48.2,14.2,219,4503,FEMALE
Gentoo,Biscoe,44.4,14.8,199,4652,MALE
Gentoo,Biscoe,44.9,15.9,200,5474,FEMALE
Gentoo,Biscoe,45.2,15.0,226,4851,MALE
Gentoo,Biscoe,40.9,15.3,196,4789,MALE
Gentoo,Biscoe,51.3,13.7,222,4951,MALE
Gentoo,Biscoe,43.6,14.2,211,4746,MALE
Gentoo,Biscoe,46.1,15.3,212,5235,FEMALE
Gentoo,Biscoe,48.8,14.3,198,5098,MALE
Gentoo,Biscoe,47.7,15.7,195,5776,MALE
Gentoo,Biscoe,49.1,14.1,185,4160,FEMALE
Gentoo,Biscoe,50.0,13.9,191,4884,MALE
Gentoo,Biscoe,43.8,16.3,198,4296,FEMALE
Gentoo,Biscoe,42.9,13.8,197,4705,FEMALE
Gentoo,Biscoe,47.5,16.3,197,3936,MALE
Gentoo,Biscoe,52.5,14.7,204,5432,MALE
Gentoo,Biscoe,47.8,13.7,209,5449,FEMALE
Gentoo,Biscoe,49.2,14.7,197,4223,FEMALE
Gentoo,Biscoe,43.4,14.6,226,5858,FEMALE
Gentoo,Biscoe,47.5,15.9,192,5218,MALE
Gentoo,Biscoe,46.8,13.9,187,5696,MALE
Gentoo,Biscoe,49.6,16.2,195,5040,FEMALE
Gentoo,Biscoe,44.0,13.7,195,4702,FEMALE
Gentoo,Biscoe,45.5,14.5,205,4619,FEMALE
Gentoo,Biscoe,45.0,16.3,199,4946,FEMALE
Gentoo,Biscoe,52.2,14.5,218,4990,MALE
Gentoo,Biscoe,50.7,13.7,189,5125,MALE
Gentoo,Biscoe,46.8,14.4,187,5078,FEMALE
Gentoo,Biscoe,46.7,14.6,172,5105,MALE
Gentoo,Biscoe,45.1,16.1,214,5127,MALE
Gentoo,Biscoe,50.5,14.6,202,4796,FEMALE
Gentoo,Biscoe,47.6,15.6,204,4852,MALE
Gentoo,Biscoe,48.6,14.3,218,5226,MALE
Gentoo,Biscoe,50.1,16.4,193,4988,FEMALE
Gentoo,Biscoe,50.2,14.5,181,5478,MALE
Gentoo,Biscoe,47.4,15.8,210,5260,MALE
Gentoo,Biscoe,49.4,15.3,211,5199,FEMALE
Gentoo,Biscoe,50.0,15.1,193,5504,MALE
Gentoo,Biscoe,46.2,15.2,221,4309,MALE
Gentoo,Biscoe,49.8,13.2,173,5862,FEMALE
Gentoo,Biscoe,46.4,15.7,192,4840,FEMALE
Gentoo,Biscoe,44.5,14.0,193,5190,MALE
Gentoo,Biscoe,41.7,15.0,220,4921,MALE
Gentoo,Biscoe,43.2,14.5,205,4306,FEMALE
Gentoo,Biscoe,49.9,16.1,202,5151,FEMALE
Gentoo,Biscoe,46.2,17.0,210,5406,MALE
Gentoo,Biscoe,43.5,13.9,179,4484,FEMALE
Gentoo,Biscoe,45.5,15.0,176,5165,MALE
Gentoo,Biscoe,48.4,17.3,193,4874,FEMALE
Gentoo,Biscoe,43.3,14.6,203,4401,MALE
Gentoo,Biscoe,48.7,17.1,197,4731,MALE
Gentoo,Biscoe,42.7,16.0,209,4946,FEMALE
Gentoo,Biscoe,45.3,15.7,205,4672,.
Gentoo,Biscoe,42.8,14.1,192,5224,FEMALE
Gentoo,Biscoe,50.4,15.7,194,4478,FEMALE
Gentoo,Biscoe,48.4,13.1,201,5242,FEMALE
Gentoo,Biscoe,45.8,14.9,196,5190,FEMALE
Gentoo,Biscoe,44.9,15.1,201,5254,MALE
Gentoo,Biscoe,48.5,13.5,173,4345,MALE
Gentoo,Biscoe,47.2,15.2,231,5515,MALE
Gentoo,Biscoe,49.8,15.2,201,5053,MALE
Gentoo,Biscoe,42.6,14.6,201,5217,FEMALE
Gentoo,Biscoe,46.8,17.0,195,4762,FEMALE
Gentoo,Biscoe,52.2,13.5,231,5214,FEMALE
Gentoo,Biscoe,48.2,14.3,194,4879,MALE
Gentoo,Biscoe,50.4,15.8,196,5278,FEMALE
Gentoo,Biscoe,45.5,13.7,200,5202,FEMALE
Gentoo,Biscoe,47.5,17.3,178,5148,FEMALE
Gentoo,Biscoe,45.7,15.0,204,5413,FEMALE
Gentoo,Biscoe,48.5,14.2,191,3897,MALE
Gentoo,Biscoe,43.5,13.3,187,5456,FEMALE
Gentoo,Biscoe,50.8,13.6,199,4825,FEMALE
Gentoo,Biscoe,46.5,14.8,201,4609,MALE
Gentoo,Biscoe,42.0,15.0,190,4566,MALE
Gentoo,Biscoe,53.4,17.0,196,4710,FEMALE
Gentoo,Biscoe,45.0,13.9,194,5368,FEMALE
Gentoo,Biscoe,47.3,16.0,198,5526,MALE
Gentoo,Biscoe,45.3,15.6,210,5026,FEMALE
Gentoo,Biscoe,45.1,15.7,173,5436,MALE
Gentoo,Biscoe,49.0,15.8,187,5341,FEMALE
Gentoo,Biscoe,44.5,16.8,193,5346,MALE
Gentoo,Biscoe,50.5,15.2,190,4754,MALE
Gentoo,Biscoe,48.7,14.5,182,4683,FEMALE
Gentoo,Biscoe,46.1,14.5,183,5035,FEMALE
Gentoo,Biscoe,59.6,15.4,196,5845,MALE
Gentoo,Biscoe,54.3,14.6,205,5084,FEMALE
Gentoo,Biscoe,46.2,15.8,217,4639,FEMALE
Gentoo,Biscoe,51.5,14.0,217,4716,MALE
Gentoo,Biscoe,59.6,16.2,211,4546,MALE
Gentoo,Biscoe,51.1,13.5,208,5519,MALE
Gentoo,Biscoe,52.5,15.9,220,5219,MALE
Gentoo,Biscoe,46.5,13.8,192,5627,MALE
Gentoo,Biscoe,46.9,14.4,223,5336,FEMALE
Gentoo,Biscoe,46.4,14.9,182,4545,MALE
Gentoo,Biscoe,45.2,15.6,192,4656,FEMALE
Gentoo,Biscoe,51.1,15.4,192,4311,MALE
Gentoo,Biscoe,45.5,14.3,183,5121,MALE
Gentoo,Biscoe,49.3,15.6,188,4854,FEMALE
Gentoo,Biscoe,46.8,14.6,188,4500,.
Gentoo,Biscoe,46.3,16.0,190,4800,MALE
Gentoo,Biscoe,45.2,13.7,189,4208,FEMALE
Gentoo,Biscoe,45.5,15.9,210,6300,MALE
Gentoo,Biscoe,46.6,16.1,198,5485,MALE
