Species,Island,Beak Length (mm),Beak Depth (mm),Flipper Length (mm),Body Mass (g),Sex
Adelie,Dream,35.0,17.6,194,3296,MALE
Adelie,Torgersen,39.2,20.0,227,4331,MALE
Adelie,Torgersen,36.9,17.0,203,3790,FEMALE
Adelie,Dream,39.2,17.9,205,3464,FEMALE
Adelie,Dream,42.8,17.1,216,3634,FEMALE
Adelie,Biscoe,37.8,17.2,214,3669,MALE
Adelie,Biscoe,36.7,17.1,185,3421,MALE
Adelie,Biscoe,40.3,18.4,198,4301,MALE
Adelie,Biscoe,38.1,20.6,193,4949,MALE
Adelie,Torgersen,39.5,18.5,202,3369,FEMALE
Adelie,Dream,38.8,18.5,197,2700,FEMALE
Adelie,Torgersen,37.6,16.1,175,3539,MALE
Adelie,Dream,38.9,20.7,206,3899,FEMALE
Adelie,Torgersen,41.1,19.0,203,3304,FEMALE
Adelie,Dream,37.3,16.9,192,4557,FEMALE
Adelie,Biscoe,43.2,20.0,200,3627,FEMALE
Adelie,Torgersen,35.1,17.4,222,4273,MALE
Adelie,Torgersen,35.5,17.5,185,3839,MALE
Adelie,Torgersen,37.9,19.6,214,4281,MALE
Adelie,Dream,38.5,17.0,188,2990,FEMALE
Adelie,Torgersen,41.4,17.2,196,3580,MALE
Adelie,Dream,37.3,18.0,196,3283,MALE
Adelie,Biscoe,39.5,16.5,201,3614,MALE
Adelie,Dream,41.1,18.9,192,3384,FEMALE
Adelie,Biscoe,40.2,18.8,221,3850,MALE
Adelie,Torgersen,34.0,19.5,220,3895,FEMALE
Adelie,Torgersen,41.1,19.1,197,4273,MALE
Adelie,Biscoe,39.3,17.8,214,3625,FEMALE
Adelie,Biscoe,37.2,16.1,216,4164,MALE
Adelie,Torgersen,42.2,18.6,190,3491,
Adelie,Dream,39.6,19.0,207,3349,MALE
Adelie,Dream,42.7,18.9,213,3038,MALE
Adelie,Dream,39.0,18.5,195,3874,MALE
Adelie,Biscoe,41.1,17.1,214,4394,MALE
Adelie,Torgersen,37.0,18.9,218,3144,FEMALE
Adelie,Biscoe,41.5,16.2,202,3444,MALE
Adelie,Biscoe,44.1,18.4,197,3516,MALE
Adelie,Torgersen,39.6,20.3,192,3353,MALE
Adelie,Dream,43.2,18.9,203,2939,MALE
Adelie,Biscoe,41.8,17.0,206,3345,MALE
Adelie,Torgersen,41.3,16.6,210,3437,FEMALE
Adelie,Biscoe,42.5,18.3,192,4143,FEMALE
Adelie,Biscoe,41.1,18.4,206,3854,MALE
Adelie,Dream,36.5,16.8,205,3459,MALE
Adelie,Torgersen,36.0,17.0,204,3590,FEMALE
Adelie,Dream,38.6,20.0,199,4010,MALE
Adelie,Dream,39.6,20.7,216,4964,FEMALE
Adelie,Dream,34.5,17.3,205,4020,MALE
Adelie,Dream,40.6,18.6,200,3224,FEMALE
Adelie,Dream,36.8,18.7,200,3385,FEMALE
Adelie,Biscoe,38.9,18.0,201,4185,MALE
Adelie,Biscoe,35.9,16.7,210,4301,FEMALE
Adelie,Biscoe,40.6,18.6,208,3659,MALE
Adelie,Biscoe,36.0,18.1,217,3535,FEMALE
Adelie,Dream,37.2,16.8,203,3456,FEMALE
Adelie,Dream,37.5,18.1,208,4745,MALE
Adelie,Biscoe,34.6,17.0,195,3910,FEMALE
Adelie,Dream,40.3,17.6,189,3524,MALE
Adelie,Torgersen,35.2,20.5,214,3926,FEMALE
Adelie,Biscoe,35.7,21.1,188,2951,FEMALE
Adelie,Torgersen,40.7,17.7,186,4345,FEMALE
Adelie,Torgersen,36.3,18.0,183,3834,FEMALE
Adelie,Dream,41.5,21.5,206,3481,MALE
Adelie,Dream,40.1,17.8,201,3097,FEMALE
Adelie,Dream,38.1,19.0,207,3032,MALE
Adelie,Torgersen,42.1,18.1,206,4167,MALE
Adelie,Dream,38.2,20.3,178,3284,MALE
Adelie,Torgersen,37.8,18.0,204,3351,MALE
Adelie,Biscoe,38.6,18.6,177,3639,FEMALE
Adelie,Biscoe,39.1,19.7,216,4245,MALE
Adelie,Biscoe,37.3,17.8,188,3944,MALE
Adelie,Torgersen,39.7,18.5,187,3401,FEMALE
Adelie,Dream,40.2,17.5,205,3330,FEMALE
Adelie,Dream,39.6,18.9,193,3472,MALE
Adelie,Dream,40.5,18.6,190,3873,FEMALE
Adelie,Biscoe,39.7,18.1,193,4417,FEMALE
Adelie,Torgersen,38.3,17.8,197,3803,FEMALE
Adelie,Dream,37.7,20.0,189,3307,FEMALE
Adelie,Dream,41.5,17.4,201,3158,FEMALE
Adelie,Torgersen,35.5,17.6,180,4351,FEMALE
Adelie,Torgersen,39.8,18.8,200,3485,MALE
Adelie,Dream,39.0,17.0,194,4057,FEMALE
Adelie,Biscoe,39.5,19.0,196,3301,FEMALE
Adelie,Dream,37.7,18.5,202,3293,FEMALE
Adelie,Torgersen,39.1,18.9,200,4014,FEMALE
Adelie,Dream,41.0,18.0,218,3266,MALE
Adelie,Torgersen,34.4,21.1,217,3267,FEMALE
Chinstrap,Dream,49.7,19.8,189,3566,MALE
Chinstrap,Dream,47.0,16.8,191,4194,FEMALE
Chinstrap,Dream,40.9,20.0,184,3876,FEMALE
Chinstrap,Dream,45.4,18.4,209,3266,FEMALE
Chinstrap,Dream,49.0,18.3,204,3090,FEMALE
Chinstrap,Dream,50.5,18.8,189,3437,MALE
Chinstrap,Dream,46.9,19.1,205,3857,
Chinstrap,Dream,46.4,16.6,173,3522,MALE
Chinstrap,Dream,52.2,19.5,210,3493,FEMALE
Chinstrap,Dream,54.2,17.8,183,3517,FEMALE
Chinstrap,Dream,42.5,19.0,177,4022,MALE
Chinstrap,Dream,52.0,19.4,179,4287,FEMALE
Chinstrap,Dream,51.3,17.3,188,3600,MALE
Chinstrap,Dream,46.2,18.9,201,4513,FEMALE
Chinstrap,Dream,50.6,17.9,197,3755,FEMALE
Chinstrap,Dream,46.5,17.3,203,3562,MALE
Chinstrap,Dream,43.2,18.7,201,3916,MALE
Chinstrap,Dream,43.5,18.6,215,3562,FEMALE
Chinstrap,Dream,50.7,19.4,176,3765,MALE
Chinstrap,Dream,48.5,19.0,210,3569,MALE
Chinstrap,Dream,50.5,17.9,200,3809,MALE
Chinstrap,Dream,49.5,19.7,188,3331,FEMALE
Chinstrap,Dream,46.7,20.0,223,4042,FEMALE
Chinstrap,Dream,50.1,17.9,197,3081,FEMALE
Chinstrap,Dream,55.8,17.5,207,3901,FEMALE
Chinstrap,Dream,51.0,16.6,173,3711,MALE
Chinstrap,Dream,50.8,19.0,196,3515,MALE
Chinstrap,Dream,46.0,17.9,195,3389,MALE
Chinstrap,Dream,42.5,17.3,198,3993,MALE
Chinstrap,Dream,49.3,17.0,192,3597,FEMALE
Chinstrap,Dream,58.0,18.1,176,4076,MALE
Chinstrap,Dream,45.2,17.3,200,3319,FEMALE
Chinstrap,Dream,50.9,16.6,214,4009,MALE
Chinstrap,Dream,45.9,18.6,220,3669,FEMALE
Chinstrap,Dream,49.2,18.7,201,3374,MALE
Chinstrap,Dream,53.5,17.8,231,3713,MALE
Chinstrap,Dream,51.7,19.5,191,3592,FEMALE
Chinstrap,Dream,52.7,16.5,202,3631,FEMALE
Chinstrap,Dream,50.2,19.9,202,3666,FEMALE
Chinstrap,Dream,50.5,20.7,207,4251,MALE
Chinstrap,Dream,51.5,18.5,211,3221,FEMALE
Chinstrap,Dream,51.3,19.0,222,3181,FEMALE
Chinstrap,Dream,42.4,18.2,194,3462,MALE
Chinstrap,Dream,52.0,16.6,219,3642,FEMALE
Chinstrap,Dream,50.0,17.8,196,3537,MALE
Chinstrap,Dream,45.5,16.4,183,4324,MALE
Chinstrap,Dream,49.0,19.9,230,3449,MALE
Chinstrap,Dream,50.9,19.8,195,3125,FEMALE
Chinstrap,Dream,52.8,20.7,198,3566,MALE
Chinstrap,Dream,50.3,19.9,184,3249,MALE
Chinstrap,Dream,45.2,17.3,213,3531,MALE
Chinstrap,Dream,49.8,19.6,193,3150,MALE
Chinstrap,Dream,51.9,17.1,181,3045,FEMALE
Chinstrap,Dream,45.6,18.2,176,4037,FEMALE
Chinstrap,Dream,50.8,18.2,197,3552,MALE
Chinstrap,Dream,46.1,20.3,194,3539,FEMALE
Chinstrap,Dream,45.7,16.7,221,3751,FEMALE
Chinstrap,Dream,46.4,17.8,182,3678,MALE
Chinstrap,Dream,47.6,18.8,223,3825,MALE
Chinstrap,Dream,51.4,18.8,186,3579,FEMALE
Chinstrap,Dream,46.6,19.6,193,3302,MALE
Chinstrap,Dream,42.4,18.9,226,3916,FEMALE
Chinstrap,Dream,52.2,16.6,188,3061,MALE
Chinstrap,Dream,45.7,19.2,210,3816,FEMALE
Chinstrap,Dream,46.6,17.8,205,4225,FEMALE
Chinstrap,Dream,52.0,18.1,203,3120,MALE
Chinstrap,Dream,50.2,19.5,207,3380,MALE
Chinstrap,Dream,46.8,20.8,206,4106,MALE
Chinstrap,Dream,51.4,16.6,209,3245,FEMALE
Chinstrap,Dream,52.0,20.0,190,3879,FEMALE
Chinstrap,Dream,47.5,18.7,188,3635,MALE
Chinstrap,Dream,49.6,18.2,205,3720,FEMALE
Chinstrap,Dream,51.3,17.5,176,4201,MALE
Chinstrap,Dream,48.1,18.1,220,3694,
Chinstrap,Dream,45.2,18.2,198,3897,FEMALE
Chinstrap,Dream,52.0,17.0,209,3525,FEMALE
Gentoo,Biscoe,49.3,15.9,202,5285,FEMALE
Gentoo,Biscoe,44.5,15.0,193,5119,MALE
Gentoo,Biscoe,45.3,13.8,203,4666,MALE
Gentoo,Biscoe,49.5,14.2,183,5432,FEMALE
Gentoo,Biscoe,50.2,17.3,196,4145,MALE
Gentoo,Biscoe,46.2,14.0,203,6095,MALE
Gentoo,Biscoe,46.9,13.7,179,5146,MALE
Gentoo,Biscoe,42.8,16.1,202,4776,FEMALE
Gentoo,Biscoe,48.1,15.3,193,5568,FEMALE
Gentoo,Biscoe,45.1,15.9,188,5330,FEMALE
Gentoo,Biscoe,42.7,15.2,210,4336,FEMALE
Gentoo,Biscoe,45.5,14.6,215,5794,FEMALE
Gentoo,Biscoe,48.2,15.7,201,5170,FEMALE
Gentoo,Biscoe,42.0,14.2,189,5806,FEMALE
Gentoo,Biscoe,45.1,15.1,191,4312,MALE
Gentoo,Biscoe,49.1,13.7,204,5588,FEMALE
Gentoo,Biscoe,50.1,16.3,207,5816,FEMALE
Gentoo,Biscoe,40.9,16.3,194,3953,FEMALE
Gentoo,Biscoe,50.8,15.4,193,4951,FEMALE
Gentoo,Biscoe,48.2,13.4,191,5975,MALE
Gentoo,Biscoe,51.1,16.2,210,5684,FEMALE
Gentoo,Biscoe,51.5,15.0,211,4415,FEMALE
Gentoo,Biscoe,43.6,15.8,204,5877,FEMALE
Gentoo,Biscoe,44.4,15.0,216,5417,MALE
Gentoo,Biscoe,48.6,14.9,181,4772,FEMALE
Gentoo,Biscoe,43.3,17.0,201,4600,MALE
Gentoo,Biscoe,48.4,15.7,195,5410,FEMALE
Gentoo,Biscoe,43.5,15.8,193,5369,FEMALE
Gentoo,Biscoe,45.5,14.5,210,5157,MALE
Gentoo,Biscoe,46.5,15.8,220,5222,FEMALE
Gentoo,Biscoe,53.4,15.0,189,5031,FEMALE
Gentoo,Biscoe,45.8,14.5,181,4711,FEMALE
Gentoo,Biscoe,47.8,14.6,208,4539,MALE
Gentoo,Biscoe,52.2,14.4,172,5020,MALE
Gentoo,Biscoe,48.7,14.3,212,4944,MALE
Gentoo,Biscoe,44.9,15.0,213,4637,MALE
Gentoo,Biscoe,49.6,15.0,210,5874,MALE
Gentoo,Biscoe,50.4,14.5,203,4569,FEMALE
Gentoo,Biscoe,49.0,16.0,197,5407,MALE
Gentoo,Biscoe,47.4,16.1,191,4990,FEMALE
Gentoo,Biscoe,50.0,14.2,208,4981,.
Gentoo,Biscoe,46.5,14.7,215,5069,FEMALE
Gentoo,Biscoe,45.2,15.2,218,5473,MALE
Gentoo,Biscoe,49.5,13.9,199,4819,MALE
Gentoo,Biscoe,46.8,17.0,218,5670,MALE
Gentoo,Biscoe,46.2,14.1,176,4500,FEMALE
Gentoo,Biscoe,45.5,15.7,231,5800,FEMALE
Gentoo,Biscoe,42.6,15.4,225,5481,
Gentoo,Biscoe,48.4,13.7,208,4925,MALE
Gentoo,Biscoe,43.4,15.6,191,4741,MALE
Gentoo,Biscoe,49.4,14.5,200,5545,FEMALE
Gentoo,Biscoe,47.5,13.7,203,5737,MALE
Gentoo,Biscoe,44.5,16.5,218,5200,FEMALE
Gentoo,Biscoe,46.1,14.8,211,5048,FEMALE
Gentoo,Biscoe,45.8,13.7,222,4633,MALE
Gentoo,Biscoe,43.3,15.2,198,5370,MALE
Gentoo,Biscoe,45.2,14.2,219,4547,FEMALE
Gentoo,Biscoe,45.2,15.6,205,4975,FEMALE
Gentoo,Biscoe,45.3,13.9,214,5959,MALE
Gentoo,Biscoe,43.5,13.8,183,4836,MALE
Gentoo,Biscoe,48.7,13.5,196,4519,FEMALE
Gentoo,Biscoe,43.2,15.0,200,4679,FEMALE
Gentoo,Biscoe,48.4,15.7,183,4822,MALE
Gentoo,Biscoe,46.3,17.1,206,5614,MALE
Gentoo,Biscoe,50.5,14.0,179,5305,FEMALE
Gentoo,Biscoe,47.2,15.3,196,5482,FEMALE
Gentoo,Biscoe,49.9,14.1,192,5545,MALE
Gentoo,Biscoe,50.0,15.8,217,5708,MALE
Gentoo,Biscoe,55.1,14.6,197,5140,FEMALE
Gentoo,Biscoe,44.9,13.6,231,4557,MALE
Gentoo,Biscoe,49.8,14.5,216,5338,MALE
Gentoo,Biscoe,49.1,16.0,188,4863,MALE
Gentoo,Biscoe,52.5,13.5,202,5132,FEMALE
Gentoo,Biscoe,47.3,15.2,183,4519,FEMALE
Gentoo,Biscoe,51.1,15.0,210,4787,MALE
Gentoo,Biscoe,55.9,13.9,202,5097,MALE
Gentoo,Biscoe,47.2,17.3,212,4500,FEMALE
Gentoo,Biscoe,46.5,16.2,214,5113,MALE
Gentoo,Biscoe,46.5,13.2,202,4952,FEMALE
Gentoo,Biscoe,49.8,14.3,209,5600,FEMALE
Gentoo,Biscoe,46.6,15.3,172,6213,MALE
Gentoo,Biscoe,49.1,16.8,186,5703,MALE
Gentoo,Biscoe,46.4,14.4,206,5260,MALE
Gentoo,Biscoe,41.7,14.6,197,4863,FEMALE
Gentoo,Biscoe,45.4,14.4,219,4869,MALE
Gentoo,Biscoe,47.5,16.3,206,4612,FEMALE
Gentoo,Biscoe,50.0,14.8,190,5124,MALE
Gentoo,Biscoe,49.6,14.3,198,4785,MALE
Gentoo,Biscoe,45.5,14.4,199,5128,MALE
Gentoo,Biscoe,50.0,15.7,195,4777,MALE
Gentoo,Biscoe,50.8,14.5,225,5587,MALE
Gentoo,Biscoe,47.7,14.7,212,5247,MALE
Gentoo,Biscoe,43.8,15.6,198,5545,MALE
Gentoo,Biscoe,45.2,13.8,226,4702,MALE
Gentoo,Biscoe,46.8,15.9,203,4279,MALE
Gentoo,Biscoe,59.6,14.5,204,4759,FEMALE
Gentoo,Biscoe,44.0,14.8,195,5312,FEMALE
Gentoo,Biscoe,48.7,15.3,211,5600,FEMALE
Gentoo,Biscoe,51.3,13.3,185,4950,MALE
Gentoo,Biscoe,48.8,16.1,211,4857,FEMALE
Gentoo,Biscoe,45.7,15.0,185,5362,MALE
Gentoo,Biscoe,46.7,15.7,201,5091,MALE
Gentoo,Biscoe,50.5,14.2,208,6085,MALE
Gentoo,Biscoe,46.1,14.6,182,4903,MALE
Gentoo,Biscoe,46.8,15.1,201,4858,FEMALE
Gentoo,Biscoe,48.5,15.1,186,5939,FEMALE
Gentoo,Biscoe,46.4,13.9,192,6121,MALE
Gentoo,Biscoe,42.9,15.0,216,4747,FEMALE
Gentoo,Biscoe,52.1,13.7,184,4514,MALE
Gentoo,Biscoe,46.2,14.1,206,4425,FEMALE
Gentoo,Biscoe,48.5,16.1,187,4874,FEMALE
Gentoo,Biscoe,47.5,14.2,184,4835,MALE
Gentoo,Biscoe,50.7,15.5,194,5375,MALE
Gentoo,Biscoe,54.3,16.4,198,4829,FEMALE
Gentoo,Biscoe,49.2,16.0,196,4673,MALE
