total_bill,tip,sex,smoker,day,time,size
14.52,2.0,Female,No,Thur,Lunch,2
21.5,3.5,Male,No,Sun,Dinner,4
21.01,3.0,Male,Yes,Fri,Dinner,2
13.03,2.0,Male,No,Thur,Lunch,2
12.46,1.5,Male,No,Fri,Dinner,2
18.04,3.0,Male,No,Sun,Dinner,2
20.69,5.0,Male,No,Sun,Dinner,5
40.17,4.73,Male,Yes,Fri,Dinner,4
20.69,5.0,Male,No,Sun,Dinner,5
17.89,2.0,Male,Yes,Sun,Dinner,2
16.29,3.71,Male,No,Sun,Dinner,3
18.35,2.5,Male,No,Sat,Dinner,4
48.33,9.0,Male,No,Sat,Dinner,4
14.73,2.2,Female,No,Sat,Dinner,2
30.06,2.0,Male,Yes,Sat,Dinner,3
25.89,5.16,Male,Yes,Sat,Dinner,4
12.69,2.0,Male,No,Sat,Dinner,2
20.45,3.0,Male,No,Sat,Dinner,4
18.71,4.0,Male,Yes,Thur,Lunch,3
21.01,3.0,Male,Yes,Fri,Dinner,2
12.66,2.5,Male,No,Sun,Dinner,2
28.55,2.05,Male,No,Sun,Dinner,3
17.47,3.5,Female,No,Thur,Lunch,2
13.27,2.5,Female,Yes,Sat,Dinner,2
18.69,2.31,Male,No,Sat,Dinner,3
48.17,5.0,Male,No,Sun,Dinner,6
21.5,3.5,Male,No,Sun,Dinner,4
30.14,3.09,Female,Yes,Sat,Dinner,4
15.98,2.03,Male,No,Thur,Lunch,2
11.61,3.39,Male,No,Sat,Dinner,2
12.48,2.52,Female,No,Thur,Lunch,2
12.54,2.5,Male,No,Sun,Dinner,2
21.01,3.5,Male,No,Sun,Dinner,3
10.33,1.67,Female,No,Sun,Dinner,3
24.71,5.85,Male,No,Thur,Lunch,2
11.59,1.5,Male,Yes,Sat,Dinner,2
