id,question,choices,answerKey
185,Improvements in farming technology would most likely,185,D
186,Students are studying some leaves. They group the leaves by shape. Which science process are the students using when they put the leaves in different groups?,186,C
187,What information is needed to calculate the speed of a car?,187,D
188,Offshore oil platforms affect ocean habitats. An ocean environment is most likely damaged by an offshore oil platform because,188,A
189,Which of these provides the best evidence that the environment of Earth has changed over millions of years?,189,B
190,Felicia investigated whether water color affected how fast the water heated in sunlight. She poured tap water into five beakers and placed food coloring in four out of the five beakers. Felicia then used a thermometer to measure the temperature of the water in each of the beakers. Which of these was used as control in her investigation?,190,A
191,What can cause a moving object to increase its speed in a forward direction?,191,B
192,Which tool is most responsible for preventing future pandemics of smallpox?,192,A
193,Life is more likely to be found on a planet whose atmosphere contains abundant,193,B
194,"Katia was listening to music on the radio. In order for the sound to be produced, the electrical energy must be converted into which type of energy?",194,A
195,What information is needed to calculate the speed of a car?,195,D
196,The gravitational attraction of the Moon causes which effect on Earth?,196,D
197,"David planted ten corn seeds in sandy soil and ten corn seeds in clay soil. He kept both groups of plants at room temperature, gave them the same amount of water, and placed them all in the same sunny room. Which of the following questions is David most able to answer with his experiment?",197,A
198,The systems of the human body work together. Which system works with the skeletal system by pulling on the bones to create movement?,198,A
199,Which gas makes up the greatest percentage of Earth's atmosphere?,199,D
200,How does ice change the shape of rocks?,200,D
201,Most of Earth's surface is covered by,201,C
202,What are the basic structural units of living organisms?,202,C
203,The crude oil extracted today was formed millions of years ago from the fossilized remains of algae and other tiny marine organisms. Most parts of the organisms decomposed soon after they died. Which biomolecules decomposed more slowly and became the basis of crude oil?,203,B
204,"Census data show that the human population doubled from 2.65 billion in 1953 to 5.3 billion in 1990. If it continues to double at this rate, the human population could reach 10 billion by the year 2020. Which best explains how this rate of human growth can harm the environment on which humans depend?",204,B
205,Animals that eat both plant matter and meat are referred to as,205,B
206,Which part of a DNA molecule represents encoded information?,206,B
207,What statement describes what happens to the carbon dioxide waste produced by a developing baby during pregnancy?,207,B
208,"A student notices dogs have more fleas in the summer than in the winter. Based on these observations, which is the most logical question for the student to investigate?",208,A
209,A teacher asks her students to examine titles of four scientific articles. Which titled article is specifically about a chemical change?,209,A
210,"In 1976, the Viking I Lander was sent to Mars to analyze atmospheric gases and soil samples. The Viking I Lander was most likely a",210,1
211,Which function is a role of a feedback system?,211,D
212,Which of the following allows a cell to become specialized?,212,C
213,Which statement is the best description of the Milky Way galaxy?,213,A
214,The reaction that releases energy for use by the cell occurs in which site?,214,B
215,One example of matter is,215,D
216,A seed of a plant sticks to the fur of an animal as it walks by. How has the animal most likely helped the plant?,216,A
217,Why would explorers use a compass when traveling to unknown lands?,217,A
218,"In the Adirondack forests of New York, some trees have died. The change in the forest is thought to be related to air pollution and rain. Which abiotic factor most likely has been changed as a result of the pollution and rain which resulted in the death of the trees?",218,A
219,Where would nitrogen most easily be found in the nitrogen cycle?,219,C
220,"Gregor Mendel studied ratios related to traits passed from parent pea plants to offspring pea plants. Mendel used large numbers of plants to avoid ""sampling error."" This changed the way scientists studied genetics because it included ideas of",220,A
221,Which situation would most likely cause an object to travel in a circular motion?,221,D
222,Two identical lamps contain the same amount of different types of oil. They are allowed to burn until all the oil has been burned. Which measurement will best provide the total difference in chemical energy between the two oils?,222,A
223,A wind turbine primarily uses which type of energy?,223,C
224,What happens when water flows over a rock for a long period of time?,224,C
225,"According to the periodic table, all of the following are metals except",225,D
226,A water wave that occurs in an ocean is an example of which type of wave?,226,B
227,What two gases make up most of the Earth's atmosphere?,227,C
228,A geologist found fossils of horse bones in different rock layers of a canyon. The fossils in the lower levels show shorter bones than those in the upper-level fossils. Which conclusion is based on the geologist's observations?,228,D
229,Which characteristic can a puppy inherit from its parents?,229,3
230,A student states that plants grow taller when grown in natural light than they do in artificial light. Which method is the best way to determine if the statement is fact or opinion?,230,C
231,The prairie grass ecosystem once had a deep layer of topsoil which was protected by the grasses that covered it. Removal of these grasses for farmland is causing the soil to be eroded mainly by,231,C
232,Growing thicker fur in the winter helps some animals to,232,A
233,Which object is the best conductor of electricity?,233,B
234,Granite is classified as a rock because it,234,C
235,"In humans, the digestion process begins in",235,A
236,Why are many telescopes used far from cities?,236,A
237,Hydrogen gas and oxygen gas combine to form water. Which would be a more concise way of expressing what happens in this chemical reaction?,237,C
238,Which tool is used to determine how long it takes warm water to melt an ice cube?,238,D
239,How can plants most likely improve air quality?,239,C
240,Reptiles become more active as the day gets warmer. This is because,240,C
241,A farmer sprayed his orange trees with a pesticide to eliminate the insects damaging the trees. Some of the insects survived and produced offspring that were also resistant to the insecticide. Which process is illustrated by the pesticide resistance of the offspring?,241,B
242,A scientist uses angstrom units to measure the distance between two points. The scientist is most likely measuring the distance between two,242,C
243,An ice cube is placed in a pan. The pan is placed over an open flame. Which change will most likely happen over time?,243,B
244,An organ pipe produces a musical note same number of nitrogen gas molecules. with a wavelength of 2.72 m. What is the frequency of this note if the speed of sound is 348 m/s?,244,B
245,Which is a major difference between the life cycles of different types of plants?,245,C
246,Which renewable energy resource possesses the greatest potential for providing renewable energy to meet the future needs of the southern United States?,246,A
247,Which of the following could limit the supply of a renewable resource?,247,D
248,Plants need iron to grow. What parts of plants take in iron?,248,A
249,"A student sets a block at the top of a wooden ramp. The student pushes the block. As the block slides down the ramp, it slows down and then comes to a stop. What force causes the block to slow down?",249,D
250,Wind can cause erosion that changes the surface of the Earth. Wind erosion can have negative effects on the environment by removing soil and polluting the air during dust storms. Which of the following land forms are created by wind erosion?,250,D
251,The comet Shoemaker-Levy struck the planet Jupiter in July of 1994. The process of a comet striking a planet is an example of a net decrease in kinetic energy. Kinetic energy was ultimately converted into,251,D
252,Which of the following is visible through a reflecting telescope?,252,B
253,One way to protect against food poisoning is to,253,C
254,"Two pool (billiard) balls collide, causing each to move in a different direction. Eventually, both come to a stop. The most important factor in causing them to stop is",254,C
255,"Based on analysis of deep ice cores from the Arctic, scientists theorize that early humans caused air pollution. These scientists can make sure their data is correct by",255,C
256,"In an atom, protons plus neutrons make up the atom's",256,D
257,Which of these converts electrical energy to light energy?,257,C
258,Where does a landslide begin?,258,A
259,Which system of the human body provides protection to most of the major organs?,259,C
260,Prairie dogs can run very quickly. This adaptation enables the prairie dog to,260,A
261,Which of the following remains constant in Earth's carbon cycle?,261,C
262,"Compared to Earth, the Moon is",262,A
263,In which way are evaporation and condensation similar?,263,D
264,Burt used a spoon to stir soup that was cooking on his stove. Which spoon will stay the coolest while he stirs?,264,D
265,A particular organism is able to survive in an environment due to a thick layer of fat beneath its skin. In which situation would the layer of fat most likely be a survival advantage?,265,B
266,"In 2004, Maryland recycled more than 35% of all of the waste the state produced. Which of these benefits does recycling provide to Maryland?",266,B
267,An object such as a hammer weighs less on the Moon than on Earth. This is because the Moon has a,267,D
268,A student uses a hand lens to observe which of these objects?,268,C
269,Which invention has technology that helps people keep food fresh for a long period of time?,269,C
270,The difference between the atomic number of an element and the element's atomic mass is the number of,270,A
271,"Most stars in the Milky Way are like the Sun. The Sun will eventually become a red giant. After the red giant stage, what determines whether a star will become a white dwarf or a supernova?",271,C
272,"Some students were investigating the relationship between position, time, and speed. The students marked the initial position of a toy car. The students set the car into motion and marked the position of the car each second. Which of these are most appropriate for recording and analyzing the students' data?",272,C
273,Early scientists most likely saw a discharge of electricity for the first time when observing a,273,A
274,"Garrett collected some large rocks from a stream near his home. He measured the rocks on a balance. When he records the mass of the rocks, which units should Garrett use?",274,C
275,Which of the following is a harmful waste material that leaves the blood and travels through the lungs before leaving the body?,275,B
276,Which of the following is formed when two elements combine chemically?,276,B
277,"In a city, the daily high and low 16 temperatures for a month are best represented by which of the following?",277,D
278,The abundance of a mineral at the surface of Earth most likely depends upon the,278,D
279,Which region of the Milky Way contains a population that consists mostly of old stars?,279,D
280,Which group of organisms can make food by a process called chemosynthesis?,280,A
281,Which of these animals has a young form that looks the most like the adult form?,281,D
282,During which of the processes below does water vapor change to liquid water?,282,A
283,"From smallest to largest, the levels of organization in living things are",283,A
284,The body is able to detect pressure on its surface by which direct means?,284,A
285,Naturally occurring variations within a species are mainly the result of mutations and,285,A
286,The action that results when waves made in a pond strike the edges and bounce back is known as,286,A
287,"Since green plants make their own food, they are called",287,B
288,A delta can be seen from the air at the mouth of the Mississippi River. This delta was formed by,288,A
289,Which are two parts of the carbon cycle?,289,B
290,Scientists invented a liquid that removes grease and keeps the skin soft. How could this discovery most likely be used?,290,D
291,What is the main reason we can see the Moon?,291,A
292,"Which of these are broken down during chemical, but not physical, changes?",292,C
293,Early scientists most likely saw a discharge of electricity for the first time when observing a,293,C
294,A paper bag is ripped into pieces. Which of these BEST describes the pieces of the bag?,294,A
295,Termites eat wood but cannot digest it. Protozoans live in the termites' stomachs and use enzymes to break down the wood. The digested wood provides nutrition for both the termites and the protozoans. What type of relationship is this?,295,A
296,"What kingdom contains organisms that are multicellular, have no chlorophyll, and absorb nutrients from decaying tissue?",296,B
297,An example of an instinct is,297,B
298,"When electric current flows through the metal filament of a light bulb, electrical energy is converted to",298,D
299,"Alicia gives her brother a push while he is seated on a swing. She finds that after a few seconds, she needs to push again to keep him going. The reason her brother slows down is because the mechanical energy is converted into",299,C
300,A student mixed baking soda with vinegar and observed that the reaction was endothermic. When is a reaction endothermic?,300,C
301,"A student hypothesizes that the amount of water a plant receives will affect how long it grows before reaching maturity. To test this hypothesis, the student will need",301,D
302,"Which substance is usually found in nature as a liquid, solid, and gas?",302,A
303,Which cells help to destroy pathogens such as bacteria that enter the human body?,303,A
304,What supplies most of the energy that plants need to make food?,304,C
305,Which two body systems are directly involved in movement?,305,A
306,Which organ is most responsible for oxygen entering the blood stream?,306,B
307,Which energy resource is renewable?,307,A
308,"If a neutral atom loses an electron, what is formed?",308,B
309,Burt used a spoon to stir soup that was cooking on his stove. Which spoon will stay the coolest while he stirs?,309,A
310,Which of the following causes a ship’s iron anchor to sink to the ocean floor when it is released overboard?,310,D
311,Plankton are tiny ocean organisms. The role of one type of plankton is to use the energy from the Sun to produce food that other animals eat. Which organism has the same role in the ocean as this type of plankton?,311,D
312,"If a species is no longer able to reproduce, it will",312,C
313,The atomic mass of an atom is,313,A
314,Which unit can be used to describe an object's length?,314,C
315,Investigations were performed to test several methods of keeping petals from falling off flowers that had been cut. Which is the most likely reason for this investigation?,315,C
316,The oceans most influence global climate by,316,C
317,"When the cells in an organism divide and reproduce, the organism can grow. Which cell organelle contains the genetic material for reproduction?",317,1
318,A homeowner wants to use a renewable resource to heat the home. Which resource would be the best to use?,318,D
319,Sarah's class is learning about mixtures and solutions. Her teacher writes four statements on the board. Which statement best describes a mixture?,319,B
320,Which structure surrounds and protects an animal cell?,320,A
321,"Traveling in opposite directions, buses A and B are passing each other at the relative speed of 25 km/h, while a passenger on bus A walks toward the back of the bus at the speed of 5 km/h. What is the velocity of the passenger on bus A relative to bus B?",321,D
322,"The Florida Bog Frog (Lithobates okaloosae) inhabits shallow stream overflows in three counties in Florida. With such a small geographic habitat, any change in the frog's environment could cause drastic changes in the population. Which would most likely affect the frog population if acid rain changed the pH of the water?",322,C
323,A student states that plants grow taller when grown in natural light than they do in artificial light. Which method is the best way to determine if the statement is fact or opinion?,323,A
324,"Otto pushed a toy car across a floor. The car traveled fast across the wood, but it slowed to a stop on the carpet. Which best explains what happened when the car reached the carpet?",324,D
325,Removing waste from the body is the primary function of which body system?,325,B
326,What tool would be used to examine a fingerprint?,326,A
327,"As more people have moved to the beach, the sea turtle population has decreased. Which is most likely the cause of this decrease?",327,C
328,Which biological activity occurs in a repeated rhythm?,328,C
329,"During an ice age, enormous ice sheets called glaciers increase in size on Earth's surface, resulting in decreased ocean depths. Due to global cooling, the water cycle is disrupted between which two stages to cause an increase in glacier size?",329,1
330,Which human organ system exchanges gases with the environment?,330,D
331,In which of these investigations would pictures from a camera be most useful?,331,B
332,Which of the following does not give an example of how sparrows use resources in their environment to survive?,332,A
333,The human body processes and eliminates food waste using the organs of the excretory system. Which organelle performs a similar function in humans at the cellular level?,333,C
334,During which stage of an insect's life cycle does the female lay eggs?,334,A
335,Improvements in farming technology would most likely,335,D
336,Which change increases the rate of a chemical reaction?,336,B
337,Which best explains why a person infected with bacteria may have a fever?,337,4
338,"If you breathe on a mirror, part of the mirror clouds up. What are you actually seeing when you see the mirror cloud up?",338,4
339,Which action is an example of an exothermic process?,339,A
340,"Homes that are built to be environmentally friendly because they use energy more efficiently than other homes are called ""green"" homes. ""Green"" homes often have reflective roofs and walls made of recycled materials. The windows in these energy-saving homes are double-paned, meaning each window has two pieces of glass. Double-paned windows have a layer of air between the window panes. This layer is a barrier against extreme temperatures and saves energy. A solar panel on a ""green"" home uses",340,A
341,Noah visited a park that had many oak trees. Which best describes the role of an oak tree in its ecosystem?,341,B
342,"Large populations of tortoises inhabited the Galapagos Islands before humans. When humans settled on the islands and introduced goats, the number of tortoise declined. What is most likely the explanation for the decrease in the tortoise population?",342,A
