species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Dream,39.1,15.9,174,3365,FEMALE
Adelie,Torgersen,40.9,18.4,195,3623,MALE
Adelie,Biscoe,38.9,17.7,230,3971,MALE
Adelie,Torgersen,38.6,20.7,204,3129,FEMALE
Adelie,Biscoe,36.4,20.1,201,3636,MALE
Adelie,Torgersen,36.5,17.9,195,4024,FEMALE
Adelie,Torgersen,40.3,17.6,218,3870,FEMALE
Adelie,Torgersen,37.0,18.0,172,4205,MALE
Adelie,Dream,35.7,17.7,215,3945,MALE
Adelie,Biscoe,44.1,19.2,200,4838,FEMALE
Adelie,Biscoe,35.1,18.8,216,4284,MALE
Adelie,Dream,41.5,18.8,184,3605,FEMALE
Adelie,Biscoe,34.4,18.4,206,3204,MALE
Adelie,Dream,40.3,19.1,186,3299,MALE
Adelie,Biscoe,36.0,20.0,214,3619,FEMALE
Adelie,Dream,40.6,18.6,184,4001,MALE
Adelie,Biscoe,33.5,18.6,199,3939,FEMALE
Adelie,Dream,40.6,19.4,202,3597,FEMALE
Adelie,Dream,35.7,18.9,193,3543,FEMALE
Adelie,Torgersen,37.3,18.1,204,3323,MALE
Adelie,Torgersen,39.6,18.5,212,4104,MALE
Adelie,Biscoe,36.4,18.9,173,4929,FEMALE
Adelie,Dream,40.7,16.1,184,4170,FEMALE
Adelie,Torgersen,38.2,18.6,220,3598,MALE
Adelie,Torgersen,39.8,17.1,196,3162,MALE
Adelie,Biscoe,39.5,21.5,187,3322,FEMALE
Adelie,Dream,36.6,18.8,208,3671,FEMALE
Adelie,Dream,36.0,17.8,223,3801,FEMALE
Adelie,Biscoe,39.3,19.5,222,3382,FEMALE
Adelie,Torgersen,44.1,17.1,203,4413,MALE
Adelie,Biscoe,37.2,17.2,190,4096,FEMALE
Adelie,Dream,40.1,17.1,174,3021,FEMALE
Adelie,Dream,40.5,18.5,190,4136,FEMALE
Adelie,Biscoe,40.2,18.6,213,4263,FEMALE
Adelie,Dream,38.3,21.1,228,3400,FEMALE
Adelie,Dream,37.8,17.1,172,3216,FEMALE
Adelie,Torgersen,36.3,16.9,213,3481,FEMALE
Adelie,Biscoe,41.5,17.0,187,3697,FEMALE
Adelie,Dream,43.2,18.7,193,3985,MALE
Adelie,Dream,38.8,16.0,201,3608,MALE
Adelie,Dream,40.8,18.6,201,4246,FEMALE
Adelie,Torgersen,41.0,17.2,197,3096,MALE
Adelie,Biscoe,42.7,18.5,202,4167,MALE
Adelie,Torgersen,39.7,18.2,231,4062,FEMALE
Adelie,Torgersen,41.1,17.2,212,3087,FEMALE
Adelie,Dream,38.2,17.0,180,3394,MALE
Adelie,Torgersen,42.1,19.5,211,4538,FEMALE
Adelie,Biscoe,36.0,17.8,208,3914,MALE
Adelie,Dream,36.7,17.0,208,3703,FEMALE
Adelie,Torgersen,35.2,16.1,226,3932,FEMALE
Adelie,Dream,35.6,18.9,192,4338,MALE
Adelie,Dream,38.1,16.9,207,4288,MALE
Adelie,Torgersen,37.6,19.2,186,3518,
Adelie,Dream,41.1,18.8,213,3549,MALE
Adelie,Torgersen,32.1,16.2,194,4128,
Adelie,Biscoe,39.2,16.6,201,4245,FEMALE
Adelie,Torgersen,38.8,17.2,207,3259,MALE
Adelie,Biscoe,37.2,17.1,208,3841,FEMALE
Adelie,Torgersen,40.6,16.5,206,3948,MALE
Adelie,Dream,41.4,17.5,213,4332,MALE
Adelie,Dream,40.2,20.3,215,3355,FEMALE
Adelie,Dream,42.2,18.9,180,4357,FEMALE
Adelie,Torgersen,39.6,20.6,191,3685,FEMALE
Adelie,Biscoe,37.6,19.0,208,3567,MALE
Adelie,Dream,35.5,17.6,182,4333,MALE
Adelie,Biscoe,41.3,17.5,184,4000,FEMALE
Adelie,Biscoe,37.3,18.0,203,3870,MALE
Adelie,Dream,39.0,17.5,214,3246,MALE
Adelie,Dream,39.2,19.5,210,3345,MALE
Adelie,Dream,42.9,21.1,221,3638,FEMALE
Adelie,Torgersen,36.2,17.0,192,4377,MALE
Adelie,Dream,39.0,17.4,217,3424,MALE
Adelie,Dream,34.5,20.0,199,3643,MALE
Adelie,Dream,41.3,18.5,222,4261,MALE
Adelie,Biscoe,39.2,18.1,202,3986,FEMALE
Adelie,Dream,37.3,19.3,224,3339,FEMALE
Adelie,Torgersen,38.1,19.1,212,3708,MALE
Adelie,Dream,46.0,17.9,217,3484,FEMALE
Adelie,Biscoe,37.9,17.6,203,3497,MALE
Adelie,Torgersen,41.1,18.6,212,3617,MALE
Adelie,Biscoe,39.5,17.0,192,3290,MALE
Adelie,Dream,40.5,17.9,212,3893,FEMALE
Adelie,Biscoe,36.8,19.2,208,4260,MALE
Adelie,Torgersen,37.0,20.7,191,2770,FEMALE
Adelie,Dream,37.0,18.9,208,3752,FEMALE
Adelie,Biscoe,46.0,18.4,202,3563,MALE
Adelie,Torgersen,38.1,19.0,190,2945,MALE
Adelie,Biscoe,36.8,17.8,193,3526,FEMALE
Adelie,Dream,41.4,19.5,192,3389,FEMALE
Adelie,Dream,37.3,19.0,190,3433,MALE
Adelie,Dream,36.0,18.5,201,3760,MALE
Adelie,Biscoe,41.8,15.9,216,3647,FEMALE
Adelie,Biscoe,38.6,17.2,208,4104,FEMALE
Adelie,Torgersen,41.1,18.9,198,4486,MALE
Chinstrap,Dream,46.0,19.0,190,3856,MALE
Chinstrap,Dream,50.9,19.9,193,3812,MALE
Chinstrap,Dream,50.3,16.6,208,4339,FEMALE
Chinstrap,Dream,43.2,17.9,186,3384,FEMALE
Chinstrap,Dream,45.5,18.9,197,3203,MALE
Chinstrap,Dream,47.6,17.9,210,3153,MALE
Chinstrap,Dream,48.5,17.5,211,4240,MALE
Chinstrap,Dream,52.0,17.8,214,3955,MALE
Chinstrap,Dream,51.0,18.8,206,3796,FEMALE
Chinstrap,Dream,51.3,18.6,231,3826,MALE
Chinstrap,Dream,46.4,19.8,209,3610,FEMALE
Chinstrap,Dream,49.0,17.8,228,3345,FEMALE
Chinstrap,Dream,40.9,18.8,228,3404,MALE
Chinstrap,Dream,49.6,17.8,192,3737,FEMALE
Chinstrap,Dream,49.2,16.8,195,3787,MALE
Chinstrap,Dream,50.6,18.2,223,4471,MALE
Chinstrap,Dream,47.5,18.7,197,3781,FEMALE
Chinstrap,Dream,51.5,20.0,199,4005,MALE
Chinstrap,Dream,52.8,18.2,206,3638,FEMALE
Chinstrap,Dream,50.9,17.3,206,3975,FEMALE
Chinstrap,Dream,46.1,20.7,231,3903,MALE
Chinstrap,Dream,51.3,19.5,184,3624,FEMALE
Chinstrap,Dream,52.2,18.6,200,3935,FEMALE
Chinstrap,Dream,49.3,19.4,176,3358,FEMALE
Chinstrap,Dream,51.9,17.9,207,3459,FEMALE
Chinstrap,Dream,51.4,18.2,203,3995,MALE
Chinstrap,Dream,53.5,20.8,195,4087,FEMALE
Chinstrap,Dream,58.0,19.5,172,3555,MALE
Chinstrap,Dream,49.0,16.6,211,3685,FEMALE
Chinstrap,Dream,49.8,16.6,187,3972,MALE
Chinstrap,Dream,45.2,19.6,216,3614,MALE
Chinstrap,Dream,46.9,19.2,189,3205,MALE
Chinstrap,Dream,50.1,16.5,194,4081,FEMALE
Chinstrap,Dream,50.5,18.7,197,3775,MALE
Chinstrap,Dream,52.0,17.5,226,3963,MALE
Chinstrap,Dream,52.0,17.9,189,3869,FEMALE
Chinstrap,Dream,50.8,17.0,191,3398,FEMALE
Chinstrap,Dream,54.2,17.3,203,3574,MALE
Chinstrap,Dream,49.7,17.3,186,3871,
Chinstrap,Dream,50.5,18.1,176,3459,FEMALE
Chinstrap,Dream,43.5,18.4,172,4403,MALE
Chinstrap,Dream,50.7,19.0,199,3454,MALE
Chinstrap,Dream,47.0,19.4,205,3674,
Chinstrap,Dream,46.7,18.3,198,3470,FEMALE
Chinstrap,Dream,55.8,19.9,186,4089,FEMALE
Chinstrap,Dream,45.2,20.3,196,3445,MALE
Chinstrap,Dream,45.4,18.2,195,3674,
Chinstrap,Dream,46.4,17.8,185,3660,MALE
Chinstrap,Dream,50.2,19.7,192,3522,MALE
Chinstrap,Dream,48.1,19.6,190,3634,MALE
Chinstrap,Dream,46.5,20.0,217,4262,FEMALE
Chinstrap,Dream,45.9,19.5,200,3197,FEMALE
Chinstrap,Dream,42.4,17.1,205,3183,FEMALE
Chinstrap,Dream,50.0,16.7,182,3467,MALE
Chinstrap,Dream,51.3,17.0,206,3628,FEMALE
Gentoo,Biscoe,51.3,15.0,212,4796,FEMALE
Gentoo,Biscoe,46.8,13.9,217,4527,MALE
Gentoo,Biscoe,45.8,16.2,214,4743,MALE
Gentoo,Biscoe,47.4,13.8,180,6039,FEMALE
Gentoo,Biscoe,49.2,13.5,207,5189,FEMALE
Gentoo,Biscoe,59.6,14.4,189,4907,MALE
Gentoo,Biscoe,52.5,15.8,221,4625,MALE
Gentoo,Biscoe,49.3,15.2,211,4875,FEMALE
Gentoo,Biscoe,42.8,14.4,195,5310,FEMALE
Gentoo,Biscoe,55.1,16.1,201,4753,FEMALE
Gentoo,Biscoe,46.1,16.3,187,4915,FEMALE
Gentoo,Biscoe,45.7,14.2,193,4303,FEMALE
Gentoo,Biscoe,45.1,15.0,214,5748,FEMALE
Gentoo,Biscoe,50.7,15.0,195,5287,FEMALE
Gentoo,Biscoe,46.4,17.0,195,6151,MALE
Gentoo,Biscoe,46.6,15.3,191,4559,MALE
Gentoo,Biscoe,49.1,14.5,172,4802,FEMALE
Gentoo,Biscoe,50.1,16.2,197,5176,FEMALE
Gentoo,Biscoe,49.6,14.7,186,5257,FEMALE
Gentoo,Biscoe,43.2,15.0,225,5517,MALE
Gentoo,Biscoe,49.1,15.7,209,4653,MALE
Gentoo,Biscoe,45.0,15.0,189,5063,MALE
Gentoo,Biscoe,42.6,14.9,188,4991,FEMALE
Gentoo,Biscoe,45.1,14.5,231,4445,
Gentoo,Biscoe,48.2,16.8,215,5385,FEMALE
Gentoo,Biscoe,46.2,14.8,197,5641,MALE
Gentoo,Biscoe,46.2,14.2,193,5071,MALE
Gentoo,Biscoe,48.6,13.7,209,4507,MALE
Gentoo,Biscoe,47.2,15.5,231,4216,FEMALE
Gentoo,Biscoe,52.2,17.3,195,5399,MALE
Gentoo,Biscoe,45.5,16.0,211,4907,MALE
Gentoo,Biscoe,46.9,14.6,201,5093,MALE
Gentoo,Biscoe,52.1,13.2,208,5378,FEMALE
Gentoo,Biscoe,48.5,15.1,200,5676,FEMALE
Gentoo,Biscoe,48.2,16.5,219,5848,MALE
Gentoo,Biscoe,46.4,14.1,196,4362,MALE
Gentoo,Biscoe,47.7,14.6,217,5044,MALE
Gentoo,Biscoe,50.0,13.3,210,4765,MALE
Gentoo,Biscoe,49.4,14.3,201,5917,MALE
Gentoo,Biscoe,45.3,16.1,206,5054,MALE
Gentoo,Biscoe,48.4,15.0,194,4987,MALE
Gentoo,Biscoe,43.3,15.2,192,5279,FEMALE
Gentoo,Biscoe,47.2,17.0,200,5146,MALE
Gentoo,Biscoe,46.5,16.4,192,5158,MALE
Gentoo,Biscoe,51.1,13.8,189,5418,MALE
Gentoo,Biscoe,47.6,15.9,186,5562,MALE
Gentoo,Biscoe,45.5,14.0,209,4174,MALE
Gentoo,Biscoe,50.5,14.8,214,4552,FEMALE
Gentoo,Biscoe,46.7,13.7,177,5369,FEMALE
Gentoo,Biscoe,46.5,13.7,197,6068,FEMALE
Gentoo,Biscoe,48.7,15.0,200,4887,MALE
Gentoo,Biscoe,45.2,16.0,172,5120,FEMALE
Gentoo,Biscoe,43.5,13.9,184,5288,
Gentoo,Biscoe,46.8,15.3,172,5012,FEMALE
Gentoo,Biscoe,47.3,13.7,196,5178,MALE
Gentoo,Biscoe,43.8,15.0,213,5630,MALE
Gentoo,Biscoe,49.8,13.4,202,5594,MALE
Gentoo,Biscoe,51.3,14.3,199,4307,
Gentoo,Biscoe,45.2,13.9,215,5897,MALE
Gentoo,Biscoe,43.3,14.6,215,4904,MALE
Gentoo,Biscoe,49.9,13.5,215,4579,MALE
Gentoo,Biscoe,44.5,14.3,215,4878,FEMALE
Gentoo,Biscoe,48.5,16.3,188,4331,MALE
Gentoo,Biscoe,42.0,14.2,187,5099,MALE
Gentoo,Biscoe,46.1,15.3,199,5644,MALE
Gentoo,Biscoe,49.8,14.5,213,5453,FEMALE
Gentoo,Biscoe,54.3,14.0,214,5058,FEMALE
Gentoo,Biscoe,46.5,14.6,199,4784,FEMALE
Gentoo,Biscoe,47.5,16.1,194,5971,FEMALE
Gentoo,Biscoe,40.9,15.0,203,4335,FEMALE
Gentoo,Biscoe,55.9,15.3,200,4214,FEMALE
Gentoo,Biscoe,51.5,14.5,203,5193,MALE
Gentoo,Biscoe,50.4,14.1,172,5060,MALE
Gentoo,Biscoe,45.5,16.3,181,5025,MALE
Gentoo,Biscoe,45.2,15.4,172,4976,MALE
Gentoo,Biscoe,46.5,14.5,182,4953,MALE
Gentoo,Biscoe,50.5,14.8,192,4303,FEMALE
Gentoo,Biscoe,44.9,15.8,197,5174,MALE
Gentoo,Biscoe,48.1,16.1,185,4707,MALE
Gentoo,Biscoe,45.3,13.8,205,6261,MALE
Gentoo,Biscoe,49.5,15.7,218,4387,FEMALE
Gentoo,Biscoe,45.5,15.6,187,5544,FEMALE
Gentoo,Biscoe,50.0,15.0,229,5883,FEMALE
Gentoo,Biscoe,50.0,14.5,204,5233,MALE
Gentoo,Biscoe,49.6,15.6,208,4948,FEMALE
Gentoo,Biscoe,45.4,13.6,199,4964,FEMALE
Gentoo,Biscoe,44.4,17.0,189,5920,FEMALE
Gentoo,Biscoe,47.5,14.0,206,5161,FEMALE
Gentoo,Biscoe,44.5,13.2,193,5017,MALE
Gentoo,Biscoe,47.5,16.0,211,4768,FEMALE
Gentoo,Biscoe,50.8,15.2,200,4890,MALE
Gentoo,Biscoe,42.9,15.0,189,5098,FEMALE
Gentoo,Biscoe,46.2,14.6,209,4969,FEMALE
Gentoo,Biscoe,50.2,14.2,189,5479,MALE
Gentoo,Biscoe,49.0,14.1,204,4883,FEMALE
Gentoo,Biscoe,45.3,16.3,202,5355,MALE
Gentoo,Biscoe,50.4,15.9,207,5206,FEMALE
Gentoo,Biscoe,50.8,14.7,210,4711,MALE
Gentoo,Biscoe,45.5,14.2,209,5392,MALE
Gentoo,Biscoe,46.8,14.5,211,5221,FEMALE
Gentoo,Biscoe,42.6,15.2,207,5007,MALE
Gentoo,Biscoe,47.5,17.1,231,4955,FEMALE
Gentoo,Biscoe,41.7,15.7,194,4580,MALE
Gentoo,Biscoe,53.4,14.4,184,4585,FEMALE
Gentoo,Biscoe,48.4,15.8,194,5403,FEMALE
Gentoo,Biscoe,45.2,15.2,194,5231,FEMALE
Gentoo,Biscoe,50.8,14.7,197,5661,FEMALE
Gentoo,Biscoe,44.0,15.9,178,5016,FEMALE
Gentoo,Biscoe,48.2,14.6,180,4794,
Gentoo,Biscoe,45.2,14.4,193,6141,FEMALE
Gentoo,Biscoe,50.0,14.6,193,4566,FEMALE
Gentoo,Biscoe,47.7,16.4,228,5502,FEMALE
Gentoo,Biscoe,43.6,15.1,189,4567,FEMALE
Gentoo,Biscoe,46.8,14.4,197,5584,MALE
Gentoo,Biscoe,50.0,15.6,184,5042,FEMALE
Gentoo,Biscoe,51.1,14.2,202,5661,MALE
Gentoo,Biscoe,48.8,13.7,216,4296,MALE
Gentoo,Biscoe,59.6,15.2,200,5348,MALE
Gentoo,Biscoe,49.5,17.3,203,5174,FEMALE
Gentoo,Biscoe,43.5,14.5,189,4840,MALE
Gentoo,Biscoe,45.8,15.7,209,4735,FEMALE
Gentoo,Biscoe,47.8,15.1,199,5730,MALE
Gentoo,Biscoe,44.9,15.0,201,5201,MALE
Gentoo,Biscoe,48.7,13.9,195,5094,MALE
Gentoo,Biscoe,47.3,15.5,230,5447,FEMALE
Gentoo,Biscoe,48.7,15.7,200,5726,MALE
Gentoo,Biscoe,48.6,15.7,205,4756,MALE
Gentoo,Biscoe,44.9,15.8,200,4915,MALE
Gentoo,Biscoe,51.1,15.8,192,5513,MALE
Gentoo,Biscoe,49.1,16.3,200,4558,MALE
Gentoo,Biscoe,48.4,14.2,204,4671,FEMALE
Gentoo,Biscoe,42.7,13.7,209,4921,FEMALE
Gentoo,Biscoe,46.3,15.4,204,4788,FEMALE
Gentoo,Biscoe,43.2,15.8,182,4801,MALE
Gentoo,Biscoe,43.4,13.1,194,5530,MALE
