Species,Island,Beak Length (mm),Beak Depth (mm),Flipper Length (mm),Body Mass (g),Sex
Adelie,Biscoe,38.5,17.5,202,3751,MALE
Adelie,Biscoe,37.8,17.0,211,3789,FEMALE
Adelie,Biscoe,37.8,17.2,201,3357,FEMALE
Adelie,Torgersen,43.1,18.9,209,3377,FEMALE
Adelie,Torgersen,37.6,20.7,189,4299,MALE
Adelie,Torgersen,36.7,17.8,201,4042,MALE
Adelie,Torgersen,37.3,17.8,231,3857,FEMALE
Adelie,Torgersen,38.2,19.0,207,3319,FEMALE
Adelie,Torgersen,42.5,18.0,213,3921,FEMALE
Chinstrap,Dream,58.0,18.6,202,3770,FEMALE
Chinstrap,Dream,49.7,19.0,201,4368,MALE
Chinstrap,Dream,52.0,17.0,194,3444,MALE
Chinstrap,Dream,49.5,20.7,200,3408,FEMALE
Chinstrap,Dream,52.7,19.8,191,4073,MALE
Chinstrap,Dream,49.2,20.0,207,4348,FEMALE
Chinstrap,Dream,55.8,17.3,205,3301,FEMALE
Chinstrap,Dream,52.8,18.8,206,3329,MALE
Chinstrap,Dream,53.5,18.7,222,3527,FEMALE
Chinstrap,Dream,46.4,18.2,190,4176,MALE
Chinstrap,Dream,46.5,17.0,199,3863,FEMALE
Chinstrap,Dream,50.2,16.8,204,3850,FEMALE
Chinstrap,Dream,50.7,19.5,221,4364,MALE
Chinstrap,Dream,49.8,19.6,190,3530,
Chinstrap,Dream,46.9,18.2,183,3626,MALE
Chinstrap,Dream,47.0,19.9,183,3620,MALE
Chinstrap,Dream,45.2,17.9,180,3791,MALE
Chinstrap,Dream,49.6,19.9,194,4003,FEMALE
Chinstrap,Dream,50.2,16.4,212,4568,MALE
Chinstrap,Dream,54.2,17.5,193,3158,FEMALE
Chinstrap,Dream,46.7,19.1,181,4186,MALE
Chinstrap,Dream,46.2,17.9,189,3698,FEMALE
Chinstrap,Dream,42.5,19.8,218,3916,FEMALE
Chinstrap,Dream,45.6,19.9,194,3446,MALE
Chinstrap,Dream,45.4,18.5,211,3555,FEMALE
Chinstrap,Dream,46.0,18.2,221,3661,MALE
Chinstrap,Dream,46.4,18.7,213,3426,FEMALE
Chinstrap,Dream,52.0,17.3,215,3146,MALE
Chinstrap,Dream,51.3,18.8,201,3067,
Chinstrap,Dream,51.0,16.7,178,4136,MALE
Chinstrap,Dream,49.0,19.5,198,3046,FEMALE
Chinstrap,Dream,48.5,19.2,198,3614,FEMALE
Chinstrap,Dream,46.1,17.9,212,3598,MALE
Chinstrap,Dream,42.4,18.1,228,3291,MALE
Chinstrap,Dream,46.6,18.7,197,2946,MALE
Chinstrap,Dream,49.0,16.6,199,4016,MALE
Chinstrap,Dream,51.3,18.3,194,3982,FEMALE
Chinstrap,Dream,52.0,18.9,217,3864,FEMALE
Chinstrap,Dream,50.9,17.5,172,4116,MALE
Chinstrap,Dream,51.4,16.6,200,3542,MALE
Chinstrap,Dream,40.9,17.8,204,3807,FEMALE
Chinstrap,Dream,51.5,19.5,213,3513,FEMALE
Chinstrap,Dream,45.5,19.7,175,3676,MALE
Chinstrap,Dream,45.7,17.9,192,4095,FEMALE
Chinstrap,Dream,50.1,19.0,208,3968,MALE
Chinstrap,Dream,50.5,17.8,182,3157,MALE
Chinstrap,Dream,50.9,19.0,190,4098,FEMALE
Chinstrap,Dream,45.2,17.3,208,3471,FEMALE
Chinstrap,Dream,51.7,17.8,188,4085,FEMALE
Chinstrap,Dream,45.9,20.8,195,3986,MALE
Chinstrap,Dream,50.6,16.6,212,3991,FEMALE
Chinstrap,Dream,48.1,19.4,210,3835,FEMALE
Chinstrap,Dream,51.9,18.6,208,3539,MALE
Chinstrap,Dream,43.2,17.3,202,3517,MALE
Chinstrap,Dream,50.3,20.3,209,3594,MALE
Chinstrap,Dream,50.8,18.2,223,4056,MALE
Chinstrap,Dream,43.5,17.8,186,4100,FEMALE
Chinstrap,Dream,50.0,16.5,196,3466,MALE
Chinstrap,Dream,51.3,18.1,178,3723,MALE
Chinstrap,Dream,47.6,17.3,213,3517,FEMALE
Chinstrap,Dream,45.7,19.6,190,3987,MALE
Chinstrap,Dream,42.5,18.8,210,3849,FEMALE
Chinstrap,Dream,47.5,16.6,211,4149,
Chinstrap,Dream,46.8,19.4,186,3093,FEMALE
Chinstrap,Dream,50.8,20.0,194,3299,MALE
Chinstrap,Dream,52.2,18.4,189,4096,FEMALE
Chinstrap,Dream,50.5,17.1,201,3819,FEMALE
Chinstrap,Dream,43.2,18.8,206,4324,MALE
Chinstrap,Dream,50.0,16.5,211,4209,MALE
Chinstrap,Dream,49.3,19.0,203,3773,FEMALE
Gentoo,Biscoe,41.7,16.1,189,4731,
Gentoo,Biscoe,47.5,14.3,192,4897,MALE
Gentoo,Biscoe,45.2,17.0,193,5842,MALE
Gentoo,Biscoe,47.4,17.1,213,4965,MALE
Gentoo,Biscoe,48.7,14.9,190,5170,MALE
Gentoo,Biscoe,45.5,13.9,207,5188,MALE
Gentoo,Biscoe,46.9,14.2,208,4650,MALE
Gentoo,Biscoe,45.3,13.7,205,4562,MALE
Gentoo,Biscoe,51.1,16.1,204,5411,FEMALE
Gentoo,Biscoe,42.0,16.4,193,5117,MALE
Gentoo,Biscoe,48.8,14.6,188,5212,MALE
Gentoo,Biscoe,46.5,15.2,188,4531,MALE
Gentoo,Biscoe,48.4,14.6,186,4478,MALE
Gentoo,Biscoe,49.9,14.4,199,4194,
Gentoo,Biscoe,45.2,15.7,194,6283,FEMALE
Gentoo,Biscoe,47.2,15.2,194,5743,FEMALE
Gentoo,Biscoe,50.0,13.7,225,5302,MALE
Gentoo,Biscoe,45.0,13.8,202,5235,FEMALE
Gentoo,Biscoe,46.6,13.7,197,4823,FEMALE
Gentoo,Biscoe,50.8,14.4,195,5349,FEMALE
Gentoo,Biscoe,44.9,15.0,211,5442,MALE
Gentoo,Biscoe,46.2,15.1,197,5673,MALE
Gentoo,Biscoe,46.5,14.2,192,5777,MALE
Gentoo,Biscoe,49.6,14.0,208,4132,MALE
Gentoo,Biscoe,46.2,14.5,205,5861,MALE
Gentoo,Biscoe,43.4,15.7,206,5346,FEMALE
Gentoo,Biscoe,49.2,14.3,228,4761,MALE
Gentoo,Biscoe,46.1,16.1,218,4714,
Gentoo,Biscoe,46.1,14.1,208,6291,FEMALE
Gentoo,Biscoe,48.5,14.4,202,5414,FEMALE
Gentoo,Biscoe,50.8,16.0,215,4915,FEMALE
Gentoo,Biscoe,54.3,13.9,186,5242,MALE
Gentoo,Biscoe,47.2,16.3,185,5086,MALE
Gentoo,Biscoe,52.2,13.1,210,4559,.
Gentoo,Biscoe,51.3,17.0,172,5367,MALE
Gentoo,Biscoe,43.8,15.8,186,4704,MALE
Gentoo,Biscoe,52.1,15.0,194,4901,FEMALE
Gentoo,Biscoe,42.6,14.5,203,5349,MALE
Gentoo,Biscoe,50.0,15.8,221,5147,FEMALE
Gentoo,Biscoe,43.3,15.0,193,5104,MALE
Gentoo,Biscoe,49.6,14.3,219,4551,FEMALE
Gentoo,Biscoe,55.9,14.5,182,4784,MALE
Gentoo,Biscoe,40.9,14.2,201,3940,MALE
Gentoo,Biscoe,48.4,14.5,216,5219,
Gentoo,Biscoe,45.1,13.3,207,4457,MALE
Gentoo,Biscoe,49.0,17.3,202,4655,
Gentoo,Biscoe,55.1,14.4,203,4727,FEMALE
Gentoo,Biscoe,49.1,16.3,219,5881,MALE
Gentoo,Biscoe,45.2,15.3,213,5129,FEMALE
Gentoo,Biscoe,50.4,13.7,200,5049,MALE
Gentoo,Biscoe,50.2,15.0,203,4783,MALE
Gentoo,Biscoe,48.1,15.3,211,5165,FEMALE
Gentoo,Biscoe,59.6,15.6,226,3779,FEMALE
Gentoo,Biscoe,49.5,15.7,205,4283,MALE
Gentoo,Biscoe,45.2,15.0,198,5136,FEMALE
Gentoo,Biscoe,44.5,15.7,204,4891,MALE
Gentoo,Biscoe,42.9,15.7,208,5036,MALE
Gentoo,Biscoe,46.8,13.5,180,4111,FEMALE
Gentoo,Biscoe,43.6,14.8,202,5056,MALE
Gentoo,Biscoe,49.8,16.5,189,6280,FEMALE
Gentoo,Biscoe,50.4,14.6,215,4821,FEMALE
Gentoo,Biscoe,49.4,16.2,222,5357,MALE
Gentoo,Biscoe,49.1,14.0,201,5139,FEMALE
Gentoo,Biscoe,42.7,15.0,194,5554,FEMALE
Gentoo,Biscoe,44.0,14.7,188,4689,FEMALE
Gentoo,Biscoe,44.9,14.2,199,5500,FEMALE
Gentoo,Biscoe,49.2,16.0,213,4956,MALE
Gentoo,Biscoe,46.3,13.7,201,5114,MALE
Gentoo,Biscoe,46.4,15.2,209,4451,MALE
Gentoo,Biscoe,50.0,16.2,191,5205,FEMALE
Gentoo,Biscoe,50.5,14.6,196,4797,MALE
Gentoo,Biscoe,50.8,16.2,195,5466,MALE
Gentoo,Biscoe,48.4,15.3,203,5098,MALE
Gentoo,Biscoe,42.8,16.1,193,4819,FEMALE
Gentoo,Biscoe,45.1,17.3,178,5384,MALE
Gentoo,Biscoe,47.8,15.2,192,4393,FEMALE
Gentoo,Biscoe,49.8,15.4,231,6117,FEMALE
Gentoo,Biscoe,49.5,15.8,220,4773,FEMALE
Gentoo,Biscoe,50.0,16.3,172,4663,FEMALE
Gentoo,Biscoe,46.7,13.4,190,4967,FEMALE
Gentoo,Biscoe,45.7,15.1,228,4746,MALE
Gentoo,Biscoe,50.5,15.6,191,5547,FEMALE
Gentoo,Biscoe,50.7,15.7,198,5354,FEMALE
Gentoo,Biscoe,48.6,14.6,194,4519,MALE
Gentoo,Biscoe,45.8,14.1,202,5322,FEMALE
Gentoo,Biscoe,44.5,15.0,184,4859,FEMALE
Gentoo,Biscoe,46.7,16.4,194,4206,MALE
Gentoo,Biscoe,49.3,15.2,231,4989,MALE
Gentoo,Biscoe,45.3,15.8,212,5525,MALE
Gentoo,Biscoe,47.6,14.1,210,4544,FEMALE
Gentoo,Biscoe,43.3,15.9,194,4883,FEMALE
Gentoo,Biscoe,52.5,13.5,204,5091,FEMALE
Gentoo,Biscoe,49.6,15.6,179,5438,FEMALE
Gentoo,Biscoe,55.9,13.7,212,5148,FEMALE
Gentoo,Biscoe,44.4,16.8,195,4230,MALE
Gentoo,Biscoe,48.4,14.5,198,4878,MALE
Gentoo,Biscoe,46.8,15.9,224,4784,MALE
Gentoo,Biscoe,46.8,15.8,203,5009,FEMALE
Gentoo,Biscoe,43.5,13.9,203,4271,MALE
Gentoo,Biscoe,45.5,14.5,182,6171,MALE
Gentoo,Biscoe,53.4,14.2,200,4849,MALE
Gentoo,Biscoe,48.7,13.8,196,5190,FEMALE
Gentoo,Biscoe,48.2,15.0,194,5122,MALE
Gentoo,Biscoe,43.8,17.0,189,5108,MALE
Gentoo,Biscoe,50.4,13.7,185,4088,MALE
Gentoo,Biscoe,51.5,14.5,231,5551,FEMALE
Gentoo,Biscoe,46.4,16.3,212,4906,FEMALE
Gentoo,Biscoe,46.5,14.7,194,4824,FEMALE
Gentoo,Biscoe,45.5,15.0,177,4757,MALE
Gentoo,Biscoe,43.2,15.4,211,5404,FEMALE
Gentoo,Biscoe,45.4,14.8,186,5749,MALE
Gentoo,Biscoe,47.5,14.7,213,5336,MALE
Gentoo,Biscoe,48.2,16.0,218,4942,FEMALE
Gentoo,Biscoe,46.2,13.8,220,5315,FEMALE
Gentoo,Biscoe,48.5,16.2,207,5140,FEMALE
Gentoo,Biscoe,50.0,15.6,200,6265,MALE
Gentoo,Biscoe,45.8,15.3,188,4920,FEMALE
Gentoo,Biscoe,49.1,13.2,206,4444,
Gentoo,Biscoe,46.8,16.0,188,4637,MALE
Gentoo,Biscoe,47.3,15.1,200,4988,MALE
Gentoo,Biscoe,48.7,15.5,186,4776,MALE
Gentoo,Biscoe,49.4,17.0,197,4913,MALE
Gentoo,Biscoe,46.5,14.2,210,5474,FEMALE
Gentoo,Biscoe,43.5,13.7,172,4164,FEMALE
Gentoo,Biscoe,46.4,14.8,205,5492,MALE
Gentoo,Biscoe,47.6,15.0,187,4495,FEMALE
Gentoo,Biscoe,50.1,13.6,210,5056,FEMALE
Gentoo,Biscoe,47.8,13.7,193,5565,MALE
Gentoo,Biscoe,51.1,13.9,193,5616,FEMALE
Gentoo,Biscoe,52.1,16.1,184,5927,FEMALE
Gentoo,Biscoe,47.5,17.0,197,5812,MALE
Gentoo,Biscoe,47.7,15.0,191,5215,FEMALE
Gentoo,Biscoe,45.5,15.9,196,5629,FEMALE
Gentoo,Biscoe,46.5,14.5,189,5126,MALE
