sentence,label,idx
the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy .,0,822
a painfully funny ode to bad behavior .,1,633
"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",0,218
"instead of hiding pinocchio from critics , miramax should have hidden it from everyone .",1,655
turns potentially forgettable formula into something strangely diverting .,1,453
"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine .",0,37
an infectious cultural fable with a tasty balance of family drama and frenetic comedy .,1,1
"complete lack of originality , cleverness or even visible effort",1,242
scooby dooby doo / and shaggy too / you both look and sound great .,0,265
"a warm , funny , engaging film .",0,461
"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz .",1,555
brilliantly explores the conflict between following one 's heart and following the demands of tradition .,1,814
"challenging , intermittently engrossing and unflaggingly creative .",0,263
"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting .",1,212
a strangely compelling and brilliantly acted psychological drama .,0,404
the iditarod lasts for days - this just felt like it did .,0,651
serving sara does n't serve up a whole lot of laughs .,1,86
... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock .,1,263
"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater .",0,436
"if you can stomach the rough content , it 's worth checking out for the performances alone .",0,363
i 'm just too bored to care .,1,100
"a tender , heartfelt family drama .",1,622
"an overemphatic , would-be wacky , ultimately tedious sex farce .",1,652
"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity .",1,710
suffers from the lack of a compelling or comprehensible narrative .,0,526
but it 's too long and too convoluted and it ends in a muddle .,1,724
"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming .",0,464
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight !",1,732
you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance .,0,443
it all drags on so interminably it 's like watching a miserable relationship unfold in real time .,0,384
it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one .,1,402
director uwe boll and the actors provide scant reason to care in this crude '70s throwback .,0,345
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight !",1,15
coughs and sputters on its own postmodern conceit .,0,394
"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it .",1,793
"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality .",1,666
no way i can believe this load of junk .,1,263
"outer-space buffs might love this film , but others will find its pleasures intermittent .",0,327
"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun .",0,297
"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable .",1,134
"smart , provocative and blisteringly funny .",1,536
"forced , familiar and thoroughly condescending .",1,329
filmmakers who can deftly change moods are treasures and even marvels .,1,129
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .,1,486
at once half-baked and overheated .,1,468
not since tom cruise in risky business has an actor made such a strong impression in his underwear .,1,500
a sequel that 's much too big for its britches .,0,392
at once half-baked and overheated .,0,663
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns .",0,434
"for movie lovers as well as opera lovers , tosca is a real treat .",1,280
almost gags on its own gore .,1,647
"a warm , funny , engaging film .",0,63
"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women .",0,628
"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis .",1,334
a solid examination of the male midlife crisis .,0,512
a by-the-numbers patient/doctor pic that covers all the usual ground,1,667
"altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece .",0,470
my thoughts were focused on the characters .,1,840
chokes on its own depiction of upper-crust decorum .,0,658
it 's a charming and often affecting journey .,1,504
"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?",0,646
the film 's tone and pacing are off almost from the get-go .,0,527
the film will play equally well on both the standard and giant screens .,0,646
"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction .",1,822
"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn .",1,122
there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television .,1,569
it all drags on so interminably it 's like watching a miserable relationship unfold in real time .,0,719
a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .,1,500
indifferently implausible popcorn programmer of a movie .,0,705
"minority report is exactly what the title indicates , a report .",1,764
falls neatly into the category of good stupid fun .,0,244
"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level .",0,239
"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula .",0,150
"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency .",0,766
"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again .",1,122
"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role .",1,372
"kinnear does n't aim for our sympathy , but rather delivers a performance of striking skill and depth .",1,12
"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums .",1,85
a quiet treasure -- a film to be savored .,1,280
"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun .",0,311
a giggle a minute .,0,803
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .",0,197
how do you spell cliché ?,1,398
"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor .",1,649
"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that .",0,135
"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness .",1,820
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",1,682
almost gags on its own gore .,1,209
"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama .",1,335
there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .,0,704
"there is a fabric of complex ideas here , and feelings that profoundly deepen them .",1,269
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project .",1,624
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting .",0,329
it 's a charming and often affecting journey .,1,789
"it does n't believe in itself , it has no sense of humor ... it 's just plain bored .",1,767
"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution .",1,623
"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class .",0,818
attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience .,1,463
"it 's a scattershot affair , but when it hits its mark it 's brilliant .",1,212
it provides an honest look at a community striving to anchor itself in new grounds .,0,864
i 'm just too bored to care .,0,40
leigh 's film is full of memorable performances from top to bottom .,1,5
"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all .",0,729
the movie does a good job of laying out some of the major issues that we encounter as we journey through life .,1,723
"instead , he shows them the respect they are due .",0,316
a coarse and stupid gross-out .,1,159
"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know .",1,423
unflinchingly bleak and desperate,0,536
"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . ''",1,745
it all drags on so interminably it 's like watching a miserable relationship unfold in real time .,0,418
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam .",0,832
"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan .",0,752
a by-the-numbers patient/doctor pic that covers all the usual ground,0,176
it 's like watching a nightmare made flesh .,0,454
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character .",0,47
nothing is sacred in this gut-buster .,1,745
"birthday girl is an amusing joy ride , with some surprisingly violent moments .",1,540
"not only unfunny , but downright repellent .",1,778
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .,0,803
a deep and meaningful film .,1,578
"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences .",0,207
a film about a young man finding god that is accessible and touching to the marrow .,1,294
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters .,1,325
"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation .",0,790
"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard .",1,673
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that .",1,208
"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie .",1,360
"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .",1,24
"scores no points for originality , wit , or intelligence .",1,514
"a gripping movie , played with performances that are all understated and touching .",0,323
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .",1,806
"the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original .",1,165
"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide .",1,623
"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine .",1,160
that is a compliment to kuras and miller .,0,565
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance .",1,64
"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise .",0,66
a beguiling splash of pastel colors and prankish comedy from disney .,0,100
"and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins .",0,836
what was once original has been co-opted so frequently that it now seems pedestrian .,1,535
i just loved every minute of this film .,1,74
"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun .",0,780
filmmakers who can deftly change moods are treasures and even marvels .,0,451
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat .",0,170
the emotions are raw and will strike a nerve with anyone who 's ever had family trauma .,1,155
"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation .",1,171
taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,1,359
seldom has a movie so closely matched the spirit of a man and his work .,0,229
turns potentially forgettable formula into something strangely diverting .,1,133
montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .,1,667
"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate .",1,366
the heavy-handed film is almost laughable as a consequence .,0,614
we have n't seen such hilarity since say it is n't so !,0,130
"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun .",1,409
"while the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor .",0,495
they should have called it gutterball .,0,249
"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener .",0,411
light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection .,1,389
"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine",0,509
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world .",1,436
uses high comedy to evoke surprising poignance .,0,51
"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history .",1,525
fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away .,1,747
reign of fire looks as if it was made without much thought -- and is best watched that way .,0,354
reggio 's continual visual barrage is absorbing as well as thought-provoking .,1,560
"a very well-made , funny and entertaining picture .",1,598
verbinski implements every hack-artist trick to give us the ooky-spookies .,0,280
will amuse and provoke adventurous adults in specialty venues .,0,494
holm ... embodies the character with an effortlessly regal charisma .,1,712
the performances take the movie to a higher level .,0,509
a delightful coming-of-age story .,0,553
the magic of the film lies not in the mysterious spring but in the richness of its performances .,0,109
"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate .",1,486
sam mendes has become valedictorian at the school for soft landings and easy ways out .,0,18
an unclassifiably awful study in self - and audience-abuse .,0,719
"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential .",1,356
"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . ''",0,689
"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '",0,493
"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .",1,262
"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere .",1,313
it takes talent to make a lifeless movie about the most heinous man who ever lived .,0,76
this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes .,0,547
"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation .",0,793
"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting .",0,505
"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there .",0,200
"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear .",1,621
it made me want to wrench my eyes out of my head and toss them at the screen .,0,501
"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore .",1,319
"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical .",1,641
it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel .,1,338
rarely has leukemia looked so shimmering and benign .,1,162
bad .,0,795
as unseemly as its title suggests .,1,824
the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work .,1,708
i had to look away - this was god awful .,0,184
zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .,1,130
"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch .",1,609
it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .,1,274
just not campy enough,0,574
"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments .",0,394
like you could n't smell this turkey rotting from miles away .,0,564
... nothing scary here except for some awful acting and lame special effects .,0,855
villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) .,1,634
"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun .",0,194
the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not .,0,39
the second coming of harry potter is a film far superior to its predecessor .,1,629
suffers from the lack of a compelling or comprehensible narrative .,1,417
the minor figures surrounding ( bobby ) ... form a gritty urban mosaic .,1,299
"a gripping movie , played with performances that are all understated and touching .",1,651
michael gerbosi 's script is economically packed with telling scenes .,1,120
big fat waste of time .,0,755
one of the smartest takes on singles culture i 've seen in a long time .,0,60
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins .",1,798
and that 's a big part of why we go to the movies .,1,88
"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end .",0,793
"an artful , intelligent film that stays within the confines of a well-established genre .",1,427
"a smart , witty follow-up .",0,603
"there is a fabric of complex ideas here , and feelings that profoundly deepen them .",1,643
the characters are interesting and often very creatively constructed from figure to backstory .,1,182
"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .",1,341
and that leaves a hole in the center of the salton sea .,0,461
"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet .",0,344
"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide .",1,754
"excessive , profane , packed with cartoonish violence and comic-strip characters .",0,607
... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller .,0,784
"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear .",0,587
the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,1,147
plays like a volatile and overlong w magazine fashion spread .,0,272
"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch .",0,606
"crackerjack entertainment -- nonstop romance , music , suspense and action .",0,529
the cold turkey would 've been a far better title .,0,231
sam mendes has become valedictorian at the school for soft landings and easy ways out .,1,356
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that .",1,471
"i do n't mind having my heartstrings pulled , but do n't treat me like a fool .",1,333
"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter .",0,694
"well-nigh unendurable ... though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull .",0,236
... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it .,0,61
"there is n't nearly enough fun here , despite the presence of some appealing ingredients .",1,232
feels too formulaic and too familiar to produce the transgressive thrills of early underground work .,1,103
"even in its most tedious scenes , russian ark is mesmerizing .",1,162
"vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances .",0,702
sam mendes has become valedictorian at the school for soft landings and easy ways out .,1,179
"highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up .",0,598
"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal .",0,12
"not only unfunny , but downright repellent .",0,863
"an overemphatic , would-be wacky , ultimately tedious sex farce .",1,111
will amuse and provoke adventurous adults in specialty venues .,1,270
"exciting and direct , with ghost imagery that shows just enough to keep us on our toes .",1,563
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath .",1,465
slick piece of cross-promotion .,0,37
a valueless kiddie paean to pro basketball underwritten by the nba .,0,382
"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence .",0,221
"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun .",0,153
broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case .,0,676
"add yet another hat to a talented head , clooney 's a good director .",0,847
a romantic comedy enriched by a sharp eye for manners and mores .,1,492
"scores no points for originality , wit , or intelligence .",0,811
"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .",0,442
atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues,1,668
"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine",1,530
"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey .",0,346
"at its best , queen is campy fun like the vincent price horror classics of the '60s .",1,538
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work .",1,710
a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .,1,656
yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix .,0,739
... is an arthritic attempt at directing by callie khouri .,0,176
bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid .,0,343
"exciting and direct , with ghost imagery that shows just enough to keep us on our toes .",1,331
"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution .",1,80
fancy a real downer ?,1,435
looks and feels like a project better suited for the small screen .,1,798
to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be .,1,256
a marvel like none you 've seen .,0,543
people cinema at its finest .,1,161
"... a fun little timewaster , helped especially by the cool presence of jean reno .",1,594
filmmakers who can deftly change moods are treasures and even marvels .,1,696
a woman 's pic directed with resonance by ilya chaiken .,0,29
chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama .,1,465
but it 's too long and too convoluted and it ends in a muddle .,1,196
that is a compliment to kuras and miller .,0,605
what was once original has been co-opted so frequently that it now seems pedestrian .,0,113
"a study in shades of gray , offering itself up in subtle plot maneuvers ...",1,577
"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously .",0,159
"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama .",1,606
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty .",1,648
fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away .,0,609
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie .",1,210
a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair .,1,542
it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth .,0,13
"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness .",1,2
