total_bill,tip,sex,smoker,day,time,size
16.59,4.13,Male,Yes,Fri,Lunch,2
20.43,2.53,Female,No,Sun,Dinner,2
22.8,3.63,Female,Yes,Sat,Dinner,2
24.2,3.22,Male,No,Thur,Lunch,4
22.58,2.24,Male,Yes,Fri,Lunch,2
50.81,1.78,Female,No,Sun,Dinner,2
46.58,3.23,Female,Yes,Sat,Dinner,2
14.28,1.6,Male,No,Thur,Lunch,2
11.84,3.42,Male,Yes,Fri,Lunch,2
11.12,6.64,Female,No,Sun,Dinner,2
10.04,2.2,Female,Yes,Sat,Dinner,2
15.04,5.37,Male,No,Thur,Lunch,4
25.85,5.13,Male,Yes,Fri,Lunch,2
8.62,1.44,Female,No,Sun,Dinner,2
9.81,2.96,Female,Yes,Sat,Dinner,4
26.14,1.91,Male,No,Thur,Lunch,4
18.92,1.96,Male,Yes,Fri,Lunch,3
18.23,1.13,Female,No,Sun,Dinner,2
46.2,1.93,Female,Yes,Sat,Dinner,6
22.85,3.06,Male,No,Thur,Lunch,2
21.71,3.97,Male,Yes,Fri,Lunch,2
30.11,6.14,Female,No,Sun,Dinner,4
19.0,1.05,Female,Yes,Sat,Dinner,2
30.21,2.97,Male,No,Thur,Lunch,2
34.16,4.02,Male,Yes,Fri,Lunch,2
15.64,2.11,Female,No,Sun,Dinner,4
15.72,2.7,Female,Yes,Sat,Dinner,1
49.41,1.77,Male,No,Thur,Lunch,2
21.67,2.15,Male,Yes,Fri,Lunch,2
13.1,5.37,Female,No,Sun,Dinner,2
12.63,4.15,Female,Yes,Sat,Dinner,2
11.46,1.41,Male,No,Thur,Lunch,3
48.48,2.8,Male,Yes,Fri,Lunch,2
6.38,2.44,Female,No,Sun,Dinner,4
8.49,5.03,Female,Yes,Sat,Dinner,5
27.32,2.76,Male,No,Thur,Lunch,2
31.91,2.44,Male,Yes,Fri,Lunch,6
34.21,2.64,Female,No,Sun,Dinner,2
19.01,3.28,Female,Yes,Sat,Dinner,2
14.92,2.18,Male,No,Thur,Lunch,2
26.59,3.25,Male,Yes,Fri,Lunch,3
26.61,2.26,Female,No,Sun,Dinner,2
9.55,2.88,Female,Yes,Sat,Dinner,4
14.42,2.02,Male,No,Thur,Lunch,2
24.24,1.59,Male,Yes,Fri,Lunch,2
16.15,2.68,Female,No,Sun,Dinner,4
15.46,7.06,Female,Yes,Sat,Dinner,2
10.08,5.56,Male,No,Thur,Lunch,4
30.55,3.88,Male,Yes,Fri,Lunch,2
20.33,1.37,Female,No,Sun,Dinner,2
33.83,1.83,Female,Yes,Sat,Dinner,2
13.77,6.59,Male,No,Thur,Lunch,3
21.74,1.2,Male,Yes,Fri,Lunch,2
41.54,2.45,Female,No,Sun,Dinner,2
17.1,2.15,Female,Yes,Sat,Dinner,3
18.89,3.49,Male,No,Thur,Lunch,2
11.61,3.72,Male,Yes,Fri,Lunch,4
22.64,2.93,Female,No,Sun,Dinner,2
24.34,3.43,Female,Yes,Sat,Dinner,2
50.81,3.42,Male,No,Thur,Lunch,3
46.66,3.44,Male,Yes,Fri,Lunch,2
19.2,2.73,Female,No,Sun,Dinner,2
12.58,5.81,Female,Yes,Sat,Dinner,2
10.49,1.0,Male,No,Thur,Lunch,2
15.49,4.51,Male,Yes,Fri,Lunch,4
23.79,3.77,Female,No,Sun,Dinner,2
29.25,2.08,Female,Yes,Sat,Dinner,4
17.79,3.31,Male,No,Thur,Lunch,2
20.21,1.7,Male,Yes,Fri,Lunch,2
50.81,3.95,Female,No,Sun,Dinner,2
11.54,2.23,Female,Yes,Sat,Dinner,5
23.29,2.11,Male,No,Thur,Lunch,2
12.69,2.74,Male,Yes,Fri,Lunch,4
15.99,1.68,Female,No,Sun,Dinner,3
15.02,3.51,Female,Yes,Sat,Dinner,2
13.96,3.31,Male,No,Thur,Lunch,3
15.37,3.43,Male,Yes,Fri,Lunch,2
10.44,3.22,Female,No,Sun,Dinner,4
17.43,2.65,Female,Yes,Sat,Dinner,2
7.46,3.98,Male,No,Thur,Lunch,2
9.16,2.48,Male,Yes,Fri,Lunch,2
18.79,1.0,Female,No,Sun,Dinner,3
31.61,2.38,Female,Yes,Sat,Dinner,3
12.34,4.18,Male,No,Thur,Lunch,3
24.93,2.88,Male,Yes,Fri,Lunch,3
24.04,5.72,Female,No,Sun,Dinner,4
12.65,1.91,Female,Yes,Sat,Dinner,2
11.27,4.19,Male,No,Thur,Lunch,2
31.59,4.25,Male,Yes,Fri,Lunch,3
13.86,1.37,Female,No,Sun,Dinner,2
6.67,2.02,Female,Yes,Sat,Dinner,2
15.16,1.74,Male,No,Thur,Lunch,3
6.56,2.62,Male,Yes,Fri,Lunch,4
23.13,4.04,Female,No,Sun,Dinner,4
13.84,4.06,Female,Yes,Sat,Dinner,4
12.33,3.44,Male,No,Thur,Lunch,5
14.8,1.99,Male,Yes,Fri,Lunch,4
10.77,1.51,Female,No,Sun,Dinner,2
18.76,2.97,Female,Yes,Sat,Dinner,2
17.81,2.92,Male,No,Thur,Lunch,2
27.09,1.68,Male,Yes,Fri,Lunch,3
5.14,1.22,Female,No,Sun,Dinner,2
22.13,1.58,Female,Yes,Sat,Dinner,4
24.24,2.93,Male,No,Thur,Lunch,2
11.61,2.09,Male,Yes,Fri,Lunch,3
27.83,4.07,Female,No,Sun,Dinner,2
6.18,1.65,Female,Yes,Sat,Dinner,2
12.51,3.15,Male,No,Thur,Lunch,2
40.14,4.63,Male,Yes,Fri,Lunch,2
9.82,3.63,Female,No,Sun,Dinner,2
13.74,6.26,Female,Yes,Sat,Dinner,4
27.38,5.01,Male,No,Thur,Lunch,4
21.9,3.43,Male,Yes,Fri,Lunch,6
13.45,2.57,Female,No,Sun,Dinner,2
11.88,2.11,Female,Yes,Sat,Dinner,4
11.2,3.26,Male,No,Thur,Lunch,2
23.54,2.16,Male,Yes,Fri,Lunch,3
25.14,3.1,Female,No,Sun,Dinner,2
17.59,4.54,Female,Yes,Sat,Dinner,2
31.1,2.61,Male,No,Thur,Lunch,5
16.19,5.23,Male,Yes,Fri,Lunch,2
20.18,2.82,Female,No,Sun,Dinner,1
26.5,2.36,Female,Yes,Sat,Dinner,2
8.53,2.85,Male,No,Thur,Lunch,2
10.88,5.54,Male,Yes,Fri,Lunch,5
9.72,3.85,Female,No,Sun,Dinner,4
17.41,3.53,Female,Yes,Sat,Dinner,6
8.64,3.74,Male,No,Thur,Lunch,4
24.23,3.3,Male,Yes,Fri,Lunch,2
19.49,4.53,Female,No,Sun,Dinner,2
17.28,2.97,Female,Yes,Sat,Dinner,2
16.23,3.83,Male,No,Thur,Lunch,2
18.95,2.06,Male,Yes,Fri,Lunch,2
29.91,3.9,Female,No,Sun,Dinner,5
31.5,2.42,Female,Yes,Sat,Dinner,2
18.57,3.43,Male,No,Thur,Lunch,3
23.34,1.38,Male,Yes,Fri,Lunch,2
20.37,2.12,Female,No,Sun,Dinner,3
27.19,2.15,Female,Yes,Sat,Dinner,3
11.03,6.08,Male,No,Thur,Lunch,2
15.91,2.04,Male,Yes,Fri,Lunch,2
