carat,cut,color,clarity,depth,table,price,x,y,z
0.64,Very Good,D,SI1,64.1,57.0,386,6.43,5.87,3.78
1.04,Premium,F,VS1,60.7,61.0,5609,6.29,5.11,4.23
0.42,Very Good,F,VVS2,60.0,58.0,5978,4.66,6.37,3.65
0.31,Premium,D,VS2,64.3,55.0,326,4.17,5.24,2.68
0.3,Good,F,SI1,62.2,58.0,4096,5.86,7.56,2.91
0.76,Ideal,F,SI2,60.5,53.0,9077,7.28,6.04,3.49
0.66,Premium,H,VS2,63.8,57.0,4859,6.73,5.03,4.12
0.62,Ideal,I,SI1,60.6,56.0,2136,6.21,4.2,1.54
1.7,Ideal,F,VS1,62.7,57.0,1079,6.13,4.75,2.87
0.81,Very Good,G,VS2,60.2,59.0,14766,4.98,5.56,2.23
0.63,Ideal,I,VVS1,62.6,60.0,3278,5.8,6.72,3.3
0.67,Premium,E,SI1,63.9,59.0,1048,4.91,6.47,3.85
1.26,Very Good,D,VS2,62.8,57.0,1020,5.48,6.23,3.56
1.21,Premium,F,VS1,64.5,58.0,4922,5.35,4.31,3.77
1.17,Very Good,D,VS1,60.1,56.0,805,6.88,3.83,3.43
0.9,Very Good,G,VVS1,62.3,56.0,559,5.85,5.77,4.28
0.88,Very Good,E,SI2,61.3,58.0,8809,6.66,5.53,3.19
0.55,Ideal,I,VS1,60.2,59.0,6696,6.75,4.17,2.63
0.37,Ideal,E,VS2,59.7,60.7,4585,4.57,5.81,3.68
0.49,Premium,D,SI1,60.0,62.0,2027,4.33,5.68,3.16
1.24,Good,H,SI1,61.5,56.0,4955,5.07,5.19,3.02
0.75,Premium,I,SI1,62.1,58.0,11172,6.19,3.55,3.6
0.2,Very Good,G,SI1,62.0,54.0,711,5.43,6.97,3.07
1.41,Premium,H,VS1,60.1,58.0,1362,4.36,6.58,2.93
0.47,Very Good,E,SI2,58.2,59.0,2722,6.12,5.42,3.98
0.35,Good,D,SI2,61.0,54.0,2696,6.65,6.98,4.44
0.55,Ideal,E,VS1,60.2,57.0,1719,6.19,6.44,3.81
1.87,Very Good,D,VVS1,63.6,61.0,382,5.01,6.4,2.91
0.85,Very Good,H,SI2,62.6,59.0,6413,5.46,6.15,2.48
0.56,Ideal,G,VVS2,60.2,56.0,8273,6.11,6.91,3.07
0.99,Fair,I,SI2,60.4,55.0,465,6.01,4.64,3.95
0.58,Premium,F,SI2,58.1,56.0,2287,4.87,4.56,3.83
1.41,Ideal,H,VVS1,61.1,58.0,1191,3.4,5.61,3.19
0.5,Premium,E,VS1,59.2,59.0,3462,4.18,5.18,2.0
1.13,Very Good,G,VVS1,61.7,58.0,3397,4.37,5.57,2.54
0.46,Very Good,G,VS2,62.5,60.0,10445,5.59,8.27,5.36
0.26,Very Good,E,VVS1,60.1,61.0,3503,3.25,3.06,4.23
0.63,Good,F,VS1,63.4,59.0,7444,3.82,3.94,2.98
0.32,Premium,F,SI1,62.9,57.0,7559,6.06,6.73,2.74
0.66,Good,E,VS2,64.1,56.0,705,5.35,5.15,3.11
0.47,Good,E,VS1,61.5,56.0,621,3.47,4.22,3.49
0.81,Ideal,H,VS2,58.3,58.0,6867,6.69,6.24,3.17
0.49,Very Good,E,SI1,63.2,57.0,2381,6.79,6.3,4.61
0.54,Fair,F,VS1,60.1,58.0,9004,2.71,4.6,2.62
0.66,Fair,J,SI2,61.1,63.0,1437,6.26,5.47,3.9
0.29,Very Good,G,SI1,64.2,56.0,715,5.8,6.08,4.85
0.44,Premium,I,SI1,61.8,58.0,6605,4.65,7.27,4.4
2.85,Premium,J,SI1,62.0,62.0,13568,4.81,6.24,4.19
0.85,Very Good,E,SI2,57.5,58.0,352,7.58,2.87,2.92
0.34,Ideal,G,VS1,57.3,56.0,4351,6.71,5.3,2.68
0.84,Premium,G,VS2,63.0,57.0,723,5.8,5.41,2.86
2.05,Good,G,SI2,64.5,59.0,366,6.66,6.08,2.58
0.5,Fair,G,I1,61.3,55.0,817,5.76,4.83,3.23
0.58,Premium,F,VVS1,62.3,56.0,326,5.07,6.6,4.45
0.94,Ideal,H,SI2,59.9,57.0,6517,6.51,6.56,4.39
0.59,Very Good,E,VS2,60.3,57.0,978,7.15,5.05,4.84
1.24,Premium,E,VS2,60.8,60.0,362,4.49,6.09,3.61
0.69,Very Good,H,SI2,59.8,57.0,18823,5.43,7.64,4.31
0.98,Very Good,F,VVS2,61.5,56.0,4681,5.85,5.6,3.18
0.58,Very Good,F,SI1,63.0,59.0,9800,6.43,4.4,4.83
0.92,Very Good,E,VS1,59.3,56.0,3912,6.4,5.88,3.16
1.42,Very Good,J,SI2,60.9,54.0,2344,5.88,6.02,3.8
1.46,Ideal,D,SI1,60.4,55.0,1204,7.52,4.37,3.56
0.97,Very Good,G,SI2,62.8,55.0,3679,5.72,5.54,3.64
0.41,Premium,E,VS1,60.7,62.0,3548,5.44,4.37,4.07
0.75,Ideal,I,VVS2,60.2,61.0,4939,5.6,5.84,2.75
0.29,Premium,E,VS2,62.7,56.0,958,4.06,3.94,4.55
1.3,Ideal,F,VS2,61.9,59.0,1838,5.89,6.7,4.19
0.36,Very Good,G,SI2,61.9,64.0,7040,6.43,5.83,4.28
0.44,Ideal,I,VVS1,63.6,53.0,7914,6.02,6.09,2.28
0.67,Ideal,I,VS2,62.7,56.0,775,4.35,4.94,3.42
1.17,Ideal,F,SI1,59.9,63.0,1298,6.22,2.43,4.56
0.72,Very Good,G,SI2,57.1,54.0,1032,4.06,6.28,3.14
0.44,Very Good,E,SI1,60.8,62.0,2381,6.67,4.05,4.47
0.43,Premium,G,VS2,60.3,56.0,609,7.07,6.45,3.95
1.37,Very Good,F,SI1,60.5,60.0,18823,7.73,4.22,4.6
0.82,Premium,I,SI1,61.6,60.0,2394,7.48,5.82,4.15
0.29,Ideal,E,VVS1,60.9,60.0,1343,3.55,4.75,4.37
1.32,Premium,J,VS2,58.5,55.0,9549,4.95,5.58,3.23
1.46,Premium,H,VVS1,60.4,57.0,3762,5.34,5.38,5.04
0.38,Good,H,VVS1,63.0,55.0,894,4.53,5.66,3.67
1.6,Ideal,E,SI2,58.8,58.0,552,5.43,4.81,3.69
1.1,Ideal,G,VS2,59.6,60.0,839,6.68,5.15,3.77
0.93,Premium,D,VS1,61.2,55.0,1795,4.12,5.25,4.13
0.42,Premium,F,VS1,58.3,56.0,3334,6.47,4.07,2.81
0.93,Ideal,D,SI1,62.8,59.0,2899,5.69,6.37,3.79
0.37,Ideal,D,VVS2,59.4,60.0,1227,8.09,5.66,3.25
1.62,Very Good,H,VS1,59.4,58.0,10606,5.66,4.69,3.94
1.31,Ideal,G,VS1,62.1,54.8,1152,6.8,4.3,3.39
0.75,Very Good,J,SI2,63.3,53.0,10232,4.41,4.96,3.2
0.85,Ideal,I,SI1,61.3,60.0,3469,5.16,8.49,2.88
0.61,Ideal,G,VS1,58.3,59.0,6866,5.57,3.98,2.04
0.74,Ideal,G,VVS2,57.9,58.0,710,4.56,4.07,3.24
0.4,Very Good,H,VVS2,62.9,57.0,621,5.58,6.58,2.3
2.21,Very Good,I,SI2,60.2,59.0,1808,6.7,7.44,3.12
0.5,Very Good,H,SI1,62.6,53.9,13297,4.97,4.03,5.74
0.78,Premium,G,VS2,58.5,55.0,1302,5.93,6.68,3.57
0.82,Premium,G,SI1,63.4,58.0,998,7.06,6.4,2.74
0.99,Very Good,J,SI1,63.7,56.0,3774,5.52,3.79,2.38
0.55,Fair,H,SI1,58.8,59.9,7325,6.32,4.54,4.16
1.12,Ideal,D,SI2,62.7,63.0,1656,5.89,8.82,3.92
1.18,Very Good,H,VVS1,61.2,54.0,5822,4.77,7.89,3.6
0.43,Very Good,H,SI1,60.1,54.0,13544,5.15,4.81,3.52
0.61,Ideal,E,VVS2,61.0,57.0,2461,3.8,5.53,2.47
0.82,Good,I,VS2,63.0,55.0,948,4.98,3.46,3.78
0.39,Good,D,VS2,62.1,55.0,1287,5.03,3.86,3.67
0.57,Very Good,E,IF,59.6,58.0,2113,4.86,7.82,4.02
0.54,Good,D,SI2,63.0,55.0,921,5.51,4.67,1.96
1.6,Premium,J,VS2,63.1,60.0,2442,4.37,7.62,2.99
1.77,Very Good,H,VS2,62.2,56.0,1138,5.51,6.18,3.14
1.02,Premium,J,VS1,65.8,57.0,3008,4.41,5.67,3.56
0.48,Very Good,G,SI2,59.3,61.0,1099,6.28,6.43,4.82
0.3,Very Good,F,SI2,62.5,60.0,2022,4.57,5.24,4.41
1.38,Very Good,J,SI2,61.9,53.0,8495,4.64,6.56,2.77
0.95,Premium,E,VS2,61.2,58.0,11076,5.96,4.56,1.99
0.58,Good,D,SI1,62.2,59.0,480,5.69,6.7,3.49
0.42,Ideal,E,IF,60.0,56.0,1284,7.89,4.24,2.55
0.36,Ideal,E,I1,60.2,59.0,566,5.85,7.85,3.62
0.23,Good,E,VS2,59.4,57.0,993,5.62,4.39,3.8
0.72,Premium,H,SI1,60.9,61.0,377,6.68,6.17,4.05
0.56,Good,D,SI1,60.3,61.0,2857,4.11,5.23,4.75
0.63,Ideal,D,VVS1,61.2,60.0,1766,4.59,6.83,4.17
0.21,Very Good,E,VS2,57.9,58.0,5067,6.31,4.91,3.51
0.33,Ideal,D,VS1,61.2,56.0,633,4.12,6.66,1.98
0.64,Very Good,F,SI2,61.9,57.0,3476,4.73,4.64,3.24
0.66,Premium,E,VVS2,59.8,55.0,494,4.61,5.01,4.2
0.77,Very Good,F,VVS2,61.9,60.0,1836,3.68,5.2,4.51
0.9,Good,J,VS2,63.0,55.0,1633,5.19,5.83,2.75
1.4,Ideal,I,VS2,62.9,59.0,3650,5.36,5.88,3.36
0.5,Very Good,G,SI2,59.8,60.0,6033,6.83,7.02,2.78
0.23,Ideal,F,VVS1,61.0,53.0,1976,3.26,6.75,4.25
3.22,Very Good,G,I1,66.3,55.6,1736,6.8,8.87,3.29
1.12,Good,J,VS2,58.8,54.3,1747,5.55,6.58,3.28
1.37,Very Good,I,VS2,63.6,58.0,1174,5.12,4.82,4.0
0.74,Fair,F,I1,63.3,57.0,3239,5.83,6.04,3.96
2.23,Fair,F,SI1,62.4,57.0,1625,7.82,7.6,3.25
1.22,Very Good,J,VS2,65.7,62.0,4992,6.42,8.42,3.43
0.35,Good,E,SI1,57.9,56.0,7171,6.44,5.43,4.58
0.86,Good,F,SI1,62.0,53.7,11384,5.83,3.73,2.84
0.33,Ideal,E,VS1,61.6,56.0,1424,7.12,7.65,2.99
0.8,Ideal,I,VVS2,60.5,57.0,5515,6.7,8.53,3.08
2.15,Very Good,I,SI1,59.5,59.0,1685,5.27,3.44,3.04
0.66,Ideal,F,IF,62.2,60.0,2678,6.73,6.86,4.02
0.57,Premium,E,VS2,61.9,59.0,4093,5.59,6.18,1.52
1.18,Premium,H,SI1,61.2,60.0,8229,5.7,8.15,2.65
0.7,Good,I,SI1,58.3,54.0,7819,5.28,7.04,3.25
0.32,Very Good,D,SI2,60.6,59.0,1183,6.66,4.76,3.51
0.88,Very Good,F,SI2,60.3,60.0,715,5.01,5.6,2.42
0.72,Ideal,G,VVS1,62.5,61.0,3244,6.62,3.8,2.93
0.33,Very Good,E,VS2,62.4,58.0,1152,7.64,6.63,4.93
0.74,Good,E,VVS2,61.9,59.0,3787,7.0,5.66,4.16
0.28,Premium,E,VS2,61.9,60.0,2239,5.41,5.98,4.8
1.28,Premium,I,VS1,62.7,56.0,4385,4.18,3.8,2.47
0.68,Premium,D,SI1,62.9,61.0,1975,4.74,5.56,4.07
0.69,Ideal,D,VVS2,63.2,54.0,1866,6.52,3.36,3.01
0.59,Very Good,H,VS1,60.1,60.0,5454,5.58,3.88,3.32
0.6,Premium,E,VS2,60.6,55.0,1846,4.06,6.23,3.88
1.29,Premium,F,I1,57.5,62.0,1529,8.23,5.96,2.92
0.36,Fair,D,SI1,62.1,61.0,2260,6.18,4.46,3.1
0.61,Ideal,F,SI1,62.2,61.0,886,4.7,5.52,2.89
0.56,Very Good,H,SI2,59.2,58.0,3101,7.52,3.6,3.09
1.14,Premium,E,VVS1,62.9,56.0,1252,5.46,3.7,3.36
0.39,Premium,D,VVS1,62.7,58.0,3975,5.75,3.67,3.49
0.4,Very Good,H,SI1,63.1,58.0,3906,5.91,4.88,3.44
1.7,Very Good,D,VS1,62.2,59.0,783,4.92,7.99,3.95
0.36,Premium,I,VS1,61.3,57.0,2348,6.24,4.46,2.81
0.38,Very Good,J,VVS2,61.5,55.0,7089,4.74,4.13,4.59
0.8,Premium,G,VVS1,62.1,57.0,5149,6.77,6.07,3.61
0.54,Very Good,F,VS2,61.8,60.0,326,6.91,4.74,3.07
1.56,Ideal,G,SI1,60.7,61.0,3325,5.87,4.65,4.4
0.59,Very Good,F,VS1,62.6,60.0,3799,4.96,4.9,5.53
0.56,Premium,I,SI1,61.5,61.0,5345,4.38,4.61,4.75
0.59,Ideal,I,VS2,62.3,55.0,4857,5.97,3.88,5.15
0.31,Good,E,SI1,60.0,63.0,852,4.55,7.26,4.16
0.71,Very Good,I,VS2,58.8,56.0,11427,6.2,7.24,3.51
0.68,Ideal,E,SI1,64.3,59.0,1659,5.65,6.21,3.1
0.69,Very Good,I,VVS2,60.4,58.0,4348,5.97,4.79,2.83
0.83,Good,D,SI1,61.3,59.0,7182,5.0,6.02,4.26
0.45,Premium,E,VS1,62.6,61.0,4522,6.06,5.81,3.41
0.69,Premium,D,VS1,63.7,55.0,733,6.84,7.37,4.81
0.5,Fair,F,I1,66.9,57.0,2048,6.11,4.9,4.06
1.06,Ideal,J,SI1,57.7,54.0,1509,5.31,7.76,2.7
1.47,Very Good,F,VVS1,63.1,56.0,4174,5.79,5.03,2.23
1.27,Fair,F,SI1,61.6,55.0,906,4.09,6.42,1.74
0.76,Premium,D,VS2,59.4,60.0,2633,7.18,5.14,4.46
1.58,Good,H,SI1,62.1,57.0,4940,6.37,4.77,3.54
0.7,Good,I,VS2,61.5,58.0,2369,7.69,6.87,3.9
1.09,Premium,G,VS2,62.1,62.0,1736,5.63,4.67,3.26
0.87,Very Good,H,VVS2,61.9,58.0,1054,3.97,5.5,2.19
1.52,Ideal,I,VS1,61.9,55.0,3276,6.41,6.96,4.75
1.68,Premium,I,SI1,60.0,56.0,5592,5.57,4.89,4.66
0.82,Very Good,H,SI1,62.4,59.0,15968,4.81,6.38,4.53
1.55,Premium,J,SI1,67.3,57.0,796,5.86,4.31,3.71
0.23,Ideal,D,SI1,64.3,60.0,448,3.86,4.98,4.06
0.78,Premium,G,SI2,61.3,60.0,5267,5.83,5.67,2.32
0.38,Very Good,F,VVS1,63.5,58.0,2490,6.31,3.96,2.43
0.33,Premium,I,SI1,59.8,62.0,1675,4.95,6.15,3.88
0.41,Fair,I,VS2,57.9,58.0,2311,7.35,5.47,2.79
0.87,Ideal,G,SI1,61.4,56.0,1458,7.5,6.95,2.61
0.29,Very Good,I,SI1,61.1,58.0,18823,6.31,6.29,4.27
1.12,Good,H,I1,70.0,57.0,5669,5.01,6.14,2.78
1.18,Very Good,I,VS1,61.5,57.0,3853,6.84,6.85,3.46
1.74,Very Good,H,VS1,60.0,59.0,3922,7.02,4.43,3.69
0.26,Premium,F,SI2,61.6,57.0,945,6.06,6.03,2.49
0.53,Very Good,D,SI1,60.1,56.0,2361,4.59,5.27,3.4
0.38,Good,E,VS1,63.4,59.0,6008,5.3,6.5,3.85
0.47,Good,G,VVS2,62.6,54.0,17219,6.01,5.29,3.97
0.46,Premium,E,VS2,62.4,56.2,3631,3.13,4.92,2.61
1.16,Good,G,SI2,61.3,58.0,1730,4.85,4.81,2.27
0.7,Ideal,G,VS1,62.9,58.0,2137,6.14,5.65,2.94
0.39,Ideal,H,VS2,62.8,54.0,4961,5.29,6.17,3.51
0.64,Ideal,E,VS2,62.9,55.0,5321,5.13,6.62,3.65
0.3,Very Good,F,VS2,64.0,64.0,2329,3.84,5.16,3.96
0.6,Fair,E,I1,62.1,56.0,2686,6.79,6.17,4.18
0.68,Premium,G,SI1,61.5,59.0,2272,6.71,5.72,3.64
0.69,Very Good,G,VVS1,61.2,62.0,1332,5.46,6.56,4.47
1.27,Good,G,SI1,60.8,53.5,611,5.91,5.12,3.67
0.76,Fair,F,SI1,61.6,58.0,547,4.83,4.14,4.55
0.78,Premium,H,SI2,58.8,61.0,326,3.71,4.06,3.69
1.51,Very Good,G,SI1,57.1,62.0,1012,4.86,4.94,3.2
2.84,Ideal,J,VS2,58.2,57.0,4401,5.02,4.9,3.56
0.59,Very Good,F,VS1,62.3,55.0,8469,4.47,7.25,2.83
0.66,Good,G,VS1,62.6,55.0,1310,6.88,6.34,2.7
0.35,Premium,H,SI2,57.7,62.0,17409,6.65,5.81,3.6
2.0,Very Good,H,VS2,59.3,56.0,9154,3.75,4.33,3.58
1.09,Ideal,G,VVS1,63.2,54.0,4133,3.84,4.81,3.72
0.31,Premium,H,SI1,61.2,55.0,6034,5.21,5.85,3.5
0.8,Very Good,I,VVS1,63.0,63.0,6679,5.9,7.46,3.84
1.84,Premium,J,SI1,62.8,58.0,3642,5.03,7.15,3.02
0.41,Premium,E,SI2,63.8,55.0,650,5.52,4.37,3.91
1.45,Fair,G,SI1,62.5,61.0,7551,6.47,5.42,3.45
0.75,Very Good,H,VS2,61.8,58.0,2283,6.83,4.1,2.26
0.37,Ideal,H,SI1,63.5,58.0,10796,6.44,4.37,4.34
0.24,Good,F,VS2,61.8,54.0,2298,5.2,5.89,3.4
0.82,Ideal,I,SI1,61.5,59.0,2867,4.97,5.92,4.21
1.04,Fair,I,VS2,62.7,59.0,4712,4.53,6.93,3.64
0.4,Premium,F,SI1,61.9,54.0,596,9.27,6.51,3.64
0.4,Ideal,E,VS1,63.7,64.0,924,6.48,7.86,3.89
0.82,Very Good,G,VS1,61.2,61.0,8524,5.14,5.76,3.59
0.31,Ideal,D,VVS2,61.9,55.0,1485,7.63,7.74,4.73
0.4,Premium,H,SI2,62.9,61.0,913,5.71,8.15,2.15
0.29,Very Good,D,SI1,63.8,59.0,1031,5.08,5.58,2.43
0.2,Ideal,D,SI1,62.4,56.0,10708,5.79,6.35,4.21
0.42,Very Good,G,SI1,64.0,58.0,6573,7.23,5.94,4.32
1.46,Premium,H,VVS2,62.4,53.0,3922,5.37,7.3,3.0
0.93,Very Good,E,VVS2,59.4,58.0,470,6.78,4.86,3.5
0.43,Very Good,H,VS1,61.7,55.0,3353,6.26,6.09,3.56
0.46,Very Good,D,IF,61.3,57.0,494,4.83,6.57,4.08
0.37,Very Good,D,SI1,65.6,58.0,1348,5.22,4.19,3.57
0.41,Very Good,F,VS1,62.5,57.0,17090,5.09,6.67,4.04
0.58,Ideal,D,VVS2,60.9,56.0,1121,5.28,6.01,2.9
1.13,Ideal,J,SI1,63.3,59.0,2677,6.74,6.68,4.17
1.54,Ideal,G,VS2,63.2,57.0,1333,7.59,5.07,2.76
0.68,Very Good,H,SI2,60.4,58.0,3610,5.7,5.73,3.1
1.18,Good,I,VVS2,61.3,56.0,1629,3.9,6.31,3.07
1.09,Good,I,VS2,63.4,56.0,1252,5.7,6.89,3.6
0.86,Very Good,D,VVS2,62.4,54.0,5713,4.62,5.17,3.75
0.59,Very Good,G,VS1,60.0,60.0,2179,4.78,6.97,3.03
0.61,Premium,E,SI1,58.4,58.0,392,4.86,6.84,3.66
0.44,Good,F,VS2,64.0,56.0,2743,5.65,5.3,3.73
0.74,Premium,D,SI2,65.7,59.0,1743,7.77,6.4,2.84
0.52,Ideal,I,VS1,62.0,61.0,995,6.44,7.01,4.2
0.34,Good,H,SI1,60.3,61.0,5052,6.34,6.19,2.07
1.61,Premium,H,VVS1,61.4,60.0,3546,5.53,6.39,2.34
0.66,Premium,D,VS1,60.2,58.0,3607,4.93,4.75,3.95
0.75,Premium,G,VVS1,61.5,56.0,1634,7.33,6.84,3.99
1.16,Premium,F,SI1,60.9,68.0,6644,4.53,5.37,3.97
0.92,Ideal,G,VVS2,63.6,59.0,541,6.38,2.96,4.79
1.19,Very Good,D,SI2,61.3,54.0,3840,6.42,4.62,3.36
0.25,Very Good,G,SI2,60.8,58.0,11738,6.43,6.77,3.13
0.32,Ideal,D,VVS2,61.3,57.0,7767,6.63,6.19,4.61
0.4,Very Good,G,VVS2,65.4,57.0,2997,4.8,3.48,4.56
1.42,Ideal,H,VS1,61.9,59.0,8931,4.61,8.7,3.42
0.84,Very Good,E,VVS2,60.7,57.0,4344,4.67,5.05,4.15
2.39,Premium,I,VS2,59.7,57.0,2889,4.19,2.47,2.12
