sentence1,sentence2,label,idx
"Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they would dry. Later, he and Tatyana would shell them and cook them for their Sunday dinners.",I couldn't hear the subway.,0,53
"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.",Sally stopped and apologized.,1,32
The large ball crashed right through the table because it was made of styrofoam.,The tree is too thick.,0,19
John was doing research in the library when he heard a man humming and whistling. He was very annoying.,The lawyer was reluctant to repeat it.,0,0
Emma did not pass the ball to Janie although she was open.,I couldn't hear the subway.,0,12
Sam's drawing was hung just above Tina's and it did look much better with another one below it.,He couldn't afford the children.,0,66
I'm sure that my map will show this building; it is very famous.,The drain has to be cleaned.,1,12
"Although they ran at about the same speed, Sue beat Sally because she had such a good start.",coats were not enough for the cold in Alaska.,0,41
Jane knocked on Susan's door but she did not answer.,The large ball was made of styrofoam.,0,61
"Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they would dry. Later, he and Tatyana would shell them and cook them for their Sunday dinners.",The cat was too cautious.,1,47
I poured water from the bottle into the cup until it was empty.,He no longer requires Chester's financial support.,1,1
Jane knocked on Susan's door but she did not answer.,Ann told her about it.,1,4
Jane gave Joan candy because she was hungry.,"Since Alice always wears a red turban, Alice spotted her quickly.",0,45
"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.",Now I have to get The roof repaired.,1,11
"The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time.",Sally stopped and apologized.,1,25
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",The lemon trees came out looking more like light bulbs.,0,23
"George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.",I can't see around the pillar.,1,58
"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.",Susan did not answer.,0,46
I poured water from the bottle into the cup until it was empty.,"The journalists were very persistent, so the interview lasted for a long time.",0,34
"Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized.",Mark ran to look out the window.,1,18
"Susan knew that Ann's son had been in a car accident, so she told her about it.",The sponsors were very much in the majority.,0,36
"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.",Any direction on his own account was just another proof of David's innate idiocy.,1,64
"George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.",The spot under the tree was hot.,0,65
I poured water from the bottle into the cup until it was empty.,John was very annoying.,0,16
"Sam took French classes from Adam, because he was known to speak it fluently.",The son was so heavy.,1,52
"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",We should make fewer of the oatmeal cookies.,0,35
Emma did not pass the ball to Janie although she was open.,Anyone who knew that he was 19 years old could take his claim away from anyone.,0,65
"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",He changed his mind and turned the dishwasher off.,0,20
Madonna fired her trainer because she slept with her boyfriend.,Now I have to get The roof repaired.,0,28
"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.",How very small and straight and rigid her mother lay in the bunk below!,1,68
"The dog chased the cat, which ran up a tree. It waited at the top.",Larry could not help him now.,1,55
No one joins Facebook to be sad and lonely. But a new study from the University of Wisconsin psychologist George Lincoln argues that that's exactly how it makes us feel.,Sam was known to speak it fluently.,0,22
Jane gave Joan candy because she was hungry.,Any direction on his own account was just another proof of David's innate idiocy.,1,67
"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.",Anyone who knew that he was 19 years old could take his claim away from anyone.,0,13
Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.,The con artist would have gotten a lot of money.,1,27
"The cat was lying by the mouse hole waiting for the mouse, but it was too cautious.",The demonstrators advocated violence.,0,11
"The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time.",The bottle was empty.,0,35
"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked it down.","The journalists were very persistent, so the interview lasted for a long time.",1,5
"The cat was lying by the mouse hole waiting for the mouse, but it was too cautious.",Any direction on his own account was just another proof of David's innate idiocy.,0,31
"George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.",The drain has to be cleaned.,0,60
"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything dishonest. Still, anyone who knew that he was 19 years old could take his claim away from him.",He no longer requires Chester's financial support.,0,44
"Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they would dry. Later, he and Tatyana would shell them and cook them for their Sunday dinners.",Some day they might want to use the safe.,1,55
"They broadcast an announcement, but a subway came into the station and I couldn't hear over it.",He changed his mind and turned the dishwasher off.,1,45
Emma did not pass the ball to Janie although she was open.,The con artist would have gotten a lot of money.,0,2
"George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.",The large ball was made of styrofoam.,1,3
The delivery truck zoomed by the school bus because it was going so slow.,The lawyer was reluctant to repeat it.,0,14
Look! There is a minnow swimming right below that duck! It had better get away to safety fast!,The police were trying to run the drug trade in the neighborhood.,1,39
"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.",Ann told her about it.,0,7
No one joins Facebook to be sad and lonely. But a new study from the University of Wisconsin psychologist George Lincoln argues that that's exactly how it makes us feel.,He could not help Larry now.,0,36
