_comment,year,fertility,life_expect,n_fertility,n_life_expect,country,p_fertility,p_life_expect
,1980,4.55,80.24,2.21,64.65,Bangladesh,1.41,63.41
,1975,5.06,68.84,3.75,70.48,Bangladesh,6.76,
,1990,4.62,78.2,6.07,77.19,Bangladesh,5.04,54.04
,1990,1.52,56.6,3.1,61.74,Bangladesh,8.14,74.14
,1995,3.31,70.97,3.55,75.7,Bangladesh,1.83,73.97
,1980,3.97,77.03,3.87,,Bangladesh,6.39,74.13
,1955,6.76,64.62,4.06,74.1,Barbados,1.77,74.07
,1960,3.27,61.67,,65.15,Barbados,2.68,61.37
,1970,1.96,63.42,4.56,63.87,Barbados,7.18,63.39
,1985,5.05,61.73,1.03,69.88,Barbados,7.69,70.68
,1975,6.04,71.2,,78.27,Barbados,2.0,57.25
,1960,1.29,60.46,,75.14,Barbados,3.39,60.0
,1995,5.71,58.78,2.78,48.37,Barbados,2.0,70.02
,1975,3.68,69.38,,,Barbados,2.42,65.83
,1975,1.1,61.52,,57.92,Barbados,2.64,66.74
,1975,5.07,73.8,3.1,,Barbados,2.44,
,1965,3.82,65.34,,60.6,Barbados,4.02,68.98
,1965,1.36,59.96,1.45,77.33,Barbados,4.55,61.79
,1965,6.66,70.43,7.25,74.32,Belgium,,61.65
,1970,4.23,63.11,2.5,27.79,Belgium,6.39,73.92
,1960,4.65,59.09,2.44,60.37,Belgium,7.59,64.56
,1980,7.34,67.61,1.03,68.49,Belgium,6.6,
,1955,6.37,67.31,4.49,75.22,Belgium,1.33,52.02
,1995,1.48,65.74,2.37,61.23,Bolivia,3.71,63.41
,1995,2.53,69.94,2.05,45.86,Bolivia,1.36,52.83
,1955,3.07,80.86,2.47,64.42,Bolivia,2.79,73.83
,1960,1.18,81.57,,61.33,Bolivia,7.7,60.41
,1990,8.21,63.1,1.67,56.33,Bolivia,6.28,75.89
,1960,5.57,67.76,8.23,,Bolivia,5.68,73.71
,1975,4.63,70.49,4.52,58.91,Bolivia,6.23,63.69
,1965,1.49,54.42,2.12,49.05,Bolivia,4.96,
,1965,6.23,81.57,3.68,63.03,Bolivia,8.2,53.16
,1965,5.46,68.62,4.65,64.04,Brazil,5.25,55.54
,1955,5.34,69.77,1.56,67.87,Brazil,1.95,73.18
,1980,7.77,60.25,2.79,59.07,Brazil,2.68,75.54
,1970,7.15,63.04,3.95,52.21,Brazil,2.41,
,1980,4.31,63.4,3.59,67.1,Brazil,3.19,80.24
,1965,7.82,44.79,6.08,45.84,Brazil,1.34,62.16
,1965,4.86,78.67,2.08,54.89,Brazil,,72.85
,1955,2.69,58.46,4.64,60.2,Brazil,2.08,57.36
,1965,7.91,51.44,5.14,63.25,Brazil,3.57,73.44
,1970,5.31,58.9,4.76,74.1,Canada,8.18,76.61
,1975,2.97,71.72,7.1,52.65,Canada,,30.98
,1960,4.03,62.06,4.31,70.75,Canada,3.32,55.13
,1995,5.32,56.01,8.23,58.4,Canada,2.96,76.93
,1965,1.11,76.05,,78.78,Canada,4.93,70.52
,1960,6.5,55.06,5.52,45.51,Canada,2.79,69.85
,1980,6.22,64.08,2.64,63.51,Canada,3.08,61.51
,1980,7.09,63.91,2.5,60.85,Canada,1.29,70.98
,1970,6.35,66.39,2.36,54.15,Canada,7.28,46.28
,1955,1.59,65.74,4.68,,Canada,6.86,46.84
,1990,7.16,66.74,1.26,64.92,Canada,6.3,62.86
,1955,5.45,76.61,2.55,58.43,Canada,2.67,72.51
,1985,2.94,53.24,2.23,73.36,Chile,2.42,64.19
,1975,4.49,57.96,4.36,,Chile,5.0,77.28
,1965,7.11,56.78,8.23,70.54,Chile,,52.22
,1995,4.63,75.28,3.26,55.84,Chile,7.13,78.21
,1960,6.6,66.1,4.79,55.17,Chile,7.82,63.78
,1960,7.72,75.58,6.44,76.82,Chile,3.8,64.86
,1980,2.8,64.6,4.45,65.78,Chile,8.22,80.24
,1965,8.11,71.41,,81.57,Chile,5.03,67.29
,1970,2.68,55.98,2.97,61.86,Chile,3.78,55.63
,1965,5.32,68.48,2.93,64.68,Chile,7.31,71.56
,1995,1.74,56.25,7.8,58.92,China,4.44,69.46
,1995,1.21,58.03,,60.88,China,3.72,61.27
,1970,7.48,56.48,2.54,46.94,China,6.53,
,1980,2.19,71.92,4.16,81.57,China,6.04,71.98
,1975,5.98,63.41,3.65,66.1,China,6.47,38.47
,1985,7.16,68.29,5.03,81.57,China,3.5,71.68
,1980,1.44,66.5,5.0,68.46,China,6.34,72.47
,1985,3.65,64.7,2.81,,China,5.61,68.62
,1975,3.45,52.61,1.44,58.39,China,4.49,
,1975,3.59,65.17,3.79,51.92,China,7.0,60.83
,1990,5.62,70.71,2.2,67.37,China,4.5,65.06
,1985,7.68,57.4,3.65,54.81,China,3.11,52.24
,1955,3.58,71.84,2.96,73.07,China,1.37,78.51
,1990,3.93,61.59,2.74,81.57,China,2.1,64.25
,1960,7.58,66.25,4.23,72.13,Colombia,,65.34
,1955,4.21,55.36,1.03,65.96,Colombia,5.07,70.9
,1985,7.54,60.26,3.63,48.92,Colombia,4.67,57.3
,1975,6.15,62.68,2.85,59.18,Colombia,7.33,
,1965,7.86,64.94,7.67,68.9,Colombia,7.08,71.96
,1955,5.6,58.12,6.08,81.57,Colombia,5.99,68.42
,1975,5.27,81.57,2.99,69.02,Colombia,4.49,59.68
,1970,2.82,74.94,5.6,61.15,Colombia,4.52,
,1975,2.74,78.01,,,Colombia,7.38,60.1
,1980,6.26,78.86,2.5,79.44,Costa Rica,2.62,48.26
,1990,1.51,71.23,8.23,59.31,Costa Rica,5.24,57.49
,1985,2.16,63.22,1.77,61.92,Costa Rica,1.38,64.64
,2000,1.09,62.45,2.93,74.08,Costa Rica,2.44,71.54
,1980,4.04,64.43,,69.47,Costa Rica,6.39,71.05
,1975,6.02,76.08,,79.1,Costa Rica,4.15,76.42
,1960,3.94,63.02,2.83,61.23,Costa Rica,4.85,80.24
,1970,4.52,64.43,7.41,72.0,Croatia,6.11,74.67
,2000,1.61,62.51,3.9,63.78,Croatia,4.49,67.74
,2000,2.9,48.71,2.68,65.86,Croatia,1.74,60.9
,1960,3.27,68.24,3.44,73.62,Croatia,1.74,78.41
,1970,3.06,80.35,1.8,,Croatia,5.96,70.76
,1995,6.86,59.75,2.71,66.28,Croatia,6.17,80.24
,1995,3.8,77.19,6.16,56.66,Croatia,6.84,63.54
,1975,4.32,72.76,7.17,60.75,Croatia,5.1,57.87
,1970,4.0,48.06,5.56,,Cuba,6.46,80.24
,1995,2.0,49.91,4.84,62.1,Cuba,2.58,67.06
,1980,3.16,62.48,1.9,51.31,Cuba,2.43,51.11
,1990,3.35,81.57,,,Cuba,7.12,55.69
,1985,6.27,74.38,3.16,,Cuba,1.26,65.82
,1960,3.54,65.15,2.71,66.45,Cuba,4.13,60.27
,1985,4.55,64.14,6.58,68.0,Cuba,3.67,56.26
,1980,4.49,59.92,2.16,76.76,Cuba,3.78,80.24
,2000,7.39,67.43,4.97,60.15,Cuba,8.22,
,1975,3.57,81.57,1.03,47.08,Cuba,6.94,76.02
,1975,7.07,70.86,,,Cuba,,69.88
,1975,4.04,65.21,4.9,,Dominican Republic,7.29,69.04
,1955,2.97,55.07,5.43,69.46,Dominican Republic,6.87,
,1980,7.68,64.81,3.69,44.73,Dominican Republic,3.32,74.2
,1955,4.06,61.38,2.91,,Dominican Republic,3.73,75.91
,1980,4.68,81.57,2.65,72.69,Dominican Republic,6.01,
,1975,6.21,62.9,4.53,81.57,Dominican Republic,1.95,75.23
,1985,2.52,81.57,3.04,72.13,Dominican Republic,5.81,64.37
,1970,2.39,81.57,3.85,59.75,Dominican Republic,4.9,75.15
,1995,4.59,67.22,8.23,,Dominican Republic,,54.15
,1965,5.2,65.62,5.04,77.55,Dominican Republic,7.98,63.73
,1965,6.35,79.14,,66.36,Dominican Republic,,80.24
,1955,7.8,80.53,5.85,60.58,Dominican Republic,2.52,77.04
,1985,8.03,60.3,2.43,69.63,Ecuador,5.21,69.85
,1970,4.77,61.19,5.65,81.57,Ecuador,1.87,
,1985,6.69,64.08,3.35,67.11,Ecuador,5.31,65.1
,2000,7.91,77.77,1.03,60.25,Ecuador,1.43,67.06
,1970,6.25,67.47,4.56,72.24,Ecuador,6.92,66.04
,1975,5.04,56.52,3.69,52.01,Ecuador,4.68,61.6
,1955,6.45,65.48,2.62,57.89,Ecuador,,68.01
,1965,7.37,54.51,2.09,53.6,Egypt,1.73,58.74
,1990,2.8,63.76,2.11,,Egypt,,77.74
,1960,1.73,60.65,3.43,58.61,Egypt,1.88,54.6
,1960,4.15,63.73,2.69,,Egypt,6.81,74.26
,2000,2.13,75.8,3.81,71.78,Egypt,6.31,55.45
,1975,2.8,74.56,2.73,56.89,Egypt,1.68,45.09
,1960,7.94,53.68,4.35,76.0,Egypt,5.08,
,1955,6.89,64.65,3.58,,Egypt,,
,1995,4.78,61.89,5.82,81.57,Egypt,6.58,63.44
,1990,2.63,68.67,7.04,63.67,Egypt,7.73,45.79
,1975,5.23,63.76,5.33,,Egypt,3.84,69.24
,1985,6.55,59.46,5.1,59.18,Egypt,6.02,70.73
,1995,5.05,53.35,4.35,,Egypt,4.52,55.7
,1965,1.37,72.89,4.29,68.37,Egypt,,56.08
,1985,3.05,54.33,3.28,65.08,Egypt,8.09,63.18
,1985,2.41,70.51,8.23,80.35,El Salvador,3.6,74.62
,1955,5.63,60.1,1.45,65.54,El Salvador,1.65,74.8
,1980,5.44,51.1,2.64,55.65,El Salvador,3.45,73.38
,1995,6.19,74.07,4.84,67.32,El Salvador,5.62,54.12
,1995,6.68,65.57,4.14,49.78,Finland,7.06,71.37
,1960,4.12,61.08,2.02,76.17,Finland,7.78,
,1970,5.93,68.96,1.17,59.58,Finland,5.75,74.74
,1970,2.03,73.54,1.14,66.8,Finland,8.1,60.69
,1990,7.13,71.19,4.37,77.02,Finland,1.83,65.92
,2000,1.07,63.35,1.98,81.57,Finland,3.22,68.69
,1955,5.1,72.71,2.33,65.2,Finland,3.12,60.3
,2000,1.5,64.03,2.38,57.42,Finland,2.42,67.75
,1965,6.26,68.2,1.77,81.57,Finland,7.62,63.93
,1980,1.62,74.96,5.63,81.57,France,4.86,56.16
,1990,6.64,58.61,1.26,54.44,France,6.22,76.85
,1970,1.05,63.34,,73.45,France,7.67,70.16
,1980,6.27,81.57,1.23,65.86,France,,46.22
,1960,4.1,68.68,4.07,63.22,France,1.92,59.92
,1995,5.91,72.6,2.54,76.89,France,4.9,72.89
,2000,7.81,69.75,,55.88,France,6.37,79.82
,1980,2.04,59.51,8.23,58.63,France,3.63,58.15
,1990,6.13,73.39,1.13,40.36,France,7.24,
,1980,1.69,70.22,,64.57,France,4.81,61.26
,1965,1.27,70.04,2.06,72.98,France,2.99,57.56
,1970,5.32,66.07,5.27,74.75,France,7.76,62.12
,1965,3.91,61.06,1.17,68.27,Georgia,2.29,70.3
,1990,2.71,67.84,3.81,76.57,Georgia,8.23,
,2000,1.37,55.44,,59.1,Georgia,2.49,56.7
,1960,6.9,70.82,8.23,60.39,Georgia,4.06,69.49
,2000,5.11,70.14,,60.86,Georgia,5.81,79.26
,1960,1.5,52.45,1.44,,Georgia,,80.24
,1985,6.88,81.57,1.77,78.56,Georgia,2.14,69.21
,1965,3.02,75.42,2.78,48.75,Georgia,6.29,70.4
,1990,7.26,68.49,3.08,,Georgia,7.36,67.48
,1985,7.07,81.55,5.21,,Georgia,,62.54
,1955,1.34,60.41,5.31,73.07,Georgia,5.84,70.31
,1970,4.69,66.77,6.5,74.51,Georgia,1.24,47.0
,2000,3.35,65.0,6.35,64.2,Georgia,3.83,69.32
,1970,3.48,62.5,1.58,52.47,Georgia,7.37,67.61
,1990,6.67,56.96,7.23,52.8,Germany,6.39,67.04
,1975,6.11,68.25,,,Germany,4.4,66.62
,1980,6.28,78.54,4.27,,Germany,4.65,78.25
,1960,4.48,59.15,4.64,65.46,Germany,7.0,62.24
,1970,4.76,69.0,3.51,72.39,Germany,4.29,
,2000,6.86,78.32,,60.72,Germany,6.25,46.97
,1985,4.46,74.93,3.34,,Germany,2.97,57.23
,1990,6.54,81.57,6.62,75.15,Germany,3.31,66.06
,1965,6.29,62.12,2.06,66.1,Germany,,66.81
,1990,5.77,63.06,2.05,73.82,Germany,5.14,56.01
,1960,6.88,52.22,2.8,68.18,Greece,,40.7
,1985,1.35,55.93,2.37,80.64,Greece,1.99,59.96
,1960,6.13,76.15,3.72,73.86,Greece,3.98,79.24
,1985,5.87,68.73,4.61,55.93,Greece,,57.14
,1985,4.61,62.79,3.1,,Greece,1.24,59.57
,1990,1.94,70.01,7.25,67.44,Greece,7.71,64.82
,1985,4.43,66.54,3.64,,Greece,7.59,80.24
,1995,1.91,46.81,5.28,69.97,Greece,6.0,51.2
,2000,3.58,70.91,3.37,54.28,Greece,7.51,48.31
,1975,2.03,65.23,1.8,57.35,Grenada,1.99,70.26
,1985,2.07,81.57,3.0,60.78,Grenada,4.0,49.87
,1990,7.79,69.68,4.13,67.45,Grenada,5.92,71.33
,1995,2.52,61.68,1.64,66.3,Grenada,7.83,
,1970,2.95,66.08,2.64,68.79,Grenada,3.82,48.47
,1980,5.25,64.06,2.53,74.74,Grenada,2.97,68.71
,1955,5.92,61.45,3.64,81.57,Grenada,1.63,52.54
,1960,6.16,60.35,3.19,,Grenada,2.21,
,1960,4.52,81.12,6.4,,Grenada,2.03,73.54
,1990,5.57,70.46,1.03,63.13,Grenada,8.17,80.24
,2000,7.33,65.06,3.79,51.97,Grenada,6.99,79.95
,2000,1.29,73.37,3.37,75.85,Grenada,,62.76
,1970,3.27,51.36,8.21,63.47,Haiti,4.81,66.02
,2000,2.35,69.14,2.34,59.49,Haiti,7.11,80.24
,1980,7.59,81.57,,68.08,Haiti,5.68,70.01
,1960,3.35,73.94,2.18,56.3,Haiti,4.51,61.85
,1965,1.31,62.22,6.86,75.58,Haiti,1.3,72.67
,1985,5.04,62.68,8.23,70.66,Haiti,7.85,68.86
,1975,1.45,60.49,2.19,81.57,Haiti,7.14,
,1990,7.78,54.42,7.71,67.51,Haiti,4.14,64.74
,2000,4.95,58.35,3.47,62.98,"Hong Kong, China",6.38,74.02
,1955,1.27,66.03,1.84,65.44,"Hong Kong, China",4.75,
,1960,3.25,74.13,4.88,75.59,"Hong Kong, China",1.29,
,1980,8.16,65.42,2.86,56.8,"Hong Kong, China",7.78,58.62
,1955,2.31,63.94,3.66,56.64,"Hong Kong, China",3.59,67.6
,1970,7.0,61.64,3.81,71.71,"Hong Kong, China",,75.04
,1995,2.55,60.85,5.61,74.54,"Hong Kong, China",6.05,51.49
,1975,5.84,60.55,1.74,,Iceland,7.35,57.39
,1980,6.26,64.89,1.74,,Iceland,6.05,62.85
,1980,3.39,70.66,5.01,,Iceland,1.39,60.47
,1995,4.78,81.57,4.97,,Iceland,4.42,76.86
,1990,3.45,72.2,4.27,64.53,Iceland,7.14,69.36
,2000,7.51,69.84,2.95,67.17,Iceland,5.03,63.82
,1975,6.49,48.55,3.13,65.26,Iceland,3.89,65.59
,1980,7.7,57.74,4.6,71.31,Iceland,,62.75
,1970,2.02,63.8,3.4,59.75,Iceland,1.97,80.24
,1970,8.06,81.51,1.8,71.95,Iceland,4.37,64.25
,1985,4.2,76.08,4.43,47.6,Iceland,1.95,
,1970,1.76,78.13,3.79,81.57,India,3.87,71.97
,1990,4.17,71.33,2.49,70.27,India,,
,1995,7.9,52.82,8.23,79.0,India,2.45,79.12
,1970,2.88,70.37,,68.55,India,4.04,59.5
,1965,7.31,56.11,3.23,58.34,India,1.33,72.42
,1985,7.8,65.0,2.21,,India,1.32,72.2
,1975,3.71,76.98,3.6,62.22,India,7.91,63.06
,1995,3.66,76.22,,81.57,India,7.34,75.8
,1960,4.67,70.9,2.27,63.92,India,3.66,56.53
,1980,4.81,73.72,7.75,69.56,India,5.33,76.39
,1980,4.44,50.5,4.11,72.71,India,2.58,
,1965,4.32,79.24,3.57,81.57,India,1.33,66.72
,1970,4.87,63.46,3.81,66.66,India,2.7,80.24
,1965,6.52,54.6,3.02,72.19,Indonesia,2.7,60.0
,1985,1.04,57.39,2.27,66.41,Indonesia,4.92,63.35
,1955,2.9,67.99,5.81,59.13,Indonesia,6.17,77.7
,1970,7.23,60.66,2.16,61.22,Indonesia,4.21,67.54
,1955,5.76,64.15,3.35,72.17,Indonesia,3.84,48.56
,1995,3.07,62.28,5.06,,Indonesia,2.3,54.23
,1995,6.13,68.94,1.09,64.17,Indonesia,8.08,69.38
,1960,7.13,72.66,1.06,72.51,Indonesia,,62.1
,1995,5.51,75.64,4.38,79.09,Indonesia,6.42,64.84
,1960,3.61,73.93,3.27,81.57,Indonesia,5.93,80.24
,1970,2.14,46.41,1.33,,Indonesia,5.36,
,2000,7.26,63.27,2.03,53.36,Indonesia,5.29,49.97
,1965,7.78,61.45,2.05,65.74,Iran,8.06,65.71
,1980,4.29,62.6,1.27,54.92,Iran,,75.09
,1995,4.03,67.72,1.53,68.72,Iran,5.64,53.39
,1975,1.99,79.17,2.68,64.65,Iran,1.35,60.09
,1990,2.67,68.72,3.81,71.24,Iran,2.2,75.65
,1965,4.89,81.57,3.98,,Iran,4.04,54.38
,1955,5.7,81.57,2.73,72.29,Iran,6.46,67.96
,1955,7.47,53.21,4.82,66.87,Iran,7.83,49.47
,1980,1.22,81.57,2.62,81.57,Iran,3.11,80.24
,1955,5.37,64.7,2.46,56.46,Iran,,61.75
,1955,2.99,58.94,2.36,63.94,Iran,1.28,66.78
,1965,4.72,45.22,2.2,,Iraq,2.56,65.23
,1990,8.03,58.1,1.56,69.81,Iraq,,65.59
,1960,4.43,57.44,3.01,65.18,Iraq,7.26,60.52
,1970,7.47,68.3,4.67,68.5,Iraq,6.27,46.4
,1975,2.46,76.04,1.95,80.77,Iraq,5.89,
,1975,4.42,72.89,8.23,53.79,Iraq,6.33,65.24
,1995,5.15,61.07,2.41,74.33,Ireland,7.75,65.19
,1995,2.63,72.27,1.03,77.48,Ireland,3.04,69.36
,1970,1.38,76.12,6.02,67.2,Ireland,6.3,71.09
,1980,4.85,59.9,4.52,57.36,Ireland,1.31,48.88
,1990,3.7,65.84,7.88,77.13,Ireland,3.85,50.47
,1995,5.94,47.34,1.35,60.84,Ireland,5.55,59.78
,1960,5.28,55.92,1.97,77.77,Ireland,2.34,65.29
,1970,8.02,58.94,,75.35,Ireland,4.39,66.47
,1965,1.63,75.44,3.81,69.69,Israel,1.23,55.36
,1990,6.93,63.76,2.28,73.04,Israel,7.63,
,1985,5.67,68.35,2.15,78.23,Israel,1.35,62.43
,1960,7.73,69.02,8.23,69.82,Israel,,65.55
,1970,5.77,41.49,2.7,58.52,Israel,1.44,68.48
,1990,5.56,68.47,3.51,78.98,Israel,1.53,57.38
,1990,5.93,62.95,1.03,69.98,Israel,,
,1995,6.58,57.73,4.48,68.64,Israel,,67.17
,1980,2.93,69.86,4.27,,Israel,3.96,55.03
,1990,3.43,34.24,4.95,67.03,Israel,3.17,80.24
,2000,1.45,81.57,2.47,81.07,Israel,7.55,52.93
,2000,6.78,50.66,3.3,68.71,Israel,5.76,60.68
,1975,1.2,64.09,8.23,64.26,Israel,5.98,71.49
,1985,6.16,68.63,6.81,66.01,Israel,5.99,80.24
,1965,5.01,70.86,3.3,81.32,Italy,4.62,
,1995,2.73,65.09,,68.89,Italy,3.02,53.78
,1985,2.61,81.57,5.63,59.99,Italy,6.94,57.69
,1960,1.77,64.33,2.85,68.17,Italy,7.72,70.12
,1995,2.11,67.5,3.38,58.96,Italy,5.18,77.37
,1975,2.24,69.69,3.76,62.34,Italy,2.54,66.42
,1975,7.03,67.78,1.65,77.99,Italy,7.27,
,1980,3.93,57.28,2.29,76.73,Italy,2.75,68.11
,1960,7.16,63.24,3.55,72.83,Italy,7.05,64.18
,1995,2.55,81.57,5.99,52.17,Italy,2.67,62.58
,1985,7.79,61.09,2.07,71.82,Jamaica,3.69,47.88
Data courtesy of Gapminder.org,1995,7.74,58.44,2.62,73.63,Jamaica,8.01,76.21
,1955,3.94,55.89,2.08,68.78,Jamaica,2.91,73.5
,1960,6.75,64.41,7.43,64.78,Jamaica,5.6,66.98
,1970,4.87,59.73,2.63,60.56,Jamaica,2.02,67.43
,1955,5.65,75.81,1.82,75.38,Japan,6.55,80.24
,1965,4.33,60.4,4.18,81.57,Japan,1.33,69.11
,1975,5.48,81.57,6.06,,Japan,2.82,60.63
,1985,4.44,65.56,2.38,63.61,Japan,5.53,52.05
,2000,7.45,68.58,1.92,67.72,Japan,,55.24
,1970,5.83,72.59,3.24,67.64,Japan,,69.4
,1985,1.62,68.64,1.88,62.45,Kenya,3.12,
,1970,5.6,49.76,4.74,71.47,Kenya,,50.82
,1990,2.16,81.57,3.34,72.82,Kenya,5.44,56.98
,1985,2.35,64.48,1.41,,Kenya,3.31,65.55
,1970,4.79,55.34,,67.33,Kenya,1.45,52.94
,1985,6.0,71.81,,78.84,Kenya,4.38,60.06
,1980,6.84,69.2,3.08,55.96,Kenya,8.19,68.43
,1975,4.49,60.55,2.57,61.64,Kenya,5.37,56.51
,1975,3.2,48.24,3.1,,Kenya,7.08,68.9
,2000,4.87,69.97,3.31,,Lebanon,4.03,80.24
,1975,1.77,65.54,4.35,56.35,Lebanon,3.3,55.55
,1975,2.75,77.3,1.12,81.46,Lebanon,2.42,62.76
,1995,1.77,63.58,1.78,,Lebanon,1.46,65.1
,1995,4.24,73.57,4.91,81.57,Lebanon,5.23,80.24
,1960,6.96,64.98,7.09,74.33,Lebanon,7.41,64.16
,1995,6.97,54.18,3.11,55.6,Lebanon,4.29,56.22
,1955,2.65,78.29,4.8,73.29,Lebanon,,
,1990,3.78,72.27,3.96,66.9,Lebanon,7.52,
,1970,8.23,65.55,2.02,66.44,Lebanon,2.88,58.25
,1960,3.64,60.71,6.43,67.84,Lebanon,7.49,64.13
,2000,1.19,53.17,3.54,64.61,Lebanon,2.42,68.23
,1990,7.64,68.73,2.12,59.22,Lebanon,,66.58
,1990,6.87,62.68,1.37,68.48,Mexico,3.61,68.1
,1955,6.42,60.63,1.91,67.68,Mexico,7.34,45.64
,1995,2.78,81.57,,74.74,Mexico,7.79,
,1970,4.56,62.44,1.3,58.78,Mexico,7.12,62.0
,1990,5.91,64.49,2.98,64.5,Mexico,6.49,63.23
,2000,5.42,69.21,4.56,68.1,Mexico,,65.97
,1970,3.97,54.95,6.28,48.03,Mexico,7.26,61.24
,2000,7.73,61.63,2.35,,Mexico,6.14,62.65
,1955,8.16,77.83,2.71,59.07,Mexico,,58.19
,1980,5.8,80.12,6.93,69.1,Mexico,1.85,60.34
,1960,3.33,55.17,2.39,67.79,Mexico,5.81,71.21
,1960,7.21,67.81,3.76,77.58,Mexico,7.55,67.01
,1960,5.7,72.56,5.29,51.99,Mexico,7.47,51.07
,1990,2.44,77.22,1.12,65.11,Mexico,4.88,69.82
,1975,7.17,68.7,2.43,63.64,Netherlands,7.57,57.11
,1995,7.93,54.37,3.06,80.33,Netherlands,1.85,
,1970,6.99,52.26,,64.46,Netherlands,3.07,80.24
,1955,7.67,75.32,1.46,69.83,Netherlands,1.71,60.66
,1995,3.7,61.36,4.53,69.26,Netherlands,8.18,65.87
,1985,3.57,59.61,5.07,67.3,Netherlands,7.41,63.96
,1990,6.73,65.63,3.41,60.61,Netherlands,3.85,78.26
,1955,1.39,65.12,2.73,68.85,Netherlands,6.08,59.51
,1970,3.44,63.23,6.53,60.74,Netherlands,2.23,72.38
,1955,1.36,59.61,3.73,81.57,New Zealand,4.25,
,1985,4.55,72.77,5.94,72.24,New Zealand,2.28,54.85
,1960,2.8,67.03,4.36,,New Zealand,6.38,
,1990,5.16,52.99,4.6,62.8,New Zealand,4.89,45.44
,1980,6.17,64.96,1.03,68.59,New Zealand,1.65,41.62
,1960,3.22,54.45,3.27,65.61,New Zealand,6.75,58.93
,1965,4.15,58.52,4.06,64.84,New Zealand,1.92,80.24
,2000,7.19,68.66,5.13,62.87,New Zealand,2.6,66.21
