mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name
27.1,6,204.0,128,3696,16.7,71,usa,ford torino
25.3,4,133.0,60,1862,14.5,71,europe,volkswagen scirocco
25.8,6,240.0,125,3611,12.2,71,usa,plymouth champ
17.7,5,100.0,75,3443,13.0,71,usa,dodge colt hardtop
14.8,5,391.0,114,2892,16.8,71,usa,plymouth fury
16.5,7,187.0,84,3418,13.0,71,usa,mercury marquis
32.5,5,148.0,74,2201,16.2,71,japan,maxda rx3
27.9,4,236.0,83,2641,14.1,71,usa,oldsmobile cutlass ciera (diesel)
24.8,7,429.0,50,2083,14.4,72,usa,chevrolet bel air
17.3,8,445.0,108,3981,15.0,72,usa,ford f250
19.9,7,225.0,145,4228,13.1,72,usa,buick electra 225 custom
21.1,5,105.0,230,4247,17.3,72,usa,oldsmobile cutlass ls
13.2,6,94.0,68,2753,18.3,72,usa,oldsmobile cutlass ls
18.4,5,256.0,101,4069,13.7,72,usa,buick century luxus (sw)
21.6,7,131.0,83,3589,14.2,72,usa,ford pinto runabout
16.6,4,240.0,129,1892,13.0,72,usa,dodge d200
21.1,7,439.0,122,2415,10.7,72,usa,chevrolet monte carlo
15.4,5,415.0,127,3421,13.6,72,usa,dodge colt
18.2,7,156.0,117,3078,16.7,72,usa,chevrolet nova
16.6,5,327.0,76,3024,17.6,72,usa,dodge aspen
21.6,4,89.0,76,2237,14.7,72,europe,audi fox
20.5,7,410.0,101,3620,19.5,72,usa,chrysler lebaron town @ country (sw)
18.9,6,149.0,130,3022,12.9,72,usa,dodge colt m/m
24.5,6,269.0,88,3207,15.9,72,usa,plymouth custom suburb
16.2,6,205.0,125,2865,16.0,72,usa,chrysler newport royal
25.6,4,77.0,74,2574,12.8,72,japan,maxda glc deluxe
17.8,6,264.0,,2535,14.5,72,usa,mercury zephyr 6
36.9,4,85.0,72,2081,14.7,72,japan,datsun b-210
18.5,7,90.0,76,4041,17.9,72,usa,ford maverick
37.4,5,142.0,227,4065,16.2,72,usa,plymouth horizon miser
29.5,4,115.0,70,1897,15.7,72,europe,fiat 128
14.5,5,156.0,100,3487,13.9,73,usa,buick century limited
19.2,4,88.0,78,4220,16.4,73,europe,triumph tr7 coupe
26.9,4,136.0,65,2415,13.2,73,japan,subaru dl
37.3,4,127.0,82,3868,14.3,73,europe,volvo diesel
21.1,3,92.0,74,2260,23.1,73,japan,toyota mark ii
28.3,4,103.0,135,2402,11.8,73,europe,vw dasher (diesel)
20.4,6,379.0,102,3004,15.7,73,usa,dodge colt hardtop
37.3,4,114.0,68,2430,20.5,73,europe,vw rabbit custom
20.0,4,98.0,58,1909,16.6,73,europe,renault 5 gtl
26.5,6,261.0,113,3484,14.2,73,usa,ford torino
27.6,6,436.0,74,2553,17.4,73,usa,chevrolet monte carlo
14.0,7,362.0,170,2448,13.9,73,usa,dodge aries wagon (sw)
24.1,4,164.0,51,2160,12.7,73,europe,volvo 144ea
28.1,4,98.0,110,5140,14.7,73,europe,peugeot 504
33.1,4,74.0,78,1956,13.1,73,japan,mazda rx-7 gs
18.2,4,350.0,97,3578,20.2,73,usa,plymouth reliant
25.4,4,306.0,180,3612,13.6,73,usa,cadillac seville
21.2,7,191.0,97,4794,16.3,73,usa,mercury zephyr 6
26.1,4,127.0,68,2733,13.2,73,europe,bmw 2002
35.9,5,93.0,67,2028,15.6,73,japan,honda civic cvcc
42.5,4,101.0,78,2299,15.9,73,europe,peugeot 504
10.7,7,434.0,94,3261,13.4,73,usa,oldsmobile starfire sx
14.1,7,335.0,83,2104,18.4,73,usa,plymouth satellite
18.3,4,349.0,82,2911,14.8,73,usa,buick skylark limited
11.5,8,344.0,58,3152,11.0,73,usa,plymouth satellite sebring
25.0,4,201.0,82,2244,17.6,73,europe,volkswagen rabbit custom diesel
15.8,5,254.0,89,2232,16.6,73,usa,dodge aspen 6
11.3,4,283.0,199,2874,18.6,73,usa,dodge colt hardtop
15.3,6,392.0,94,2508,11.9,73,usa,amc spirit dl
19.7,6,102.0,145,3451,14.0,73,usa,dodge aries se
36.2,5,127.0,82,2108,16.3,73,japan,datsun 1200
27.0,4,106.0,68,2520,13.7,73,europe,bmw 320i
15.2,3,81.0,65,2357,17.0,73,japan,datsun 810 maxima
32.6,5,221.0,130,3868,12.6,73,usa,ford granada ghia
34.6,4,100.0,84,1843,13.2,73,europe,audi 5000
19.6,4,251.0,70,3199,17.6,73,usa,amc matador
17.6,4,159.0,110,3877,13.6,73,usa,dodge d100
30.3,4,102.0,134,2556,20.3,73,japan,subaru dl
28.0,4,129.0,100,1995,19.1,73,europe,renault lecar deluxe
17.8,5,404.0,123,2609,15.5,73,usa,chevrolet camaro
16.6,4,119.0,85,2439,20.8,73,japan,mazda glc 4
17.9,5,344.0,139,2495,19.7,73,usa,ford galaxie 500
15.6,7,148.0,102,1874,17.3,73,usa,amc spirit dl
40.8,5,99.0,83,2065,14.2,73,japan,honda civic 1500 gl
20.2,4,78.0,61,2534,11.0,73,europe,peugeot 604sl
39.6,3,90.0,73,1891,11.8,74,japan,datsun 280-zx
14.0,4,251.0,160,3286,15.8,74,usa,plymouth horizon 4
15.8,5,202.0,182,2789,12.8,74,usa,pontiac grand prix
16.6,7,386.0,138,2919,15.1,74,usa,cadillac eldorado
13.8,5,280.0,,4503,15.3,74,usa,ford granada
30.7,4,117.0,68,2498,13.8,74,japan,toyota carina
20.7,8,242.0,93,2816,20.6,74,usa,chevrolet monte carlo landau
18.6,4,131.0,77,2520,15.6,74,japan,honda accord
23.8,4,90.0,80,1758,14.5,74,japan,datsun f-10 hatchback
24.6,4,315.0,176,2191,16.3,74,usa,dodge dart custom
23.7,7,113.0,144,3479,17.6,74,usa,dodge omni
20.6,7,303.0,230,4230,19.8,74,usa,chevrolet vega
23.5,4,86.0,86,2356,13.3,74,europe,mercedes-benz 280s
16.5,4,162.0,93,4050,15.5,74,usa,chevrolet chevelle concours (sw)
22.8,8,386.0,114,4257,12.9,74,usa,buick regal sport coupe (turbo)
19.3,7,450.0,85,4085,11.3,74,usa,amc pacer
22.7,4,105.0,73,1839,14.1,74,europe,renault 12 (sw)
38.1,5,87.0,96,2009,12.5,74,japan,mazda 626
20.8,6,260.0,131,3000,19.2,74,usa,oldsmobile cutlass ciera (diesel)
15.0,8,240.0,152,4164,18.2,74,usa,dodge d200
24.3,7,407.0,115,2331,17.6,74,usa,ford fairmont futura
34.2,4,97.0,90,3304,14.3,74,europe,fiat strada custom
26.1,4,119.0,77,1840,9.2,75,japan,datsun b210
32.7,4,88.0,75,4055,17.3,75,usa,amc ambassador sst
37.3,4,87.0,79,2271,14.0,75,japan,datsun 610
15.1,5,89.0,77,2954,15.9,75,usa,mercury monarch ghia
27.9,4,68.0,94,1951,14.7,75,japan,honda civic 1300
23.6,5,340.0,75,3147,17.6,75,usa,dodge colt
20.4,4,144.0,121,2696,12.7,75,europe,volvo 264gl
25.6,7,219.0,84,2924,14.0,75,usa,ford mustang gl
16.1,6,223.0,67,2341,15.9,75,usa,ford fairmont (auto)
22.6,6,348.0,131,2223,13.4,75,usa,dodge coronet custom
32.7,4,97.0,83,1887,18.6,75,europe,peugeot 504
31.4,5,88.0,89,2511,13.9,75,japan,datsun 210
17.2,6,333.0,90,3571,14.8,75,usa,oldsmobile starfire sx
15.2,4,92.0,115,5086,14.7,75,usa,dodge aspen
22.5,6,225.0,54,4482,17.4,75,usa,mercury zephyr
29.4,5,121.0,61,2239,17.3,75,japan,honda civic
13.0,5,447.0,101,2772,12.7,75,usa,ford pinto (sw)
26.8,4,205.0,115,3243,16.3,75,usa,ford fairmont (auto)
34.9,4,87.0,64,2307,17.8,75,japan,datsun 810 maxima
26.7,4,135.0,88,2646,14.7,75,japan,datsun 280-zx
32.2,4,84.0,93,2407,20.2,75,japan,mazda rx-4
27.7,6,217.0,143,3484,8.9,75,usa,buick regal sport coupe (turbo)
24.2,3,98.0,76,2549,17.5,75,japan,honda civic
40.3,4,103.0,100,2276,15.3,75,japan,toyota tercel
23.3,5,346.0,84,2799,13.6,75,usa,amc pacer
24.5,7,295.0,95,2779,23.1,75,usa,mercury cougar brougham
27.2,4,95.0,63,2039,15.5,75,japan,honda civic 1500 gl
20.9,6,244.0,128,3507,19.1,75,usa,dodge omni
15.5,7,136.0,62,3022,15.6,75,usa,plymouth champ
27.8,5,307.0,137,2439,15.7,75,usa,chrysler lebaron town @ country (sw)
11.1,6,331.0,113,4092,17.5,75,usa,chrysler lebaron salon
15.1,8,149.0,99,3121,11.7,75,usa,chevy c20
37.5,4,87.0,79,2017,14.3,75,japan,toyota carina
15.9,5,422.0,91,3012,14.6,76,usa,amc concord dl 6
38.2,5,93.0,74,2434,17.6,76,japan,datsun 210
27.2,4,403.0,52,1613,12.4,76,usa,buick century limited
34.4,4,106.0,95,2121,17.1,76,europe,audi 5000s (diesel)
11.1,6,309.0,67,3609,16.2,76,usa,ford granada l
22.8,6,243.0,117,2444,13.4,76,usa,mercury grand marquis
19.3,8,267.0,127,3002,9.2,76,usa,ford mustang cobra
23.1,7,130.0,147,3845,13.2,76,usa,dodge colt m/m
20.2,4,149.0,130,2059,13.1,76,europe,volkswagen super beetle
26.1,6,170.0,132,2271,13.8,76,usa,chevrolet chevelle malibu
24.4,7,115.0,79,3220,17.5,76,usa,mercury marquis
18.0,6,300.0,89,2709,14.6,76,usa,ford galaxie 500
29.3,4,108.0,55,2157,16.8,76,japan,datsun 200-sx
31.7,4,142.0,112,2914,12.6,76,europe,volkswagen rabbit custom diesel
14.1,4,126.0,136,3626,15.1,76,usa,dodge aspen
22.3,7,333.0,144,2018,11.5,76,usa,buick century luxus (sw)
35.4,4,88.0,60,2523,12.7,76,japan,toyota celica gt
17.3,5,350.0,81,5140,15.5,76,usa,chrysler lebaron town @ country (sw)
31.2,4,85.0,123,2260,15.9,76,europe,vokswagen rabbit
28.2,6,250.0,131,3865,16.8,76,usa,dodge dart custom
17.1,8,240.0,140,2616,20.0,76,usa,dodge st. regis
37.9,4,86.0,70,1613,10.0,76,japan,toyota carina
17.3,5,436.0,,3606,19.4,76,usa,dodge colt hatchback custom
26.6,4,100.0,76,1933,13.0,76,japan,honda civic cvcc
19.8,4,131.0,173,2831,20.5,76,usa,oldsmobile delta 88 royale
13.1,5,181.0,143,3750,17.3,76,usa,plymouth fury gran sedan
24.1,5,193.0,93,2893,20.2,76,usa,pontiac phoenix lj
27.8,4,158.0,88,2044,14.9,76,japan,mazda rx2 coupe
11.6,6,89.0,152,4004,14.8,76,usa,ford ranger
27.9,4,89.0,112,1830,13.7,76,europe,volvo 264gl
28.8,4,138.0,67,2538,20.1,76,europe,renault 12 (sw)
20.5,5,194.0,101,3216,16.0,76,usa,chevrolet monte carlo s
20.0,4,99.0,56,1826,18.9,76,europe,volkswagen rabbit l
25.2,4,78.0,85,2506,16.9,76,europe,volkswagen dasher
31.8,5,81.0,69,2063,18.9,76,japan,datsun b210
40.7,8,281.0,191,2761,20.0,76,usa,pontiac safari (sw)
46.6,4,152.0,80,2014,21.2,76,europe,mercedes-benz 280s
19.6,4,102.0,100,2450,21.8,77,japan,toyota mark ii
9.0,7,283.0,90,3007,16.8,77,usa,dodge colt
23.8,7,242.0,60,3304,11.7,77,usa,ford torino
28.4,7,357.0,114,2662,12.5,77,usa,cadillac seville
16.9,4,82.0,98,1963,17.7,77,europe,opel manta
35.1,7,243.0,131,3662,10.8,77,usa,pontiac lemans v6
46.6,4,86.0,84,2099,18.9,77,japan,maxda glc deluxe
25.9,8,387.0,64,1852,15.5,77,usa,plymouth arrow gs
26.4,7,311.0,230,3997,17.8,77,usa,pontiac phoenix lj
25.3,7,260.0,91,2997,21.1,77,usa,plymouth horizon 4
25.9,6,152.0,130,2941,19.6,77,usa,ford gran torino (sw)
34.3,6,435.0,214,2895,16.6,77,usa,oldsmobile omega
16.3,4,341.0,126,2460,12.2,77,usa,ford fiesta
9.9,5,325.0,120,3489,15.3,77,usa,amc gremlin
31.8,4,172.0,128,2988,17.4,77,usa,chevrolet impala
30.8,3,108.0,73,3085,14.9,77,japan,honda civic
10.6,7,432.0,89,3220,12.3,77,usa,plymouth volare
27.1,3,100.0,87,2023,13.2,77,japan,datsun b-210
12.8,8,324.0,96,2979,16.3,77,usa,dodge aspen
11.3,5,106.0,61,3814,14.1,77,usa,dodge omni
25.8,6,378.0,163,3626,11.1,78,usa,ford mustang ii 2+2
25.4,6,322.0,131,3757,19.0,78,usa,chrysler lebaron salon
31.6,5,97.0,90,2339,8.7,78,japan,toyota celica gt liftback
21.1,6,169.0,95,2694,19.2,78,usa,mercury marquis
21.1,7,154.0,132,4345,17.7,78,usa,amc hornet sportabout (sw)
27.4,4,113.0,63,1945,18.4,78,europe,fiat 128
39.1,4,107.0,104,2091,16.1,78,europe,volvo 245
9.0,6,177.0,74,4125,17.4,78,usa,buick lesabre custom
34.9,4,72.0,63,1897,16.8,78,japan,toyota corolla tercel
24.3,4,110.0,148,2094,15.1,78,japan,honda prelude
21.2,8,219.0,117,3780,19.1,78,usa,plymouth satellite custom
27.9,4,114.0,115,2260,12.5,78,europe,fiat 124b
33.2,3,131.0,87,1898,11.5,78,japan,datsun 610
18.4,6,190.0,112,4686,17.0,78,usa,amc rebel sst
37.1,5,81.0,70,2072,21.5,78,japan,mazda rx-4
16.3,5,114.0,157,5140,16.9,78,usa,plymouth horizon
17.1,5,137.0,193,4624,10.9,78,usa,ford fiesta
24.4,4,83.0,85,2808,15.0,78,europe,volkswagen scirocco
31.0,4,115.0,67,1824,16.0,78,japan,datsun 510
17.3,6,172.0,207,3077,15.8,78,usa,oldsmobile cutlass ls
34.1,7,262.0,66,3026,13.1,78,usa,plymouth valiant custom
25.6,4,100.0,90,1900,12.9,78,europe,volvo 244dl
16.8,4,98.0,116,2720,18.5,78,usa,chevrolet chevelle malibu
23.1,4,122.0,159,3169,16.1,78,usa,dodge rampage
25.0,5,68.0,62,2794,17.6,78,japan,mazda rx-4
23.1,4,99.0,65,2225,13.7,78,japan,toyota corona mark ii
27.4,4,86.0,85,2050,15.2,78,japan,subaru
30.4,4,68.0,,2171,12.5,78,japan,honda civic
28.2,7,166.0,230,2612,14.0,78,usa,cadillac seville
21.6,5,390.0,134,3564,16.3,78,usa,dodge dart custom
30.0,7,117.0,113,3407,17.3,78,usa,ford torino 500
28.4,4,72.0,95,2339,12.8,78,japan,datsun 200sx
46.6,6,218.0,122,2098,12.5,78,usa,amc concord dl
29.9,6,170.0,100,2978,21.7,79,usa,pontiac astro
25.7,4,155.0,67,2491,16.1,79,europe,triumph tr7 coupe
17.6,6,302.0,151,2106,19.5,79,usa,pontiac firebird
26.5,4,125.0,73,3095,19.1,79,europe,volkswagen super beetle
22.2,5,196.0,134,4361,14.3,79,usa,plymouth custom suburb
37.7,3,96.0,54,2404,13.0,79,japan,datsun 310
22.7,6,128.0,114,2994,11.5,79,usa,plymouth satellite sebring
24.9,4,88.0,51,2209,18.7,79,japan,datsun 1200
21.2,4,130.0,79,1974,19.9,79,europe,peugeot 504 (sw)
42.4,4,100.0,62,2020,10.8,79,europe,volvo 145e (sw)
29.4,6,345.0,147,5140,15.6,79,usa,ford maverick
23.7,4,125.0,160,2654,19.5,79,usa,chrysler newport royal
18.0,5,142.0,,2809,16.0,79,usa,chevrolet chevette
14.2,6,225.0,75,2918,13.6,79,usa,chevrolet malibu classic (sw)
31.1,4,111.0,85,2642,14.1,79,japan,datsun 210
46.6,4,85.0,91,2482,13.6,79,japan,honda civic (auto)
38.5,4,115.0,65,2101,14.2,79,japan,toyota corona hardtop
24.2,7,159.0,73,2649,14.6,79,usa,pontiac j2000 se hatchback
11.7,6,385.0,96,3460,14.3,79,usa,mercury monarch
29.3,8,87.0,127,3838,11.8,79,usa,chevrolet chevelle malibu
22.5,7,248.0,107,4396,13.3,79,usa,dodge colt
26.4,4,436.0,116,3525,16.0,79,usa,mercury zephyr 6
21.2,5,435.0,91,3865,15.1,79,usa,ford fairmont futura
43.6,4,177.0,,2506,13.6,79,japan,datsun 310 gx
24.7,5,443.0,108,3320,17.7,79,usa,ford mustang cobra
18.4,6,377.0,98,3927,14.3,79,usa,chevrolet monza 2+2
27.9,4,108.0,84,3505,15.4,79,europe,audi 4000
30.1,4,129.0,93,2601,18.3,79,japan,toyota starlet
24.3,4,110.0,78,2341,17.5,79,japan,datsun b-210
15.3,6,321.0,124,2840,17.4,79,usa,amc ambassador brougham
31.6,7,228.0,142,1818,13.1,79,usa,oldsmobile delta 88 royale
25.9,7,154.0,63,3357,12.9,80,usa,amc gremlin
13.0,6,401.0,202,3416,17.8,80,usa,oldsmobile omega
23.1,4,110.0,85,5140,20.6,80,europe,peugeot 505s turbo diesel
21.7,4,317.0,207,4337,12.7,80,usa,buick skylark
19.5,5,395.0,162,2279,16.1,80,usa,ford pinto (sw)
24.2,7,308.0,99,5140,21.3,80,usa,dodge aries wagon (sw)
19.5,5,293.0,120,3321,16.4,80,usa,ford thunderbird
27.1,5,420.0,104,3505,16.7,80,usa,amc concord
18.1,5,158.0,132,2715,12.1,80,usa,pontiac catalina
26.5,4,154.0,70,2245,11.1,80,japan,datsun 210
17.1,6,231.0,142,2905,15.0,80,usa,chevrolet monte carlo
18.5,5,166.0,146,3752,18.5,80,usa,ford escort 2h
18.9,8,436.0,80,2948,15.5,80,usa,plymouth duster
17.8,6,238.0,51,3986,15.8,80,usa,dodge challenger se
29.7,6,325.0,168,2486,12.6,80,usa,ford gran torino (sw)
27.1,5,97.0,101,2215,18.2,80,japan,datsun 200-sx
28.7,4,132.0,122,2407,14.6,80,europe,volvo diesel
16.3,7,453.0,104,3627,13.3,80,usa,chevrolet chevelle concours (sw)
24.1,7,180.0,136,2605,15.4,80,usa,chevrolet malibu
12.9,7,128.0,78,5101,16.9,80,usa,chevrolet nova custom
16.2,5,326.0,102,2539,16.7,80,usa,buick century 350
14.3,5,241.0,,2851,15.0,80,usa,amc concord dl
23.8,4,170.0,175,3950,14.3,80,usa,pontiac safari (sw)
23.3,6,339.0,86,4843,16.6,80,usa,buick skyhawk
30.3,4,111.0,,1851,20.4,80,europe,vw dasher (diesel)
26.8,4,298.0,142,3040,14.1,80,usa,chevrolet vega 2300
21.6,5,295.0,171,3819,14.2,80,usa,oldsmobile starfire sx
32.0,4,94.0,56,2122,13.8,80,europe,fiat strada custom
22.8,5,422.0,210,2359,17.0,80,usa,ford country squire (sw)
24.0,3,131.0,107,2103,16.3,80,japan,mazda 626
30.7,4,103.0,78,2096,14.0,80,japan,datsun 200sx
32.0,4,141.0,121,1978,14.6,80,usa,chrysler lebaron salon
28.7,4,112.0,68,1866,10.7,80,europe,audi fox
9.0,7,247.0,101,3920,16.9,80,usa,cadillac seville
23.6,4,236.0,105,1926,17.7,80,usa,amc hornet
19.7,5,96.0,123,3190,17.2,80,usa,chevrolet vega 2300
27.2,4,109.0,72,2236,13.3,81,japan,honda civic 1300
14.3,7,249.0,129,3156,13.0,81,usa,mercury zephyr 6
34.3,4,88.0,66,2239,14.8,81,japan,honda accord lx
36.8,4,78.0,106,2007,11.4,81,europe,bmw 320i
15.6,6,271.0,88,3139,15.5,81,usa,ford mustang gl
27.0,4,118.0,96,2781,18.6,81,japan,mazda glc custom l
20.7,7,151.0,84,2754,14.9,81,usa,buick century luxus (sw)
29.9,4,116.0,82,2486,15.4,81,japan,datsun 710
18.1,6,411.0,108,3867,14.4,81,usa,ford mustang ii 2+2
24.5,7,212.0,140,2979,13.4,81,usa,chevy s-10
18.1,6,380.0,151,1726,16.6,81,usa,dodge colt
16.2,6,394.0,150,4954,19.1,81,usa,buick lesabre custom
16.9,8,408.0,61,3409,15.1,81,usa,ford pinto runabout
18.5,5,252.0,100,2802,12.9,81,usa,plymouth satellite sebring
20.4,6,255.0,80,3882,17.5,81,usa,pontiac sunbird coupe
16.6,4,86.0,95,3833,13.2,81,usa,plymouth custom suburb
18.4,8,409.0,158,2478,16.4,81,usa,plymouth horizon
15.6,8,354.0,70,4387,11.4,81,usa,plymouth arrow gs
10.6,6,254.0,60,4239,12.7,81,usa,pontiac sunbird coupe
21.4,4,69.0,92,1843,15.1,81,europe,volkswagen rabbit
27.2,6,235.0,77,3002,12.6,81,usa,buick skylark
16.8,7,174.0,110,2919,17.4,81,usa,ford pinto (sw)
30.1,6,403.0,228,3214,14.3,81,usa,oldsmobile omega
16.0,8,401.0,101,2702,16.0,81,usa,oldsmobile delta 88 royale
14.7,6,135.0,185,3827,13.4,81,usa,plymouth horizon 4
25.9,7,264.0,89,4003,11.3,81,usa,plymouth duster
19.8,5,172.0,106,3391,16.9,81,usa,ford granada gl
17.5,7,194.0,118,3438,11.4,81,usa,amc concord d/l
28.4,4,144.0,102,1816,18.8,81,japan,mazda rx-4
19.2,6,99.0,109,3377,15.3,81,usa,chevrolet concours
21.9,5,292.0,134,2080,14.5,81,usa,dodge d200
14.3,7,413.0,90,1613,11.2,81,usa,pontiac grand prix lj
32.1,4,135.0,110,2017,17.7,81,japan,toyota tercel
28.2,4,106.0,52,1848,18.8,81,japan,toyota carina
11.1,8,426.0,114,3159,15.3,81,usa,mercury monarch ghia
21.4,4,316.0,132,2396,15.1,82,usa,ford galaxie 500
21.0,6,278.0,83,2853,14.9,82,usa,chrysler lebaron town @ country (sw)
19.2,7,98.0,118,3707,18.3,82,usa,mercury capri 2000
41.6,4,122.0,71,1999,19.9,82,europe,vw rabbit custom
26.2,7,271.0,98,1805,16.0,82,usa,buick lesabre custom
31.3,6,450.0,91,3696,13.1,82,usa,dodge colt hatchback custom
21.3,4,99.0,61,1828,14.8,82,europe,bmw 320i
17.8,6,244.0,89,3717,13.9,82,usa,dodge aries wagon (sw)
22.3,5,323.0,133,2812,14.7,82,usa,dodge aries se
17.7,7,233.0,163,3844,16.3,82,usa,dodge aspen 6
29.5,4,84.0,72,2223,17.5,82,japan,datsun f-10 hatchback
11.8,8,146.0,94,2565,17.8,82,usa,buick skylark
15.9,8,252.0,187,4938,12.6,82,usa,mercury capri v6
20.3,7,441.0,168,1613,10.7,82,usa,chevrolet caprice classic
10.3,4,130.0,114,1934,17.8,82,usa,plymouth horizon miser
28.5,6,356.0,71,5002,17.9,82,usa,dodge colt hatchback custom
17.7,5,357.0,169,3229,10.5,82,usa,chevrolet impala
33.7,4,86.0,58,2115,12.6,82,japan,datsun 200-sx
22.1,4,86.0,74,1892,16.7,82,europe,fiat x1.9
33.1,4,155.0,71,3148,13.6,82,europe,saab 99gle
22.4,8,95.0,89,2049,19.5,82,usa,mercury monarch
27.8,4,75.0,96,2417,20.1,82,japan,datsun 1200
25.2,4,118.0,61,2721,13.3,82,europe,saab 99le
28.1,4,146.0,87,2710,15.3,82,europe,fiat 128
14.8,7,328.0,76,2639,18.8,82,usa,plymouth satellite
27.8,5,454.0,112,3714,14.8,82,usa,dodge coronet custom
20.0,5,355.0,96,3234,15.5,82,usa,pontiac grand prix
24.6,6,389.0,127,2940,14.8,82,usa,dodge colt hatchback custom
