_comment,year,fertility,life_expect,n_fertility,n_life_expect,country,p_fertility,p_life_expect
,1955,1.58,60.65,1.73,68.0,Bangladesh,4.23,79.89
,1990,6.71,59.64,2.67,81.57,Bangladesh,6.74,
,1955,2.86,56.17,2.12,64.5,Bangladesh,7.75,64.22
,1960,4.27,66.78,1.99,64.75,Bangladesh,4.84,60.07
,1965,4.98,59.3,8.23,78.58,Bangladesh,7.24,74.05
,1995,7.21,60.43,4.47,,Bangladesh,1.41,70.14
,1955,5.23,76.64,1.85,70.87,Barbados,,59.35
,1970,4.72,53.09,,75.48,Barbados,1.75,51.29
,1990,2.89,76.41,,81.57,Barbados,3.96,80.24
,1960,2.06,61.17,1.9,81.57,Barbados,1.75,75.13
,1995,6.56,47.44,5.27,60.24,Barbados,,64.87
,1990,1.86,68.62,7.34,71.77,Barbados,7.22,69.54
,1990,4.9,73.48,4.51,63.83,Barbados,7.78,
,2000,3.36,69.0,1.68,61.91,Barbados,3.73,80.24
,1990,7.69,62.73,2.54,65.12,Barbados,3.11,66.18
,1975,7.49,60.32,3.12,66.15,Barbados,5.28,62.81
,1955,1.98,69.26,2.34,,Barbados,2.19,61.77
,1975,5.42,74.23,4.1,60.11,Barbados,,59.95
,1975,7.58,75.36,1.59,64.09,Barbados,3.68,80.24
,1995,8.1,71.73,4.38,63.71,Barbados,5.64,46.2
,1970,1.98,64.05,4.91,,Barbados,6.37,57.54
,1960,6.73,76.69,3.91,72.14,Barbados,2.21,63.73
,2000,1.61,45.09,1.88,75.65,Belgium,2.26,77.2
,1985,6.86,79.97,1.87,80.91,Belgium,7.62,64.56
,1960,3.64,73.31,1.59,74.83,Belgium,,50.93
,1970,3.16,52.8,4.08,57.83,Belgium,1.41,66.2
,1995,8.0,67.53,3.32,65.88,Belgium,7.67,59.7
,1995,8.19,70.62,7.67,64.42,Belgium,5.31,62.59
Data courtesy of Gapminder.org,1990,6.82,74.25,1.43,70.41,Belgium,2.09,67.45
,1970,8.08,63.26,3.66,75.11,Belgium,7.1,57.11
,1965,4.64,67.23,4.31,63.99,Belgium,4.41,61.86
,1980,6.76,55.6,5.31,57.68,Belgium,1.72,70.18
,1970,3.3,50.68,4.23,79.1,Bolivia,5.23,59.25
,1955,1.3,58.17,2.74,67.11,Bolivia,4.94,67.58
,1975,5.03,58.76,,58.06,Bolivia,2.87,51.3
,1975,1.76,61.37,,64.72,Bolivia,1.91,52.37
,2000,2.9,67.07,2.32,58.99,Bolivia,4.22,64.18
,1970,1.27,77.99,5.02,79.77,Bolivia,6.76,76.27
,1975,2.56,56.58,,59.44,Bolivia,7.46,
,1985,7.56,74.39,2.52,60.05,Bolivia,1.44,
,1980,6.5,68.38,8.23,74.68,Bolivia,4.74,65.12
,1955,5.08,72.44,6.66,70.0,Bolivia,1.67,
,1985,8.09,67.67,2.34,56.71,Bolivia,6.79,51.16
,1980,5.4,54.7,1.14,58.28,Brazil,4.54,40.77
,1955,5.22,81.57,4.75,69.74,Brazil,4.38,69.48
,1955,7.1,62.34,2.51,52.76,Brazil,4.95,59.29
,1955,1.32,51.75,3.15,74.84,Brazil,3.62,66.05
,1965,1.55,65.98,1.03,65.49,Brazil,2.05,63.99
,1955,6.66,67.1,1.95,70.33,Brazil,7.36,69.47
,1990,1.14,68.38,2.98,70.94,Brazil,6.58,80.24
,1985,2.31,76.18,5.48,58.68,Canada,,54.96
,1985,5.12,69.73,4.57,63.07,Canada,3.5,77.83
,2000,2.45,48.88,1.69,75.91,Canada,4.13,75.14
,1995,5.58,72.99,3.91,55.97,Canada,6.84,61.68
,1985,7.27,67.73,1.53,,Canada,5.01,
,1965,1.25,73.08,2.1,,Canada,,
,2000,1.69,75.4,4.37,81.57,Chile,4.23,67.55
,1960,1.07,75.3,1.03,59.63,Chile,4.73,71.74
,1980,4.12,73.79,,64.96,Chile,5.25,65.32
,1955,1.11,77.34,2.28,,Chile,1.74,73.64
,1975,7.77,70.82,1.53,71.38,Chile,3.69,66.74
,1965,1.54,59.58,1.06,,Chile,6.45,80.24
,1995,6.67,53.6,2.42,71.08,Chile,7.42,56.29
,1960,2.44,61.29,2.92,59.36,Chile,2.65,80.24
,1955,5.89,64.41,3.14,62.42,Chile,7.66,70.42
,1965,1.83,76.07,1.89,77.82,Chile,7.73,80.24
,1980,6.91,71.43,3.09,63.0,Chile,6.45,61.29
,1985,1.47,58.32,2.45,66.15,Chile,,62.21
,1995,6.53,53.68,,56.99,Chile,3.18,52.46
,1960,3.22,64.3,2.23,,Chile,5.15,68.5
,1975,6.36,68.64,2.46,75.65,Chile,4.83,69.86
,1955,7.18,73.03,4.64,62.51,China,8.1,72.66
,2000,6.56,71.33,2.52,72.78,China,7.4,80.24
,1990,6.82,63.15,1.42,74.16,China,2.01,
,1965,3.26,54.93,4.49,60.46,China,5.69,69.84
,1965,5.11,51.42,3.7,61.23,China,6.73,
,1990,1.49,58.98,2.7,63.33,China,7.28,61.0
,1990,5.87,65.82,2.3,55.48,China,4.3,76.94
,1970,7.3,72.53,5.1,63.35,China,,61.78
,1975,7.0,80.46,4.13,67.41,China,7.83,55.58
,1975,7.84,54.18,2.19,76.77,Colombia,5.48,62.15
,1965,6.21,41.68,8.23,62.88,Colombia,5.57,61.43
,1990,7.44,76.54,2.58,74.7,Colombia,3.56,67.58
,1960,4.36,71.44,8.23,,Colombia,1.57,50.02
,1985,5.74,81.32,3.21,75.53,Colombia,6.27,74.76
,1970,6.52,68.77,1.81,52.7,Colombia,5.35,53.79
,1980,5.18,77.8,1.03,60.64,Colombia,8.17,80.24
,1965,2.54,51.15,2.82,61.82,Colombia,5.51,80.24
,1990,7.83,81.57,3.1,72.27,Colombia,,68.74
,2000,2.89,40.97,2.97,70.03,Colombia,1.33,72.37
,1990,1.37,62.86,8.23,75.68,Colombia,7.22,62.16
,1980,3.86,50.85,1.37,62.21,Costa Rica,3.96,80.24
,1980,3.56,72.88,4.39,69.73,Costa Rica,4.49,51.94
,1965,5.64,71.45,4.02,56.0,Costa Rica,1.99,
,2000,5.44,54.57,,73.82,Costa Rica,6.8,72.23
,1970,1.55,65.75,2.96,70.8,Costa Rica,3.01,70.16
,1990,3.73,64.33,6.79,66.5,Costa Rica,7.7,56.08
,1955,4.5,69.19,1.54,,Costa Rica,4.77,53.1
,1955,7.74,53.59,5.86,81.57,Croatia,6.0,71.19
,1955,5.43,81.57,4.91,54.63,Croatia,5.14,48.93
,1995,6.8,64.89,8.23,56.37,Croatia,2.44,52.16
,1965,1.93,62.46,4.14,62.55,Croatia,4.18,75.12
,1990,3.29,74.27,3.2,,Croatia,3.18,65.36
,1970,2.98,64.59,5.27,62.97,Croatia,5.38,52.93
,1965,2.32,77.59,6.23,63.76,Croatia,6.04,52.52
,1965,4.36,70.43,1.68,,Croatia,7.78,79.17
,1995,2.17,47.51,4.88,71.42,Croatia,3.41,64.08
,1980,6.43,75.68,,66.17,Cuba,5.34,66.02
,1975,2.48,72.45,2.86,58.87,Cuba,1.9,67.84
,1980,6.93,68.37,3.01,,Cuba,3.84,68.8
,1960,2.22,71.12,3.58,65.6,Cuba,,53.93
,2000,1.95,70.99,5.04,69.02,Cuba,5.73,65.08
,1975,7.9,51.29,1.62,59.86,Cuba,7.84,
,1975,3.13,61.55,3.43,75.93,Cuba,1.81,56.4
,1970,6.53,62.44,4.68,79.34,Cuba,2.69,61.49
,1990,4.2,61.99,5.12,55.78,Cuba,6.81,79.37
,1975,8.12,59.39,,,Cuba,4.09,66.54
,1960,4.13,58.86,3.82,61.31,Cuba,5.58,77.4
,1985,7.22,46.76,1.74,70.1,Cuba,3.24,
,1955,7.86,73.79,,44.67,Dominican Republic,2.49,57.62
,1955,2.87,60.51,3.79,81.45,Dominican Republic,7.19,73.37
,1970,5.82,65.37,2.06,76.41,Dominican Republic,5.2,58.74
,1975,8.21,76.5,8.1,45.03,Dominican Republic,2.67,65.46
,1975,7.74,49.16,1.18,73.63,Dominican Republic,4.58,63.89
,1980,5.66,81.57,3.67,53.95,Dominican Republic,7.31,71.1
,1975,3.72,77.97,3.33,62.19,Dominican Republic,2.94,
,1995,1.46,44.93,3.7,81.57,Dominican Republic,5.94,60.01
,1990,7.01,63.44,1.03,63.35,Dominican Republic,7.24,51.53
,1995,6.76,56.45,3.22,,Dominican Republic,3.4,69.9
,2000,6.24,63.62,3.52,71.87,Dominican Republic,2.36,49.46
,1960,3.93,59.57,3.48,,Dominican Republic,4.75,65.85
,1960,3.24,71.24,3.46,63.75,Dominican Republic,4.33,62.41
,1980,7.45,61.8,,70.73,Dominican Republic,5.02,65.99
,1970,6.16,69.25,2.56,,Dominican Republic,7.61,68.16
,1990,7.36,64.2,6.24,76.57,Dominican Republic,,54.15
,1965,2.73,69.14,2.02,60.99,Ecuador,,69.56
,2000,4.37,52.74,,69.67,Ecuador,3.35,59.35
,2000,1.04,67.77,,68.49,Ecuador,,56.64
,1990,2.69,59.47,2.5,63.31,Ecuador,7.27,57.67
,1955,2.57,70.62,4.35,72.59,Ecuador,7.88,
,2000,6.73,66.13,6.09,80.21,Ecuador,6.17,80.24
,1970,7.47,64.51,5.11,54.64,Ecuador,6.66,71.2
,2000,6.8,56.95,5.18,73.19,Ecuador,6.32,72.96
,1965,1.45,66.18,,81.57,Ecuador,4.07,80.24
,1955,5.03,59.62,4.03,72.0,Egypt,2.81,65.12
,2000,3.35,57.05,3.74,62.07,Egypt,7.64,49.02
,1995,3.45,63.04,2.97,76.52,Egypt,2.6,76.95
,1995,6.22,48.81,2.88,55.3,Egypt,4.05,65.41
,1985,2.32,66.23,2.38,61.31,Egypt,1.86,59.05
,1965,8.17,66.9,5.93,59.19,El Salvador,7.03,72.06
,1980,4.31,73.35,4.62,67.23,El Salvador,4.64,66.48
,1980,1.93,63.69,3.19,52.9,El Salvador,3.92,60.69
,1965,1.53,72.6,1.65,61.04,El Salvador,2.83,54.05
,1975,6.88,68.35,2.59,66.34,El Salvador,7.73,65.47
,2000,5.99,48.81,3.7,60.71,El Salvador,4.44,61.74
,2000,5.12,48.91,3.66,76.79,El Salvador,4.03,52.56
,1995,6.26,75.6,3.27,74.84,El Salvador,3.24,49.16
,1990,6.52,72.96,1.58,64.02,El Salvador,4.6,73.19
,1960,4.45,71.95,,74.68,El Salvador,1.6,66.84
,2000,7.95,48.79,,57.07,El Salvador,,59.04
,2000,4.02,62.11,3.57,60.03,El Salvador,4.0,66.55
,1960,2.0,54.47,4.25,54.06,El Salvador,4.94,46.76
,2000,3.9,60.51,3.77,68.53,Finland,2.91,80.24
,1965,7.21,70.91,8.23,75.09,Finland,4.79,61.78
,1970,4.03,75.03,3.01,,Finland,2.83,74.24
,1990,3.04,58.8,8.23,81.57,Finland,,62.31
,1965,3.55,64.99,1.05,,Finland,8.11,
,1970,2.77,81.57,3.45,65.77,Finland,2.57,66.88
,1960,3.64,65.81,,75.02,Finland,3.11,74.32
,1965,3.74,66.76,1.94,79.63,Finland,8.0,
,1960,7.14,68.08,8.23,62.32,Finland,4.28,67.05
,1965,8.08,63.99,4.27,61.09,Finland,,67.35
,1990,2.1,69.87,4.21,54.43,Finland,5.67,43.83
,1965,4.52,68.66,5.6,62.82,Finland,,78.38
,1980,4.84,60.94,1.56,64.46,Finland,2.02,64.12
,1975,4.83,76.51,4.69,65.82,Finland,6.9,71.81
,1965,6.7,72.37,4.04,67.02,France,6.28,80.24
,1960,3.46,64.72,4.41,63.6,France,5.66,61.35
,2000,7.05,67.53,2.31,70.36,France,1.62,72.98
,2000,7.78,53.93,3.16,64.96,France,4.37,72.9
,2000,4.8,81.57,4.96,63.27,France,5.05,66.86
,1990,8.02,67.86,4.75,69.96,France,7.07,46.86
,1970,7.57,70.2,2.65,58.01,France,7.88,55.25
,1970,4.95,76.31,2.59,54.75,France,5.04,59.0
,1965,6.37,68.72,,59.79,France,2.91,57.34
,1960,6.77,55.73,7.07,72.99,France,,
,1965,4.57,61.52,2.91,61.26,France,2.55,65.92
,1995,5.46,71.69,5.14,69.77,France,4.89,65.48
,1960,3.73,53.42,2.01,63.28,France,6.78,61.8
,1975,2.28,69.54,2.83,,France,7.66,64.63
,1955,6.41,68.62,4.96,71.88,France,5.64,59.67
,1990,6.2,68.97,,68.46,France,3.72,65.18
,1985,7.19,68.07,1.76,73.07,France,,71.71
,1990,4.66,81.05,6.88,68.88,France,4.84,63.83
,1970,4.46,58.44,1.26,69.39,France,6.43,66.74
,1995,2.17,81.57,3.39,61.52,France,7.38,61.03
,1955,1.64,49.62,3.3,61.57,France,1.57,61.02
,1965,2.68,81.16,2.82,76.71,France,1.79,
,1975,5.14,67.56,5.02,66.28,Georgia,1.94,66.33
,1965,7.47,64.69,2.61,66.11,Georgia,6.41,72.53
,1975,3.63,48.83,3.2,65.97,Georgia,1.49,72.5
,1985,6.77,51.07,5.82,72.98,Georgia,8.21,45.71
,1980,5.71,70.43,2.72,65.78,Georgia,4.46,64.96
,1985,3.75,59.25,2.19,71.77,Georgia,7.96,
,1970,1.62,70.87,,61.41,Georgia,1.74,76.53
,1955,3.46,65.0,4.81,77.7,Georgia,4.92,
,1985,1.83,74.91,2.42,,Georgia,5.19,61.14
,1955,8.2,74.14,4.37,43.41,Georgia,3.97,70.46
,1985,6.21,50.62,2.49,77.89,Georgia,5.37,55.07
,2000,7.97,60.14,5.66,52.7,Georgia,,67.41
,1985,7.33,65.55,1.34,74.6,Georgia,6.48,71.25
,1985,2.0,42.16,,53.16,Georgia,1.72,74.05
,1995,3.04,57.35,1.92,74.93,Georgia,7.44,72.7
,1955,1.82,48.41,4.5,68.23,Germany,3.57,61.95
,1955,7.61,74.12,1.29,79.47,Germany,3.02,60.1
,1980,4.09,57.63,4.37,78.55,Germany,7.19,64.75
,1995,1.27,63.35,2.12,66.12,Germany,6.34,56.84
,1960,7.15,72.63,2.5,59.89,Germany,1.56,57.24
,1980,7.91,61.87,2.74,53.57,Germany,3.9,60.0
,1995,7.68,74.63,4.59,67.31,Germany,8.21,
,2000,2.15,73.5,1.09,52.1,Germany,,76.87
,1970,6.85,73.01,8.23,67.55,Germany,5.28,80.24
,1975,4.47,49.62,1.88,68.03,Germany,2.71,55.16
,1960,6.76,77.15,1.76,81.37,Greece,,52.09
,1965,4.77,64.24,2.8,,Greece,7.61,69.49
,1960,2.75,55.35,1.65,62.3,Greece,7.48,62.49
,1955,7.78,80.35,3.64,81.57,Greece,6.86,61.7
,1955,5.5,58.48,2.36,71.25,Greece,7.9,59.52
,2000,4.87,69.65,3.61,70.89,Greece,4.6,66.86
,1995,3.0,73.29,4.38,79.64,Greece,2.54,69.68
,1985,3.28,63.54,,74.96,Greece,4.61,51.71
,2000,6.72,50.43,1.44,60.88,Grenada,4.32,46.86
,1965,1.56,65.41,4.55,74.47,Grenada,7.67,
,1980,1.68,57.19,2.31,62.76,Grenada,7.78,72.55
,1970,5.17,74.25,2.86,69.78,Grenada,1.25,75.57
,1970,4.19,62.85,7.98,81.57,Grenada,7.92,63.85
,1960,7.56,52.48,6.12,60.58,Grenada,4.99,66.05
,1965,6.31,76.28,2.28,61.35,Grenada,5.92,65.38
,2000,7.61,64.98,2.4,78.81,Grenada,5.41,74.11
,2000,6.15,69.32,8.23,60.72,Grenada,6.42,57.31
,1990,1.73,64.61,3.32,80.77,Grenada,6.07,64.72
,1985,1.16,75.33,2.45,57.38,Grenada,6.29,77.16
,2000,4.95,59.77,2.99,71.49,Grenada,6.52,60.41
,1995,4.89,73.54,2.5,,Haiti,1.17,56.23
,1960,3.35,59.74,2.08,69.9,Haiti,3.91,69.37
,1980,2.85,56.54,3.34,68.13,Haiti,6.71,55.95
,1995,2.24,54.43,4.11,59.28,Haiti,6.35,64.77
,2000,2.02,67.31,2.74,79.2,Haiti,7.38,58.4
,2000,2.05,66.63,7.12,67.77,Haiti,,67.59
,1990,3.63,49.02,1.56,62.31,Haiti,7.65,74.07
,1965,1.77,70.67,4.85,63.19,Haiti,5.74,73.38
,1965,7.9,74.02,2.95,69.52,Haiti,6.47,60.01
,1955,5.73,62.06,1.57,62.29,Haiti,1.76,58.42
,1970,2.42,67.86,4.05,70.33,"Hong Kong, China",5.27,53.87
,1960,7.95,61.39,5.04,49.11,"Hong Kong, China",4.62,
,1995,2.95,54.04,,69.33,"Hong Kong, China",6.47,68.18
,1980,7.15,80.97,1.75,68.35,"Hong Kong, China",5.11,66.78
,1960,2.95,57.97,4.15,81.57,"Hong Kong, China",6.85,59.09
,1975,7.61,66.85,2.55,65.77,"Hong Kong, China",4.13,63.01
,1965,4.62,73.19,3.48,78.38,"Hong Kong, China",6.3,67.43
,1970,7.38,77.93,3.64,56.57,"Hong Kong, China",3.64,54.48
,1975,2.73,77.76,2.62,81.57,"Hong Kong, China",6.96,69.94
,2000,5.63,80.56,,62.15,"Hong Kong, China",6.29,71.46
,1955,7.67,79.1,8.15,66.64,"Hong Kong, China",6.69,59.54
,2000,6.53,81.57,2.16,64.41,"Hong Kong, China",,
,1995,1.97,64.72,2.71,61.57,"Hong Kong, China",2.0,71.94
,1975,4.08,62.64,1.75,78.78,Iceland,3.58,74.11
,1970,5.23,63.88,2.24,,Iceland,2.07,
,1985,7.15,71.56,2.18,69.53,Iceland,3.63,66.52
,1985,3.77,80.99,1.5,69.88,Iceland,7.91,74.31
,1985,5.34,60.87,1.94,65.2,Iceland,5.65,69.71
,1995,8.17,57.82,2.37,70.68,Iceland,2.74,61.74
,1980,8.09,52.62,2.13,48.15,Iceland,4.67,66.63
,1955,1.46,74.36,7.99,67.81,Iceland,7.45,56.93
,2000,3.13,78.15,7.17,72.78,Iceland,6.98,
,1970,4.11,71.56,3.46,66.45,Iceland,5.85,
,1970,7.07,75.31,5.95,57.66,Iceland,2.38,68.55
,1985,7.76,73.89,1.37,68.5,India,,63.33
,1970,1.94,60.5,2.64,77.56,India,7.57,65.29
,1980,7.74,67.58,3.26,72.66,India,6.5,60.58
,1960,4.69,70.8,4.86,60.11,India,,49.33
,1980,5.18,64.87,2.5,64.75,Indonesia,5.31,64.02
,1955,2.83,67.39,3.39,62.56,Indonesia,5.58,60.62
,1990,4.45,81.57,2.9,69.49,Indonesia,,61.93
,1970,5.1,58.79,3.01,68.99,Indonesia,6.21,61.34
,1965,5.54,62.53,4.42,74.41,Indonesia,6.18,74.89
,1980,6.29,61.44,,63.88,Indonesia,7.2,51.58
,1955,6.92,68.91,3.69,61.08,Indonesia,1.9,80.24
,1980,3.3,57.75,6.53,,Indonesia,3.02,65.7
,1970,6.75,67.74,3.9,70.19,Indonesia,4.07,75.25
,1960,6.53,54.1,2.55,78.94,Indonesia,7.87,64.72
,1980,4.59,71.11,3.09,76.39,Iran,5.24,59.88
,1965,5.66,74.11,1.82,65.08,Iran,3.67,62.26
,1990,7.44,72.72,2.41,71.64,Iran,7.8,67.67
,1955,3.64,61.6,3.22,62.12,Iran,8.17,57.11
,1995,1.2,64.78,1.87,56.74,Iran,3.76,70.36
,1955,2.53,69.21,2.74,60.65,Iran,7.21,62.22
,1955,3.53,66.77,2.08,62.76,Iran,4.12,56.53
,1955,7.46,61.82,6.26,71.66,Iran,3.32,70.99
,1970,4.31,75.61,,65.97,Iran,1.82,80.16
,1995,3.17,63.63,2.5,56.87,Iran,4.69,74.6
,2000,1.28,64.75,6.5,66.68,Iran,,59.79
,1995,3.61,66.99,3.94,81.57,Iran,,67.13
,1965,1.81,66.17,6.43,71.62,Iraq,4.28,77.89
,1955,1.51,71.29,1.16,57.81,Iraq,5.58,76.76
,1955,3.04,55.53,1.11,68.33,Iraq,8.1,57.61
,1965,5.9,70.33,8.23,71.52,Iraq,3.23,60.98
,1960,8.09,43.92,2.86,61.51,Iraq,1.65,44.31
,1995,8.0,74.02,2.55,,Iraq,2.92,59.04
,1990,3.11,80.72,3.05,57.92,Iraq,4.74,53.49
,1965,1.23,71.92,3.28,64.22,Ireland,1.7,68.17
,1975,7.82,67.31,6.65,55.47,Israel,4.86,58.28
,1965,7.23,63.49,,63.17,Israel,,64.43
,1975,5.22,60.9,1.83,66.5,Israel,,
,1980,6.64,51.02,,64.91,Israel,1.36,70.07
,1965,2.72,62.65,4.36,81.57,Israel,1.61,73.67
,1955,2.62,72.77,2.28,81.53,Israel,3.49,56.08
,1965,3.11,70.05,4.73,71.19,Israel,4.19,57.24
,1955,1.56,62.61,,63.45,Israel,5.95,80.03
,1985,3.75,48.7,2.26,61.54,Israel,4.59,68.16
,1975,1.83,56.81,3.23,68.82,Italy,6.75,80.24
,1995,6.08,74.29,4.68,80.12,Italy,2.22,51.43
,1985,7.22,68.35,2.05,,Italy,1.8,64.75
,1985,1.2,76.46,4.03,64.72,Italy,4.14,74.3
,1965,7.55,68.87,8.23,64.14,Italy,7.98,73.05
,1980,6.24,79.22,1.87,81.57,Italy,5.11,74.34
,1980,8.08,63.85,2.87,64.38,Italy,,66.19
,1970,3.9,69.35,6.11,61.24,Italy,5.48,70.29
,1975,2.39,77.39,1.03,,Italy,7.25,64.42
,1990,4.81,78.55,2.74,63.98,Italy,6.37,65.22
,2000,1.88,81.57,7.85,50.92,Italy,,63.0
,1985,4.83,70.63,4.01,60.03,Italy,7.45,66.96
,1955,3.4,65.54,5.78,62.1,Italy,5.64,66.23
,1980,7.43,81.57,8.23,58.75,Italy,6.33,65.93
,1985,2.57,70.99,3.59,61.59,Jamaica,,57.16
,1985,7.17,60.31,,81.57,Jamaica,6.45,73.58
,1990,5.65,61.6,4.2,80.4,Jamaica,5.96,62.0
,1975,3.98,79.47,1.86,67.39,Jamaica,2.01,53.74
,2000,4.96,73.34,2.49,59.19,Jamaica,6.8,65.98
,1975,1.52,66.48,,79.91,Jamaica,6.46,56.85
,1965,1.2,48.3,2.13,66.47,Jamaica,2.42,47.61
,1985,5.76,57.43,2.94,59.74,Jamaica,6.4,57.39
,1970,3.79,73.23,3.56,79.74,Jamaica,2.41,67.52
,1955,1.81,63.5,8.23,61.58,Jamaica,3.43,54.11
,2000,6.06,80.43,5.58,70.01,Jamaica,6.61,52.96
,1975,3.0,69.52,3.33,60.95,Jamaica,4.31,43.81
,1955,7.17,56.97,,68.39,Japan,3.47,69.84
,1980,2.47,81.57,1.58,66.83,Japan,8.09,64.74
,1965,3.07,69.52,8.23,54.05,Japan,3.87,62.74
,1965,6.69,65.71,3.34,48.32,Japan,6.52,77.08
,1980,7.33,65.9,7.12,56.56,Japan,5.53,73.55
,2000,5.41,68.38,5.18,81.57,Japan,,41.94
,1965,1.54,74.48,1.99,60.04,Japan,6.88,
,1980,3.94,68.23,5.88,81.57,Japan,6.98,77.0
,1955,4.76,66.36,4.04,,Kenya,2.99,70.85
,1980,1.49,68.32,7.39,76.02,Kenya,4.81,46.53
,2000,4.22,71.04,2.54,48.76,Kenya,,44.67
,1985,5.68,69.2,3.07,,Kenya,7.97,72.54
,2000,4.79,71.16,8.23,,Kenya,2.36,69.14
,1995,2.7,53.48,5.92,54.47,Kenya,6.5,
,1965,8.17,68.58,2.23,55.22,Kenya,7.51,70.07
,1955,4.27,63.27,4.22,53.34,Kenya,4.55,57.52
,1990,7.29,44.91,6.55,78.78,Lebanon,3.47,72.57
,1955,1.18,81.42,,53.69,Lebanon,7.59,76.88
,1965,1.53,54.39,,62.11,Lebanon,1.41,80.24
,1960,2.21,63.54,4.35,65.66,Lebanon,2.49,75.33
,1975,7.85,61.74,8.23,65.57,Lebanon,7.48,65.1
,2000,7.81,72.27,2.38,71.11,Lebanon,4.0,72.54
,1960,7.17,71.52,5.22,,Lebanon,7.43,
,1975,1.72,62.52,5.49,54.39,Lebanon,2.74,33.4
,1975,1.67,73.73,2.94,76.87,Mexico,3.8,62.35
,1965,7.74,79.03,4.11,64.6,Mexico,6.38,69.5
,2000,2.99,62.88,,52.15,Mexico,2.45,79.03
,1965,4.58,55.91,3.81,63.8,Mexico,5.99,61.83
,2000,5.77,68.22,,62.56,Mexico,7.57,75.76
,1995,4.29,63.67,,70.45,Mexico,5.32,79.27
,1990,7.33,68.47,1.39,67.84,Mexico,4.65,64.08
,1965,4.0,75.31,3.83,66.22,Mexico,2.46,66.72
,1975,7.57,60.89,7.57,,Mexico,7.44,70.41
,1995,6.57,62.24,5.22,64.05,Netherlands,3.54,59.37
,1985,5.34,74.72,1.38,79.31,Netherlands,8.02,
,1990,3.18,64.54,3.79,64.62,Netherlands,7.89,70.28
,2000,7.14,55.41,2.35,58.15,Netherlands,7.09,66.26
,1995,6.59,56.17,2.23,81.57,Netherlands,4.21,
