_comment,year,fertility,life_expect,n_fertility,n_life_expect,country,p_fertility,p_life_expect
,1980,3.14,75.76,5.09,55.97,Costa Rica,8.19,59.69
,1985,2.85,57.66,2.55,62.35,Costa Rica,6.3,80.24
,1975,6.6,50.62,1.52,54.28,Costa Rica,8.08,65.93
,2000,5.47,66.72,2.97,57.6,Costa Rica,5.68,66.96
,1995,6.34,73.85,5.57,65.62,Costa Rica,1.33,
,1985,3.85,76.54,,,Costa Rica,1.65,
,1985,4.99,68.78,3.47,56.43,Costa Rica,6.68,72.64
,2000,5.54,55.15,3.77,76.27,Costa Rica,5.66,67.34
,1990,4.32,68.44,2.16,70.79,Costa Rica,5.04,70.35
,1955,7.43,73.84,,77.63,Costa Rica,4.11,57.68
,1955,1.97,67.7,5.51,69.23,Croatia,3.27,73.75
,1955,2.08,64.28,7.8,66.91,Croatia,1.51,57.08
,1960,3.69,74.36,3.56,81.57,Croatia,7.91,69.48
,1995,6.04,75.39,5.53,77.76,Croatia,4.86,74.72
,1980,4.68,64.57,2.13,60.22,Croatia,5.32,56.45
,1970,1.66,58.25,4.23,46.41,Croatia,5.64,
,2000,5.74,50.81,4.48,58.95,Croatia,5.35,74.13
,1960,7.95,67.38,5.46,47.51,Croatia,4.7,
,2000,6.98,54.43,3.0,76.33,Croatia,3.0,
,1965,1.86,48.6,,69.35,Cuba,6.56,
,1980,4.87,73.5,8.23,78.38,Cuba,3.05,65.35
,1995,7.65,81.57,2.32,72.51,Cuba,3.22,78.22
,1990,1.29,59.49,,55.89,Cuba,7.48,54.57
,1985,2.68,81.57,,67.79,Cuba,5.74,68.72
,1980,8.15,78.89,3.18,61.29,Cuba,1.48,69.1
,1970,1.31,71.83,3.47,,Cuba,4.96,66.49
,1960,4.41,65.24,2.97,58.35,Cuba,3.64,70.36
,1985,5.1,71.1,4.28,74.15,Cuba,4.27,
,1995,7.17,79.21,3.72,62.96,Cuba,1.75,67.79
,1980,5.04,57.18,,59.27,Dominican Republic,2.01,62.71
,1995,3.89,55.12,4.6,57.33,Dominican Republic,2.28,67.28
,1970,1.24,57.11,4.99,,Dominican Republic,4.68,67.21
,1975,6.45,70.34,3.94,63.59,Dominican Republic,5.48,61.61
,1960,6.88,46.85,8.23,70.17,Dominican Republic,1.96,72.69
,1990,5.4,50.86,,63.25,Dominican Republic,2.19,
,1985,1.7,60.8,5.43,63.81,Dominican Republic,,45.44
,1980,4.83,63.82,6.49,,Dominican Republic,4.25,48.96
,1980,4.84,65.22,2.15,69.76,Dominican Republic,4.11,60.7
,1955,7.94,59.89,8.23,72.83,Dominican Republic,8.01,68.6
,1955,8.06,66.12,6.26,58.88,Dominican Republic,2.85,56.39
,1985,1.33,65.27,4.66,68.26,Dominican Republic,6.15,66.54
,1970,3.25,74.21,,66.5,Dominican Republic,5.61,
,1975,5.2,66.25,3.62,72.99,Ecuador,4.62,60.21
,1980,6.15,60.25,3.88,,Ecuador,6.95,49.69
,1970,5.73,57.04,,62.96,Ecuador,6.88,56.75
,2000,7.09,80.38,2.22,70.24,Ecuador,2.3,64.91
,1985,5.32,67.28,2.11,66.5,Ecuador,3.94,
,1970,3.88,54.7,,58.81,Ecuador,1.38,
,1970,7.34,68.09,2.47,81.57,Ecuador,3.42,
,1970,6.59,65.19,1.99,81.57,Egypt,2.34,64.35
,1985,2.18,79.18,1.97,67.55,Egypt,7.04,
,1975,2.81,73.67,4.69,70.26,Egypt,5.94,70.76
,1965,5.06,76.97,4.16,,Egypt,2.51,52.72
,2000,1.57,60.34,3.66,70.15,Egypt,2.01,71.73
,1955,5.53,75.51,2.89,61.01,Egypt,2.38,45.23
,1990,1.44,61.81,1.86,71.95,Egypt,7.43,63.34
,1990,1.05,57.46,2.49,,Egypt,5.8,73.82
,1955,1.48,64.31,,74.93,Egypt,6.4,75.52
,1975,2.84,53.77,2.25,59.3,Egypt,8.1,68.24
,1995,6.06,64.5,2.71,67.79,Egypt,6.4,59.81
,1965,1.28,80.31,6.96,,Egypt,,65.13
,1985,6.54,81.57,1.36,59.91,El Salvador,,53.67
,1985,4.77,61.0,1.94,,El Salvador,3.07,69.69
,1965,6.46,81.57,5.43,67.54,El Salvador,7.0,76.92
,1975,6.55,61.59,4.46,67.6,El Salvador,4.43,62.21
,1995,3.48,73.43,2.79,75.42,El Salvador,1.82,53.34
,1980,5.26,51.7,1.19,57.87,El Salvador,6.21,67.2
,1980,6.57,81.57,4.49,69.62,Finland,4.75,64.87
,1955,1.63,68.05,3.68,62.61,Finland,5.0,76.87
,1990,6.1,69.74,3.32,64.02,Finland,5.29,64.96
,1995,1.36,67.35,,,Finland,4.82,70.83
,1955,2.57,79.98,5.89,60.77,Finland,1.18,58.84
,1960,3.21,67.79,2.7,,Finland,6.23,70.72
,1995,5.53,81.57,2.61,70.25,Finland,2.86,77.08
,1980,7.63,72.58,2.09,60.01,Finland,3.97,57.16
,1985,4.27,72.03,5.09,72.94,Finland,2.64,52.05
,1955,6.29,71.46,1.51,76.68,Finland,3.42,80.24
,1965,1.18,81.45,5.9,76.79,France,5.47,61.56
,1985,1.86,67.26,2.17,,France,3.24,48.24
,1975,4.92,56.99,4.85,81.57,France,7.15,75.34
,1990,3.08,81.57,6.65,53.72,France,1.25,61.65
,1985,2.58,57.56,2.77,57.23,France,5.85,80.24
,1965,4.67,60.56,3.37,63.29,France,1.38,80.24
,1965,1.56,63.02,5.34,81.57,France,3.76,59.24
,1960,6.32,62.41,2.83,69.4,France,,68.15
,1960,4.72,56.0,5.03,60.39,France,,50.15
,1960,6.26,79.42,4.94,56.88,France,3.46,68.18
,1970,5.24,74.58,1.3,69.4,France,2.94,
,1990,2.36,62.14,2.35,68.98,France,4.16,62.86
,1955,7.62,73.21,2.26,70.58,France,1.28,67.47
,1955,1.43,78.44,7.24,61.38,Georgia,4.49,80.24
,1985,3.36,68.39,5.82,69.2,Georgia,5.44,60.39
,2000,7.53,61.11,2.16,81.57,Georgia,7.08,67.57
,1970,7.79,59.62,2.11,78.22,Georgia,5.19,57.96
,1990,3.11,80.23,,68.39,Georgia,6.3,62.26
,1985,3.67,69.57,4.61,,Georgia,5.87,69.78
,1960,1.89,54.55,3.09,73.84,Georgia,6.53,77.78
,1965,1.14,79.92,4.09,57.49,Germany,3.46,76.07
,1985,2.42,76.56,6.06,77.71,Germany,,71.91
,1980,6.56,77.67,3.17,77.4,Germany,6.65,66.68
,1985,7.93,76.01,1.67,,Germany,5.36,61.92
,1960,5.81,70.71,6.44,,Germany,5.99,53.4
,1955,5.02,66.39,1.32,59.71,Germany,2.75,65.67
,1995,3.09,60.86,1.84,59.52,Germany,4.13,52.31
,1960,7.28,68.34,3.63,65.82,Germany,2.17,70.25
,2000,5.31,59.84,2.34,74.74,Germany,5.44,46.91
,1965,2.03,58.5,1.6,54.12,Germany,1.31,71.05
,1960,4.63,70.08,2.64,69.93,Germany,3.05,72.24
,1980,5.25,64.04,2.53,68.62,Germany,7.54,62.44
,1980,2.8,62.03,3.66,60.37,Germany,3.73,78.84
,1980,6.06,75.16,4.88,62.28,Germany,4.11,68.99
,2000,1.75,64.59,6.99,,Greece,6.24,77.52
,1995,1.38,48.04,2.41,66.42,Greece,5.82,53.35
,1985,1.5,55.14,,70.16,Greece,5.39,80.24
,1975,4.69,74.89,2.78,60.15,Greece,8.2,
,1975,5.69,75.95,2.91,65.68,Greece,,68.61
,1960,6.68,63.67,1.43,67.45,Greece,3.35,70.76
,1960,4.41,63.71,2.94,74.62,Greece,8.0,61.68
,1980,1.03,70.88,5.26,72.34,Greece,4.47,76.89
,1995,3.04,62.16,4.32,81.16,Greece,4.46,
,1990,1.19,57.25,3.58,67.51,Greece,1.32,80.24
,1985,1.88,68.28,3.18,64.58,Grenada,4.04,
,1955,5.15,73.21,1.67,62.68,Grenada,7.79,77.87
,1955,4.07,70.29,3.72,68.88,Grenada,3.83,58.63
,1995,7.45,81.57,2.61,75.48,Grenada,2.9,63.21
,1970,1.39,51.39,2.1,76.34,Grenada,,59.58
,1995,3.56,67.83,2.81,70.66,Grenada,3.48,52.01
,1990,3.62,81.57,2.9,50.88,Grenada,,51.52
,2000,7.15,61.83,2.1,75.82,Grenada,5.74,63.99
,1995,2.34,60.37,2.58,,Grenada,7.09,68.53
,1985,8.22,62.99,4.28,67.56,Grenada,,54.65
,1980,3.89,81.34,3.02,69.58,Grenada,7.7,56.09
,1970,8.21,65.05,3.8,65.49,Grenada,1.18,65.77
,1975,7.53,81.57,5.24,55.02,Grenada,8.21,
,1990,7.14,81.06,2.51,70.8,Haiti,,70.47
,1965,5.7,53.78,2.86,75.14,Haiti,5.23,62.07
,2000,4.36,58.69,,,Haiti,5.66,
,1965,6.76,63.62,4.01,77.0,Haiti,5.15,74.83
,1990,3.59,54.96,1.82,69.59,Haiti,2.3,79.17
,1965,6.63,60.28,1.83,68.96,Haiti,2.49,63.96
,1995,1.4,73.43,2.79,66.89,Haiti,1.42,
,1975,7.73,79.18,3.97,69.09,Haiti,7.16,57.64
,1990,4.68,74.31,3.07,71.97,Haiti,6.83,
,1965,6.62,75.76,2.83,68.89,"Hong Kong, China",2.32,59.2
,1975,7.18,67.83,3.04,72.78,"Hong Kong, China",,52.66
,1995,7.24,71.77,1.68,80.12,"Hong Kong, China",4.14,60.06
,1990,4.28,81.03,2.26,81.57,"Hong Kong, China",6.54,63.08
,1995,2.93,56.28,6.89,,"Hong Kong, China",4.16,58.42
,1965,2.08,60.24,2.39,66.82,"Hong Kong, China",3.37,53.43
,1970,5.85,63.36,2.76,67.95,Iceland,5.51,60.66
,2000,1.2,73.03,,71.55,Iceland,4.79,67.59
,1975,6.96,81.57,2.24,66.2,Iceland,,74.33
,1990,6.66,58.42,4.79,61.62,Iceland,6.37,
,1975,1.08,67.67,,63.22,Iceland,1.52,71.45
,1965,3.14,64.36,2.72,56.9,Iceland,,62.77
,2000,7.83,81.57,5.98,59.97,Iceland,4.89,64.66
,1995,1.3,70.77,2.77,61.25,Iceland,2.36,58.32
,1980,2.08,53.17,1.61,52.43,India,7.02,65.04
,1995,4.86,58.09,1.26,64.53,India,2.97,67.68
,1985,5.21,57.18,2.12,68.16,India,5.28,59.91
,1960,4.6,67.21,2.71,61.33,India,1.99,72.55
,1990,7.18,76.89,2.71,58.69,Indonesia,2.38,69.59
,2000,3.72,77.99,2.03,,Indonesia,2.47,57.39
,1970,3.06,79.96,1.76,80.17,Indonesia,1.23,65.35
,1965,1.1,60.22,,67.58,Indonesia,6.21,60.29
,1985,4.92,65.14,3.91,70.83,Indonesia,4.74,63.14
,1965,5.51,67.66,6.51,71.75,Indonesia,8.11,58.06
,2000,3.79,61.92,4.79,59.13,Indonesia,,60.87
,1960,7.69,72.81,4.49,54.45,Indonesia,,54.57
,1955,3.97,75.2,3.22,80.59,Indonesia,3.31,68.81
,1955,2.45,67.07,1.03,,Indonesia,2.38,69.59
,1970,4.76,54.64,4.66,64.55,Indonesia,7.92,72.78
,1955,3.58,59.71,2.45,69.23,Indonesia,3.04,59.54
,1980,8.03,81.57,1.03,81.43,Iran,5.4,79.93
,1985,2.51,66.6,2.72,76.51,Iran,2.36,58.54
,1990,1.67,62.57,2.77,70.25,Iran,5.24,
,1990,7.45,52.76,4.94,60.31,Iran,3.33,65.66
,1960,6.03,81.57,3.24,77.49,Iran,3.91,
,1985,7.25,77.52,6.06,73.28,Iran,2.63,59.45
,1970,8.2,60.35,1.94,71.8,Iran,,56.5
,1985,7.42,51.69,3.17,81.57,Iran,3.01,69.53
,1985,8.15,45.44,,60.86,Iraq,1.36,63.83
,1990,8.15,59.75,1.51,58.11,Iraq,2.14,66.49
,1965,6.49,63.55,2.1,75.41,Iraq,7.44,
,1965,3.42,50.81,8.23,75.34,Iraq,,71.03
,1970,1.58,74.97,3.86,66.51,Iraq,7.01,68.83
,1970,2.44,57.74,1.03,,Iraq,3.86,69.94
,1960,2.83,67.52,3.45,,Iraq,6.46,47.44
,1990,7.56,63.48,2.05,59.95,Iraq,2.48,63.39
,1960,6.38,61.7,4.95,,Iraq,3.83,75.21
,2000,3.79,61.12,4.87,81.57,Iraq,6.09,
,1985,4.11,64.98,2.89,63.37,Ireland,3.95,74.99
,1960,5.65,59.04,8.23,71.96,Ireland,6.23,70.56
,2000,5.13,57.49,5.0,68.63,Ireland,6.92,
,1975,2.15,81.57,3.06,60.54,Ireland,5.78,79.48
,1960,7.93,67.24,3.51,57.61,Ireland,1.93,55.51
,1965,2.84,50.73,2.31,,Ireland,7.27,58.6
,1985,7.26,57.0,3.29,76.48,Ireland,4.32,47.88
,1965,4.12,63.81,2.81,70.72,Ireland,1.83,63.75
,1955,5.87,78.65,2.44,62.52,Israel,5.46,69.83
,1970,5.68,65.68,4.29,60.44,Israel,7.45,67.38
,1975,3.26,81.57,6.86,58.36,Israel,5.61,70.73
,1995,4.97,74.69,2.27,76.95,Italy,2.56,78.11
,1985,4.81,60.16,5.27,67.78,Italy,7.25,68.77
,1960,5.34,70.05,2.68,58.55,Italy,7.93,68.67
,1985,7.35,81.57,2.01,59.48,Italy,7.06,79.54
,1980,4.07,70.66,3.24,,Italy,6.9,48.88
,1985,4.8,70.98,1.31,71.66,Italy,6.03,68.15
,1985,1.06,72.92,4.43,78.93,Italy,5.02,59.82
,1960,7.59,72.46,2.18,63.25,Italy,7.77,
,1990,1.49,59.08,4.1,69.1,Italy,2.35,63.04
,1970,1.5,81.57,4.41,79.96,Jamaica,6.69,46.41
,1975,1.38,72.52,5.4,59.88,Jamaica,4.45,
,1970,7.12,79.15,2.17,68.59,Jamaica,,74.15
,1995,3.15,60.11,1.87,76.56,Jamaica,4.24,63.43
,1970,5.67,81.57,2.58,,Jamaica,6.68,54.26
,1995,7.33,61.74,2.9,68.56,Jamaica,7.76,66.09
,1975,2.77,65.23,2.39,56.84,Jamaica,5.78,51.81
,1970,5.9,72.17,,61.83,Jamaica,4.89,54.8
,2000,6.27,60.48,3.7,66.86,Jamaica,4.6,63.22
,1980,7.01,53.88,,75.07,Japan,6.17,49.06
,1995,5.85,63.43,,63.2,Japan,6.34,
,1990,4.39,79.03,3.4,59.65,Japan,4.67,52.29
,1995,4.54,65.48,4.88,73.23,Japan,7.11,56.85
,1960,6.31,71.73,2.44,,Japan,5.43,75.38
,1985,6.75,77.61,2.25,67.21,Japan,4.18,80.24
,2000,3.89,59.69,1.71,63.19,Japan,6.57,
,1980,5.89,73.11,4.11,49.45,Japan,3.75,65.68
,1990,6.78,81.57,1.33,64.18,Japan,6.04,65.82
,1965,5.15,71.71,,,Japan,,75.89
,1970,3.61,51.17,2.84,74.21,Japan,1.66,66.73
,1990,5.52,69.36,,68.57,Japan,4.12,63.44
,1985,5.4,69.94,6.77,71.6,Japan,2.79,62.69
,1985,4.2,50.89,6.46,68.16,Japan,3.77,63.85
,1970,4.89,61.81,2.7,61.09,Kenya,,61.31
,2000,1.7,73.34,1.75,73.65,Kenya,5.11,72.77
,1985,4.5,41.05,7.27,55.7,Kenya,7.29,63.62
,1970,3.12,69.73,2.57,71.89,Kenya,7.28,67.65
,1995,3.87,77.56,,74.42,Kenya,2.3,63.39
,1995,2.84,81.57,3.94,,Kenya,7.26,60.52
,1990,5.36,61.94,7.59,59.94,Kenya,1.91,63.63
,1970,3.64,65.42,2.18,80.8,Kenya,4.89,56.17
,1965,8.07,55.67,3.09,66.89,Kenya,4.38,63.72
,1955,2.65,69.07,3.61,54.1,Kenya,4.03,80.24
,1960,6.11,67.73,3.57,71.89,Kenya,4.82,63.18
,1985,1.32,52.0,2.27,72.27,Kenya,5.42,
,1970,6.84,61.92,5.9,64.66,Kenya,2.01,57.8
,1990,3.49,70.17,8.21,68.05,Kenya,,75.81
,1980,2.75,67.15,,62.03,Lebanon,3.27,70.42
,1985,2.2,79.89,3.81,56.95,Lebanon,3.38,70.01
,1955,5.51,68.2,1.1,80.06,Lebanon,3.92,80.24
,1990,2.76,73.67,5.41,68.66,Lebanon,4.82,72.33
,1985,7.4,66.77,5.78,53.33,Lebanon,2.67,64.99
,1960,5.21,75.42,,63.73,Lebanon,7.7,54.95
,1955,5.05,81.57,4.54,72.17,Lebanon,7.95,66.65
,1975,2.3,61.19,4.38,62.41,Lebanon,7.55,62.1
,1955,3.46,57.23,1.75,,Lebanon,6.84,77.36
,1980,2.37,64.72,,59.74,Lebanon,3.25,61.99
,1955,3.36,71.07,4.99,67.99,Lebanon,,78.15
,1975,1.29,63.86,5.37,59.02,Lebanon,6.82,
,1960,8.0,64.65,2.0,67.16,Lebanon,6.34,67.84
,1990,2.38,63.59,2.67,77.28,Mexico,6.27,72.26
,1995,4.81,67.91,7.2,53.27,Mexico,2.11,77.51
,1990,3.73,50.1,4.78,71.61,Mexico,6.72,69.74
,1970,6.04,61.21,4.22,60.16,Mexico,4.93,78.65
,1985,1.75,66.94,1.7,62.5,Mexico,3.22,73.25
,1980,1.13,68.91,5.75,57.43,Mexico,3.38,50.38
,1990,5.74,71.96,1.99,71.48,Mexico,7.82,68.29
,2000,5.09,40.88,4.3,67.4,Mexico,7.73,71.75
,1970,6.77,58.33,,69.42,Mexico,7.91,57.41
,1960,1.8,54.89,2.04,57.31,Mexico,,44.21
,1980,7.96,63.54,5.28,62.48,Netherlands,6.08,70.61
,1955,3.05,65.73,1.03,80.08,Netherlands,,51.87
,1960,8.1,48.89,3.25,,Netherlands,6.21,57.92
,1960,4.32,60.37,2.72,58.72,Netherlands,5.77,54.27
,1980,2.48,55.22,,73.69,Netherlands,1.45,69.48
,1955,1.22,66.89,3.67,60.69,Netherlands,2.72,
,2000,2.46,57.99,1.9,57.38,Netherlands,8.12,68.0
,1985,2.8,67.75,5.19,58.1,Netherlands,1.4,70.68
,1975,4.59,46.92,,56.46,Netherlands,1.61,54.57
,1970,2.38,51.18,5.58,59.97,New Zealand,6.45,80.24
,1975,2.95,67.5,5.38,,New Zealand,4.19,
,1955,1.76,70.14,6.36,70.6,New Zealand,5.95,65.56
,2000,3.51,50.87,4.32,72.26,New Zealand,7.66,
,1975,5.94,58.67,2.0,69.35,New Zealand,7.52,74.34
,1975,1.8,65.99,4.14,,New Zealand,4.05,
,1960,2.22,69.65,5.92,80.89,New Zealand,1.38,48.59
,2000,7.06,71.44,,50.02,New Zealand,2.9,65.2
,1965,7.27,60.53,5.4,65.62,New Zealand,1.42,64.42
,1985,2.24,56.48,6.86,,New Zealand,1.67,71.39
,1985,2.29,61.47,5.3,60.16,New Zealand,7.81,72.9
,1970,5.97,50.35,5.34,79.58,New Zealand,5.01,68.2
,1980,3.88,45.16,1.16,62.41,Nigeria,3.23,68.12
