sentence,label,idx
That Sandy had lied suggested.,1,665
Everyone relies on someone. It's unclear who.,0,472
In which way is Sandy very anxious to see if the students will be able to solve the homework problem?,1,885
John tried to be a good boy.,1,663
Mary came to be introduced by the bartender and I also came to be.,1,143
Everyone hopes that he will sleep.,0,670
"The ship sank, but I don't know with what.",1,502
Kim is eager to please Tom.,0,702
The book that I said that I'd never read.,1,151
A seat available was in the last row.,1,244
The car was driven.,1,489
Janet broke the cup.,1,333
the putter of books left.,1,263
He was arrested by the police.,1,830
What they feared most was to be no one available to help them.,1,850
he had spent five thousand dollars.,0,1008
The Dodgers beat the Red Sox and were beaten by the Giants.,0,307
Chocolate eggs were hidden from no child by any adult.,1,398
What did you ask who Medea gave?,0,247
"John was tall, but I don't know on what occasions.",1,425
Pat was awarded the Golden Fleece Award and very upset about it.,1,680
Nobody told Susan about herself.,1,34
There is a monster in Loch Ness.,1,114
You should sit before there.,1,23
They were interested in his.,0,794
Sue gave to Bill a book.,0,346
No one can forgive that comment to you.,1,254
The proof this set is recursive is difficult.,1,551
I shaped a loaf.,1,916
Susan told a story to her.,1,539
I bought it to read.,1,729
to die is no fun.,0,437
Bill was struck by John as stupid.,1,662
It was a brand new car that he bought.,1,782
Everyone hoped that she would sing.,0,1034
The police sprayed the protesters with water.,1,777
Jessica loaded boxes on the wagon.,1,860
"If the ants were called elephants and elephants ants, I'd be able to squash an elephant.",1,229
"Any tiger has orange fur, marked with black stripes.",1,438
There is a bench to sit on.,0,676
Rusty talked about himself only after Mary did talk about him.,1,465
"The more you would want, the less you would eat.",0,373
A seat available was in the last row.,1,928
The fugitive lay motionless in order to avoid discovery.,1,325
The weights made the rope stretch over the pulley.,0,971
I felt that I know you.,1,133
Some people yell at noisy dogs.,1,908
A wonderful opportunity presented itself to him yesterday.,0,616
I felt that I know you.,0,463
"The newspaper has reported that they are about to appoint someone, but I can't remember who the newspaper has reported that they are about to appoint.",1,75
We gave presents to ourselves.,1,554
Kerry remarked it was late.,1,208
"Which book's, author did you meet who you liked?",1,268
We gave us presents.,0,744
John was seen the book.,0,694
Park Square has a festive air.,1,739
List associates of each defendant who speaks Spanish.,1,435
"Each student wrote a paper on a Mayan language, but I don't remember which one.",1,1003
I wonder who to place my trust in.,0,258
I know you eat asparagus.,1,384
There loved Sandy.,0,626
It is the problem that he is here.,0,226
"Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.",0,783
John tried to be a good boy.,0,143
Anybody who attended last week's huge rally signed the petition.,0,949
Mary wonders that Bill will come.,1,7
A letter was received that Jones would be upset by.,1,130
She didn't talk to one student.,1,192
There loved Sandy.,1,570
"Picture of Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",1,387
how silly is Bill considered?,1,268
The farmer loaded the cart with apples.,1,584
The committee will study the feasibility of setting up a national computer network.,1,671
Everyone hopes everyone to sleep.,1,338
The jeweller scribbled the contract with his name.,1,984
Was sunk.,0,352
Chocolate eggs were hidden from each other by the children.,1,82
"Bill bought a red house, and Max bought one too.",1,391
"The more Fred is obnoxious, the less attention you should pay to him.",1,753
"She said she had spoken to everybody, but he wasn't sure who.",1,848
Herman whipped the sugar and the cream.,1,579
"I know which book Mag read, and which book Bob said that you hadn't.",0,691
Lou put the umbrella was broken.,1,23
Vera sent a baby alligator to Max and a leather dinosaur to Phyllis.,0,792
The farmer loaded the cart with apples.,0,240
John believes it that Bill is here.,1,86
I squeaked the door.,1,140
Lou hoped the umbrella was broken.,1,32
The paper was written up by John.,1,140
"Mary will read Fred's story, and Joe will read Holly's.",0,283
I like the book which you gave me.,1,912
Joan ate dinner with someone but I don't know who with.,1,449
The stream twists through the valley.,0,1011
John believes it that Bill is here.,1,487
"As a statesman, scarcely could he do anything worth mentioning.",1,560
The cat slept soundly and furry.,1,958
They should pen the letter quickly.,0,10
Kim gave a dollar to Bobbie and a dime to Jean.,1,863
Advantage is taken of every opportunity for improvement.,1,649
The paper is cut by Mary.,1,322
Where did you go and who ate what?,1,651
"Which boy's, mother, did you meet who you liked?",0,239
Any pilot on duty today could be flying this plane.,1,252
They should pen the letter quickly.,1,720
There was a felon elected to the city council.,0,111
John left us orders to follow Pete.,1,313
These dogs barked.,0,444
"The higher the stakes, the lower his expectations are.",1,918
"Mary arranged for, in St. Louis, John to rent a house cheap.",0,221
The bills passed by the House yesterday that we objected to were vetoed.,1,721
"I know how many assignments I've graded, but I don't know how many Bill has.",1,492
Lou hoped the umbrella was broken.,0,738
What Mary did Bill was give a book.,1,34
The paper was written by John up.,1,1025
We never found any of the unicorns.,1,497
The butler sent the poison to Dinah.,1,11
"As a teacher, you have to deal simultaneously with the administration's pressure on you to succeed, and the children's to be a nice guy.",1,289
Sophie will theater.,1,862
"Most elections are quickly forgotten, but the election of 2000, everyone will remember for a long time.",0,399
the putter of books left.,0,779
I lent the book partway to Tony.,1,856
I gave Pete the book to impress.,1,437
"Bill's story about Sue may be amazing, but Max's is virtually incredible.",1,528
"Joan said she talked to the students, but Fred couldn't figure out who.",1,807
I live at the place where Route 150 crosses the River and my dad lives at the place where Route 150 crosses the Hudson River too.,0,916
Some people yell at the dogs in my neighborhood.,1,65
In which way is Clinton anxious to find out which budget dilemmas Panetta would be willing to solve?,1,697
The kennel which Mary made and Fido sleeps has been stolen.,0,540
The kennel which Mary made and Fido sleeps has been stolen.,1,775
Cohen proved the independence of the continuum hypothesis.,1,792
The kennel which Mary made and Fido sleeps has been stolen.,1,481
Jessica loaded boxes under the wagon.,1,564
What did you ask who saw?,1,801
"I know which book Mag read, and which book Bob read my report that you hadn't.",1,362
The children are fond that they have ice cream.,0,132
Which report that John was incompetent did he submit?,1,293
It is a problem that he is here.,1,116
These stockings will run.,1,577
Where did you go and who ate what?,1,777
"I know which book Mag read, and which book Bob read my report that you hadn't.",1,118
Brown presented a plaque to Jones.,0,914
John talked to Bill about himself.,1,259
Some people yell at noisy dogs.,1,198
Mary was given by John the book.,0,1001
Lou forgot the umbrella.,1,859
John regretted it that Bill had a good time.,1,346
Kim put in the box.,0,940
"Hopefully, we'll make it through the winter without snow.",0,39
It was believed by the students that they would have an exam.,0,173
Us love they.,0,1023
This flyer and that flyer differ apart.,0,350
"Sandy is very anxious to see if the students will be able to solve the homework problem in a particular way, but she won't tell us which.",1,1012
The magazines were sent by Mary to herself.,0,430
The cat was bitten the mouse.,0,817
"They love to play golf, but I do not.",1,992
"John was tall, but I don't know on what occasions.",1,753
It is easy to play sonatas on this violin.,1,337
Some people consider noisy dogs in my neighborhood dangerous.,1,679
Susan devoted herself to linguistics.,0,639
John loaded the wagon full with hay.,1,618
"She was reading the books under the table, but Fred didn't know what books.",1,424
Cynthia nibbled on the carrot .,1,684
The bird sings.,1,572
It was believed by the students that they would have an exam.,1,935
There was some particular dog who saved every family.,1,469
We expect there to will rain.,1,730
Books were taken from no student and given to Mary.,1,347
"John was tall, but I don't know on what occasions.",1,854
Give me the phone number of the person whose mother's dog died.,1,32
"Drowning cats, which is against the law, are hard to rescue.",0,701
"As you eat the most, you want the least.",1,204
Kick you!,1,838
He left the train with somebody else's wallet in his pocket.,1,397
They chased the man with the car.,0,199
I felt that I know you.,1,930
Emma made Harriet some food.,1,932
Wind was gotten of a plot to negotiate an honorable end to the war in Vietnam.,1,705
Who did they see someone?,1,219
John was spoke by Mary to.,0,962
We pulled free.,0,1024
I no more could have stolen that steak than Jack the diamonds.,1,591
John is aware of it that Bill is here.,1,778
The only person that I like whose kids Dana is willing to put up with is Pat.,0,726
The child put the toy on the table.,1,188
To leave would be a pleasure.,1,330
The child and her mother clung together.,1,562
"Mary asked me if, in St. Louis, John could rent a house cheap.",1,839
John tried to be a good boy.,1,918
"The newspaper has reported that they are about to appoint someone, but I can't remember who the newspaper has reported that they are about to appoint.",0,583
We talked to them about there.,0,932
Tom said he would and Bill actually did eat a raw eggplant.,0,1038
Soaring temperatures are predicted for this weekend.,1,776
Bill ate the peaches and Harry did the grapes.,1,80
John is aware of it that Bill is here.,1,637
Who has Peter talked with?,0,633
A seat available was in the last row.,1,19
He left the train with somebody else's wallet in his pocket.,1,561
John will rain tomorrow.,0,55
"Fluffy is sick, which not everybody knows.",1,369
Books were taken from each student and given to Mary.,1,1028
I wonder in whom to place my trust.,0,460
He likes cookies and he hates crumb cake.,1,223
Park Square has a festive air.,1,613
We gave us to the cause.,0,105
"Sandy is very anxious to see if the students will be able to solve the homework problem in a particular way, but she won't tell us which.",1,740
I gave money to the charity.,1,961
I live at the place where Route 150 crosses the River and my dad lives at the place where Route 150 crosses the Hudson River too.,1,511
I read some of the book.,0,359
John grudgingly accepted judgments of his incompetence as an auto mechanic.,1,817
I've lost my wallet or I've lost my mind.,1,181
John was believed by Mary to be telling the truth.,1,248
A felon was elected to the city council.,1,1038
That Sandy had lied suggested.,0,713
John thinks it would upset himself to die.,1,90
John promised Bill to leave.,0,266
The bills passed by the House yesterday that we objected to were vetoed.,1,570
I walk and Dana runs.,1,390
The wealthy young man bought that piano for his secret fiancée.,1,604
How fierce the battle?,0,811
These dogs barked.,1,341
John tried to please Stephen.,1,5
The horse raced past the barn fell.,0,556
Rusty talked about himself only after Mary did talk about him.,0,543
John thinks it would upset himself to die.,0,208
John was spoke by Mary to.,1,815
Leslie slept.,1,881
Mary wonders that Bill will come.,1,549
I hope to would study in France.,1,134
I wonder in whom to place my trust.,1,38
Chris was handed a note.,0,831
It is easy to play sonatas on this violin.,0,419
Books were taken from no student and given to Mary.,1,296
A job offered.,1,74
"Since Jill said Joe had invited Sue, we didn't have to ask who.",1,383
Gilgamesh is having fought the dragon.,1,865
They realised that never had Sir Thomas been so offended.,1,412
I don't know who John likes.,1,180
I kicked myself,1,599
I found the place where we can relax.,1,60
Did Athena help us?,1,798
"Jones, that we were talking to last night, always watches football games alone.",1,571
It was believed by everybody that Mary was a thief.,1,537
John is easy to please Kim.,1,4
"Tony sent Mo a picture that he painted, but it's not clear with what.",1,922
Give me the phone number of the person whose mother's dog died.,1,570
I might be not going to the party but washing my hair,0,427
Each author whose contribution is written in any language other than English will provide a summary in English.,0,328
The gardener grew that acorn into an oak tree.,0,779
I shaved myself.,1,325
It is painting by Klee or drawing by Miro that the museum displays no.,1,545
Lou hoped the umbrella in the closet.,0,1012
Each of the boys fought with some of the other boys.,0,63
The paper was written up by John.,1,5
The book that crime was declining surprised many people.,1,979
I would hate for John to leave.,1,941
The men will all leave.,1,369
"Meg is attracted to Harry, but they don't know who she is attracted to.",1,461
I saw that gas can explode.,1,21
John has a fear of dogs.,1,16
Sam offered the ball out of the basket.,1,930
John has a fear of dogs.,1,90
There is a unicorn in the garden.,1,944
The candidates bring advantage to the voters.,1,556
The birds give the worm a tug.,1,950
John convinced Bill that Mary should sleep.,1,307
Which report that John was incompetent did he submit?,1,69
"Bill must quickly eat the peaches, and Harry must slowly.",1,974
Henri wants to buy which books about cooking?,1,909
Out of the box jumped a little white rabbit.,1,1002
They want them arrested.,1,615
Cohen proved that the continuum hypothesis was independent.,1,979
Newsweek appeared on the newsstands.,1,878
John tried to be a good boy.,1,933
The dogs barked.,0,336
We think that Leslie likes ourselves.,1,174
John was promised by Bill to leave.,1,764
We relied above Leslie.,0,858
Maytag will give a brand-new dryer to the winner of the Mrs.,1,778
A letter was received that Jones would be upset by.,1,920
Some people yell at the dogs.,1,998
The book that I like which everyone else in the class hates was written by John.,1,188
I have much of the manuscript left to type.,1,31
Wash you!,1,224
We gave ourselves to the cause.,1,542
The horse raced past the barn fell.,1,972
Which experts testified against defendants who exposed them?,0,342
That Chris knew the answer occurred to Pat.,1,592
That Fido barks annoys me.,0,565
The police sprayed water on the protesters.,1,941
A felon was elected to the city council.,0,36
Some people consider dogs dangerous.,1,579
She voted for herself.,1,65
Which hat did Mike quip that she never wore?,1,233
John decided Bill to get the prize.,0,316
Nora sent the book.,1,207
Lou hoped the umbrella was broken.,0,774
The bears sniffed,1,524
What John promised is to be gentle.,1,358
Sandy was trying to work out which students would be able to solve a certain problem.,1,866
There is believed to be sheep in the park.,1,478
"Suddenly, there arrived two inspectors from the INS.",1,902
"That the fuzz wanted him worried John, but that the fuzz wanted her didn't worry Mary.",0,787
I know a man who Tom drives as drives.,0,87
That Sandy had lied suggested.,1,618
The teacher became angry with the students.,0,518
The teacher became.,1,552
"Every student, and he wears socks, is a swinger.",1,791
Who did you think kissed the gorilla?,1,403
Terry delighted.,0,528
Leslie told ourselves about us.,1,1014
The Peter we all like was at the party,1,842
The government's imposition of a fine.,1,451
"Max seemed to be trying to force Ted to leave the room, and Walt to stay a little longer.",0,508
We admired the pictures of us in the album.,0,247
Linda taped the picture onto the wall.,1,495
Vera sent a baby alligator to Max and a leather dinosaur to Phyllis.,1,110
It seems that Lucy was mugged.,1,957
The magazines were sent to herself by Mary.,1,747
"I know that Meg's attracted to Harry, but they don't know who.",1,148
I wonder in whom to place my trust.,1,707
These dogs barked.,1,252
We forgot our invitations.,0,443
Cynthia nibbled on the carrot .,1,509
John heard that they criticized themselves.,1,826
Lora buttered at the toast.,1,502
That you will marry any student is not certain.,1,541
A wonderful opportunity presented itself to him yesterday.,1,930
Who did you think kissed the gorilla?,0,753
John thinks that Mary loves himself.,1,35
Who do you think Tom saw?,1,122
I know you like the back of my hand.,1,193
It mattered that the Giants had lost.,1,814
Any man didn't eat dinner.,1,406
The artist drew the child with a pencil.,0,731
Which report that John was incompetent did he submit?,1,485
The birds give the worm a tug.,1,904
"He announced he would marry the woman he loved most, but none of his relatives could figure out who.",1,231
That's a new car dealership.,0,190
"Every senator seems to become more corrupt, as he talks to more lobbyists.",1,241
"That dog is so ferocious, it even tried to bite itself.",0,229
Paperback books lift onto the table easily.,1,626
There presented itself a wonderful opportunity yesterday.,0,867
The stream twists through the valley.,0,152
This girl in the red coat will put a picture of Bill in the mailbox and on your desk before tomorrow.,1,1017
"If Sam was going, Sally would know where.",1,348
Kim gave a dollar to Bobbie and a dime to Jean.,1,580
Some people consider the noisy dogs dangerous.,1,928
John was found in the office.,1,707
Susan told her a story.,1,90
"Mary arranged for, in St. Louis, John to rent a house cheap.",1,599
This dogs barked.,1,582
The book is boring.,1,257
Terry delighted in my pain.,0,694
I wonder to whom they dedicated the building.,1,663
Fiona might be here by 5 o'clock.,1,976
A wonderful opportunity presented itself to him yesterday.,1,786
"Any albino tiger has orange fur, marked with black stripes.",1,368
It is some disgruntled old pigs in those ditches that humans love to eat.,1,55
That Sandy had lied suggested.,0,876
TV puts dumb ideas in children's heads.,1,42
Lora buttered at the toast.,0,68
Nobody told Susan about herself.,1,428
Who do you think Tom saw?,1,233
We donated wire for the convicts to build cages with.,1,631
"The more Fred is obnoxious, the less attention you should pay to him.",1,512
"I like Bill's yellow shirt, but not Max's.",1,730
the putter of books left.,1,240
"I demand that the more John eat, the more he pays.",1,461
Kim and Terry is happy.,0,249
She talked to John or Mary but I don't know which.,1,271
I live at the place where Route 150 crosses the Hudson River and my dad lives at it too.,1,365
They may grow as high as bamboo.,1,828
This teacher is a genius.,1,31
John's drum will always bother me.,1,44
We need to pen the pigs to keep them from getting into the corn.,1,547
Muriel said nothing else than that she had been insulted.,0,615
I bought three quarts of wine and two of Clorox.,1,701
Kim alienated cats and beating his dog.,1,694
The book was written.,0,272
That the Cardinal won the game gave Sandy a thrill.,1,441
Fanny regretted having to talk to Aunt Norris.,1,287
Jessica loaded boxes on the wagon.,1,727
Some people yell at noisy dogs in my neighborhood.,0,274
"Chris walks, Pat eats broccoli, and Sandy plays squash.",0,415
We think that Leslie likes us.,1,412
That John is reluctant seems.,1,291
She goes and buying some whiskey.,1,784
John was believed to be telling the truth by Mary.,1,78
"If you had eaten more, you would want less.",1,583
John said Joan saw someone from her graduating class.,1,66
Bill sent a package to Tom.,1,370
John heard that they criticized themselves.,1,364
The birds give the worm a tug.,1,532
Emma and Harriet were attacked yesterday.,1,743
Who did John send the book?,0,543
This girl in the red coat will put a picture of Bill in the mailbox and on your desk before tomorrow.,0,354
This flyer and that flyer differ.,1,605
"Several firefighters were injured, but it's not known.",1,208
John made Bill master of himself.,1,982
"John wants to read Fred's story, and I also want to.",0,251
These cars drive easily.,1,172
"Tom will smoke the grass, and Reuben has the hash.",0,490
We offered a job to her.,1,614
I didn't have a red cent.,0,756
There is a monster in Loch Ness.,1,284
Our friends like us.,0,103
She voted for herself.,1,890
Anson demonized David every day,1,294
Protect you!,1,931
the election of John president surprised me.,1,839
John will rain tomorrow.,1,572
That Sam sometimes didn't sleep must have pleased somebody.,1,725
The committee knows whose efforts to achieve peace the world should honor.,1,617
This flyer and that flyer differ.,1,671
He can not have been working.,1,32
The tub leaked water.,1,40
John lay the ball in the box.,0,1021
Which hat did Mike quip that she never wore?,0,891
I met the person who left.,1,666
She knew French for Tom.,0,606
John ate dinner but I don't know who.,1,982
I presented Bill with it to read.,0,130
I sent the package halfway around the world.,0,930
Which boy's did we elect guardian's employer president?,0,1036
It was believed to be illegal by them to do that.,0,778
John is likely to leave.,0,683
"She talked to Harry, but I don't know who else.",1,952
"Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.",0,487
The chickens seem fond of the farmer.,0,765
Us love they.,1,303
It is the problem that he is here.,1,724
I saw her duck.,1,983
Everyone hopes that he will sleep.,1,524
We found your letter to ourselves in the trash.,0,722
I would prefer to leave.,1,830
They were interested in his.,0,224
How fierce the battle?,0,422
"They love to play golf, but I do not.",1,1029
The book is boring.,1,677
"Hopefully, we'll make it through the winter without snow.",0,64
Mary came to be introduced by the bartender and I also came to be.,0,317
I enjoy yourself.,1,727
In which car was the man seen?,0,839
Sophie will theater.,1,691
I wonder in whom to place my trust.,1,538
To leave would be a pleasure.,0,557
Either Sam plays the bassoon or Jekyll the oboe.,0,369
"Sarah promised Catherine her old car, but then gave it to her son instead.",1,791
"George has spent a lot of money, hasn't he?",1,948
I read some of the book.,1,992
"Because Steve's of a spider's eye had been stolen, I borrowed Fred's diagram of a snake's fang.",1,310
He could not] have been working.,0,580
That banana is eating the monkey.,1,723
The book that I like - everyone else in the class hates.,1,795
John loaded the wagon with hay green.,1,40
The cat were bitten by the dog.,1,299
Do you believe the claim that somebody was looking for something?,1,289
Jason persuaded the doctor to treat Medea,1,1026
You wanted to meet the man I saw.,1,1030
"That dog is so ferocious, it even tried to bite itself.",1,693
Chris dreads the bucket.,1,889
Who who you like does Sandy also like?,1,724
Cynthia nibbled on the carrot .,0,684
Packages drive easily to New York.,0,726
Muriel said nothing else than that she had been insulted.,1,792
Jean wants Bill to do the Macarena.,1,394
"Tony sent Mo a picture that he painted, but it's not clear with what.",1,442
I presented it to Bill to read.,1,401
That the Cardinal won the game gave Sandy a thrill.,1,793
With no job would John be happy.,0,811
Some people yell at the dogs.,1,16
She's been dancing but we don't know with whom.,0,88
John owns the book.,1,693
The birds gives the worm a tug.,1,446
The madrigals which Henry plays the lute and sings sound lousy.,1,725
Books were taken from no student and given to Mary.,0,840
I have to try to finish grading some papers.,0,803
We donated wire for the convicts to build cages with.,1,464
Ted was bitten by the spider.,1,508
How sane is Peter?,1,699
The bears sniffed,1,513
Vera sent a baby alligator to Max and a leather dinosaur to Phyllis.,1,9
"Suddenly, there arrived two inspectors from the INS.",0,216
Packages drive easily to New York.,1,302
Tabs were kept on each agent by the other.,1,970
"Poor Bill, it had started to rain and he had no umbrella.",1,358
The children amused.,1,887
Kerry remarked it was late.,1,444
Lora buttered at the toast.,0,808
Dumb ideas are put notions in children's heads by TV.,1,108
"Which boy's, mother, did you meet?",1,1013
John went home.,1,293
"Bill's story about Sue may be amazing, but Max's is virtually incredible.",1,452
It never occurred to Pat that Chris knew the answer.,1,119
Soaring temperatures are predicted for this weekend.,0,93
"Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.",1,886
"The angrier Mary got, the more she looked at pictures.",0,179
The birds give the worm a tug.,1,726
It has been determined that somebody will be appointed; it's just not clear yet who.,1,159
John arranged for himself to get the prize.,0,927
John believed it that Bill was tardy.,1,984
The candidates bring advantage to the voters.,1,182
Books were taken from no student and given to Mary by any professor.,1,802
We preferred them on our team.,0,964
Jack is the person with whom Jenny fell in love with.,0,720
The jeweller scribbled the contract with his name.,1,274
A proof that the claim had been. made was giver that John had lied.,1,64
"Sam doesn't play bassoon, nor Medusa oboe.",1,922
We like ourselves.,0,114
Sarah smiled a charming smile.,1,836
Anson demonized David every day,1,116
Dogs like Kim.,1,593
The bookcase ran,1,283
John paid me against the book.,0,464
There tended to be a lot of discussion.,1,1016
"Any tiger has orange fur, marked with black stripes.",0,970
The book surprised many people.,1,11
It stinks that Aphrodite is omnipotent.,0,619
They needn't take this exam.,1,983
This is the senator to whose mother's friend's sister's I sent the letter.,1,617
The only person that I like whose kids Dana is willing to put up with is Pat.,0,506
I bought three quarts of wine and two of Clorox.,0,947
Chris was handed Sandy a note by Pat.,1,986
I presented it to Bill to read.,1,297
A good friend is remained to me by him.,0,477
Carmen obtained the spare part at the hardware store.,1,452
I presented John with it dead.,1,980
The cat was bitten the mouse.,1,38
"Each of the performers came in, but were sitting so far back that we couldn't see who.",1,180
It tries to leave the country.,1,1034
"Which boy's, mother, did you meet?",0,633
The table was wiped by John clean.,0,884
The report that crime was declining surprised many people.,0,258
Jack hates Sue and is loved by Mary.,1,11
What did you ask who Medea gave?,1,267
The book which inspired them was very long.,0,185
I dislike the company in which we placed our trust.,1,1003
Neither of students failed.,1,620
"If Sam was going, Sally would know where.",1,278
"I like Bill's yellow shirt, but not Max's.",0,267
We found your letter to ourselves in the trash.,0,104
The car was driven by John to Maine.,0,753
John was found in the office.,0,938
Susan frightens her.,1,301
We talked to them about there.,1,700
Mary wonders that Bill will come.,1,292
Cohen proved the independence of the continuum hypothesis.,1,114
to steal talismans from witches is dangerous,0,12
Blue leather shows herself that Betsy is pretty.,1,727
It was the peasant girl who got it.,0,484
These dogs barked.,1,379
Captain Wentworth wrote a letter to Anne Elliott.,1,468
Did Athena help us?,0,332
The sailors rode the breeze clear of the rocks.,0,72
Bill's wine from France and Ted's from California cannot be compared.,1,927
It stinks that Aphrodite is omnipotent.,1,499
"Bill didn't eat the peaches, nor Harry.",0,685
Some people consider the noisy dogs dangerous.,0,541
The cat was bitten the mouse by the dog.,1,218
"She said she had spoken to everybody, but he wasn't sure who.",1,804
No one can forgive that comment to you.,0,649
Brown presented a plaque to Jones.,1,345
Some people consider the noisy dogs dangerous.,0,911
The book was by John written.,1,203
The administration has issued a statement that it is willing to meet with one of the student groups.,0,1014
There is a monster in Loch Ness.,1,92
"He announced he had eaten the asparagus, but we didn't know what.",0,242
the election of John president surprised me.,0,311
In which way is Sandy very anxious to see if the students will be able to solve the homework problem?,1,42
I didn't have a red cent.,1,454
I bought it to give to Pete.,1,240
Maxwell is quite a doctor.,0,872
Paperback books lift onto the table easily.,0,412
He could not] have been working.,1,135
Sarah smiled a charming smile.,1,662
"We launched the rocket to the moon, but it blew up before it got there.",1,719
That Sam sometimes didn't sleep must have pleased somebody.,1,154
"That he was hungry, John whined.",1,574
It bothers me that he is here.,0,409
That dogs bark annoys people.,1,638
A large dog chased a small cat.,1,677
He was arrested by the police.,1,14
Blue leather shows herself that Betsy is pretty.,0,136
The monkeys proud of their leader.,1,273
"That dog is so ferocious, it even tried to bite itself.",1,114
They needn't take this exam.,1,918
Felicia kicked the ball off the bench.,1,429
In which way is Clinton anxious to find out which budget dilemmas Panetta would be willing to solve?,1,354
Linda taped the picture to the wall.,0,939
"As a teacher, you have to deal simultaneously with the administration's pressure on you to succeed, and the children's to be a nice guy.",1,463
A smith hammered the metal.,1,592
This dye will run.,1,999
I like the book which you gave me.,1,301
John bought a dog for himself to play with.,1,165
John convinced Bill that Mary should sleep.,1,501
"This is the book which Bob reviewed, and this is the one which Fred won't do it.",0,203
I saw someone yesterday I hadn't seen for years.,0,88
Which report that John was incompetent did he submit?,1,41
Wash you!,1,1021
"He announced he would marry the woman he loved most, but none of his relatives could figure out who.",1,823
List associates of each defendant who speaks Spanish.,1,911
John regretted it that Bill had a good time.,1,936
Whose bagels do you like?,1,707
Ellen warned Helen against skating on thin ice.,1,362
Cohen proved the independence of the continuum hypothesis.,1,380
Under the bed seems to be a fun place to hide.,0,858
John tries to leave the country.,0,1010
Joan ate dinner with someone but I don't know who with.,0,688
What did Bill buy?,1,10
There is a unicorn in the garden.,1,472
What additional categories and rules would be required to handle these verbs?,1,305
"Bill must quickly eat the peaches, and Harry must slowly.",0,951
The correspondence school made Bill a good typist.,1,295
Chocolate eggs were hidden from no child by any adult.,1,713
We put the pigs in a pen.,1,326
Most of the fruit is rotten.,0,13
In which way is Sandy very anxious to see if the students will be able to solve the homework problem?,1,794
How many feature structures categories can label the first daughter?,0,370
"John and someone were dancing together, but I don't know who.",0,644
John finished the cake and drank the lemonade.,1,782
The child and her mother clung together.,1,507
That Sandy had lied suggested.,1,445
We donated wire for the convicts to build cages with.,1,457
We gave ourselves to the cause.,0,643
They represented seriously to the dean Mary as a genuine linguist.,0,94
John is aware of it that Bill is here.,0,978
I'll work on it if I can.,1,423
John is eager.,1,1040
"I think Agnes said that Bill would speak, but I don't remember what about.",1,202
He offended Sandy.,1,217
