sentence,label,idx
"John and someone were dancing together, but I don't know who.",1,719
The dogs barked.,1,360
John was promised by Bill to leave.,1,729
That Sandy had lied suggested.,0,210
There is a monster in Loch Ness.,1,181
A wonderful opportunity presented itself to him yesterday.,1,804
The bread cuts easily.,1,662
A good friend is remained to me by him.,0,181
People are looking through the window.,1,190
to die is no fun.,0,367
Emma and Harriet were attacked yesterday.,1,202
There is a nurse available.,1,262
I gave money to the charity.,0,822
It is painting by Klee or drawing by Miro that the museum displays no.,1,1011
This building is tall.,1,740
There is believed to be sheep in the park.,1,890
"Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.",1,561
He likes cookies and he hates crumb cake.,1,327
Sandy removed her ballet shoes.,1,294
"Mary likes to tour art galleries, but Bill hates to.",0,724
John said Joan saw someone from her graduating class.,1,619
It stinks that Aphrodite is omnipotent.,1,365
Which girl did Mike quip never wore this hat?,1,321
She knew French for Tom.,1,119
I met the person who left.,1,121
The tub leaked water.,0,805
"Suddenly, there arrived two inspectors from the INS.",1,576
the panther's the coat is dark black.,1,586
People with children who use drugs should be locked up.,1,632
I don't know who John likes.,1,557
It gave Sandy a thrill that the Cardinal won the game.,1,941
They realised that never had Sir Thomas been so offended.,1,571
"Several firefighters were injured, but it's not known.",1,376
Did Calvin his homework?,1,58
The window was broken with a hammer.,1,313
John's mother likes himself.,0,172
John bought a book on the table.,1,792
The paper is cut by Mary.,0,811
I was already aware of fact.,1,259
John said Joan saw someone from her graduating class.,0,536
That banana is eating the monkey.,0,347
"Millie will send the President an obscene telegram, and Paul, the Secretary a rude letter.",1,937
They were interested in his.,1,314
"We wanted to invite someone, but we couldn't decide who to.",0,777
The storm arrived after the picnic.,1,307
Burn them!,1,172
She talked to John or Mary but I don't know which.,1,160
Chocolate eggs were hidden from every child by his mother.,0,356
John was struck by Bill's idiocy.,1,604
Joan ate dinner with someone but I don't know who with.,1,1030
The proof this set is recursive is difficult.,1,681
John is aware of it that Bill is here.,1,753
I don't know who John likes.,0,802
No one can forgive that comment to you.,1,885
"Mary will read Fred's story, and Joe will read Holly's.",1,634
They knew that pictures of each other would be on sale.,0,121
The birds gives the worm a tug.,1,423
"John, told Mary that it would be appropriate to leave together.",0,642
The book was by John written.,0,817
Jack is the person with whom Jenny fell in love with.,1,827
"Simon quickly dropped the gold, and Jack the diamonds.",1,98
I am counting on Bill to get there on time.,1,394
He washed yourself.,1,126
It was hated for John to leave.,0,912
She said she talked to three students but I don't know how many.,1,676
"Knowing the country well, he took a short cut.",1,54
It was believed that Bill was tardy.,0,2
A letter was received that Jones would be upset by.,1,677
I saw Bill while you did so Mary.,1,106
That Sam sometimes didn't sleep must have pleased somebody.,1,442
They have no in.,1,528
Some people yell at dogs.,0,880
His or her least known work.,1,801
I'm sure I would like him to eat fruit more than I would cookies.,0,116
Everyone hoped that she would sing.,1,601
The cake that Jones got was more delicious than the one that Smith got.,0,48
His or her least known work.,0,818
John became rich.,0,194
John was spoken to by Mary.,1,957
"Every senator seems to become more corrupt, as he talks to more lobbyists.",1,660
Any owl hunts mice.,1,895
The box contained the ball from the tree.,1,963
"The higher the stakes, the lower his expectations are.",1,45
Henry found that Bill is sad.,0,405
I drank some of water.,1,363
The needle poked the cloth.,0,668
John made Bill master of himself.,0,562
John is easy to please Kim.,0,512
John regretted it that Bill had a good time.,1,406
She talked to John or Mary but I don't know which one.,0,192
"I know that Meg's attracted to Harry, but they don't know who.",1,867
"Simon quickly dropped the gold, and Jack the diamonds.",1,603
There presented itself a wonderful opportunity yesterday.,0,133
They were taking a hard look at possible FTA.,0,808
The defendant denied the accusation.,0,150
"Each student wrote a paper on a Mayan language, but I don't remember which one.",0,870
The children are fond with the ice cream.,0,650
Cohen proved the independence of the continuum hypothesis.,0,942
They preferred them arrested.,1,295
"We launched the rocket to the moon, but it blew up before it got there.",1,506
"Jones, that we were talking to last night, always watches football games alone.",1,994
"Meg is attracted to Harry, but they don't know who she is attracted to.",1,164
She goes and buying some whiskey.,1,902
We gave ourselves to the cause.,1,272
The magazines were sent to herself by Mary.,0,253
A wonderful opportunity presented itself to him yesterday.,1,787
The defendant walks.,0,649
Give me the phone number of the person whose mother's dog died.,0,644
"Clinton is anxious to find out which budget dilemmas Panetta would be willing to tackle in a certain way, but he won't say in which.",1,224
Jessica loaded boxes under the wagon.,1,545
I dislike the company in which we placed our trust.,1,743
"Mary arranged for, in St. Louis, John to rent a house cheap.",0,668
Students studying English reads Conrad's Heart of Darkness while at university.,1,463
"I think Agnes said that Bill would speak, but I don't remember what about.",1,720
"Millie will send the President an obscene telegram, and Paul, the Secretary a rude letter.",1,960
These dogs barked.,1,339
John can kick the ball.,1,508
A hundred men surrounded the fort.,1,237
John left orders not to be disturbed.,1,648
"I know that Meg's attracted to Harry, but they don't know who.",1,606
John regretted it that Bill had a good time.,0,953
John called the president a fool.,1,831
Which topic did you choose without getting his approval?,1,223
It annoys people that dogs bark.,1,1022
John talked to Bill about himself.,0,719
She's reading. I can't imagine what.,1,2
What they feared most was to be no one available to help them.,1,943
Ann may spend her vacation in Italy.,1,35
Bother you that Kim left!,0,137
Who is she trying to make up to now?,1,912
John is tall on several occasions.,1,988
I am counting on Bill to get there on time.,0,601
The storm arrived after the picnic.,1,581
We arrived about six o'clock,1,568
"Bill ate the peaches, but Harry the grapes.",0,815
The only person whose kids Dana is willing to put up with is Pat.,1,47
"Because Steve's of a spider's eye had been stolen, I borrowed Fred's diagram of a snake's fang.",1,159
Anson became a muscle bound.,0,636
I kicked myself,0,819
I might be not going to the party but washing my hair,0,638
"Which boy's, mother, did you meet?",1,480
Some people consider the dogs dangerous.,0,593
I know you eat asparagus.,1,680
"The more pictures of him that appear in the news, the more embarrassed John becomes.",0,254
The police sprayed the protesters with water.,1,923
I wonder whose mother died.,1,572
Dogs like Kim.,1,267
I'm creating a committee. Kim – you're in charge.,1,295
Mary believes that Bill saw himself.,1,1
He likes cookies and he hates crumb cake.,1,728
Lee saw the student with a telescope.,1,240
Linda winked her lip.,0,873
There seemed to be intelligent.,1,895
The bed was slept in.,1,446
"You may pick every flower, but leave a few for Mary.",1,692
John's mother likes himself.,1,872
The boat seen down the river sank.,1,449
Some people yell at the dogs in my neighborhood.,1,1039
These dogs barked.,0,211
"Knowing the country well, he took a short cut.",1,233
A grandfather clock ticked in the hallway.,1,1041
The stream twists through the valley.,0,511
John believes it that Bill is here.,1,963
They realised that never had Sir Thomas been so offended.,1,747
The storm arrived while the picnic.,1,295
"They were going to meet sometime on Sunday, but the faculty didn't know when.",1,289
A proof that the claim had been. made was giver that John had lied.,1,836
Some people yell at the dogs.,1,514
They talk to themselves.,0,336
The problem we are discussing is George.,0,940
Dana walked and Leslie ran.,1,766
I bought Bill a book to read.,0,126
I thought that you were sick.,1,586
"Because she's so pleasant, as for Mary I really like her.",0,702
The monkey is ate the banana,1,964
Sandy was trying to work out which students would be able to solve a problem.,1,808
Heidi thinks that Andy should eat salmon flavored candy bars.,0,610
He offended Sandy.,1,139
That picture of Susan offended her.,1,1038
Colin asked if they could get a mortgage.,0,313
The police sprayed the protesters with water.,1,846
Sandy was trying to work out which students would be able to solve a problem.,1,662
We preferred them on our team.,1,665
"He announced he had eaten the asparagus, but we didn't know what.",0,440
Susan told her a story.,0,704
"Sally asked if somebody was going to fail math class, but I can't remember who.",0,24
John believes it sincerely that Bill is here.,1,94
The book that I like - everyone else in the class hates.,1,285
Anson demonized,1,799
Many people were fond of Pat.,0,776
There is a monster in Loch Ness.,0,8
John was promised by Bill to leave.,0,368
Somebody apparently struck the unidentified victim during the early morning hours.,1,493
They like us.,1,317
What did Bill buy?,0,716
The only person whose kids Dana is willing to put up with is Pat.,0,61
The Dodgers beat the Red Sox and were beaten by the Giants.,1,968
He's a more reliable man.,1,1034
The magazines were sent to herself by Mary.,0,162
John will rain tomorrow.,1,784
We tried to amuse them that Kim was singing.,1,927
The person confessed responsible.,1,531
Dumb ideas are put in children's heads.,1,463
"If the ants were called elephants and elephants ants, I'd be able to squash an elephant.",0,670
It bothers me that John coughs.,1,846
Carmen obtained the spare part at the hardware store.,0,565
We offered a job to her.,0,674
John owns the book.,1,371
List all experts for the defendant who represented himself.,1,611
Which article did Terry file papers without reading?,1,227
Agnes wondered how John could eat but it's not clear what.,0,217
Mary wonders that Bill will come.,1,890
"Bill didn't eat the peaches, nor Harry.",1,470
I drank some of water.,0,289
"Because Steve's of a spider's eye had been stolen, I borrowed Fred's diagram of a snake's fang.",0,825
It has been determined that somebody will be appointed; it's just not clear yet who.,1,475
John became rich.,1,611
John told Mary that it would be important to leave early.,1,157
"Bill didn't eat the peaches, nor Harry.",0,714
"Mary claimed that eating cabbage, Holly shouldn't.",0,357
She talked to John or Mary but I don't know which.,0,427
It annoys people that dogs bark.,0,584
We created a monster.,1,838
We investigated the area for bombs.,0,663
I would prefer to leave.,1,370
John counted on Bill to get there on time.,1,538
I saw her duck.,1,102
Kerry remarked it was late.,0,943
John promised Bill to leave.,0,836
There was some particular dog who saved every family.,0,895
They make good cooks.,1,185
The bird sing.,1,211
Some my jobs are in jeopardy.,1,203
Each of the boys fought with some of the other boys.,1,238
The book was seen by Mary.,0,226
Joan ate dinner with someone but I don't know who with.,1,198
Sue gave to Bill a book.,0,68
Any trouble is what I don't want.,1,448
They preferred them arrested.,1,555
"Chris walks, Pat eats broccoli, and Sandy plays squash.",1,697
"Arizona elected Goldwater Senator, and Massachusetts, McCormack.",1,959
The teacher disappeared the problem.,1,69
They talk to themselves.,1,347
I talked to Winston about himself.,1,954
It was to to amuse us that Kim was singing that they wanted.,0,96
What did you ask who saw?,0,671
The weights made the rope stretch over the pulley.,0,976
Lou forgot the umbrella.,1,14
The cat were bitten by the dog.,1,195
Ted was bitten by the spider.,1,258
I don't know who John likes.,0,355
"He announced he would marry the woman he loved most, but none of his relatives could figure out who.",0,428
The boat seen down the river sank.,0,522
I know the person whose mother died.,1,152
Who always drinks milk?,1,520
We want John to win.,0,916
John left singing.,0,1034
A pound was weighed by the book.,1,101
The teacher handed the student.,0,721
Kim gave a dollar to Bobbie and a dime to Jean.,1,698
Chocolate eggs were hidden from every child by his mother.,1,779
John was struck by Bill's idiocy.,0,401
Mary has always preferred lemons to limes.,1,397
Sandy had read how many papers?!,1,612
Frank Churchill crossed the street.,1,550
It bothers me that he is here.,0,426
She knew French for Tom.,1,727
John was lots more obnoxious than Fred.,1,174
Burn them!,1,644
The committee knows whose efforts to achieve peace the world should honor.,1,309
Tom's dog with one eye attacked Frank's with three legs.,1,143
I know you eat asparagus.,1,1012
Kim likes dogs.,1,700
The report that crime was declining surprised many people.,1,111
Any man didn't eat dinner.,1,324
Lou put the umbrella was broken.,1,721
"Every senator seems to become more corrupt, as he talks to more lobbyists.",1,136
"Bill didn't eat the peaches, nor Harry.",0,402
I wondered who Medea had poisoned.,1,999
I shaved myself.,0,76
That dogs bark annoys people.,0,347
Gould's performance of Bach on the piano doesn't please me anywhere as much as Ross's on the harpsichord.,1,660
Mary was respected by John.,0,742
The administration has issued a statement that it is willing to meet a student group.,1,520
John left us orders to follow Pete.,0,591
"Which boy's, mother, did you meet?",0,705
He turned into a frog.,0,881
Students studying English reads Conrad's Heart of Darkness while at university.,0,874
Linda taped the picture to the wall.,1,36
The committee knows whose efforts to achieve peace the world should honor.,1,718
I bought three quarts of wine and two of Clorox.,1,576
The dog bit the cat.,1,866
It is the problem that he is here.,1,479
Lou hoped the umbrella in the closet.,1,20
Chris was handed a note.,1,1039
"Since Jill said Joe had invited Sue, we didn't have to ask who.",1,274
He likes cookies and he hates crumb cake.,1,526
Us love they.,1,504
I didn't have a red cent.,1,1014
John bought a book on the table.,1,877
Who did they see someone?,1,714
John tries to leave the country.,1,147
His or her least known work.,1,710
If only Superman would stop flying planes!,0,719
We gave us presents.,1,580
Lou forgot the umbrella in the closet.,0,443
Chocolate eggs were hidden from each other by the children.,1,491
They should pen the letter quickly.,1,324
John decided for Bill to get the prize.,0,814
We need to pen the pigs to keep them from getting into the corn.,1,539
The children are fond that they have ice cream.,1,683
The guard marched the prisoners round the yard.,1,157
I am both expecting to get the job and of the opinion that it is a desirable one.,1,452
All who lost money in the scam are eligible for the program.,1,1016
Susan devoted herself to linguistics.,1,828
John thinks that Mary loves himself.,1,68
She goes and buying some whiskey.,1,931
That's a new car dealership.,0,371
I wonder in whom them to place their trust.,0,50
"Simon quickly dropped the gold, and Jack the diamonds.",1,700
Did Calvin his homework?,1,394
Henri wants to buy which books about cooking?,1,817
"Any albino tiger has orange fur, marked with black stripes.",0,655
Mickey looked up it.,0,978
The defendant denied the accusation.,1,1005
Heidi thinks that Andy should eat salmon flavored candy bars.,1,547
Kim put in the box.,1,53
The book that crime was declining surprised many people.,1,680
How sane is Peter?,0,496
Carla slid at the book.,0,794
"The higher the stakes, the lower his expectations are.",0,308
Vera sent a baby alligator to Max and a leather dinosaur to Phyllis.,0,302
Park Square has a festive air.,1,192
"Everybody who attended last week's huge rally, whoever they were, signed the petition.",0,1006
Chocolate eggs were hidden from no child by any adult.,1,808
It is a golden hair.,1,459
It isn't because Sue said anything bad about me that I'm angry.,0,198
Lou put the umbrella was broken.,1,790
John regretted it that Bill had a good time.,0,287
We investigated the area for bombs.,1,166
We walks.,1,1006
Cynthia chewed.,1,805
The Dodgers beat the Red Sox and were beaten by the Giants.,1,982
"I will see them, but I don't know how many of them.",1,1040
The table was wiped by John clean.,0,463
These dogs barked.,0,324
Mary believes that Bill saw himself.,1,806
Books were taken from no student and given to Mary by any professor.,0,815
John counted on Bill to get there on time.,1,950
On whom are you counting to incriminate himself?,1,314
John put old books in the box.,1,190
"Which book's, author did you meet who you liked?",1,467
We talked to them about there.,1,643
Fortunately Hermione passed biology,1,229
Who did you get an accurate description of?,1,334
Joan ate dinner with someone but I don't know who.,1,1039
I hope to would study in France.,1,464
Nobody likes us.,0,470
Leslie likes ourselves.,1,368
The tub leaked water.,1,195
Dogs like Kim.,1,650
Jackie accompanied Rose.,0,687
These dogs barked.,1,885
Gould's performance of Bach on the piano doesn't please me anywhere as much as Ross's on the harpsichord.,1,904
Bill's wine from France and Ted's from California cannot be compared.,1,807
John promise Mary to shave himself.,0,703
The chickens seem fond of the farmer.,1,859
There was a felon elected to the city council.,1,449
Colin asked if they could get a mortgage.,0,652
John left orders not to be disturbed.,1,1012
That the Cardinal won the game gave Sandy a thrill.,1,658
I forgot how good beer tastes.,0,26
The person whose mother's dog we were all fond of.,1,380
What the water did to the whole bottle was fill it.,0,508
Which topic did you choose without getting his approval?,0,396
They preferred them arrested.,1,223
The tube was escaped by gas.,1,328
"Mary likes to tour art galleries, but Bill hates to.",0,593
John regards Bill as a good friend.,1,1008
Linda winked her lip.,0,375
He washed yourself.,1,522
It was the policeman met that several young students in the park last night.,1,413
John regretted it that Bill had a good time.,0,201
They knew that pictures of each other would be on sale.,1,812
The mayor regarded as being absurd the proposal to build a sidewalk from Dartmouth to Smith.,1,95
That Chris knew the answer occurred to Pat.,0,875
I won't ask you to believe that he tried to force me to give her any money.,1,435
The book which inspired them was very long.,1,308
"This is the book which Bob reviewed, and this is the one which Fred won't do it.",1,161
"Bill ate the peaches, and Harry did, too.",0,500
She talked to John or Mary but I don't know which one.,1,639
We gave ourselves presents.,1,562
There presented itself a wonderful opportunity yesterday.,1,365
Harriet admired Mr Knightley.,1,776
Mary beautifully plays the violin.,1,371
"Bill ate the peaches, and Harry did, too.",0,529
Maxwell is quite a doctor.,1,500
He attributed to a short circuit which was caused by an overloaded transducer the fire which destroyed most of my factory.,1,862
Chris was handed Sandy a note by Pat.,1,1001
That picture of Susan offended her.,1,151
The magazines were sent to herself by Mary.,1,556
I dislike the people in who we placed our trust.,0,583
Magnus went to Ireland.,0,749
"Arizona elected Goldwater Senator, and Massachusetts, McCormack.",0,693
I met the man who grows peaches.,1,652
I drank some of water.,0,189
I remembered having kissed Mary.,0,28
John made Bill master of himself.,1,721
I shaped a loaf.,0,318
"Though he may hate those that criticize Carter, it doesn't matter.",0,639
They like us.,0,22
