species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Chinstrap,Dream,51.5,19.9,219,3489,MALE
Chinstrap,Dream,50.2,19.0,205,3731,FEMALE
Chinstrap,Dream,54.2,20.0,203,4587,MALE
Chinstrap,Dream,47.0,19.0,194,3436,MALE
Chinstrap,Dream,45.5,17.3,225,3294,FEMALE
Chinstrap,Dream,49.3,17.3,196,4136,FEMALE
Chinstrap,Dream,43.2,17.8,205,3514,
Chinstrap,Dream,49.6,18.2,183,3704,MALE
Chinstrap,Dream,46.1,18.1,197,3390,
Chinstrap,Dream,50.8,16.6,214,3672,MALE
Chinstrap,Dream,46.4,16.6,188,3845,FEMALE
Chinstrap,Dream,45.7,18.6,199,3819,FEMALE
Chinstrap,Dream,51.9,19.9,192,3456,FEMALE
Chinstrap,Dream,53.5,20.7,214,4231,MALE
Chinstrap,Dream,50.9,20.0,186,3681,FEMALE
Chinstrap,Dream,48.1,18.3,196,3781,FEMALE
Chinstrap,Dream,50.5,16.7,172,4240,FEMALE
Chinstrap,Dream,50.8,19.5,231,3726,MALE
Chinstrap,Dream,46.5,17.0,180,3481,MALE
Chinstrap,Dream,52.0,20.3,207,3717,FEMALE
Chinstrap,Dream,45.2,19.4,196,3377,FEMALE
Chinstrap,Dream,50.9,19.8,195,3255,FEMALE
Chinstrap,Dream,52.0,17.9,199,4060,MALE
Chinstrap,Dream,46.6,18.8,190,3494,MALE
Chinstrap,Dream,50.1,17.5,203,3023,MALE
Chinstrap,Dream,50.0,17.3,181,3334,MALE
Chinstrap,Dream,51.4,18.2,211,3750,FEMALE
Chinstrap,Dream,46.2,17.1,209,3514,FEMALE
Chinstrap,Dream,49.5,16.6,197,3380,FEMALE
Chinstrap,Dream,42.4,19.0,202,4057,MALE
Chinstrap,Dream,51.3,17.3,215,3967,FEMALE
Chinstrap,Dream,50.6,18.1,196,4110,MALE
Chinstrap,Dream,58.0,19.9,196,3981,FEMALE
Chinstrap,Dream,49.7,18.7,212,4234,FEMALE
Chinstrap,Dream,46.4,19.5,183,4469,MALE
Chinstrap,Dream,45.4,17.8,188,4041,MALE
Chinstrap,Dream,51.0,19.6,222,4128,FEMALE
Chinstrap,Dream,43.5,18.9,201,3922,MALE
Chinstrap,Dream,42.5,19.1,198,3226,MALE
Chinstrap,Dream,46.8,18.8,193,3573,MALE
Chinstrap,Dream,55.8,16.4,198,3965,FEMALE
Chinstrap,Dream,52.8,19.8,199,3683,FEMALE
Chinstrap,Dream,45.7,18.6,207,3253,FEMALE
Chinstrap,Dream,46.7,17.3,182,3933,FEMALE
Chinstrap,Dream,49.8,19.4,211,3965,MALE
Chinstrap,Dream,47.5,19.0,180,4493,
Chinstrap,Dream,51.3,17.8,202,4312,FEMALE
Chinstrap,Dream,50.5,18.7,223,3642,MALE
Chinstrap,Dream,40.9,19.7,199,3796,FEMALE
Chinstrap,Dream,48.5,18.4,195,3952,
Chinstrap,Dream,51.3,16.6,197,3621,FEMALE
Chinstrap,Dream,42.5,19.6,197,3623,FEMALE
Chinstrap,Dream,46.0,19.5,187,3957,MALE
Chinstrap,Dream,46.4,18.7,208,4256,MALE
Chinstrap,Dream,45.9,16.8,223,3627,MALE
Chinstrap,Dream,49.2,18.2,212,4084,MALE
Chinstrap,Dream,51.7,18.8,201,3831,MALE
Chinstrap,Dream,46.9,17.9,219,3865,FEMALE
Chinstrap,Dream,45.9,18.5,193,4268,FEMALE
Chinstrap,Dream,45.2,17.9,195,3336,FEMALE
Chinstrap,Dream,45.2,16.8,216,3963,
Chinstrap,Dream,52.2,17.0,220,3525,MALE
Chinstrap,Dream,50.3,17.3,189,3521,FEMALE
Chinstrap,Dream,46.0,20.8,198,3817,MALE
Chinstrap,Dream,58.0,18.5,216,3237,MALE
Chinstrap,Dream,51.3,17.9,206,3781,FEMALE
Chinstrap,Dream,51.4,18.7,194,3117,MALE
Chinstrap,Dream,55.8,17.3,207,3728,MALE
Chinstrap,Dream,50.1,16.5,184,3630,FEMALE
Chinstrap,Dream,46.1,18.2,195,3559,FEMALE
Chinstrap,Dream,46.4,16.7,213,4219,FEMALE
Chinstrap,Dream,49.8,18.2,204,3844,FEMALE
Chinstrap,Dream,45.6,16.6,195,3543,MALE
Chinstrap,Dream,52.7,17.9,199,3725,MALE
Chinstrap,Dream,50.7,20.8,193,4565,FEMALE
Chinstrap,Dream,49.6,17.8,185,3822,MALE
Chinstrap,Dream,52.0,19.2,202,3820,MALE
Gentoo,Biscoe,50.0,15.6,191,4324,FEMALE
Gentoo,Biscoe,49.9,16.3,194,5309,FEMALE
Gentoo,Biscoe,50.0,14.3,209,4918,MALE
Gentoo,Biscoe,47.5,15.6,219,5094,MALE
Gentoo,Biscoe,43.3,14.1,188,5863,MALE
Gentoo,Biscoe,49.0,13.9,196,5131,MALE
Gentoo,Biscoe,42.0,14.3,217,5670,FEMALE
Gentoo,Biscoe,42.6,15.0,231,4487,MALE
Gentoo,Biscoe,51.5,13.7,204,5314,FEMALE
Gentoo,Biscoe,48.6,14.6,202,4997,MALE
Gentoo,Biscoe,46.8,15.2,209,5567,FEMALE
Gentoo,Biscoe,53.4,13.3,186,5242,FEMALE
Gentoo,Biscoe,47.5,15.4,191,4431,FEMALE
Gentoo,Biscoe,46.5,14.5,174,4823,FEMALE
Gentoo,Biscoe,46.5,15.1,202,5070,FEMALE
Gentoo,Biscoe,48.7,13.7,188,5384,MALE
Gentoo,Biscoe,45.2,14.6,210,5143,MALE
Gentoo,Biscoe,46.2,14.8,221,4736,
Gentoo,Biscoe,45.7,17.0,196,4038,MALE
Gentoo,Biscoe,52.1,14.2,199,5675,MALE
Gentoo,Biscoe,49.2,13.9,220,5403,MALE
Gentoo,Biscoe,42.9,14.4,185,5149,FEMALE
Gentoo,Biscoe,43.3,14.5,189,4662,MALE
Gentoo,Biscoe,45.3,14.6,191,4747,FEMALE
Gentoo,Biscoe,45.2,16.1,202,5240,FEMALE
Gentoo,Biscoe,47.2,15.3,215,5031,FEMALE
Gentoo,Biscoe,43.2,13.4,214,5576,MALE
Gentoo,Biscoe,47.2,14.5,212,5514,FEMALE
Gentoo,Biscoe,46.9,15.7,174,6077,FEMALE
Gentoo,Biscoe,46.7,13.6,186,5293,FEMALE
Gentoo,Biscoe,45.8,14.5,221,4815,FEMALE
Gentoo,Biscoe,44.4,14.2,204,4045,FEMALE
Gentoo,Biscoe,48.2,15.7,216,4916,MALE
Gentoo,Biscoe,50.8,14.8,200,6001,MALE
Gentoo,Biscoe,48.5,13.8,192,5754,FEMALE
Gentoo,Biscoe,44.5,16.0,184,5264,MALE
Gentoo,Biscoe,55.9,14.0,192,5275,
Gentoo,Biscoe,49.3,15.9,219,5346,FEMALE
Gentoo,Biscoe,50.0,14.2,212,5119,MALE
Gentoo,Biscoe,48.4,15.2,200,4856,FEMALE
Gentoo,Biscoe,47.8,14.2,198,5628,MALE
Gentoo,Biscoe,54.3,13.5,178,5085,MALE
Gentoo,Biscoe,46.5,15.5,198,5653,MALE
Gentoo,Biscoe,46.1,15.7,207,5272,FEMALE
Gentoo,Biscoe,50.2,17.0,206,6300,
Gentoo,Biscoe,50.8,13.1,188,5457,MALE
Gentoo,Biscoe,40.9,17.0,206,5511,MALE
Gentoo,Biscoe,42.8,16.4,200,4595,MALE
Gentoo,Biscoe,47.6,15.0,213,4714,FEMALE
Gentoo,Biscoe,49.6,15.8,199,5721,MALE
Gentoo,Biscoe,49.1,17.3,201,4684,MALE
Gentoo,Biscoe,51.1,13.9,196,5569,MALE
Gentoo,Biscoe,46.6,16.0,202,6207,FEMALE
Gentoo,Biscoe,52.2,14.5,176,6155,FEMALE
Gentoo,Biscoe,45.5,15.1,195,5615,FEMALE
Gentoo,Biscoe,50.5,15.4,187,5423,FEMALE
Gentoo,Biscoe,50.7,16.2,216,5137,MALE
Gentoo,Biscoe,48.7,16.2,206,5710,MALE
Gentoo,Biscoe,55.1,13.8,213,4660,FEMALE
Gentoo,Biscoe,46.2,15.3,194,4946,MALE
Gentoo,Biscoe,51.1,14.4,195,5036,MALE
Gentoo,Biscoe,42.7,15.7,225,5387,MALE
Gentoo,Biscoe,45.2,14.2,202,5554,FEMALE
Gentoo,Biscoe,43.4,15.2,202,4860,FEMALE
Gentoo,Biscoe,46.8,14.5,183,5266,MALE
Gentoo,Biscoe,44.9,15.0,213,5517,FEMALE
Gentoo,Biscoe,46.2,13.7,215,5264,FEMALE
Gentoo,Biscoe,45.5,17.3,195,4623,FEMALE
Gentoo,Biscoe,48.4,15.0,215,4281,FEMALE
Gentoo,Biscoe,50.4,14.7,187,5575,FEMALE
Gentoo,Biscoe,49.5,16.8,231,4722,FEMALE
Gentoo,Biscoe,41.7,13.7,220,5319,MALE
Gentoo,Biscoe,45.3,15.7,186,4692,FEMALE
Gentoo,Biscoe,45.5,16.1,192,4998,FEMALE
Gentoo,Biscoe,43.5,15.8,218,5248,FEMALE
Gentoo,Biscoe,46.4,15.8,178,5190,MALE
Gentoo,Biscoe,48.4,16.5,200,4981,FEMALE
Gentoo,Biscoe,46.1,14.1,226,5538,MALE
Gentoo,Biscoe,45.0,15.0,199,4174,FEMALE
Gentoo,Biscoe,49.1,13.7,209,4849,MALE
Gentoo,Biscoe,49.8,14.6,230,5475,FEMALE
Gentoo,Biscoe,46.4,14.6,201,4311,FEMALE
Gentoo,Biscoe,47.5,16.1,188,4587,MALE
Gentoo,Biscoe,46.3,13.8,215,5610,MALE
Gentoo,Biscoe,47.3,16.3,172,4993,MALE
Gentoo,Biscoe,49.1,14.0,180,4797,MALE
Gentoo,Biscoe,48.8,15.3,193,4970,FEMALE
Gentoo,Biscoe,49.8,15.0,193,5228,FEMALE
Gentoo,Biscoe,47.4,15.2,189,4739,FEMALE
Gentoo,Biscoe,46.8,13.7,192,4953,MALE
Gentoo,Biscoe,44.9,15.0,192,5299,MALE
Gentoo,Biscoe,49.4,15.8,208,5627,FEMALE
Gentoo,Biscoe,48.1,14.9,205,5191,MALE
Gentoo,Biscoe,48.7,15.3,225,4793,MALE
Gentoo,Biscoe,43.6,14.1,172,5265,MALE
Gentoo,Biscoe,48.2,13.5,188,6047,MALE
Gentoo,Biscoe,46.5,15.6,205,5295,MALE
Gentoo,Biscoe,45.5,14.7,192,5114,MALE
Gentoo,Biscoe,43.8,15.1,196,6216,MALE
Gentoo,Biscoe,45.4,15.9,186,4414,
Gentoo,Biscoe,48.5,13.2,189,4232,MALE
Gentoo,Biscoe,47.7,15.0,222,5300,FEMALE
Gentoo,Biscoe,45.1,16.1,201,5201,FEMALE
Gentoo,Biscoe,45.8,17.1,198,5254,FEMALE
Gentoo,Biscoe,59.6,14.5,194,4172,FEMALE
Gentoo,Biscoe,49.6,15.9,194,5613,FEMALE
Gentoo,Biscoe,50.5,14.8,222,5697,
Gentoo,Biscoe,49.5,14.2,190,4848,MALE
Gentoo,Biscoe,43.5,14.4,223,5477,MALE
Gentoo,Biscoe,50.0,14.3,175,5764,FEMALE
Gentoo,Biscoe,45.2,14.4,203,4836,MALE
Gentoo,Biscoe,44.0,13.9,210,5729,MALE
Gentoo,Biscoe,52.5,15.0,193,4951,MALE
