answer,question
"[""1967""]",what level is purple belt in jiu jitsu
"[""March 9, 2018""]",when did phillips head screws come into use
"[""ground state""]",what does the phrase theres no such thing as free lunch mean in economic terms
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who was the mother on lost in space
"[""3 to 8 days""]",who won the wimbledon men's singles title
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who is rated the best president of the united states
"[""13""]",who sings ain't nothing gonna break my stride
"[""Saleisha Stowers""]",what is the name of ca s o4
"[""Prince Phillip""]",who played batgirl in batman and robin tv series
"[""Carole King""]",who drove the skoal bandit car in nascar
"[""July 16, 2017""]",where did the last name benitez come from
"[""Edwin Hubble""]",which train has the highest speed in india
"[""oxidative phosphorylation""]",what is the dogs name in fraggle rock
"[""Spectre""]",what is the meaning of siri in iphone 4s
"[""video editing""]",when was the first series of 24 made
"[""Queen's Park""]",who plays the mom in zack and cody
"[""Eagles""]",how did ted's wife die in how i met your mother
"[""Alex Rodriguez""]",how many episodes does season 7 game of thrones have
"[""Gal Gadot""]",when was the last time the padres made the playoffs
"[""2015""]",when did the new season of colony start
"[""John von Neumann""]",when are elections for the house of representatives held
"[""Saleisha Stowers""]",what caused the american oil crisis of 1974
"[""PewDiePie""]",where is glastonbury on the map of uk
"[""2017""]",actors in both breaking bad and better call saul
"[""Lebanese""]",when did basketball become a sport in the olympics
"[""Ryan Guzman""]",when did west ham last win the premier league
"[""1974""]",who played susan in the chronicles of narnia
"[""2024""]",what channel is the series yellowstone on tv
"[""St. Louis Cardinals"",""San Francisco Giants""]",what percent of schools wear uniforms in the us
"[""video editing""]",when did drew brees start playing in the nfl
"[""18""]",when was the last time the all star game was in philadelphia
"[""1792""]",who wrote the theme song to beverly hills cop
"[""George Hudson""]",sound of music where did they escape to
"[""A mood swing""]",are jaffa cakes a biscuit or a cake
"[""Lacey Turner""]",who stars in the new magnum pi tv series
"[""Zaira Wasim""]",who plays nicky on make it or break it
"[""Phillip Alford""]",linden dollars created for use in second life are an example of
"[""unknown""]",when did the original my little pony come out
"[""US$500""]",who are utah's representatives in the house
"[""9""]",who plays philip in shaun of the dead
"[""Anderson Silva""]",who killed missy in the movie the shack
"[""PewDiePie""]",who won the last britain's got talent
"[""1984""]",when does real time with bill maher come back
"[""unknown""]",who played in how to train your dragon
"[""Prince Phillip""]",who ruled france during the reign of terror
"[""Zone Improvement Plan""]",where do most of new zealand refugees come from
"[""a maroon Bristol 405""]",what is caleb's last name in pretty little liars
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",according to a 2017 hindi film title who did harry meet
"[""Anderson Silva""]",who wins season 4 rupaul's drag race
"[""12""]",where will the 2020 super bowl be held
"[""Edwin Hubble""]",who did andy murray beat in wimbledon finals
"[""Potassium chlorate""]",who became the leader of iran in 1951
"[""Eagles""]",when was the last time englad won the world cup
"[""Elstree Studios""]",where is sperm made in the human body
"[""pyramidion""]",when did 3 point shot start in college basketball
"[""those that have died""]",when did the iconic trump tower open its doors
"[""Australia""]",where is saba university school of medicine located
"[""Mexico"",""Soviet Union""]",what is the most expensive skyscraper in the world
"[""Marley""]",who has won the icc world cup 2011
"[""13""]",who directed the oscar winning film 'the piano' in 1993
"[""July 16, 2017""]",who played young eponine in les miserables movie
"[""E. M. Forster""]",what war broke out after texas became the 28th state
"[""Evaluation and management""]",where did united kingdom finish in eurovision 2018
"[""December 2003""]",who is the head of government in morocco
"[""1984""]",can't you see marshall tucker band album
"[""Welton Academy""]",who did the song once bitten twice shy
"[""December 15, 2017""]",who plays lillian in the unbreakable kimmy schmidt
"[""San Antonio""]",when were the triplets born on this is us
"[""March 15, 2013""]",who does the voice for linda on bob's burgers
"[""2000""]",who played jason in friday the 13th part 1
"[""2015""]",when was the last time liverpool were in a champions league final
"[""March 9, 2018""]",who did tom brady's voice on family guy
"[""New Netherland""]",what season of greys anatomy does derek die
"[""Niagara River""]",who did lebron james play for before the cleveland cavaliers
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",which early browser was the first to run on multiple computer platforms including windows
"[""Gal Gadot""]",when did tottenham last win the fa cup
"[""1982""]",who sings oh baby you got what i need
"[""Christopher Robert Evans""]",what is the biggest cause of poverty in america
"[""18""]",who is the student of the year in movie
"[""August 27, 2017""]",the rate at which rbi lends money to commercial banks
"[""Spanish""]",who has the most grammys of all time
"[""Spanish""]",how much points did lavar ball average in college
"[""Eagles""]",when does burke come back to grey's
"[""13""]",when did mine that bird win the kentucky derby
"[""10 one-hour episodes""]",who said i will love him and call him george
"[""South Side, Chicago""]",who plays mrs potato head in toy story
"[""in 2018""]",when did texas become apart of the united states
"[""1,089 sq ft""]",how much of world's population lives in india
"[""Tuticorin (Thoothukudi)""]",when did harry potter and the sorcerer's stone start filming
"[""Lebanese""]",which city is famous for its large cinco de mayo celebration
"[""Guaranteed Rate Field""]",when is the last episode of the fosters season 5
"[""Christopher Robert Evans""]",when did they stop making all silver half dollars
"[""those that have died""]",who played finnick odair in the hunger games
"[""Niagara River""]",who is the singing voice of jasmine in aladdin
"[""Tuticorin (Thoothukudi)""]",when was the last steam train used in uk
"[""redox reactions""]",who has the most superbowl wins in nfl history
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",when will the captain underpants movie be released on dvd
"[""Spectre""]",henrys last name on once upon a time
"[""In 1995""]",when was the story of pyramus and thisbe written
"[""Alex Rodriguez""]",who plays the fairy godmother in the descendants
"[""2018""]",who has played the most games for carlton
"[""a maroon Bristol 405""]",where is the american conference basketball tournament being played
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who had the fastest lap on top gear
"[""Eagles""]",who voices linda's mom in bob's burgers
"[""1982""]",who directed sign of the times music video
"[""Jason Michael Lee""]",who has the number one pick in the nba draft this year
"[""12""]",whats the demons name from truth or dare
"[""North Korea""]",￼ what actor/actress has won the most academy awards
"[""2010""]",where is the last scene of the sound of music filmed
"[""2015""]",season 10 of real housewives of atlanta cast
"[""42""]",where does the seine river start and end
"[""2018""]",who was the member of the wampanoag tribe who helped the pilgrims grow key wampanoag crops
"[""North Korea""]",who was a major figure in the evolutionary perspective
"[""after a minor infringement""]",a procedure involving the surgical repair of the eyelid is called
"[""E. M. Forster""]",who is the founder of pak n save
"[""10""]",who is the best rapper of the year
"[""A concerto""]",who is morgan freeman in the lego movie
"[""Islamic prophet Muhammad""]",who entered the us in the vietnam war
"[""Zone Improvement Plan""]",when did season 2 of handmaid's tale start
"[""eastward, in prograde motion""]",who plays chin ho kelly's brother in law
"[""Jason Michael Lee""]",who won the nba championship 2 years ago
"[""March 9, 2018""]",when did but im a cheerleader come out
"[""12""]",where is love it or list it filmed hgtv
"[""after a minor infringement""]",who sang the original song sweet home alabama
"[""Eli Marienthal""]",when does a new criminal minds come on
"[""Jesse Donald Knotts""]",which pictogram is used to warn about the oxidizer class of chemical hazards
"[""Billie Jean King""]",what type of music is 3 doors down
"[""Billie Jean King""]",how did kurtz die in the heart of darkness
"[""2017""]",who played drums on i won't back down
"[""August 27, 2017""]",what is the direction of the rotation of the earth
"[""2015""]",who won group h in the world cup 2018
"[""George Casper Homans""]",what is the name of latest version of android
"[""2–4 years""]",which train has the highest speed in india
"[""12""]",who was the first ghanaian to become a lawyer
"[""Billie Jean King""]",who does sanchez play for in the world cup
"[""Tuticorin (Thoothukudi)""]",the great and small cardiac veins deliver their blood to what vessel
"[""Billie Jean King""]",who drew up the boundaries for the new countries formed after the breakup of the ottoman empire
"[""Spanish""]",what are the products that result from the light reactions of photosynthesis
"[""unknown""]",name of guinea pig in secret life of pets
"[""Jimmy Cliff""]",who played private ryan in the action film saving private ryan
"[""179""]",what's the dog's name from toy story
"[""1950""]",who created the declaration of the rights of man
"[""Queen's Park""]",who plays beavis and butthead on step by step
"[""Lebanese""]",oldest player on us women's soccer team
"[""122""]",when did they start saying the pledge of allegiance in schools
"[""eastward, in prograde motion""]",where was the world according to garp filmed
"[""Tuticorin (Thoothukudi)""]",where is the volleyball hall of fame located
"[""unknown""]",when did the make a wish foundation start
"[""V8 engine""]",who is on the cover of get yer ya ya's out
"[""in 2018""]",who has the most grammys of all time
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who played mark greene's mother on er
"[""4""]",who is the original artist of sound of silence
"[""North Korea""]",when were credit cards introduced in the us
"[""in 2018""]",what were the opponents of the constitution known as
"[""2017""]",who played freddy in a nightmare on elm street
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who holds the record for the fastest pitch in baseball
"[""December 2003""]",what episode of bleach does the fullbring arc start
"[""Ryan Guzman""]",who dies at the end of remember the titans
"[""produces a lubricating mucus""]",who sings after cyndi lauper in we are the world
"[""Gabrielle Haugh""]",what is the smallest mountain in the philippines
"[""December 15, 2017""]",where did the disease come from in cabin fever
"[""Marvin Gaye""]",jeff loves adopted name for music for mountains
"[""Dev"",""Devin Star Tailes""]",who presides over the meeting of rajya sabha
"[""1981""]",sweating can have a cooling effect due to
"[""1974""]",when was the sound of music first performed on stage
"[""1980""]",when was the first edinburgh military tattoo held
"[""Evaluation and management""]",what native american tribe lived in the grand canyon
"[""March 9, 2018""]",who is the only president that has a ph.d
"[""St. Louis Cardinals"",""San Francisco Giants""]",when did frankie laine record ghost riders in the sky
"[""originally from the Greek""]",what las vegas properties does caesar's own
"[""New York Yankees""]",who played kate mccoy on the real mccoys
"[""2017""]",park hye ran fight for my way real name
"[""Clayton Moore""]",who did the studio orion originally want to play the t800 in the terminator
"[""1980""]",what are the two dominant ethnic groups on fiji
"[""Calcium ions""]",what is the name of the thief series protagonist
"[""1890""]",the ability of an instrument of actually measure what it is intended to measure is known as
"[""1960""]",when did the battle of san jacinto happen
"[""March 25, 2011""]",who does the voice for martin the dog on downward dog
"[""1900""]",where was the adventures of huckleberry finn published
"[""1981""]",who was the founder of gajapati dynasty of orissa
"[""12""]",what is the definition of low birth weight
"[""2018""]",what city is big hero 6 set in
"[""George Casper Homans""]",when does new ex on the beach start
"[""Guaranteed Rate Field""]",who invented the first perm for black hair
"[""179""]",nitrogenous wastes may be produced as a result of the metabolism of
"[""China""]",who has the most wins ever in nascar
"[""March 25, 2011""]",what are the four stages of human development
"[""12""]",who is the creator of the rock garden in chandigarh
"[""Spanish""]",who won x factor when olly murs was on it
"[""71%""]",who played eddie the eagle in the film
"[""Zaira Wasim""]",what type of pathogen causes ergot of rye
"[""video editing""]",how many stars does the american flag has
"[""the axon terminal""]",what was the number one song on april 20th 2000
"[""constitutional republic""]",who plays dr. ben on the bold type
"[""1984""]",when was daylight savings time established in the united states
"[""Tuticorin (Thoothukudi)""]",when was the united states capitol building built
"[""oxidative phosphorylation""]",who played cory in that's so raven
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who plays the mom in everybody hates chris
"[""Zone Improvement Plan""]",when did pip agree to meet the convict
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who played jt on the young and the restless
"[""July 16, 2017""]",when is black lightning ep 6 coming out
"[""1998""]",when do the winter olympics start in 2018
"[""March 27, 2018""]",when did the new nintendo 3ds xl come out
"[""PewDiePie""]",who wrote the song you don't bring me flowers anymore
"[""10""]",who is rodrigo in mozart in the jungle
"[""E. M. Forster""]",ratio of masses of proton and electron is
"[""Atlanta–Fulton County Stadium""]",who was the first army chief of nepal
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",what episode of sam and cat is freddie in
"[""PewDiePie""]",who wrote it's getting hot in here
"[""18""]",where did the acadians first settle in louisiana
"[""Eagles""]",who played jack frost in santa clause 3
"[""oxidative phosphorylation""]",why were interest rates so high in 1990
"[""Atlanta–Fulton County Stadium""]",when was the football hall of fame built
"[""ground state""]",when does it normally snow in north dakota
"[""1984""]",where is the big brother house located in south africa
"[""Ireland""]",when did hurricane ivan hit the cayman islands
"[""V8 engine""]",who sings i like the way you move
"[""2017""]",how many nuclear weapons did the soviet union have in 1945
"[""9""]",who played robert baratheon on game of thrones
"[""12""]",how many times have the rams won the superbowl
"[""Constantine""]",when did under god added to pledge of allegiance
"[""1890""]",what's the flying dog's name in the neverending story
"[""pyramidion""]",who wrote the song death cab for cutie
"[""Charles Young""]",what type of paper was the bible written on
"[""1988""]",who sings fooled around and fell in love
"[""Prince Phillip""]",where is season 8 of ex on the beach
"[""Jason Michael Lee""]",the chihuahua is a breed of dog believed to originate from what country
"[""King Edward Peak""]",where does may the force be with you come from
"[""New Netherland""]",where was paper planes filmed in western australia
"[""March 25, 2011""]",when was don't ask don't tell established
"[""1942""]",when was the first ever mcdonald's opened
"[""Mexico"",""Soviet Union""]",who has won the champion league the most
"[""Australia""]",who is the president of the united states 2016
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",top goal scorer in football world cup history
"[""12""]",what is the main train station in kyoto
"[""71%""]",when was the first mlb the show game released
"[""Mexico"",""Soviet Union""]",who was the chief minister of kpk after the election of 1946
"[""Eagles""]",who sang the original you're gonna love me
"[""V8 engine""]",when was slavery outlawed in new york state
"[""Sachin Tendulkar""]",when did the first disney incredibles come out
"[""10""]",when did the northwest mounted police become the rcmp
"[""Saddam Hussein""]",who played in the college football championship last year
"[""Prince Phillip""]",in the senate the blank is the official chair of the chamber
"[""1974""]",who won the election of 1824 but failed to win a majority of the votes necessary to become president
"[""Venus""]",when did be more chill the musical come out
"[""9""]",who has played big brother the most times
"[""2–4 years""]",when did the first civilizations in the world arise
"[""Mary Kate Schellhardt""]",who is the top selling author of all time
"[""Barbicide""]",difference between 0 and o on serial number
"[""January–July 1975""]",where did the last name alexander come from
"[""2017""]",who sang the original i'll be there
"[""to perceive linear acceleration""]",when did delhi became the capital of british india
"[""Jose Garces""]",who was a major figure in the evolutionary perspective
"[""Ireland""]",when did atlanta become the capital of georgia
"[""ice caps""]",when does arrow season 6 ep 10 come out
"[""Eli Marienthal""]",8th president of the united states of america
"[""4""]",who won x factor when olly murs was on it
"[""Welton Academy""]",what is the name of the director general of ghana prisons service
"[""July 16, 2017""]",what are the three greek orders of columns
"[""1998""]",when did all i do is win come out
"[""Australia""]",who says cry havoc and let slip the dogs of war
"[""George Hudson""]",along the hpa-axis what is what factor is the first to be released in response to stress
"[""those that have died""]",what is the third most spoken language in the united states
"[""PewDiePie""]",who presided over the inaugural meeting of the constituent assembly of india
"[""Citytv""]",who played cody on when calls the heart
"[""January–July 1975""]",when does percy jackson the titans curse come out
"[""Tuticorin (Thoothukudi)""]",what's the name of the prince in sleeping beauty
"[""35""]",who played dr minnick on grey's anatomy
"[""1962""]",who won season 3 great british baking show
"[""Phillip Alford""]",list of top accounting firms in the philippines
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who wrote the book tale of two cities
"[""1792""]",what does acd mean in a call center
"[""1988""]",where does the saying skin in the game come from
"[""12""]",who was the girl on blind faith album cover
"[""Barbicide""]",who was defeated in second battle of tarain
"[""Jimmy Cliff""]",who has won more oscars then anyone else
"[""Charles Young""]",who was the original voice of fred flintstone
"[""2015""]",how many inches of rain did hurricane allison bring to houston
"[""March 27, 2018""]",the truth about the harry quebert affair tv show release date
"[""Citytv""]",when did the us normalize relations with china
"[""1943""]",a touch of frost season 5 episode 4
"[""17""]",who was considered the father of the blues
"[""17""]",when was the world wide web made public
"[""Machilipatnam""]",when was the first video game console released
"[""originally from the Greek""]",who stars in the film finding your feet
"[""2002""]",how much did it cost to build the dallas cowboys stadium
"[""Saleisha Stowers""]",where is the american conference basketball tournament being played
"[""volume of the container decreases""]",who plays earl's wife in my name is earl
"[""1998""]",who is number 20 for the dallas cowboys
"[""March 15, 2013""]",when was the old testament translated from hebrew to greek
"[""17""]",who won the wimbledon men's singles in 2017
"[""oxidative phosphorylation""]",nearest airport to san jose del cabo mexico
"[""1980""]",when do the premier league teams enter the league cup
"[""Dylan""]",where does it talk about the census in the constitution
"[""John von Neumann""]",where is the gum wall in seattle washington
"[""2009""]",who won the kentucky derby first second and third place
"[""Lebanese""]",who left north america after the french and indian war
"[""1980""]",athenian reformer set up the council of 500
"[""Venus""]",when did peru last qualify for world cup
"[""10""]",who is the actor who plays aidan in eastenders
"[""2017""]",where does the great ocean road start and end
"[""71%""]",what was the famous window called in the notre dame cathedral in paris france
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",when is the new season of are you the one coming out
"[""Sarabi""]",who has designed the symbol of indian currency
"[""V8 engine""]",how many seasons are there of the leftovers
"[""13""]",mountain range in western us home to giant sequoia
"[""Niagara River""]",where did gb come in the 2012 olympics
"[""Dev"",""Devin Star Tailes""]",who plays zoya in the movie 'jannat'
"[""Constantine""]",who plays david underhill on big bang theory
"[""Amanda Shiflett""]",who did loyola beat for the national championship in 1963
"[""King Edward Peak""]",when was i know why the cage bird sings written
"[""18 August 2011""]",who won the espy for best nba player
"[""New Netherland""]",which is the longest mountain range in north america
"[""Lebanese""]",who was born first in the jackson family
"[""Greek""]",why would a recrystallization need to be done
"[""Evaluation and management""]",what does gc stand for in tour de france
"[""PewDiePie""]",who plays the mom in zack and cody
"[""Niagara River""]",when was the first death wish movie made
"[""Pom Klementieff""]",how many gold medal in india 2018 asian game
"[""Lacey Turner""]",who said we hold these truths to be self evident
"[""Tuticorin (Thoothukudi)""]",who has won the icc world cup of 2011
"[""Anil Kumar Jha""]",current world heavyweight champion of the ibf wbo wba and ibo
"[""Jason Michael Lee""]",who has sold the most albums worldwide ever
"[""Matthew Prokop""]",when did they stop making all silver half dollars
"[""April 1, 1999""]",who is the host on whose line is it anyway
"[""Josh Groban""]",when is sword art online ordinal scale coming out
"[""the axon terminal""]",who played the beast in the live-action beauty and the beast
"[""1974""]",who plays the voice of mike wazowski in monsters inc
"[""Zone Improvement Plan""]",when did the united states declare war on great britain
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when was bharat stage norms introduced in india
"[""1981""]",who wrote everything is fair in love and war
"[""1974""]",where will the commonwealth games be held in 2018
"[""1962""]",what is nala and simba's baby's name
"[""after a minor infringement""]",who was the president of the united states in 1954
"[""Clemson\n1""]",where does the phrase god helps those who help themselves come from
"[""13""]",who is the son of lord krishna n rukmini
"[""12""]",where does the heart's electrical stimulus originate from
"[""In 1995""]",when was the tragical history of doctor faustus written
"[""Tuticorin (Thoothukudi)""]",when did the uk stop using half pennies
"[""1998""]",when was willy wonka and the chocolate factory released
"[""March 15, 2013""]",which early browser was the first to run on multiple computer platforms including windows
"[""2015""]",who produced it ain't hard to tell
"[""1967""]",which structure in the urinary system carries urine to the bladder
"[""Evaluation and management""]",what is the name of jacob tribe in twilight
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",who did she's got betty davis eyes
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",when was the last time the giants went to the super bowl
"[""2018""]",when is season 5 of steven universe coming out
"[""1942""]",when did the movie breakfast at tiffany's come out
"[""eastward, in prograde motion""]",the djoser pyramid was unique in the old kingdom in being
"[""1981""]",where is the painting whistler's mother located
"[""a maroon Bristol 405""]",a change in which new products are formed is called a
"[""those that have died""]",who are the musicians on whose line is it anyway
"[""King Edward Peak""]",who is the second richest person of the world
"[""Clayton Moore""]",who wrote the song there goes my everything
"[""1939""]",what are saturn's rings mostly made of
"[""six""]",when did the new york times start publishing
"[""a wild Pikachu""]",when is the next central government election in india
"[""the Cambrian explosion""]",how many chapters in alice through the looking glass
"[""Over 2,500""]",where does the desplaines river start and end
"[""9""]",who did jim parsons play in judging amy
"[""Amanda Shiflett""]",what was built by the inmates of changi prison camp
"[""1982""]",what car does reynolds woodcock drive in phantom thread
"[""18""]",first group inducted into rock and roll hall of fame
"[""the axon terminal""]",what does the name amelia mean in english
"[""18""]",what is the growth rate of indian economy
"[""Saddam Hussein""]",when does it rain the most in england
"[""four""]",who was defeated in the battle of buxar
"[""Billie Jean King""]",when does the latest riverdale episode come out
"[""2018""]",when does the biggest lotto in spain occur
"[""1982""]",who plays damon wayans wife on lethal weapon
"[""Spectre""]",who sang the song i'm going down
"[""Ryan ten Doeschate""]",who plays velma in scooby doo the movie
"[""35""]",who plays nanny plum in ben and holly's little kingdom
"[""unknown""]",when did dog the bounty hunter show end
"[""Welton Academy""]",when is the show six coming back on
"[""Saleisha Stowers""]",when was the last year the eagles went to the playoffs
"[""Alex Rodriguez""]",what natural boundary lies between thailand and laos
"[""PewDiePie""]",how many stores does walmart have in usa
"[""John O'Banion""]",who did mary alice kill on desperate housewives
"[""Venus""]",who was the president that served 3 terms
"[""Spectre""]",who is known for his forensic contribution to anthropometry
"[""Australia""]",who plays in the show the good doctor
"[""Queen's Park""]",what kind of stores are walmart and target
"[""Thurl Ravenscroft""]",what country in south america has the lowest population
"[""9""]",which artist created the cover for the rolling stone's album sticky fingers
"[""1981""]",when did the boy is mine come out
"[""China""]",total no of members nominated by president in lok sabha and rajya sabha
"[""March 27, 2018""]",who is the lender of last resort in the us
"[""St. Louis Cardinals"",""San Francisco Giants""]",who holds the most passing yards in the nfl
"[""Jimmy Cliff""]",where does the woman in gold painting reside
"[""1,089 sq ft""]",what is the largest prison in the united states
"[""18 August 2011""]",when is season 7 walking dead coming out
"[""Christopher Robert Evans""]",what were the two main causes of the dust bowl
"[""July 16, 2017""]",when did they stop making paint with lead
"[""2018""]",when is the second part of the new it coming out
"[""Venus""]",where does the superior vena cava return blood from
"[""18""]",the snow globe that charlie drops after he says rosebud originally came from
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",who played armand in interview with a vampire
"[""horses""]",what type of dog is fang from get smart
"[""Elstree Studios""]",which country is the champion of fifa world cup 2014
"[""August 27, 2017""]",which state of india has highest life expectancy at birth
"[""2–4 years""]",who plays the voice of the boss baby
"[""10""]",what is the oldest university in the philippines
"[""35""]",who is playing abigail on days of our lives
"[""Constantine""]",food allergies are autoimmune responses to which specific type of nutrient
"[""1984""]",how many one-on-one dates does arie have in tuscany
"[""12""]",which nation is know as land of morning calm
"[""July 16, 2017""]",when does home and away return april 2018
"[""Saleisha Stowers""]",who does the voice of steve on american dad
"[""Jason Michael Lee""]",supreme court case which established the clear-and-present danger test for restricting expression
"[""18""]",when are the rams moving to las vegas
"[""Miguel Cabrera""]",who says the opening of law and order svu
"[""Australia""]",where is new year's eve celebrated first
"[""a maroon Bristol 405""]",with reference to the climate of india the western disturbances originate over
"[""10""]",who sang these boots were made for walking first
"[""January 11, 1970""]",boyles law relates the pressure of gas to its
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who works on the floor of the nyse
"[""oxidative phosphorylation""]",how many bones are in your little toe
"[""Miguel Cabrera""]",when did i can only imagine become a hit
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",when was the sound of music first performed on stage
"[""2018""]",where are the dairies that make breyers ice cream located
"[""1981""]",who presides over the meeting of legislative council
"[""1984""]",when did florida become a part of the united states
"[""Season 4, Episode 8""]",when did the song lost boy come out
"[""Lionel Messi""]",what were two american documents created based on enlightenment
"[""1980""]",where's the raiders stadium in las vegas
"[""1792""]",who's the first president of the united states
"[""10 one-hour episodes""]",what are the traditional colors of mardi gras
"[""Abigail Rokison-Woodall""]",what native american tribe lived in the grand canyon
"[""A mood swing""]",the sebaceous glands are part of what system
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",when did england declare war on the colonies
"[""Tuticorin (Thoothukudi)""]",when did the war of spanish succession end
"[""centroid""]",who sings in hercules i can go the distance
"[""Citytv""]",where is emily from pretty little liars from
"[""rose window""]",who wrote the song do you believe in magic
"[""1998""]",who is the voice of shadow on homeward bound
"[""State governments""]",the industrialization of the ussr took pace in what decade
