pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-28 03:30:17,2019-03-28 03:44:06,5,6.98,16.66,3.99,0.31,21.7,yellow,credit card,Greenpoint,South Williamsburg,Brooklyn,Brooklyn
2019-03-04 08:47:28,2019-03-04 09:02:16,1,0.16,8.1,1.53,0.02,15.56,yellow,cash,East Chelsea,Inwood Hill Park,Manhattan,Manhattan
2019-03-28 18:48:21,2019-03-28 19:02:24,1,0.05,7.19,3.2,0.02,13.28,yellow,credit card,Midtown Center,Lower East Side,Manhattan,Manhattan
2019-03-01 08:24:07,2019-03-01 08:36:25,1,1.61,3.2,0.78,0.01,19.1,yellow,cash,Murray Hill,East Tremont,Manhattan,Bronx
2019-03-01 17:22:36,2019-03-01 17:37:38,2,0.75,6.8,4.11,0.13,20.2,yellow,credit card,Sutton Place/Turtle Bay North,Kingsbridge Heights,Manhattan,Bronx
2019-03-05 14:53:00,2019-03-05 15:03:29,1,1.61,7.8,1.52,0.08,15.62,yellow,cash,Flatiron,Hillcrest/Pomonok,Manhattan,Queens
2019-03-23 04:47:20,2019-03-23 05:04:47,2,0.19,13.7,0.26,0.14,20.03,yellow,credit card,Gramercy,Columbia Street,Manhattan,Brooklyn
2019-03-14 23:24:18,2019-03-14 23:41:14,1,1.34,8.78,6.74,0.03,16.5,yellow,cash,Union Sq,Stapleton,Manhattan,Staten Island
2019-03-16 16:31:55,2019-03-16 16:47:13,2,1.17,14.8,0.0,0.09,18.95,yellow,credit card,Upper West Side South,Ozone Park,Manhattan,Queens
2019-03-09 05:59:48,2019-03-09 06:11:09,1,3.58,5.9,1.53,0.04,11.8,yellow,cash,Clinton East,Flushing,Manhattan,Queens
2019-03-26 14:48:43,2019-03-26 15:04:28,1,0.61,10.62,0.21,0.01,11.4,yellow,credit card,Midtown Center,Van Nest/Morris Park,Manhattan,Bronx
2019-03-10 18:52:46,2019-03-10 19:06:15,1,1.36,9.8,2.15,0.02,37.17,yellow,cash,Upper West Side North,Washington Heights North,Manhattan,Manhattan
2019-03-14 22:37:20,2019-03-14 22:51:40,3,6.88,4.6,3.35,0.23,27.43,yellow,credit card,Upper East Side North,World Trade Center,Manhattan,Manhattan
2019-03-19 20:18:05,2019-03-19 20:32:13,1,2.31,10.08,0.71,0.36,10.2,yellow,cash,West Chelsea/Hudson Yards,Midwood,Manhattan,Brooklyn
2019-03-01 03:19:38,2019-03-01 03:33:04,1,4.32,9.4,1.62,0.13,20.28,yellow,credit card,Battery Park City,Saint Albans,Manhattan,Queens
2019-03-05 10:35:28,2019-03-05 10:49:41,1,0.6,7.5,2.26,0.01,14.81,yellow,cash,Kips Bay,Elmhurst,Manhattan,Queens
2019-03-03 07:33:10,2019-03-03 07:46:27,4,0.01,13.6,0.42,0.28,16.7,yellow,credit card,Gramercy,East Elmhurst,Manhattan,Queens
2019-03-30 01:42:42,2019-03-30 01:58:42,1,0.13,6.4,3.26,0.21,11.45,yellow,cash,Gramercy,Hudson Sq,Manhattan,Manhattan
2019-03-21 17:49:12,2019-03-21 18:04:58,1,0.18,10.88,0.61,0.45,13.1,yellow,credit card,Financial District South,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
2019-03-21 00:42:32,2019-03-21 00:57:24,1,3.65,11.89,6.91,0.01,25.3,yellow,cash,Morningside Heights,Forest Hills,Manhattan,Queens
2019-03-11 13:13:31,2019-03-11 13:27:45,1,2.62,15.1,0.91,0.07,33.06,yellow,credit card,Brooklyn Heights,Brownsville,Brooklyn,Brooklyn
2019-03-05 01:20:46,2019-03-05 01:35:27,1,4.34,11.8,1.17,0.02,18.95,yellow,cash,Sutton Place/Turtle Bay North,Midtown Center,Manhattan,Manhattan
2019-03-18 01:00:12,2019-03-18 01:15:40,1,0.14,15.8,0.54,0.17,21.72,yellow,credit card,Upper East Side South,Boerum Hill,Manhattan,Brooklyn
2019-03-02 12:07:43,2019-03-02 12:21:42,1,1.21,6.5,3.08,0.25,13.1,yellow,cash,Union Sq,Homecrest,Manhattan,Brooklyn
2019-03-09 19:16:02,2019-03-09 19:30:19,4,13.91,16.0,0.36,0.04,21.88,yellow,credit card,Lenox Hill West,Washington Heights South,Manhattan,Manhattan
2019-03-05 19:58:57,2019-03-05 20:13:56,5,0.8,2.9,1.55,0.19,12.22,yellow,cash,Fort Greene,Ridgewood,Brooklyn,Queens
2019-03-26 22:09:18,2019-03-26 22:20:51,1,3.2,6.2,1.17,0.17,22.47,yellow,credit card,East Chelsea,Gowanus,Manhattan,Brooklyn
2019-03-19 06:23:35,2019-03-19 06:38:20,1,2.78,15.4,3.35,0.14,20.7,yellow,cash,Union Sq,Flushing,Manhattan,Queens
2019-03-09 17:41:27,2019-03-09 17:59:57,1,0.54,2.8,0.72,0.12,17.9,yellow,credit card,TriBeCa/Civic Center,Elmhurst,Manhattan,Queens
2019-03-08 05:52:04,2019-03-08 06:03:30,4,5.88,1.4,0.23,1.1,12.65,yellow,cash,JFK Airport,Highbridge,Queens,Bronx
2019-03-25 16:50:47,2019-03-25 17:04:32,3,3.02,8.2,1.66,0.13,16.68,yellow,credit card,Clinton East,Inwood Hill Park,Manhattan,Manhattan
2019-03-10 07:50:54,2019-03-10 08:02:58,1,6.32,15.7,1.76,6.58,64.31,yellow,cash,Glendale,Jamaica Estates,Queens,Queens
2019-03-12 16:07:28,2019-03-12 16:23:15,1,0.38,9.7,4.16,0.2,19.92,yellow,credit card,Lincoln Square West,West Concourse,Manhattan,Bronx
2019-03-09 14:44:40,2019-03-09 14:58:57,2,15.29,11.21,7.08,0.24,30.8,yellow,cash,East Harlem North,Central Park,Manhattan,Manhattan
2019-03-17 00:57:19,2019-03-17 01:11:38,1,26.95,36.72,0.26,1.47,41.9,yellow,credit card,LaGuardia Airport,Roosevelt Island,Queens,Manhattan
2019-03-05 19:02:19,2019-03-05 19:14:59,5,2.35,5.99,4.8,0.0,10.3,yellow,cash,Lincoln Square East,Forest Hills,Manhattan,Queens
2019-03-01 17:54:55,2019-03-01 18:10:36,1,0.2,7.2,1.15,0.12,13.37,yellow,credit card,Central Park,Corona,Manhattan,Queens
2019-03-21 07:08:11,2019-03-21 07:20:41,5,0.63,9.99,5.3,0.34,13.88,yellow,cash,Sutton Place/Turtle Bay North,Ozone Park,Manhattan,Queens
2019-03-28 07:27:14,2019-03-28 07:41:18,1,4.49,19.0,0.36,0.05,31.65,yellow,credit card,Murray Hill,Kingsbridge Heights,Manhattan,Bronx
2019-03-14 14:15:25,2019-03-14 14:31:03,1,1.73,4.4,1.33,0.27,35.67,yellow,cash,Lenox Hill East,Garment District,Manhattan,Manhattan
2019-03-07 07:39:39,2019-03-07 07:53:03,1,4.75,13.0,2.54,0.09,13.49,yellow,credit card,Times Sq/Theatre District,Manhattan Beach,Manhattan,Brooklyn
2019-03-30 11:23:06,2019-03-30 11:41:07,6,0.08,10.28,0.97,0.03,16.5,yellow,cash,East Chelsea,Allerton/Pelham Gardens,Manhattan,Bronx
2019-03-28 18:40:26,2019-03-28 18:57:32,5,0.27,6.5,3.98,0.15,13.17,yellow,credit card,Penn Station/Madison Sq West,Howard Beach,Manhattan,Queens
2019-03-19 15:53:12,2019-03-19 16:09:57,5,4.74,16.6,0.99,0.06,56.71,yellow,cash,Forest Hills,Lenox Hill West,Queens,Manhattan
2019-03-14 06:31:34,2019-03-14 06:47:11,1,0.63,17.2,0.32,0.02,20.18,yellow,credit card,Midtown North,Soundview/Castle Hill,Manhattan,Bronx
2019-03-07 08:18:07,2019-03-07 08:32:51,1,0.76,9.85,0.55,0.17,12.0,yellow,cash,SoHo,Murray Hill-Queens,Manhattan,Queens
2019-03-10 18:23:22,2019-03-10 18:38:54,1,0.22,6.23,0.79,0.13,19.6,yellow,credit card,Little Italy/NoLiTa,Sunnyside,Manhattan,Queens
2019-03-16 22:45:18,2019-03-16 22:59:32,2,0.51,16.0,0.76,0.05,21.08,yellow,cash,TriBeCa/Civic Center,Marble Hill,Manhattan,Manhattan
2019-03-02 13:53:06,2019-03-02 14:04:28,2,2.22,6.3,0.49,0.23,15.21,yellow,credit card,Park Slope,Financial District North,Brooklyn,Manhattan
2019-03-11 01:53:03,2019-03-11 02:06:42,1,12.13,7.15,8.38,0.16,9.0,yellow,cash,West Village,Flushing Meadows-Corona Park,Manhattan,Queens
2019-03-24 21:32:10,2019-03-24 21:48:18,1,1.13,9.1,2.25,0.05,17.36,yellow,credit card,Greenwich Village North,Soundview/Castle Hill,Manhattan,Bronx
2019-03-19 03:53:18,2019-03-19 04:04:55,3,1.73,4.8,2.65,0.16,8.42,yellow,cash,Forest Hills,TriBeCa/Civic Center,Queens,Manhattan
2019-03-26 03:18:24,2019-03-26 03:32:17,1,17.34,18.91,5.0,1.05,50.6,yellow,credit card,Jackson Heights,Flatbush/Ditmas Park,Queens,Brooklyn
2019-03-09 06:58:44,2019-03-09 07:09:34,1,5.78,16.58,0.45,0.45,53.6,yellow,cash,Sunnyside,Crown Heights North,Queens,Brooklyn
2019-03-12 17:53:51,2019-03-12 18:07:08,1,0.39,11.2,2.95,0.0,11.87,yellow,credit card,Lincoln Square East,Stapleton,Manhattan,Staten Island
2019-03-31 11:05:33,2019-03-31 11:22:31,3,1.59,23.0,3.84,0.08,23.77,yellow,cash,TriBeCa/Civic Center,Lenox Hill East,Manhattan,Manhattan
2019-03-24 12:18:34,2019-03-24 12:33:47,1,0.47,8.0,3.32,0.11,28.06,yellow,credit card,Yorkville West,Auburndale,Manhattan,Queens
2019-03-11 16:39:33,2019-03-11 16:52:54,3,0.9,9.9,0.24,0.04,10.52,yellow,cash,Union Sq,Mott Haven/Port Morris,Manhattan,Bronx
2019-03-24 08:31:15,2019-03-24 08:43:25,1,2.11,4.8,3.09,0.0,25.87,yellow,credit card,Sutton Place/Turtle Bay North,Columbia Street,Manhattan,Brooklyn
2019-03-31 23:16:04,2019-03-31 23:30:40,1,11.7,9.6,2.57,0.1,10.97,yellow,cash,Garment District,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-06 06:21:33,2019-03-06 06:36:28,1,0.59,10.3,0.25,0.1,34.11,yellow,credit card,Upper East Side North,Hudson Sq,Manhattan,Manhattan
2019-03-26 13:32:53,2019-03-26 13:48:03,2,2.05,4.9,0.35,0.22,14.43,yellow,cash,Midtown Center,Manhattan Valley,Manhattan,Manhattan
2019-02-28 23:10:33,2019-02-28 23:22:35,2,5.25,12.58,3.66,0.16,17.7,yellow,credit card,Lincoln Square West,Jamaica Estates,Manhattan,Queens
2019-03-30 18:58:32,2019-03-30 19:14:58,1,1.19,5.5,0.08,0.05,7.45,yellow,cash,Midtown Center,East New York,Manhattan,Brooklyn
2019-03-18 22:10:53,2019-03-18 22:24:18,1,0.77,9.7,0.24,0.02,12.24,yellow,credit card,Lenox Hill East,Inwood Hill Park,Manhattan,Manhattan
2019-03-04 23:17:41,2019-03-04 23:30:57,1,5.5,9.15,4.7,0.41,12.36,yellow,cash,East Chelsea,Kew Gardens,Manhattan,Queens
2019-03-19 21:48:01,2019-03-19 22:01:00,1,1.44,6.92,3.56,0.04,13.7,yellow,credit card,Greenwich Village South,Inwood Hill Park,Manhattan,Manhattan
2019-03-17 07:02:54,2019-03-17 07:16:07,2,6.12,3.8,0.37,0.07,15.19,yellow,cash,UN/Turtle Bay South,Bedford Park,Manhattan,Bronx
2019-03-24 02:36:53,2019-03-24 02:50:46,1,2.33,11.4,0.96,0.03,27.05,yellow,credit card,Midtown South,Hunts Point,Manhattan,Bronx
2019-03-12 13:58:58,2019-03-12 14:13:15,5,4.46,10.7,2.45,0.16,26.4,yellow,cash,Central Park,Kingsbridge Heights,Manhattan,Bronx
2019-03-13 15:41:31,2019-03-13 15:53:17,1,0.31,7.4,3.75,0.14,15.35,yellow,credit card,Central Park,Midwood,Manhattan,Brooklyn
2019-03-18 15:56:31,2019-03-18 16:11:15,3,0.41,6.3,0.19,4.93,64.32,yellow,cash,JFK Airport,Midtown South,Queens,Manhattan
2019-02-28 10:15:07,2019-02-28 10:31:10,1,0.34,9.1,1.09,0.61,10.28,yellow,credit card,East Village,Brighton Beach,Manhattan,Brooklyn
2019-03-28 20:48:59,2019-03-28 21:04:52,1,1.44,4.2,3.2,0.44,19.03,yellow,cash,Murray Hill,Queens Village,Manhattan,Queens
2019-03-25 20:04:37,2019-03-25 20:18:55,3,1.3,9.0,0.45,0.1,10.23,yellow,credit card,Morningside Heights,Auburndale,Manhattan,Queens
2019-03-24 16:14:20,2019-03-24 16:30:25,1,0.01,6.5,1.09,0.36,15.02,yellow,cash,Yorkville East,Kew Gardens,Manhattan,Queens
2019-03-14 16:47:56,2019-03-14 16:59:43,1,1.62,9.23,0.07,0.19,10.4,yellow,credit card,Downtown Brooklyn/MetroTech,TriBeCa/Civic Center,Brooklyn,Manhattan
2019-03-08 05:54:26,2019-03-08 06:08:17,1,1.18,6.69,6.5,0.0,18.64,yellow,cash,Midtown Center,Kew Gardens,Manhattan,Queens
2019-03-29 06:56:43,2019-03-29 07:12:03,1,1.08,14.25,3.21,0.23,16.1,yellow,credit card,Greenwich Village North,Belmont,Manhattan,Bronx
2019-03-01 13:19:45,2019-03-01 13:32:11,3,0.88,6.5,1.55,0.13,19.45,yellow,cash,West Chelsea/Hudson Yards,Flushing,Manhattan,Queens
2019-03-08 15:20:02,2019-03-08 15:33:57,2,4.56,18.95,0.8,0.31,47.1,yellow,credit card,Midtown South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-04 18:48:30,2019-03-04 19:02:04,1,4.89,3.1,0.83,0.03,13.19,yellow,cash,East Chelsea,Baisley Park,Manhattan,Queens
2019-03-12 09:01:42,2019-03-12 09:15:57,1,14.87,36.56,4.94,2.76,47.5,yellow,credit card,JFK Airport,Whitestone,Queens,Queens
2019-03-12 21:37:30,2019-03-12 21:50:14,2,3.14,9.6,4.0,0.19,10.37,yellow,cash,Central Park,Flushing Meadows-Corona Park,Manhattan,Queens
2019-03-27 02:58:04,2019-03-27 03:13:45,5,0.67,4.1,0.72,0.13,14.18,yellow,credit card,Sutton Place/Turtle Bay North,Van Nest/Morris Park,Manhattan,Bronx
2019-03-08 17:36:50,2019-03-08 17:51:54,1,3.14,11.8,1.62,0.19,22.86,yellow,cash,Upper West Side South,Lincoln Square West,Manhattan,Manhattan
2019-03-19 10:10:40,2019-03-19 10:25:48,1,12.93,5.6,2.66,0.11,8.95,yellow,credit card,Morningside Heights,Inwood,Manhattan,Manhattan
2019-03-11 20:22:40,2019-03-11 20:36:44,1,1.87,10.2,0.44,0.28,16.26,yellow,cash,Battery Park City,Jamaica Estates,Manhattan,Queens
2019-03-26 00:20:46,2019-03-26 00:35:46,1,1.04,12.9,2.35,0.09,13.47,yellow,credit card,TriBeCa/Civic Center,Rosedale,Manhattan,Queens
2019-03-17 14:08:49,2019-03-17 14:18:11,1,2.68,2.8,0.37,1.41,19.66,yellow,cash,Astoria,Jamaica,Queens,Queens
2019-03-30 07:07:42,2019-03-30 07:22:05,5,17.57,4.2,0.72,0.16,24.37,yellow,credit card,Yorkville West,Greenwich Village North,Manhattan,Manhattan
2019-03-07 11:28:43,2019-03-07 11:42:39,1,7.74,9.67,2.37,0.01,37.4,yellow,cash,Alphabet City,Midtown North,Manhattan,Manhattan
2019-03-09 18:26:00,2019-03-09 18:42:04,1,2.69,10.1,0.82,0.01,14.35,yellow,credit card,Two Bridges/Seward Park,Marine Park/Mill Basin,Manhattan,Brooklyn
2019-03-16 08:48:57,2019-03-16 09:05:43,2,3.78,13.42,1.41,0.07,16.9,yellow,cash,TriBeCa/Civic Center,Starrett City,Manhattan,Brooklyn
2019-03-09 09:23:34,2019-03-09 09:38:49,1,15.16,5.3,2.74,4.07,7.33,yellow,credit card,JFK Airport,Fresh Meadows,Queens,Queens
2019-03-08 11:51:19,2019-03-08 12:05:15,1,0.24,16.52,3.69,0.09,17.5,yellow,cash,Manhattan Valley,Gravesend,Manhattan,Brooklyn
2019-03-09 20:10:17,2019-03-09 20:22:46,5,6.8,14.1,1.71,0.3,17.56,yellow,credit card,Garment District,Kingsbridge Heights,Manhattan,Bronx
2019-03-27 20:50:02,2019-03-27 21:03:28,1,2.85,12.3,4.69,0.13,15.39,yellow,cash,Hudson Sq,Clinton East,Manhattan,Manhattan
2019-03-15 07:45:35,2019-03-15 07:59:39,1,2.16,5.6,0.64,0.09,12.54,yellow,credit card,Clinton East,Allerton/Pelham Gardens,Manhattan,Bronx
2019-03-30 05:38:43,2019-03-30 05:54:38,1,0.67,8.6,0.19,0.09,40.43,yellow,cash,Upper East Side South,Lincoln Square West,Manhattan,Manhattan
2019-03-06 11:43:24,2019-03-06 11:57:43,3,0.56,6.08,5.4,0.1,6.95,yellow,credit card,Midtown Center,Crotona Park East,Manhattan,Bronx
2019-03-05 15:57:28,2019-03-05 16:13:16,1,4.31,11.3,2.51,2.52,47.92,yellow,cash,LaGuardia Airport,East Village,Queens,Manhattan
2019-03-28 02:18:05,2019-03-28 02:33:08,1,2.7,6.8,4.15,0.2,19.02,yellow,credit card,Washington Heights South,Washington Heights South,Manhattan,Manhattan
2019-03-31 07:46:15,2019-03-31 08:01:51,4,3.25,7.65,6.11,0.05,8.1,yellow,cash,East Chelsea,Bushwick North,Manhattan,Brooklyn
2019-03-31 12:00:35,2019-03-31 12:14:34,1,12.29,6.3,1.52,0.1,10.08,yellow,credit card,West Village,East Tremont,Manhattan,Bronx
2019-03-19 03:29:21,2019-03-19 03:41:45,1,5.44,18.9,2.83,0.75,119.33,yellow,cash,LaGuardia Airport,Claremont/Bathgate,Queens,Bronx
2019-03-29 02:07:38,2019-03-29 02:21:04,1,36.7,42.9,2.17,2.44,72.11,yellow,credit card,Woodside,World Trade Center,Queens,Manhattan
2019-03-30 16:21:34,2019-03-30 16:35:37,1,1.62,13.98,1.02,0.2,16.8,yellow,cash,East Harlem South,Washington Heights South,Manhattan,Manhattan
2019-03-15 12:32:31,2019-03-15 12:44:37,2,0.0,11.1,4.95,0.16,13.67,yellow,credit card,Murray Hill,Pelham Parkway,Manhattan,Bronx
2019-03-24 02:24:19,2019-03-24 02:40:32,2,1.5,6.8,0.6,0.13,11.98,yellow,cash,East Village,Greenpoint,Manhattan,Brooklyn
2019-03-04 07:54:23,2019-03-04 08:06:56,1,4.42,6.1,1.27,1.29,7.26,yellow,credit card,LaGuardia Airport,Old Astoria,Queens,Queens
2019-03-11 12:04:56,2019-03-11 12:19:40,1,3.9,3.3,1.17,0.13,12.55,yellow,cash,Clinton East,Astoria,Manhattan,Queens
2019-03-25 05:34:26,2019-03-25 05:48:29,1,9.13,10.9,1.09,0.03,30.16,yellow,credit card,Williamsburg (South Side),SoHo,Brooklyn,Manhattan
2019-03-01 13:50:52,2019-03-01 14:04:55,1,0.61,5.62,0.62,0.03,5.7,yellow,cash,East Chelsea,Alphabet City,Manhattan,Manhattan
2019-03-10 05:16:34,2019-03-10 05:27:39,1,0.5,10.9,7.3,0.03,21.39,yellow,credit card,UN/Turtle Bay South,World Trade Center,Manhattan,Manhattan
2019-03-10 00:57:10,2019-03-10 01:12:10,5,0.49,11.7,0.1,0.35,33.04,yellow,cash,Lenox Hill East,Jackson Heights,Manhattan,Queens
2019-03-15 01:40:54,2019-03-15 01:56:21,1,4.28,39.6,11.52,0.56,50.34,yellow,credit card,Rosedale,Manhattan Valley,Queens,Manhattan
2019-03-31 05:05:40,2019-03-31 05:18:29,1,4.2,4.5,1.17,0.1,34.3,yellow,cash,Union Sq,Clinton West,Manhattan,Manhattan
2019-03-07 19:46:27,2019-03-07 20:02:26,1,0.14,5.0,2.39,0.11,8.31,yellow,credit card,Midtown Center,Seaport,Manhattan,Manhattan
2019-03-25 06:49:14,2019-03-25 07:02:42,1,0.15,8.3,0.42,0.09,9.79,yellow,cash,Midtown South,Soundview/Castle Hill,Manhattan,Bronx
2019-03-11 06:27:02,2019-03-11 06:41:57,1,8.22,14.2,0.76,0.08,20.3,yellow,credit card,Midtown North,Soundview/Castle Hill,Manhattan,Bronx
2019-03-02 17:44:26,2019-03-02 17:56:31,1,0.01,6.9,5.6,0.03,11.19,yellow,cash,Lenox Hill East,Queensboro Hill,Manhattan,Queens
2019-03-13 21:05:54,2019-03-13 21:19:47,1,3.75,6.24,0.61,0.27,7.9,yellow,credit card,Williamsburg (South Side),East Harlem North,Brooklyn,Manhattan
2019-03-06 10:52:07,2019-03-06 11:04:07,1,4.12,5.2,4.23,0.12,24.43,yellow,cash,Lincoln Square East,Yorkville East,Manhattan,Manhattan
2019-03-06 05:15:29,2019-03-06 05:29:32,1,22.94,15.09,0.62,0.15,42.3,yellow,credit card,Downtown Brooklyn/MetroTech,Lower East Side,Brooklyn,Manhattan
2019-03-01 08:56:01,2019-03-01 09:11:41,2,1.52,13.43,1.78,0.1,13.9,yellow,cash,Penn Station/Madison Sq West,Flatiron,Manhattan,Manhattan
2019-03-01 11:26:54,2019-03-01 11:42:15,1,1.88,6.6,0.25,0.12,24.87,yellow,credit card,Clinton East,Alphabet City,Manhattan,Manhattan
2019-03-24 15:46:36,2019-03-24 16:01:49,1,0.33,11.83,7.46,0.05,18.9,yellow,cash,Times Sq/Theatre District,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-19 04:52:53,2019-03-19 05:05:06,2,1.98,6.8,0.2,0.09,18.83,yellow,credit card,Lincoln Square East,North Corona,Manhattan,Queens
