sentence,label,idx
"Everybody who attended last week's huge rally, whoever they were, signed the petition.",1,430
That professor is feared by all students.,1,636
Frank Churchill crossed the street.,1,356
"Hopefully, we'll make it through the winter without snow.",0,580
Jessica loaded boxes under the wagon.,1,773
The committee knows whose efforts to achieve peace the world should honor.,1,253
The report that crime was declining surprised many people.,1,435
I presented it to Bill to read.,1,199
"They love to play golf, but I do not.",1,745
Frances hid the presents in the drawer.,0,828
She voted for herself.,1,56
The administration has issued a statement that it is willing to meet with one of the student groups.,0,1003
"She was dancing with somebody, but I don't know who with.",0,595
"We launched the rocket to the moon, but it blew up before it got there.",0,837
Have you seen my model airplane collection?,0,445
I believe there to be no way out.,1,934
Terry delighted my pain.,1,908
Was sunk.,1,855
It was to John that I gave the book.,1,927
It was hated for John to leave.,1,931
Nobody told Susan.,0,241
We gave us to the cause.,1,861
We made them be rude.,1,550
I've lost my wallet or I've lost my mind.,1,722
The tank leaked the fluid free.,0,634
The children are fond that they have ice cream.,0,294
There is a nurse available.,0,340
It was believed by the students that they would have an exam.,1,521
Carla slid at the book.,1,589
Something happened I couldn't really talk about.,1,509
What the water did to the bottle was fill it.,1,661
Sandra beamed a cheerful welcome.,1,583
John bought a dog for himself to play with.,1,569
The bread cuts easily.,1,119
The bird sing.,1,422
Jack is the person with whom Jenny fell in love with.,1,62
Frank Churchill crossed the street.,1,486
John tried to please Stephen.,0,137
Books were taken from each student and given to Mary.,1,44
This building is tall.,1,267
"Poor Bill, it had started to rain and he had no umbrella.",1,198
Lights go out at ten. There will be no talking afterwards.,1,422
"Meg is attracted to Harry, but they don't know who she is attracted to.",0,392
I won't ask you to believe that he tried to force me to give her any money.,1,31
The police sprayed the protesters with water.,1,230
The bed was slept in.,1,224
Phillip gave the medal to the soldier.,0,561
What Mary did Bill was give a book.,1,693
John wants not to leave the town.,1,338
John thinks it would upset himself to die.,0,31
Carmen bought Mary a dress.,1,24
It was the peasant girl who got it.,1,467
Ann bought a first edition of Richard III for $1000.,1,1009
John tried to be a good boy.,0,369
I served my guests.,1,514
They make good cooks.,1,409
Each candidate who has interest in semantics will be admitted to the department.,0,647
"Everybody gets on well with a certain relative, but often only his therapist knows which one.",1,388
It never occurred to Pat that Chris knew the answer.,1,352
Books were taken from no student and given to Mary.,1,499
I met the man who grows peaches.,0,137
It loved Sandy.,1,853
You've really lived it up.,1,529
Something happened I couldn't really talk about.,0,626
"Knowing the country well, he took a short cut.",0,1019
She knew French for Tom.,1,367
John often meets Mary.,0,909
There loved Sandy.,1,687
This girl in the red coat will put a picture of Bill in the mailbox and on your desk before tomorrow.,1,358
It is a golden hair.,1,927
"I think Agnes said that Bill would speak, but I don't remember what about.",1,761
Jessica crammed boxes at the truck.,1,647
Chris was handed a note.,1,463
I read some of the book.,1,866
It would prove our theory to be untenable for carrots to be vegetables.,1,154
the one with a red cover takes a very long time to read.,1,496
Which article did Terry file papers without reading?,1,318
Kim alienated cats and beating his dog.,1,984
The artist drew the child with a pencil.,0,128
Nobody saw Pat.,1,294
John is near Larry.,0,270
Pat is hate Chris.,1,908
There seemed to be intelligent.,1,1012
We found your letter to ourselves in the trash.,1,324
If only Superman would stop flying planes!,0,269
A letter was received that Jones would be upset by.,1,491
That Chris knew the answer occurred to Pat.,1,525
In which way is Clinton anxious to find out which budget dilemmas Panetta would be willing to solve?,0,954
My mother is easy to please my father and.,0,44
I met the person who left.,1,845
It is painting by Klee or drawing by Miro that the museum displays no.,0,397
Kris donated a book to the library.,1,127
Books were taken from no student and given to Mary by any professor.,0,754
"Sandy was trying to work out which students would be able to solve a certain problem, but she wouldn't tell us which one.",1,646
Where did you go and who ate what?,0,929
John lay the ball in the box.,1,990
It is to give up to leave.,1,624
I wrote to Bill.,0,874
"Fluffy is sick, which not everybody knows.",1,407
I lent the book partway to Tony.,1,447
Carla slid at the book.,1,914
"Bill's story about Sue may be amazing, but Max's is virtually incredible.",1,778
Sam offered the ball out of the basket.,0,93
"The more you would want, the less you would eat.",1,484
He let the cats which were whining out.,0,94
"We launched the rocket to the moon, but it blew up before it got there.",0,752
Nobody likes us.,1,605
She talked to John or Mary but I don't know which.,1,901
It was the policeman met that several young students in the park last night.,1,570
The committee knows whose efforts to achieve peace the world should honor.,0,561
The worker will have a job.,0,711
John regretted it that Bill had a good time.,1,569
How fierce the battle?,0,205
Lou put the umbrella in the closet.,0,285
Bill ate the peaches and Harry did the grapes.,1,906
"Tony sent Mo a picture that he painted, but it's not clear with what.",0,636
"Chris walks, Pat eats broccoli, and Sandy plays squash.",1,921
"She mailed John a letter, but I don't know to whom.",0,754
John put the book in the box.,1,598
He left the train with somebody else's wallet in his pocket.,1,153
What did you ask who Medea gave?,1,416
John considers Bill to be silly.,0,746
I noticed the.,1,873
the book of poems and from Blackwell takes a very long time to read.,0,188
I'm sure we even got these tickets!,0,254
I thought that you were sick.,1,133
The voices echoed in the hall.,0,42
I would prefer for John to leave.,1,157
He was arrested by the police.,1,1042
Paul laughed at Mary.,0,599
Chocolate eggs were hidden from each other by the children.,1,540
I didn't have a red cent.,1,913
"Though he may hate those that criticize Carter, it doesn't matter.",1,643
I met the person who left.,0,509
Jean persuaded Robert.,1,705
John thinks that Mary loves himself.,1,312
It did not rain.,1,642
Carla slid the book.,1,300
Sally kissed himself.,1,607
The magazines were sent by Mary to herself.,1,746
Bill's story about Sue and Max's about Kathy both amazed me.,1,809
"I know that Meg's attracted to Harry, but they don't know who.",0,340
I have much of the manuscript left to type.,1,48
"Every student, and he wears socks, is a swinger.",1,35
"Everybody gets on well with a certain relative, but often only his therapist knows which one.",1,667
To leave would be a pleasure.,0,272
Ann bought a first edition of Richard III for $1000.,1,899
"Bill didn't eat the peaches, nor Harry.",1,731
"That the fuzz wanted him worried John, but that the fuzz wanted her didn't worry Mary.",0,867
The child put the toy on the table.,1,735
"John wants to read Fred's story, and I also want to.",1,819
"They claimed they had settled on something, but it wasn't clear what they had settled on.",1,139
This violin is difficult to play sonatas on.,0,86
I would prefer for John to leave.,0,447
They knew that pictures of each other would be on sale.,1,759
The wealthy young man bought that piano for his secret fiancée.,0,424
John promised Bill to leave.,1,228
It was a brand new car that he bought.,0,749
Lou hoped the umbrella was broken.,1,416
Jessica loaded boxes on the wagon.,1,738
Everybody around here who ever buys anything on credit talks in his sleep.,1,686
I don't know who John likes.,1,683
Benny worked in a shoe factory when he was a student.,1,957
Some people consider the dogs dangerous.,1,166
The argument was summed by the coach up.,1,1003
Books were taken from each student and given to Mary.,1,299
The proof this set is recursive is difficult.,1,694
John was spoke by Mary to.,1,725
"Which book's, author did you meet who you liked?",1,377
The book was by John written.,1,529
"No writer, and no playwright, meets in Vienna.",1,320
A letter was received that Jones would be upset by.,1,1013
It was believed that Bill was tardy.,0,883
"No writer, nor any playwright, meets in Vienna.",0,143
Sue gave to Bill a book.,1,989
Students studying English reads Conrad's Heart of Darkness while at university.,1,72
What the water did to the bottle was fill it.,0,319
I wonder in whom them to place their trust.,1,859
Tabs were kept on each agent by the other.,1,576
"Bill's story about Sue may be amazing, but Max's is virtually incredible.",1,41
Martha carved the baby a toy out of wood.,1,255
The paper was written by John up.,1,902
Some people consider the dogs in my neighborhood dangerous.,1,974
Few dog barked.,1,394
The book that I like which everyone else in the class hates was written by John.,1,782
John regretted it that Bill had a good time.,0,710
Henri wants to buy which books about cooking?,1,377
I presented John with it dead.,1,23
Us love they.,1,96
Nobody who hates to eat anything should work in a delicatessen.,1,188
She can run an accelerator.,1,224
"I think Agnes said that Bill would speak, but I don't remember what about.",0,1010
Maxwell is quite a doctor.,0,391
The witch poisoned the children.,1,22
"I know which book José didn't read for class, and which book Lilly did it for him.",0,26
I ate a salad that was filled with lima beans.,1,389
It never occurred to Pat that Chris knew the answer.,1,274
We offered a job to her.,1,66
John grudgingly accepted judgments of his incompetence as an auto mechanic.,1,522
The administration has issued a statement that it is willing to meet a student group.,1,208
Nobody saw Pat.,1,5
"Max seemed to be trying to force Ted to leave the room, and Walt, Ira.",0,550
"He announced he had eaten the asparagus, but we didn't know what.",1,818
I wonder whose mother's dog died.,1,864
I wondered who Medea had poisoned.,0,136
The paper was written by John up.,0,234
She knew French for Tom.,0,434
The soundly and furry cat slept.,1,374
We recommend to eat less cake and pastry.,0,402
The bird give the worm a tug.,1,827
John ate dinner but I don't know who.,0,548
Who achieved the best result was Angela.,1,639
John made Bill master of himself.,0,199
We donated wire for the convicts to build cages with.,1,423
John bought a dog for himself to play with.,1,331
The bills passed by the House yesterday that we objected to were vetoed.,1,581
It was believed by the students that they would have an exam.,1,429
"Bill bought a red house, and Max bought one too.",1,837
This dogs barked.,1,470
"Everybody who attended last week's huge rally, whoever they were, signed the petition.",0,73
Maytag will give a brand-new dryer to the winner of the Mrs.,1,283
Mary intended John to go abroad.,0,976
That you will marry any student is not certain.,1,395
Mary came to be introduced by the bartender and I also came to be.,1,839
A pilot could be flying this plane.,0,927
The men will all leave.,1,629
John was struck by Bill's idiocy.,1,556
The dogs barked.,1,91
"George has spent a lot of money, hasn't he?",1,690
We tried to amuse them that Kim was singing.,0,221
It's not because I have any sympathy for urban guerillas that I helped him.,0,702
It is some disgruntled old pigs in those ditches that humans love to eat.,0,482
"Bill must quickly eat the peaches, and Harry must slowly.",0,261
Ted was bitten by the spider.,0,356
The child and her mother clung together.,0,105
We preferred them on our team.,0,337
Some people consider noisy dogs dangerous.,1,429
Sandra beamed a cheerful welcome.,1,353
"The soup cooks, thickens.",1,936
What additional categories and rules would be required to handle these verbs?,1,967
The man I saw get into the cab robbed the bank.,1,875
The children amused.,1,724
How sane is Peter?,0,437
I sensed his eagerness.,1,279
John placed Kim behind the garage.,1,704
"He shouted again, but I don't know who to.",0,901
The table was wiped by John clean.,1,369
"He announced he would marry the woman he loved most, but none of his relatives could figure out who.",0,459
Which girl did Mike quip never wore this hat?,1,979
Some people yell at noisy dogs in my neighborhood.,1,563
Susan frightens her.,1,931
You will believe Bob.,1,666
The correspondence school made Bill a good typist.,1,773
"Extremely frantically, Anson danced at Trade",0,956
John talked to Bill about himself.,1,604
I saw her duck.,1,813
Water bubbled up out of the kettle.,0,804
He left the train with somebody else's wallet in his pocket.,0,719
Gwen hit the baseball.,1,607
This week will be a difficult one for us.,1,938
The teacher disappeared the problem.,1,690
She can run an accelerator.,1,372
Packages drive easily to New York.,0,348
"I know which book José didn't read for class, and which book Lilly did it for him.",1,358
Some people consider the noisy dogs dangerous.,0,383
The bills passed by the House yesterday that we objected to were vetoed.,0,584
The boy in the doorway waved to his father.,1,212
Everyone hopes everyone to sleep.,1,1010
The witch poisoned the children.,0,208
Medea tried the nurse to poison her children.,1,654
"Bob tried to wash himself, and Mary to read the funnies.",1,466
I would hate for John to leave.,1,856
The magazines were sent to herself by Mary.,1,485
Bother you that Kim left!,1,833
The magazines were sent to herself by Mary.,0,695
Some my jobs are in jeopardy.,1,110
The men will all leave.,1,682
I enjoy yourself.,1,11
the attempt by John to leave surprised me.,0,753
The correspondence school sent Bill a good typist.,0,506
I didn't have a red cent.,0,330
John tried to please Stephen.,0,65
I thought that you were sick.,0,384
The needle poked the cloth.,0,564
Lou forgot the umbrella.,0,118
John said Joan saw someone from her graduating class.,1,969
It is a golden hair.,0,798
"Sarah promised Catherine her old car, but then gave it to her son instead.",0,956
We pulled free.,1,13
What they feared most was to be no one available to help them.,1,357
Books were taken from each student and given to Mary by the other.,1,347
I was already aware of fact.,1,188
I believe there to be no way out.,0,614
Anson thought that himself was happy.,1,436
Harriet admired Mr Knightley.,1,175
The defendants denies the allegation.,0,1032
That the Cardinal won the game gave Sandy a thrill.,1,828
Neither of students failed.,1,574
"Bill ate the peaches, but Harry the grapes.",1,773
The mayor regarded as being absurd the proposal to build a sidewalk from Dartmouth to Smith.,1,663
Mike talked about politics yesterday to my friends.,1,1035
Chris handed Bo.,0,76
The kennel which Mary made and Fido sleeps has been stolen.,1,579
The bucket was kicked by Pat.,1,572
Books were taken from each student by the other.,1,310
It is a golden hair.,1,134
John loaded the wagon with hay green.,1,972
"That the fuzz wanted him worried John, but that the fuzz wanted her didn't worry Mary.",1,619
John is sick.,1,705
Sandra beamed a cheerful welcome.,0,232
"She was dancing with somebody, but I don't know who with.",1,276
What the water did to the bottle was fill it.,0,455
the attempt by John to leave surprised me.,1,998
TV puts dumb ideas.,1,528
Lora buttered at the toast.,1,406
The wealthy young man bought that piano for his secret fiancée.,0,604
The child put the toy on the table.,1,271
It is to give up to leave.,1,162
I won't ask you to believe that he tried to force me to give her any money.,1,866
Sally kissed himself.,1,355
John taught English Syntax to new students.,1,564
The storm arrived after the picnic.,1,527
Some people consider dogs in my neighborhood dangerous.,1,1035
They yelled.,1,960
Which boy's did we elect guardian's employer president?,0,226
"Chris walks, Pat eats broccoli, and Sandy plays squash.",1,755
How did you guess that he fixed the computer?,1,247
John placed Kim behind the garage.,1,432
Pat is hate Chris.,1,29
John was spoken by Mary to.,1,973
The storm arrived after the picnic.,1,310
"That he was hungry, John whined.",0,699
I talked to Winston about himself.,1,618
Ann bought a first edition of Richard III for $1000.,0,584
That movie always shocks people.,1,37
Some people consider dogs in my neighborhood dangerous.,1,667
I sensed his eagerness.,0,908
I presented it to Bill to read.,1,742
The sailors rode the breeze clear of the rocks.,0,767
"That the cops spoke to the janitor about it yesterday is terrible, that robbery.",0,505
We elected me.,1,37
The horse that was raced past the barn fell.,0,80
Felicia kicked the ball off the bench.,1,913
Chris was handed.,0,237
1 gave Mary after the party a book.,1,85
"The newspaper has reported that they are about to appoint someone, but I can't remember who they are about to appoint.",0,311
John asked.,1,665
The car was driven by John to Maine.,1,311
Kim and Terry is happy.,1,936
The farmer loaded the cart with apples.,0,1018
to die is no fun.,0,603
Himself is understood by Rutherford.,1,765
We like ourselves.,0,452
You wanted to meet the man I saw.,1,749
The defendants denies the allegation.,1,955
The farmer loaded the cart with apples.,1,200
Everyone who knows either Susan or Laura likes her.,1,468
Any trouble is what I don't want.,1,380
What did you ask who saw?,0,192
"After reading the pamphlet, Judy threw it into the garbage can.",0,64
Some people consider noisy dogs in my neighborhood dangerous.,1,379
Did Athena help us?,1,284
A magazine about crime appeared on the newsstands.,1,642
I know you eat asparagus.,1,55
To leave would be a pleasure.,1,34
Sandy was trying to work out which students would be able to solve a certain problem.,0,145
With no job would John be happy.,1,907
There is believed to be sheep in the park.,1,995
Fanny regretted having to talk to Aunt Norris.,1,712
A felon was elected to the city council.,1,311
"Most elections are quickly forgotten, but the election of 2000, everyone will remember for a long time.",1,417
The correspondence school sent Bill a good typist.,1,7
Gwen hit the baseball.,1,509
Max is on the phone now.,1,5
The man who Mary loves and Sally hates computed my tax.,0,922
Which pictures of himself does John like?,0,375
"John wants to read Fred's story, and I also want to.",1,834
The bears sniffed,1,816
That movie always shocks.,1,505
Advantage is taken of every opportunity for improvement.,0,989
Mary has always preferred lemons to limes.,1,554
The patient was died.,1,151
Mary wonders that Bill will come.,1,437
We relied on Leslie.,1,92
Maytag will give a brand-new dryer to the winner of the Mrs.,1,484
Leslie told us about us.,1,429
Books were taken from each student and given to Mary by the other.,1,318
"Any tiger has orange fur, marked with black stripes.",1,183
I don't know if I should agree.,1,18
We admired the pictures of ourselves in the album.,0,896
Nobody saw Pat.,0,129
The book was seen by Mary.,1,714
The bird sing.,1,332
The tube was escaped by gas.,0,575
Jessica loaded boxes on the wagon.,1,549
This flyer and that flyer differ apart.,1,497
The cat got bitten.,1,76
Everybody around here who ever buys anything on credit talks in his sleep.,1,524
Susan told her a story.,0,602
Sharon fainted from hunger.,0,226
"Drowning cats, which is against the law, are hard to rescue.",0,419
What the water did to the whole bottle was fill it.,1,912
Which pictures of himself does John like?,1,693
He washed yourself.,0,1021
Dana walking and Leslie running.,0,966
Any owl hunts mice.,1,429
Something happened I couldn't really talk about.,1,99
That movie always shocks people.,0,185
He was arrested by the police.,0,1039
I want goes to the store.,1,614
John became deadly afraid of flying.,1,542
That acorn will grow into an oak tree.,1,652
These cars drive easily.,1,738
Mary saw the boy walking toward the railroad station.,1,405
Paul laughed at Mary.,0,1012
Everyone hopes everyone to sleep.,0,189
The correspondence school made Bill a good typist.,1,790
A student who to talk to us just walked in.,1,873
Books were taken from each student and given to Mary.,1,830
A magazine appeared on the newsstands.,1,613
I dislike the company in which we placed our trust.,1,504
A chair was broken.,1,975
I walk and Dana runs.,1,391
Have you seen my model airplane collection?,1,880
Birds sings.,1,395
I hope to would study in France.,0,388
"We wanted to invite someone, but we couldn't decide who to.",1,460
Cynthia nibbled on the carrot .,1,1038
Amanda carried the package to Pamela.,0,662
Brian threw the fence with the stick.,1,705
John bought a book on the table.,1,448
Leslie likes ourselves.,1,620
We persuaded Mary to leave and Sue to stay.,0,137
"Bill wondered how many papers Sandy had read, but he didn't care which ones.",0,244
Of whom are you thinking?,1,17
The birds gives the worm a tug.,1,213
"Which boy's, mother, did you meet who you liked?",1,32
Ted was bitten by the spider.,1,720
It loved Sandy.,1,841
Cynthia nibbled on the carrot .,1,147
"Whenever Russia has made a major political blunder, the U.S. has too.",0,829
Tabs were kept on each agent by the other.,0,376
Everyone hopes everyone to sleep.,0,645
There is a seat available.,1,245
Sophie will theater.,0,802
Whose bagels do you like?,1,985
Brown presented a plaque to Jones.,1,860
The defendant denied the accusation.,0,1007
"John wants to read Fred's story, and I also want to.",1,957
John has not kissed Mary.,0,216
Brown presented a plaque to Jones.,1,421
"The more you would want, the less you would eat.",0,23
Some people yell at the dogs in my neighborhood.,1,661
That surprised me.,0,389
Few dog barked.,0,137
"John, told Mary that it would be appropriate to leave together.",0,139
I wonder who to place my trust in.,1,977
I'm creating a committee. Kim – you're in charge.,1,718
The teacher became angry with the students.,1,691
The cat got bitten.,1,509
John heard that they criticized themselves.,0,245
John has something for Bill to do.,1,154
He could not] have been working.,1,526
The teacher disappeared the problem.,0,938
Sarah smiled a charming smile.,1,886
He left the train with somebody else's wallet in his pocket.,0,135
Sandra beamed a cheerful welcome.,1,615
"Because Steve's of a spider's eye had been stolen, I borrowed Fred's diagram of a snake's fang.",1,850
The patient died.,0,214
The stream twists through the valley.,1,352
"If the ants were called elephants and elephants ants, I'd be able to squash an elephant.",1,57
the putter of books left.,1,55
The sailors rode the breeze clear of the rocks.,1,756
A large dog chased a small cat.,1,270
The magazines were sent by Mary to herself.,1,529
Fido barks.,0,843
What did Bill buy?,1,480
"The soup cooks, thickens.",1,453
We appeared to them to vote for themselves.,1,491
Dana walking and Leslie running.,1,1009
The person confessed responsible.,1,587
"Joe's neuroses bother his patrons, and Sally does too.",0,194
They needn't take this exam.,0,799
Some people yell at noisy dogs in my neighborhood.,0,14
The dogs barked.,1,696
These dogs barked.,0,329
Cynthia chewed.,1,874
I dislike the people in who we placed our trust.,1,994
The teacher disappeared the problem.,0,252
There were four men arriving at the station when I pulled up.,1,678
John loaded the wagon full with hay.,1,1003
The chickens seem fond of the farmer.,0,849
"John, told Mary that it would be appropriate to leave together.",1,391
It is nice to go abroad.,1,623
We preferred them on our team.,0,473
I'm creating a committee. Kim – you're in charge.,1,1017
"John likes some students, but I don't know who.",1,908
Everyone hopes that he will sleep.,1,290
It has been determined that somebody will be appointed; it's just not clear yet who.,0,937
Mary beautifully plays the violin.,1,158
John grudgingly accepted judgments of his incompetence as an auto mechanic.,1,470
Us like them.,1,254
Kick you!,0,875
to steal talismans from witches is dangerous,0,966
John was promised by Bill to leave.,1,398
The defendants denies the allegation.,0,925
John is tall on several occasions.,1,258
Dana walking and Leslie running.,1,962
The children admire their mother.,1,1023
Us love they.,1,261
Who for Sandy to talk to is still enrolled in the class?,1,487
Here's a knife with which for you to cut up the onions.,0,387
"Sandy is very anxious to see if the students will be able to solve the homework problem in a particular way, but she won't tell us in which way.",0,295
They should pen the letter quickly.,1,42
Mira condemned Terry for the accident.,1,332
Carmen obtained the spare part at the hardware store.,1,381
Park Square has a festive air.,1,150
"John wants to read Fred's story, and I also want to.",1,150
Henry found that Bill is sad.,1,342
John's mother likes himself.,0,780
John decided for Bill to get the prize.,1,442
A proof that the claim had been. made was giver that John had lied.,0,331
I saw Bill while you did so Mary.,0,413
"The younger woman might have been tall and, and the older one definitely was, blond.",1,380
The artist drew the child with a pencil.,0,131
She said she talked to those students but I don't know how many.,0,1011
"Arizona elected Goldwater Senator, and Massachusetts, McCormack.",0,980
"Which book's, author did you meet who you liked?",1,164
I sent the package halfway around the world.,1,299
The guard marched the prisoners round the yard.,1,113
I presented it to Bill to read.,1,10
The book surprised many people.,0,59
One of Korea's most famous poets wrote these lines.,1,722
"I know how many assignments I've graded, but I don't know how many Bill has.",0,918
"Sarah promised Catherine her old car, but then gave it to her son instead.",1,959
"The higher the stakes, the lower his expectations are.",1,431
It was the policeman met that several young students in the park last night.,1,183
Leslie told us about us.,1,324
Everyone relies on someone. It's unclear who.,1,406
The mayor regarded as being absurd the proposal to build a sidewalk from Dartmouth to Smith.,0,869
I would hate for John to leave.,1,662
Some people yell at the dogs in my neighborhood.,0,1029
Maxwell is quite a doctor.,0,940
We forgot our invitations.,1,869
The boy in the doorway waved to his father.,1,895
Mary was respected by John.,1,231
Everything you like is on the table.,1,191
I know the person whose mother died.,1,884
It is not true that I might be going to the party.,0,94
John was found in the office.,1,655
The book surprised many people.,1,778
John is sick.,1,862
I wonder in whom them to place their trust.,0,194
John was spoke by Mary to.,0,788
The government's imposition of a fine.,0,384
You should sit before there.,1,495
We preferred them on our team.,0,911
That surprised me.,0,545
Few dog barked.,1,447
Anson demonized,1,711
Jean wants Bill to do the Macarena.,1,411
The guard marched the prisoners round the yard.,1,889
Bill's wine from France and Ted's from California cannot be compared.,1,839
many information was provided.,1,890
John was believed to be telling the truth by Mary.,1,164
"I demand that the more John eat, the more he pays.",1,703
John made Bill master of himself.,0,743
Did the child be in the school?,1,427
Students studying English reads Conrad's Heart of Darkness while at university.,1,540
Anson thought that himself was happy.,0,1037
There is a nurse available.,0,932
Ricky can be relied on.,0,10
the baker from whom I bought these bagels left.,1,137
The bills passed by the House yesterday that we objected to were vetoed.,0,36
"We wanted to invite someone, but we couldn't decide who to.",1,907
Paul laughed at Mary.,1,239
That he is here is clear.,1,107
"I know how many assignments I've graded, but I don't know how many Bill has.",1,948
I would hate for John to leave.,1,307
Each author whose contribution is written in any language other than English will provide a summary in English.,1,1034
A magazine about crime appeared on the newsstands.,1,670
Wind was gotten of a plot to negotiate an honorable end to the war in Vietnam.,1,603
Linda winked her lip.,0,926
The cat was bitten the mouse by the dog.,1,833
"Sally is tall, and may be blond, and Sheila is short, and definitely is, blond.",0,728
I'm even sure we got these tickets!,1,376
Agnes wondered how John could eat but it's not clear what.,1,922
"Mary listens to the Grateful Dead, she gets depressed.",0,786
I would hate for John to leave.,1,907
I bought it to give to Pete.,0,279
The love of my life and mother of my children would never do such a thing.,1,996
That Chris knew the answer occurred to Pat.,1,840
He likes cookies and he hates crumb cake.,0,738
The dogs barked.,1,290
John's mother likes himself.,1,606
I presented Bill with it to read.,1,797
I dislike the company in which we placed our trust.,0,577
Tabs are kept on suspected drug dealers by the FBI.,0,630
He turned into a frog.,0,1006
We offered a job to her.,1,609
John grudgingly accepted judgments of his incompetence as an auto mechanic.,0,182
Jason persuaded the doctor to treat Medea,1,509
"The more does Bill smoke, the more Susan hates him.",1,411
A letter was received that Jones would be upset by.,0,287
"Which boy's, mother, did you meet who you liked?",1,988
I won't have some money.,1,942
Out of the box jumped a little white rabbit.,1,1036
Susan told a story to her.,1,106
That girl was given my binoculars by him.,1,563
The crocodile devoured the doughnut.,0,837
No one can forgive that comment to you.,1,510
"That he was hungry, John whined.",1,842
Bill ate the peaches and Harry did the grapes.,1,1006
"As a teacher, you have to deal simultaneously with the administration's pressure on you to succeed, and the children's to be a nice guy.",0,192
Books were taken from no student and given to Mary by any professor.,0,197
They represented seriously to the dean Mary as a genuine linguist.,1,807
Marianne did not leave.,1,261
John's drum will always bother me.,1,741
"Every senator seems to become more corrupt, as he talks to more lobbyists.",0,417
"The higher the stakes, the lower his expectations are.",1,447
