code,state,category,total exports,beef,pork,poultry,dairy,fruits fresh,fruits proc,total fruits,veggies fresh,veggies proc,total veggies,corn,wheat,cotton
MI	Michigan,,state,3955.75,23.7,47.4,291.3,766.83,57.0,96.4,188.5,36.3,99.3,142.97,320.9,444.4,159.82
NJ	New Jersey,,state,7508.02,191.9,193.2,69.0,109.56,1.55,63.8,375.1,18.6,25.3,42.9,10.3,379.9,59.52
MD	Maryland,,state,304.3,38.1,29.4,3.1,20.35,29.4,68.8,120.39,5.4,43.4,45.2,290.99,6.2,22.59
OR	Oregon,,state,1157.55,0.1,52.7,27.7,4.57,35.6,317.9,502.14,39.2,86.73,116.7,194.5,20.0,63.58
KS	Kansas,,state,6507.05,1.7,145.7,62.4,12.04,15.2,305.23,395.5,10.3,22.14,169.5,219.5,180.0,97.76
NY	New York,,state,704.6,214.81,202.7,147.1,38.7,108.2,477.3,698.1,1.6,98.24,107.6,148.1,50.9,61.72
MN	Minnesota,,state,3513.65,9.0,450.1,245.8,59.54,8.3,24.7,111.33,16.0,51.05,63.2,208.8,86.9,3.56
ND	North Dakota,,state,2185.92,269.4,298.0,69.1,66.76,105.5,279.4,479.71,19.6,23.9,37.31,184.1,44.8,307.91
WI	Wisconsin,,state,741.0,30.64,40.7,54.0,5.39,50.6,62.5,426.5,1.6,42.5,195.36,562.94,66.6,82.37
MT	Montana,,state,846.47,33.3,72.6,83.3,2.57,26.3,64.9,296.01,70.87,96.6,149.1,391.0,26.6,135.37
RI	Rhode Island,,state,2142.57,35.9,43.9,20.1,16.03,14.5,129.9,312.83,10.9,122.0,154.75,49.9,41.6,333.01
ID	Idaho,,state,5244.41,5.3,57.1,47.3,690.88,38.92,71.3,130.2,18.1,83.3,122.0,102.6,120.3,63.44
MS	Mississippi,,state,3450.16,1.5,90.5,50.0,23.88,13.2,52.4,90.19,11.9,61.91,71.6,55.9,130.4,496.78
SD	South Dakota,,state,1105.7,513.2,38.8,70.9,30.05,11.7,137.3,154.85,9.0,16.79,29.2,105.9,64.2,479.2
WV	West Virginia,,state,663.3,9.4,381.9,72.6,7.03,12.78,58.6,172.1,4.4,153.8,224.05,47.2,476.08,103.74
CO	Colorado,,state,500.13,13.4,19.1,76.2,446.94,38.9,52.0,488.68,14.7,103.74,108.6,313.9,123.9,46.76
ID	Idaho,,state,910.48,199.5,248.2,46.5,76.1,6.8,147.8,374.13,38.9,42.5,145.56,128.5,582.6,33.55
KY	Kentucky,,state,1922.66,213.2,18.0,472.2,2.14,61.4,109.4,242.67,15.5,114.9,353.27,182.2,311.1,178.3
CO	Colorado,,state,2193.37,630.0,205.4,71.1,88.77,44.6,95.2,352.29,1.1,14.89,61.2,127.4,72.5,193.93
FL	Florida,,state,9481.79,20.2,41.1,79.3,10.52,33.5,282.73,302.1,0.7,19.9,83.17,837.5,762.3,59.6
IN	Indiana,,state,2456.68,4.3,387.9,13.9,711.05,97.4,98.6,286.07,8.0,47.8,88.52,379.8,357.0,203.8
NY	New York,,state,1219.1,0.7,111.1,350.5,7.67,102.8,467.4,632.65,8.7,26.6,240.15,25.8,6.0,313.91
