_comment,year,fertility,life_expect,n_fertility,n_life_expect,country,p_fertility,p_life_expect
,1990,2.47,77.35,,71.07,Costa Rica,3.3,74.19
,1970,1.37,66.46,4.52,73.98,Costa Rica,2.35,76.74
,1965,4.67,78.35,,79.42,Costa Rica,5.34,77.36
,2000,2.41,77.99,3.77,49.27,Costa Rica,2.1,79.39
,1985,4.31,57.19,4.99,48.28,Costa Rica,2.83,55.93
,1975,4.68,60.01,2.26,56.45,Costa Rica,7.02,63.11
,1970,2.68,71.04,3.33,56.66,Costa Rica,7.14,78.4
,1985,4.79,76.46,,78.21,Costa Rica,4.55,
,2000,7.84,72.27,3.31,73.59,Costa Rica,5.97,64.6
,1975,5.97,63.62,2.11,74.71,Costa Rica,7.74,80.02
,1955,1.72,61.55,2.59,54.1,Costa Rica,5.85,80.24
,1960,3.2,61.04,5.79,47.28,Croatia,6.19,62.53
,1965,5.17,70.02,3.39,59.66,Croatia,3.3,44.63
,1980,7.56,75.64,4.83,59.72,Croatia,3.27,69.3
,1970,2.51,48.53,8.23,56.2,Croatia,7.21,53.89
,2000,2.91,71.32,2.77,71.35,Croatia,7.39,67.23
,1965,5.46,56.6,2.67,72.82,Croatia,7.31,80.24
,1975,1.81,81.04,8.23,80.61,Croatia,3.74,63.75
,1960,1.37,75.27,2.34,72.97,Croatia,8.18,66.34
,1965,5.18,64.88,4.78,59.44,Croatia,4.85,
,2000,2.91,79.5,,53.57,Croatia,2.91,64.16
,1965,2.91,69.02,8.23,52.69,Cuba,2.1,
,1995,4.18,76.32,,69.04,Cuba,6.41,75.21
,1985,4.26,62.4,8.23,,Cuba,1.5,
,1990,6.34,79.97,,73.65,Cuba,7.42,63.24
,1990,4.87,62.33,,62.78,Cuba,3.98,68.69
,1965,2.88,61.09,6.07,61.62,Cuba,4.12,68.72
,1975,3.3,56.98,6.36,63.76,Cuba,4.45,63.75
,1980,7.26,55.13,4.3,66.63,Cuba,1.56,
,2000,1.45,56.67,4.39,71.63,Cuba,6.63,63.8
,1960,2.67,72.91,3.54,63.1,Cuba,5.84,67.04
,1990,6.29,68.18,3.47,57.74,Cuba,6.85,65.09
,1970,3.91,67.16,,58.47,Dominican Republic,7.56,67.05
,1955,7.29,60.13,,64.35,Dominican Republic,7.41,53.47
,2000,1.58,61.56,8.23,72.35,Dominican Republic,4.71,53.31
,1960,3.51,74.54,3.03,73.77,Dominican Republic,6.46,
,2000,8.09,68.87,2.78,78.5,Dominican Republic,7.52,68.53
,1960,2.18,66.02,2.85,60.05,Dominican Republic,5.29,56.59
,2000,2.52,67.98,3.12,79.48,Dominican Republic,4.96,55.42
,1970,6.26,66.01,3.71,57.75,Dominican Republic,3.03,66.73
,1995,4.17,57.83,3.04,54.04,Dominican Republic,3.56,65.58
,2000,3.65,75.95,3.34,81.57,Dominican Republic,4.79,52.53
,1995,7.85,59.28,,,Dominican Republic,2.98,68.0
,1965,1.84,48.59,2.26,51.8,Dominican Republic,2.7,78.98
,1985,5.53,81.57,1.93,,Dominican Republic,6.9,52.46
,1995,5.33,55.66,2.77,62.16,Dominican Republic,2.87,65.72
,1980,5.89,67.68,3.17,57.61,Dominican Republic,2.29,76.05
,1970,7.11,81.57,2.98,71.89,Dominican Republic,6.4,64.18
,1985,6.85,61.15,5.01,,Ecuador,3.22,64.26
,2000,4.62,60.44,5.12,65.11,Ecuador,7.97,80.24
,1965,3.67,75.45,1.83,60.68,Ecuador,2.35,67.8
,1980,1.99,52.21,2.72,62.3,Ecuador,3.71,74.54
,1965,3.8,68.35,2.44,81.31,Ecuador,1.26,40.44
,1980,3.36,61.98,8.23,66.47,Ecuador,1.92,75.62
,1990,4.76,67.71,2.36,75.92,Ecuador,4.42,65.66
,1995,7.01,76.46,5.58,44.23,Ecuador,6.63,80.24
,1995,7.45,79.92,6.06,62.94,Ecuador,1.91,74.6
,1990,6.27,61.52,3.89,,Egypt,6.13,
,1960,4.38,65.82,3.19,65.29,Egypt,,80.24
,1990,4.58,64.05,3.36,,Egypt,2.28,66.66
,1955,7.32,65.85,4.92,57.49,Egypt,6.2,32.68
,1990,6.9,62.39,2.83,,Egypt,1.78,59.01
,2000,1.64,57.9,,38.85,Egypt,6.49,65.03
,1965,5.54,64.66,3.03,73.95,Egypt,,56.89
,1985,6.3,71.06,,69.91,El Salvador,2.19,37.9
,1975,2.68,63.38,,81.47,El Salvador,5.3,63.19
,1980,6.39,71.11,3.85,65.08,El Salvador,3.54,
,2000,7.28,64.3,8.23,70.3,El Salvador,3.48,60.48
,1955,6.72,62.59,2.17,79.31,El Salvador,6.64,61.58
,1955,4.92,77.02,3.62,59.63,El Salvador,6.45,58.67
,1995,7.03,66.14,1.76,66.11,El Salvador,4.73,68.28
,1985,2.52,57.15,3.96,73.4,El Salvador,7.15,
,1955,6.14,51.05,3.04,74.6,El Salvador,4.01,49.01
,1980,3.33,81.57,2.91,,El Salvador,6.33,58.15
,1970,5.58,59.89,3.99,56.06,Finland,6.47,61.28
,1980,2.98,72.44,3.9,60.54,Finland,5.27,52.03
,2000,5.78,80.89,7.79,53.51,Finland,4.44,48.88
,2000,7.73,65.5,,70.01,Finland,3.25,65.6
,1995,2.47,55.42,4.38,75.94,Finland,2.69,
,1980,5.32,57.07,2.62,63.48,Finland,7.7,
,1975,4.16,73.47,6.38,62.89,Finland,2.74,65.58
,1965,1.2,68.81,4.09,79.83,Finland,1.34,54.02
,1975,2.93,63.01,3.57,54.86,Finland,7.12,62.12
,1965,3.42,69.59,4.63,70.47,France,1.3,57.47
,1975,5.67,61.72,1.97,,France,4.84,
,1955,6.52,60.86,3.69,65.98,France,,70.99
,1970,7.24,67.82,1.03,81.57,France,7.59,64.48
,1965,2.39,76.87,5.96,73.26,France,4.8,53.07
,2000,7.0,68.6,3.93,,France,6.7,57.43
,1955,7.55,69.05,1.17,81.57,France,2.31,61.15
,2000,4.16,66.61,6.91,54.36,France,3.84,46.43
,1985,2.22,71.76,2.84,70.32,France,4.65,
,1980,5.79,73.56,3.93,65.65,France,5.81,62.48
,1990,3.62,63.98,3.47,72.28,France,3.54,75.8
,1985,6.46,72.05,,68.47,France,2.92,
,1975,1.8,74.97,1.8,71.99,France,3.69,47.98
,1960,2.33,80.27,1.71,75.57,France,1.35,68.28
,1955,2.74,58.76,2.77,62.81,France,6.37,70.31
,1970,7.48,59.93,6.4,69.02,France,6.5,66.84
,1995,1.5,68.54,3.08,60.36,France,6.7,80.24
,1975,5.5,59.65,1.59,64.95,France,6.65,53.28
,1975,7.97,76.68,3.35,68.64,Georgia,7.9,80.24
,1965,2.4,64.25,3.2,,Georgia,2.7,67.47
,1985,6.8,78.85,3.25,69.29,Georgia,,70.32
,1960,5.54,63.26,2.88,75.95,Georgia,4.95,71.38
,1955,4.05,81.57,6.05,,Georgia,,59.79
,1960,2.49,81.57,3.38,68.21,Georgia,2.26,64.98
,2000,6.36,55.43,1.37,64.8,Georgia,6.81,66.66
,1990,5.62,60.69,2.58,,Georgia,4.06,62.23
,1990,2.26,56.84,3.97,56.41,Georgia,7.18,66.88
,1965,6.62,63.28,4.79,61.09,Georgia,5.82,71.42
,1985,1.07,56.81,2.2,70.52,Georgia,1.43,74.55
,1970,3.51,54.68,1.94,69.19,Germany,4.56,58.6
,2000,7.61,68.49,3.45,81.57,Germany,7.08,68.23
,1970,7.63,62.16,1.65,58.22,Germany,5.77,74.03
,1995,8.05,64.99,3.15,57.1,Germany,,60.84
,1990,2.89,75.02,2.9,80.5,Germany,2.39,54.74
,1985,1.84,77.51,5.44,66.19,Germany,6.19,
,2000,2.69,49.84,1.51,68.43,Germany,,
,1975,4.16,70.21,1.6,70.41,Germany,1.95,67.33
,1960,1.45,69.35,4.9,49.92,Germany,4.4,
,2000,2.22,67.22,,66.65,Germany,3.55,63.82
,2000,3.31,44.8,3.83,75.71,Germany,4.06,
,2000,4.4,57.99,3.74,62.54,Greece,1.71,67.17
,1955,3.12,66.8,4.88,69.1,Greece,2.7,57.15
,1970,7.64,54.09,4.71,65.31,Greece,2.52,53.62
,1985,5.74,75.69,1.39,,Greece,5.4,79.09
,1980,1.32,56.37,3.41,48.13,Greece,,67.15
,1970,1.1,52.22,3.27,75.6,Greece,7.48,
,1995,2.68,73.69,2.15,58.69,Greece,5.95,68.12
,1970,5.14,81.57,1.7,65.83,Grenada,,
,1995,4.14,64.57,6.27,,Grenada,7.25,77.66
,1955,3.23,60.14,3.44,60.23,Grenada,5.4,62.91
,1980,7.11,64.22,2.14,69.39,Grenada,6.48,55.7
,1955,4.44,54.75,4.32,65.77,Grenada,1.19,80.24
,1965,1.22,73.17,2.69,57.27,Grenada,5.64,71.94
,2000,1.45,61.32,4.3,65.83,Grenada,5.91,59.35
,1990,1.66,66.95,1.98,75.93,Grenada,4.15,74.01
,1955,6.72,56.35,3.6,75.58,Grenada,5.68,62.12
,1975,1.03,81.57,2.38,56.75,Grenada,2.91,65.7
,1965,6.83,61.4,2.8,,Grenada,,65.39
,1995,4.86,56.44,3.23,51.77,Grenada,,59.47
,1995,1.33,65.84,4.44,64.42,Haiti,7.07,80.24
,1955,4.07,62.69,,47.04,Haiti,6.62,57.6
,1985,2.44,66.28,3.36,75.89,Haiti,3.33,59.69
,1985,2.32,69.32,6.06,58.27,Haiti,4.82,52.65
,1955,1.18,64.78,4.77,74.76,Haiti,6.65,80.24
,1975,1.04,71.59,5.19,65.34,Haiti,7.21,54.93
,2000,3.79,74.27,6.37,78.16,Haiti,5.39,77.94
,1995,8.15,69.14,,65.05,Haiti,1.98,47.08
,1960,4.34,69.2,2.1,62.01,Haiti,4.86,72.7
,1970,2.65,53.74,2.76,57.01,Haiti,1.82,57.98
,1995,4.73,58.18,3.19,,Haiti,3.94,42.66
,1990,5.91,68.11,,62.59,Haiti,2.14,80.24
,1970,3.54,56.05,6.18,63.02,Haiti,,
,1960,5.77,78.04,,81.23,"Hong Kong, China",6.95,61.54
,1980,1.75,57.26,,67.25,"Hong Kong, China",6.82,
,1990,3.04,81.07,1.03,53.23,"Hong Kong, China",8.07,64.98
,1995,8.14,43.49,8.23,61.47,"Hong Kong, China",7.94,
,1980,1.52,81.57,4.2,68.32,"Hong Kong, China",7.14,71.55
,1965,2.95,67.44,3.04,78.76,"Hong Kong, China",,75.97
,1965,5.39,64.73,3.31,77.37,"Hong Kong, China",3.78,62.87
,1985,4.69,76.08,8.23,67.04,"Hong Kong, China",1.58,67.33
,1960,7.48,58.74,4.1,81.57,"Hong Kong, China",3.25,
,1955,4.01,64.73,3.87,,Iceland,,64.02
,1960,2.7,50.02,2.28,75.9,Iceland,5.55,
,1970,3.7,50.83,1.94,63.19,Iceland,6.11,
,1965,2.53,67.67,,54.54,Iceland,6.68,58.62
,1975,3.33,72.41,7.9,81.57,Iceland,5.36,52.64
,1955,8.15,57.64,8.23,69.78,Iceland,6.07,71.35
,1990,3.65,63.46,1.9,67.74,Iceland,2.48,74.43
,1970,7.79,71.27,2.34,80.05,Iceland,4.3,69.71
,1995,3.67,81.57,1.54,76.55,Iceland,1.95,68.03
,2000,6.92,54.86,6.35,56.47,Iceland,2.54,59.14
,1980,1.5,69.44,,58.91,Iceland,2.19,80.24
,1965,7.88,73.43,6.25,75.52,India,2.3,67.81
,1985,4.23,45.0,4.2,66.36,India,7.16,54.93
,1975,1.78,64.46,1.1,74.65,India,8.1,55.0
,2000,3.97,74.92,1.77,80.24,India,6.46,
,1980,3.4,61.18,6.48,68.06,India,4.14,78.07
,1975,3.33,58.23,3.7,62.8,India,5.77,54.92
,1985,5.87,77.19,3.2,67.87,Indonesia,2.61,58.15
,1965,6.65,63.67,2.98,64.27,Indonesia,5.73,51.82
,1960,4.64,52.26,3.59,62.57,Indonesia,4.87,64.23
,1970,7.19,61.02,2.04,65.21,Indonesia,6.21,68.15
,1995,7.85,54.61,8.13,66.13,Indonesia,,70.16
,1970,3.88,71.4,,81.57,Indonesia,4.63,
,1960,4.55,72.98,6.23,76.31,Indonesia,7.2,62.37
,1955,5.77,74.38,,69.96,Indonesia,5.76,70.11
,1965,7.2,65.65,,66.62,Indonesia,,71.14
,1960,6.13,50.49,,,Indonesia,1.76,58.71
,1980,5.16,66.25,1.55,78.5,Indonesia,1.47,56.31
,2000,6.53,69.44,4.43,65.27,Indonesia,5.8,70.27
,1955,8.06,66.36,3.59,,Indonesia,5.81,73.91
,1970,4.69,58.0,1.99,50.18,Indonesia,6.51,60.26
,1975,3.59,69.21,3.42,65.24,Indonesia,3.88,66.98
,1990,7.36,75.77,6.12,55.48,Iran,,79.21
,1965,7.2,59.9,4.5,74.95,Iran,2.95,63.24
,1975,7.3,61.14,1.79,81.57,Iran,7.59,75.56
,1955,2.44,55.35,2.98,66.58,Iran,4.45,49.15
,1970,8.16,74.89,,60.88,Iran,8.12,48.3
,1975,5.14,63.93,2.8,57.45,Iraq,1.69,64.64
,1980,6.28,58.39,3.32,69.24,Iraq,4.03,65.09
,1975,4.35,74.08,,79.08,Iraq,4.09,73.35
,1960,4.68,65.13,2.78,61.3,Iraq,1.39,80.24
,1965,7.89,74.5,,62.72,Iraq,3.43,60.33
,1975,2.86,63.75,6.71,,Iraq,6.42,68.68
,1980,6.48,81.57,5.37,81.57,Iraq,4.65,64.09
,1965,7.42,41.97,2.9,67.77,Iraq,4.55,69.51
,1955,2.74,64.16,2.46,67.66,Ireland,6.23,64.63
,1965,2.35,70.18,4.41,80.74,Ireland,2.53,78.26
,1980,8.0,81.57,,56.38,Ireland,2.66,60.04
,1995,6.04,55.17,1.69,68.27,Ireland,5.51,
,2000,5.73,65.34,3.33,55.74,Ireland,6.63,57.88
,1985,3.78,53.7,2.93,72.78,Ireland,3.86,68.14
,1990,5.56,66.91,,68.4,Ireland,1.68,63.02
,1965,6.29,73.84,,54.92,Ireland,3.42,60.88
,1980,1.23,66.47,6.49,51.7,Ireland,5.64,66.02
,1980,7.73,65.5,4.16,57.38,Ireland,4.82,71.74
,1995,5.87,56.79,,81.57,Ireland,3.98,49.01
,1965,6.81,74.27,4.29,58.96,Ireland,3.74,62.61
,1970,3.91,71.24,2.76,71.0,Israel,4.71,69.95
,1965,3.93,75.15,2.45,58.02,Israel,,47.38
,1970,2.35,45.12,5.15,50.02,Israel,7.39,71.15
,1975,1.41,81.57,5.21,70.66,Israel,5.98,70.17
,1980,3.44,68.31,5.98,80.3,Israel,,61.09
,1955,6.87,68.11,3.68,,Israel,7.65,62.54
,1975,3.84,73.91,5.08,78.07,Israel,1.63,60.72
,1955,6.13,81.57,3.77,70.58,Israel,4.2,72.85
,1990,1.36,76.16,2.33,,Israel,2.74,60.41
,1990,4.72,55.18,2.71,77.98,Israel,7.5,66.24
,1995,2.15,55.61,5.8,53.57,Israel,1.88,
,1990,1.14,50.49,,80.01,Italy,5.74,66.61
,1985,4.2,63.94,3.21,,Italy,7.35,62.06
,1960,6.72,54.66,3.83,53.41,Italy,2.96,
,1965,6.46,51.6,,67.81,Italy,,
,1975,6.17,59.16,2.35,71.75,Italy,7.96,
,1960,1.62,62.53,6.75,76.22,Italy,,77.5
,1970,2.82,69.33,2.5,42.72,Italy,5.96,58.54
,1960,2.06,62.14,2.57,56.27,Italy,,80.24
,1970,6.57,81.57,6.14,71.53,Jamaica,5.44,63.17
,1980,5.77,65.72,,69.38,Jamaica,3.23,67.06
,1965,2.39,61.06,2.12,78.97,Jamaica,5.35,69.8
,1965,7.23,76.16,4.78,72.78,Jamaica,4.71,67.35
,1985,1.11,68.18,8.23,67.8,Jamaica,,57.3
,1990,4.01,62.07,2.52,54.39,Jamaica,4.88,50.39
Data courtesy of Gapminder.org,1985,3.43,77.98,,,Japan,6.08,68.6
,2000,6.07,73.26,2.81,62.63,Japan,,65.36
,2000,8.02,64.52,2.52,62.17,Japan,2.96,80.24
,2000,5.51,60.68,2.89,69.69,Kenya,,64.39
,1995,5.1,79.9,1.46,81.57,Kenya,,76.85
,1960,3.64,69.23,8.23,70.49,Kenya,3.06,50.69
,1995,8.21,73.22,,65.92,Kenya,5.77,65.28
,1970,1.81,52.54,5.12,66.64,Lebanon,,49.01
,1975,6.22,80.59,,66.46,Lebanon,7.36,60.25
,1980,7.86,54.58,4.42,81.57,Lebanon,5.1,62.55
,1955,6.56,70.35,5.01,57.75,Lebanon,5.94,
,1995,4.66,75.04,1.94,41.73,Lebanon,3.33,76.26
,1985,5.5,57.14,1.8,80.72,Lebanon,2.48,54.52
,1955,2.14,74.34,2.27,68.9,Lebanon,,56.37
,1985,8.07,69.71,4.78,60.77,Lebanon,2.41,
,1960,8.1,74.51,1.34,64.81,Lebanon,6.93,
,1960,4.66,57.85,4.91,63.75,Lebanon,2.39,60.88
,1955,6.77,48.12,2.44,72.16,Lebanon,8.06,43.91
,2000,1.79,56.09,3.21,71.61,Lebanon,2.28,64.52
,1970,6.36,68.28,2.93,50.86,Lebanon,2.35,53.23
,1980,7.03,48.02,1.9,80.98,Lebanon,3.37,65.23
,1975,4.93,69.05,3.73,51.04,Lebanon,7.94,52.04
,2000,5.51,79.41,7.38,69.68,Lebanon,4.51,
,1990,1.61,77.92,3.49,59.03,Lebanon,5.18,62.83
,1980,6.93,51.64,5.03,60.28,Lebanon,4.55,54.3
,1985,7.56,81.57,1.84,66.72,Mexico,7.94,62.28
,1970,5.14,65.83,1.03,64.44,Mexico,6.2,70.52
,1970,7.59,66.55,2.92,81.57,Mexico,6.65,69.79
,2000,4.36,74.43,2.64,66.07,Mexico,5.26,63.39
,2000,7.95,73.81,,60.86,Mexico,1.53,66.71
,1955,3.64,62.14,7.29,66.96,Mexico,7.06,61.89
,1980,8.14,60.51,5.18,64.08,Mexico,4.4,74.64
,1990,7.04,80.61,2.07,68.51,Mexico,7.98,61.39
,1985,8.19,71.36,5.18,75.37,Mexico,5.19,57.33
,2000,4.76,73.15,1.78,78.26,Mexico,2.63,80.24
,1990,2.56,67.04,3.4,81.09,Mexico,7.68,63.12
,1970,1.86,78.16,3.14,65.49,Mexico,,59.82
,1970,5.52,67.19,4.05,72.06,Mexico,6.04,
,1960,6.93,59.8,2.38,81.57,Netherlands,3.28,70.49
,1990,4.85,76.85,2.67,58.42,Netherlands,,80.24
,1975,8.09,58.47,4.47,63.63,Netherlands,2.91,65.66
,1980,2.8,71.56,2.98,64.78,Netherlands,,64.59
,1985,3.07,63.09,8.17,81.57,Netherlands,1.85,60.66
,1965,5.95,77.19,,57.68,Netherlands,5.41,56.09
,1975,5.51,75.35,4.54,81.57,Netherlands,6.89,
,1975,5.65,59.1,3.32,74.34,Netherlands,6.95,50.57
,1990,5.89,52.89,3.07,58.58,Netherlands,,70.22
,1960,7.1,70.66,1.89,56.42,Netherlands,6.79,53.26
