carat,cut,color,clarity,depth,table,price,x,y,z
1.7,Premium,H,SI2,62.1,55.0,18823,6.81,3.78,2.31
0.57,Ideal,I,VS1,61.9,56.0,620,6.98,7.39,4.09
0.64,Good,D,VS1,61.6,60.0,547,5.86,4.17,4.08
0.44,Premium,F,SI1,62.0,59.0,4539,5.58,4.74,3.65
0.48,Ideal,E,SI2,65.5,54.0,2590,4.29,4.01,1.63
0.68,Very Good,F,VS2,63.0,56.0,2833,5.48,2.6,4.48
0.45,Fair,D,SI2,63.4,56.0,948,4.16,3.96,3.33
1.06,Very Good,E,VS1,58.3,58.0,1096,3.32,4.27,4.08
1.8,Very Good,I,VVS2,62.7,56.0,4567,7.4,6.13,3.44
0.49,Premium,F,VVS1,62.6,56.0,4002,4.73,5.05,4.87
1.66,Very Good,J,VS2,59.7,56.0,705,5.46,5.89,4.42
1.26,Very Good,G,SI2,62.0,54.0,1028,4.25,7.09,3.94
1.1,Ideal,E,VS2,64.4,58.0,4159,6.31,4.93,4.32
1.24,Very Good,H,VS1,62.5,59.0,3450,5.08,6.4,3.82
1.72,Very Good,I,VS2,58.9,53.9,3847,5.89,3.71,3.41
0.35,Premium,F,SI2,60.7,60.0,10673,5.59,4.5,3.32
1.31,Good,F,VVS1,60.9,56.0,1914,4.62,5.07,2.81
0.65,Ideal,G,SI2,59.6,57.0,3595,4.07,5.52,4.35
0.25,Good,D,VS2,63.1,60.7,2575,4.57,5.91,2.82
1.21,Ideal,G,VVS1,60.3,56.0,1876,5.45,5.22,3.79
0.63,Very Good,G,SI1,60.5,54.0,625,4.39,4.22,2.98
1.32,Good,E,SI2,63.1,59.0,3343,5.12,4.75,4.5
1.01,Ideal,J,SI1,62.0,61.0,3781,5.21,6.81,3.63
0.38,Premium,F,VVS2,60.8,56.0,3963,6.24,6.33,3.78
0.93,Good,H,VS1,61.9,57.0,5163,5.33,5.37,5.04
0.71,Very Good,G,VS1,64.6,61.0,1531,6.89,5.15,3.69
0.36,Premium,I,VVS2,60.7,58.0,1881,6.66,6.68,3.49
0.81,Fair,E,VS2,61.6,60.0,3547,4.78,5.03,4.44
0.4,Ideal,G,VS2,60.5,58.0,4383,7.54,6.56,3.65
0.22,Ideal,I,VS1,62.1,57.0,11568,7.92,3.59,3.45
0.61,Good,G,VVS1,62.8,58.0,995,4.62,7.31,4.31
1.31,Ideal,J,VS1,62.1,57.0,2065,4.87,4.62,3.8
2.16,Ideal,H,SI2,62.3,59.0,681,5.74,5.0,2.52
0.32,Very Good,G,SI2,60.9,60.0,5245,4.62,6.67,4.12
1.54,Very Good,F,SI2,63.2,55.0,1866,4.79,5.43,3.47
1.3,Good,J,VS2,62.1,62.0,633,7.3,6.11,3.7
0.92,Very Good,G,VVS1,59.9,54.0,7141,6.82,4.71,3.58
0.77,Good,D,SI1,62.0,59.0,3375,7.27,4.53,2.83
0.53,Premium,G,IF,62.6,55.0,6010,5.11,4.29,2.82
0.2,Very Good,E,SI1,63.3,56.0,13274,4.31,5.91,2.42
0.51,Ideal,F,SI1,58.4,55.0,982,5.15,5.54,2.73
0.24,Premium,E,SI2,62.8,56.0,1008,7.6,4.83,2.46
0.6,Very Good,D,VS2,59.3,61.0,3265,7.71,7.02,2.86
1.39,Premium,E,SI2,62.7,61.0,1279,5.47,4.4,3.55
0.77,Premium,F,VS2,61.1,58.0,18823,6.55,6.08,4.06
1.17,Very Good,I,VS2,62.6,54.1,3344,6.51,4.32,4.17
0.84,Ideal,J,SI1,59.3,65.0,959,5.4,3.32,3.29
0.86,Good,D,SI1,63.0,61.0,1361,4.59,7.59,2.86
0.34,Very Good,F,VS1,61.6,57.0,694,4.82,4.49,3.81
0.96,Premium,F,VS2,59.3,57.0,1378,5.52,6.22,2.36
0.21,Very Good,G,VVS2,61.6,54.0,1441,5.83,7.82,3.48
0.52,Very Good,F,VVS2,59.3,56.0,4340,5.31,5.73,3.38
0.53,Ideal,D,SI1,62.5,58.0,5493,4.38,5.67,3.63
0.25,Ideal,G,VVS1,61.4,55.0,4571,5.05,5.82,3.02
0.93,Very Good,I,VS1,60.8,56.0,1283,4.4,5.07,3.03
0.56,Good,D,SI2,59.9,60.0,4281,5.61,6.45,3.92
0.95,Fair,I,I1,62.5,55.0,1471,6.4,5.61,2.75
1.65,Premium,H,SI2,62.4,64.0,1377,7.39,7.08,2.84
1.1,Premium,I,VS1,62.3,59.0,5204,6.64,5.62,3.69
1.13,Ideal,D,VS1,60.5,56.4,2387,4.8,6.38,3.02
0.93,Ideal,G,VS1,63.3,57.0,1241,8.67,4.53,2.58
0.43,Good,E,VS2,64.2,57.0,496,4.82,4.18,3.38
0.36,Very Good,G,SI1,58.9,58.0,892,5.48,4.88,3.36
0.95,Ideal,F,IF,60.6,56.0,8437,3.33,6.57,2.65
0.57,Very Good,G,SI1,58.5,58.0,1323,7.16,6.47,3.16
0.31,Good,G,VS1,62.8,62.0,1665,4.32,7.79,4.65
0.51,Very Good,I,SI2,58.0,63.0,4802,8.08,5.53,2.88
1.05,Premium,H,SI2,63.3,56.0,6992,4.24,4.99,2.59
0.84,Fair,H,VS1,62.6,55.0,14215,5.22,4.69,4.62
0.2,Ideal,E,SI2,65.2,58.0,1346,4.69,6.73,3.4
0.66,Premium,F,SI2,64.5,59.0,857,6.02,6.17,3.02
1.54,Premium,F,VVS1,61.1,57.0,1208,5.99,6.49,3.55
1.1,Good,H,VVS1,60.0,62.0,3734,5.17,6.41,3.2
0.32,Premium,F,SI2,62.7,55.0,1948,5.56,7.54,3.6
0.88,Ideal,I,VS1,62.1,56.4,941,6.08,6.74,4.42
0.41,Very Good,E,VS2,59.4,60.0,1625,5.61,6.19,3.19
0.72,Premium,I,SI2,63.2,59.0,326,6.12,6.17,2.06
0.51,Ideal,D,VS2,62.9,62.0,1345,5.27,5.13,4.09
0.77,Very Good,F,VS1,63.3,61.0,3660,4.84,8.31,4.31
1.31,Premium,G,VS1,59.7,70.0,677,6.25,5.76,2.56
0.4,Good,D,VVS1,63.3,55.0,330,4.93,7.31,2.68
0.92,Very Good,F,SI1,63.4,61.0,471,4.78,3.53,3.65
0.45,Ideal,E,VVS2,62.9,55.0,326,6.36,4.66,3.57
1.03,Premium,G,VVS2,65.5,59.0,1485,7.86,5.97,5.35
1.16,Premium,I,VVS1,61.8,57.0,3200,6.43,6.83,4.34
0.77,Ideal,G,SI2,56.7,62.0,326,5.59,6.21,3.33
0.32,Ideal,E,VS2,61.7,58.0,610,3.85,4.96,2.53
2.53,Premium,I,VS2,62.3,58.0,10212,5.97,6.85,4.31
1.37,Very Good,H,SI1,65.3,61.0,2306,4.9,4.1,4.28
0.23,Ideal,E,VS1,62.8,56.0,3554,5.85,4.47,3.17
0.81,Good,I,VS2,63.4,54.0,3587,6.62,5.35,3.96
0.62,Ideal,E,VS2,64.0,57.0,2012,4.84,7.63,3.66
0.2,Good,H,I1,58.4,59.0,766,6.59,7.95,4.31
0.3,Ideal,G,VS1,60.3,59.0,979,6.14,7.04,5.25
1.33,Premium,J,VS1,62.7,58.0,5299,6.05,4.35,3.82
0.5,Premium,E,VS1,62.4,56.0,8599,4.85,6.17,2.86
0.51,Very Good,I,VVS2,62.1,55.0,3074,6.38,4.87,4.08
0.44,Ideal,I,SI2,59.5,65.0,1196,5.48,5.56,4.23
0.69,Fair,E,SI1,64.8,57.0,6008,4.56,4.59,3.24
0.23,Good,E,SI2,60.8,64.0,1859,4.6,5.42,3.3
1.02,Premium,G,VS2,60.9,55.0,1627,6.73,7.63,4.9
1.21,Premium,J,VS1,65.1,57.3,4563,5.1,7.24,3.4
0.62,Ideal,E,SI1,62.3,59.0,1211,3.8,6.86,4.05
0.79,Ideal,J,VS1,60.5,56.0,11782,7.21,7.49,3.35
0.27,Premium,D,SI1,63.0,55.0,653,5.37,5.87,3.54
0.52,Ideal,F,VVS2,62.4,54.0,724,5.6,5.29,2.8
1.42,Very Good,F,SI2,58.8,53.0,2658,6.32,6.59,4.42
1.73,Ideal,H,VVS1,58.3,58.0,1341,6.33,5.46,3.94
0.77,Ideal,E,VS2,56.3,56.0,1620,4.52,5.99,3.87
0.23,Good,H,SI1,61.0,56.0,3616,4.56,5.81,4.48
0.68,Fair,G,SI2,59.8,58.0,5274,5.47,8.29,3.86
0.2,Ideal,D,VVS1,62.9,55.0,3503,4.95,5.94,3.33
0.35,Ideal,F,SI1,63.1,58.0,1179,4.12,8.23,4.06
0.66,Premium,J,IF,61.7,53.0,3733,5.1,6.84,4.12
0.34,Very Good,H,VS1,61.7,56.0,1888,5.57,7.31,3.58
0.93,Good,J,VS2,62.9,57.0,6991,4.79,6.03,3.05
2.07,Premium,H,SI2,62.2,57.0,1797,6.89,5.11,3.8
0.79,Fair,D,I1,63.5,59.0,961,7.93,6.65,3.94
0.35,Very Good,G,VVS1,62.1,57.0,4560,6.06,7.18,4.47
0.47,Good,G,SI1,62.4,56.0,1778,5.11,6.81,2.8
0.91,Premium,F,VS2,59.3,62.0,2421,4.22,8.1,3.32
0.94,Good,F,IF,61.0,54.0,2646,4.49,6.04,4.3
0.64,Premium,G,VS2,61.3,55.0,1262,5.69,4.92,2.8
0.67,Very Good,H,VVS2,60.7,54.0,6881,5.44,7.81,3.1
0.37,Ideal,G,SI2,62.3,62.0,758,5.2,8.12,3.86
0.68,Very Good,E,VS2,60.7,61.0,2207,4.92,5.65,3.04
0.43,Premium,G,SI1,62.0,58.0,4695,4.95,5.28,3.78
0.28,Ideal,E,SI2,60.0,56.0,2592,7.13,3.7,2.95
1.37,Very Good,H,SI1,58.2,56.0,1034,6.14,3.64,3.57
0.93,Ideal,E,VS1,61.4,58.0,1696,5.79,6.81,5.44
1.3,Premium,I,VS2,62.3,62.0,2554,5.81,7.1,3.67
1.33,Very Good,F,VS1,62.8,56.0,1733,5.99,5.84,3.28
0.74,Very Good,E,SI1,59.9,57.0,9441,5.87,9.13,3.07
0.34,Premium,D,SI2,64.1,62.0,2621,5.26,7.15,4.58
0.5,Very Good,H,SI2,65.3,62.0,11110,4.32,6.31,2.63
0.52,Very Good,D,VS2,62.3,62.0,3785,4.77,5.81,3.02
0.63,Premium,J,SI1,65.3,66.0,14934,6.88,6.88,3.85
0.53,Very Good,H,SI1,63.7,53.1,9854,5.3,7.23,3.68
0.99,Premium,I,VS1,61.9,53.0,5818,4.11,4.44,3.33
1.41,Ideal,I,VS2,61.7,55.0,7461,4.33,3.64,3.87
0.56,Good,H,SI2,60.7,57.0,1279,6.22,4.59,3.13
0.64,Premium,J,VS2,62.9,56.0,6004,3.09,6.74,3.48
0.51,Very Good,G,SI1,62.7,60.0,526,5.64,7.96,2.38
0.76,Very Good,H,VS2,61.4,60.0,13715,6.95,6.28,3.34
1.06,Very Good,H,SI2,61.7,58.0,2203,4.99,4.91,3.25
0.42,Good,G,VVS2,61.1,61.0,2992,5.98,5.76,4.01
0.68,Ideal,G,VVS2,61.9,57.0,5865,3.61,6.18,3.23
1.3,Very Good,E,VS2,62.2,56.0,2090,7.59,6.5,3.39
1.68,Ideal,G,SI2,61.9,58.0,18823,5.99,5.39,3.42
0.95,Very Good,J,SI1,62.4,59.0,1819,4.67,6.4,2.91
0.74,Premium,H,SI2,61.6,58.0,361,5.28,4.1,4.3
0.44,Very Good,G,SI1,64.3,62.0,1838,5.23,6.89,2.94
0.38,Ideal,F,VS2,62.4,59.0,1762,8.13,5.96,2.62
0.52,Ideal,G,VVS2,60.5,55.0,2242,5.93,4.39,2.61
0.78,Premium,J,VS1,62.4,58.3,7469,5.82,5.56,2.45
1.21,Ideal,D,VVS1,61.9,56.0,1548,5.93,4.86,4.79
1.27,Good,H,VS1,60.1,58.0,18089,4.2,5.25,2.73
0.96,Good,E,SI1,64.0,64.0,1649,5.47,5.96,3.4
0.93,Fair,F,SI2,61.2,61.0,833,5.08,7.58,2.78
0.67,Premium,I,VVS1,61.9,57.0,6819,5.58,7.66,4.06
1.51,Premium,H,VS2,62.7,58.0,1241,7.37,6.42,3.73
0.82,Good,F,VS2,63.0,58.0,6381,5.69,7.09,3.97
1.07,Good,H,VVS1,59.6,54.0,4958,5.2,6.16,2.73
0.64,Fair,G,VS1,62.3,58.0,867,5.48,5.92,2.8
0.37,Premium,G,VS1,60.8,57.0,2562,4.8,5.91,2.4
0.69,Good,E,VS1,62.7,59.0,5020,6.27,5.91,3.3
0.99,Premium,I,VS1,61.1,61.0,2163,5.27,5.38,3.97
0.6,Ideal,G,SI2,60.0,63.0,2731,5.59,7.33,3.53
0.24,Fair,I,VS1,62.2,61.0,2206,3.96,5.54,3.85
0.47,Premium,D,VS2,62.4,62.0,5056,6.32,5.74,3.88
0.57,Premium,H,SI1,63.6,58.0,8968,5.63,6.09,2.85
1.21,Premium,G,VS2,65.7,64.0,5353,4.19,5.33,3.22
2.32,Very Good,H,SI2,63.2,56.0,4429,5.96,6.31,3.69
0.35,Very Good,G,SI1,62.4,57.0,13596,5.97,7.64,4.23
1.42,Very Good,G,VS1,63.8,59.0,2266,4.68,6.36,3.0
0.34,Very Good,G,VVS2,58.0,59.0,6182,6.29,5.38,2.96
0.51,Good,E,VVS2,61.8,60.0,4758,5.36,5.71,3.17
0.47,Ideal,E,VS1,62.6,62.0,3580,6.75,4.85,3.46
0.6,Ideal,E,SI2,61.6,56.0,728,6.49,6.79,3.57
0.21,Premium,E,VS1,62.4,55.0,3313,5.34,4.91,3.91
2.19,Very Good,H,VS1,63.0,58.8,18823,5.24,6.01,3.03
0.75,Good,D,VS2,59.0,61.0,1560,5.13,5.11,4.48
0.25,Very Good,H,SI1,62.8,59.0,4888,6.41,6.76,4.31
0.9,Premium,D,SI1,62.9,57.0,2989,4.99,5.16,3.09
0.44,Very Good,D,SI2,61.2,60.0,3368,5.31,6.64,3.99
0.64,Ideal,F,VVS1,63.3,58.0,12579,8.51,5.5,3.85
0.61,Premium,F,VS1,62.2,59.9,1087,5.13,5.03,3.08
0.65,Very Good,D,SI2,59.1,60.0,2266,6.29,5.14,3.4
0.46,Ideal,E,SI1,62.7,56.0,2296,4.99,4.35,3.71
1.79,Very Good,E,SI2,61.3,58.0,362,6.31,5.37,4.66
0.3,Fair,G,VS1,59.9,54.0,3086,5.55,4.95,3.18
0.9,Ideal,H,SI2,60.0,64.0,6110,5.13,6.13,3.61
0.23,Very Good,F,IF,60.3,61.0,7928,5.57,6.83,2.98
0.23,Ideal,F,VVS1,60.9,58.0,1881,5.68,5.88,3.15
0.27,Very Good,F,SI2,60.2,59.0,6084,6.73,6.34,4.58
0.62,Very Good,J,SI2,60.4,58.0,1158,3.97,4.5,3.55
1.65,Premium,H,VS2,61.1,58.0,5305,6.33,5.75,3.57
0.73,Ideal,G,VS1,61.6,57.0,1212,5.22,4.05,3.48
1.01,Premium,F,VVS1,62.3,58.0,3528,5.67,5.0,4.45
0.38,Premium,D,VS2,60.0,60.0,1799,5.43,4.11,3.83
2.02,Ideal,F,VVS1,55.2,61.0,3197,5.03,6.76,3.15
1.93,Good,J,VS2,59.8,57.0,2442,6.59,5.33,3.39
1.91,Good,G,I1,62.9,60.0,6951,4.08,6.09,4.15
0.3,Very Good,F,SI1,61.1,59.0,625,4.64,6.51,3.98
0.48,Ideal,F,VVS2,63.3,52.0,1092,4.98,6.65,5.05
1.47,Fair,G,VVS1,61.8,56.0,541,5.71,4.63,4.56
0.46,Very Good,D,VVS2,61.6,58.0,628,5.51,6.45,3.38
0.39,Very Good,D,SI1,61.0,55.0,4740,4.73,5.98,2.71
0.76,Very Good,H,VVS2,62.4,57.0,5975,5.88,8.94,3.56
0.46,Ideal,E,VS1,63.7,57.0,6379,6.03,7.06,4.8
0.33,Premium,H,SI2,58.4,54.0,3378,7.06,6.69,2.93
0.67,Premium,I,SI2,62.2,57.0,1860,6.14,6.82,4.41
0.82,Very Good,D,SI2,61.7,59.0,480,3.74,4.79,2.52
0.62,Very Good,D,SI2,61.9,58.0,393,7.26,6.17,2.78
0.79,Premium,H,VVS2,63.2,56.2,1200,3.93,5.89,4.69
0.68,Premium,F,I1,65.4,59.0,2626,3.43,6.21,3.93
0.98,Very Good,I,IF,60.0,57.0,1896,7.05,3.13,3.29
0.39,Fair,H,SI1,62.5,57.0,4056,5.25,6.36,3.76
1.94,Ideal,H,VS1,62.4,61.0,1062,5.31,4.92,3.55
0.48,Very Good,E,VVS2,60.9,60.0,326,7.4,3.83,3.58
0.53,Fair,G,VS2,60.2,63.0,2986,7.77,6.37,4.12
0.45,Ideal,J,SI1,61.8,59.0,3311,4.74,5.1,2.92
0.8,Good,H,SI1,62.3,59.0,3638,6.02,5.36,3.8
0.94,Premium,G,VVS2,61.5,57.0,11291,4.59,6.65,3.52
0.85,Premium,I,SI1,60.2,57.0,18823,6.3,7.22,3.18
1.2,Very Good,J,VVS2,62.3,59.0,6402,4.96,4.53,4.09
1.04,Ideal,H,SI1,61.6,60.0,3652,5.42,5.44,3.21
1.53,Premium,H,VS2,61.7,55.0,3785,6.47,6.05,4.05
1.09,Very Good,E,VS1,63.4,60.0,2327,5.42,6.49,2.47
1.12,Very Good,H,IF,61.5,60.0,2897,6.89,5.11,4.11
1.38,Very Good,G,VS1,64.1,56.0,3272,7.27,5.55,4.16
0.75,Fair,H,SI2,59.2,61.0,1652,6.45,5.56,3.5
1.17,Very Good,G,SI1,62.9,55.0,417,5.31,5.91,3.21
0.63,Ideal,D,VS2,60.3,57.0,1521,6.64,6.91,2.2
0.38,Good,E,VVS2,61.9,61.0,2779,5.64,4.92,4.13
2.41,Very Good,I,I1,68.6,61.0,4573,4.9,3.54,3.61
0.81,Premium,D,SI2,64.0,59.0,555,6.79,3.95,3.36
0.34,Premium,E,SI2,61.9,60.0,751,5.68,5.28,3.59
0.35,Good,E,VS2,62.2,56.0,487,5.85,6.02,4.72
0.25,Premium,E,I1,66.4,62.0,1074,7.37,4.73,3.85
1.4,Good,G,VS2,63.9,56.0,5247,3.98,6.55,4.66
0.36,Ideal,G,IF,62.1,56.0,5798,5.95,4.56,2.62
0.42,Very Good,G,VS2,62.3,53.0,1246,5.5,3.54,3.61
0.27,Ideal,E,IF,61.3,60.0,668,6.6,5.46,4.6
1.37,Ideal,H,VS2,62.4,57.0,2656,5.97,7.39,2.35
1.17,Premium,I,SI1,61.3,56.0,5517,6.19,5.04,4.34
0.57,Ideal,I,VS1,64.3,58.0,7076,3.97,5.79,3.31
0.49,Premium,I,VS1,62.4,59.0,825,6.8,5.82,3.45
0.72,Premium,I,SI2,62.6,57.0,3595,4.52,5.05,3.31
0.84,Good,F,VS1,62.3,58.0,527,7.55,6.69,3.36
0.55,Fair,J,SI1,60.4,56.0,4363,6.54,4.71,1.89
0.29,Ideal,D,SI1,63.6,58.0,495,5.29,6.67,3.17
0.87,Premium,F,SI2,61.0,61.0,4117,5.73,6.02,5.04
0.9,Very Good,D,VS1,58.4,61.0,1740,6.54,3.98,4.11
0.68,Good,G,VS2,62.3,53.8,1593,6.75,4.81,4.91
2.21,Ideal,I,VVS1,58.9,57.0,3598,3.97,5.37,2.78
0.83,Very Good,G,SI1,63.1,58.0,3154,7.72,2.94,2.4
1.03,Ideal,I,VS2,59.7,63.0,6657,7.12,6.86,4.31
0.87,Ideal,J,SI1,58.7,58.0,2737,4.99,5.6,3.31
0.62,Premium,H,VS2,63.1,60.0,5907,4.35,5.41,4.0
1.23,Ideal,E,SI1,61.7,56.0,1609,5.91,5.94,3.78
0.57,Very Good,F,VS1,64.8,56.0,2635,7.21,6.66,3.19
0.57,Ideal,F,VVS1,63.0,58.0,1156,7.92,5.59,3.91
0.56,Premium,E,VVS1,62.6,57.0,498,5.36,4.51,2.57
0.75,Premium,F,VS2,65.3,61.0,13188,3.74,5.1,3.1
1.19,Ideal,D,VS1,61.4,55.0,1359,7.12,4.88,3.73
0.82,Ideal,D,VS2,62.3,57.0,3224,4.12,6.5,3.34
0.22,Premium,I,VS2,62.6,57.0,7701,7.01,5.91,3.98
0.85,Ideal,D,SI2,62.0,61.0,1649,5.99,6.17,3.29
0.33,Premium,E,SI1,58.0,56.0,4040,7.3,5.66,4.01
0.87,Ideal,H,IF,61.0,55.0,1492,6.86,6.86,3.68
0.51,Premium,E,SI1,63.8,57.0,1190,4.87,6.44,3.71
1.48,Very Good,F,VS2,60.6,59.0,1445,2.47,6.93,3.78
1.28,Good,H,SI1,61.9,58.0,4701,5.81,5.97,5.48
0.31,Good,D,VVS2,63.4,56.0,326,4.46,6.2,4.56
0.88,Ideal,D,VS2,62.0,57.0,3187,6.3,6.08,4.06
0.76,Ideal,D,IF,61.3,58.0,2076,4.54,4.38,4.2
0.56,Very Good,I,VS2,60.9,58.0,2891,6.51,6.01,3.7
0.85,Premium,I,VS2,61.8,59.0,14996,3.68,7.47,3.93
0.27,Premium,E,VS1,62.1,61.0,1204,5.53,6.43,2.71
0.37,Good,I,VS2,56.1,58.0,326,6.9,4.25,3.92
0.88,Ideal,F,SI2,58.9,59.0,4798,5.21,8.04,2.63
0.43,Very Good,E,VS1,62.9,54.0,1018,5.52,4.55,2.14
0.71,Ideal,G,VS1,60.0,57.0,963,5.72,5.4,2.78
0.2,Fair,G,I1,63.2,59.0,1558,5.25,6.63,2.87
1.03,Premium,J,VS2,59.5,60.0,2780,4.89,5.98,3.42
0.88,Good,F,VS2,60.5,62.0,5180,4.01,4.64,2.73
0.94,Very Good,G,VVS2,61.2,58.0,1857,6.71,4.79,4.82
1.83,Premium,G,VVS1,62.4,58.0,3213,5.57,6.55,3.56
0.98,Ideal,G,SI1,62.0,60.0,10308,6.57,6.72,2.44
0.54,Premium,D,SI2,60.8,54.2,408,6.43,6.67,4.18
0.36,Ideal,G,VVS2,61.3,56.0,702,5.86,4.52,3.98
0.88,Premium,F,SI2,63.5,54.0,8014,5.79,6.8,3.0
0.46,Very Good,D,VVS2,59.8,60.0,1001,4.58,5.38,3.92
0.85,Very Good,J,VS1,60.1,60.0,745,7.54,6.43,3.25
0.58,Premium,G,VVS2,58.3,57.0,1398,2.02,4.78,3.1
0.31,Premium,H,SI1,62.4,60.0,3352,6.5,6.59,3.03
0.52,Ideal,H,VVS1,61.6,57.0,558,7.28,6.11,3.72
0.93,Premium,G,VS1,61.8,57.0,4522,6.36,5.04,3.94
1.01,Good,F,SI2,62.9,60.0,3007,4.73,6.31,3.38
0.2,Premium,G,VS2,62.6,60.5,8623,4.73,7.37,2.95
1.54,Ideal,G,VS2,61.1,58.0,1030,6.78,6.2,4.02
0.42,Good,D,VS2,63.5,61.0,3149,5.64,5.66,3.35
1.12,Very Good,F,VVS1,63.0,54.0,543,5.65,5.34,3.72
0.82,Very Good,G,SI1,62.1,57.0,1709,6.29,6.33,2.88
0.73,Premium,E,IF,63.5,55.0,12924,5.18,6.03,2.97
1.66,Good,F,SI1,62.4,58.0,1061,6.12,7.58,3.6
1.02,Very Good,E,VVS2,61.7,56.0,3796,7.88,6.63,3.5
1.7,Premium,H,SI2,61.9,54.0,3647,5.9,5.49,3.67
0.28,Ideal,D,IF,62.9,58.0,854,4.86,7.16,4.38
0.48,Premium,E,I1,62.3,57.0,2051,5.91,6.72,3.15
0.42,Very Good,J,SI1,61.5,56.0,4102,7.55,5.85,3.64
0.43,Ideal,D,SI1,64.0,58.0,378,5.34,6.04,3.07
3.88,Very Good,F,IF,60.9,58.0,1858,4.82,5.97,4.0
0.83,Very Good,F,VS2,58.8,58.0,2123,4.49,6.35,3.46
0.84,Very Good,J,VS2,60.8,57.0,3773,6.34,5.17,1.67
0.76,Fair,E,SI2,62.0,56.0,3247,3.16,4.2,1.92
0.58,Good,F,SI2,59.7,59.0,9182,7.28,3.67,4.18
1.14,Fair,I,VS2,62.3,58.0,6996,5.78,7.31,3.26
0.54,Very Good,E,VS1,59.1,57.0,672,5.15,6.92,4.3
