method,number,orbital_period,mass,distance,year
Transit,1,1.43037,,,2011
Transit,7,124.9144,,,2013
Radial Velocity,1,70.46,0.3,30.5,2005
Transit,1,2.152226,,,2007
Radial Velocity,1,615.0,,35.88,2011
Transit,3,11.9016171,,,2012
Transit,1,3.57532,,,2014
Transit,5,77.61184,,,2011
Radial Velocity,1,277.02,,80.64,2013
Transit,1,3.6313,,600.0,2011
Radial Velocity,3,2391.0,,14.08,2001
Radial Velocity,1,10.7085,1.04,29.76,1999
Radial Velocity,1,6.276,,58.82,2001
Radial Velocity,1,63.33,,44.37,2003
Transit,5,10.854092,,290.0,2011
Radial Velocity,6,7.2004,0.018,6.8,2011
Transit,7,7.008151,,780.0,2013
Transit,1,3.9791,,,2007
Radial Velocity,1,2.8758911,,78.86,2005
Imaging,1,,,19.2,2011
Radial Velocity,1,133.71,,17.62,2000
Transit,2,25.5169,,,2014
Radial Velocity,1,493.7,1.1,20.43,2001
Radial Velocity,1,49.77,,22.09,2009
Radial Velocity,2,85.131,0.0496,,2011
Radial Velocity,1,890.76,1.79,48.95,2004
Radial Velocity,1,5.3978,0.029,16.82,2008
Radial Velocity,5,261.2,,12.53,2007
Radial Velocity,1,677.8,,,2007
Transit,2,12.3335,,1200.0,2011
Radial Velocity,1,184.02,,88.26,2007
Transit,1,2.9036747,,345.0,2012
Radial Velocity,2,5.7727,0.024,23.44,2009
Radial Velocity,2,10.866,0.0097,21.52,2011
Radial Velocity,1,1049.0,,45.01,2009
Radial Velocity,1,225.7,0.21,29.94,2010
Transit,2,49.532,,1500.0,2012
Radial Velocity,2,18.357,0.039,52.03,2013
Radial Velocity,1,1531.0,,37.44,2002
Transit,1,2.7566004,,250.0,2010
Transit,3,6.88705,,,2014
Radial Velocity,1,2.64561,0.022,19.8,2010
Transit,1,1.689868,,2500.0,2004
Transit,1,1.51214,,,2010
Radial Velocity,1,21.21663,,,2007
Radial Velocity,2,3.097,,47.92,1998
Transit,1,2.875317,,70.0,2010
Radial Velocity,1,279.8,1.37,90.33,2008
Transit,2,9.2869944,,2119.0,2011
Microlensing,1,,,3600.0,2013
Transit,3,35.3331,,,2014
Imaging,1,,,,2004
Radial Velocity,2,441.47,,27.46,2003
Pulsar Timing,1,36525.0,,,2003
Radial Velocity,1,122.1,,,2010
Radial Velocity,1,1333.0,2.58,,2007
Transit,1,1.7429935,,200.0,2008
Radial Velocity,1,111.4357,,29.04,2001
Imaging,1,,,91.57,2013
Radial Velocity,2,262.709,2.3,,2000
Transit,1,105.599,,600.0,2012
Transit,2,8.1453,,1200.0,2011
Transit,6,13.0241,,,2010
Transit,1,0.355,,,2013
Transit,1,2.204737,,320.0,2008
Radial Velocity,1,2496.0,1.65,55.01,2009
Radial Velocity,1,324.0,2.83,37.42,2013
Radial Velocity,2,12.62,,68.59,2013
Radial Velocity,1,792.6,,58.17,2012
Radial Velocity,1,466.0,,53.82,2010
Radial Velocity,3,31.56,,12.58,2006
Radial Velocity,1,5.8881,,53.08,2013
Radial Velocity,1,20.8133,,42.0,2005
Radial Velocity,1,874.774,2.21,56.95,2008
Radial Velocity,1,499.4,2.73,51.87,2008
Radial Velocity,1,3.3135,3.9,15.6,1996
Transit,1,1.7635892,,,2011
Radial Velocity,1,2.817822,0.38,35.8,2005
Microlensing,1,,,7720.0,2012
Transit,1,1.091423,,,2008
Radial Velocity,1,26.73,0.71,94.07,2006
Transit,3,11.9016171,,,2012
Transit,6,22.6845,,,2010
Radial Velocity,2,29.15,0.0379,35.89,2011
Microlensing,2,5100.0,,,2008
Radial Velocity,1,2208.0,1.45,44.54,2012
Radial Velocity,3,431.7,0.527,25.87,2011
Radial Velocity,2,14.07,,34.07,2011
Transit,2,33.006,,,2013
Transit,1,2.455239,,333.0,2011
Radial Velocity,1,655.6,5.1,37.54,2008
Transit,7,8.719375,,780.0,2013
Orbital Brightness Modulation,2,0.240104,,1180.0,2011
Imaging,1,,,165.0,2007
Transit,1,2.615864,,148.0,2007
Radial Velocity,2,58.11289,,37.88,1998
Radial Velocity,2,5000.0,0.82,,2009
Transit,5,122.3874,,368.0,2013
Radial Velocity,1,479.1,3.88,97.28,2008
Transit,1,4.234516,,134.0,2010
Transit,3,29.33434,,1400.0,2012
Transit,1,9.4341505,,200.0,2013
Transit,2,303.137,,1500.0,2012
Imaging,1,,,139.0,2004
Radial Velocity,1,2157.0,1.78,30.88,2009
Radial Velocity,2,1657.0,0.71,,2010
Radial Velocity,1,36.96,2.49,93.2,2007
Transit,7,331.60059,,,2013
Transit,1,17.815815,,1107.0,2013
Imaging,1,318280.0,,,2008
Radial Velocity,1,6.958,,,2014
Radial Velocity,1,5.7361,,41.27,2012
Radial Velocity,1,610.0,2.2,170.07,2009
Radial Velocity,1,311.288,1.94,17.24,1999
Transit,1,2.718659,,,2010
Radial Velocity,2,19.382,,66.89,2013
Radial Velocity,2,226.93,,32.58,2008
Radial Velocity,3,459.26,,26.91,2011
Transit,1,3.1915239,,174.0,2007
Microlensing,2,,,4080.0,2012
Radial Velocity,3,962.0,,,2008
Radial Velocity,1,2.8758911,,78.86,2005
Transit,2,12.2829,,,2011
Radial Velocity,1,17337.5,9.0,23.98,2009
Radial Velocity,1,521.0,1.8,114.15,2011
Transit,1,4.411953,,160.0,2012
Transit,1,6.871815,,110.0,2010
Radial Velocity,1,4.6455,,24.05,2010
Microlensing,1,,,4970.0,2013
Radial Velocity,2,379.63,,,2009
Transit,1,5.508023,,166.0,2010
Radial Velocity,1,2890.0,,87.87,2011
Radial Velocity,2,3.698,,150.0,2009
Transit,2,10.9129343,,,2012
Radial Velocity,2,3.8728,,,2013
Astrometry,1,246.36,,20.77,2013
Radial Velocity,1,788.0,0.132,33.96,2009
Radial Velocity,1,3.4442,0.48,53.71,2005
Radial Velocity,1,989.2,0.94,,2006
Radial Velocity,2,220.078,,,2003
Transit,1,2.47063,,213.0,2006
Imaging,1,,,19.28,2008
Radial Velocity,1,62.218,,11.11,2003
Radial Velocity,1,1840.0,,67.61,2009
Imaging,1,730000.0,,,2006
Radial Velocity,1,772.0,2.7,127.88,2011
Transit,1,3.161575,,,2011
Radial Velocity,1,5144.0,3.53,42.99,2012
Radial Velocity,3,33.941,,25.59,2011
Radial Velocity,1,141.6,,108.46,2007
Transit,2,12.0717249,,,2012
Transit,2,8.1453,,1200.0,2011
Radial Velocity,1,1634.0,,,2009
Radial Velocity,1,3.33714,,25.2,2012
Transit,1,,,293.0,2008
Radial Velocity,1,1.3283,18.37,43.03,2003
Radial Velocity,2,30.93,0.076,56.92,2013
Radial Velocity,1,305.5,20.6,92.51,2013
Transit,1,3.652836,,297.0,2010
Radial Velocity,3,16.546,,38.01,2011
Radial Velocity,1,157.57,,140.85,2011
Radial Velocity,2,225.62,,36.32,2000
Transit,2,2.58664,,,2014
Radial Velocity,1,1928.0,,35.87,2005
Radial Velocity,2,1178.4,2.1,52.72,2006
Transit,1,3.6936411,,200.0,2012
Transit,2,9.77,,,2012
Astrometry,1,1016.0,,14.98,2010
Transit,1,3.101278,,,2004
Transit,1,17.833648,,,2013
Radial Velocity,3,843.6,0.624,33.24,2005
Imaging,1,,,140.0,2010
Radial Velocity,1,591.9,,36.02,2006
Transit,1,2.615864,,148.0,2007
Transit,2,31.884,,,2013
Radial Velocity,1,3.33714,,25.2,2012
Radial Velocity,6,9.6184,,12.83,2008
Transit,4,42.8961,,,2014
Transit,1,2.797436,,411.0,2011
Transit,2,15.3348,,,2011
Radial Velocity,1,1.3283,,43.03,2003
Radial Velocity,1,1038.1,1.9,54.23,2007
Radial Velocity,1,176.3,2.9,,2010
Radial Velocity,1,3724.7,,,2011
Transit,2,10.2184954,,,2012
Transit,1,1.3371182,,,2011
Transit,1,2.152226,,,2007
Transit,1,1.420033,,,2010
Transit,5,10.3117,,,2014
Radial Velocity,1,363.2,,37.78,2010
Radial Velocity,1,,0.041,,2009
Radial Velocity,1,479.1,,97.28,2008
Radial Velocity,1,386.3,1.62,,2003
Transit,1,4.60358,,,2014
Transit,2,10.338523,,90.0,2010
Transit,1,2.243752,,160.0,2008
Radial Velocity,2,5000.0,0.82,25.65,2009
Radial Velocity,1,70.46,0.3,30.5,2005
Imaging,1,,,91.83,2013
Transit,2,10.95416,,339.0,2013
Radial Velocity,4,241.258,,13.47,1999
Radial Velocity,1,466.0,0.5,53.82,2010
Radial Velocity,1,963.0,2.54,43.03,2004
Transit,3,1.592851,,650.0,2010
Radial Velocity,1,990.0,,,2009
Radial Velocity,3,559.4,3.0,,2007
Radial Velocity,1,1183.0,,89.85,2002
Transit,1,1.217514,,262.0,2012
Transit,5,10.3117,,,2014
Radial Velocity,3,25.6,0.024,14.97,2013
Microlensing,1,,,,2009
Transit,1,3.547851,,453.0,2013
Radial Velocity,1,2208.0,,44.54,2012
Radial Velocity,2,1155.7,,55.31,2012
Radial Velocity,1,124.6,9.18,149.25,2013
Radial Velocity,1,993.3,,73.1,2008
Radial Velocity,2,1275.0,,38.52,2011
Radial Velocity,1,989.2,,17.35,2006
Transit,3,5.398763,,135.0,2012
Radial Velocity,1,528.07,13.65,31.79,2011
Microlensing,1,,,,2013
Transit,1,3.9791,,,2007
Transit,2,22.951,,,2013
Radial Velocity,2,33.823,0.0422,,2011
Transit,1,2.694047,,,2012
Transit,1,5.35227,,840.0,2011
Radial Velocity,1,4.113775,0.45,28.98,2006
Radial Velocity,3,2391.0,,14.08,2001
Radial Velocity,3,,0.058,52.83,2009
Radial Velocity,3,2295.0,0.683,33.24,2002
Transit,2,10.416,,,2013
Transit,1,,,300.0,2008
Transit,2,9.37647,,,2012
Radial Velocity,1,1183.0,4.9,89.85,2002
Transit,1,2.899736,,,2007
Transit,1,6.21229,,380.0,2010
Radial Velocity,2,74.72,,,2011
Imaging,1,318280.0,,,2008
Radial Velocity,1,2754.0,,18.06,2009
Orbital Brightness Modulation,2,0.240104,,1180.0,2011
Transit,1,4.1591399,,200.0,2012
Radial Velocity,1,2890.0,,87.87,2011
Radial Velocity,2,110.9,,,2010
Transit,1,3.57878087,,570.0,2013
Radial Velocity,1,1561.0,,,2003
Transit,5,10.3117,,,2014
Radial Velocity,5,0.73654,,,2011
Radial Velocity,6,7.2004,,,2011
Radial Velocity,1,1928.0,,,2005
Imaging,1,,,91.83,2013
Radial Velocity,1,912.0,1.8,121.07,2011
Radial Velocity,4,4.617033,,13.47,1996
Radial Velocity,2,6005.0,5.3,25.64,2012
Radial Velocity,4,241.258,,13.47,1999
Transit,2,13.722341,,,2013
Radial Velocity,1,1966.1,,48.64,2011
Radial Velocity,2,520.0,,164.2,2008
Transit,2,2.91626,,214.0,2009
Transit,5,19.57706,,,2011
Transit,2,8.0109434,,,2012
Radial Velocity,2,1945.0,,33.98,2005
Imaging,4,37000.0,,39.94,2008
Transit,1,1.2198669,,116.14,2010
Radial Velocity,1,392.6,0.91,,2011
Radial Velocity,1,6.403,0.23,,2002
Transit,1,4.465633,,330.0,2012
Imaging,1,40000.0,,,2011
Radial Velocity,1,1145.0,0.67,64.98,2007
Radial Velocity,2,825.0,,68.35,2010
Transit,2,9.522,,,2012
Radial Velocity,1,17337.5,9.0,23.98,2009
Radial Velocity,2,191.99,0.101,38.64,2011
Transit,1,2.150008,,,2011
Radial Velocity,2,85.131,0.0496,35.89,2011
Radial Velocity,1,777.0,1.96,53.28,2009
Transit,2,42.1516418,,,2012
Radial Velocity,5,44.38,,,2004
Transit,1,4.3050011,,400.0,2012
Microlensing,2,5100.0,,,2008
Radial Velocity,1,647.3,4.0,221.24,2011
Transit,5,16.1457,,,2013
Radial Velocity,3,2391.0,0.54,,2001
Radial Velocity,1,25.827,,38.02,2004
Radial Velocity,1,479.0,,114.55,2009
Orbital Brightness Modulation,1,1.54492875,,,2013
Radial Velocity,1,4.9437,0.115,,2002
Transit,1,21.0874,,1200.0,2011
Transit,1,1.58040482,,,2009
Transit,1,4.4652934,,139.0,2006
Radial Velocity,2,5.6,,42.09,2009
Radial Velocity,3,2295.0,0.683,33.24,2002
Radial Velocity,6,28.14,,,2011
Radial Velocity,1,903.3,,13.79,2003
Transit,4,9.6739283,,,2012
Radial Velocity,1,6.958,0.34,,2014
Transit,2,8.1453,,,2011
Radial Velocity,2,37.91,,33.98,2008
Radial Velocity,2,225.62,2.88,36.32,2000
Radial Velocity,1,327.8,0.6,54.94,2010
Radial Velocity,1,3383.0,3.15,51.36,2002
Radial Velocity,1,14.275,0.0316,17.72,2011
Radial Velocity,1,572.38,7.75,41.95,1999
Radial Velocity,1,1159.2,,26.5,2009
Transit,1,4.617101,,,2012
Radial Velocity,1,5.3978,0.029,,2008
Radial Velocity,1,396.03,,131.75,2010
Transit,1,9.4341505,,200.0,2013
Radial Velocity,1,912.0,1.8,121.07,2011
Transit Timing Variations,2,22.3395,,,2013
Radial Velocity,1,373.3,2.3,121.8,2009
Radial Velocity,2,1383.4,2.44,,2004
Transit,1,2.718659,,,2010
Radial Velocity,1,507.0,1.2,149.03,2009
Transit,5,5.28696,,,2014
Radial Velocity,1,464.3,,106.38,2009
Imaging,1,,,52.4,2004
Radial Velocity,1,672.1,11.1,289.02,2012
Transit,3,21.301886,,66.0,2013
Transit,5,18.16406,,368.0,2013
Imaging,4,18000.0,,39.94,2010
Transit,1,1.420033,,,2010
Transit,2,0.853585,,,2009
Radial Velocity,2,525.8,,,2011
Radial Velocity,1,1183.0,,,2002
Radial Velocity,1,1159.2,1.373,26.5,2009
Radial Velocity,1,3.369,,50.2,2004
Transit,1,1.5373653,,,2011
Radial Velocity,1,3.0925,,27.05,2000
Transit,1,5.452654,,257.0,2011
Transit,2,7.053,,,2012
Transit,1,3.9791,,,2007
Radial Velocity,2,191.99,0.101,38.64,2011
Transit,2,11.6092567,,,2012
Radial Velocity,1,1294.0,2.1,,2002
Radial Velocity,1,9.494,0.026,21.3,2010
Radial Velocity,1,738.459,,34.6,2001
Radial Velocity,3,18.315,0.0085,,2011
Radial Velocity,1,2443.0,,54.92,2009
Imaging,4,69000.0,,39.94,2008
Radial Velocity,1,578.2,,,2012
Radial Velocity,3,,,8.52,2009
Radial Velocity,1,297.3,0.61,,2007
Transit,2,15.09,,,2013
Radial Velocity,1,500.0,,27.13,2002
Radial Velocity,3,106.72,0.03,14.56,2011
Transit,1,95.2738,,460.0,2009
Transit,2,16.3850021,,,2012
Transit,1,1.58040482,,,2009
Radial Velocity,5,44.38,,,2004
Radial Velocity,1,256.78,,38.99,1999
Radial Velocity,1,952.7,,97.18,2008
Transit,2,15.09,,,2013
Radial Velocity,1,297.3,,127.55,2007
Transit,2,20.09,,,2012
Transit,7,124.9144,,780.0,2013
Transit,7,59.73667,,780.0,2013
Radial Velocity,1,1928.0,5.1,,2005
Radial Velocity,1,4100.0,2.3,,2013
Transit,1,3.0763776,,230.0,2008
Transit,1,1.4324752,,600.0,2004
Transit,5,27.4536,,,2014
Radial Velocity,1,986.0,,,2006
Radial Velocity,1,1125.7,9.76,121.36,2008
Pulsation Timing Variations,1,1170.0,,,2007
Transit,1,5.452654,,257.0,2011
Radial Velocity,1,396.03,,131.75,2010
Radial Velocity,3,8.631,0.035,,2013
Transit,5,77.61184,,290.0,2011
Radial Velocity,1,269.3,,,2006
Transit,2,88.505,,,2013
Radial Velocity,1,2063.818,,18.21,2001
Radial Velocity,2,923.8,3.24,16.57,2005
Transit,2,23.654,,,2013
Radial Velocity,1,2097.0,,85.18,2009
Radial Velocity,1,4.6938,,4.54,2007
Transit,3,143.34394,,1400.0,2012
Transit,1,3.039577,,,2011
Radial Velocity,2,525.8,0.07552,8.82,2011
Transit,2,17.324,,,2013
Radial Velocity,1,851.8,,,2007
Eclipse Timing Variations,2,3321.0,,130.72,2008
Radial Velocity,1,1544.0,,,2011
Radial Velocity,3,274.49,,38.01,2011
Transit,2,17.324,,,2013
Transit,2,5.7293196,,,2012
Radial Velocity,2,248.4,1.9,68.59,2013
Transit,1,4.4379637,,,2011
Transit,1,3.0927616,,90.0,2008
Transit,2,11.6092567,,,2012
Radial Velocity,2,85.131,,,2011
Transit,1,4.9816872,,160.0,2012
Radial Velocity,1,538.0,,,2007
Transit,1,4.187757,,,2008
Eclipse Timing Variations,2,3321.0,,,2008
Radial Velocity,1,1634.0,14.2,,2009
Radial Velocity,1,714.3,,,2007
Transit,1,3.92289,,,2008
Radial Velocity,1,387.1,1.7,,2011
Transit,5,77.61184,,290.0,2011
Radial Velocity,1,6.1335,,88.57,2005
Radial Velocity,1,1035.7,0.79,32.83,2011
Transit,5,41.02902,,,2011
Radial Velocity,2,,,214.0,2009
Radial Velocity,1,4.6938,0.035,4.54,2007
Radial Velocity,1,868.0,1.4,130.89,2011
Radial Velocity,2,923.8,3.24,16.57,2005
Radial Velocity,3,,0.0166,14.56,2011
Radial Velocity,2,820.3,,,2014
Radial Velocity,1,4.6455,,24.05,2010
Radial Velocity,1,6.403,0.23,43.12,2002
Radial Velocity,1,187.83,,84.03,2012
Radial Velocity,3,32.03,,25.87,2011
Imaging,1,,,,2009
Transit,1,5.508023,,166.0,2010
Radial Velocity,1,2371.0,25.0,37.05,2008
Radial Velocity,2,3452.0,2.58,68.54,2014
Radial Velocity,1,6.276,1.9,58.82,2001
Radial Velocity,1,39.845,1.04,17.43,1997
Radial Velocity,1,1075.2,,32.56,1999
Radial Velocity,4,982.0,,,2014
Radial Velocity,4,30.0881,0.7142,4.7,2000
Radial Velocity,1,,2.3,121.8,2009
Radial Velocity,1,1035.7,0.79,32.83,2011
Radial Velocity,1,392.6,0.91,,2011
Transit,6,46.6888,,613.0,2010
Radial Velocity,1,181.4,3.2,45.52,2013
Radial Velocity,1,456.46,1.26,52.63,2004
Radial Velocity,1,829.0,,32.7,2001
Radial Velocity,1,2.245715,,52.72,2005
Transit,1,,,,2009
Transit,1,2.152226,,147.0,2007
Radial Velocity,1,17337.5,,23.98,2009
Orbital Brightness Modulation,1,1.54492875,,,2013
Radial Velocity,1,5.24,,59.03,2005
Transit,7,124.9144,,,2013
Transit,5,8.7522,,303.0,2011
Transit,5,13.17562,,,2011
Transit,2,8.041,,,2013
Transit,1,9.20205,,,2008
Transit,2,17.9801235,,,2012
Radial Velocity,1,1027.0,0.85,53.05,2009
Radial Velocity,1,3630.0,,36.36,2012
Radial Velocity,1,1966.1,,,2011
Transit,1,3.547851,,453.0,2013
Radial Velocity,1,2819.654,,,2002
Radial Velocity,2,1353.6,,37.84,2008
Radial Velocity,1,3.3135,,15.6,1996
Transit,3,3.504725,,,2011
Radial Velocity,1,4885.0,,189.39,2009
Transit,2,42.1516418,,,2012
Radial Velocity,1,3.48777,,80.0,2000
Radial Velocity,1,479.0,,,2009
Radial Velocity,1,705.0,1.3,112.23,2011
Transit,1,2.34121242,,,2010
Microlensing,1,,,1760.0,2013
Radial Velocity,1,647.3,4.0,221.24,2011
Radial Velocity,2,1353.6,0.35061,37.84,2008
Imaging,1,,,17.95,2013
Radial Velocity,1,111.7,2.1,14.9,2009
Radial Velocity,6,5.75962,,39.39,2010
Transit,2,,,,2012
Transit,1,3.24674,,2250.0,2011
Radial Velocity,1,387.1,1.7,168.92,2011
Radial Velocity,1,,0.22,74.46,2004
Imaging,1,,,26.67,2009
Radial Velocity,1,2582.7,1.71,47.26,2005
Radial Velocity,1,2.391,,76.51,2009
Transit,5,22.7802,,303.0,2012
Transit,1,138.317,,1000.0,2012
Radial Velocity,2,1270.2,,53.82,2007
Radial Velocity,2,14.07,,34.07,2011
Radial Velocity,5,44.38,,12.53,2004
Radial Velocity,1,10.7085,,29.76,1999
Eclipse Timing Variations,1,10220.0,,,2009
Imaging,1,,,140.0,2010
Radial Velocity,1,124.6,,149.25,2013
Radial Velocity,2,3.698,,150.0,2009
Transit,1,7.919585,,125.0,2012
Radial Velocity,3,459.26,0.121,26.91,2011
Radial Velocity,1,1143.0,,28.88,2003
Transit,5,2.896,,303.0,2012
Radial Velocity,4,1276.46,4.132,,1999
Radial Velocity,1,131.05,,,2011
Radial Velocity,1,700.0,,,2008
Radial Velocity,1,3668.0,,46.51,2006
Radial Velocity,1,2502.0,1.55,3.22,2000
Transit,1,1.212884,,393.0,2010
Transit,2,,,90.0,2010
Radial Velocity,1,1001.7,6.86,32.56,2005
Transit,1,2.3114243,,,2013
Radial Velocity,1,199.505,8.3,102.04,2003
Radial Velocity,3,27.582,0.0358,14.56,2011
Transit,1,1.72086123,,1056.0,2014
Radial Velocity,3,5.6363,0.0117,25.59,2011
Transit,2,49.412,,,2013
Radial Velocity,1,526.62,,44.05,2007
Imaging,1,,,120.0,2013
Radial Velocity,1,594.9,7.6,,2006
Transit,1,3.0678504,,60.0,2012
Radial Velocity,1,431.8,,,2011
Transit,2,13.084,,,2013
Radial Velocity,1,2.64385,,10.23,2004
Radial Velocity,1,17337.5,9.0,23.98,2009
Transit,1,1.51214,,1340.0,2010
Transit,2,7.1073,,800.0,2011
Transit,2,2.91626,,,2009
Transit,1,1.5089557,,,2008
Transit,3,27.50868,,,2013
Transit Timing Variations,3,,,,2014
Transit,2,17.2513,,,2011
Transit,1,2.7817387,,170.0,2012
Imaging,1,730000.0,,,2006
Radial Velocity,2,3452.0,,,2014
Transit,1,2.152226,,147.0,2007
Radial Velocity,1,1.3283,,43.03,2003
Radial Velocity,1,912.0,1.8,121.07,2011
Transit,1,2.899736,,,2007
Transit,1,2.455239,,,2011
Transit,1,7.8457,,222.0,2014
Radial Velocity,1,4.113775,,28.98,2006
Transit,1,3.234723,,,2009
Radial Velocity,1,2.1375,1.5,91.16,2006
Transit,1,0.94145299,,105.49,2009
Radial Velocity,1,256.78,,38.99,1999
Radial Velocity,2,85.131,0.0496,,2011
Radial Velocity,2,7.8543,0.054,56.92,2013
Transit,7,91.93913,,780.0,2013
Radial Velocity,2,5584.0,,90.0,2010
Radial Velocity,1,874.774,2.21,56.95,2008
Microlensing,1,,,,2009
Radial Velocity,3,6.673855,,,2005
Radial Velocity,2,,,28.04,2003
Transit,7,124.9144,,780.0,2013
Radial Velocity,2,14.182,0.0325,28.6,2011
Transit,2,13.084,,,2013
Radial Velocity,3,5.6363,0.0117,25.59,2011
Astrometry,1,246.36,,,2013
Transit,1,4.2,,8500.0,2006
Transit,2,17.324,,,2013
Transit,4,6.16486,,,2014
Transit,1,1.7635892,,,2011
Radial Velocity,1,499.4,2.73,51.87,2008
Radial Velocity,3,14.025,0.0187,25.59,2011
Transit,1,2.204737,,320.0,2008
Transit,1,2.47063,,213.0,2006
Transit,2,31.884,,,2013
Radial Velocity,4,66.8,0.022,6.27,2005
Transit,2,20.8613,,2100.0,2011
Radial Velocity,3,123.01,0.072,8.52,2009
Radial Velocity,1,303.0,,92.51,2003
Transit,1,5.452654,,,2011
Radial Velocity,1,5.0505,1.068,44.46,2013
Transit,2,8.92507,,,2014
Radial Velocity,2,225.62,,36.32,2000
Radial Velocity,1,526.62,,44.05,2007
Radial Velocity,2,2500.0,7.0,121.36,2008
Radial Velocity,3,2172.0,0.54,26.15,2008
Transit,2,7.81254,,,2012
Transit,5,0.74296,,303.0,2012
Radial Velocity,1,500.0,,27.13,2002
Radial Velocity,3,559.4,,52.83,2007
Radial Velocity,1,17.24,0.0696,,2008
Microlensing,1,,,1760.0,2013
Transit,3,19.24,,650.0,2010
Transit,1,3.764825,,,2010
Radial Velocity,1,1214.0,1.5,89.13,2006
Radial Velocity,1,670.0,,110.62,2011
Transit,1,1.212884,,393.0,2010
Transit,2,9.522,,,2012
Transit,1,2.484193,,260.0,2013
Radial Velocity,1,14.476,,63.69,2008
Transit,2,2.58664,,,2014
Transit,1,4.2,,8500.0,2006
Transit,1,2.797436,,411.0,2011
Transit,1,3.039577,,,2011
Transit,3,,,38.7,2011
Radial Velocity,1,777.0,1.96,53.28,2009
Radial Velocity,1,4.113775,0.45,28.98,2006
Transit,2,17.9801235,,,2012
Transit,2,12.513,,,2012
Radial Velocity,1,47.84,,,2009
Radial Velocity,3,5.6363,,25.59,2011
Transit,6,31.9996,,613.0,2010
Radial Velocity,1,187.83,,84.03,2012
Radial Velocity,2,1353.6,0.35061,37.84,2008
Radial Velocity,2,1383.4,2.44,46.34,2004
Transit,5,22.7802,,303.0,2012
Radial Velocity,2,25.648,,52.03,2013
Transit,1,4.03519,,1060.0,2010
Radial Velocity,1,1544.0,1.49,98.52,2011
Radial Velocity,1,501.75,,,2009
Transit,2,13.722341,,,2013
Radial Velocity,2,237.6,,,2009
Radial Velocity,1,439.3,,60.46,2005
Transit,2,191.2318,,,2013
Radial Velocity,2,1945.0,,33.98,2005
Radial Velocity,2,14.07,,34.07,2011
Radial Velocity,1,1035.7,,32.83,2011
Transit,5,21.77596,,,2011
Radial Velocity,1,3724.7,1.45,48.43,2011
Radial Velocity,1,1523.0,,,2009
Transit,1,9.20205,,,2008
Radial Velocity,1,,,42.77,2012
Radial Velocity,3,123.01,0.072,8.52,2009
Transit,1,1.327347,,317.0,2011
Radial Velocity,1,1294.0,2.1,26.52,2002
Transit,1,3.101278,,,2004
Radial Velocity,1,851.8,6.1,,2007
Transit,2,23.08933,,,2014
Radial Velocity,2,25.648,,52.03,2013
Radial Velocity,1,116.6884,,18.11,1996
Microlensing,1,,,1760.0,2013
Microlensing,2,5100.0,,,2008
Transit,1,3.764825,,,2010
Radial Velocity,2,342.85,0.6579,32.58,2008
Transit,1,2.785755,,108.0,2011
