Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
mercury capri 2000,23.9,4.0,123.0,81.0,2248.0,15.4,1971-01-01,Europe
vw pickup,20.7,4.0,100.0,83.0,2224.0,14.0,1971-01-01,Europe
amc hornet,29.5,4.0,111.0,51.0,1976.0,16.2,1972-01-01,Europe
honda civic 1500 gl,30.0,5.0,133.0,71.0,2279.0,18.6,1972-01-01,Japan
amc gremlin,46.6,4.0,117.0,137.0,1933.0,11.9,1972-01-01,Europe
datsun 810 maxima,20.0,7.0,288.0,100.0,3349.0,15.6,1972-01-01,USA
volkswagen 1131 deluxe sedan,21.7,4.0,136.0,96.0,1800.0,18.8,1972-01-01,Japan
dodge aries se,38.0,4.0,83.0,89.0,1986.0,17.6,1972-01-01,Japan
oldsmobile omega,21.9,4.0,83.0,69.0,2126.0,9.6,1972-01-01,Japan
mercedes benz 300d,22.6,6.0,189.0,96.0,3449.0,12.0,1972-01-01,USA
amc matador (sw),29.6,5.0,79.0,94.0,2381.0,16.2,1972-01-01,Japan
saab 900s,28.6,3.0,80.0,95.0,2235.0,12.2,1972-01-01,Japan
dodge rampage,21.7,5.0,279.0,77.0,2088.0,13.5,1972-01-01,USA
chevy s-10,17.8,7.0,178.0,131.0,3683.0,12.0,1972-01-01,USA
renault 18i,27.7,4.0,100.0,94.0,2037.0,11.6,1972-01-01,Europe
honda civic,28.5,4.0,105.0,85.0,2082.0,9.9,1972-01-01,Europe
dodge aries wagon (sw),31.3,4.0,85.0,103.0,1926.0,14.6,1972-01-01,Europe
ford granada l,31.4,4.0,73.0,65.0,2083.0,15.1,1972-01-01,Japan
pontiac catalina,34.8,4.0,78.0,61.0,1840.0,12.1,1972-01-01,Japan
chevrolet chevelle malibu classic,31.4,4.0,68.0,46.0,2446.0,15.6,1972-01-01,Japan
pontiac catalina,15.4,6.0,141.0,155.0,4134.0,13.9,1972-01-01,USA
pontiac sunbird coupe,22.6,5.0,169.0,84.0,3994.0,14.5,1972-01-01,USA
ford fairmont futura,18.0,6.0,420.0,230.0,3656.0,13.9,1972-01-01,USA
datsun 510 (sw),36.6,7.0,383.0,114.0,2180.0,18.3,1972-01-01,USA
buick skylark 320,27.2,4.0,98.0,89.0,2198.0,13.9,1972-01-01,Europe
chevrolet impala,46.6,5.0,121.0,61.0,2067.0,11.5,1972-01-01,Japan
ford maverick,40.5,5.0,126.0,54.0,2346.0,18.9,1972-01-01,Japan
peugeot 304,20.2,5.0,140.0,131.0,4586.0,15.3,1972-01-01,USA
dodge monaco (sw),21.9,5.0,217.0,141.0,3672.0,16.5,1972-01-01,USA
volkswagen rabbit custom diesel,16.2,4.0,92.0,111.0,3109.0,16.1,1972-01-01,Europe
mercury marquis brougham,32.8,4.0,91.0,59.0,2341.0,17.0,1972-01-01,Japan
dodge st. regis,22.1,4.0,88.0,78.0,2807.0,12.8,1973-01-01,Europe
oldsmobile omega,13.3,5.0,89.0,126.0,3172.0,14.2,1973-01-01,USA
volkswagen rabbit,19.1,5.0,242.0,103.0,4518.0,20.9,1973-01-01,USA
mazda glc deluxe,18.9,4.0,140.0,65.0,1939.0,15.8,1973-01-01,Europe
amc spirit dl,10.0,7.0,448.0,63.0,5140.0,14.5,1973-01-01,USA
mazda glc deluxe,28.1,4.0,148.0,79.0,2004.0,15.0,1973-01-01,Japan
mercury grand marquis,28.5,4.0,90.0,95.0,2310.0,15.0,1973-01-01,Japan
buick electra 225 custom,33.3,4.0,95.0,73.0,2049.0,18.3,1973-01-01,Japan
oldsmobile cutlass ls,31.3,5.0,82.0,57.0,2080.0,17.4,1973-01-01,Japan
pontiac phoenix,39.0,4.0,84.0,70.0,2259.0,20.3,1973-01-01,Japan
mazda glc custom,27.4,4.0,258.0,89.0,4361.0,14.1,1973-01-01,USA
renault 12 (sw),28.1,4.0,77.0,86.0,2059.0,14.8,1973-01-01,Japan
chrysler cordoba,23.8,5.0,68.0,68.0,2102.0,15.5,1973-01-01,Japan
ford torino 500,32.5,3.0,101.0,70.0,2447.0,14.6,1973-01-01,Japan
buick lesabre custom,25.5,5.0,148.0,114.0,2343.0,15.5,1973-01-01,Japan
chevrolet citation,27.8,4.0,107.0,113.0,1882.0,11.5,1973-01-01,Europe
peugeot 504 (sw),25.3,4.0,99.0,98.0,2316.0,12.7,1973-01-01,Europe
plymouth horizon,26.6,4.0,86.0,86.0,1928.0,17.2,1973-01-01,Japan
fiat strada custom,33.7,4.0,126.0,67.0,2525.0,15.0,1973-01-01,Japan
pontiac astro,29.7,4.0,71.0,89.0,2166.0,16.7,1973-01-01,Japan
datsun 710,31.5,4.0,117.0,73.0,2145.0,14.2,1973-01-01,Japan
subaru,22.5,6.0,151.0,93.0,4078.0,15.2,1973-01-01,USA
peugeot 504,17.9,7.0,124.0,99.0,2374.0,12.9,1973-01-01,USA
maxda glc deluxe,34.6,4.0,105.0,75.0,1851.0,17.1,1973-01-01,Europe
honda civic (auto),26.9,5.0,122.0,71.0,2698.0,13.5,1973-01-01,Japan
plymouth reliant,30.1,4.0,87.0,79.0,2548.0,20.4,1973-01-01,Japan
chevrolet chevette,23.7,4.0,77.0,87.0,2265.0,11.8,1973-01-01,Japan
ford granada ghia,20.1,4.0,95.0,92.0,4263.0,14.2,1973-01-01,Europe
dodge d100,32.2,4.0,88.0,116.0,2431.0,12.0,1973-01-01,Europe
ford gran torino (sw),42.6,4.0,96.0,109.0,1877.0,16.2,1973-01-01,Europe
volkswagen jetta,25.7,4.0,122.0,74.0,1613.0,21.7,1973-01-01,Japan
datsun 200-sx,44.2,4.0,75.0,58.0,1868.0,18.2,1973-01-01,Europe
dodge coronet custom (sw),26.3,4.0,165.0,76.0,2160.0,11.7,1973-01-01,Europe
pontiac phoenix lj,25.8,4.0,119.0,46.0,3287.0,17.9,1973-01-01,Europe
volvo diesel,22.3,4.0,97.0,69.0,1939.0,13.1,1973-01-01,Japan
buick skylark,30.1,4.0,100.0,80.0,2029.0,11.3,1973-01-01,Japan
volkswagen scirocco,29.5,4.0,144.0,94.0,2131.0,13.9,1973-01-01,Japan
chevrolet vega (sw),27.3,5.0,95.0,77.0,2132.0,13.1,1973-01-01,Japan
pontiac safari (sw),16.9,6.0,277.0,81.0,4201.0,11.0,1973-01-01,USA
honda civic 1500 gl,24.2,4.0,122.0,106.0,1994.0,11.1,1974-01-01,Japan
toyota celica gt,28.3,4.0,69.0,107.0,2200.0,16.6,1974-01-01,Japan
datsun pl510,33.0,5.0,152.0,111.0,2453.0,18.0,1974-01-01,Japan
mercury cougar brougham,32.2,4.0,81.0,82.0,2029.0,11.9,1974-01-01,Japan
chevrolet impala,39.5,4.0,100.0,72.0,2138.0,15.7,1974-01-01,Japan
honda Accelerationord cvcc,35.8,4.0,102.0,93.0,2682.0,18.1,1974-01-01,Japan
amc concord d/l,12.4,7.0,346.0,153.0,4449.0,17.4,1974-01-01,USA
chrysler lebaron salon,31.3,4.0,103.0,94.0,3176.0,16.6,1974-01-01,Europe
ford pinto,21.8,5.0,169.0,74.0,3095.0,16.4,1974-01-01,USA
oldsmobile cutlass ls,29.4,4.0,100.0,98.0,2133.0,15.1,1974-01-01,Europe
chevy c10,34.2,4.0,101.0,74.0,1891.0,14.2,1974-01-01,Japan
nissan stanza xe,37.4,4.0,98.0,71.0,1872.0,18.5,1974-01-01,Japan
dodge colt,19.7,7.0,352.0,78.0,4391.0,15.8,1974-01-01,USA
chevrolet monza 2+2,25.5,4.0,121.0,78.0,2235.0,17.4,1974-01-01,Japan
ford country squire (sw),30.3,4.0,98.0,129.0,2986.0,16.9,1974-01-01,Europe
opel 1900,17.4,5.0,281.0,79.0,2794.0,9.5,1974-01-01,USA
amc ambassador dpl,35.8,4.0,77.0,63.0,1943.0,17.4,1974-01-01,Japan
buick century limited,14.7,4.0,102.0,119.0,3453.0,15.7,1974-01-01,USA
ford gran torino,18.5,4.0,443.0,147.0,4165.0,9.4,1974-01-01,USA
ford escort 4w,28.8,4.0,137.0,97.0,2070.0,17.5,1974-01-01,Japan
buick skyhawk,29.7,4.0,85.0,69.0,1987.0,15.3,1974-01-01,Japan
mercedes-benz 280s,21.0,5.0,270.0,76.0,5140.0,17.0,1975-01-01,USA
ford fairmont,29.8,4.0,112.0,141.0,2195.0,19.2,1975-01-01,Europe
mazda rx-7 gs,30.4,4.0,105.0,102.0,1812.0,10.8,1975-01-01,Japan
ford thunderbird,37.0,4.0,92.0,52.0,2361.0,11.7,1975-01-01,Japan
saab 900s,12.9,7.0,453.0,112.0,3570.0,17.2,1975-01-01,USA
chevrolet monza 2+2,33.4,4.0,139.0,76.0,2395.0,18.0,1975-01-01,Japan
datsun 280-zx,14.8,5.0,188.0,155.0,3491.0,15.4,1975-01-01,USA
honda civic 1300,20.7,7.0,268.0,90.0,2008.0,9.8,1975-01-01,USA
vokswagen rabbit,21.8,5.0,129.0,86.0,2314.0,12.2,1975-01-01,Japan
ford pinto runabout,23.7,4.0,114.0,67.0,2566.0,18.1,1975-01-01,Europe
amc pacer d/l,20.3,4.0,132.0,89.0,5120.0,18.1,1975-01-01,Europe
plymouth horizon miser,26.1,4.0,95.0,96.0,2277.0,12.4,1975-01-01,Japan
amc matador,12.5,4.0,269.0,147.0,2418.0,17.6,1975-01-01,USA
chevrolet monte carlo landau,36.4,3.0,79.0,70.0,1698.0,16.2,1975-01-01,Japan
mercury cougar brougham,24.5,4.0,138.0,86.0,1719.0,13.4,1975-01-01,Japan
ford mustang gl,25.0,7.0,379.0,112.0,3607.0,15.6,1975-01-01,USA
chevrolet caprice classic,28.0,4.0,79.0,68.0,2875.0,9.5,1975-01-01,Japan
amc spirit dl,25.7,4.0,95.0,75.0,2964.0,18.1,1975-01-01,Europe
buick century limited,35.7,5.0,83.0,56.0,2529.0,14.5,1975-01-01,Japan
fiat 124 tc,30.2,4.0,95.0,74.0,1848.0,13.6,1975-01-01,Europe
buick lesabre custom,38.3,4.0,100.0,84.0,1852.0,15.0,1975-01-01,Europe
honda civic 1500 gl,15.6,5.0,123.0,179.0,4149.0,11.8,1975-01-01,USA
pontiac j2000 se hatchback,28.7,4.0,131.0,81.0,2050.0,18.3,1975-01-01,Europe
ford granada gl,33.0,4.0,114.0,65.0,2608.0,13.5,1975-01-01,Japan
chevrolet nova,23.0,4.0,110.0,86.0,1768.0,16.3,1975-01-01,Japan
toyota corolla,16.6,4.0,169.0,47.0,2121.0,15.5,1975-01-01,USA
plymouth arrow gs,19.6,7.0,381.0,136.0,3553.0,16.0,1975-01-01,USA
oldsmobile vista cruiser,29.5,4.0,129.0,64.0,2370.0,13.5,1975-01-01,Japan
ford fairmont (man),23.4,6.0,220.0,158.0,3688.0,15.5,1975-01-01,USA
buick opel isuzu deluxe,19.9,4.0,84.0,64.0,4036.0,13.2,1975-01-01,Europe
chevrolet cavalier,34.8,4.0,88.0,78.0,3381.0,12.6,1975-01-01,Europe
dodge st. regis,,4.0,105.0,86.0,2385.0,19.3,1975-01-01,Europe
chevrolet cavalier 2-door,34.8,4.0,109.0,58.0,2032.0,13.7,1975-01-01,Europe
saab 99e,33.1,3.0,125.0,108.0,1805.0,14.8,1975-01-01,Japan
chevrolet vega (sw),17.4,8.0,230.0,104.0,5140.0,13.8,1975-01-01,USA
ford fairmont (man),22.4,4.0,104.0,86.0,1863.0,13.1,1975-01-01,Europe
pontiac catalina,29.0,4.0,69.0,69.0,2131.0,15.6,1976-01-01,Japan
vokswagen rabbit,15.9,7.0,369.0,88.0,3636.0,16.1,1976-01-01,USA
amc hornet,24.7,4.0,91.0,56.0,2645.0,19.2,1976-01-01,Europe
vokswagen rabbit,20.9,6.0,249.0,166.0,2349.0,12.7,1976-01-01,USA
pontiac phoenix lj,30.3,4.0,86.0,57.0,1927.0,14.9,1976-01-01,Japan
ford torino,31.7,4.0,123.0,69.0,2070.0,16.7,1976-01-01,Europe
chrysler lebaron salon,13.4,6.0,427.0,52.0,2743.0,21.0,1976-01-01,USA
buick skyhawk,30.5,4.0,136.0,88.0,1832.0,15.2,1976-01-01,Europe
ford torino 500,29.5,4.0,68.0,81.0,2477.0,11.4,1976-01-01,Japan
dodge aspen 6,18.9,5.0,343.0,98.0,4096.0,18.1,1976-01-01,USA
chrysler lebaron town @ country (sw),34.9,4.0,115.0,117.0,2611.0,12.1,1976-01-01,Europe
volvo 145e (sw),25.2,4.0,100.0,70.0,2044.0,21.4,1976-01-01,Europe
ford mustang gl,27.7,4.0,112.0,81.0,2509.0,12.6,1976-01-01,Japan
volvo diesel,23.0,7.0,235.0,111.0,4455.0,14.0,1976-01-01,USA
fiat 131,17.3,4.0,129.0,82.0,2578.0,13.5,1976-01-01,USA
plymouth horizon miser,23.8,6.0,194.0,83.0,3859.0,13.9,1976-01-01,USA
amc matador (sw),29.1,4.0,71.0,117.0,2113.0,16.7,1976-01-01,Japan
audi fox,13.8,5.0,263.0,101.0,3365.0,15.0,1976-01-01,USA
oldsmobile omega,28.7,4.0,130.0,80.0,2393.0,14.4,1976-01-01,Europe
mazda glc custom,22.9,4.0,272.0,132.0,3705.0,19.5,1976-01-01,USA
amc ambassador dpl,18.9,4.0,76.0,69.0,2813.0,15.8,1976-01-01,Europe
mercedes benz 300d,18.1,5.0,163.0,65.0,3490.0,18.8,1976-01-01,USA
mazda rx-4,25.1,4.0,72.0,111.0,2134.0,20.6,1976-01-01,Europe
datsun 510 (sw),9.7,6.0,446.0,178.0,3036.0,19.3,1976-01-01,USA
datsun 310,18.2,4.0,215.0,167.0,4543.0,11.3,1976-01-01,USA
peugeot 505s turbo diesel,31.4,4.0,102.0,97.0,1964.0,17.2,1976-01-01,Europe
volkswagen dasher,20.9,7.0,417.0,135.0,1998.0,8.5,1976-01-01,USA
amc concord d/l,29.1,4.0,106.0,102.0,2802.0,15.6,1976-01-01,Japan
bmw 2002,14.8,4.0,150.0,115.0,4540.0,16.6,1976-01-01,USA
ford country,19.5,5.0,342.0,187.0,3308.0,17.4,1976-01-01,USA
datsun 200-sx,35.0,4.0,102.0,66.0,2808.0,18.9,1976-01-01,Europe
vw rabbit c (diesel),33.1,7.0,107.0,128.0,3738.0,13.2,1976-01-01,USA
opel 1900,28.7,4.0,99.0,68.0,2347.0,19.3,1976-01-01,Japan
bmw 2002,22.3,6.0,286.0,127.0,3282.0,16.8,1976-01-01,USA
chevrolet citation,23.0,4.0,94.0,89.0,2359.0,13.9,1976-01-01,Japan
ford gran torino (sw),33.8,4.0,139.0,84.0,2363.0,13.7,1976-01-01,Europe
citroen ds-21 pallas,35.2,4.0,88.0,88.0,2380.0,11.5,1976-01-01,Japan
datsun pl510,27.5,7.0,331.0,100.0,3375.0,12.5,1976-01-01,USA
volkswagen scirocco,14.3,8.0,230.0,185.0,3724.0,18.7,1976-01-01,USA
pontiac lemans v6,34.8,5.0,133.0,90.0,2728.0,19.1,1976-01-01,Japan
peugeot 504 (sw),28.2,4.0,137.0,116.0,3052.0,15.8,1976-01-01,Europe
ford mustang cobra,13.9,5.0,390.0,108.0,3318.0,13.5,1976-01-01,USA
plymouth horizon,23.7,7.0,385.0,129.0,3519.0,14.0,1976-01-01,USA
honda Accelerationord,21.1,4.0,112.0,135.0,2481.0,13.6,1976-01-01,USA
ford futura,27.3,4.0,113.0,72.0,2241.0,16.3,1976-01-01,Japan
ford torino 500,36.9,4.0,90.0,90.0,2407.0,14.4,1976-01-01,Japan
mazda glc deluxe,18.9,5.0,208.0,109.0,2743.0,18.6,1977-01-01,USA
vw rabbit c (diesel),26.4,4.0,101.0,79.0,2001.0,14.0,1977-01-01,Europe
ford gran torino,32.6,4.0,108.0,99.0,2155.0,14.9,1977-01-01,Japan
honda civic,28.8,4.0,112.0,78.0,2308.0,14.1,1977-01-01,Japan
plymouth cricket,30.6,3.0,158.0,89.0,2637.0,19.6,1977-01-01,Japan
ford fairmont (man),25.2,4.0,81.0,132.0,2360.0,18.7,1977-01-01,Japan
volkswagen jetta,20.4,5.0,249.0,168.0,3702.0,11.7,1977-01-01,USA
citroen ds-21 pallas,18.3,5.0,417.0,76.0,2514.0,13.4,1977-01-01,USA
datsun 710,40.8,4.0,97.0,102.0,1872.0,17.3,1977-01-01,Europe
ford pinto (sw),28.7,5.0,89.0,68.0,2429.0,15.6,1977-01-01,Japan
volkswagen rabbit,32.7,4.0,95.0,87.0,2803.0,12.1,1977-01-01,Europe
amc gremlin,41.3,4.0,126.0,,1907.0,19.3,1977-01-01,Europe
subaru,27.4,6.0,418.0,104.0,3850.0,15.4,1977-01-01,USA
honda civic (auto),15.2,7.0,328.0,100.0,2336.0,18.3,1977-01-01,USA
chevrolet citation,20.2,4.0,108.0,86.0,2615.0,17.4,1977-01-01,Europe
plymouth valiant custom,22.3,4.0,99.0,46.0,2233.0,15.6,1977-01-01,Europe
toyota starlet,20.7,7.0,102.0,75.0,5140.0,17.2,1977-01-01,USA
cadillac eldorado,21.8,4.0,108.0,82.0,1943.0,14.4,1977-01-01,Japan
chevrolet malibu classic (sw),33.1,5.0,68.0,84.0,2399.0,16.6,1977-01-01,Japan
dodge coronet custom,37.4,4.0,101.0,72.0,1876.0,19.0,1977-01-01,Japan
subaru,39.7,4.0,78.0,79.0,2249.0,15.8,1977-01-01,Japan
fiat strada custom,19.0,7.0,402.0,119.0,4401.0,11.6,1977-01-01,USA
chevrolet camaro,32.7,5.0,122.0,115.0,2956.0,15.5,1977-01-01,USA
amc pacer,27.5,4.0,111.0,79.0,1917.0,14.1,1977-01-01,Europe
saab 900s,37.9,5.0,81.0,94.0,2424.0,19.5,1977-01-01,Japan
plymouth volare custom,32.9,4.0,98.0,76.0,2179.0,14.1,1977-01-01,Europe
chevrolet malibu,27.0,4.0,91.0,77.0,2894.0,16.8,1977-01-01,Japan
chevrolet impala,30.3,5.0,68.0,90.0,1994.0,17.7,1977-01-01,Japan
mercury monarch,38.5,4.0,101.0,81.0,2405.0,17.7,1977-01-01,Europe
buick skylark limited,15.1,6.0,421.0,84.0,3532.0,15.6,1977-01-01,USA
ford escort 2h,22.6,4.0,74.0,54.0,2219.0,14.3,1977-01-01,Japan
citroen ds-21 pallas,25.6,4.0,120.0,120.0,2326.0,16.4,1977-01-01,Japan
volvo diesel,41.6,3.0,105.0,75.0,1841.0,12.6,1977-01-01,Japan
chevrolet monte carlo landau,23.0,4.0,132.0,125.0,3944.0,10.4,1977-01-01,Europe
chevrolet cavalier 2-door,40.6,4.0,104.0,111.0,2325.0,13.8,1978-01-01,Europe
plymouth sapporo,15.6,7.0,231.0,100.0,3877.0,18.8,1978-01-01,USA
chrysler lebaron salon,19.6,6.0,277.0,128.0,3422.0,12.2,1978-01-01,USA
volvo diesel,18.7,5.0,203.0,137.0,3406.0,15.2,1978-01-01,USA
chevrolet woody,38.5,4.0,122.0,133.0,2058.0,18.4,1978-01-01,Japan
datsun 210,40.6,7.0,179.0,138.0,3519.0,12.8,1978-01-01,USA
vw rabbit custom,16.6,6.0,302.0,131.0,2395.0,12.2,1978-01-01,USA
oldsmobile starfire sx,17.8,4.0,293.0,116.0,3117.0,14.0,1978-01-01,USA
maxda glc deluxe,28.5,4.0,116.0,65.0,2051.0,19.5,1978-01-01,Europe
dodge dart custom,18.8,4.0,77.0,60.0,2717.0,15.0,1978-01-01,Europe
chevrolet monte carlo s,26.2,4.0,145.0,91.0,1884.0,16.5,1978-01-01,Europe
plymouth cricket,26.5,4.0,113.0,92.0,2057.0,20.9,1978-01-01,Europe
oldsmobile starfire sx,26.3,4.0,106.0,47.0,2505.0,18.6,1978-01-01,Europe
dodge d200,28.3,4.0,108.0,71.0,2409.0,16.9,1978-01-01,Japan
datsun 610,25.3,7.0,202.0,118.0,1876.0,16.1,1978-01-01,USA
chevroelt chevelle malibu,31.8,4.0,109.0,100.0,3801.0,17.3,1978-01-01,Europe
ford galaxie 500,14.5,5.0,448.0,169.0,3526.0,18.1,1978-01-01,USA
toyota corolla liftback,30.1,5.0,216.0,145.0,2679.0,16.7,1978-01-01,USA
amc pacer d/l,28.8,4.0,74.0,104.0,1813.0,13.8,1978-01-01,Japan
dodge colt m/m,18.7,5.0,387.0,102.0,3109.0,15.9,1978-01-01,USA
ford fairmont (man),27.1,4.0,119.0,85.0,2439.0,14.0,1978-01-01,Japan
toyota corolla,22.7,4.0,89.0,125.0,1955.0,12.8,1978-01-01,Europe
dodge coronet brougham,36.1,4.0,119.0,58.0,2177.0,11.9,1978-01-01,Europe
datsun 310,33.3,4.0,69.0,112.0,2463.0,14.1,1978-01-01,Japan
datsun 710,24.3,4.0,90.0,102.0,2129.0,13.7,1978-01-01,Japan
dodge d100,11.9,4.0,105.0,103.0,1905.0,15.1,1978-01-01,Japan
plymouth horizon,25.9,4.0,90.0,53.0,5140.0,17.9,1978-01-01,Europe
ford country squire (sw),12.0,6.0,342.0,71.0,1996.0,12.5,1978-01-01,USA
datsun pl510,34.5,4.0,98.0,117.0,2028.0,16.1,1978-01-01,Europe
pontiac sunbird coupe,37.2,4.0,121.0,121.0,1979.0,13.6,1978-01-01,Europe
chevrolet vega,11.6,5.0,179.0,61.0,3337.0,21.1,1978-01-01,USA
subaru dl,25.9,4.0,68.0,103.0,2701.0,12.4,1978-01-01,Europe
plymouth arrow gs,17.2,8.0,183.0,112.0,2060.0,12.1,1978-01-01,USA
chevrolet chevelle malibu classic,17.8,8.0,143.0,,2247.0,12.4,1979-01-01,USA
ford mustang,28.3,4.0,117.0,58.0,2355.0,13.2,1979-01-01,Europe
chevrolet monte carlo s,26.5,4.0,135.0,56.0,2530.0,21.4,1979-01-01,Europe
toyota corolla tercel,34.2,5.0,419.0,115.0,3881.0,18.0,1979-01-01,USA
dodge monaco (sw),16.5,7.0,219.0,157.0,2578.0,15.9,1979-01-01,USA
bmw 320i,16.2,5.0,110.0,82.0,1613.0,14.9,1979-01-01,USA
ford fairmont (auto),25.6,4.0,172.0,71.0,2261.0,17.0,1979-01-01,Europe
honda Accelerationord cvcc,24.0,4.0,200.0,133.0,2395.0,20.1,1979-01-01,USA
toyota celica gt liftback,32.5,4.0,95.0,93.0,1888.0,16.2,1979-01-01,Europe
amc concord,26.9,6.0,260.0,115.0,4259.0,21.8,1979-01-01,USA
plymouth 'cuda 340,24.7,3.0,70.0,104.0,2040.0,14.6,1979-01-01,Japan
mercury capri 2000,18.2,3.0,101.0,72.0,1804.0,15.8,1979-01-01,Japan
mercury zephyr 6,24.6,7.0,199.0,83.0,3940.0,13.9,1979-01-01,USA
datsun pl510,41.9,4.0,116.0,94.0,2899.0,15.8,1979-01-01,Europe
honda civic (auto),40.6,4.0,75.0,80.0,2136.0,15.2,1979-01-01,Europe
ford ranger,28.7,5.0,225.0,67.0,3340.0,15.3,1979-01-01,USA
mazda glc,22.7,6.0,370.0,102.0,4037.0,18.0,1979-01-01,USA
vw dasher (diesel),33.9,4.0,93.0,69.0,1928.0,12.4,1979-01-01,Europe
datsun 510,23.2,4.0,84.0,75.0,1973.0,10.8,1979-01-01,Europe
