answer,question
"[""St. Louis Cardinals"",""San Francisco Giants""]",mountain range in western us home to giant sequoia
"[""Anil Kumar Jha""]",how many acts does the laramie project have
"[""rose window""]",when did this season of big brother start
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",what unit would you use to measure the weight of a apple
"[""April 1, 1999""]",names of catholic priest in port harcourt diocese
"[""Lake Baikal""]",what is the name of the highest mountain in south america
"[""1960""]",who sings searching for a heart of gold
"[""1939""]",who plays flick in a bug's life
"[""10""]",where is the isle of man tt held
"[""video editing""]",when did the ipod touch 6 gen came out
"[""Amanda Shiflett""]",what is the end of a greek play called
"[""the axon terminal""]",when did this girl is on fire come out
"[""March 9, 2018""]",who plays saul in ad kingdom and empire
"[""1967""]",god's not dead a light in the darkness release date
"[""1962""]",who has 2 tapes in 13 reasons why
"[""Bella Dayne""]",who is currently the longest serving member of the senate
"[""7""]",who does joshua rush play on the lion guard
"[""1962""]",the chemical produced and secreted by the lining of the stomach is
"[""1981""]",what is the name of house of horse
"[""2002""]",movie about a football player who goes blind
"[""Jimmy Cliff""]",who play the part of the fool in the merchant of venice
"[""Jesse Donald Knotts""]",who plays the oldest sister on last man standing
"[""Saleisha Stowers""]",who won the champions league final last year
"[""in 2018""]",where is the long island railroad in jamaica
"[""Monasteries"",""wealthy individuals"",""rulers""]",when does the mlb all star voting start
"[""35""]",where is the oldest refinery in india located
"[""Queen's Park""]",when did tonight's going to be a good night come out
"[""1950""]",how many wizards are there in the lord of the rings
"[""1974""]",who is known as the leader of an orchestra
"[""horses""]",how many branches does yorkshire building society have
"[""Anderson Silva""]",when did west ham last win at old trafford
"[""1984""]",where is the frying pan river in colorado
"[""a compulsory governmental insurance system""]",who sang aint that a kick in the head
"[""Evaluation and management""]",minimum age to contest for president in nigeria
"[""Mars Bonfire""]",what size bullet does an ak 47 shoot
"[""V8 engine""]",what is it called when someone always needs attention
"[""Alex Rodriguez""]",who played ross and monica's cousin in friends
"[""University of South Carolina""]",who slew the philistines with a donkey jawbone
"[""Jason Michael Lee""]",what are the names of the two rovers currently exploring mars
"[""Greek""]",who played god in monty python and the holy grail
"[""Anderson Silva""]",how many species of recluse spiders are there
"[""the axon terminal""]",when does nikolas cassadine return to general hospital
"[""those that have died""]",when did alvin and the chipmunks come out
"[""Atlanta–Fulton County Stadium""]",who composed the score to the 1935 version of bride of frankenstein
"[""unknown""]",who plays male lead in far from the madding crowd
"[""Saleisha Stowers""]",game of thrones season 7 date of release
"[""in 2018""]",how many gold medals does usa have in olympics
"[""March 25, 2011""]",when was ed sheeran's first album released
"[""Potassium chlorate""]",who does joshua rush play on the lion guard
"[""rose window""]",what is the charge for entering the u.s. illegally
"[""Matthew Prokop""]",who appointed colonial governors in british north america
"[""2015""]",who holds the homerun record in a season
"[""horses""]",where does meiosis occur in plants and animals
"[""1984""]",when was the women's army corps established
"[""ground state""]",who is the highest ranking officer in the navy
"[""six""]",who sings everybody is working for the weekend
"[""In 1995""]",how many episodes in it's always sunny season 13
"[""Islamic prophet Muhammad""]",what is the real name for chilean sea bass
"[""Greek""]",how many one piece manga volumes are there
"[""12""]",who plays lisa on fresh prince of bel air
"[""A concerto""]",what is the name of the large city in southeastern nevada
"[""after a minor infringement""]",star cast of fantastic beast and where to find them
"[""a wild Pikachu""]",where did the song the prayer come from
"[""2009""]",what is the difference between minority and majority government
"[""those that have died""]",who wrote i could fall in love by selena
"[""1998""]",who is in the group why don't we
"[""centroid""]",who plays the little boy in before i wake
"[""Venus""]",how many episodes does tokyo ghoul season 2 have
"[""Lebanese""]",who has the power to remove a senator from the senate
"[""Gal Gadot""]",who directed batman vs superman dawn of justice
"[""2012""]",when did beauty and the beast movie come out
"[""Lebanese""]",what does the name ada mean in english
"[""Guaranteed Rate Field""]",who sings done for me with charlie puth
"[""Mars Bonfire""]",who was the pledge of allegiance written by
"[""Sachin Tendulkar""]",how much data does the large hadron collider produce
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",at the end of the hundred years war the english only held
"[""Sarabi""]",who's hosting the super bowl in 2019
"[""18 August 2011""]",who was required to have affirmative action programs
"[""1939""]",when were cell phones first introduced to the public
"[""3 to 8 days""]",when is next olympic games to be held
"[""March 15, 2013""]",who sang the mcdonald's jingle im lovin it
"[""1984""]",when did the last star wars come out
"[""December 2003""]",who played ben stone on law & order
"[""State governments""]",when did the tesla model s come out
"[""Jose Garces""]",who plays the stark mother in game of thrones
"[""Venus""]",who played bernardo in the movie west side story
"[""1981""]",who got married in think like a man 2
"[""State governments""]",when does the season of gold rush start 2017
"[""1981""]",who wrote the song someone to remember me
"[""August 27, 2017""]",when was a league of their own filmed
"[""Sachin Tendulkar""]",who plays the voice of tamatoa in moana
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",what kind of animal is seen at the end of all mtm television productions
"[""March 9, 2018""]",what's the abv of pabst blue ribbon
"[""Clemson\n1""]",who were the leaders of the battle of chickamauga
"[""Anil Kumar Jha""]",when did the fairly odd parents come out
"[""ground state""]",when was the pledge of allegiance to the flag written
"[""Marvin Gaye""]",who wrote the preamble to the constitution of the united states of america
"[""35""]",who won the battle of the sexes in 1973
"[""1967""]",who is the girl in the grinch that stole christmas
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",what is the size of a typical poster
"[""2017""]",when did the 100 season 3 come out
"[""John O'Banion""]",who played jade on days of our lives
"[""1900""]",who is chief in grey's anatomy season 13
"[""Citytv""]",the cochlea semicircular canals and vestibular sacs make up the
"[""1982""]",when did taylor swift released her first album
"[""redox reactions""]",who sang the theme song for the heat of the night
"[""Marley""]",when does the next season of the next step start
"[""China""]",who was the primary author of the federalist papers written 51 of the 85 articles
"[""13""]",what state is the new england patriots football team from
"[""Thurl Ravenscroft""]",where did you find the red pandas in india
"[""Calcium ions""]",who wrote take me out to the old ball game
"[""Bella Dayne""]",who started the slogan of right to work in france
"[""4""]",in poland the movement against communism was led by
"[""Thurl Ravenscroft""]",when did the tv show full house start
"[""2010""]",how many runs can you score in one inning
"[""a wild Pikachu""]",when did florida become a part of the united states
"[""2012""]",where is the location shoot of araw gabi
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who wrote the music for in the heights
"[""Anil Kumar Jha""]",who is the voice of the price is right
"[""A concerto""]",who plays belle's dad in beauty and the beast
"[""April 28, 2017""]",who is the singing voice of belle in beauty and the beast
"[""George Casper Homans""]",what is erin's last name in attack on titan
"[""17""]",who strengthened the influence of the supreme court
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",who was a renowed astronomer apart from being a physician
"[""1982""]",how many episodes in game of thrones season 7 will there be
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",when did season 2 of handmaid's tale start
"[""December 15, 2017""]",what is the legal age to vote in canada
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who plays death on bill and ted's bogus journey
"[""Saddam Hussein""]",according to census 2000 which state has the largest number of households
"[""John von Neumann""]",when is season 2 of greenhouse academy coming out
"[""Abigail Rokison-Woodall""]",who made the infamous raid at harper's ferry in 1859
"[""Season 4, Episode 8""]",when did multiple personality disorder become dissociative identity disorder
"[""Dylan""]",the scattering of light by a colloidal suspension is called the
"[""Bella Dayne""]",who was the first black woman to win a grammy
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",what kind of economy does the usa have
"[""ice caps""]",who played carrie mother in the original movie
"[""7""]",what is the name of the trophies awarded at the annual montreal fireworks festival
"[""17""]",who's got the pole at the daytona 500
"[""Sachin Tendulkar""]",which is the first company who defined risc architecture
"[""1942""]",who invented the first mouse driven graphical user interface
"[""Anderson Silva""]",who wrote i hate you i love you
"[""Clayton Moore""]",when did world war ii end in the pacific
"[""March 27, 2018""]",where did the us drop the atomic bomb
"[""E. M. Forster""]",who gets their leg eaten in the walking dead
"[""1900""]",what does it mean to be the most valuable player
"[""March 15, 2013""]",what is the muscular layer of a blood vessel
"[""Citytv""]",who wrote the classic novel war and peace
"[""2–4 years""]",charismatic military leaders of early israel before they had a king were called by what term
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",first name of edgar lintons sister abused by heathcliff
"[""Phillip Alford""]",when did the human rights act came into force
"[""2018""]",all dogs go to heaven what kind of dog is charlie
"[""Miguel Cabrera""]",when was under god added to pledge of allegience
"[""2015""]",refers to the degree to which two measures of the same construct correlate to each other
"[""six""]",where did the rolling stones lips come from
"[""May 5, 1992""]",what star wars movie came out before the last jedi
"[""Bella Dayne""]",who is chips voice in beauty and the beast
"[""1962""]",how many u-boats did germany have in world war 2
"[""after a minor infringement""]",where is amazon rainforest located in south america
"[""Jason Michael Lee""]",when did i want a hippo for christmas come out
"[""Spectre""]",who holds the world record for the women's marathon
"[""1962""]",how old is huck finn in the adventures of huckleberry finn
"[""13""]",when did season 3 of lovesick come out
"[""volume of the container decreases""]",most points michael jordan scored in a season
"[""James Arthur""]",when did the movie small soldiers come out
"[""Lake Baikal""]",what is legal blood alcohol level in texas
"[""August 17, 2018""]",when did peter pan win the melbourne cup
"[""Islamic prophet Muhammad""]",where is the leaning tower of pisa built
"[""Jesse Donald Knotts""]",what's the tallest building in nashville tennessee
"[""Jesse Donald Knotts""]",how many hat tricks has messi scored in la liga
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",what early national dispute was settled on the basis of the necessary and proper clause
"[""PewDiePie""]",what did gwyneth paltrow won her oscar for
"[""1960""]",when was the last refinery built in the united states
"[""ground state""]",who does justin timberlake play in shrek 2
"[""Parafollicular cells""]",what do you call a black and tan in ireland
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",where is the most tobacco grown in the world
"[""Guaranteed Rate Field""]",who owns the rights to the lord of the rings
"[""King Edward Peak""]",where do springs form with respect to the water table
"[""Australia""]",what season does izzie stevens leave grey's anatomy
"[""2018""]",when does the 2018 mlb baseball season start
"[""Saleisha Stowers""]",who has scored more goals in soccer history
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",who voices robin in the lego batman movie
"[""2009""]",where did the last name ortiz originate from
"[""2000""]",who introduced the technique of sign drawing of a man as a measure of intelligence
"[""1,089 sq ft""]",how many episodes of pretty little lirs are there
"[""1962""]",when did the 100 season 3 come out
"[""1982""]",how far is medford ma from boston ma
"[""San Antonio""]",what were the opponents of the constitution known as
"[""in 2018""]",what's the name of a one piece ski suit
"[""1998""]",what kind of joint is the radioulnar joint
"[""Atlanta–Fulton County Stadium""]",when is a new episode of this is us coming out
"[""Charles Young""]",who was involved in the war of jenkins ear
"[""2024""]",who were the shudras was dedicated to whom
"[""10""]",what's the tallest building in nashville tennessee
"[""Jason Michael Lee""]",which european country was in control of the original 13 colonies
"[""18""]",who is the most followed person on instagram march 2018
"[""originally from the Greek""]",who was the girl on blind faith album cover
"[""Lionel Messi""]",when did the samsung galaxy core prime come out
"[""video editing""]",when did jules verne wrote his first book
"[""video editing""]",nearest airport to san jose del cabo mexico
"[""Over 2,500""]",who was the first president of the nbew
"[""Mars Bonfire""]",who plays randall's mom on if loving you is wrong
"[""Mexico"",""Soviet Union""]",when does series 2 of handmaid's tale
"[""Season 4, Episode 8""]",how does a black mamba kill its prey
"[""2–4 years""]",where does a substrate fit into an enzyme
"[""1984""]",which non-british company owns both the famous british rolls- royce and mini brands
"[""Abigail Rokison-Woodall""]",where does eastern time zone change to central
"[""rose window""]",when was the first game of thrones published
"[""Calcium ions""]",what are the qualifications to be governor of illinois
"[""August 17, 2018""]",who won championships trophy in cricket match in london
"[""1998""]",who was the cohost along with ryan seacrest on the first season of american idol
"[""In 1995""]",who wrote song say you wont let go
"[""January 11, 1970""]",west bengal is in which side of india
"[""Shirley Mae Jones""]",who did jessica jones kill in season 1
"[""the Cambrian explosion""]",who voices friday in captain america civil war
"[""Calcium ions""]",when was the first flat screen tv released
"[""Lionel Messi""]",when does new season of jersey shore start
"[""Machilipatnam""]",who did we buy the gadsden purchase from
"[""7""]",when does beaty and the beast take place
"[""4""]",what channel is turner classic movies on verizon fios
"[""constitutional republic""]",when was the last time the mets won the world series
"[""2018""]",who sings a little dive bar in dahlonega
"[""2002""]",who sings lead on here there and everywhere
"[""A concerto""]",when does basketball wives season 7 episode 6 start
"[""Welton Academy""]",german word for enjoying other people's misery
"[""eastward, in prograde motion""]",where is the national highway traffic safety administration located
"[""12""]",who does barney marry in how i met your mother season 7
"[""2017""]",how many episodes of one piece are there in total
"[""St. Louis Cardinals"",""San Francisco Giants""]",who wrote the poem if we must die
"[""St. Louis Cardinals"",""San Francisco Giants""]",what is the name for ancient egyptian writing
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who was the gum chewing character in roald dahl's charlie and the chocolate factory
"[""Spanish""]",actor who played fez on that 70 show
"[""a maroon Bristol 405""]",what colour are the golden arches at the mcdonalds in sedona arizona
"[""Christopher Robert Evans""]",when was punjab annexed to the british empire
"[""May 5, 1992""]",how many lord if the rings movies are there
"[""April 28, 2017""]",who was heading indian army during bangladesh libration war 1971
"[""April 28, 2017""]",who played darien in the last boy scout
"[""9""]",who is the sponsoring bank for the pandian gramin bank
"[""to perceive linear acceleration""]",when was the last time lfc won the league
"[""Atlanta–Fulton County Stadium""]",who is first in line for king of england
"[""to perceive linear acceleration""]",when did i'm a celebrity first start
"[""7""]",top goal scorer in football world cup history
"[""to perceive linear acceleration""]",who owned the new york times in 1971
"[""the Cambrian explosion""]",when was the dragster at cedar point built
"[""Tuticorin (Thoothukudi)""]",what was dan aykroyd's name in trading places
"[""1981""]",who is the bomber in the westing game book
"[""2015""]",who came up with the balance of power theory
"[""Richard Dawson""]",who won the first season of the voice
"[""April 28, 2017""]",who plays the hero boy in polar express
"[""2000""]",who played egon in the original ghostbusters movie
"[""Christopher Robert Evans""]",what episode of glee do they switch characters
"[""six""]",who sang we are making plans for nigel
"[""18""]",adding a cpu to a single node is which type of scalability
"[""3 to 8 days""]",who holds the record for most inside the park home runs
"[""March 9, 2018""]",where is the hogan stand in croke park
"[""35""]",when did nigeria become part of the commonwealth
"[""2017""]",who wore number 88 for the green bay packers
"[""1981""]",who played the lead role in famous film bandit queen
"[""Spanish""]",what are the names of the cinque ports
"[""ice caps""]",when did the last star wars come out
"[""1960""]",what are other names for high fructose corn syrup
"[""Prince Phillip""]",how many seasons of silicon valley are there
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who was the french and indian war fought between
"[""Sachin Tendulkar""]",what is the name of the crab in the movie moana
"[""1980""]",how many osteopathic medical schools are there in the united states
"[""10""]",a roman dictatorship was supposed to last a maximum of
"[""eastward, in prograde motion""]",when did mt. rainier last have a significant eruption
"[""December 2003""]",what is the biggest cause of poverty in america
"[""1792""]",how many american casualties in world war 2
"[""2018""]",what is the third most spoken language in the united states
"[""Saddam Hussein""]",vvpat first used in which election in india
"[""Billie Jean King""]",who played young snow white in once upon a time
"[""a compulsory governmental insurance system""]",where is the next fifa world cup going to take place
"[""a wild Pikachu""]",who created the demographic transition model (dtm)
"[""Clayton Moore""]",who sings i'll be seeing you in the notebook
"[""Anil Kumar Jha""]",where did ac/dc get their band name
"[""1942""]",who is the host nation 2026 world cup
"[""179""]",who has the most home runs as a yankee
"[""Spanish""]",when was the term surfing the internet coined
"[""James Arthur""]",who is credited with saying markets can stay irrational longer than you can stay solvent
"[""2012""]",where did they film eat pray love in bali
"[""March 27, 2018""]",who is being referred to in the song auld lang syne
"[""Gabrielle Haugh""]",where the lions of tsavo male or female
"[""Lebanese""]",who wrote don't sweat the small stuff
"[""Evaluation and management""]",who sang the cat's in the cradle
"[""2002""]",who sang will it go round in circles
"[""March 27, 2018""]",who wrote the music for the world at war
"[""10""]",who plays howard's mom's voice on big bang
"[""Islamic prophet Muhammad""]",who sings the song to orange is the new black
"[""July 16, 2017""]",synthetic approaches to instruction are also known as what kind of approach to instruction
"[""Clemson\n1""]",what is the job of the us ambassador
"[""originally from the Greek""]",who has won the most trebles in scottish football
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",who sang don't rain on my parade first
"[""China""]",in 1911 congress decided to fix the size of the house at
"[""Gabrielle Haugh""]",who sings you find out who your friends are with tracy lawrence
"[""1943""]",who played guy gibson in the 1954 film the dambusters
"[""12""]",who scored highest goal for brazil in world cup
"[""video editing""]",what does the narrator say he is waiting for in the first lines of gerontion
"[""Christopher Robert Evans""]",when did the red sox yankees rivalry began
"[""those that have died""]",who sings the song breathe from grey's anatomy
"[""Thurl Ravenscroft""]",who hoisted indian national flag for the first time
"[""Billie Jean King""]",3. which two allied powers were offered lands in the middle east after the war by britain
"[""Islamic prophet Muhammad""]",when did the grateful dead stop using the wall of sound
"[""1984""]",who is luke air force base named after
"[""West Indies""]",where are the 2024 summer games going to be
"[""July 16, 2017""]",who led the french army during the battle of waterloo
"[""a compulsory governmental insurance system""]",who married nellie on little house on the prairie
"[""Lake Baikal""]",when is the next avengers movie coming out after age of ultron
"[""produces a lubricating mucus""]",what body of water borders japans west coast
"[""1980""]",sweating can have a cooling effect due to
"[""redox reactions""]",when does captin underpants the movie come out
"[""2015""]",why is the red wings mascot an octopus
"[""China""]",what is the name of parliament of afghanistan
"[""Molt Taylor""]",who played the dead friend in the big chill
"[""the axon terminal""]",cuba is one of the world's leading producers of
"[""12""]",who plays margaret denyar in upper middle bogan
"[""ice caps""]",who was the little girl that played annie
"[""9""]",how many korean athletes in winter olympics 2018
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",what mineral in 4 ga sandstones was dated to determine the age of the earth
"[""December 15, 2017""]",who won the first season of the voice
"[""video editing""]",how does a black mamba kill its prey
"[""1939""]",where was tears dry on their own filmed
"[""volume of the container decreases""]",these are bones that are typically longer than wide
"[""35""]",how many pirates of the carribean movies are there
"[""Spanish""]",where was the first bank established in the world
"[""2015""]",when did anthem of the seas come out
"[""1974""]",who won the title of world chess championship in 2017
"[""US$500""]",who played jaws in the spy who loved me
"[""Australia""]",when did the first lotr movie come out
"[""1900""]",who appointed the comptroller and auditor general of india
"[""Billie Jean King""]",who is the chief minister of andhra pradesh
"[""1981""]",composer of when you say nothing at all
"[""2009""]",who wrote i want you to want me
"[""Citytv""]",what does the hmr stand for in .17hmr
"[""Lacey Turner""]",who is the highest goal scorer in the epl
"[""US$500""]",what is the sum of the protons and neutrons in an atom
"[""18""]",who won season 2 of project runway all stars
"[""12""]",who played jillson on the joey bishop show
"[""Ryan ten Doeschate""]",how many british thermal units are in one ton of cooling
"[""1792""]",where is gobi desert located on a map
"[""Marvin Gaye""]",what kind of car did they use in the movie christine
"[""2012""]",who won the presidential election 2018 in zimbabwe
"[""V8 engine""]",what's the tallest roller coaster in the us
"[""Pom Klementieff""]",how many seats are reserved for representatives of sc and st in lok sabha
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",curious incident of the dog in the nighttime character
"[""Islamic prophet Muhammad""]",what is the meaning of in club zindabad
"[""Machilipatnam""]",who scored the most points in basketball history
"[""1950""]",when did mcdonald's get the golden arches
