Date,CO2,adjusted CO2
1979-09-07,348.86,348.8
1979-10-07,349.8,348.88
1979-11-06,349.44,348.82
1979-12-06,350.7,349.32
1980-01-05,350.78,349.72
1980-02-04,350.76,349.04
1980-03-05,349.0,349.6
1980-04-04,351.09,350.12
1980-05-04,350.71,350.2
1980-06-03,352.83,350.6
1980-07-03,354.17,350.31
1980-08-02,351.78,350.37
1980-09-01,352.13,350.25
1980-10-01,352.65,350.88
1980-10-31,352.25,350.64
1980-11-30,352.36,351.13
1980-12-30,352.45,350.57
1981-01-29,354.09,351.23
1981-02-28,352.49,351.8
1981-03-30,352.29,351.41
1981-04-29,350.26,352.0
1981-05-29,351.28,352.26
1981-06-28,351.92,351.79
1981-07-28,353.31,352.3
1981-08-27,353.12,352.67
1981-09-26,353.41,352.58
1981-10-26,353.62,352.74
1981-11-25,351.79,352.92
1981-12-25,355.16,352.13
1982-01-24,352.82,352.68
1982-02-23,356.54,353.06
1982-03-25,353.07,353.02
1982-04-24,352.05,352.85
1982-05-24,354.39,353.11
1982-06-23,354.05,353.28
1982-07-23,352.64,353.65
1982-08-22,356.97,353.59
1982-09-21,354.41,354.01
1982-10-21,354.08,354.44
1982-11-20,354.94,354.29
1982-12-20,359.38,354.28
1983-01-19,356.65,354.32
1983-02-18,355.67,354.33
1983-03-20,355.12,354.6
1983-04-19,355.84,354.56
1983-05-19,357.72,354.46
1983-06-18,359.15,355.13
1983-07-18,355.59,355.18
1983-08-17,357.82,354.81
1983-09-16,358.28,355.01
1983-10-16,359.0,355.66
1983-11-15,355.84,356.05
1983-12-15,356.54,356.02
1984-01-14,358.66,355.98
1984-02-13,357.72,355.84
1984-03-14,357.92,356.36
1984-04-13,356.96,356.59
1984-05-13,357.12,356.13
1984-06-12,357.76,356.69
1984-07-12,357.27,356.66
1984-08-11,357.46,356.6
1984-09-10,356.17,356.88
1984-10-10,357.03,357.44
1984-11-09,359.82,356.86
1984-12-09,360.85,357.12
1985-01-08,358.34,357.72
1985-02-07,358.94,357.46
1985-03-09,358.84,357.85
1985-04-08,358.71,358.28
1985-05-08,358.82,358.16
1985-06-07,361.15,358.01
1985-07-07,360.62,358.88
1985-08-06,358.35,358.82
1985-09-05,359.8,359.18
1985-10-05,359.78,358.85
1985-11-04,358.95,359.31
1985-12-04,360.57,359.26
1986-01-03,360.26,359.03
1986-02-02,362.65,358.91
1986-03-04,363.13,359.61
1986-04-03,361.08,360.05
1986-05-03,359.73,359.81
1986-06-02,361.47,359.81
1986-07-02,362.76,359.64
1986-08-01,362.25,359.79
1986-08-31,361.62,360.06
1986-09-30,361.8,360.13
1986-10-30,362.48,360.51
1986-11-29,361.23,360.68
1986-12-29,362.8,360.4
1987-01-28,361.4,360.62
1987-02-27,362.91,360.31
1987-03-29,361.5,361.48
1987-04-28,363.29,360.7
1987-05-28,364.38,361.28
1987-06-27,363.38,362.2
1987-07-27,361.78,362.1
1987-08-26,363.14,362.16
1987-09-25,362.71,361.52
1987-10-25,359.85,362.58
1987-11-24,363.95,362.22
1987-12-24,365.3,362.23
1988-01-23,364.0,362.91
1988-02-22,363.5,361.96
1988-03-23,363.85,362.65
1988-04-22,362.62,362.67
1988-05-22,365.18,363.11
1988-06-21,365.49,362.81
1988-07-21,366.06,363.31
1988-08-20,363.82,363.54
1988-09-19,364.16,363.43
1988-10-19,365.82,363.21
1988-11-18,366.94,364.33
1988-12-18,365.59,363.75
1989-01-17,366.35,364.36
1989-02-16,365.26,363.73
1989-03-18,366.13,364.49
1989-04-17,363.94,364.95
1989-05-17,367.0,364.53
1989-06-16,367.39,364.45
1989-07-16,365.86,364.7
1989-08-15,366.37,364.66
1989-09-14,367.05,365.13
1989-10-14,365.28,365.24
1989-11-13,366.11,365.77
1989-12-13,363.84,365.64
1990-01-12,366.08,365.88
1990-02-11,368.17,365.34
1990-03-13,369.71,365.47
1990-04-12,367.91,365.95
1990-05-12,366.59,366.37
1990-06-11,367.04,365.67
1990-07-11,365.66,366.36
1990-08-10,367.9,366.14
1990-09-09,368.47,366.37
1990-10-09,367.6,367.18
1990-11-08,367.79,366.73
1990-12-08,370.11,366.5
1991-01-07,367.42,367.1
1991-02-06,370.21,367.09
1991-03-08,369.15,367.58
1991-04-07,368.76,367.67
1991-05-07,368.23,368.04
1991-06-06,369.78,367.61
1991-07-06,370.76,368.36
1991-08-05,368.17,368.13
1991-09-04,369.02,368.2
1991-10-04,369.25,367.88
1991-11-03,369.16,368.1
1991-12-03,367.98,368.6
1992-01-02,368.86,369.05
1992-02-01,368.7,369.65
1992-03-02,368.85,368.63
1992-04-01,369.74,368.94
1992-05-01,371.07,369.16
1992-05-31,369.07,370.04
1992-06-30,369.56,369.58
1992-07-30,370.59,369.28
1992-08-29,369.72,369.76
1992-09-28,370.33,370.74
1992-10-28,370.0,370.28
1992-11-27,373.13,369.61
1992-12-27,370.12,370.68
1993-01-26,372.24,370.43
1993-02-25,370.92,370.19
1993-03-27,371.58,370.61
1993-04-26,371.63,370.55
1993-05-26,371.36,371.59
1993-06-25,372.86,371.07
1993-07-25,369.89,371.07
1993-08-24,374.76,370.81
1993-09-23,374.58,371.88
1993-10-23,373.39,371.81
1993-11-22,374.38,371.32
1993-12-22,371.99,372.06
1994-01-21,376.06,372.11
1994-02-20,373.5,371.81
1994-03-22,372.79,372.36
1994-04-21,373.47,372.51
1994-05-21,373.62,372.98
1994-06-20,374.66,372.51
1994-07-20,374.63,372.3
1994-08-19,373.23,372.81
1994-09-18,374.13,373.15
1994-10-18,375.19,373.16
1994-11-17,375.05,373.29
1994-12-17,374.28,373.37
1995-01-16,375.31,373.67
1995-02-15,374.01,373.86
1995-03-17,376.18,373.78
1995-04-16,375.09,373.99
1995-05-16,376.32,374.43
1995-06-15,376.29,374.36
1995-07-15,375.79,374.3
1995-08-14,378.07,374.36
1995-09-13,373.91,374.14
1995-10-13,376.14,374.85
1995-11-12,378.12,375.13
1995-12-12,377.18,375.07
1996-01-11,375.88,375.04
1996-02-10,376.13,375.3
1996-03-11,376.33,375.91
1996-04-10,376.16,375.7
1996-05-10,375.82,375.52
1996-06-09,377.18,376.01
1996-07-09,375.8,375.91
1996-08-08,377.22,375.91
1996-09-07,378.18,376.34
1996-10-07,377.13,376.12
1996-11-06,378.99,376.94
1996-12-06,378.15,376.8
1997-01-05,375.22,376.06
1997-02-04,379.79,377.2
1997-03-06,376.93,376.91
1997-04-05,377.59,377.42
1997-05-05,380.45,377.7
1997-06-04,377.93,377.92
1997-07-04,377.32,377.3
1997-08-03,378.95,377.22
1997-09-02,380.6,377.68
1997-10-02,377.41,378.19
1997-11-01,379.58,378.31
1997-12-01,378.97,377.89
1997-12-31,381.6,378.2
1998-01-30,379.89,378.79
1998-03-01,383.25,377.46
1998-03-31,377.98,379.19
1998-04-30,379.46,378.72
1998-05-30,379.07,378.56
1998-06-29,381.01,379.3
1998-07-29,379.43,379.57
1998-08-28,380.42,379.48
1998-09-27,382.16,379.78
1998-10-27,379.18,379.49
1998-11-26,383.09,379.62
1998-12-26,381.8,379.62
1999-01-25,380.1,379.94
1999-02-24,379.97,379.96
1999-03-26,381.87,380.14
1999-04-25,381.1,379.76
1999-05-25,382.44,381.26
1999-06-24,380.43,380.53
1999-07-24,383.91,380.44
1999-08-23,381.68,381.06
1999-09-22,383.43,381.6
1999-10-22,382.95,381.2
1999-11-21,382.93,381.24
1999-12-21,382.75,381.33
2000-01-20,383.83,381.57
2000-02-19,384.94,381.75
2000-03-20,380.71,382.13
2000-04-19,381.67,382.17
2000-05-19,381.99,382.11
2000-06-18,384.83,382.94
2000-07-18,381.23,382.56
2000-08-17,385.44,382.44
2000-09-16,383.65,382.96
2000-10-16,383.47,382.72
2000-11-15,382.59,383.17
2000-12-15,384.33,383.06
2001-01-14,385.67,383.33
2001-02-13,384.05,383.28
2001-03-15,385.38,383.53
2001-04-14,384.07,383.26
2001-05-14,385.39,383.77
2001-06-13,385.35,383.93
2001-07-13,386.14,383.89
2001-08-12,386.45,384.16
2001-09-11,384.19,384.6
2001-10-11,387.43,384.57
2001-11-10,385.3,385.1
2001-12-10,385.57,384.48
2002-01-09,386.55,385.32
2002-02-08,389.23,384.79
2002-03-10,387.29,385.2
2002-04-09,387.11,384.61
2002-05-09,387.36,385.32
2002-06-08,386.34,385.68
2002-07-08,385.77,385.53
2002-08-07,388.69,386.16
2002-09-06,387.45,386.62
2002-10-06,386.97,386.14
2002-11-05,386.49,386.43
2002-12-05,388.24,386.61
2003-01-04,387.17,386.42
2003-02-03,388.08,386.48
2003-03-05,386.4,386.69
2003-04-04,388.12,386.52
2003-05-04,388.18,387.08
2003-06-03,388.92,386.83
2003-07-03,387.16,387.17
2003-08-02,389.93,386.63
2003-09-01,388.81,387.09
2003-10-01,388.79,387.15
2003-10-31,389.23,387.37
2003-11-30,388.79,387.64
2003-12-30,389.33,388.26
2004-01-29,390.11,387.51
2004-02-28,389.78,388.38
2004-03-29,387.94,388.18
2004-04-28,391.22,388.78
2004-05-28,388.78,388.31
2004-06-27,390.75,388.4
2004-07-27,390.13,388.25
2004-08-26,390.6,389.28
2004-09-25,389.28,388.92
2004-10-25,391.3,389.58
2004-11-24,390.75,389.69
2004-12-24,390.18,389.35
2005-01-23,392.28,389.62
2005-02-22,389.93,389.98
2005-03-24,391.24,389.63
2005-04-23,392.7,389.94
2005-05-23,391.0,391.27
2005-06-22,393.03,390.83
2005-07-22,391.93,390.38
2005-08-21,392.51,390.4
2005-09-20,392.5,390.79
2005-10-20,390.63,390.98
2005-11-19,393.71,391.1
2005-12-19,392.3,390.83
2006-01-18,392.28,391.14
2006-02-17,393.63,391.73
2006-03-19,394.5,390.98
2006-04-18,392.49,391.62
2006-05-18,392.36,392.05
2006-06-17,395.46,392.13
2006-07-17,391.88,392.07
2006-08-16,393.58,392.15
2006-09-15,394.03,392.7
2006-10-15,392.95,392.38
2006-11-14,392.74,393.07
2006-12-14,396.0,393.01
2007-01-13,393.03,392.4
2007-02-12,393.44,392.7
2007-03-14,394.92,393.16
2007-04-13,396.8,393.23
2007-05-13,397.34,393.49
2007-06-12,392.27,393.59
2007-07-12,394.0,393.84
2007-08-11,393.92,394.12
2007-09-10,394.99,393.75
2007-10-10,395.35,394.35
2007-11-09,395.4,394.29
2007-12-09,395.39,394.34
2008-01-08,394.74,393.68
2008-02-07,394.3,394.71
2008-03-08,397.24,394.24
2008-04-07,397.67,394.68
2008-05-07,396.4,394.98
2008-06-06,394.7,395.37
2008-07-06,396.25,395.31
2008-08-05,396.44,394.9
2008-09-04,395.84,395.63
2008-10-04,397.52,395.08
2008-11-03,397.25,395.63
2008-12-03,397.42,395.24
2009-01-02,399.1,395.72
2009-02-01,399.4,396.32
2009-03-03,397.26,396.1
2009-04-02,397.3,396.28
2009-05-02,397.63,396.44
2009-06-01,397.6,396.33
2009-07-01,396.91,396.97
2009-07-31,398.21,397.1
2009-08-30,398.08,397.0
2009-09-29,397.49,397.03
2009-10-29,400.68,397.21
2009-11-28,398.2,397.21
2009-12-28,398.03,398.48
2010-01-27,400.11,397.71
2010-02-26,400.19,397.84
2010-03-28,400.93,397.84
2010-04-27,398.45,397.51
2010-05-27,399.15,398.06
2010-06-26,400.48,398.64
2010-07-26,397.72,398.58
2010-08-25,401.83,398.95
2010-09-24,399.34,398.66
2010-10-24,399.71,398.73
2010-11-23,401.35,399.44
2010-12-23,401.32,399.38
2011-01-22,402.46,399.44
2011-02-21,398.95,399.66
2011-03-23,399.6,399.07
2011-04-22,402.66,399.96
2011-05-22,401.3,399.94
2011-06-21,399.42,400.31
2011-07-21,402.16,399.95
2011-08-20,400.35,399.8
2011-09-19,401.13,400.52
2011-10-19,401.42,400.39
2011-11-18,399.29,400.57
2011-12-18,403.55,400.48
2012-01-17,401.28,400.66
2012-02-16,403.62,400.94
2012-03-17,402.21,401.52
2012-04-16,402.21,401.28
2012-05-16,401.98,400.89
2012-06-15,401.46,401.51
2012-07-15,404.01,401.67
2012-08-14,402.37,401.42
2012-09-13,402.54,402.19
2012-10-13,402.48,401.91
2012-11-12,403.03,402.66
2012-12-12,402.37,402.68
2013-01-11,402.39,401.93
2013-02-10,403.7,402.55
2013-03-12,405.75,403.13
2013-04-11,403.94,402.34
2013-05-11,406.17,402.63
2013-06-10,404.75,402.89
2013-07-10,404.64,403.54
2013-08-09,404.87,403.02
2013-09-08,403.77,403.69
2013-10-08,405.39,403.84
2013-11-07,405.82,403.75
2013-12-07,404.88,404.62
2014-01-06,403.36,403.95
2014-02-05,403.49,404.12
2014-03-07,406.46,404.16
2014-04-06,406.37,404.27
2014-05-06,406.57,404.57
2014-06-05,406.43,404.48
2014-07-05,405.62,404.52
2014-08-04,405.36,404.9
2014-09-03,406.98,405.16
2014-10-03,406.57,405.45
2014-11-02,405.69,405.65
2014-12-02,406.35,405.15
2015-01-01,408.46,405.85
2015-01-31,407.59,405.94
2015-03-02,406.98,406.13
2015-04-01,405.75,406.65
2015-05-01,407.09,406.47
2015-05-31,407.89,406.18
2015-06-30,408.48,405.78
2015-07-30,406.97,406.44
2015-08-29,409.78,406.54
2015-09-28,410.49,406.41
2015-10-28,406.71,407.3
2015-11-27,408.57,406.74
2015-12-27,409.51,406.92
2016-01-26,410.29,406.98
2016-02-25,408.79,407.13
2016-03-26,408.11,407.52
2016-04-25,408.55,407.74
2016-05-25,408.07,407.83
2016-06-24,409.63,408.22
2016-07-24,407.78,407.87
2016-08-23,411.17,407.97
2016-09-22,409.94,408.39
2016-10-22,411.96,408.18
2016-11-21,409.85,408.57
2016-12-21,410.1,408.38
2017-01-20,413.16,407.93
2017-02-19,408.14,408.91
2017-03-21,407.75,408.54
2017-04-20,409.84,408.82
2017-05-20,412.25,409.02
2017-06-19,412.05,409.23
2017-07-19,412.41,409.55
2017-08-18,410.25,409.62
2017-09-17,411.59,410.28
2017-10-17,412.4,410.28
2017-11-16,412.12,410.0
2017-12-16,411.65,409.91
2018-01-15,410.82,410.25
2018-02-14,411.0,410.11
2018-03-16,411.08,410.51
2018-04-15,413.35,410.93
2018-05-15,410.3,411.08
2018-06-14,414.72,410.41
2018-07-14,410.9,411.36
2018-08-13,414.96,411.71
2018-09-12,412.05,411.67
2018-10-12,413.93,411.28
2018-11-11,413.25,412.11
2018-12-11,413.82,411.26
