species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Dream,41.1,18.8,211,3789,MALE
Adelie,Dream,42.2,17.5,196,3325,MALE
Adelie,Dream,35.1,18.0,227,3821,MALE
Adelie,Dream,43.1,17.9,213,3459,FEMALE
Adelie,Torgersen,38.1,17.8,179,3620,MALE
Adelie,Torgersen,39.5,20.0,210,2897,FEMALE
Adelie,Biscoe,41.3,16.7,189,3362,FEMALE
Adelie,Biscoe,36.5,18.8,216,4749,MALE
Adelie,Dream,36.4,20.0,209,3652,FEMALE
Adelie,Biscoe,38.3,19.5,216,3512,MALE
Adelie,Biscoe,37.5,19.2,225,3088,MALE
Adelie,Biscoe,38.9,19.1,201,4021,MALE
Adelie,Dream,41.1,19.7,220,3263,MALE
Adelie,Torgersen,42.5,17.2,201,3003,MALE
Adelie,Biscoe,39.2,18.5,193,3381,FEMALE
Adelie,Biscoe,42.0,17.2,186,4049,MALE
Adelie,Dream,38.2,19.8,212,4582,MALE
Adelie,Dream,38.8,18.5,205,3945,MALE
Adelie,Torgersen,35.5,16.8,230,3908,MALE
Adelie,Biscoe,38.1,17.9,194,3253,MALE
Adelie,Dream,36.2,21.1,191,3880,FEMALE
Adelie,Dream,39.5,17.8,185,2929,FEMALE
Adelie,Biscoe,40.8,20.0,207,3455,FEMALE
Adelie,Torgersen,39.0,17.2,194,3918,FEMALE
Adelie,Torgersen,37.3,18.6,209,3364,MALE
Adelie,Biscoe,35.9,21.2,198,3455,MALE
Adelie,Dream,42.7,16.6,231,3861,FEMALE
Adelie,Dream,40.7,18.8,184,3598,FEMALE
Adelie,Torgersen,38.5,18.9,179,3437,FEMALE
Adelie,Torgersen,35.5,18.0,201,3639,FEMALE
Adelie,Dream,37.3,19.5,204,3009,MALE
Adelie,Torgersen,41.4,17.0,217,3710,MALE
Adelie,Torgersen,44.1,20.1,211,3675,FEMALE
Adelie,Dream,40.3,16.0,198,3630,FEMALE
Adelie,Torgersen,36.2,19.4,211,4061,FEMALE
Adelie,Dream,35.9,17.2,197,3445,FEMALE
Adelie,Torgersen,41.1,16.2,197,3838,FEMALE
Adelie,Dream,43.2,18.5,180,3914,FEMALE
Adelie,Torgersen,38.6,18.5,216,4052,MALE
Adelie,Dream,34.6,18.5,188,3318,FEMALE
Adelie,Torgersen,41.0,15.5,213,3184,FEMALE
Adelie,Torgersen,41.1,17.1,195,3199,MALE
Adelie,Biscoe,33.1,19.0,205,3877,MALE
Adelie,Torgersen,37.8,17.1,200,3195,MALE
Adelie,Torgersen,36.8,18.7,208,4209,FEMALE
Adelie,Dream,37.6,18.0,210,3626,FEMALE
Adelie,Dream,41.4,18.5,212,3393,MALE
Adelie,Biscoe,37.6,16.9,172,3086,MALE
Adelie,Dream,41.1,21.5,217,3087,FEMALE
Adelie,Biscoe,44.1,16.8,182,4768,MALE
Adelie,Dream,36.5,19.1,219,3554,FEMALE
Adelie,Dream,38.2,18.4,191,3945,FEMALE
Adelie,Biscoe,40.5,18.1,179,3720,FEMALE
Adelie,Torgersen,38.6,17.4,190,3513,MALE
Adelie,Biscoe,39.1,20.5,211,3233,MALE
Adelie,Dream,36.2,18.0,186,3422,FEMALE
Adelie,Dream,39.6,17.2,201,3947,FEMALE
Adelie,Dream,36.0,19.3,188,3623,MALE
Adelie,Torgersen,36.0,19.3,208,2898,FEMALE
Adelie,Biscoe,38.1,18.1,226,3766,MALE
Adelie,Biscoe,36.7,20.7,198,3288,MALE
Adelie,Dream,35.2,18.1,205,4388,FEMALE
Adelie,Dream,37.7,18.9,201,3173,FEMALE
Adelie,Biscoe,39.8,18.4,224,5115,FEMALE
Adelie,Dream,41.1,16.1,228,3173,MALE
Adelie,Torgersen,45.8,18.3,193,3894,MALE
Adelie,Dream,42.1,18.1,207,3072,FEMALE
Adelie,Torgersen,35.7,18.8,194,2845,FEMALE
Adelie,Biscoe,40.2,18.6,194,4171,MALE
Adelie,Biscoe,39.7,17.5,185,3135,FEMALE
Adelie,Biscoe,39.0,18.6,225,3729,MALE
Adelie,Biscoe,37.0,20.3,203,3855,FEMALE
Adelie,Torgersen,40.3,19.0,208,3535,MALE
Adelie,Dream,36.4,17.1,184,3987,FEMALE
Adelie,Torgersen,34.0,18.5,209,4432,MALE
Adelie,Torgersen,39.6,16.6,191,3719,FEMALE
Adelie,Torgersen,37.2,18.4,208,3200,FEMALE
Adelie,Biscoe,39.6,17.0,207,4931,MALE
Adelie,Dream,40.9,17.7,196,3298,MALE
Adelie,Dream,39.2,21.1,185,3871,FEMALE
Adelie,Torgersen,39.3,19.0,219,4042,FEMALE
Adelie,Dream,37.8,18.9,229,3610,MALE
Adelie,Biscoe,37.2,19.0,216,3302,FEMALE
Adelie,Dream,35.3,17.7,221,3908,FEMALE
Adelie,Dream,38.6,21.2,214,3627,MALE
Adelie,Biscoe,43.2,16.5,189,4234,MALE
Adelie,Biscoe,38.1,16.9,205,3406,FEMALE
Adelie,Torgersen,38.6,17.1,201,3531,MALE
Adelie,Torgersen,32.1,18.7,203,3644,MALE
Adelie,Torgersen,41.5,18.9,209,3862,FEMALE
Adelie,Dream,41.8,20.7,208,3683,FEMALE
Adelie,Dream,41.5,18.3,209,2700,FEMALE
Adelie,Torgersen,36.0,16.1,217,3880,MALE
Adelie,Dream,36.0,20.3,201,3175,MALE
Adelie,Biscoe,38.9,18.9,201,3415,MALE
Adelie,Dream,36.9,18.2,182,3454,MALE
Adelie,Torgersen,42.8,19.2,201,4154,FEMALE
Adelie,Biscoe,38.8,19.5,212,4221,MALE
Adelie,Biscoe,39.5,17.8,191,3466,MALE
Adelie,Biscoe,40.2,17.8,196,3849,MALE
Adelie,Dream,37.9,17.1,216,4296,MALE
Adelie,Biscoe,39.7,21.2,215,3312,FEMALE
Adelie,Biscoe,38.3,17.7,205,3838,MALE
Adelie,Dream,36.0,17.1,183,4330,MALE
Adelie,Torgersen,39.1,18.6,197,3697,MALE
Adelie,Torgersen,39.3,15.5,201,3163,FEMALE
Adelie,Dream,37.0,19.1,186,3153,MALE
Adelie,Biscoe,36.7,17.6,216,3219,MALE
Chinstrap,Dream,52.7,18.4,226,4845,FEMALE
Chinstrap,Dream,46.9,17.5,197,3917,MALE
Chinstrap,Dream,49.0,18.5,186,3048,MALE
Chinstrap,Dream,58.0,19.1,196,4117,FEMALE
Chinstrap,Dream,45.7,19.2,209,3460,FEMALE
Chinstrap,Dream,46.4,19.4,190,3295,FEMALE
Chinstrap,Dream,48.1,17.5,193,3594,MALE
Chinstrap,Dream,45.2,19.8,218,3563,FEMALE
Chinstrap,Dream,49.3,18.3,203,3471,MALE
Chinstrap,Dream,46.5,19.0,172,3571,FEMALE
Chinstrap,Dream,48.5,19.6,200,4415,FEMALE
Chinstrap,Dream,54.2,17.8,193,4266,MALE
Chinstrap,Dream,51.3,20.7,229,3723,MALE
Chinstrap,Dream,50.5,19.8,207,3884,FEMALE
Chinstrap,Dream,52.0,17.8,207,4114,FEMALE
Chinstrap,Dream,50.6,17.8,205,3362,FEMALE
Chinstrap,Dream,50.9,19.7,198,4343,FEMALE
Chinstrap,Dream,50.2,17.3,216,3719,FEMALE
Chinstrap,Dream,51.3,17.0,208,3855,MALE
Chinstrap,Dream,45.4,20.0,220,3130,MALE
Chinstrap,Dream,51.9,16.4,200,4009,MALE
Chinstrap,Dream,52.0,19.0,199,3245,FEMALE
Chinstrap,Dream,53.5,19.4,212,3812,FEMALE
Chinstrap,Dream,50.5,16.7,200,4324,FEMALE
Chinstrap,Dream,49.8,17.9,180,3168,FEMALE
Chinstrap,Dream,55.8,18.7,197,3692,MALE
Chinstrap,Dream,46.2,16.6,208,4704,MALE
Chinstrap,Dream,46.0,19.5,220,3047,FEMALE
Chinstrap,Dream,46.1,18.2,180,4002,MALE
Chinstrap,Dream,47.6,19.0,201,3376,MALE
Chinstrap,Dream,46.8,20.8,206,3736,FEMALE
Chinstrap,Dream,45.2,20.3,203,4343,FEMALE
Chinstrap,Dream,49.5,17.3,204,3968,FEMALE
Chinstrap,Dream,40.9,18.6,172,3695,MALE
Chinstrap,Dream,49.6,17.3,182,4066,MALE
Chinstrap,Dream,42.4,18.9,189,3475,MALE
Chinstrap,Dream,42.5,19.9,210,4198,MALE
Chinstrap,Dream,52.2,16.5,181,4244,FEMALE
Chinstrap,Dream,46.4,16.8,192,3847,FEMALE
Chinstrap,Dream,50.8,18.8,196,3389,FEMALE
Chinstrap,Dream,47.0,19.9,176,3821,MALE
Chinstrap,Dream,52.0,18.7,193,3293,MALE
Chinstrap,Dream,45.7,18.6,206,3220,FEMALE
Chinstrap,Dream,52.8,17.1,175,4374,
Chinstrap,Dream,51.5,16.6,206,3690,MALE
Chinstrap,Dream,50.7,19.6,214,3804,MALE
Chinstrap,Dream,50.8,18.8,203,4176,FEMALE
Chinstrap,Dream,45.9,17.9,210,4252,MALE
Chinstrap,Dream,50.1,19.9,207,3523,FEMALE
Chinstrap,Dream,50.0,19.0,195,3217,MALE
Chinstrap,Dream,51.0,18.2,193,4216,MALE
Chinstrap,Dream,51.3,18.7,226,3893,MALE
Chinstrap,Dream,46.7,16.6,185,3541,FEMALE
Chinstrap,Dream,45.6,19.5,199,3328,MALE
Chinstrap,Dream,42.5,16.6,220,3239,FEMALE
Chinstrap,Dream,49.0,18.2,194,3695,MALE
Chinstrap,Dream,50.9,20.0,231,3486,MALE
Chinstrap,Dream,50.2,17.9,172,3697,MALE
Chinstrap,Dream,43.2,17.8,212,3936,MALE
Chinstrap,Dream,49.7,17.3,178,4348,MALE
Chinstrap,Dream,49.2,17.0,184,3745,FEMALE
Chinstrap,Dream,47.5,18.8,215,3508,FEMALE
Chinstrap,Dream,43.5,19.5,198,3640,MALE
Chinstrap,Dream,46.6,17.3,187,3318,FEMALE
Chinstrap,Dream,51.7,17.9,210,4118,MALE
Chinstrap,Dream,51.4,18.1,202,3339,MALE
Chinstrap,Dream,50.3,18.2,172,3875,
Chinstrap,Dream,51.5,16.8,211,2999,MALE
Chinstrap,Dream,45.5,18.1,203,4293,FEMALE
Gentoo,Biscoe,46.3,13.6,207,6300,MALE
Gentoo,Biscoe,42.6,15.7,218,5016,FEMALE
Gentoo,Biscoe,50.0,14.5,196,4366,FEMALE
Gentoo,Biscoe,45.1,13.8,209,4777,MALE
Gentoo,Biscoe,50.0,16.1,194,5489,MALE
Gentoo,Biscoe,44.9,16.2,190,5426,FEMALE
Gentoo,Biscoe,45.2,14.2,197,5169,FEMALE
Gentoo,Biscoe,52.5,14.6,182,5175,FEMALE
Gentoo,Biscoe,45.5,13.8,220,4424,FEMALE
Gentoo,Biscoe,46.6,15.0,194,5872,FEMALE
Gentoo,Biscoe,42.9,15.2,176,6140,MALE
Gentoo,Biscoe,50.0,15.9,221,4531,FEMALE
Gentoo,Biscoe,43.6,14.2,186,4656,FEMALE
Gentoo,Biscoe,46.4,14.1,199,5460,MALE
Gentoo,Biscoe,46.8,16.0,187,5581,MALE
Gentoo,Biscoe,50.2,16.4,217,5016,FEMALE
Gentoo,Biscoe,45.5,15.1,184,5109,FEMALE
Gentoo,Biscoe,55.1,15.8,175,4619,MALE
Gentoo,Biscoe,43.5,15.7,190,4757,MALE
Gentoo,Biscoe,40.9,14.5,206,5406,FEMALE
Gentoo,Biscoe,48.7,14.0,199,5246,MALE
Gentoo,Biscoe,45.2,16.5,215,5318,FEMALE
Gentoo,Biscoe,49.5,13.3,172,4349,MALE
Gentoo,Biscoe,43.3,15.7,203,4940,
Gentoo,Biscoe,48.7,16.1,179,5651,FEMALE
Gentoo,Biscoe,50.4,14.4,201,4559,FEMALE
Gentoo,Biscoe,49.0,14.1,199,5491,MALE
Gentoo,Biscoe,46.8,13.7,189,5877,MALE
Gentoo,Biscoe,54.3,15.0,179,5990,MALE
Gentoo,Biscoe,49.6,13.8,195,4794,FEMALE
Gentoo,Biscoe,45.3,16.8,201,4947,MALE
Gentoo,Biscoe,59.6,15.0,223,6001,MALE
Gentoo,Biscoe,48.2,17.1,222,4692,MALE
Gentoo,Biscoe,41.7,15.1,203,5054,FEMALE
Gentoo,Biscoe,47.5,14.8,214,4884,FEMALE
Gentoo,Biscoe,49.8,14.2,204,4384,FEMALE
Gentoo,Biscoe,45.5,15.9,203,4379,MALE
Gentoo,Biscoe,52.1,14.6,198,4779,MALE
Gentoo,Biscoe,46.5,14.6,208,4584,MALE
Gentoo,Biscoe,48.5,15.8,216,5756,
Gentoo,Biscoe,48.5,15.6,231,5010,MALE
Gentoo,Biscoe,55.9,15.4,202,5554,FEMALE
Gentoo,Biscoe,50.1,15.6,218,4296,MALE
Gentoo,Biscoe,42.0,13.5,211,5742,FEMALE
Gentoo,Biscoe,47.8,13.7,198,4553,MALE
Gentoo,Biscoe,48.4,15.1,212,5596,FEMALE
Gentoo,Biscoe,52.2,15.2,203,5169,MALE
Gentoo,Biscoe,49.2,14.3,177,5469,FEMALE
Gentoo,Biscoe,46.5,17.0,191,4811,FEMALE
Gentoo,Biscoe,46.7,15.3,200,5062,FEMALE
Gentoo,Biscoe,47.6,15.3,192,4495,MALE
Gentoo,Biscoe,51.3,13.7,174,4618,FEMALE
Gentoo,Biscoe,49.4,14.2,217,5297,FEMALE
Gentoo,Biscoe,44.9,16.0,231,4946,FEMALE
Gentoo,Biscoe,47.4,16.3,181,5190,MALE
Gentoo,Biscoe,50.7,15.0,202,5447,MALE
Gentoo,Biscoe,46.8,14.0,221,4877,FEMALE
Gentoo,Biscoe,49.5,14.7,207,4861,MALE
Gentoo,Biscoe,43.3,14.1,202,5122,MALE
Gentoo,Biscoe,49.8,14.4,176,5071,MALE
Gentoo,Biscoe,46.2,14.5,194,4871,MALE
Gentoo,Biscoe,43.8,15.5,214,4496,FEMALE
Gentoo,Biscoe,46.5,15.6,198,4910,
Gentoo,Biscoe,47.2,14.2,229,5065,FEMALE
Gentoo,Biscoe,47.5,15.3,191,4782,MALE
Gentoo,Biscoe,45.8,17.3,209,5801,FEMALE
Gentoo,Biscoe,42.7,17.3,197,4870,MALE
Gentoo,Biscoe,46.5,13.9,193,4944,MALE
Gentoo,Biscoe,47.3,16.3,192,5290,MALE
Gentoo,Biscoe,50.0,15.0,204,5760,MALE
Gentoo,Biscoe,45.5,14.6,200,4324,MALE
Gentoo,Biscoe,45.0,14.7,217,5290,MALE
Gentoo,Biscoe,43.5,17.0,180,4430,FEMALE
Gentoo,Biscoe,49.3,16.1,218,5427,FEMALE
Gentoo,Biscoe,43.4,16.3,192,5153,MALE
Gentoo,Biscoe,49.1,14.5,215,5298,FEMALE
Gentoo,Biscoe,46.2,14.5,188,5557,MALE
Gentoo,Biscoe,51.1,14.3,189,5111,FEMALE
Gentoo,Biscoe,47.5,16.0,193,5318,FEMALE
Gentoo,Biscoe,48.2,14.6,202,5315,MALE
Gentoo,Biscoe,46.2,14.2,198,5151,MALE
Gentoo,Biscoe,44.0,15.3,192,5430,FEMALE
Gentoo,Biscoe,46.1,15.8,181,5042,MALE
Gentoo,Biscoe,51.1,15.0,179,4739,FEMALE
Gentoo,Biscoe,49.1,14.5,172,5893,FEMALE
Gentoo,Biscoe,50.5,15.4,209,5308,FEMALE
Gentoo,Biscoe,48.8,15.2,231,5040,FEMALE
Gentoo,Biscoe,45.1,16.3,191,5718,FEMALE
Gentoo,Biscoe,45.3,13.9,191,6056,FEMALE
Gentoo,Biscoe,48.6,16.2,188,4306,FEMALE
Gentoo,Biscoe,48.4,15.0,198,5651,MALE
Gentoo,Biscoe,48.7,15.2,210,4492,MALE
Gentoo,Biscoe,46.1,14.4,196,5045,MALE
Gentoo,Biscoe,48.1,15.8,190,6017,FEMALE
Gentoo,Biscoe,53.4,15.0,201,5406,MALE
Gentoo,Biscoe,50.8,13.2,197,5011,FEMALE
Gentoo,Biscoe,50.8,14.5,203,5797,FEMALE
Gentoo,Biscoe,45.2,16.1,178,4871,MALE
Gentoo,Biscoe,45.2,14.4,202,5554,FEMALE
Gentoo,Biscoe,50.4,15.7,217,5121,MALE
Gentoo,Biscoe,45.4,13.9,208,6179,MALE
Gentoo,Biscoe,45.8,15.0,195,5489,FEMALE
Gentoo,Biscoe,47.7,17.0,183,5442,MALE
Gentoo,Biscoe,49.9,15.0,231,5620,FEMALE
Gentoo,Biscoe,46.4,14.8,207,4487,FEMALE
Gentoo,Biscoe,45.7,13.7,224,5085,FEMALE
Gentoo,Biscoe,44.5,15.7,216,5419,MALE
Gentoo,Biscoe,45.0,13.9,199,5131,FEMALE
Gentoo,Biscoe,46.9,13.9,204,4668,MALE
Gentoo,Biscoe,48.1,15.0,210,5208,FEMALE
Gentoo,Biscoe,49.6,13.7,205,5125,
Gentoo,Biscoe,48.4,13.4,189,4910,MALE
Gentoo,Biscoe,44.4,14.3,195,4064,MALE
Gentoo,Biscoe,42.8,13.1,204,4985,FEMALE
Gentoo,Biscoe,51.5,14.9,209,5561,FEMALE
Gentoo,Biscoe,45.4,13.6,185,4895,MALE
Gentoo,Biscoe,45.2,14.5,225,4153,FEMALE
Gentoo,Biscoe,50.5,13.5,199,4066,MALE
Gentoo,Biscoe,43.2,14.8,184,4594,FEMALE
Gentoo,Biscoe,49.2,16.0,197,5642,FEMALE
Gentoo,Biscoe,49.1,13.7,224,5401,MALE
Gentoo,Biscoe,47.2,15.9,195,4408,MALE
