Midtown Center	Manhattan	3.06	18.36
UN/Turtle Bay South	Manhattan	3.95	19.75
Yorkville West	Manhattan	3.46	20.76
Little Italy/NoLiTa	Manhattan	0	15.8
West Village	Manhattan	3.09	13.39
East Chelsea	Manhattan	15.26	76.32
Lower East Side	Manhattan	1	13.3
Upper West Side South	Manhattan	2.56	15.36
Bloomingdale	Manhattan	0	16.8
Upper West Side South	Manhattan	2.15	9.45
Lower East Side	Manhattan	1	16.8
Lenox Hill West	Manhattan	1.7	13
Times Sq/Theatre District	Manhattan	0	9.3
Chinatown	Manhattan	2.5	23.8
Penn Station/Madison Sq West	Manhattan	1.08	11.88
Union Sq	Manhattan	1	11.8
Greenwich Village South	Manhattan	1.96	11.76
Lenox Hill East	Manhattan	2.45	12.25
East Village	Manhattan	1.2	11
Fort Greene	Brooklyn	3.76	22.56
Garment District	Manhattan	0	33.3
Clinton West	Manhattan	0	9.3
Greenwich Village North	Manhattan	6.35	38.15
Gramercy	Manhattan	7.96	47.76
Midtown North	Manhattan	2.56	15.36
Central Park	Manhattan	5.26	31.56
JFK Airport	Queens	0	39.3
TriBeCa/Civic Center	Manhattan	3.2	16
Lincoln Square West	Manhattan	1.66	9.96
East Village	Manhattan	4.26	25.56
Midtown Center	Manhattan	3.69	15.99
LaGuardia Airport	Queens	10.55	52.85
Midtown Center	Manhattan	3.25	19.55
Midtown East	Manhattan	3.75	22.55
Murray Hill	Manhattan	2.65	15.95
Midtown Center	Manhattan	6	67.06
Garment District	Manhattan	3.05	13.35
Financial District North	Manhattan	0	11.8
West Chelsea/Hudson Yards	Manhattan	0	13.3
Midtown Center	Manhattan	3.32	16.62
Union Sq	Manhattan	1	13.8
Upper East Side South	Manhattan	0	8.8
Lincoln Square East	Manhattan	2.06	12.36
Union Sq	Manhattan	1.96	11.76
Midtown North	Manhattan	3.65	21.95
Greenwich Village South	Manhattan	3	19.3
Upper West Side North	Manhattan	0.88	8.18
Battery Park City	Manhattan	0	19.3
Murray Hill	Manhattan	2.85	17.15
Lenox Hill West	Manhattan	2.26	13.56
Upper East Side North	Manhattan	7.01	42.07
Flatiron	Manhattan	2.86	17.16
Steinway	Queens	0	24.3
Lincoln Square East	Manhattan	0	9.8
Garment District	Manhattan	0	22.8
Upper East Side South	Manhattan	0	11.3
SoHo	Manhattan	0	11.3
East Village	Manhattan	4	27.8
Upper East Side South	Manhattan	0	11.8
Central Harlem	Manhattan	11.71	70.27
East Village	Manhattan	3.16	18.96
Upper East Side South	Manhattan	2.16	12.96
Lincoln Square East	Manhattan	2.45	12.25
Lincoln Square West	Manhattan	3.26	19.56
JFK Airport	Queens	0	14.8
JFK Airport	Queens	10.26	61.56
Hudson Sq	Manhattan	1.5	13.3
Midtown East	Manhattan	2.86	17.16
Midtown East	Manhattan	0	10.3
Lower East Side	Manhattan	1.95	11.75
Little Italy/NoLiTa	Manhattan	0	11.8
Midtown South	Manhattan	1.75	12.05
Midtown North	Manhattan	2.06	12.36
Kips Bay	Manhattan	0.92	19.22
Union Sq	Manhattan	0	13.8
Greenwich Village South	Manhattan	0	13.8
SoHo	Manhattan	1.2	12
Sutton Place/Turtle Bay North	Manhattan	2.86	17.16
Lenox Hill East	Manhattan	2.16	12.96
West Village	Manhattan	2.25	13.55
Crown Heights North	Brooklyn	0	12.3
Seaport	Manhattan	0	11.8
Union Sq	Manhattan	2.15	12.95
Union Sq	Manhattan	4.36	26.16
East Village	Manhattan	3.66	21.96
Penn Station/Madison Sq West	Manhattan	3.99	17.29
Greenwich Village North	Manhattan	0	11.8
Battery Park City	Manhattan	2.86	17.16
Yorkville East	Manhattan	3.55	17.85
Midtown North	Manhattan	0	10.8
Greenwich Village South	Manhattan	1.54	11.84
Penn Station/Madison Sq West	Manhattan	1.76	10.56
Lincoln Square West	Manhattan	0	22.8
Upper East Side South	Manhattan	3.45	17.25
LaGuardia Airport	Queens	6.3	37.86
Penn Station/Madison Sq West	Manhattan	1	10.8
Midtown South	Manhattan	2.06	12.36
Clinton East	Manhattan	0	36.3
Lower East Side	Manhattan	3.25	19.55
Midtown Center	Manhattan	0	10.3
LaGuardia Airport	Queens	13.52	67.58
Times Sq/Theatre District	Manhattan	0	8.3
Midtown Center	Manhattan	2	15.8
Clinton East	Manhattan	1	11.3
Greenwich Village North	Manhattan	2	10.3
Lower East Side	Manhattan	1	12.8
Upper West Side North	Manhattan	0	7.8
Midtown Center	Manhattan	0	9.3
Lenox Hill West	Manhattan	3.75	22.55
Lincoln Square East	Manhattan	0.88	9.68
Penn Station/Madison Sq West	Manhattan	1.8	12.1
Kips Bay	Manhattan	0	21.8
Lincoln Square East	Manhattan	1.76	10.56
Sutton Place/Turtle Bay North	Manhattan	2.35	14.15
East Chelsea	Manhattan	0	22.3
Greenwich Village North	Manhattan	0	9.3
Clinton East	Manhattan	4	19.8
Flatiron	Manhattan	1	21.3
Upper East Side North	Manhattan	1.76	10.56
Union Sq	Manhattan	2.05	12.35
East Village	Manhattan	5	17.8
Midtown North	Manhattan	0	16.3
Chinatown	Manhattan	1.76	10.56
Midtown South	Manhattan	0	14.3
Upper East Side North	Manhattan	3.05	13.35
Yorkville East	Manhattan	3.66	21.96
East Chelsea	Manhattan	0	16.8
Upper East Side South	Manhattan	1.86	11.16
Times Sq/Theatre District	Manhattan	3.05	18.35
Clinton East	Manhattan	2.66	15.96
Murray Hill	Manhattan	2.45	14.75
East Village	Manhattan	3.45	20.75
Clinton East	Manhattan	2	19.3
Midtown Center	Manhattan	1.56	9.36
Clinton East	Manhattan	1	8.8
Lower East Side	Manhattan	2	14.3
JFK Airport	Queens	13.11	78.67
Upper East Side North	Manhattan	12.21	73.27
Times Sq/Theatre District	Manhattan	0	14.3
East Village	Manhattan	2.76	16.56
Gramercy	Manhattan	1.76	10.56
Union Sq	Manhattan	0	9.3
Midtown South	Manhattan	1	11.8
Murray Hill	Manhattan	0	5.8
UN/Turtle Bay South	Manhattan	2.08	10.38
Midtown Center	Manhattan	3.16	18.96
Hudson Sq	Manhattan	0	15.3
Midtown East	Manhattan	1	16.3
East Village	Manhattan	2	14.3
Upper West Side South	Manhattan	2.94	12.74
Two Bridges/Seward Park	Manhattan	0	22.3
Midtown East	Manhattan	3.2	16
East Chelsea	Manhattan	0	17.8
Upper West Side South	Manhattan	1	14.8
Gramercy	Manhattan	2.15	12.95
Clinton East	Manhattan	2.45	12.25
Upper West Side North	Manhattan	2.05	12.35
Clinton East	Manhattan	3.16	18.96
East Harlem North	Manhattan	6.51	39.07
Greenwich Village North	Manhattan	0.7	14
Upper East Side South	Manhattan	2.05	12.35
East Harlem North	Manhattan	0	4.3
Little Italy/NoLiTa	Manhattan	1.75	10.55
Times Sq/Theatre District	Manhattan	0	11.8
Clinton West	Manhattan	2.05	12.35
Hudson Sq	Manhattan	3.06	18.36
East Village	Manhattan	1	16.3
Times Sq/Theatre District	Manhattan	3.16	18.96
East Chelsea	Manhattan	2.76	16.56
LaGuardia Airport	Queens	7.01	42.07
Murray Hill	Manhattan	0	16.8
Lower East Side	Manhattan	1.93	21.23
Upper East Side South	Manhattan	0	10.3
Midtown East	Manhattan	2.76	16.56
Midtown Center	Manhattan	1.24	9.54
Midtown Center	Manhattan	4.46	26.76
East Chelsea	Manhattan	3.96	23.76
Midtown North	Manhattan	2.26	13.56
Little Italy/NoLiTa	Manhattan	2.06	12.36
Upper West Side South	Manhattan	2.2	15.5
Central Park	Manhattan	2	16.3
Penn Station/Madison Sq West	Manhattan	0	10.3
West Chelsea/Hudson Yards	Manhattan	0	39.8
East Village	Manhattan	2.05	12.35
Boerum Hill	Brooklyn	0	6.3
Midtown East	Manhattan	2	19.3
Penn Station/Madison Sq West	Manhattan	3.15	18.95
TriBeCa/Civic Center	Manhattan	3.15	18.95
Battery Park City	Manhattan	0	15.8
Midtown East	Manhattan	1.95	11.75
Garment District	Manhattan	0	15.8
Midtown North	Manhattan	7.95	47.75
Morningside Heights	Manhattan	1.75	10.55
Midtown North	Manhattan	1.5	13.3
West Village	Manhattan	1	11.8
Meatpacking/West Village West	Manhattan	0	6.3
Union Sq	Manhattan	0	14.3
Williamsburg (South Side)	Brooklyn	0	7.3
TriBeCa/Civic Center	Manhattan	1	12.8
Hudson Sq	Manhattan	2.37	18.17
Lower East Side	Manhattan	4.7	23.5
Lenox Hill East	Manhattan	0	13.8
East Chelsea	Manhattan	0	39.56
Clinton East	Manhattan	4.66	27.96
Union Sq	Manhattan	4.15	24.95
Financial District South	Manhattan	5	21.8
Midtown South	Manhattan	3.46	20.76
Central Park	Manhattan	2.34	10.14
Midtown East	Manhattan	3.76	22.56
Yorkville West	Manhattan	2.06	12.36
Murray Hill	Manhattan	1.1	11.9
Greenwich Village South	Manhattan	0	11.3
Upper East Side South	Manhattan	2.08	10.38
Upper East Side South	Manhattan	1.56	9.36
Union Sq	Manhattan	2.66	15.96
Midtown East	Manhattan	2.36	14.16
Penn Station/Madison Sq West	Manhattan	1.86	11.16
Murray Hill	Manhattan	3.36	20.16
Lenox Hill West	Manhattan	0	9.8
Midtown South	Manhattan	3.26	19.56
Lincoln Square East	Manhattan	1	13.8
Battery Park City	Manhattan	2.16	12.96
West Village	Manhattan	1	12.3
Midtown Center	Manhattan	4.82	24.12
Midtown Center	Manhattan	2.45	12.25
Lincoln Square East	Manhattan	3.5	28.3
Meatpacking/West Village West	Manhattan	3.39	14.69
Midtown North	Manhattan	2.05	12.35
Upper West Side North	Manhattan	2.16	12.96
Upper East Side South	Manhattan	1	18.8
Upper East Side South	Manhattan	1.7	13
Upper East Side South	Manhattan	0	9.3
Yorkville West	Manhattan	0	19.3
Lenox Hill East	Manhattan	6.15	36.95
Penn Station/Madison Sq West	Manhattan	4.36	26.16
Midtown Center	Manhattan	10.76	53.82
Financial District North	Manhattan	2	16.3
Upper West Side South	Manhattan	2.26	13.56
Meatpacking/West Village West	Manhattan	4.8	24.1
Central Harlem	Manhattan	2	16.8
Murray Hill	Manhattan	1	10.8
Times Sq/Theatre District	Manhattan	0	10.3
Alphabet City	Manhattan	1.59	33.39
Penn Station/Madison Sq West	Manhattan	2.36	14.16
Penn Station/Madison Sq West	Manhattan	0	32.8
Clinton East	Manhattan	2	27.3
Kips Bay	Manhattan	1.7	13
Lenox Hill West	Manhattan	1.48	16.28
Rosedale	Queens	0	38.38
LaGuardia Airport	Queens	7.56	45.36
Murray Hill	Manhattan	1	16.3
West Chelsea/Hudson Yards	Manhattan	0	12.8
Midtown South	Manhattan	2	22.3
Upper East Side North	Manhattan	2.26	13.56
SoHo	Manhattan	2.6	19.9
Midtown Center	Manhattan	0	25.8
Greenwich Village North	Manhattan	2.46	14.76
Flatiron	Manhattan	3.76	22.56
LaGuardia Airport	Queens	0	42.06
Clinton East	Manhattan	0	15.3
Lincoln Square East	Manhattan	0	13.8
Lincoln Square West	Manhattan	3.65	15.95
Flushing	Queens	0	6.3
Lenox Hill West	Manhattan	1.95	11.75
West Village	Manhattan	1.2	12.5
Midtown South	Manhattan	2.36	14.16
Times Sq/Theatre District	Manhattan	1.47	11.27
Upper West Side South	Manhattan	6.05	30.35
Upper West Side North	Manhattan	2.5	30.3
Bloomingdale	Manhattan	0	8.8
Clinton East	Manhattan	2.26	13.56
Old Astoria	Queens	0	6.8
LaGuardia Airport	Queens	6.61	50.67
Midtown South	Manhattan	5.56	42.62
Clinton East	Manhattan	4.16	24.96
Midtown East	Manhattan	3.46	20.76
West Village	Manhattan	1.66	9.96
Battery Park City	Manhattan	1.86	11.16
Midtown East	Manhattan	2.95	17.75
LaGuardia Airport	Queens	0	15.8
Murray Hill	Manhattan	2.32	11.62
Times Sq/Theatre District	Manhattan	0	17.8
Upper East Side North	Manhattan	0	9.3
Lower East Side	Manhattan	5.32	26.62
Midtown Center	Manhattan	2.55	12.85
Bloomingdale	Manhattan	1	17.8
Upper East Side North	Manhattan	1.86	11.16
LaGuardia Airport	Queens	3.26	19.56
Murray Hill	Manhattan	2.15	12.95
Clinton East	Manhattan	4.35	26.15
UN/Turtle Bay South	Manhattan	1.95	11.75
East Chelsea	Manhattan	2.66	15.96
UN/Turtle Bay South	Manhattan	0	15.8
Upper West Side North	Manhattan	2.06	12.36
Lenox Hill West	Manhattan	1.76	10.56
East Village	Manhattan	2.06	12.36
West Village	Manhattan	3.54	15.34
Midtown Center	Manhattan	1	16.3
Greenwich Village South	Manhattan	2.44	18.74
Penn Station/Madison Sq West	Manhattan	0	20.3
West Village	Manhattan	4.56	27.36
TriBeCa/Civic Center	Manhattan	2	28.3
Clinton East	Manhattan	1	12.8
Midtown Center	Manhattan	1	10.8
Lincoln Square East	Manhattan	1.73	19.03
Lower East Side	Manhattan	5.45	32.75
Lincoln Square East	Manhattan	4.06	24.36
Upper East Side South	Manhattan	1	10.3
West Village	Manhattan	4.26	25.56
Upper East Side North	Manhattan	1	12.8
Midtown South	Manhattan	0	15.8
Midtown South	Manhattan	2.82	14.12
Flatiron	Manhattan	1.25	20.55
Flatiron	Manhattan	3.75	22.55
East Harlem South	Manhattan	2.05	12.35
Garment District	Manhattan	0	21.8
Yorkville West	Manhattan	3.56	21.36
Lincoln Square West	Manhattan	0	7.3
Upper West Side North	Manhattan	2	21.8
Central Park	Manhattan	1.5	12.3
LaGuardia Airport	Queens	0	40.8
Battery Park City	Manhattan	6	56.8
Greenwich Village North	Manhattan	3.46	20.76
JFK Airport	Queens	0	32.3
Midtown Center	Manhattan	1	14.8
Penn Station/Madison Sq West	Manhattan	2.25	13.55
Midtown North	Manhattan	0	10.3
Upper East Side South	Manhattan	0	12.8
Midtown North	Manhattan	1	10.8
SoHo	Manhattan	3.81	41.87
Two Bridges/Seward Park	Manhattan	0	12.3
SoHo	Manhattan	2.66	15.96
Lenox Hill East	Manhattan	3.39	14.69
Midtown South	Manhattan	0	14.8
East Chelsea	Manhattan	0	8.8
East Village	Manhattan	0	13.8
Greenwich Village South	Manhattan	3.09	13.39
Midtown South	Manhattan	2.96	17.76
Lincoln Square West	Manhattan	0	26.3
Soundview/Castle Hill	Bronx	0	48.09
Hudson Sq	Manhattan	1.95	9.75
Lincoln Square East	Manhattan	0	15.3
Upper East Side North	Manhattan	1.38	15.18
Bloomingdale	Manhattan	2.16	12.96
East Chelsea	Manhattan	0	10.8
Upper East Side North	Manhattan	0	11.8
Greenwich Village South	Manhattan	6	35.3
Upper West Side South	Manhattan	1	7.3
East Chelsea	Manhattan	3	23.8
Midtown North	Manhattan	3.16	18.96
East Chelsea	Manhattan	3.56	21.36
Stuy Town/Peter Cooper Village	Manhattan	4.44	19.24
Greenwich Village North	Manhattan	1.32	10.12
Upper West Side South	Manhattan	2.49	10.79
West Village	Manhattan	0	9.3
World Trade Center	Manhattan	0	21.8
East Village	Manhattan	0	7.8
East Village	Manhattan	2.26	13.56
Greenwich Village South	Manhattan	6.16	36.96
Sunnyside	Queens	0	13.8
Penn Station/Madison Sq West	Manhattan	1.5	16.8
Midtown South	Manhattan	2.76	16.56
Upper East Side North	Manhattan	1.25	9.55
Union Sq	Manhattan	2.95	14.75
Union Sq	Manhattan	3.56	21.36
Lenox Hill East	Manhattan	2	8.8
Sutton Place/Turtle Bay North	Manhattan	2.26	13.56
Gramercy	Manhattan	4.76	28.56
Lenox Hill East	Manhattan	0	21.3
Midtown North	Manhattan	3.08	15.38
Midtown Center	Manhattan	1	13.3
Penn Station/Madison Sq West	Manhattan	6	36.8
Lincoln Square East	Manhattan	1.5	12.8
West Village	Manhattan	2.06	12.36
Gramercy	Manhattan	0	11.3
East Village	Manhattan	2.16	12.96
Times Sq/Theatre District	Manhattan	0	9.8
West Village	Manhattan	1.62	12.42
Flatiron	Manhattan	3.86	23.16
Meatpacking/West Village West	Manhattan	1	9.3
Midtown North	Manhattan	0	9.3
West Chelsea/Hudson Yards	Manhattan	3.15	18.95
Central Harlem	Manhattan	0	28.8
Midtown North	Manhattan	1.2	13
Lincoln Square West	Manhattan	3.82	19.12
Upper West Side North	Manhattan	5.26	31.56
Greenwich Village North	Manhattan	1.2	10.5
Lenox Hill East	Manhattan	0	6.3
Washington Heights South	Manhattan	0	10.3
Greenwich Village North	Manhattan	2.86	17.16
West Village	Manhattan	4.25	25.55
Midtown South	Manhattan	12.21	73.27
Midtown North	Manhattan	0	8.8
Murray Hill	Manhattan	2.75	12.05
Union Sq	Manhattan	2.46	14.76
West Village	Manhattan	2.56	15.36
West Village	Manhattan	1.11	9.91
Upper East Side North	Manhattan	0	14.3
Lenox Hill West	Manhattan	4.46	26.76
East Village	Manhattan	3.36	20.16
LaGuardia Airport	Queens	0	26.56
East Chelsea	Manhattan	0	23.3
Upper West Side South	Manhattan	2	22.3
Flatiron	Manhattan	0	8.8
Upper West Side South	Manhattan	2.34	10.14
Penn Station/Madison Sq West	Manhattan	0	17.3
Midtown South	Manhattan	2.95	14.75
Midtown South	Manhattan	0	11.3
Brooklyn Heights	Brooklyn	6.35	38.15
Union Sq	Manhattan	2.94	12.74
Upper East Side North	Manhattan	4.08	20.38
Upper East Side South	Manhattan	2.36	14.16
Times Sq/Theatre District	Manhattan	4.16	24.96
Astoria	Queens	0	18.3
Upper East Side South	Manhattan	1.85	11.15
Clinton East	Manhattan	2.55	15.35
Sunnyside	Queens	0	7.3
Union Sq	Manhattan	1.65	9.95
Lincoln Square East	Manhattan	1.96	11.76
Lincoln Square East	Manhattan	0	12.8
East Village	Manhattan	2.66	15.96
Manhattan Valley	Manhattan	4.46	26.76
Midtown South	Manhattan	2.26	13.56
Midtown North	Manhattan	0	12.3
Midtown East	Manhattan	4.26	25.56
West Village	Manhattan	1.2	12
Midtown East	Manhattan	3.55	17.85
Lower East Side	Manhattan	1.5	21.8
Times Sq/Theatre District	Manhattan	1.76	10.56
