id,question,choices,answerKey
51,Which of these is a way the people of Virginia can help restore a natural ecosystem?,51,D
52,Which of these lists has only products that come from plants?,52,C
53,What is the density of a 64-g iron cube that displaces 8 mL of water?,53,B
54,Which measurement represents the mass of an object?,54,A
55,A wind turbine primarily uses which type of energy?,55,D
56,Peach trees have sweet-smelling blossoms and produce rich fruit. What is the main purpose of the flowers of a peach tree?,56,B
57,Genes code for specifically structured,57,A
58,Which two activities are carried out by all species of living things?,58,D
59,"Rolanda is growing tomato plants in her garden. She has created a compost pile and has been adding compost around her tomato plants to help fertilize them. Compost is solid waste in which organic material is broken down by microorganisms in the presence of oxygen to where it can be safely stored, handled, and applied to the environment. On what does Rolanda primarily rely in order for composting to work?",59,C
60,Which of these will best separate a saltwater solution?,60,B
61,Which of the following actions is most likely part of a test to find the hardness of a mineral sample?,61,B
62,A group of students are researching changes in climate in their region. Which of these would best provide evidence of changes in temperature and rainfall over a period of years?,62,B
63,"A student has a liquid that does not mix with water. To predict whether the liquid will float on water or sink beneath it, which tools should be used to examine the liquid?",63,C
64,Which part of a plant is most responsible for using energy from the Sun to produce food for the plant?,64,A
65,Fossil fuels are considered a nonrenewable resource because they,65,D
66,What is the role of decomposers in a food chain?,66,C
67,What is the basic unit of life?,67,C
68,Which of these BEST describes the way a feather feels?,68,C
69,Which region of the Milky Way contains a population that consists mostly of old stars?,69,B
70,Jenny's class made an instrument to measure air pressure. The instrument is a,70,D
71,A large rock breaks into small pieces within 10 years. Which process is most likely responsible for breaking the large rock into small pieces within 10 years?,71,A
72,A rubber band will make a sound when it is,72,B
73,"When athletes begin to exercise, their heart rates and respiration rates increase. At what level of organization does the human body coordinate these functions?",73,3
74,Which objects are the most useful for collecting data on the speed of a toy car?,74,A
75,The brain and spinal cord are parts of which body system?,75,B
76,A student uses a telescope to view stars at night. The student notices some of the stars are different colors. The color of a star is determined most by its,76,D
77,Which of these cell parts contain instructions for the passage of traits from one generation to the next?,77,C
78,Which statement identifies an energy source as renewable?,78,C
79,Carolina uses a microscope to view a soil sample taken from her backyard. Which part of the soil would she ONLY be able to see with a microscope?,79,B
80,A student completes several tasks while making breakfast. During which task does the student make a solution?,80,A
81,"Which of the following eras is known as the ""Age of Mammals""?",81,B
82,"When studying planetary data, Jackie found some similarities and differences among the planets that make up the solar system. Which generalization is true about the orbits of the major planets in the solar system?",82,B
83,A fox grows thicker fur as a season changes. This adaptation helps the fox to,83,D
84,Which form of energy is found in food?,84,A
85,"When water evaporates from Earth's surface into the atmosphere, its molecules enter the gas state. What change in this gas causes molecules to condense into the small water droplets that form clouds?",85,B
86,What happens to metal railroad tracks during the heat of a summer day?,86,D
87,Which of these will best separate a saltwater solution?,87,A
88,Which of these is most likely to be spread when two people drink from the same water bottle?,88,A
89,"Steven went to a farm and picked a bright red tomato from a broken branch on the plant. The tomato had a rotten spot with a worm inside of it. Instead of eating the tomato, Steven decided to plant the seeds and grow new tomato plants. Which characteristic of the tomato plant is inherited and could change over several generations?",89,1
90,What is formed when a sodium atom and chlorine atom react chemically?,90,C
91,Which of these items contains only a solution?,91,A
92,"The Great Ocean Conveyer ocean current system runs north through the Atlantic from the equatorial region. If this current got disrupted, North American and European climates would become",92,A
93,Which of the following can only be seen with a telescope?,93,D
94,A robin catches and eats a cricket. Which statement best describes the roles of each animal?,94,2
95,"The Piedmont and Coastal Plains regions in Maryland produce crops such as corn, soybeans, wheat, tobacco, tomatoes, and apples. Which environmental factor most likely influences which crops are grown in these regions?",95,C
96,A student is dropping objects of various sizes and shapes and recording the time it takes for each object to hit the ground. Which question is the student most likely trying to answer?,96,D
97,What type of precipitation occurs when raindrops freeze as they fall?,97,D
98,Which process of the water cycle transports water from plants to clouds?,98,B
99,Which statement best identifies a living thing that depends on another living thing to survive?,99,A
100,"In the solar system, moons orbit planets. Which of these do planets orbit?",100,B
101,The human body processes and eliminates food waste using the organs of the excretory system. Which organelle performs a similar function in humans at the cellular level?,101,B
102,Which action most likely causes large rocks to become smaller pieces of rock?,102,C
103,What characteristic helps a rabbit survive in a winter environment?,103,B
104,Who was a leading authority on continental drift in the early 1900s?,104,D
105,Some plant species are more tolerant of acidic soil than others. The tolerant species are favored in areas affected by which consequence of human activity?,105,B
106,Infectious diseases are caused by,106,3
107,Which tool could be used to help someone count the number of ladybugs on a leaf?,107,D
108,Crows are found throughout many parts of the world. They are black birds with excellent hearing. In the wild they live for six to seven years. Some crows in Japan open hard-shelled nuts by dropping them in front of moving cars. Which of these is a learned behavior?,108,C
109,"To help it survive, an organism has a capsule, endospore, and pili. To which group does this organism belong?",109,B
110,The students in an engineering class built a robot that stacks wooden blocks. A built-in computer controls the movement of the robot. The computer in the robot performs a function most similar to which part of the human body?,110,D
111,"Estuaries in Florida often have mangrove trees growing in them. The roots of the mangrove trees slow the flow of the water, which allows soil particles to settle. If people were allowed to remove the mangrove trees, how would the estuary environment most likely be affected?",111,C
112,All living organisms are dependent on plants because plants,112,C
113,All these statements concerning galaxies are accurate except,113,C
114,Sarah's class is learning about mixtures and solutions. Her teacher writes four statements on the board. Which statement best describes a mixture?,114,C
115,Which sentence describes a characteristic of offspring produced by sexual reproduction?,115,A
116,Which illness is associated with a weakened immune system in the body?,116,B
117,Plants need iron to grow. What parts of plants take in iron?,117,C
118,"According to Darwin's theory of evolution, the variations among finches that he observed in the Galapagos Islands resulted from",118,B
119,"When a light bulb is turned on, energy changes from one form to another. Which of the following best describes this change?",119,B
120,The motion of Earth is responsible for several celestial events. Which of the following events is caused by Earth revolving around the sun?,120,A
121,A wind turbine primarily uses which type of energy?,121,C
122,Frogs lay eggs that develop into tadpoles and then into adult frogs. This sequence of changes is an example of how living things,122,D
123,Which characteristic below most likely accounts for our limited knowledge of galaxies?,123,B
124,Which of the following would be most useful for calculating the density of a rock sample?,124,D
125,What type of precipitation occurs when raindrops freeze as they fall?,125,C
126,A bracket fungus grows on a dead tree and breaks it down into chemical nutrients. What term best classifies the role of a bracket fungus in this ecosystem?,126,B
127,A pot of cold water was heated on a stove until the water boiled. Which of the following best explains why the water was able to boil?,127,D
128,One thing that all human cells have in common is that they,128,D
129,"If left in the sunshine, water in an open jar will",129,B
130,"When too much salt is detected in the bloodstream, the brain secretes a hormone that helps the body retain water by reducing the amount of urine produced. This is an example of",130,B
131,A student uses a hand lens to observe which of these objects?,131,A
132,The relationship between an owl and a mouse is a,132,D
133,What type of chemical reaction occurs when the body breaks down fats and sugars that supply it with energy?,133,A
134,How does the length of daylight in New York State change from summer to fall?,134,C
135,The primary reason that plants are important for an ecosystem is because they,135,B
136,Which BEST explains why green marine algae are most often restricted to the top 100 meters of the ocean?,136,B
137,"Humans cannot survive without clean, fresh water. Reservoirs of liquid water vary, but all water spends time as a gas in the atmosphere. What is the source of most of the water in the atmosphere?",137,D
138,Which organ removes cell waste from the blood?,138,D
139,A student states that plants grow taller when grown in natural light than they do in artificial light. Which method is the best way to determine if the statement is fact or opinion?,139,B
140,Which behavior can help animals establish a territory?,140,A
141,What is the main source of energy for the water cycle?,141,B
142,A ball is thrown straight up. Which statement best describes the motion of the ball while the ball is at the maximum height?,142,A
143,Some of Earth's water is stored underground in porous rock formations known as aquifers. Which of these could use up groundwater in aquifers?,143,D
144,Which human organ system produces sperm or egg cells?,144,A
145,Which force causes a marble to sink to the bottom of a glass of water?,145,A
146,The property of matter that resists changes in motion is called,146,D
147,Darwin's theory that animal species can change over time was inspired by his research on which set of islands?,147,A
148,Which of the following best describes the purpose of cellular respiration?,148,B
149,A class is testing the effect of exercise on heart rate. The heart rate of two students before exercise is compared to their heart rate after running around a track. Which procedure will most likely help the class correctly compare the results of the two students?,149,C
150,Which statement is a description of weather?,150,C
151,"In May 2007, wildfires burned more than 350 square miles of habitat in Florida and Georgia. Intense fires like this one can temporarily remove nitrogen, phosphorus, and potassium in area soil. What most likely happens in the burned areas until organic decay replenishes the lost nutrients?",151,B
152,Which cell part is correctly paired with its function?,152,B
153,What should a scientist do to help make sure the results of an experiment are unbiased?,153,C
154,Which of these natural events occurs at time intervals that are the most regular?,154,B
155,Which interaction within an ecosystem is characterized by gradual change from one community of organisms to another?,155,C
156,Which technology used to generate electrical power involves a trade-off between economical electricity and long-term waste disposal problems?,156,C
157,The reading on a barometer rises when the air,157,D
158,Clearing forests of trees and vegetation for human development can have major impacts on the ecosystem. Which would most likely occur after a forested area is cleared?,158,A
159,The Moon has the greatest effect on Earth's,159,C
160,A star is a large astronomical body that,160,B
161,How would a drought most likely affect the plants of a grassy plain?,161,B
162,What type of galaxy is the Milky Way?,162,C
163,Which physical structure would best help a bear to survive a winter in New York State?,163,A
164,Which of the following is an example of a behavioral adaptation?,164,B
165,Which of the following is a characteristic of all chemical changes?,165,A
166,Which best explains how the Appalachian Mountains formed?,166,A
167,Which is a physical property of an apple?,167,C
168,Which is an example of a single-celled organism?,168,D
169,A city has an outbreak of a disease that affects an unusually large portion of its population at the same time. Which term best describes the outbreak?,169,C
170,Coal was made from the remains of which ancient ecosystem?,170,B
171,Which of the following is an example of how insects are beneficial to humans?,171,A
172,Which characteristic is inherited rather than learned?,172,A
173,A gardener wants to increase the ability of garden soil to retain water. Which of these should the gardener add to the soil?,173,D
174,Carolina uses a microscope to view a soil sample taken from her backyard. Which part of the soil would she ONLY be able to see with a microscope?,174,C
175,"Ella has several wooden blocks. When Ella holds the blocks in her hand, she feels that they are rough. Which term best describes what Ella feels?",175,C
176,Peach trees have sweet-smelling blossoms and produce rich fruit. What is the main purpose of the flowers of a peach tree?,176,C
177,What part of the scientific method involves measuring the growth of a plant over a one-month period?,177,D
178,In which process is nitrogen from the air put into a form that plants can use?,178,D
179,Which best explains why a person infected with bacteria may have a fever?,179,B
180,Which phase change in the atmosphere forms clouds?,180,C
181,Which two systems of the body are interacting when a runner sprains his ankle?,181,B
182,Which tool would be best to measure the length of a butterfly?,182,C
183,"By attaching to sharks, remora fish eat the scraps of food left behind when the sharks feed. If remoras were not able to attach to sharks, they would most likely",183,C
184,Which statement identifies an energy source as renewable?,184,D
185,"On a small, isolated island, a hurricane destroyed all the trees that produced a large, hard-shelled nut. Which bird population would most likely decrease?",185,D
186,Which outcome is most likely if a person consumes more Calories than needed for daily activities?,186,C
187,Which best explains how the Appalachian Mountains formed?,187,C
188,Which of these conditions would most likely be shown in the fossil record as a reason for mass extinctions?,188,B
189,The seeds of an oak come from the ___.,189,D
190,Carbon dioxide is removed from Earth's atmosphere by,190,D
191,Natural selection cannot occur without,191,B
192,"Blood is composed of different cell types that transport nutrients and wastes throughout the body. Because of this, blood is classified as",192,C
193,"In Costa Rica a small tree, the acacia, provides shelter and food for ants. The ants protect the acacia by removing other insects and vines that might harm it. Which term best describes the relationship between the acacia and the ants?",193,B
194,"The work of which scientist serves as the basis for many procedures used in agriculture, such as selective breeding of plants?",194,A
195,Some plant species are more tolerant of acidic soil than others. The tolerant species are favored in areas affected by which consequence of human activity?,195,4
196,The functions of a plant's roots are to support the plant and,196,D
197,"When a hammer strikes a nail, the nail",197,A
198,A balloon filled with helium gas is set free and starts to move upward. Which of the following best explains why the helium balloon moves upward?,198,D
199,Which example shows a new substance being formed?,199,C
200,What is the main source of energy for the water cycle?,200,B
201,Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature?,201,B
202,Helen is preparing a presentation about objects in the solar system. She includes facts about the order of the planets and their distances from the Sun. Which statement could she include in an accurate presentation?,202,A
203,"When someone plays the flute, sound is produced because the air in the flute is",203,A
204,Several dinosaur bones are discovered buried in volcanic ash. The type of dinosaur can best be identified by,204,D
205,What can cause a moving object to increase its speed in a forward direction?,205,C
206,"If a lake is polluted, which organism would most likely accumulate the highest concentration of contaminants?",206,C
207,"At science conventions, scientists present their research, and members of the audience can discuss or ask questions about the research. The main value of these science conventions is that they allow scientists to",207,B
208,Juvenile diabetes is a disease caused by the body's inability to create insulin. The body's white blood cells attack the pancreatic cells that produce insulin. This type of disease is known as,208,B
209,Which layer of the atmosphere contains the greatest amount of water vapor?,209,B
210,Which characteristic would best help a land animal survive in a cold Arctic climate?,210,A
211,Which item would a magnet attract?,211,B
212,"When a person sees something, what carries the message from the eyes to the brain?",212,A
213,The following represents a number displayed on a calculator. 1.454545 E3. Which of the following shows how a student should record this number in a laboratory report?,213,C
214,Plate movement can form different features on Earth. The movement of tectonic plates can be both a constructive and a destructive force. At which type of plate boundary is new crust formed?,214,A
215,What are the names of the products in the chemical equation shown below? HCl + NaHCO_{3} -> NaCl + CO_{2} + H_{2}O,215,D
216,Which of the following heat exchange processes involves the collision of particles?,216,A
217,"In order to survive, all organisms must have",217,3
218,Which of the following describes asexual reproduction?,218,D
219,Which sequence lists the levels of organization in the human body from simplest to most complex?,219,D
220,What is determined by the speed that Earth rotates on its axis?,220,B
221,The smallest particle of an element is,221,A
222,Students perform an investigation designed to measure the daily growth of a bean plant. Which should the students do every day of this investigation?,222,A
223,"Mrs. Henderson's class has five small, covered boxes. One contains perfume; another contains dried onions. There is also a box of pine needles, a box of lemon pieces, and a box with a paper towel wet with vanilla flavoring. Which should they do to get the best information about what is in each box?",223,C
224,The hormone insulin is secreted by the pancreas. Which activity is most likely to trigger an increase in the levels of insulin circulating in the blood?,224,D
225,Students on two different school campuses are comparing the growth rate of grass three weeks after fertilizer has been applied. The same fertilizer and the same amount of water are used on both campuses. Which additional variable is most important to control when the results of the two investigations are compared?,225,B
226,How does the length of daylight in New York State change from summer to fall?,226,B
227,"Which seismic wave phenomenon, found at structural boundaries, allows scientists to interpret the interior structure of Earth?",227,2
228,The periodic table of the elements is systematically organized according to the,228,A
229,Which characteristic is not an inherited trait?,229,D
230,Some birds fly south before winter each year. This is an example of,230,A
231,A delta can be seen from the air at the mouth of the Mississippi River. This delta was formed by,231,A
232,Which of the following is the most important safety practice when using a rock hammer on a geology field trip?,232,A
233,Some types of trees are able to survive the heat of a forest fire. Which of the following characteristics would best help a tree survive a fire?,233,C
234,Earth's rotation (turning on its axis) causes,234,C
235,How should researchers share their findings with other scientists to validate their study of the effectiveness of a new medication?,235,D
236,Which best describes why winds at the beach change direction between day and night?,236,A
237,Scientists wonder how the Egyptian pyramids were built. They think that the huge blocks of stone may have been put into place by pushing them up a sloping pathway. The pathway is which type of simple machine?,237,B
238,Which of these objects is visible because it reflects light toward the eye?,238,A
239,Which type of scientist would study the relationship between simple machines and energy?,239,A
240,Solar radiation has a part in the water cycle by,240,B
241,Which of the following is produced when sugar is digested in an animal cell?,241,B
242,Which change in the environment would have a negative effect on the survival of a species in an ecosystem?,242,C
243,Why is protein an important part of a healthy diet?,243,D
244,The atomic mass of an atom is,244,D
245,The primary function of a doorbell circuit is to convert electrical energy into,245,D
246,"The yellow-throated longclaw is a bird that lives on the dry savanna of Africa. It looks almost exactly like another bird, the western meadowlark of North America. Although the birds look very similar, they are not even in the same taxonomic family. Scientists think the birds look alike because the two species developed under similar environmental pressures, even though they developed thousands of miles apart. Which process does their development demonstrate?",246,C
247,A student wants to find the relationship between the diameter of several plastic disks and the circumference of each disk. Which of these types of graphs should be constructed to determine this relationship?,247,B
248,"Scientists use the term ""light year"" to describe",248,C
249,Which statement explains why light from the Sun can warm up water in a glass?,249,B
250,Sophie investigates the water supply at her school and the things that affect it. Which action is a direct observation?,250,D
251,A characteristic that all living organisms have in common is they,251,1
252,Environmental organizations have asked businesses to take action to reduce waste. Which of the following changes could a business make in order to become more “environmentally friendly”?,252,3
253,Which term describes an organism's ability to maintain a stable internal environment?,253,A
254,Two tectonic plates pushing toward each other cause intense heat and pressure in Earth's crust. Into which will crust material be changed by heat and pressure?,254,B
255,A fox grows thicker fur as a season changes. This adaptation helps the fox to,255,E
256,What is the main function of scales on a fish?,256,B
257,What is one way that humans can maintain good health?,257,B
258,Which are two parts of the carbon cycle?,258,A
259,Different species of carnivorous animals that share the same habitat in an ecosystem may,259,C
260,Aluminum is an element. Which of the following best describes the smallest particle of aluminum that retains all the properties of aluminum?,260,A
261,"The sound, light, and heat that a firecracker produces are originally stored as which type of energy?",261,B
262,Which of the following best explains why the Sun appears to move across the sky every day?,262,A
263,"In the lab, students are working with substances that could cause burns. Which of these safety precautions is most important to follow?",263,A
264,"Over a long period of time, a rocky volcanic island that previously did not support any form of life got transformed into a dense forested region. Which of these species is most likely to have been the pioneer species that initiated this transformation?",264,B
265,Which of these statements about nonrenewable resources is true?,265,C
266,Living cells synthesize long chains of amino acids called proteins. Which substance provides the information needed to correctly sequence the amino acids during protein synthesis?,266,B
267,Which kind of rock is produced by deposition and cementation?,267,C
268,Eye color is a physical trait. Which statement best explains why a child has a specific eye color?,268,B
269,The continental crust floats on top of the mantle because the crust is,269,C
270,Structural geologists study rock formations to determine the type of environment in which the rocks formed and the events that shaped the rocks. Paleontologists study fossils found in rock formations. Scientists in both these fields have a common interest in discovering the,270,C
271,The ratio of an object's mass to its volume is its,271,B
272,What is the smallest unit of an element that still has the properties of that element?,272,A
273,"Thousands of years ago, several species of large mammals existed in North America. These species became extinct not long after the first human settlement of North America. Which human activity most likely contributed to the extinction of these mammals?",273,A
274,Which characteristic will a baby chimpanzee inherit from its parents?,274,C
275,A genetic mutation has caused the fur color of field mice to contrast with their environment. This type of mutation will most likely,275,A
276,Which weather instrument measures air pressure?,276,C
277,"Based on analysis of deep ice cores from the Arctic, scientists theorize that early humans caused air pollution. These scientists can make sure their data is correct by",277,D
278,Where is an igneous rock such as pumice most likely formed?,278,C
279,"A student wants to figure out how many calories are needed to perform various activities. A list of some everyday activities is made, and the number of calories burned during each activity is recorded. Which method is the best way for the student to display and evaluate the information?",279,A
280,What is the main function of a plant stem?,280,B
281,A recent study concluded that about 90% of all large predatory fish such as tuna have disappeared from the world's oceans in the past 50 years. Which of these is most likely the direct cause of this loss?,281,C
282,Sulfur scrubbers are devices installed in coal-fired power plants. Sulfur scrubbers reduce the emission of sulfur dioxide. What environmental problem are sulfur scrubbers most likely trying to address?,282,D
283,A student wants to find the most accurate account of a scientific discovery that took place within the past three months. In which of these sources should the student look?,283,C
284,Which statement about all living organisms is true?,284,D
285,Which of the following is an abiotic factor that can influence the quantity of fish a pond can support?,285,C
286,"In one area, a large source of prey for eagles is rabbits. If the number of rabbits suddenly decreases, what effect will it most likely have on the eagles?",286,B
287,Which scientific model could be used to predict the properties of an element?,287,C
288,Scientists compared Pluto with other objects in the solar system and found that Pluto is smaller than Earth's moon. This finding caused scientists to question whether Pluto is a planet because,288,B
289,"As a sample of water turns to ice,",289,C
290,"When buried sediments are subjected to pressure, the mineral grains are squeezed together. What is the result of this action?",290,B
291,What form of energy is being used when a person pushes a wooden block across the floor?,291,A
292,What can a moving magnet in a coil of copper wire cause?,292,A
293,Malaria is a common disease in many countries. What is the cause of this disease?,293,B
294,"An object's hardness, taste, and texture are examples of",294,D
295,Where is most of the mass of the atom located?,295,D
296,"Chromosome mutations involve the deletion or duplication of many genes. The effects of chromosome mutations are often much greater than mutations within a single gene, because chromosome mutations",296,B
297,Which of these features of Earth's crust are caused by the shifting of tectonic plates?,297,C
298,Which area is coldest?,298,C
299,Fossil records indicate that Earth was first inhabited by bacteria-like organisms. These organisms,299,B
300,To which planet do National Aeronautics and Space Administration (NASA) scientists hope to send humans next?,300,A
301,"Sodium (Na) and chlorine (Cl) combine to form sodium chloride (NaCl), which is commonly known as",301,3
302,"During its lifetime, which object is known to change in brightness, color, and temperature?",302,B
303,Which of the following is most likely to lead to error in an experiment?,303,1
304,Which environmental factor would most likely prevent an orange tree from surviving in the desert?,304,D
305,Offshore oil platforms affect ocean habitats. An ocean environment is most likely damaged by an offshore oil platform because,305,D
306,Sedimentary deposits formed from organic material tend to include a high amount of,306,B
307,Which statement best explains Earth's day and night cycle?,307,D
308,What should a scientist do to help make sure the results of an experiment are unbiased?,308,D
309,Which statement correctly describes a relationship between two human body systems?,309,A
310,Which type of scientist would study the relationship between simple machines and energy?,310,D
311,Which of the following helps to produce urine in humans and other mammals?,311,C
312,Crows are found throughout many parts of the world. They are black birds with excellent hearing. In the wild they live for six to seven years. Some crows in Japan open hard-shelled nuts by dropping them in front of moving cars. Which of these is a learned behavior?,312,D
313,What happens to the physical state of water when it freezes?,313,A
314,The reading on a barometer rises when the air,314,A
315,All of the processes listed below cause changes in Earth's surface. Which of the following is the slowest to change Earth's surface?,315,B
316,Which process in the water cycle would be accelerated by an increase in temperature?,316,A
317,Why is water considered to be a renewable resource?,317,D
318,The elements sulfur (S) and oxygen (O2) combine to form a substance called sulfur dioxide (SO2). Sulfur dioxide is also formed when coal and oil are burned. Sulfur dioxide can best be described as,318,A
319,"Some microorganisms cause human disease. Other microorganisms are used in making cheese, yogurt, and bread. Based on this information, the relationship between humans and microorganisms can be",319,C
320,Naturally occurring variations within a species are mainly the result of mutations and,320,C
321,Light rays are focused by the lens of a camera through the process of,321,B
322,What is the most prominent land feature formed by the convergence of the Indo-Australian and Eurasian plates?,322,3
323,Natural processes shape the surface of Earth. Most canyons are formed by ___.,323,A
324,What form of energy is being used when a person pushes a wooden block across the floor?,324,B
325,"When light is bounced off a mirror, the light is",325,C
326,Which of the following causes a ship’s iron anchor to sink to the ocean floor when it is released overboard?,326,B
327,How is the stratosphere different from the troposphere?,327,A
328,A teacher is performing a demonstration about static electricity for his class by rubbing a balloon against a wool sweater. The balloon sticks to the wool sweater. Which particles are exchanged during the demonstration?,328,D
329,A lab technician places a colony of bacterial cells in a nutrient-rich growth medium. Which event is the technician most likely to observe with a microscope?,329,3
330,Which property of air does a barometer measure?,330,A
331,What carries oxygen throughout the body?,331,2
332,What tool would be used to examine a fingerprint?,332,A
333,Which form of energy is found in food?,333,C
334,"When a multicellular organism is damaged, it will repair itself as",334,D
335,Which change in the state of water particles causes the particles to become arranged in a fixed position?,335,B
336,The formation of the mineral halite is most likely to occur by which process?,336,B
337,Which inventor had the greatest impact on the development of artificial light?,337,B
338,Which of these lists has only products that come from plants?,338,D
339,Which of the following statements best explains why earthquakes occur more frequently in California than in Massachusetts?,339,A
340,Which item is designed to change electrical energy into heat energy?,340,C
341,A device that converts light energy into electricity used in many handheld calculators is a,341,B
342,"In the past, Native American Indians buried dead fish along with corn seeds. This technique was used because the decomposing dead fish would",342,A
343,"At room temperature, what state of matter is copper?",343,C
344,Which object is powered by an electrical circuit?,344,B
345,Greenhouse gases in the atmosphere trap heat near Earth's surface. Which of these is a greenhouse gas?,345,A
346,Which scale is used to report the intensity of an earthquake?,346,C
347,Henry and Emily are building a tree house. Which tool should be used to measure the height of the door?,347,C
348,Termites eat wood but cannot digest it. Protozoans live in the termites' stomachs and use enzymes to break down the wood. The digested wood provides nutrition for both the termites and the protozoans. What type of relationship is this?,348,D
349,The North America Nebula is named for its similarity in shape to the North American continent. It was discovered within the Milky Way by astronomer William Herschel in 1790. What was Mr. Herschel most likely observing?,349,B
350,How are droughts always different from floods?,350,C
351,Copernicus changed the way people viewed the solar system by,351,C
352,What is the correct explanation for why we have day and night on Earth?,352,C
353,Which of the following is an example of an assistive device?,353,D
354,Which a molecular process found only in retroviruses?,354,B
355,"If a lake is polluted, which organism would most likely accumulate the highest concentration of contaminants?",355,C
356,A hurricane is a heat engine which converts one kind of energy into another. Hurricanes convert most of the heat energy into,356,C
357,"A condition in bees called ""colony collapse disorder"" occurs when worker bees leave the hive to collect nectar and never return. How would a decline in the bee population most likely affect a farm ecosystem?",357,D
358,Which is the best example of an inherited behavior?,358,C
359,Growth and repair in multicellular organisms are the result of,359,B
360,Sophie investigates the water supply at her school and the things that affect it. Which action is a direct observation?,360,3
361,A shallow container of salt water is placed in sunlight for a day. Which is the most likely result?,361,D
362,What would best regulate the temperature of an overheated body?,362,D
363,"As water vapor condenses into liquid, which of the following can be formed?",363,C
364,Which two processes could result in the formation of high mountains with well-rounded peaks?,364,A
365,"A manufacturing industry has asked to relocate its plant to your town. From an environmental perspective, which question is least important to ask before deciding whether the industry may move to your town?",365,3
