carat,cut,color,clarity,depth,table,price,x,y,z
0.8,Ideal,J,VS2,61.3,57.0,1795,5.86,4.52,3.39
0.5,Very Good,G,VVS2,63.1,56.0,5535,5.72,6.76,4.93
0.5,Good,H,SI2,62.7,56.0,3691,4.13,4.94,2.71
1.74,Very Good,J,IF,62.0,57.0,1664,6.78,3.63,3.99
1.66,Premium,I,SI1,60.4,57.0,2670,5.92,4.42,4.31
0.66,Ideal,H,SI2,60.7,55.8,2364,4.72,4.77,2.57
1.4,Very Good,G,SI1,62.7,55.0,4544,5.78,6.5,2.97
0.28,Ideal,H,IF,62.7,62.0,1593,5.92,5.93,4.4
2.1,Very Good,I,VVS1,59.7,61.0,2773,6.2,5.6,2.81
0.2,Ideal,E,SI2,62.3,62.0,2290,5.9,6.63,3.76
0.7,Fair,H,I1,62.1,56.0,2006,3.61,3.3,3.97
0.91,Premium,H,VS2,62.4,59.0,10861,6.32,4.97,4.36
1.18,Very Good,G,SI1,62.8,56.0,788,4.51,5.47,3.34
0.44,Ideal,I,SI2,62.0,57.0,4038,7.39,6.1,2.76
0.34,Very Good,F,VS1,62.1,58.0,6382,5.95,4.23,3.78
2.44,Premium,H,VS2,59.2,56.0,2783,6.28,7.34,3.55
0.4,Ideal,F,VS1,63.0,57.0,1544,4.13,5.58,3.78
1.11,Very Good,E,VVS2,62.1,56.1,1563,8.21,5.26,3.87
0.5,Premium,G,VS2,62.9,57.0,8651,6.18,5.43,3.78
0.37,Premium,F,SI2,62.7,56.0,887,3.67,5.37,4.46
0.33,Very Good,H,VS1,60.8,58.0,4010,5.23,4.37,3.66
1.7,Ideal,H,VVS1,62.3,61.0,5249,5.28,7.6,4.13
1.04,Ideal,F,IF,62.1,60.0,7875,6.56,5.38,3.58
0.59,Premium,F,VS2,61.4,55.0,4031,5.54,6.36,3.87
0.67,Very Good,G,VVS2,61.9,58.0,326,5.05,6.16,4.04
1.49,Very Good,D,SI1,62.1,61.0,771,4.9,4.7,2.84
1.04,Premium,F,SI1,62.7,59.0,2917,5.37,4.42,4.14
2.28,Very Good,G,VVS2,58.7,61.0,1738,3.88,6.69,3.61
1.03,Very Good,F,VVS1,59.9,56.0,2549,5.12,5.21,1.95
0.21,Very Good,F,IF,63.9,59.0,2603,7.13,6.09,3.97
1.59,Ideal,F,VVS2,61.1,59.0,5773,7.08,6.23,4.16
0.99,Premium,F,SI2,66.1,57.0,2005,5.45,6.87,2.71
0.78,Very Good,G,SI1,62.3,61.0,1021,7.06,3.61,3.25
1.59,Very Good,I,VS2,61.7,56.0,2192,5.69,4.47,2.54
0.53,Very Good,F,VS1,58.4,56.0,826,7.42,5.63,2.87
1.09,Very Good,G,VS1,59.5,56.0,18823,5.45,5.12,4.57
0.49,Very Good,G,VS1,67.2,59.0,6576,6.08,4.56,2.94
1.66,Good,J,SI2,59.9,60.0,498,4.35,5.63,4.18
0.63,Ideal,F,VVS1,62.0,58.0,2205,6.98,6.64,3.02
0.42,Premium,D,SI2,62.5,55.0,8842,7.0,5.46,2.6
1.43,Premium,J,VS1,60.4,60.0,8366,6.71,6.66,3.63
0.84,Premium,I,SI1,58.5,62.0,1524,3.75,7.69,3.23
0.21,Fair,H,VS1,60.8,53.0,1050,6.38,5.94,4.42
0.47,Good,H,SI1,58.0,56.0,7598,9.37,5.19,3.92
0.33,Premium,H,I1,62.8,57.1,4799,5.32,2.95,4.29
0.37,Premium,E,IF,62.3,54.0,4458,6.01,4.48,2.37
0.45,Premium,J,SI1,62.8,57.0,12694,7.68,7.27,3.74
0.86,Premium,J,VS2,60.3,59.0,2499,6.11,4.67,3.37
0.34,Ideal,F,SI1,60.7,54.0,2209,4.26,6.9,3.83
0.55,Premium,G,VVS2,63.0,55.0,2907,3.84,3.98,2.88
1.31,Very Good,J,SI1,57.7,61.0,13552,6.54,4.86,3.2
0.84,Good,H,VVS1,61.2,54.0,781,5.9,5.66,3.75
1.63,Ideal,J,SI1,60.7,58.0,14948,5.12,6.0,1.93
0.66,Ideal,J,VS2,61.6,61.0,11839,6.72,3.78,3.8
1.28,Good,G,VS1,62.3,57.0,1175,4.76,5.93,4.0
0.2,Fair,D,SI2,64.0,59.0,522,6.91,5.55,4.25
1.76,Premium,H,SI1,63.8,63.0,14028,3.69,5.95,3.48
0.22,Very Good,F,SI1,66.2,61.0,5702,4.71,6.0,2.44
1.22,Ideal,E,SI2,59.3,57.0,2473,6.08,4.3,4.28
1.27,Fair,F,I1,61.3,57.0,15902,6.79,6.93,3.48
0.78,Very Good,D,VS2,64.9,58.0,3181,6.03,7.35,2.98
1.43,Good,E,SI2,60.0,61.0,1167,3.61,5.48,3.33
0.96,Very Good,E,VS1,62.5,56.0,1043,6.32,5.38,2.81
0.64,Premium,G,SI2,64.3,55.0,1829,4.94,5.49,3.03
1.48,Very Good,F,SI1,59.3,56.0,5596,6.44,4.83,3.49
0.74,Very Good,F,VVS1,62.8,60.0,499,6.16,4.77,3.28
0.95,Ideal,F,VVS1,58.6,59.0,736,5.67,5.13,3.88
1.56,Premium,H,VS2,62.0,56.0,2522,7.52,5.61,2.94
1.25,Ideal,D,VS1,64.4,61.0,326,5.54,7.57,3.09
1.31,Ideal,G,VVS1,61.6,58.0,1097,4.13,7.28,4.45
0.73,Ideal,H,SI1,61.8,56.0,12382,3.93,6.1,4.9
0.35,Premium,I,IF,63.0,57.0,8403,6.46,6.62,3.47
0.78,Premium,F,VS1,62.4,60.0,1323,5.03,7.35,3.04
0.66,Premium,H,I1,62.0,60.0,12928,6.1,3.33,2.65
1.51,Good,E,SI2,60.4,59.0,1761,6.11,6.2,3.24
1.59,Very Good,I,SI2,62.1,60.0,7154,6.32,7.63,2.63
1.16,Very Good,I,SI1,60.7,61.0,3778,5.56,6.93,3.87
0.57,Fair,E,VS1,59.0,61.0,2022,4.68,4.36,4.74
1.08,Premium,J,SI2,64.8,60.0,12392,5.22,6.08,3.86
1.07,Ideal,G,VS1,59.2,54.0,7442,6.81,4.93,4.72
0.51,Ideal,F,VS2,64.2,61.0,1926,5.36,7.06,3.94
0.52,Good,H,VVS1,62.4,58.0,1795,6.73,5.25,4.85
1.42,Fair,F,I1,67.3,55.0,1250,6.45,5.6,4.87
0.57,Good,F,VS1,59.1,55.0,1874,5.21,6.94,4.05
0.37,Very Good,F,SI1,63.3,60.0,5650,5.85,7.92,5.04
1.43,Premium,I,VS2,60.1,55.0,9843,6.37,4.85,4.4
0.78,Good,E,VS1,64.2,57.0,2113,6.76,6.47,3.91
1.51,Good,I,VS2,61.2,56.0,5982,6.61,3.63,3.09
1.04,Very Good,I,VS1,62.3,54.0,9083,6.13,7.6,3.84
1.04,Very Good,I,VS2,62.1,57.0,4531,4.31,5.1,2.57
0.49,Good,D,SI1,64.2,56.0,731,4.04,5.41,4.77
1.38,Premium,H,SI1,59.9,57.0,18823,7.36,6.0,3.63
1.21,Fair,H,VVS2,61.6,57.0,5051,6.85,7.55,2.91
0.46,Good,E,VS2,62.4,57.0,1890,7.42,3.37,4.13
1.03,Fair,G,SI1,59.5,60.0,2669,6.0,5.93,3.03
1.05,Very Good,H,SI1,60.4,60.0,1473,4.39,7.41,3.29
1.56,Fair,I,SI1,61.5,59.0,2150,6.4,4.88,3.63
0.49,Very Good,G,VVS2,62.4,56.0,1097,5.76,4.84,4.52
0.46,Premium,F,VVS1,62.2,58.0,2136,4.99,5.0,3.71
1.85,Very Good,I,SI1,61.1,56.0,7073,6.47,4.18,3.55
0.58,Premium,E,SI2,64.2,59.0,3270,5.98,4.42,3.9
0.79,Premium,E,VS2,64.0,65.0,1102,5.0,4.49,2.82
1.02,Ideal,H,VVS2,58.3,56.0,9029,7.23,6.89,2.98
1.79,Very Good,D,SI2,64.0,58.0,6221,7.05,5.35,3.45
0.59,Good,G,VVS1,61.0,59.0,1900,6.24,5.48,3.8
0.43,Good,D,SI2,63.3,58.0,3668,6.53,6.32,4.4
0.2,Very Good,G,VS1,62.6,56.0,2371,2.76,6.97,2.16
0.86,Premium,G,VS1,62.0,59.0,7380,6.79,4.79,3.16
0.72,Ideal,J,VVS1,61.7,59.0,15080,3.14,6.37,4.54
0.67,Ideal,G,VVS2,61.3,58.0,1991,5.97,7.24,3.19
0.31,Fair,F,SI1,62.3,59.0,641,5.45,6.28,5.64
0.25,Ideal,G,VS1,61.6,57.0,1876,4.75,4.65,3.5
0.62,Good,J,VVS2,56.5,56.0,11887,4.48,5.08,3.93
0.38,Good,G,I1,58.7,60.0,6346,7.08,5.35,3.18
0.23,Ideal,G,VVS1,59.2,57.0,3346,4.46,4.53,3.72
0.35,Very Good,F,VS2,62.1,57.0,5709,5.68,6.95,3.5
0.63,Good,G,SI2,62.4,79.0,4564,6.67,4.88,2.39
0.41,Good,D,SI2,65.4,61.0,1131,3.95,5.24,4.01
0.82,Fair,J,I1,70.1,59.0,6927,7.45,5.22,3.08
2.05,Premium,H,VVS1,63.5,60.0,1520,5.96,5.2,2.69
0.58,Premium,H,VS1,61.4,56.0,840,6.11,6.13,4.04
0.63,Fair,I,VS1,60.8,56.0,847,6.2,5.38,3.24
1.01,Good,F,VS1,60.0,59.0,3688,4.6,6.1,2.85
0.74,Very Good,H,VS2,62.4,56.0,6103,6.16,5.3,3.35
0.67,Very Good,G,SI1,63.0,55.0,3485,5.99,4.67,3.79
1.15,Good,I,VS1,60.1,55.0,4736,5.25,5.76,3.67
0.34,Very Good,D,VS1,59.8,55.0,14270,7.18,7.71,4.2
0.86,Very Good,E,VS2,61.5,60.0,2566,5.12,6.79,3.32
0.91,Fair,H,SI1,62.9,52.0,1090,5.21,4.23,3.31
0.36,Premium,G,VS2,62.8,55.0,724,4.51,4.52,2.51
0.46,Good,H,VVS2,59.5,56.0,1910,4.83,4.65,3.17
0.54,Premium,H,I1,64.9,60.0,1398,5.35,7.57,4.08
2.63,Very Good,I,SI1,59.5,60.0,521,5.59,4.69,4.06
0.49,Good,D,SI2,62.0,59.0,2605,1.93,5.7,2.93
0.2,Very Good,E,SI1,60.5,55.0,1008,7.07,7.25,2.24
0.69,Very Good,G,VS1,63.7,57.0,1877,4.78,7.42,3.71
0.25,Very Good,E,SI1,62.4,58.0,457,6.21,5.47,3.45
1.2,Good,J,VS1,60.9,58.0,2516,7.67,7.58,3.58
0.53,Fair,J,SI1,62.7,58.0,5154,5.48,5.14,3.2
1.16,Good,H,VS1,63.1,57.0,921,5.95,4.88,3.77
2.22,Ideal,J,SI1,58.3,61.0,10892,5.42,4.74,3.22
2.46,Premium,F,VVS2,62.3,52.0,3360,5.25,6.81,3.2
0.2,Very Good,F,VS1,62.6,56.0,3255,6.2,5.54,4.17
0.49,Ideal,E,SI1,65.0,58.0,837,5.97,5.06,3.74
1.28,Very Good,J,VS1,61.0,54.0,4603,7.72,6.51,4.31
0.59,Very Good,D,SI2,64.1,57.0,2176,6.77,6.1,2.99
1.89,Very Good,J,VS1,63.0,59.0,8991,2.32,6.46,3.58
1.11,Very Good,H,VVS1,62.3,57.0,3236,4.03,6.51,2.78
1.22,Ideal,H,SI1,63.0,61.0,3431,5.7,5.95,4.54
0.2,Premium,H,VS1,61.1,58.0,4783,7.33,5.5,2.97
1.03,Fair,H,VS2,61.2,56.0,4760,6.44,6.11,3.6
0.32,Very Good,G,SI1,61.5,62.0,2316,3.47,5.34,3.18
2.39,Fair,G,I1,69.3,60.0,1272,5.42,7.3,2.29
0.73,Very Good,F,SI1,63.4,54.0,5247,5.65,4.71,3.99
0.99,Premium,D,SI2,63.9,60.0,4039,5.94,6.37,4.2
0.74,Very Good,J,VS2,60.3,59.0,4315,4.47,6.79,3.3
0.73,Ideal,G,VVS2,63.5,59.0,921,3.88,4.41,4.64
0.3,Premium,I,VVS2,62.0,58.0,4200,6.45,6.56,3.18
0.48,Fair,F,VS1,63.5,62.0,1679,5.45,6.39,4.08
1.28,Good,J,SI1,60.1,54.0,2742,6.54,5.64,3.81
1.31,Premium,H,VS2,63.7,58.4,5422,7.19,5.68,3.53
0.96,Good,J,SI1,59.1,57.0,4661,5.28,6.05,4.52
1.13,Ideal,F,VS2,57.8,55.0,4082,5.77,4.96,3.37
0.69,Ideal,E,VS2,62.0,59.0,713,6.68,6.1,3.52
1.31,Ideal,H,VVS2,61.4,57.0,4569,7.2,5.34,3.58
0.74,Ideal,J,VVS1,60.5,60.0,10382,5.36,5.03,2.58
0.47,Premium,E,VS2,63.0,56.0,4507,6.84,6.06,2.45
0.93,Very Good,H,SI2,60.4,61.0,1207,6.41,4.6,2.45
1.16,Premium,G,VS2,61.8,64.0,2416,6.15,7.11,4.65
0.48,Ideal,G,VVS1,61.8,58.0,10134,8.32,5.35,3.14
0.99,Fair,I,SI1,61.7,60.0,1405,6.63,3.73,3.72
0.74,Very Good,D,SI1,60.3,57.0,1685,5.72,7.19,3.79
1.14,Fair,H,SI1,62.8,60.0,508,3.7,4.46,2.1
0.41,Ideal,D,SI2,64.5,59.0,3439,5.63,4.86,3.74
0.55,Premium,F,VVS1,61.6,58.0,924,5.86,5.78,2.12
0.49,Ideal,H,VS2,62.8,60.0,2748,5.4,5.85,3.29
0.45,Very Good,F,SI1,62.8,56.0,2430,5.36,4.54,3.33
0.91,Premium,I,SI2,59.5,60.0,2711,3.08,4.84,4.2
0.24,Good,H,SI1,64.7,59.0,1907,7.12,7.67,3.05
1.58,Premium,H,VS2,64.4,56.0,668,6.16,7.28,2.43
0.24,Good,E,SI2,62.0,56.0,1571,7.35,5.5,3.18
0.83,Very Good,H,SI2,59.3,61.0,13261,5.27,7.16,2.49
1.57,Ideal,H,VVS2,61.0,56.0,18742,6.46,7.08,4.1
0.75,Premium,J,VVS2,61.0,62.0,10924,7.46,6.11,3.56
0.59,Ideal,F,SI1,62.6,60.0,1838,5.09,5.6,3.3
0.59,Very Good,I,VVS1,60.9,60.0,326,5.13,5.18,3.32
0.93,Good,H,VS1,60.3,54.0,2008,4.95,5.76,2.26
0.37,Premium,H,SI1,61.4,58.0,2831,5.46,4.4,4.04
0.26,Premium,E,VVS1,61.4,61.0,2352,5.73,5.75,2.55
0.8,Ideal,H,VS1,62.2,60.0,552,6.45,5.02,4.19
0.49,Premium,G,VS1,62.5,63.0,1807,4.99,6.53,3.12
0.27,Very Good,D,VS1,60.2,54.0,1157,5.6,5.67,3.71
1.74,Ideal,G,VS2,61.4,58.0,7803,6.09,6.29,5.53
0.96,Very Good,G,IF,62.6,54.0,18078,6.51,6.36,2.83
1.36,Good,J,SI1,60.1,59.0,2788,7.92,6.27,3.45
0.26,Very Good,D,SI1,62.2,60.0,705,6.33,5.34,3.03
0.84,Very Good,H,SI1,58.8,54.0,2159,4.32,8.12,3.89
1.15,Very Good,D,VS2,61.4,64.0,1765,6.0,6.65,4.33
0.86,Good,D,SI1,65.3,60.0,1364,5.6,6.68,3.48
1.57,Very Good,D,VS1,60.9,57.0,1455,6.04,5.09,4.22
0.67,Premium,E,SI2,62.1,57.0,1406,5.51,5.2,4.11
0.35,Very Good,E,SI2,62.3,54.0,1060,5.11,6.51,2.94
0.7,Very Good,G,SI1,60.1,58.0,14812,4.95,7.7,4.33
2.38,Ideal,J,VS2,59.7,61.0,2302,5.58,4.07,4.27
0.46,Premium,D,VS2,59.5,61.0,2420,6.28,5.84,2.97
1.14,Fair,I,SI1,62.6,59.0,5615,6.61,5.15,3.86
0.32,Premium,D,SI1,62.2,55.0,7894,5.77,7.75,4.78
1.17,Fair,I,SI1,61.2,55.0,15295,5.1,6.73,3.14
0.5,Premium,G,VS2,62.4,64.0,1740,4.14,6.46,2.51
0.9,Good,F,VS2,60.8,58.0,2128,5.18,3.7,2.84
0.79,Premium,J,SI1,59.1,58.0,4548,5.1,5.42,3.02
0.6,Fair,H,VVS2,63.0,56.0,4091,5.43,6.18,3.43
2.05,Very Good,J,SI1,63.6,57.0,10859,6.56,4.53,4.88
0.54,Good,I,SI1,61.6,61.0,2050,6.63,5.85,4.12
0.57,Very Good,F,VVS1,62.0,56.0,3760,5.79,7.1,3.88
0.41,Premium,E,SI1,61.7,57.0,326,6.41,5.85,3.12
0.81,Premium,H,SI2,62.7,58.0,1406,5.75,6.97,2.58
0.52,Very Good,G,VVS2,62.6,58.0,3148,5.4,7.51,5.04
1.62,Premium,H,VS2,60.0,62.0,1032,4.57,5.28,2.18
0.98,Premium,D,VS2,60.5,54.0,17428,3.9,5.35,3.78
1.0,Premium,J,VS1,61.8,59.0,2444,4.91,5.91,4.19
0.75,Premium,F,SI2,65.1,59.0,2879,4.77,6.47,5.1
0.74,Very Good,F,VVS1,61.7,55.0,1951,4.45,6.32,3.69
0.89,Good,H,VS2,60.9,59.0,1316,6.14,4.1,3.11
0.56,Fair,H,SI1,62.9,59.0,8183,5.72,3.85,3.04
1.56,Premium,I,VS2,60.5,55.0,3539,5.75,7.19,4.08
0.54,Premium,F,SI2,61.7,58.0,7033,6.78,5.63,3.66
0.24,Very Good,F,VVS1,61.0,56.0,1093,5.17,4.47,3.25
1.48,Ideal,E,SI2,67.5,55.0,662,6.46,5.36,3.93
0.46,Premium,D,SI2,58.1,63.0,326,5.38,5.43,4.57
1.62,Very Good,E,VS2,62.2,57.0,620,3.83,6.97,4.27
0.25,Very Good,G,VVS1,62.2,57.0,2074,5.47,8.13,2.56
0.41,Premium,G,SI1,61.7,63.0,5492,6.27,5.83,4.06
0.35,Very Good,D,SI2,61.4,59.0,1030,7.0,4.44,3.35
0.26,Ideal,E,SI2,58.4,60.0,593,5.69,4.96,4.86
1.08,Good,H,SI2,64.3,51.0,326,4.68,6.32,3.13
0.89,Ideal,H,VS1,58.4,60.0,1797,6.96,4.94,3.33
0.55,Good,I,VS2,61.6,56.0,1902,7.3,5.1,3.81
0.77,Premium,F,SI2,61.1,60.0,1704,6.04,5.95,3.15
0.22,Premium,G,VS1,62.4,59.0,10869,6.6,5.04,4.18
0.56,Very Good,E,VVS2,62.0,61.0,4116,4.19,5.41,3.65
2.07,Ideal,H,VS1,62.0,56.0,7143,4.9,6.76,3.86
0.27,Good,G,SI2,60.6,56.0,3698,5.53,6.03,2.44
0.54,Very Good,F,VVS2,61.5,57.0,4648,4.24,6.58,3.59
0.78,Very Good,J,SI2,65.0,58.0,5084,6.78,4.79,2.88
0.34,Premium,E,VS1,60.1,56.0,1135,5.68,4.41,3.56
0.47,Good,F,SI2,62.3,59.0,9682,7.45,4.03,2.56
0.74,Very Good,E,SI1,65.0,54.0,645,5.76,6.48,3.46
0.82,Good,E,SI2,62.4,62.0,2298,6.7,6.78,4.28
0.58,Very Good,F,VVS2,61.5,63.0,326,4.9,6.69,2.71
0.59,Premium,E,VVS2,61.0,53.0,1683,5.7,4.99,4.35
0.45,Very Good,F,SI1,63.1,59.9,3262,6.77,5.8,4.54
0.52,Ideal,H,VS2,61.4,59.0,1582,4.69,6.37,2.95
0.85,Very Good,E,VS1,61.6,59.0,985,6.27,5.79,4.2
1.04,Premium,I,VS1,59.5,66.0,2767,4.99,5.39,3.43
0.73,Premium,D,SI2,59.9,56.0,1323,7.47,5.97,3.56
0.2,Fair,H,SI2,59.5,61.0,4379,4.72,5.5,3.09
0.85,Good,F,SI1,63.6,60.0,648,6.49,6.31,5.31
0.45,Good,F,VS2,62.2,56.8,996,6.56,5.35,3.19
1.5,Ideal,J,VS2,60.2,57.0,7200,5.53,5.25,3.35
0.37,Ideal,F,SI2,61.6,58.0,5958,7.36,7.17,2.17
1.17,Fair,I,SI1,63.6,57.0,3859,4.56,4.66,3.13
1.68,Good,J,SI1,62.6,60.0,1500,6.9,4.05,2.99
0.67,Premium,F,VS2,61.3,60.0,2686,6.68,7.54,4.38
0.64,Premium,H,I1,63.6,57.0,6052,2.92,4.93,4.18
1.46,Premium,H,IF,63.0,58.0,4597,4.05,7.12,3.1
0.82,Premium,D,VS1,61.7,65.0,1134,6.23,4.75,4.04
0.47,Good,I,VS1,61.5,58.0,13036,4.16,6.18,4.16
0.49,Ideal,G,VVS1,62.7,57.0,5431,7.91,5.01,3.85
0.34,Premium,D,VS2,61.7,58.0,4163,6.49,5.14,4.22
0.31,Very Good,H,VVS1,63.0,58.0,1182,6.64,5.71,4.13
0.44,Fair,F,SI2,60.4,58.1,782,4.91,5.54,4.02
0.2,Very Good,G,VS2,61.8,54.0,8013,5.14,6.61,3.26
0.89,Very Good,H,VS1,61.7,56.0,4585,5.33,5.46,3.16
0.61,Premium,I,SI1,62.1,55.0,16147,4.64,5.22,3.37
0.41,Ideal,G,SI1,61.3,61.0,3025,7.61,5.79,3.71
2.85,Very Good,I,VVS1,61.0,61.0,545,3.01,5.15,4.03
0.63,Ideal,J,VS1,61.2,58.0,6262,7.41,5.13,3.31
0.84,Good,I,VS2,60.5,59.0,8183,4.43,6.51,3.15
0.9,Very Good,F,SI2,60.9,55.0,4767,5.11,6.24,3.54
0.56,Good,E,SI2,61.6,60.0,377,5.82,6.34,4.27
0.83,Very Good,F,VVS2,61.1,54.0,2171,4.95,6.08,3.69
0.45,Premium,I,VS2,62.0,64.0,4547,6.05,6.11,4.39
0.44,Premium,J,SI1,60.3,63.0,326,6.97,5.41,3.22
2.45,Ideal,I,VVS1,61.7,57.0,557,5.83,7.51,4.06
0.29,Fair,E,SI2,58.4,60.0,1931,6.54,7.02,3.13
1.08,Very Good,G,VS2,59.1,60.0,1505,5.19,4.04,2.72
0.74,Ideal,E,VVS2,58.9,54.0,3482,6.9,3.58,5.09
0.3,Ideal,E,SI1,63.2,56.0,2242,8.63,5.37,3.24
0.47,Very Good,I,VS1,61.9,60.3,4205,2.85,6.31,3.96
0.49,Good,H,SI1,59.8,56.0,18823,5.09,4.2,3.03
0.75,Very Good,D,SI2,62.8,61.0,2333,6.79,6.13,4.11
0.65,Good,D,SI1,58.5,59.0,1105,6.4,6.31,2.68
0.71,Ideal,H,VS1,62.5,56.0,4201,7.03,6.43,4.16
0.43,Very Good,I,SI1,62.8,59.0,8838,7.17,5.97,2.02
1.42,Very Good,H,SI2,58.0,62.0,13677,6.12,4.28,3.38
0.72,Premium,G,VS1,60.2,57.0,2148,6.2,3.49,4.06
0.58,Very Good,G,VVS1,62.3,57.0,789,6.81,5.7,3.49
1.38,Premium,I,VS2,63.0,56.0,2938,6.8,5.97,2.42
1.1,Very Good,G,SI1,61.5,63.0,656,6.35,5.89,4.54
0.2,Premium,G,VVS1,60.5,53.0,10356,6.52,5.14,3.53
0.87,Good,F,VVS1,62.2,60.0,1309,6.61,7.64,4.08
1.12,Very Good,J,SI2,60.9,58.0,3449,5.25,5.88,2.74
0.2,Very Good,H,VVS2,63.9,58.0,2320,4.14,4.92,3.34
1.69,Ideal,I,VS1,62.5,55.0,13217,4.92,4.6,3.13
0.36,Very Good,G,VS2,64.1,56.0,1538,7.91,4.05,3.77
0.88,Ideal,H,SI1,58.5,58.0,16812,4.02,5.31,4.81
2.86,Premium,J,VS1,60.9,58.0,11754,6.4,5.66,3.33
0.68,Premium,E,SI2,59.6,61.0,2405,6.16,5.75,2.98
0.59,Very Good,F,VS2,63.6,57.0,7674,7.18,6.4,3.94
1.05,Very Good,G,SI1,62.5,55.0,764,5.91,4.74,3.13
1.92,Very Good,H,VS1,60.9,58.0,1007,5.62,7.62,4.36
0.36,Fair,H,SI2,64.6,57.0,1604,4.8,4.88,3.86
0.39,Very Good,D,VS1,62.4,62.0,2306,7.22,6.28,3.6
1.03,Good,H,VS2,61.0,58.0,2788,5.77,5.87,3.85
0.85,Fair,I,I1,62.0,59.0,6526,5.34,5.74,2.43
1.36,Very Good,J,SI1,63.6,58.0,5565,5.47,4.04,4.09
0.61,Good,E,VVS2,61.5,55.0,3873,5.77,6.0,3.52
0.46,Good,E,VS1,62.9,61.0,807,7.22,3.82,3.4
0.4,Very Good,F,VS2,63.8,58.0,2757,6.02,6.8,2.97
1.65,Premium,E,SI2,60.4,57.0,3760,5.99,4.11,3.94
1.22,Ideal,D,VVS2,60.9,60.0,956,6.87,4.92,4.06
0.97,Ideal,H,VS2,60.6,57.0,2614,7.08,5.95,3.37
0.89,Premium,G,SI1,64.9,58.0,3401,7.81,7.67,3.26
0.99,Good,I,SI1,63.7,57.0,3365,6.81,4.89,3.24
0.2,Good,G,VVS2,60.1,54.3,7719,6.27,3.19,2.6
0.72,Good,J,SI2,60.6,60.0,567,6.06,7.75,2.85
0.39,Very Good,E,VS2,58.6,60.0,1928,6.85,4.43,4.46
2.6,Ideal,H,VS2,60.1,53.8,12686,4.28,6.59,3.59
0.69,Ideal,D,SI1,65.3,57.0,3240,6.29,4.8,2.55
0.74,Very Good,H,SI1,60.0,59.0,1338,6.36,4.74,3.75
0.82,Ideal,E,SI1,61.7,56.0,326,4.69,7.43,3.77
0.98,Ideal,E,VS2,58.9,54.0,5224,4.75,6.61,3.75
0.25,Very Good,G,VVS2,61.7,57.4,1887,6.42,4.62,3.58
1.0,Ideal,J,VS1,59.9,62.0,3458,3.67,6.54,4.65
0.41,Good,G,VS1,61.9,58.0,2477,5.49,5.39,2.8
0.32,Good,I,SI1,62.0,62.0,8674,6.84,6.05,2.74
0.42,Ideal,I,VS2,60.9,58.0,5135,4.2,5.8,4.2
1.64,Ideal,I,VS1,60.6,57.0,2462,6.25,6.96,3.52
0.8,Ideal,G,VS2,62.0,56.0,908,5.42,5.58,4.29
0.22,Very Good,D,VS1,62.1,62.0,2480,6.01,5.42,3.86
1.2,Premium,D,SI2,61.8,58.0,1234,7.04,4.93,4.28
