carat,cut,color,clarity,depth,table,price,x,y,z
0.2,Fair,E,SI1,61.5,61.0,6362,6.81,6.09,4.47
1.39,Premium,H,SI1,62.4,60.0,600,5.61,7.16,3.16
0.76,Ideal,I,VVS1,61.6,63.0,2374,5.6,7.18,2.8
0.39,Ideal,D,VS2,64.8,58.0,711,6.5,5.33,2.6
0.66,Good,D,VS2,63.6,62.2,1581,5.16,2.41,2.93
0.23,Good,G,VVS2,61.4,56.0,3467,5.26,4.2,4.06
0.44,Very Good,E,VS2,62.0,57.0,8002,6.51,4.23,3.16
0.63,Ideal,I,IF,62.8,58.0,563,5.24,5.37,3.19
0.71,Premium,J,SI1,64.3,53.0,10517,5.18,4.3,2.82
0.67,Premium,F,VS2,60.3,60.0,1361,7.08,5.66,3.29
1.17,Premium,E,SI1,64.8,58.0,881,5.1,6.1,3.99
0.38,Fair,D,SI1,62.8,58.0,1054,4.86,5.35,4.71
0.51,Very Good,E,VVS2,60.0,58.0,7591,4.61,4.85,3.91
1.0,Ideal,H,SI1,59.7,61.0,4962,6.23,4.78,2.2
0.79,Very Good,J,SI2,61.9,54.0,7721,5.68,5.44,2.83
0.65,Ideal,D,SI2,60.6,59.0,1752,6.28,4.07,3.63
0.3,Premium,F,VS1,61.2,58.0,4744,4.81,4.35,2.41
1.07,Ideal,F,IF,62.4,55.0,1318,6.35,6.29,3.15
0.75,Ideal,G,VS2,61.7,56.0,1009,5.5,7.1,4.3
0.34,Ideal,I,VVS1,62.2,54.0,18445,7.4,2.7,3.3
0.86,Premium,I,SI2,63.5,62.0,5040,4.73,5.13,3.35
2.57,Ideal,F,VVS1,61.7,62.0,1798,4.84,7.94,3.37
0.81,Very Good,F,SI1,62.3,55.0,7525,6.3,5.64,3.13
0.66,Ideal,F,VVS1,62.9,56.0,1562,6.38,3.79,2.8
0.97,Premium,G,VVS1,63.1,58.0,1023,4.55,6.71,3.95
2.0,Very Good,J,SI1,63.0,63.0,3814,5.51,6.59,3.76
0.76,Very Good,H,SI1,62.2,61.0,6782,5.21,7.5,3.85
0.93,Good,I,VS1,62.1,56.0,967,4.66,5.02,3.66
0.85,Very Good,D,SI2,62.6,57.0,3398,5.74,5.82,3.96
1.78,Good,E,I1,71.2,56.0,8309,8.4,5.79,2.76
1.01,Premium,J,VS2,60.3,60.0,1336,5.36,5.85,2.72
1.12,Very Good,J,VS1,61.8,56.0,2402,6.96,6.66,4.1
0.92,Premium,H,SI2,61.8,56.0,587,3.04,5.69,4.41
0.27,Very Good,F,SI2,61.2,61.0,827,4.31,6.06,4.58
0.38,Good,F,SI2,62.3,55.0,11550,5.55,5.52,4.8
0.95,Very Good,F,SI1,59.5,60.0,3449,4.74,6.43,4.07
0.82,Ideal,H,VS1,59.6,56.0,8376,7.73,6.57,3.14
0.76,Very Good,J,SI1,61.3,60.0,1214,6.5,4.95,3.78
1.92,Good,E,VS2,62.7,60.0,2095,6.69,6.45,2.77
0.29,Premium,I,VVS2,61.6,56.0,6175,5.45,7.43,4.0
1.18,Ideal,H,VS1,58.5,59.0,2919,6.48,5.13,3.98
1.55,Premium,I,SI2,60.7,54.0,17159,6.52,5.49,3.06
0.38,Very Good,D,VS1,63.1,56.0,3119,6.85,5.81,3.72
0.52,Ideal,G,VVS1,62.3,56.0,695,7.44,4.89,4.25
0.38,Good,E,VVS2,61.6,58.0,481,4.96,6.41,3.95
0.64,Ideal,G,IF,61.9,54.0,1661,6.94,5.65,2.45
0.7,Fair,F,SI1,59.4,61.0,4229,6.62,6.42,2.71
1.19,Ideal,J,SI2,59.7,59.0,5543,6.88,3.14,2.85
0.83,Ideal,I,IF,59.5,63.0,1628,8.25,5.03,3.8
0.77,Ideal,G,IF,60.5,54.0,3010,6.44,4.38,3.52
1.51,Very Good,J,SI2,58.2,57.0,2841,6.61,5.88,4.05
0.93,Ideal,J,IF,61.0,54.0,6901,3.94,3.58,3.54
1.06,Very Good,J,VS1,61.8,60.0,1632,6.35,6.3,2.17
0.5,Ideal,H,IF,62.5,57.0,18823,6.61,8.53,4.8
1.27,Ideal,F,SI2,62.7,60.0,2575,6.82,5.3,3.72
1.59,Ideal,H,VVS2,62.5,57.0,7302,4.37,6.12,4.84
0.26,Ideal,G,VS2,61.3,59.0,7133,6.97,6.75,2.13
0.52,Premium,I,VVS1,61.3,55.0,326,5.34,3.94,4.1
0.88,Very Good,J,SI2,63.4,59.0,6830,6.42,6.98,2.57
1.13,Ideal,H,SI1,60.9,60.0,9165,5.7,4.7,3.05
2.15,Very Good,G,VVS2,62.4,54.4,326,7.39,6.46,3.43
0.5,Very Good,G,VVS2,62.2,59.0,468,5.49,3.83,3.87
0.43,Very Good,G,VVS1,62.0,59.0,9825,3.51,6.47,4.71
0.36,Premium,G,VS1,60.9,58.0,3990,4.91,4.19,2.61
1.52,Very Good,J,VS1,62.7,57.6,4356,6.3,6.83,3.74
0.53,Premium,F,SI2,63.6,58.0,1266,5.12,5.33,4.38
0.84,Very Good,E,VS1,59.4,58.0,18823,7.53,3.58,2.41
1.33,Good,J,SI1,62.2,63.0,1039,6.21,5.09,2.25
0.42,Good,H,SI2,62.6,63.0,15507,7.47,4.43,3.01
1.13,Very Good,J,VS1,61.4,58.0,326,6.74,6.5,3.0
1.46,Good,J,VVS2,60.3,56.0,3872,5.56,5.29,4.34
0.65,Premium,F,SI1,58.0,60.0,1784,6.33,5.35,2.4
0.76,Very Good,H,VS2,60.7,57.0,476,6.42,6.26,2.4
0.47,Very Good,G,VVS2,60.2,57.0,4039,7.25,3.29,2.36
0.31,Good,H,VS2,63.0,59.0,1681,6.36,6.05,3.1
2.79,Very Good,J,VS2,61.5,56.0,3820,3.89,4.47,4.15
0.89,Very Good,G,SI1,59.8,63.0,1806,5.3,4.97,3.8
2.33,Ideal,I,SI1,62.7,62.0,1706,8.5,6.56,2.18
1.75,Very Good,H,SI2,64.7,57.0,3773,5.93,4.4,3.95
0.42,Very Good,G,VS2,57.7,62.0,3038,5.76,5.93,3.35
1.1,Very Good,G,VS1,62.4,60.0,5694,5.8,3.37,5.38
0.41,Good,J,VS2,62.4,57.0,7818,5.53,4.56,3.08
0.41,Very Good,E,VVS2,60.1,56.0,2458,6.27,4.93,3.17
1.15,Very Good,H,SI2,58.6,55.0,1740,5.2,5.47,3.62
0.75,Ideal,E,VVS1,61.7,57.0,5948,7.48,6.28,3.14
1.22,Good,I,SI2,62.8,54.0,1901,4.52,7.8,3.51
2.28,Very Good,I,SI1,59.5,59.0,1789,6.69,3.91,3.87
0.91,Very Good,H,VVS1,63.1,62.0,1601,4.4,6.52,3.83
0.56,Very Good,H,VVS2,62.5,58.0,3108,4.98,3.27,4.68
0.35,Good,D,VS2,62.1,57.0,6490,6.66,4.22,3.96
0.89,Premium,H,SI1,61.8,60.0,9121,4.3,4.0,3.82
0.52,Very Good,H,VS1,62.8,59.0,6514,3.32,5.57,3.65
0.55,Ideal,F,VS2,60.0,57.0,2211,5.45,5.75,4.34
0.67,Ideal,H,SI2,61.8,55.0,913,5.19,6.02,3.35
1.72,Very Good,I,VS2,61.2,56.0,2152,6.63,6.01,2.56
1.18,Fair,D,SI2,62.9,63.0,1114,5.73,6.71,3.5
0.69,Very Good,D,VS2,61.7,61.0,871,6.23,7.89,4.72
2.82,Ideal,I,SI2,60.9,60.0,2605,7.02,4.92,3.81
0.77,Very Good,E,VVS2,62.5,60.0,1032,4.5,6.44,4.41
0.54,Very Good,F,SI2,60.7,57.0,2202,6.53,5.65,4.97
0.55,Good,F,VS1,61.3,61.0,1740,6.38,6.63,3.5
1.24,Very Good,H,SI2,63.3,54.0,8305,5.59,7.48,3.75
1.12,Good,G,VVS2,62.4,55.0,329,6.87,6.69,4.51
0.74,Premium,G,SI1,59.2,54.0,1623,8.03,6.48,3.06
0.38,Good,G,SI1,63.0,54.0,2386,4.96,5.04,3.58
0.74,Very Good,D,VVS1,60.9,56.0,2402,8.76,8.37,3.7
0.44,Very Good,E,SI2,61.3,61.0,1333,3.93,6.4,3.58
0.22,Premium,D,VS1,62.0,59.0,7506,4.85,4.13,3.11
1.0,Good,I,SI1,61.2,55.0,2600,4.69,4.94,3.24
0.39,Ideal,D,VVS1,59.9,54.0,1668,7.49,5.88,3.8
0.7,Very Good,H,SI1,61.3,58.0,8882,4.17,2.49,5.0
0.44,Good,H,SI1,59.7,67.0,373,5.98,6.9,3.93
1.09,Premium,D,VVS2,60.2,62.0,2323,5.77,5.9,4.85
1.25,Very Good,G,VVS2,63.3,53.6,411,5.75,5.84,3.04
1.62,Good,H,VS1,60.9,57.0,5775,8.17,6.71,3.4
0.39,Very Good,G,VVS2,62.2,55.0,1892,4.06,3.58,3.52
0.73,Ideal,D,SI1,60.7,58.0,1598,5.09,4.13,3.09
0.55,Ideal,E,SI2,59.9,62.0,583,7.22,3.74,3.41
0.2,Ideal,E,SI2,61.4,58.0,1396,7.39,4.74,3.71
0.65,Ideal,G,VVS2,61.0,55.0,6266,5.04,7.31,3.48
0.76,Premium,E,SI2,62.5,60.0,1291,7.56,4.79,3.97
1.37,Ideal,G,SI2,66.8,59.0,1079,5.73,8.33,2.51
0.86,Good,F,VVS2,62.9,56.0,2019,4.81,4.19,3.79
0.47,Very Good,G,VVS2,64.0,59.0,646,4.24,6.4,5.14
1.37,Premium,H,VVS2,60.6,60.0,16783,5.95,8.59,3.04
0.38,Very Good,H,VS2,62.6,56.0,8896,7.59,6.28,3.33
2.52,Ideal,H,VVS1,62.1,54.2,507,7.22,6.52,3.12
0.39,Ideal,G,SI2,63.8,60.0,7364,5.33,7.26,3.59
0.73,Ideal,G,VVS1,61.6,60.0,959,6.0,5.27,3.45
0.36,Ideal,F,SI2,62.4,62.0,797,5.5,6.06,4.6
0.76,Ideal,E,SI1,61.7,60.0,326,5.81,4.77,3.83
0.52,Very Good,G,VS2,58.9,58.0,11723,8.25,4.14,3.38
1.23,Ideal,I,SI1,60.3,61.0,326,5.5,4.03,3.44
0.51,Ideal,H,VVS1,61.8,58.0,1199,5.92,5.04,2.31
0.48,Premium,G,VVS1,62.0,62.0,1310,6.48,4.35,4.18
0.62,Fair,G,VS1,62.9,56.3,1647,5.49,6.38,4.64
0.31,Ideal,I,VVS1,59.7,62.0,5762,4.62,6.8,2.06
0.52,Premium,F,SI2,58.4,59.0,3915,5.28,6.03,3.96
1.57,Premium,E,VS1,62.3,57.0,326,7.75,4.78,3.86
0.36,Fair,H,SI2,62.4,63.0,7226,5.04,5.71,3.87
0.46,Fair,F,VVS2,61.6,57.0,3806,6.36,4.38,3.24
0.39,Good,I,VS1,60.6,58.0,737,3.87,6.42,4.36
1.05,Ideal,E,VS2,61.7,59.0,1898,5.78,6.61,3.67
0.98,Very Good,H,SI1,59.0,57.0,326,3.74,6.51,3.27
0.66,Premium,H,VS1,59.7,55.3,2243,5.36,6.29,1.73
0.2,Ideal,H,VS1,63.9,60.0,1533,4.4,4.02,3.45
0.96,Good,F,SI2,62.5,61.0,1507,6.29,5.4,2.97
0.3,Ideal,F,VVS2,61.5,55.0,1837,4.28,6.05,4.02
1.03,Very Good,H,SI2,61.3,57.0,4348,6.89,5.17,2.87
0.37,Very Good,G,VS2,60.2,58.0,1702,4.55,6.17,3.75
0.64,Very Good,E,VS1,60.7,57.0,653,8.02,5.19,4.3
0.84,Ideal,F,SI2,61.3,58.0,5553,5.01,6.09,4.21
0.29,Very Good,D,SI2,62.2,57.0,3704,5.96,4.68,3.54
0.95,Very Good,J,VS1,63.3,58.0,2435,6.08,6.49,4.01
0.29,Very Good,G,VS2,63.0,54.0,719,6.22,6.44,3.5
0.82,Very Good,G,VVS1,62.5,56.0,915,5.73,6.08,4.82
0.43,Premium,F,VS2,61.3,55.0,7463,3.14,5.42,4.63
0.2,Good,H,SI2,62.7,59.0,1966,4.67,5.45,2.54
0.7,Very Good,G,VVS1,62.2,58.0,2207,5.11,6.4,4.54
0.92,Premium,H,SI1,61.8,58.0,1347,4.87,4.23,5.02
0.85,Ideal,H,SI1,60.4,57.0,3960,5.08,5.82,4.03
0.9,Good,J,VS2,63.9,57.0,2697,5.0,7.04,4.16
1.35,Ideal,G,IF,60.1,55.0,2021,5.48,7.92,2.08
0.41,Very Good,F,VS1,61.2,55.0,471,5.2,5.81,2.49
0.43,Good,D,VVS1,58.9,61.0,737,5.03,4.78,2.73
0.42,Fair,F,I1,68.0,58.0,476,5.85,6.48,4.16
0.29,Very Good,D,VS2,62.4,58.0,797,4.76,8.65,3.84
0.65,Very Good,F,VVS1,62.9,62.0,8795,7.36,4.49,3.39
1.3,Premium,I,SI1,60.2,62.0,18823,6.1,5.38,3.12
0.2,Good,I,VS2,63.0,58.0,6481,4.4,4.57,2.39
0.84,Very Good,F,VVS1,63.3,55.0,1419,6.23,5.43,3.87
1.0,Good,I,VS1,63.6,56.0,5545,3.82,9.03,3.4
0.76,Ideal,G,VS1,61.4,53.0,5418,3.99,6.63,3.52
0.34,Premium,D,VVS2,62.5,58.0,3764,5.53,3.98,4.7
1.77,Premium,H,VS2,58.1,60.5,326,6.69,4.47,3.28
1.71,Good,H,SI2,68.1,59.0,4109,6.53,5.46,3.06
0.2,Very Good,H,VVS1,61.9,55.0,858,5.16,6.28,3.47
2.53,Premium,F,VS2,59.7,59.0,634,3.46,4.93,3.86
1.27,Very Good,J,VS1,60.5,56.0,7950,6.33,5.84,3.78
0.61,Premium,F,SI1,58.4,55.0,2325,4.94,6.0,2.66
1.19,Premium,J,VS2,60.7,58.0,2882,5.26,6.55,3.95
0.4,Very Good,G,SI2,58.0,56.0,8930,5.61,5.95,4.02
0.74,Fair,D,SI2,60.9,61.0,2923,5.73,5.15,4.3
0.49,Very Good,G,VVS2,60.8,59.0,1520,4.91,4.36,4.82
0.24,Premium,E,VS2,62.3,56.6,491,4.85,8.13,3.18
0.63,Premium,H,SI2,63.8,57.0,6029,5.56,4.5,4.32
1.02,Good,G,VS2,60.9,61.0,382,5.47,7.15,3.51
0.83,Good,J,SI1,63.0,56.0,6495,4.95,6.76,2.93
0.58,Very Good,D,VS1,60.7,54.4,2204,6.81,5.44,3.44
0.71,Very Good,H,SI1,58.0,59.0,5664,7.01,5.39,3.26
0.41,Very Good,G,SI1,61.7,61.0,5570,6.96,5.98,3.57
1.23,Premium,E,SI2,60.3,61.0,326,5.05,5.35,2.74
0.41,Good,G,SI1,61.5,59.0,1102,5.02,3.83,2.71
0.81,Premium,I,SI1,62.4,59.0,2134,5.06,5.25,2.73
0.67,Good,G,SI1,63.9,62.0,2007,5.42,6.34,4.36
0.58,Very Good,H,SI2,61.3,55.0,5248,6.06,5.8,2.59
1.1,Ideal,F,VVS2,59.4,54.0,824,8.55,5.21,3.47
0.91,Ideal,G,IF,59.9,56.0,9013,5.62,4.71,3.54
0.68,Ideal,H,VS2,58.8,53.0,18823,4.59,3.63,3.37
0.74,Ideal,D,VS2,60.3,58.6,1446,7.07,5.51,3.55
0.73,Very Good,H,SI2,68.2,59.0,5767,7.3,4.49,3.13
0.83,Ideal,H,VVS2,61.8,57.0,9407,4.38,6.85,3.47
0.64,Ideal,G,VS2,63.5,59.0,904,4.11,6.59,3.85
0.74,Very Good,G,VVS1,59.9,61.0,4723,6.58,6.59,2.91
1.14,Good,I,VS2,61.9,60.0,2175,7.73,6.95,4.48
0.44,Good,E,SI1,63.0,56.0,2085,4.91,4.98,3.73
1.22,Very Good,J,VS1,60.9,57.0,7586,6.77,5.37,3.52
1.83,Very Good,F,VVS1,61.2,60.0,9175,5.75,7.13,4.23
0.59,Premium,G,VVS2,62.4,55.7,4345,5.54,3.52,4.77
0.53,Premium,D,VS2,65.2,58.0,8826,6.28,5.83,4.42
0.58,Good,F,VS1,63.6,55.0,1454,5.74,5.52,2.72
0.97,Ideal,H,SI2,62.1,56.0,1086,5.18,5.95,3.11
0.41,Very Good,F,VS1,62.1,55.0,661,6.53,6.72,3.3
0.68,Premium,J,VS1,61.3,59.0,13485,4.89,5.2,2.1
0.2,Very Good,H,SI1,61.9,58.0,2573,4.3,3.68,3.16
0.3,Very Good,F,IF,61.0,55.0,1233,4.16,5.6,2.16
0.98,Very Good,H,VS2,57.2,60.0,17358,6.35,6.8,3.84
0.28,Premium,E,SI1,63.3,65.0,1166,3.38,5.14,2.64
0.78,Very Good,D,SI1,62.8,63.0,326,4.4,5.76,4.03
0.84,Ideal,H,VS2,62.4,61.0,583,3.87,5.01,3.89
1.51,Very Good,J,SI2,62.0,57.0,4297,5.94,6.07,3.72
0.67,Premium,D,VVS2,60.5,61.0,8634,5.26,6.9,4.06
1.0,Premium,I,VS2,62.6,61.0,18823,6.19,7.29,4.65
1.19,Premium,H,SI2,61.2,58.0,5399,6.48,4.88,2.84
0.87,Very Good,J,VS2,61.9,62.0,10506,5.81,5.3,3.11
1.12,Premium,F,VS1,63.0,58.0,14867,4.75,8.7,3.69
0.34,Very Good,H,SI1,61.5,58.0,3006,6.3,5.73,3.29
0.35,Very Good,I,SI1,61.0,61.0,2490,4.15,6.3,2.94
1.8,Very Good,J,VS2,61.6,57.0,14042,6.01,6.13,3.98
0.31,Very Good,H,IF,60.0,59.0,1987,5.73,6.18,3.73
0.4,Premium,D,SI2,62.8,56.0,3163,7.21,5.88,3.96
0.51,Premium,F,SI1,60.2,59.0,2685,4.0,6.2,3.64
0.46,Very Good,J,SI1,62.7,56.0,6031,7.97,4.62,4.96
1.03,Premium,H,VVS1,59.1,61.0,11839,4.69,5.23,4.67
0.45,Very Good,H,SI1,63.0,58.0,10463,5.22,5.14,2.31
0.76,Ideal,F,VS2,62.8,57.0,4168,7.0,4.48,2.28
2.1,Very Good,J,VS2,62.2,59.0,4990,5.35,6.23,4.52
0.24,Ideal,E,VS1,63.3,57.0,4727,6.76,5.07,3.37
0.47,Good,D,SI1,60.1,55.0,1917,4.46,6.44,3.14
0.64,Good,F,SI2,63.6,58.0,458,4.63,7.23,3.78
0.23,Very Good,F,SI2,63.2,58.0,3452,7.12,4.31,3.47
0.6,Very Good,G,SI2,61.8,58.0,6851,7.52,8.02,2.68
0.62,Very Good,E,VS1,60.0,57.0,2906,5.17,7.73,2.16
1.04,Very Good,H,SI1,61.5,62.0,6625,6.32,8.11,4.89
0.61,Very Good,E,VS2,60.7,61.0,3249,5.53,3.72,2.91
0.69,Very Good,G,VS2,62.1,60.0,1791,4.35,5.32,3.89
0.34,Very Good,E,VS2,63.1,60.0,4458,3.4,6.79,3.2
0.86,Premium,E,SI2,60.2,67.0,1264,3.89,8.02,4.66
0.5,Premium,F,VS2,62.1,59.0,4673,4.27,6.34,2.59
1.8,Premium,J,VS1,65.5,58.0,3560,2.99,6.05,3.56
0.47,Very Good,E,SI2,63.3,56.0,5158,6.96,5.81,3.11
1.06,Ideal,F,VS2,58.1,56.0,5032,5.21,5.58,3.25
0.26,Ideal,G,VS1,61.3,58.0,2243,4.94,4.92,3.87
0.48,Fair,F,VS2,62.6,64.0,1259,6.07,5.82,4.38
1.56,Premium,H,SI1,60.4,60.0,7924,5.49,6.54,3.23
0.42,Fair,G,SI2,64.6,57.0,10177,5.11,3.97,3.49
1.63,Very Good,J,VS2,63.4,54.0,446,6.26,6.12,2.82
0.93,Premium,G,SI2,61.4,62.0,768,6.42,4.74,3.03
0.42,Ideal,H,VS1,62.4,61.0,9649,5.72,4.9,3.33
0.6,Ideal,J,VS2,60.9,54.0,4906,4.42,5.82,3.97
0.41,Ideal,E,VVS2,62.4,55.0,971,4.29,6.96,3.97
3.31,Good,G,VVS2,62.5,59.0,2632,4.52,5.77,3.96
0.59,Very Good,E,VVS2,63.0,54.0,3584,5.31,5.15,3.83
0.46,Premium,G,SI2,59.0,58.0,7075,5.76,5.95,4.6
0.89,Good,I,SI1,62.0,57.0,2471,4.85,3.75,4.38
1.27,Very Good,J,VS1,64.1,59.2,1109,4.48,5.65,2.51
0.51,Ideal,G,SI1,59.0,56.0,9855,6.82,6.37,3.85
1.33,Ideal,H,VS1,63.3,54.0,2292,4.69,5.5,4.03
1.46,Very Good,I,VS1,59.9,55.0,2359,6.19,5.24,3.35
0.47,Good,H,SI2,59.4,56.0,2555,5.46,4.59,3.28
0.53,Very Good,G,SI2,62.1,62.0,326,5.59,6.86,4.2
1.31,Fair,J,SI1,60.3,59.0,3212,5.19,5.49,2.67
2.17,Ideal,I,VVS1,61.8,57.0,2549,3.94,4.47,2.7
0.35,Premium,H,VS1,59.4,57.0,9637,6.11,5.79,2.22
0.49,Good,F,SI2,61.8,56.0,1108,5.06,7.49,3.94
1.14,Premium,J,SI1,61.9,57.0,824,5.2,4.02,4.62
0.69,Good,D,SI1,61.9,60.0,2462,5.63,5.75,3.38
0.38,Ideal,E,VS1,59.9,57.0,926,5.77,3.07,3.47
0.59,Ideal,F,VVS1,62.0,58.0,6201,5.13,6.01,2.94
0.72,Ideal,G,VS2,62.1,61.0,1642,6.92,4.61,2.77
0.84,Very Good,H,VVS1,62.2,55.0,8859,5.88,4.52,3.99
1.24,Ideal,F,VVS1,61.0,57.0,1490,7.7,5.67,2.95
0.69,Very Good,H,VVS1,61.3,58.0,389,3.96,5.44,2.77
2.72,Premium,J,SI1,58.2,56.0,3987,6.29,5.61,4.04
0.57,Premium,D,SI1,61.5,61.0,2890,7.86,6.83,3.19
1.04,Good,I,VS2,61.6,57.0,11816,7.28,5.06,3.29
0.49,Ideal,G,VS2,60.3,57.0,3639,7.44,7.35,4.2
1.01,Ideal,E,IF,61.3,55.0,809,6.27,5.62,4.56
0.58,Ideal,D,SI1,63.2,61.0,8434,6.92,4.75,3.52
0.56,Very Good,G,VVS2,61.0,56.0,4888,5.42,6.0,3.26
0.33,Very Good,E,SI1,63.8,57.0,2983,5.63,7.56,3.21
0.98,Good,H,SI2,62.9,59.0,2367,5.13,6.13,3.74
1.36,Very Good,E,VS1,56.4,65.0,1241,5.6,6.65,3.95
1.01,Good,J,VS1,61.4,59.0,4881,5.26,6.87,3.51
0.54,Premium,H,VVS2,63.8,62.0,1587,6.54,5.16,2.62
0.35,Ideal,E,SI1,61.3,54.0,3594,4.93,8.09,3.7
2.14,Good,E,VS2,64.1,62.0,3508,8.0,5.63,3.83
0.94,Good,J,SI1,59.7,56.0,1979,3.5,3.9,2.47
0.61,Ideal,H,VS1,61.7,56.0,2682,4.91,7.63,2.68
0.58,Premium,D,SI1,60.4,63.0,2722,7.86,3.43,3.79
0.69,Very Good,E,SI1,60.9,51.0,1004,5.96,7.04,2.83
0.56,Very Good,F,VS1,62.9,61.0,3500,5.31,5.77,3.42
0.31,Premium,F,VS2,61.7,56.0,8201,7.57,5.38,4.8
0.51,Good,D,SI2,59.0,59.0,2164,7.61,4.66,1.96
1.02,Premium,J,VS2,64.6,60.0,1820,6.08,5.4,4.88
0.56,Fair,E,SI2,63.2,57.0,2662,5.49,6.39,4.29
0.76,Premium,I,VS2,60.0,70.0,14029,5.0,5.55,4.54
0.71,Premium,H,VVS2,62.4,55.0,1476,6.2,6.09,4.56
0.49,Ideal,F,VS2,62.0,54.1,5991,4.09,6.25,4.16
0.74,Ideal,H,VS2,64.0,54.0,5010,7.94,4.49,4.29
0.91,Premium,D,SI2,64.0,57.0,3344,5.55,6.92,2.3
0.44,Premium,I,VS1,61.9,61.0,5093,4.29,7.37,3.4
0.84,Very Good,G,VS1,63.8,57.0,2499,6.29,6.46,3.61
0.42,Very Good,F,VS2,63.0,57.0,1628,5.16,7.78,3.61
0.88,Ideal,I,SI2,63.5,61.0,326,6.14,5.59,3.18
0.72,Premium,I,VS2,62.7,53.0,7188,4.56,5.27,3.03
0.41,Premium,H,VVS1,63.2,55.0,8766,5.29,5.38,3.56
0.28,Very Good,G,VVS1,59.8,56.0,5859,5.67,6.91,4.1
0.5,Premium,F,VVS2,61.8,57.0,18823,6.09,6.22,2.4
1.21,Very Good,H,VS1,63.9,57.0,15138,5.43,6.23,2.04
0.37,Ideal,D,VVS1,60.8,57.0,1305,5.4,5.02,4.32
0.49,Very Good,D,VVS1,62.8,55.2,3768,6.77,4.15,3.49
0.42,Ideal,G,VS1,62.0,60.0,326,5.04,7.45,4.98
0.35,Very Good,D,SI2,61.0,59.0,6507,4.11,5.7,2.44
2.61,Premium,H,SI1,59.7,59.0,3018,6.04,5.18,3.47
