mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name
11.8,6,235.0,74,2307,16.6,75,usa,pontiac catalina brougham
30.2,4,99.0,93,1945,11.8,75,europe,fiat 124b
32.1,4,118.0,98,2473,12.0,75,europe,volkswagen model 111
15.4,7,162.0,128,5140,12.8,75,usa,plymouth satellite sebring
21.5,4,348.0,94,2413,15.2,75,usa,buick century
38.0,5,94.0,151,2700,20.5,75,usa,amc concord d/l
35.3,3,110.0,86,1851,15.7,75,japan,datsun 310
19.6,4,114.0,78,1852,14.5,75,europe,vw dasher (diesel)
19.9,6,426.0,89,3275,12.9,75,usa,ford escort 4w
33.9,4,116.0,97,2286,23.2,75,japan,datsun 1200
17.9,4,178.0,,2786,14.6,75,usa,chevrolet monte carlo
17.4,4,118.0,117,1915,15.1,75,europe,fiat x1.9
35.6,4,94.0,88,2899,15.4,75,japan,honda accord lx
24.2,4,86.0,74,3669,22.0,75,europe,peugeot 504 (sw)
18.3,4,136.0,105,2690,19.4,75,europe,renault lecar deluxe
19.4,7,105.0,165,2960,13.9,75,usa,amc rebel sst
20.6,4,147.0,108,2203,15.8,75,europe,vw rabbit custom
25.2,5,212.0,94,1658,22.1,75,usa,dodge aspen
35.1,4,330.0,188,2930,14.4,75,usa,oldsmobile cutlass supreme
13.4,6,199.0,185,3393,16.7,75,usa,chevrolet malibu
17.8,7,186.0,137,2341,12.7,75,usa,mercury grand marquis
21.7,5,168.0,76,3500,15.7,75,usa,dodge colt (sw)
17.3,5,121.0,87,2603,17.1,75,europe,vw pickup
19.1,4,190.0,78,2526,17.6,75,usa,ford f250
9.1,4,263.0,72,2468,14.6,75,usa,amc pacer d/l
16.4,7,290.0,125,2891,15.3,75,usa,ford pinto runabout
25.2,4,79.0,74,2068,14.0,75,europe,peugeot 604sl
40.7,5,117.0,86,2266,13.9,75,japan,honda accord lx
25.2,4,102.0,98,1989,20.1,76,europe,volkswagen rabbit custom
28.0,5,288.0,81,2627,14.7,76,usa,amc concord
17.5,6,278.0,111,3591,15.3,76,usa,plymouth fury
28.2,4,100.0,102,3790,20.3,76,europe,audi fox
18.4,6,211.0,77,4790,13.2,76,usa,dodge d100
46.6,4,109.0,56,2626,17.7,76,europe,renault 12tl
16.3,7,278.0,230,2324,11.5,76,usa,dodge d100
30.2,5,72.0,79,2279,10.9,76,japan,toyota starlet
26.7,8,195.0,144,2141,13.7,76,usa,oldsmobile vista cruiser
23.1,5,126.0,71,1943,15.6,76,japan,mazda glc custom l
23.5,5,309.0,120,2555,18.8,76,usa,pontiac j2000 se hatchback
19.3,6,216.0,81,2724,22.2,76,usa,plymouth horizon 4
23.8,4,98.0,70,2140,12.1,76,europe,volkswagen scirocco
29.6,4,112.0,67,2625,15.7,76,japan,toyota tercel
22.4,5,182.0,103,2755,21.3,76,usa,plymouth grand fury
41.9,4,84.0,83,3531,14.6,76,europe,volkswagen scirocco
17.5,6,373.0,87,2876,10.5,76,usa,cadillac seville
28.5,4,92.0,146,1963,13.0,76,europe,audi 5000
21.8,4,353.0,115,2922,19.3,76,usa,dodge colt
31.4,8,373.0,112,4770,18.6,76,usa,chevrolet chevelle concours (sw)
16.2,5,291.0,127,4167,16.2,76,usa,chevy c10
44.7,7,106.0,77,3055,16.1,76,usa,plymouth champ
16.4,6,386.0,155,3517,18.4,76,usa,chevrolet woody
18.5,6,341.0,181,2551,16.9,76,usa,chevrolet nova
40.3,4,122.0,109,2554,16.6,76,europe,audi 5000
19.2,5,337.0,117,2479,13.3,76,usa,dodge monaco brougham
10.3,8,166.0,126,1627,16.4,76,usa,dodge aspen 6
38.4,5,113.0,64,1806,14.9,76,japan,toyota corona liftback
21.3,8,110.0,82,2735,18.5,76,usa,ford granada gl
37.4,3,93.0,88,1961,19.3,76,japan,toyota corolla
18.9,7,449.0,89,3460,18.7,76,usa,amc hornet
19.2,6,372.0,168,2193,14.8,76,usa,dodge charger 2.2
35.7,4,97.0,70,2685,15.1,76,europe,renault lecar deluxe
23.5,4,112.0,74,2128,11.7,76,europe,volkswagen scirocco
39.7,5,68.0,104,1998,11.9,76,japan,honda accord
16.8,5,223.0,97,2438,15.4,77,usa,dodge aspen
35.9,5,95.0,57,2134,19.5,77,japan,mazda rx2 coupe
20.6,6,308.0,141,4217,14.3,77,usa,dodge charger 2.2
13.0,8,97.0,105,2449,13.2,77,usa,chevrolet vega
18.6,4,296.0,170,2637,18.1,77,usa,chrysler lebaron town @ country (sw)
39.5,6,367.0,98,4310,20.0,77,usa,plymouth fury iii
24.9,5,107.0,81,2178,15.8,77,japan,datsun 280-zx
20.8,4,366.0,86,3260,15.3,77,usa,ford thunderbird
36.7,5,127.0,126,2743,15.0,77,japan,honda civic
25.5,4,88.0,78,3130,15.3,77,europe,opel manta
13.0,6,319.0,118,3097,14.8,77,usa,chevrolet cavalier
21.5,4,237.0,74,3152,12.3,77,usa,pontiac phoenix
17.7,7,127.0,130,3182,13.0,77,usa,dodge dart custom
33.0,4,144.0,78,1868,16.2,77,europe,volkswagen jetta
19.7,7,136.0,92,3928,18.9,77,usa,mercury grand marquis
43.1,5,86.0,75,2104,18.5,77,japan,toyota corolla tercel
16.6,5,161.0,209,3134,9.3,77,usa,capri ii
29.5,4,90.0,89,2621,12.4,77,japan,honda civic 1500 gl
20.3,4,94.0,61,2343,14.5,77,japan,subaru
16.7,7,424.0,133,4183,11.3,77,usa,amc matador
21.4,5,293.0,100,4387,12.2,77,usa,ford mustang ii 2+2
36.8,4,128.0,74,2144,12.8,77,europe,fiat 124 sport coupe
19.7,5,101.0,87,2045,14.6,77,japan,datsun 1200
33.6,5,336.0,121,3269,16.6,77,usa,ford ranger
11.2,7,284.0,139,2088,16.2,77,usa,chevrolet malibu classic (sw)
19.6,5,134.0,94,2429,19.2,78,japan,toyota celica gt liftback
35.3,4,89.0,77,2580,14.0,78,japan,toyota starlet
32.2,8,152.0,152,2902,10.9,78,usa,pontiac catalina brougham
13.6,7,431.0,160,2439,15.1,78,usa,ford f250
19.6,7,332.0,149,3312,15.6,78,usa,dodge aries se
24.3,4,353.0,134,2887,14.0,78,usa,chevrolet woody
22.4,5,368.0,70,3516,19.8,78,usa,amc hornet
9.0,6,349.0,95,2917,14.8,78,usa,ford fairmont (auto)
42.5,4,97.0,69,1982,16.1,78,europe,renault 12tl
20.2,5,322.0,135,2762,15.7,78,usa,plymouth fury gran sedan
21.1,6,160.0,66,3200,15.9,78,usa,oldsmobile vista cruiser
22.0,4,103.0,76,2171,20.2,78,japan,datsun 200-sx
26.0,7,385.0,230,3349,19.1,78,usa,chevrolet cavalier wagon
21.4,7,250.0,61,4726,17.6,78,usa,ford granada ghia
17.1,6,97.0,138,3115,16.8,78,usa,chevrolet impala
18.9,7,369.0,87,3460,13.3,78,usa,mercury lynx l
11.0,5,385.0,95,4225,17.3,78,usa,ford pinto runabout
20.2,6,314.0,130,3572,14.8,78,usa,plymouth 'cuda 340
32.2,4,144.0,76,2631,18.4,78,japan,datsun 200-sx
17.6,5,318.0,167,3725,17.3,78,usa,mercury marquis brougham
21.3,6,147.0,93,4495,17.3,78,usa,mercury cougar brougham
25.5,4,102.0,74,2634,19.6,78,europe,volkswagen rabbit
34.4,4,83.0,93,2209,13.8,78,japan,datsun 510
25.6,4,80.0,86,2730,16.0,78,japan,datsun 200sx
31.3,6,240.0,81,3087,13.8,78,usa,ford granada ghia
22.8,8,114.0,96,2942,11.9,78,usa,oldsmobile cutlass ls
14.7,7,340.0,124,3371,15.9,78,usa,chevrolet monte carlo s
10.7,7,350.0,95,2935,15.6,78,usa,ford escort 4w
19.2,6,275.0,89,2199,14.1,78,usa,ford fiesta
37.3,8,369.0,157,4132,13.7,78,usa,buick regal sport coupe (turbo)
16.6,7,115.0,68,3485,18.6,78,usa,mercury monarch ghia
31.0,4,68.0,95,2319,16.3,78,europe,volkswagen 1131 deluxe sedan
12.3,6,130.0,230,2314,16.1,78,usa,plymouth arrow gs
39.4,5,91.0,73,1731,13.8,78,japan,toyota corona
11.5,8,302.0,137,2487,12.6,78,usa,dodge colt
20.4,6,233.0,127,2277,21.1,78,usa,chevrolet chevelle malibu
16.7,6,360.0,183,3246,14.1,78,usa,buick skylark limited
38.8,4,119.0,103,2387,13.2,79,japan,honda accord cvcc
35.6,8,266.0,108,2108,20.8,79,usa,chevy s-10
13.3,4,367.0,105,3277,11.9,79,usa,ford f108
27.9,6,168.0,158,4370,13.6,79,usa,buick century limited
25.9,4,139.0,74,2211,14.4,79,japan,toyota celica gt
34.5,4,76.0,80,1872,17.7,79,japan,subaru
29.1,4,93.0,76,2181,16.5,79,japan,toyota corolla 1600 (sw)
13.9,6,99.0,137,4307,16.6,79,usa,amc ambassador sst
25.0,4,122.0,54,2261,16.1,79,europe,peugeot 504
33.1,4,90.0,118,2097,12.5,79,europe,renault lecar deluxe
13.4,6,312.0,89,2639,11.3,79,usa,dodge diplomat
29.4,7,139.0,145,3333,16.9,79,usa,pontiac phoenix
23.6,4,103.0,70,2934,10.5,79,europe,mercedes benz 300d
23.7,4,103.0,95,2929,12.2,79,japan,datsun 1200
33.2,3,109.0,67,1955,16.4,79,japan,datsun b210
31.6,5,120.0,92,5140,12.3,79,europe,volkswagen dasher
23.6,7,350.0,133,2979,14.1,79,usa,ford mustang ii
19.1,6,221.0,75,3019,19.9,79,usa,ford granada
35.0,4,102.0,72,2154,12.5,79,japan,datsun f-10 hatchback
26.5,4,93.0,128,2118,12.7,79,japan,mazda glc
16.6,8,412.0,89,2595,16.5,79,usa,mercury cougar brougham
14.1,6,125.0,200,3197,18.3,79,usa,chevy c20
37.5,4,72.0,85,1701,14.5,79,japan,toyota celica gt liftback
29.4,4,107.0,85,2348,13.7,79,japan,mazda rx-4
31.2,4,99.0,60,2163,16.3,79,europe,renault 12tl
29.7,4,100.0,105,2472,18.9,79,europe,bmw 320i
24.6,6,399.0,83,2621,15.7,79,usa,buick skylark 320
22.2,5,362.0,75,2825,15.7,79,usa,mercury capri v6
23.1,6,411.0,169,3543,15.6,79,usa,dodge colt hatchback custom
32.6,4,92.0,110,4261,13.9,79,europe,volkswagen rabbit
22.0,4,96.0,81,3203,12.7,80,europe,peugeot 504 (sw)
13.2,4,449.0,135,3299,17.5,80,usa,oldsmobile omega
32.2,5,92.0,46,2556,13.8,80,japan,datsun 610
20.8,4,101.0,77,5140,16.9,80,europe,fiat 124b
24.2,7,170.0,183,3700,12.1,80,usa,buick regal sport coupe (turbo)
21.7,4,101.0,54,2108,12.9,80,europe,renault 12 (sw)
31.2,5,96.0,83,2710,18.0,80,japan,datsun 210
44.5,4,97.0,86,1613,15.2,80,japan,mazda rx2 coupe
20.5,6,407.0,126,2063,17.6,80,usa,amc concord dl
10.8,8,437.0,95,4887,16.0,80,usa,chevrolet cavalier wagon
32.4,4,101.0,75,2548,17.2,80,europe,opel 1900
17.5,8,416.0,80,3462,18.8,80,usa,pontiac j2000 se hatchback
15.8,8,385.0,121,4356,14.3,80,usa,chevrolet citation
30.1,8,368.0,111,3196,15.2,80,usa,plymouth duster
16.7,7,284.0,94,3974,17.5,80,usa,ford futura
28.5,4,146.0,63,1887,12.5,80,japan,datsun 510
14.6,4,395.0,137,3246,15.3,80,usa,pontiac grand prix
22.1,4,432.0,118,3432,12.3,80,usa,chevrolet monte carlo s
25.2,7,336.0,69,3171,14.3,80,usa,chevrolet monte carlo s
25.5,4,83.0,59,2074,17.1,80,japan,datsun 510
32.3,4,105.0,64,1875,15.6,81,japan,subaru dl
19.0,5,400.0,83,2782,12.8,81,usa,dodge diplomat
16.2,7,383.0,102,2611,17.4,81,usa,chevrolet cavalier wagon
11.6,8,328.0,90,2637,11.2,81,usa,dodge aspen se
37.9,4,85.0,70,2640,15.9,81,japan,mazda rx-4
34.9,6,212.0,166,4642,17.6,81,usa,chevrolet woody
24.2,5,102.0,81,2742,16.2,81,japan,datsun pl510
33.8,4,108.0,106,2824,14.8,81,europe,fiat 124 tc
23.9,5,345.0,64,5140,15.2,81,usa,dodge dart custom
28.7,8,296.0,93,2535,14.8,81,usa,chevrolet cavalier
24.6,5,436.0,94,4858,11.6,81,usa,ford granada ghia
27.4,8,435.0,114,4825,15.7,81,usa,dodge diplomat
25.6,4,109.0,96,2002,12.4,81,europe,volkswagen super beetle
20.2,5,354.0,230,2532,18.3,81,usa,ford granada gl
15.1,6,259.0,,2717,16.2,81,usa,dodge aries wagon (sw)
37.3,4,113.0,66,2621,19.2,81,europe,audi 5000
23.0,4,85.0,98,2601,15.4,81,europe,mercedes benz 300d
21.8,6,171.0,88,2780,15.9,81,usa,pontiac grand prix
40.7,4,117.0,81,1920,18.0,81,japan,toyota celica gt
32.9,4,128.0,58,2124,17.0,81,japan,toyota celica gt
21.7,5,118.0,73,2469,10.9,81,japan,mazda rx2 coupe
11.9,6,232.0,96,3389,16.5,81,usa,ford galaxie 500
10.8,5,156.0,60,5140,12.8,81,usa,plymouth horizon miser
46.2,4,129.0,90,2167,18.2,81,europe,vw rabbit
15.2,7,182.0,46,4271,12.2,81,usa,chrysler cordoba
34.3,4,98.0,94,2272,21.3,81,japan,toyota corolla 1600 (sw)
18.1,5,403.0,91,4547,17.8,81,usa,cadillac seville
24.5,8,224.0,120,2917,15.5,81,usa,pontiac phoenix
11.4,7,159.0,91,2329,12.9,81,usa,ford fairmont 4
23.4,4,68.0,94,3449,16.1,81,europe,audi 100ls
14.1,7,125.0,150,3584,13.5,81,usa,ford granada
30.6,5,89.0,124,2652,13.4,81,japan,datsun f-10 hatchback
17.0,7,394.0,111,4927,18.3,81,usa,buick century limited
17.2,7,151.0,94,3067,18.3,81,usa,ford pinto
13.4,7,91.0,98,4551,15.1,81,usa,hi 1200d
39.7,4,101.0,76,1791,17.3,82,japan,toyota cressida
20.9,3,111.0,88,2259,15.1,82,japan,toyota tercel
31.3,4,94.0,88,2970,15.9,82,europe,volkswagen rabbit custom diesel
29.2,4,146.0,111,1915,11.9,82,europe,renault 18i
37.1,4,107.0,58,2231,11.5,82,europe,volvo 244dl
24.9,5,323.0,132,3660,14.0,82,usa,dodge colt
15.2,5,363.0,151,2099,13.3,82,usa,pontiac safari (sw)
26.2,4,80.0,92,1613,17.0,82,japan,honda civic
27.0,4,106.0,69,2072,22.2,82,japan,datsun 510 (sw)
29.0,5,113.0,93,1846,13.3,82,japan,toyota mark ii
17.2,7,94.0,215,1965,22.3,82,usa,amc hornet sportabout (sw)
21.4,4,195.0,129,2752,11.0,82,usa,dodge colt hardtop
24.7,4,125.0,60,2064,12.2,82,europe,bmw 320i
25.9,4,69.0,58,1835,15.2,82,japan,mazda glc custom l
13.1,7,243.0,99,3253,21.7,82,usa,dodge monaco brougham
24.8,7,158.0,118,2797,17.9,82,usa,plymouth volare
21.8,4,125.0,79,2428,9.4,82,japan,maxda rx3
17.9,7,192.0,152,2857,12.9,82,usa,ford fairmont (man)
26.5,5,169.0,230,2629,22.5,82,usa,ford escort 4w
16.0,6,329.0,68,3598,14.9,82,usa,dodge colt hardtop
18.8,5,151.0,146,2774,14.7,82,usa,amc ambassador sst
30.2,4,117.0,82,2114,15.1,82,europe,fiat 128
17.3,6,215.0,152,1791,20.6,82,usa,plymouth volare
34.7,8,306.0,135,2605,16.9,82,usa,dodge challenger se
10.5,6,311.0,103,4301,17.3,82,usa,chevrolet chevette
14.8,6,265.0,68,2691,12.1,82,usa,dodge magnum xe
19.3,7,363.0,142,3302,16.9,82,usa,chrysler new yorker brougham
11.9,6,101.0,124,3869,14.4,82,usa,oldsmobile cutlass supreme
34.5,8,125.0,62,2413,19.4,82,usa,ford fairmont (auto)
