Date,CO2,adjusted CO2
1965-08-21,328.62,326.37
1965-09-20,327.62,326.71
1965-10-20,324.99,326.49
1965-11-19,328.23,326.55
1965-12-19,328.0,327.34
1966-01-18,329.89,327.3
1966-02-17,331.07,327.13
1966-03-19,327.3,327.14
1966-04-18,329.03,327.62
1966-05-18,329.34,327.5
1966-06-17,332.0,328.01
1966-07-17,327.4,327.82
1966-08-16,330.47,328.28
1966-09-15,329.22,328.29
1966-10-15,330.22,328.28
1966-11-14,329.91,328.62
1966-12-14,330.1,328.84
1967-01-13,330.3,329.0
1967-02-12,328.35,329.27
1967-03-14,330.1,328.8
1967-04-13,330.92,329.01
1967-05-13,331.5,329.76
1967-06-12,330.18,329.31
1967-07-12,330.11,329.56
1967-08-11,331.24,329.6
1967-09-10,329.0,329.46
1967-10-10,328.86,329.99
1967-11-09,330.22,330.59
1967-12-09,329.5,330.23
1968-01-08,330.12,330.79
1968-02-07,330.63,330.63
1968-03-08,332.59,330.68
1968-04-07,331.11,330.95
1968-05-07,331.22,330.69
1968-06-06,333.2,331.17
1968-07-06,334.37,330.5
1968-08-05,334.5,331.16
1968-09-04,332.69,331.34
1968-10-04,334.72,331.31
1968-11-03,333.52,331.76
1968-12-03,334.65,331.52
1969-01-02,333.49,331.92
1969-02-01,333.67,331.41
1969-03-03,331.76,332.58
1969-04-02,334.31,332.45
1969-05-02,334.21,332.09
1969-06-01,333.3,333.18
1969-07-01,334.25,332.43
1969-07-31,333.48,332.8
1969-08-30,332.22,332.41
1969-09-29,334.09,333.0
1969-10-29,334.94,333.1
1969-11-28,333.56,333.08
1969-12-28,333.41,333.05
1970-01-27,335.75,333.57
1970-02-26,335.88,333.14
1970-03-28,335.69,333.6
1970-04-27,334.48,334.34
1970-05-27,333.37,333.79
1970-06-26,333.97,334.49
1970-07-26,336.14,334.05
1970-08-25,335.89,333.77
1970-09-24,334.48,334.63
1970-10-24,335.04,334.99
1970-11-23,336.95,335.03
1970-12-23,337.2,334.78
1971-01-22,336.5,334.58
1971-02-21,334.57,335.49
1971-03-23,334.95,335.4
1971-04-22,337.05,336.2
1971-05-22,336.06,335.72
1971-06-21,337.3,335.5
1971-07-21,336.84,336.21
1971-08-20,337.9,336.38
1971-09-19,336.67,335.92
1971-10-19,336.33,336.36
1971-11-18,338.2,335.96
1971-12-18,336.85,336.85
1972-01-17,338.06,336.68
1972-02-16,336.17,336.54
1972-03-17,337.57,336.83
1972-04-16,336.71,336.72
1972-05-16,339.14,337.5
1972-06-15,337.15,337.45
1972-07-15,336.04,337.12
1972-08-14,338.09,338.19
1972-09-13,339.34,337.5
1972-10-13,338.68,338.24
1972-11-12,337.92,338.18
1972-12-12,339.46,337.9
1973-01-11,338.7,338.77
1973-02-10,339.49,338.25
1973-03-12,340.6,338.52
1973-04-11,339.66,338.26
1973-05-11,337.3,339.4
1973-06-10,338.92,338.98
1973-07-10,342.22,339.36
1973-08-09,341.95,339.16
1973-09-08,340.86,339.31
1973-10-08,340.28,339.38
1973-11-07,342.49,339.53
1973-12-07,339.92,339.69
1974-01-06,340.16,340.35
1974-02-05,341.62,339.68
1974-03-07,342.7,340.05
1974-04-06,340.05,339.85
1974-05-06,341.57,340.82
1974-06-05,342.51,340.72
1974-07-05,343.27,340.43
1974-08-04,339.4,340.25
1974-09-03,339.84,340.85
1974-10-03,344.19,341.24
1974-11-02,344.42,340.8
1974-12-02,344.47,341.3
1975-01-01,342.36,341.45
1975-01-31,342.52,341.71
1975-03-02,344.67,341.94
1975-04-01,342.98,341.59
1975-05-01,344.75,342.11
1975-05-31,344.31,342.18
1975-06-30,344.77,342.51
1975-07-30,344.03,342.39
1975-08-29,343.8,342.63
1975-09-28,345.08,342.88
1975-10-28,343.62,342.6
1975-11-27,342.87,343.51
1975-12-27,345.69,343.31
1976-01-26,341.77,342.93
1976-02-25,344.84,343.29
1976-03-26,346.18,343.89
1976-04-25,341.27,343.53
1976-05-25,346.63,343.77
1976-06-24,343.34,344.47
1976-07-24,347.35,344.35
1976-08-23,345.65,344.14
1976-09-22,345.4,344.21
1976-10-22,344.78,344.29
1976-11-21,347.84,344.5
1976-12-21,344.82,344.7
1977-01-20,346.38,344.59
1977-02-19,347.57,345.08
1977-03-21,346.91,345.25
1977-04-20,343.65,345.22
1977-05-20,344.82,345.36
1977-06-19,347.39,345.26
1977-07-19,346.26,345.88
1977-08-18,346.56,345.64
1977-09-17,346.02,346.27
1977-10-17,348.18,345.69
1977-11-16,347.7,346.25
1977-12-16,347.41,346.02
1978-01-15,346.12,346.19
1978-02-14,347.77,346.11
1978-03-16,349.99,346.65
1978-04-15,348.33,347.31
1978-05-15,349.31,346.4
1978-06-14,348.26,347.08
1978-07-14,349.46,347.8
1978-08-13,346.9,347.03
1978-09-12,348.18,347.7
1978-10-12,350.24,347.76
1978-11-11,349.77,347.82
1978-12-11,348.27,348.35
1979-01-10,352.71,347.46
1979-02-09,348.43,348.02
1979-03-11,349.15,347.79
1979-04-10,348.64,348.51
1979-05-10,349.71,348.84
1979-06-09,349.29,348.74
1979-07-09,349.67,348.25
1979-08-08,351.94,348.23
1979-09-07,351.16,349.63
1979-10-07,351.55,348.93
1979-11-06,351.0,349.85
1979-12-06,348.88,348.98
1980-01-05,349.28,349.07
1980-02-04,349.85,349.22
1980-03-05,351.35,350.18
1980-04-04,349.66,350.38
1980-05-04,351.27,350.26
1980-06-03,353.59,350.36
1980-07-03,350.76,350.6
1980-08-02,351.51,350.72
1980-09-01,351.56,350.52
1980-10-01,353.62,350.32
1980-10-31,351.34,350.96
1980-11-30,350.34,350.67
1980-12-30,352.48,351.33
1981-01-29,352.85,351.91
1981-02-28,352.35,351.09
1981-03-30,351.82,351.41
1981-04-29,353.68,351.62
1981-05-29,350.94,351.64
1981-06-28,352.39,351.9
1981-07-28,353.07,351.88
1981-08-27,352.92,352.23
1981-09-26,351.93,352.33
1981-10-26,353.2,352.32
1981-11-25,354.5,352.69
1981-12-25,354.89,352.86
1982-01-24,351.85,352.52
1982-02-23,355.77,352.51
1982-03-25,352.09,353.5
1982-04-24,353.6,353.65
1982-05-24,353.67,353.19
1982-06-23,353.9,352.66
1982-07-23,355.17,353.91
1982-08-22,354.62,353.93
1982-09-21,356.86,353.57
1982-10-21,354.97,353.74
1982-11-20,354.6,354.33
1982-12-20,356.57,354.04
1983-01-19,354.94,354.94
1983-02-18,354.78,354.28
1983-03-20,355.18,354.92
1983-04-19,357.44,354.85
1983-05-19,357.26,354.93
1983-06-18,355.54,354.65
1983-07-18,359.17,355.65
1983-08-17,355.59,355.31
1983-09-16,355.65,356.26
1983-10-16,356.23,355.51
1983-11-15,358.23,356.41
1983-12-15,357.2,355.73
1984-01-14,358.14,355.81
1984-02-13,357.42,355.94
1984-03-14,354.9,356.48
1984-04-13,357.19,356.14
1984-05-13,360.23,357.05
1984-06-12,358.94,357.18
1984-07-12,357.93,356.75
1984-08-11,359.65,356.92
1984-09-10,357.39,356.49
1984-10-10,355.44,357.02
1984-11-09,356.84,357.2
1984-12-09,360.22,357.54
1985-01-08,357.42,357.69
1985-02-07,360.4,357.73
1985-03-09,357.99,358.23
1985-04-08,356.28,358.01
1985-05-08,359.71,357.79
1985-06-07,358.08,358.18
1985-07-07,359.39,358.21
1985-08-06,361.47,358.67
1985-09-05,358.46,358.88
1985-10-05,361.52,358.61
1985-11-04,360.08,358.83
1985-12-04,360.1,358.84
1986-01-03,359.91,358.76
1986-02-02,363.02,358.94
1986-03-04,363.96,359.1
1986-04-03,362.81,359.55
1986-05-03,360.4,360.19
1986-06-02,362.1,359.81
1986-07-02,361.13,360.47
1986-08-01,361.51,359.81
1986-08-31,361.34,359.69
1986-09-30,360.26,360.13
1986-10-30,361.56,360.51
1986-11-29,361.41,360.61
1986-12-29,361.47,360.4
1987-01-28,361.54,361.03
1987-02-27,361.33,361.3
1987-03-29,363.67,361.02
1987-04-28,362.56,361.28
1987-05-28,360.54,361.19
1987-06-27,363.97,360.8
1987-07-27,364.07,361.74
1987-08-26,364.0,361.5
1987-09-25,363.21,361.81
1987-10-25,365.27,362.34
1987-11-24,362.65,362.26
1987-12-24,365.27,362.13
1988-01-23,363.31,362.29
1988-02-22,364.01,362.26
1988-03-23,364.69,362.92
1988-04-22,363.1,362.94
1988-05-22,363.54,362.67
1988-06-21,363.73,363.49
1988-07-21,364.01,362.64
1988-08-20,363.89,362.89
1988-09-19,363.36,363.31
1988-10-19,363.96,363.56
1988-11-18,365.83,363.66
1988-12-18,363.37,363.44
1989-01-17,367.84,364.4
1989-02-16,363.71,364.35
1989-03-18,367.07,364.28
1989-04-17,368.0,365.02
1989-05-17,364.94,364.25
1989-06-16,365.11,364.02
1989-07-16,364.96,365.28
1989-08-15,366.81,364.62
1989-09-14,364.0,365.1
1989-10-14,367.06,364.99
1989-11-13,368.19,364.79
1989-12-13,366.55,365.63
1990-01-12,366.94,365.64
1990-02-11,367.52,365.94
1990-03-13,367.27,365.89
1990-04-12,367.14,366.18
1990-05-12,368.32,365.88
1990-06-11,368.66,366.51
1990-07-11,369.12,365.96
1990-08-10,365.78,366.91
1990-09-09,367.26,366.5
1990-10-09,369.13,366.42
1990-11-08,368.27,366.17
1990-12-08,367.73,366.79
1991-01-07,369.82,367.59
1991-02-06,366.12,367.35
1991-03-08,367.92,367.63
1991-04-07,368.28,367.91
1991-05-07,369.96,367.65
1991-06-06,369.46,367.83
1991-07-06,369.67,367.71
1991-08-05,369.16,368.21
1991-09-04,367.26,367.49
1991-10-04,364.93,368.14
1991-11-03,369.68,368.96
1991-12-03,370.15,368.64
1992-01-02,369.59,368.78
1992-02-01,369.28,368.17
1992-03-02,371.56,368.71
1992-04-01,371.35,369.4
1992-05-01,370.29,369.59
1992-05-31,372.46,369.02
1992-06-30,371.91,369.48
1992-07-30,372.22,369.3
1992-08-29,370.2,369.8
1992-09-28,371.09,369.64
1992-10-28,373.86,369.65
1992-11-27,371.69,370.07
1992-12-27,370.59,370.26
1993-01-26,372.13,370.44
1993-02-25,373.82,370.77
1993-03-27,371.53,370.21
1993-04-26,370.77,370.8
1993-05-26,371.68,371.46
1993-06-25,371.87,371.69
1993-07-25,373.31,371.51
1993-08-24,372.75,371.08
1993-09-23,374.23,371.36
1993-10-23,373.6,371.86
1993-11-22,371.71,371.55
1993-12-22,374.55,371.37
1994-01-21,374.45,371.93
1994-02-20,372.97,371.98
1994-03-22,373.86,372.7
1994-04-21,373.58,372.36
1994-05-21,373.5,372.21
1994-06-20,373.42,372.08
1994-07-20,374.89,373.02
1994-08-19,375.91,373.48
1994-09-18,373.64,372.93
1994-10-18,376.25,372.98
1994-11-17,376.3,372.67
1994-12-17,376.53,373.63
1995-01-16,374.11,374.04
1995-02-15,376.85,373.77
1995-03-17,373.14,373.81
1995-04-16,374.48,373.65
1995-05-16,376.46,374.75
1995-06-15,375.0,374.07
1995-07-15,373.29,374.07
1995-08-14,376.79,375.01
1995-09-13,376.11,374.47
1995-10-13,375.74,374.65
1995-11-12,376.49,374.99
1995-12-12,376.89,375.24
1996-01-11,375.6,375.64
1996-02-10,375.99,375.65
1996-03-11,373.97,374.92
1996-04-10,376.57,375.86
1996-05-10,378.48,375.95
1996-06-09,377.8,376.32
1996-07-09,379.86,376.2
1996-08-08,378.5,375.99
1996-09-07,377.46,375.86
1996-10-07,379.29,376.27
1996-11-06,380.76,376.17
1996-12-06,377.29,376.41
1997-01-05,378.03,376.37
1997-02-04,378.59,376.86
1997-03-06,378.98,377.64
1997-04-05,377.67,377.25
1997-05-05,377.82,377.27
1997-06-04,379.15,376.67
1997-07-04,379.26,377.6
1997-08-03,378.06,377.14
1997-09-02,380.23,378.14
1997-10-02,379.04,378.17
1997-11-01,378.74,377.46
1997-12-01,379.51,377.62
1997-12-31,379.57,378.4
1998-01-30,380.17,378.64
1998-03-01,383.89,378.36
1998-03-31,379.05,378.63
1998-04-30,380.12,378.86
1998-05-30,380.42,379.16
1998-06-29,380.07,379.43
1998-07-29,381.01,379.43
1998-08-28,381.04,378.87
1998-09-27,380.31,379.21
1998-10-27,382.16,379.76
1998-11-26,381.98,379.86
1998-12-26,381.83,380.39
1999-01-25,382.99,379.84
1999-02-24,380.94,380.55
1999-03-26,381.21,381.01
1999-04-25,379.96,380.34
1999-05-25,381.54,380.71
1999-06-24,380.1,380.57
1999-07-24,380.48,380.53
1999-08-23,381.06,380.83
1999-09-22,381.15,380.77
1999-10-22,384.75,381.07
1999-11-21,381.8,380.73
1999-12-21,381.25,381.57
2000-01-20,381.87,381.81
2000-02-19,383.79,381.69
2000-03-20,383.86,381.81
2000-04-19,382.53,381.84
2000-05-19,384.38,381.63
2000-06-18,382.45,381.78
2000-07-18,383.64,381.92
2000-08-17,384.55,382.92
2000-09-16,383.37,382.69
2000-10-16,385.86,382.45
2000-11-15,385.35,382.74
2000-12-15,385.24,383.63
2001-01-14,385.56,383.54
2001-02-13,383.6,383.08
2001-03-15,385.42,383.4
2001-04-14,383.7,383.29
2001-05-14,387.1,383.49
2001-06-13,383.38,384.08
2001-07-13,384.54,383.2
2001-08-12,384.32,384.49
2001-09-11,385.05,384.24
2001-10-11,384.88,384.78
2001-11-10,387.26,384.13
2001-12-10,385.26,384.17
2002-01-09,386.38,384.88
2002-02-08,385.35,384.73
2002-03-10,385.78,385.13
2002-04-09,385.18,385.21
2002-05-09,387.78,385.23
2002-06-08,387.55,385.34
2002-07-08,385.87,385.31
2002-08-07,385.44,386.02
2002-09-06,387.91,385.83
2002-10-06,387.75,385.85
2002-11-05,386.68,386.15
2002-12-05,385.5,385.55
2003-01-04,390.23,386.5
2003-02-03,385.41,386.43
2003-03-05,386.56,386.87
2003-04-04,387.4,386.35
2003-05-04,389.32,386.54
2003-06-03,386.9,387.74
2003-07-03,387.31,387.39
2003-08-02,387.58,387.28
2003-09-01,387.41,388.34
2003-10-01,390.06,387.26
2003-10-31,390.55,387.46
2003-11-30,389.85,387.62
2003-12-30,390.05,388.3
2004-01-29,388.95,388.16
2004-02-28,390.23,388.11
2004-03-29,390.82,387.85
2004-04-28,390.26,388.65
2004-05-28,392.55,388.3
2004-06-27,391.3,388.59
2004-07-27,389.54,389.14
2004-08-26,388.71,389.45
2004-09-25,392.18,388.65
2004-10-25,387.42,389.11
2004-11-24,391.48,389.34
2004-12-24,390.42,389.17
2005-01-23,390.61,389.37
2005-02-22,390.53,390.02
2005-03-24,390.6,389.91
2005-04-23,389.2,390.19
2005-05-23,389.22,390.18
2005-06-22,391.47,389.8
2005-07-22,391.28,390.14
2005-08-21,391.15,389.97
2005-09-20,389.65,390.93
2005-10-20,391.61,391.13
2005-11-19,391.66,390.74
2005-12-19,391.79,390.9
2006-01-18,392.11,391.62
2006-02-17,392.27,391.18
2006-03-19,390.2,390.98
2006-04-18,394.8,391.85
2006-05-18,395.95,392.15
2006-06-17,395.12,392.24
2006-07-17,392.85,391.9
2006-08-16,393.67,391.83
2006-09-15,396.01,392.34
2006-10-15,394.68,392.98
2006-11-14,392.98,392.43
2006-12-14,392.93,392.91
2007-01-13,393.1,392.51
2007-02-12,394.9,392.54
2007-03-14,394.25,393.93
2007-04-13,392.56,392.58
2007-05-13,392.66,393.38
2007-06-12,393.0,393.11
2007-07-12,395.1,393.7
2007-08-11,394.22,393.84
2007-09-10,393.47,393.16
2007-10-10,394.39,394.55
2007-11-09,395.03,394.16
2007-12-09,394.54,394.49
2008-01-08,393.38,395.01
2008-02-07,396.28,394.22
2008-03-08,395.45,394.78
2008-04-07,398.13,394.49
2008-05-07,397.83,394.97
2008-06-06,396.01,396.06
2008-07-06,394.51,395.0
2008-08-05,397.6,395.3
2008-09-04,397.47,395.17
2008-10-04,395.19,396.06
2008-11-03,397.35,396.08
2008-12-03,395.4,395.61
2009-01-02,396.66,396.02
2009-02-01,398.8,396.87
2009-03-03,396.67,396.48
2009-04-02,394.59,396.23
2009-05-02,397.32,396.79
2009-06-01,400.3,396.56
2009-07-01,399.59,397.33
2009-07-31,397.78,396.48
2009-08-30,397.74,396.52
2009-09-29,399.52,397.55
2009-10-29,398.26,397.36
2009-11-28,398.36,397.36
2009-12-28,397.91,396.82
2010-01-27,400.14,397.66
2010-02-26,397.74,398.16
2010-03-28,398.45,397.96
2010-04-27,397.44,398.09
2010-05-27,397.95,397.88
2010-06-26,401.18,398.02
2010-07-26,400.56,398.41
2010-08-25,398.52,398.91
2010-09-24,399.75,398.53
2010-10-24,401.54,398.67
2010-11-23,396.78,398.61
2010-12-23,399.51,399.89
2011-01-22,398.63,399.34
2011-02-21,402.7,399.14
2011-03-23,399.48,399.39
2011-04-22,403.82,400.21
2011-05-22,402.51,399.9
2011-06-21,400.7,400.01
2011-07-21,400.85,400.23
2011-08-20,401.14,400.47
2011-09-19,401.33,400.56
2011-10-19,401.33,400.3
2011-11-18,400.85,401.24
2011-12-18,402.64,400.57
2012-01-17,400.93,400.43
2012-02-16,402.81,401.68
2012-03-17,403.19,401.6
2012-04-16,402.04,401.57
2012-05-16,403.78,401.48
2012-06-15,404.04,401.43
2012-07-15,400.21,401.56
2012-08-14,402.12,401.32
2012-09-13,402.54,401.77
2012-10-13,403.09,401.81
2012-11-12,403.02,402.31
2012-12-12,403.56,402.27
2013-01-11,404.86,402.38
2013-02-10,405.04,402.8
2013-03-12,404.67,402.96
2013-04-11,403.31,402.89
2013-05-11,404.52,402.93
2013-06-10,403.63,403.21
2013-07-10,405.05,403.1
2013-08-09,405.01,403.51
2013-09-08,404.33,403.75
2013-10-08,404.01,403.52
2013-11-07,406.0,403.7
2013-12-07,406.02,403.07
2014-01-06,405.19,404.23
2014-02-05,404.16,404.26
2014-03-07,402.65,403.88
2014-04-06,405.46,404.2
2014-05-06,405.57,404.41
2014-06-05,406.7,403.93
2014-07-05,404.98,404.25
2014-08-04,406.15,404.81
2014-09-03,406.27,405.19
2014-10-03,405.73,404.92
2014-11-02,407.4,404.7
2014-12-02,404.39,405.22
2015-01-01,408.69,405.63
2015-01-31,406.03,405.57
2015-03-02,408.73,406.4
2015-04-01,407.66,406.39
2015-05-01,408.43,406.07
2015-05-31,408.46,405.74
2015-06-30,409.24,406.54
2015-07-30,407.43,406.46
2015-08-29,408.19,406.4
2015-09-28,408.73,407.03
2015-10-28,406.08,406.96
2015-11-27,408.63,407.69
2015-12-27,408.76,407.45
2016-01-26,407.48,407.2
2016-02-25,409.59,406.61
2016-03-26,409.58,408.01
2016-04-25,408.02,407.14
2016-05-25,408.78,407.34
2016-06-24,408.99,408.12
2016-07-24,408.7,408.07
2016-08-23,411.4,408.17
2016-09-22,411.41,408.04
2016-10-22,410.99,408.86
2016-11-21,409.98,408.91
2016-12-21,409.53,409.04
2017-01-20,408.43,408.95
2017-02-19,409.88,408.58
2017-03-21,409.18,409.33
2017-04-20,411.93,409.73
2017-05-20,411.53,409.59
2017-06-19,412.5,409.64
2017-07-19,411.5,409.47
2017-08-18,412.99,409.58
2017-09-17,410.92,409.88
2017-10-17,412.33,410.77
2017-11-16,412.07,409.92
2017-12-16,412.78,410.58
2018-01-15,411.26,410.11
2018-02-14,412.89,410.85
2018-03-16,414.17,410.46
2018-04-15,412.8,410.97
2018-05-15,412.15,410.26
2018-06-14,412.79,411.47
2018-07-14,413.8,411.08
2018-08-13,412.95,411.53
2018-09-12,413.32,411.66
2018-10-12,412.02,411.47
2018-11-11,414.41,411.9
2018-12-11,415.74,411.89
