mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name
15.9,6,149.0,90,2188,13.1,76,usa,chrysler lebaron medallion
27.0,6,184.0,100,2741,14.9,76,usa,chevrolet vega 2300
19.1,8,431.0,65,4665,17.6,76,usa,plymouth horizon tc3
26.6,4,112.0,92,1939,16.0,76,europe,volkswagen super beetle
34.3,5,152.0,74,2058,17.5,76,japan,maxda rx3
22.7,4,355.0,170,2571,15.4,76,usa,dodge omni
10.7,7,376.0,129,4353,16.6,76,usa,plymouth valiant custom
24.4,7,428.0,107,4435,17.6,76,usa,plymouth reliant
30.7,4,102.0,89,2156,16.0,76,japan,toyota celica gt liftback
20.3,5,153.0,109,4398,15.4,76,usa,mercury capri 2000
12.8,5,249.0,153,2206,15.5,76,usa,pontiac phoenix
26.9,4,97.0,88,1929,13.6,76,europe,volkswagen model 111
16.2,4,226.0,113,3610,19.0,76,usa,ford f250
25.7,4,101.0,46,2161,13.0,76,europe,peugeot 504
18.4,4,105.0,91,5140,15.6,76,europe,audi 5000
14.9,6,152.0,106,2917,14.6,76,usa,buick skylark limited
24.6,7,265.0,112,3285,14.8,76,usa,plymouth arrow gs
24.2,7,219.0,67,3190,15.2,76,usa,dodge monaco (sw)
24.7,4,424.0,126,2785,16.6,76,usa,ford granada ghia
30.0,4,134.0,91,2434,16.2,76,europe,mercedes benz 300d
22.7,5,108.0,71,2176,24.2,76,japan,toyota corolla liftback
29.5,7,303.0,178,5022,17.1,76,usa,dodge magnum xe
30.7,5,80.0,60,2282,13.7,76,japan,toyota corolla tercel
27.5,4,168.0,139,4067,20.4,76,usa,chevrolet nova
27.0,5,103.0,89,3376,14.6,76,usa,plymouth arrow gs
18.6,7,222.0,146,3937,17.4,76,usa,buick lesabre custom
17.4,6,406.0,149,5140,18.1,76,usa,buick skylark 320
28.3,4,92.0,76,2036,13.8,76,europe,fiat 124 sport coupe
18.9,6,425.0,,3652,16.4,76,usa,dodge st. regis
34.2,4,70.0,113,1970,15.0,76,europe,fiat 124b
14.3,6,399.0,80,1853,8.0,77,usa,ford ranger
17.3,5,101.0,95,3727,18.2,77,usa,chevy c20
10.0,8,319.0,78,3159,15.4,77,usa,amc concord dl 6
9.8,8,97.0,126,3234,21.3,77,usa,ford gran torino (sw)
18.0,8,407.0,121,1619,14.6,77,usa,ford gran torino (sw)
20.9,4,121.0,87,1786,14.2,77,japan,toyota corolla liftback
11.5,4,202.0,93,3332,24.2,77,usa,dodge challenger se
24.8,6,452.0,102,3133,22.7,77,usa,pontiac grand prix
29.9,7,452.0,81,3158,14.4,77,usa,dodge d200
15.4,6,303.0,160,2460,11.0,77,usa,amc spirit dl
24.8,7,289.0,121,2932,13.0,77,usa,plymouth satellite custom
19.5,7,442.0,56,3587,14.1,77,usa,chevrolet malibu classic (sw)
22.9,4,93.0,46,1932,18.0,77,europe,vw dasher (diesel)
25.9,4,114.0,62,2292,15.8,77,europe,renault lecar deluxe
31.1,4,116.0,98,2217,15.8,77,japan,datsun 200sx
20.2,7,305.0,104,4122,15.3,77,usa,chevrolet woody
17.9,8,370.0,167,3672,11.6,77,usa,pontiac lemans v6
21.4,4,109.0,108,3348,12.1,77,europe,fiat strada custom
25.5,4,102.0,94,2031,16.7,77,europe,volkswagen dasher
24.8,5,110.0,94,3133,15.0,77,japan,honda accord
31.4,8,134.0,86,5140,14.2,77,usa,chevrolet monza 2+2
17.0,5,451.0,113,2394,11.3,77,usa,chevrolet concours
16.7,8,355.0,81,3887,20.9,77,usa,chevrolet chevelle malibu
36.4,4,87.0,72,1911,13.9,77,europe,volkswagen scirocco
32.7,4,115.0,106,2201,17.5,77,europe,volkswagen 1131 deluxe sedan
24.8,4,102.0,68,1983,22.9,77,europe,vw rabbit
16.9,8,123.0,94,2213,12.3,77,usa,dodge aspen
30.0,4,90.0,84,2498,14.5,77,europe,volkswagen rabbit l
19.0,4,86.0,64,2490,17.0,77,japan,honda accord
28.3,4,108.0,54,2057,15.6,77,europe,volvo 145e (sw)
27.3,5,172.0,193,4163,12.0,77,usa,plymouth arrow gs
23.1,4,265.0,96,5140,13.5,78,usa,mercury capri v6
30.7,5,396.0,83,3414,16.7,78,usa,chevrolet monte carlo landau
24.8,8,227.0,,4050,11.9,78,usa,chevrolet chevelle malibu
15.9,7,397.0,67,4194,15.2,78,usa,plymouth volare premier v8
24.9,5,199.0,67,2581,15.8,78,usa,chrysler lebaron medallion
28.8,7,409.0,87,3434,12.0,78,usa,dodge magnum xe
16.3,7,430.0,123,4491,13.7,78,usa,dodge colt hatchback custom
30.6,6,431.0,105,3498,11.1,78,usa,plymouth satellite custom (sw)
14.7,7,287.0,117,2646,19.1,78,usa,plymouth reliant
21.2,8,326.0,149,2569,14.5,78,usa,dodge colt
19.0,5,369.0,81,1823,17.8,78,usa,amc gremlin
23.1,7,276.0,100,2968,12.5,78,usa,ford gran torino
25.6,5,262.0,106,3049,13.4,78,usa,oldsmobile omega brougham
24.3,4,345.0,,4692,12.3,78,usa,amc concord d/l
14.8,7,184.0,152,3098,14.0,78,usa,mercury zephyr 6
31.8,4,105.0,59,3168,14.3,78,japan,honda civic (auto)
14.5,8,161.0,230,3363,20.3,78,usa,dodge d200
18.8,8,372.0,96,3331,13.0,78,usa,oldsmobile vista cruiser
36.1,4,311.0,122,3053,14.9,78,usa,cadillac seville
26.5,4,88.0,98,3105,18.2,78,europe,saab 99gle
35.8,4,110.0,57,1871,14.9,78,europe,volkswagen 1131 deluxe sedan
20.2,5,261.0,131,2501,12.1,78,usa,ford granada ghia
25.6,4,98.0,76,2060,15.0,78,europe,peugeot 504
40.0,4,137.0,63,2658,16.5,78,europe,volkswagen type 3
16.8,8,453.0,84,2827,22.6,78,usa,pontiac grand prix
24.8,4,75.0,90,2618,13.6,78,europe,renault 5 gtl
13.1,6,100.0,165,3427,11.4,78,usa,amc concord dl
10.3,7,206.0,127,4035,12.8,78,usa,dodge colt hatchback custom
35.7,4,80.0,63,2315,17.0,78,japan,honda civic 1500 gl
17.1,7,441.0,162,2679,12.7,78,usa,mercury cougar brougham
26.3,4,104.0,46,2109,12.9,78,europe,volvo 145e (sw)
26.6,4,413.0,106,4732,15.1,78,usa,chevy c10
18.8,4,140.0,66,1923,12.6,78,europe,volvo 244dl
18.5,6,184.0,132,3653,15.0,78,usa,mercury lynx l
41.8,4,122.0,77,2221,13.6,78,europe,saab 99e
25.3,6,405.0,100,2476,15.9,78,usa,amc concord
14.1,6,228.0,160,2593,16.0,78,usa,chevrolet monte carlo
24.8,6,346.0,145,2732,15.6,78,usa,dodge coronet custom
28.6,4,83.0,100,2091,16.2,78,japan,mazda glc
27.4,8,166.0,95,3360,18.9,78,usa,amc ambassador dpl
26.8,4,84.0,56,2352,18.3,78,japan,datsun 810 maxima
12.8,5,344.0,65,4346,16.2,78,usa,ford futura
24.4,4,115.0,82,2004,16.8,78,europe,volvo 244dl
39.1,4,131.0,76,2367,16.8,78,europe,mercedes-benz 240d
10.8,4,339.0,73,4531,18.9,78,usa,buick century limited
22.3,7,450.0,116,3535,16.7,78,usa,ford fiesta
23.6,6,359.0,118,2975,17.0,78,usa,dodge colt hardtop
12.8,6,320.0,103,3144,15.7,78,usa,chevroelt chevelle malibu
26.2,4,133.0,70,2491,18.4,78,europe,opel 1900
16.9,8,267.0,136,3364,15.5,79,usa,plymouth cricket
18.1,5,107.0,85,1858,16.5,79,japan,honda civic cvcc
20.4,5,111.0,93,3536,17.4,79,usa,amc rebel sst
30.7,6,307.0,109,2619,17.6,79,usa,ford mustang gl
27.0,7,172.0,139,3910,12.5,79,usa,chevrolet vega
10.4,8,381.0,112,3276,14.6,79,usa,pontiac phoenix
17.7,8,328.0,126,2758,17.4,79,usa,amc matador
19.1,5,184.0,139,2851,10.5,79,usa,oldsmobile delta 88 royale
21.4,5,354.0,218,3301,13.8,79,usa,buick century special
36.7,7,427.0,198,3975,17.8,79,usa,amc matador (sw)
26.6,4,86.0,68,2670,14.4,79,europe,peugeot 504
40.1,4,157.0,71,2033,16.3,79,europe,mercedes-benz 240d
25.7,7,182.0,73,2862,13.9,79,usa,ford fairmont (man)
22.8,5,236.0,99,2577,12.5,79,usa,ford pinto (sw)
10.0,8,355.0,126,3119,16.8,79,usa,plymouth satellite sebring
24.3,6,171.0,89,2501,16.9,79,usa,dodge d200
15.6,8,128.0,130,4511,13.0,79,usa,ford country
33.5,4,105.0,51,2722,13.6,79,europe,peugeot 505s turbo diesel
16.7,8,384.0,110,4469,14.7,79,usa,mercury marquis brougham
15.2,5,268.0,129,3423,19.0,79,usa,dodge colt hatchback custom
17.8,4,166.0,230,4422,19.6,79,usa,amc concord dl
29.9,4,104.0,54,2661,14.7,79,europe,volkswagen rabbit custom diesel
44.4,4,80.0,53,2421,16.7,79,europe,audi 4000
22.4,7,134.0,102,2627,10.1,79,usa,pontiac firebird
15.5,8,328.0,111,4536,14.2,80,usa,ford thunderbird
30.4,4,118.0,54,3701,19.8,80,europe,peugeot 604sl
18.3,8,319.0,161,2775,16.3,80,usa,amc concord
30.8,7,354.0,106,3450,11.4,80,usa,plymouth satellite
37.6,4,120.0,75,2583,14.6,80,europe,saab 99e
26.3,4,93.0,85,2140,16.0,80,europe,fiat 124 tc
20.3,6,156.0,100,2254,17.1,80,usa,dodge aries se
24.3,4,173.0,74,2460,14.7,80,europe,audi fox
16.9,7,409.0,146,2067,14.8,80,usa,oldsmobile cutlass ciera (diesel)
24.0,7,297.0,132,4730,16.5,80,usa,cadillac seville
22.6,6,193.0,96,3357,16.1,80,usa,ford fairmont futura
23.9,5,126.0,74,1747,11.4,80,japan,toyota corona liftback
15.0,6,340.0,143,3255,17.5,80,usa,dodge challenger se
24.6,4,128.0,99,2141,17.3,80,japan,toyota corolla 1600 (sw)
17.7,5,342.0,134,2789,15.6,80,usa,ford fiesta
19.8,8,119.0,152,1867,23.3,80,usa,pontiac catalina brougham
23.6,4,231.0,121,3526,15.1,80,usa,chevrolet citation
22.7,7,96.0,198,2344,14.3,80,usa,dodge monaco brougham
24.2,6,126.0,123,3186,14.6,80,usa,oldsmobile omega brougham
15.1,7,304.0,163,3838,18.0,80,usa,chevrolet cavalier 2-door
16.8,4,339.0,174,3688,13.6,80,usa,ford thunderbird
17.2,6,340.0,152,3456,15.6,80,usa,ford futura
28.8,4,104.0,93,2517,13.5,80,japan,datsun 510 (sw)
18.5,6,392.0,141,1871,18.4,80,usa,ford ranger
32.5,4,134.0,56,3924,16.3,80,europe,opel manta
26.8,4,81.0,60,2172,11.3,80,japan,datsun 510 hatchback
11.1,7,443.0,114,3283,22.7,80,usa,plymouth custom suburb
21.1,4,120.0,125,3529,13.9,80,usa,plymouth satellite custom (sw)
13.1,8,436.0,82,3772,15.8,81,usa,ford escort 4w
24.0,4,100.0,79,1869,12.7,81,europe,saab 99gle
30.7,6,442.0,99,3322,12.0,81,usa,oldsmobile delta 88 royale
22.7,4,204.0,89,3186,14.1,81,usa,chrysler new yorker brougham
29.1,4,106.0,71,2811,14.3,81,japan,subaru dl
19.5,5,191.0,119,5140,19.3,81,usa,chevrolet malibu classic (sw)
31.8,4,119.0,58,2367,13.2,81,japan,toyota corolla
17.6,4,314.0,83,1902,13.2,81,usa,dodge charger 2.2
25.3,4,137.0,85,1989,16.4,81,europe,renault lecar deluxe
26.0,4,86.0,67,3757,15.5,81,europe,opel 1900
27.3,7,386.0,106,3416,15.6,81,usa,chevrolet chevelle concours (sw)
21.4,7,189.0,137,4096,20.0,81,usa,plymouth fury
23.3,6,295.0,171,3345,20.8,81,usa,ford escort 4w
22.3,7,352.0,95,4484,13.1,81,usa,amc ambassador brougham
17.8,7,144.0,148,3107,15.3,81,usa,oldsmobile cutlass ciera (diesel)
19.6,7,318.0,158,3360,17.5,81,usa,ford torino 500
21.6,4,125.0,102,2136,11.0,81,europe,saab 99gle
30.3,4,150.0,63,2322,16.7,81,japan,toyota celica gt liftback
14.0,6,322.0,95,5140,17.3,81,usa,oldsmobile starfire sx
39.5,4,75.0,161,2295,18.2,81,europe,volkswagen scirocco
16.4,8,450.0,56,3101,19.0,81,usa,plymouth volare premier v8
33.0,4,119.0,65,2479,16.1,81,japan,toyota corolla tercel
35.0,4,85.0,63,2204,16.2,81,japan,toyota celica gt
28.8,7,137.0,116,3908,16.3,81,usa,chevrolet nova
15.5,6,230.0,143,4544,13.9,81,usa,amc rebel sst
14.7,6,176.0,66,3087,16.2,82,usa,mercury capri v6
9.8,8,404.0,86,3033,14.8,82,usa,plymouth volare custom
36.6,4,92.0,68,3570,12.1,82,japan,toyota corolla
34.1,4,92.0,76,2230,12.9,82,japan,mazda glc custom l
16.3,4,279.0,124,3730,23.5,82,usa,pontiac phoenix lj
12.7,5,426.0,111,2331,17.9,82,usa,ford ltd landau
31.6,4,106.0,98,1870,11.5,82,europe,peugeot 504 (sw)
17.2,7,206.0,144,3107,20.8,82,usa,dodge aspen 6
28.6,4,111.0,77,2549,14.2,82,japan,datsun 310
40.0,7,201.0,99,3522,14.3,82,usa,mercury grand marquis
20.4,8,240.0,101,2221,16.7,82,usa,plymouth horizon
16.1,5,270.0,75,3952,12.7,82,usa,pontiac phoenix lj
18.1,6,441.0,96,3065,16.9,82,usa,ford pinto (sw)
33.9,4,450.0,116,2222,13.7,82,usa,oldsmobile cutlass salon brougham
9.0,6,386.0,97,3253,17.4,82,usa,chevrolet vega 2300
16.8,4,194.0,81,4135,15.7,82,usa,oldsmobile cutlass supreme
15.0,4,443.0,209,3856,18.2,82,usa,plymouth fury
23.2,5,365.0,100,3445,10.8,82,usa,pontiac safari (sw)
26.0,4,111.0,58,2095,17.5,82,europe,volkswagen scirocco
21.4,8,162.0,128,3218,17.4,82,usa,ford mustang cobra
22.7,7,165.0,83,3705,14.2,82,usa,dodge charger 2.2
9.0,5,426.0,88,2327,13.0,82,usa,ford fiesta
23.0,5,98.0,46,3405,14.1,82,europe,vokswagen rabbit
32.8,4,93.0,77,2539,17.4,82,europe,saab 99e
