Date,Price
1954-09-02,605.95
1954-10-02,617.16
1954-11-01,593.36
1954-12-01,583.73
1954-12-31,595.07
1955-01-30,607.67
1955-03-01,595.86
1955-03-31,580.45
1955-04-30,585.61
1955-05-30,603.06
1955-06-29,599.21
1955-07-29,603.68
1955-08-28,614.49
1955-09-27,615.98
1955-10-27,602.85
1955-11-26,623.76
1955-12-26,582.62
1956-01-25,631.38
1956-02-24,603.01
1956-03-25,612.22
1956-04-24,620.86
1956-05-24,627.08
1956-06-23,637.33
1956-07-23,615.36
1956-08-22,632.81
1956-09-21,641.69
1956-10-21,645.23
1956-11-20,620.43
1956-12-20,617.11
1957-01-19,617.0
1957-02-18,619.67
1957-03-20,643.87
1957-04-19,626.42
1957-05-19,628.87
1957-06-18,659.36
1957-07-18,653.41
1957-08-17,630.16
1957-09-16,641.94
1957-10-16,658.28
1957-11-15,644.36
1957-12-15,658.73
1958-01-14,636.8
1958-02-13,638.32
1958-03-15,662.97
1958-04-14,656.45
1958-05-14,668.03
1958-06-13,643.11
1958-07-13,647.67
1958-08-12,667.22
1958-09-11,686.46
1958-10-11,665.13
1958-11-10,654.69
1958-12-10,655.08
1959-01-09,654.7
1959-02-08,649.02
1959-03-10,668.75
1959-04-09,662.65
1959-05-09,663.84
1959-06-08,646.8
1959-07-08,674.89
1959-08-07,687.14
1959-09-06,647.39
1959-10-06,664.35
1959-11-05,679.16
1959-12-05,663.86
1960-01-04,689.33
1960-02-03,676.61
1960-03-04,675.71
1960-04-03,681.79
1960-05-03,695.68
1960-06-02,682.26
1960-07-02,689.87
1960-08-01,694.7
1960-08-31,679.87
1960-09-30,659.23
1960-10-30,696.85
1960-11-29,685.51
1960-12-29,704.87
1961-01-28,672.6
1961-02-27,689.0
1961-03-29,709.32
1961-04-28,699.45
1961-05-28,694.12
1961-06-27,700.26
1961-07-27,686.46
1961-08-26,713.46
1961-09-25,675.58
1961-10-25,714.17
1961-11-24,701.07
1961-12-24,706.62
1962-01-23,700.29
1962-02-22,701.66
1962-03-24,705.94
1962-04-23,700.55
1962-05-23,724.94
1962-06-22,714.25
1962-07-22,699.93
1962-08-21,689.05
1962-09-20,724.6
1962-10-20,691.08
1962-11-19,726.02
1962-12-19,716.83
1963-01-18,712.88
1963-02-17,720.57
1963-03-19,725.73
1963-04-18,721.69
1963-05-18,724.88
1963-06-17,716.58
1963-07-17,707.22
1963-08-16,718.77
1963-09-15,722.38
1963-10-15,722.81
1963-11-14,729.1
1963-12-14,743.27
1964-01-13,715.67
1964-02-12,733.35
1964-03-13,735.65
1964-04-12,730.44
1964-05-12,747.54
1964-06-11,734.81
1964-07-11,751.25
1964-08-10,741.27
1964-09-09,746.09
1964-10-09,737.86
1964-11-08,776.0
1964-12-08,741.3
1965-01-07,738.32
1965-02-06,738.24
1965-03-08,742.47
1965-04-07,750.55
1965-05-07,736.74
1965-06-06,745.42
1965-07-06,733.65
1965-08-05,735.67
1965-09-04,751.42
1965-10-04,768.42
1965-11-03,759.42
1965-12-03,758.18
1966-01-02,773.8
1966-02-01,761.4
1966-03-03,766.26
1966-04-02,780.67
1966-05-02,771.69
1966-06-01,761.82
1966-07-01,776.98
1966-07-31,767.8
1966-08-30,754.52
1966-09-29,760.72
1966-10-29,761.73
1966-11-28,782.13
1966-12-28,773.49
1967-01-27,774.23
1967-02-26,772.36
1967-03-28,794.13
1967-04-27,780.72
1967-05-27,768.39
1967-06-26,800.41
1967-07-26,796.71
1967-08-25,771.36
1967-09-24,783.97
1967-10-24,783.63
1967-11-23,802.11
1967-12-23,789.31
1968-01-22,798.88
1968-02-21,793.1
