method,number,orbital_period,mass,distance,year
Radial Velocity,1,417.9,,70.42,2012
Radial Velocity,6,2248.0,,,2010
Imaging,1,,,,2013
Transit,1,4.627669,,205.0,2010
Radial Velocity,3,51.645,1.8,,2003
Transit,1,3.553945,,492.0,2007
Transit,2,16.3850021,,,2012
Radial Velocity,2,2732.0,,56.5,2012
Radial Velocity,2,,0.101,38.64,2011
Radial Velocity,1,6.403,0.23,43.12,2002
Radial Velocity,1,22.09,0.48,40.32,2003
Transit,2,12.0717249,,,2012
Radial Velocity,1,963.0,,43.03,2004
Imaging,1,,,120.0,2013
Radial Velocity,1,653.22,,33.46,2002
Transit,1,3.764825,,,2010
Imaging,1,,,145.0,2013
Radial Velocity,1,326.6,,136.8,2011
Transit,2,42.994,,,2013
Radial Velocity,1,498.9,,84.03,2009
Radial Velocity,1,303.0,5.25,92.51,2003
Radial Velocity,1,,2.3,121.8,2009
Transit Timing Variations,3,,,,2014
Radial Velocity,1,1251.0,,31.12,2007
Radial Velocity,4,1.93778,,4.7,2005
Transit,1,7.919585,,125.0,2012
Transit,1,2.810595,,193.0,2011
Radial Velocity,5,44.38,,12.53,2004
Transit,2,191.2318,,,2013
Radial Velocity,3,25.6,0.024,14.97,2013
Transit,3,21.301886,,66.0,2013
Radial Velocity,1,689.0,,182.82,2011
Radial Velocity,1,1289.0,3.0,,2002
Radial Velocity,4,9.6386,,15.28,2004
Radial Velocity,1,1038.1,1.9,54.23,2007
Radial Velocity,1,,8.78,38.52,2009
Radial Velocity,3,31.56,,12.58,2006
Radial Velocity,1,3827.0,,,2014
Radial Velocity,1,256.78,,,1999
Radial Velocity,4,3848.86,1.059,13.47,2010
Radial Velocity,1,1214.0,,,2006
Radial Velocity,1,361.1,,132.8,2011
Radial Velocity,2,152.6,0.17,,2011
Transit,1,2.810595,,193.0,2011
Transit,2,12.513,,,2012
Transit,1,1.5732918,,350.0,2012
Radial Velocity,1,1075.2,,32.56,1999
Radial Velocity,3,6.673855,3.88,52.88,2005
Radial Velocity,1,4218.0,,,2009
Microlensing,1,1970.0,,,2010
Transit,1,2.5199449,,408.0,2007
Radial Velocity,3,33.941,0.0162,25.59,2011
Transit,1,5.452654,,,2011
Transit,1,6.24658,,1030.0,2013
Radial Velocity,1,,5.1,35.87,2005
Radial Velocity,1,4.9437,,40.73,2002
Transit,3,60.323105,,,2012
Radial Velocity,5,0.73654,,,2011
Radial Velocity,1,1966.1,1.34,48.64,2011
Radial Velocity,1,47.84,,49.33,2009
Transit,5,21.77596,,,2011
Pulsar Timing,1,36525.0,,,2003
Radial Velocity,3,5.6363,,25.59,2011
Transit,6,31.9996,,,2010
Radial Velocity,3,603.0,0.079,14.97,2013
Astrometry,1,1016.0,,14.98,2010
Transit,1,3.8559,,480.0,2012
Radial Velocity,1,591.9,,36.02,2006
Transit,2,38.5583038,,,2012
Transit,1,1.4822446,,360.0,2011
Radial Velocity,2,258.19,,25.65,1999
Transit,1,1.33823187,,300.0,2007
Radial Velocity,1,647.3,,,2011
Radial Velocity,1,,,10.23,2004
Radial Velocity,2,3000.0,,,2014
Radial Velocity,1,2.817822,0.38,,2005
Transit,2,,,,2012
Radial Velocity,1,136.75,2.8,62.66,2007
Radial Velocity,2,395.8,1.29,68.54,2002
Radial Velocity,1,26.73,,94.07,2006
Transit,2,42.994,,,2013
Transit,1,3.922727,,70.0,2010
Radial Velocity,2,621.99,,,2009
Transit,1,3.0678504,,60.0,2012
Eclipse Timing Variations,1,10220.0,6.05,,2009
Radial Velocity,1,974.0,,70.97,2007
Radial Velocity,1,4.072,1.33,63.49,2005
Radial Velocity,1,691.9,,81.5,2012
Imaging,1,,,10.1,2012
Radial Velocity,4,12.9292,0.017,6.27,2005
Radial Velocity,2,430.0,5.0,121.36,2002
Transit,6,46.6888,,613.0,2010
Radial Velocity,1,1145.0,,64.98,2007
Transit,1,1.689868,,2500.0,2004
Radial Velocity,1,3.33714,,25.2,2012
Transit,2,9.2869944,,,2011
Transit,2,17.324,,,2013
Imaging,1,,,,2008
Transit,4,42.8961,,,2014
Transit,1,4.086052,,,2012
Transit,1,4.942782,,,2011
Transit,1,1.4324752,,,2004
Radial Velocity,2,14.3098,0.839,,2000
Radial Velocity,1,303.0,5.25,92.51,2003
Radial Velocity,1,875.5,9.9,,2012
Transit,3,29.33434,,1400.0,2012
Transit,1,,,770.0,2011
Radial Velocity,1,1973.0,,,2005
Microlensing,1,,,,2012
Transit,3,2.15491,,,2012
Radial Velocity,2,18.357,0.039,,2013
Transit,1,3.0763776,,230.0,2008
Transit,4,42.8961,,,2014
Radial Velocity,1,2.391,15.5,76.51,2009
Transit,1,2.828042,,1150.0,2010
Radial Velocity,3,3008.0,,52.83,2009
Radial Velocity,2,621.99,,,2009
Radial Velocity,2,237.6,,42.09,2009
Radial Velocity,3,3008.0,7.2,52.83,2009
Transit,3,143.34394,,1400.0,2012
Radial Velocity,1,118.96,1.13,28.07,2000
Radial Velocity,2,607.06,7.4634,,2008
Transit,1,1.5373653,,450.0,2011
Radial Velocity,2,342.85,,32.58,2008
Radial Velocity,2,,,,1999
Radial Velocity,1,465.1,14.3,50.18,2009
Transit,1,1.5373653,,450.0,2011
Transit,2,,,,2013
Radial Velocity,1,3827.0,0.48,20.48,2014
Transit,1,4.627669,,205.0,2010
Transit,1,3.1606296,,1200.0,2013
Radial Velocity,1,691.9,,81.5,2012
Radial Velocity,1,1294.0,2.1,,2002
Transit,1,4.124481,,254.0,2010
Radial Velocity,1,1279.0,,31.03,2002
Radial Velocity,1,57.0,0.47,23.8,2010
Transit,1,3.00516,,,2013
Radial Velocity,1,354.8,,,2007
Radial Velocity,1,335.1,,39.43,2009
Radial Velocity,1,324.0,,37.42,2013
Radial Velocity,1,2.64385,,10.23,2004
Radial Velocity,1,763.0,2.6,19.84,2011
Radial Velocity,5,44.38,0.165,,2004
Imaging,1,,,40.85,2006
Transit,2,31.884,,,2013
Transit,1,3.7681,,920.0,2011
Transit,1,2.810595,,193.0,2011
Radial Velocity,3,,,14.97,2013
Transit,2,22.951,,,2013
Radial Velocity,1,,,102.04,2003
Radial Velocity,1,615.0,,35.88,2011
Transit,1,4.4652934,,,2006
Transit,1,3.89713,,770.0,2011
Transit,1,9.20205,,,2008
Transit,5,31.7844,,,2011
Transit,1,2.150008,,283.0,2011
Radial Velocity,5,261.2,,12.53,2007
Transit,1,3.1606296,,1200.0,2013
Radial Velocity,1,6.1335,,88.57,2005
Transit,1,3.8559,,480.0,2012
Radial Velocity,3,51.645,,64.56,2003
Radial Velocity,1,4.9437,0.115,40.73,2002
Transit,1,4.03519,,1060.0,2010
Transit,2,303.137,,,2012
Radial Velocity,1,3.33714,,25.2,2012
Imaging,1,,,91.83,2013
Transit,1,3.2130598,,142.5,2009
Transit,1,3.852985,,,2007
Transit,1,0.925542,,470.0,2014
Orbital Brightness Modulation,2,0.342887,,1180.0,2011
Imaging,1,,,145.0,2013
Radial Velocity,1,264.15,4.01,33.33,2002
Radial Velocity,1,990.0,4.4,,2009
Radial Velocity,1,4100.0,2.3,20.03,2013
Transit,1,3.6313,,600.0,2011
Transit,1,4.465633,,330.0,2012
Radial Velocity,1,111.7,,14.9,2009
Radial Velocity,1,1733.0,,26.95,2011
Transit,1,4.640382,,249.0,2012
Radial Velocity,1,121.71,1.54,,2014
Transit,1,3.6623866,,,2012
Imaging,1,,,,2008
Transit,2,27.402,,,2012
Radial Velocity,2,408.6,,68.54,2004
Radial Velocity,1,39.845,,17.43,1997
Radial Velocity,1,526.62,1.56,44.05,2007
Radial Velocity,1,2582.7,,47.26,2005
Transit,1,1.420033,,,2010
Radial Velocity,1,1294.0,,26.52,2002
Radial Velocity,1,16.2,,223.21,2010
Transit,2,11.8681707,,,2012
Radial Velocity,2,391.9,0.82,43.4,2007
Pulsar Timing,3,25.262,,,1992
Radial Velocity,1,358.0,,32.62,2009
Radial Velocity,1,58.43,0.01133,11.15,2011
Transit,1,4.4379637,,600.0,2011
Radial Velocity,1,778.1,5.9,,2011
Radial Velocity,1,,,33.41,2000
Radial Velocity,1,10.8985,,38.56,2002
Radial Velocity,1,2.54858,1.87,36.52,2003
Transit,1,5.508023,,166.0,2010
Transit,1,3.57878087,,570.0,2013
Radial Velocity,2,2277.0,,38.64,2011
Radial Velocity,1,572.38,7.75,41.95,1999
Radial Velocity,2,13.505,0.0186,23.44,2011
Transit,1,3.922727,,70.0,2010
Radial Velocity,1,351.5,2.5,67.39,2007
Radial Velocity,2,572.4,,,2003
Radial Velocity,2,3000.0,,,2014
Transit,1,1.5089557,,,2008
Transit,3,8.13123,,,2012
Radial Velocity,1,499.4,,51.87,2008
Radial Velocity,2,,,,2009
Transit,1,1.7497798,,,2012
Radial Velocity,2,53.881,,32.31,2011
Radial Velocity,2,1314.0,2.29,69.44,2010
Radial Velocity,1,25.827,,38.02,2004
Radial Velocity,2,1945.0,0.622,,2005
Radial Velocity,1,2063.818,,18.21,2001
Radial Velocity,2,37.91,0.0788,33.98,2008
Radial Velocity,1,104.84,,33.48,2011
Transit,1,2.810595,,193.0,2011
Transit,1,95.2738,,460.0,2009
Radial Velocity,1,,1.5,182.82,2011
Transit,2,17.2513,,,2011
Radial Velocity,2,923.8,,16.57,2005
Radial Velocity,1,83.888,,40.57,1989
Radial Velocity,2,188.9,2.25,,2002
Transit,1,4.8878162,,38.0,2008
Radial Velocity,2,4.0845,,37.84,2008
Radial Velocity,2,2500.0,,121.36,2008
Radial Velocity,1,842.0,0.75,,2009
Radial Velocity,2,621.99,12.47,,2009
Radial Velocity,1,326.03,19.4,110.62,2007
Radial Velocity,2,607.06,,25.7,2008
Eclipse Timing Variations,2,5573.55,,500.0,2010
Transit,1,228.776,,61.0,2011
Radial Velocity,2,379.63,21.42,,2009
Radial Velocity,1,8.7836,0.0265,9.42,2008
Radial Velocity,1,1057.0,,59.35,2008
Radial Velocity,3,952.0,,52.88,2009
Radial Velocity,2,607.06,,25.7,2008
Radial Velocity,1,499.4,,,2008
Transit,2,7.053,,,2012
Transit,3,12.7204,,,2011
Transit,2,23.08933,,,2014
Transit,1,1.51214,,1340.0,2010
Radial Velocity,1,5.8881,0.367,53.08,2013
Microlensing,2,1825.0,,,2008
Transit,1,3.7224747,,121.7,2008
Transit,2,13.722341,,,2013
Transit,1,11.5231,,,2014
Transit,1,4.03519,,1060.0,2010
Transit,1,4.187757,,,2008
Radial Velocity,1,883.0,,121.36,2011
Microlensing,1,,,,2010
Radial Velocity,4,3848.86,,13.47,2010
Radial Velocity,1,116.6884,,18.11,1996
Transit,3,21.301886,,,2013
Radial Velocity,1,373.3,,,2009
Radial Velocity,2,1624.0,,,2005
Transit,2,5.9123,,,2011
Radial Velocity,1,,,,2009
Radial Velocity,2,85.131,0.0496,,2011
Radial Velocity,1,8.428198,14.4,31.26,2002
Radial Velocity,1,297.3,0.61,127.55,2007
Radial Velocity,2,58.11289,8.02,37.88,1998
Radial Velocity,1,176.3,,126.1,2010
Transit,5,0.74296,,303.0,2012
Transit,1,4.885525,,,2009
Transit,2,8.306,,,2012
Radial Velocity,1,,0.71,94.07,2006
Transit,3,29.33434,,1400.0,2012
Radial Velocity,1,431.88,2.07,77.82,2001
Microlensing,1,,,,2013
Radial Velocity,1,528.07,13.65,31.79,2011
Radial Velocity,1,143.58,0.37,28.9,2005
Transit,5,122.3874,,368.0,2013
Radial Velocity,1,361.1,,132.8,2011
Radial Velocity,1,2288.0,,12.12,2009
Transit,2,33.60134,,,2012
Transit,2,10.3376,,1400.0,2011
Transit,1,1.3371182,,,2011
Transit,1,2.7033904,1.47,178.0,2013
Radial Velocity,2,607.06,7.4634,25.7,2008
Radial Velocity,3,4.215,0.016,,2009
Transit,2,9.77,,,2012
Radial Velocity,2,1383.4,,46.34,2004
Radial Velocity,2,37.91,0.0788,33.98,2008
Transit,2,2.91626,,214.0,2009
Eclipse Timing Variations,2,1916.25,,,2011
Radial Velocity,5,44.38,0.165,,2004
Radial Velocity,5,14.651,0.8,12.53,1996
Radial Velocity,1,4100.0,2.3,,2013
Radial Velocity,1,118.45,,,2003
Radial Velocity,1,1143.0,,,2003
Radial Velocity,1,1840.0,,67.61,2009
Radial Velocity,1,373.3,2.3,121.8,2009
Microlensing,2,1825.0,,,2008
Transit,2,49.532,,,2012
Transit,1,2.838971,,455.0,2012
Imaging,1,,,131.93,2010
Radial Velocity,2,3.097,,47.92,1998
Radial Velocity,1,777.0,,53.28,2009
Radial Velocity,2,188.9,2.25,94.61,2002
Radial Velocity,1,2208.0,1.45,,2012
Transit,2,44.347,,,2013
Microlensing,1,,,,2013
Radial Velocity,1,,1.04,29.76,1999
Radial Velocity,2,937.7,1.24,28.04,2003
Radial Velocity,1,4.4264,,,2012
Radial Velocity,2,530.32,,46.84,2012
Radial Velocity,1,5501.0,,29.2,2012
Radial Velocity,2,937.7,1.24,28.04,2003
Radial Velocity,2,33.823,,43.08,2011
Radial Velocity,2,1178.4,2.1,52.72,2006
Transit,1,1.212884,,393.0,2010
Radial Velocity,2,188.9,,94.61,2002
Transit,3,6.2385,,,2011
Eclipse Timing Variations,1,2900.0,,,2011
Radial Velocity,1,387.1,1.7,168.92,2011
Transit,2,22.804,,,2013
Transit,1,3.5327313,,300.0,2010
Radial Velocity,1,297.3,,127.55,2007
Transit,1,3.89713,,770.0,2011
Transit,1,5.35227,,840.0,2011
Transit,1,131.458,,1645.0,2011
Radial Velocity,1,380.8,,20.21,2010
Transit,5,77.61184,,290.0,2011
Radial Velocity,1,1523.0,,,2009
Transit,2,13.084,,,2013
Transit,1,1.5373653,,450.0,2011
Radial Velocity,6,49.747,0.08,39.39,2010
Radial Velocity,6,7.2004,0.018,6.8,2011
Radial Velocity,1,22.09,0.48,40.32,2003
Radial Velocity,1,2063.818,,18.21,2001
Transit,2,51.538,,,2012
Radial Velocity,2,226.93,0.1872,,2008
Transit,2,10.338523,,90.0,2010
Transit,2,17.324,,,2013
Radial Velocity,1,1634.0,,38.26,2009
Transit,1,3.577469,,343.0,2010
Radial Velocity,1,116.6884,,,1996
Radial Velocity,1,2890.0,,87.87,2011
Radial Velocity,1,121.71,1.54,,2014
Transit,2,26.136,,,2013
Radial Velocity,1,305.5,20.6,,2013
Microlensing,1,,,7720.0,2012
Radial Velocity,1,6.276,1.9,58.82,2001
Radial Velocity,1,1544.0,,,2011
Radial Velocity,1,528.4,1.21,12.87,2003
Transit,5,5.90124,,303.0,2011
Radial Velocity,1,48.056,0.21,51.26,2005
Transit,2,22.951,,,2013
Radial Velocity,1,1.3283,18.37,,2003
Transit,1,289.8623,,190.0,2011
Transit,4,9.6739283,,,2012
Radial Velocity,1,3342.0,,18.06,2006
Radial Velocity,2,11.849,0.0378,43.08,2011
Imaging,1,,,,2008
Radial Velocity,1,25.827,,,2004
Radial Velocity,1,5.7361,,,2012
Transit,1,4.617101,,,2012
Transit,1,,,160.0,2012
Radial Velocity,1,4.230785,,,1995
Radial Velocity,1,192.0,6.575,,2013
Radial Velocity,1,1145.0,,64.98,2007
Radial Velocity,2,379.1,2.25,,2005
Transit,1,16.2385,,,2014
Microlensing,1,,,,2009
Radial Velocity,1,2443.0,,54.92,2009
Transit,2,4.72674,,,2014
Radial Velocity,1,58.43,,,2011
Radial Velocity,1,118.96,,28.07,2000
Radial Velocity,1,68.27,0.77,65.62,2010
Orbital Brightness Modulation,2,0.240104,,,2011
Transit,2,8.92507,,,2014
Radial Velocity,4,61.1166,2.2756,4.7,1998
Radial Velocity,2,1275.0,,38.52,2011
Radial Velocity,1,1630.0,,56.31,2012
Radial Velocity,4,3848.86,,13.47,2010
Transit,2,20.8613,,2100.0,2011
Eclipse Timing Variations,2,2883.5,,500.0,2010
Radial Velocity,5,0.73654,,,2011
Transit Timing Variations,3,,,,2014
Radial Velocity,2,,,43.53,2009
Radial Velocity,2,,,68.59,2013
Radial Velocity,1,24.348,,19.89,1999
Transit,1,3.547851,,453.0,2013
Radial Velocity,1,,,,2013
Radial Velocity,2,3.8728,,20.1,2013
Imaging,1,4639.15,,12.21,2009
Radial Velocity,1,5144.0,,42.99,2012
Radial Velocity,3,2391.0,,14.08,2001
Radial Velocity,4,66.8,0.022,6.27,2005
Transit,3,2.15491,,,2012
Transit,1,3.2130598,,142.5,2009
Radial Velocity,1,2157.0,,30.88,2009
Transit,2,9.37647,,,2012
Radial Velocity,1,572.38,,41.95,1999
Radial Velocity,2,55.0,,,2004
Transit,2,15.09,,,2013
Transit,1,,,,2012
Transit,1,1.2119189,,,2002
Radial Velocity,1,21.21663,,78.25,2007
Transit,2,23.08933,,,2014
Radial Velocity,2,621.99,,,2009
Transit,3,29.33434,,1400.0,2012
Radial Velocity,2,428.5,,214.0,2009
Transit,5,0.74296,,,2012
Transit,1,3.1915239,,174.0,2007
Radial Velocity,1,1973.0,2.82,55.04,2005
Microlensing,1,,,,2008
Transit,1,2.152226,,147.0,2007
Radial Velocity,1,993.3,,73.1,2008
Transit,1,6.871815,,110.0,2010
Transit,1,105.599,,,2012
Radial Velocity,3,2391.0,,14.08,2001
Transit,2,13.485,,,2012
Radial Velocity,3,3008.0,7.2,52.83,2009
Radial Velocity,1,2063.818,10.35,18.21,2001
Radial Velocity,3,90.309,0.0151,6.06,2011
Radial Velocity,1,407.15,0.0961,15.56,2011
Transit,5,5.714932,,368.0,2013
Transit,1,3.0927616,,90.0,2008
Transit,1,3.89713,,770.0,2011
Radial Velocity,2,379.1,,94.61,2005
Transit,5,5.28696,,,2014
Radial Velocity,5,4909.0,3.53,12.53,2002
Radial Velocity,3,,,25.59,2011
Transit,7,91.93913,,780.0,2013
Radial Velocity,2,2950.0,,52.83,2008
Radial Velocity,1,63.33,,44.37,2003
Radial Velocity,1,5501.0,,29.2,2012
Radial Velocity,3,154.46,,33.24,2002
Transit,1,1.3371182,,,2011
Radial Velocity,1,303.0,,92.51,2003
Radial Velocity,1,2063.818,,,2001
Radial Velocity,1,472.0,,50.43,2010
Transit,1,2.691548,,,2014
Transit,3,1.865169,,,2011
Radial Velocity,1,,,34.6,2001
Radial Velocity,2,454.2,,16.57,2002
Transit,7,8.719375,,,2013
Transit,1,3.408821,,,2010
Transit,1,,,2000.0,2007
Transit,1,3.24674,,2250.0,2011
Radial Velocity,1,351.5,,,2007
Transit,1,9.4341505,,200.0,2013
Transit,2,45.29485,,173.0,2011
Radial Velocity,1,890.76,1.79,48.95,2004
Radial Velocity,2,1270.2,3.44,53.82,2007
Radial Velocity,1,1057.0,,59.35,2008
Transit,1,3.7354417,,,2009
Transit,2,15.9654,,,2014
Radial Velocity,1,387.1,1.7,168.92,2011
Radial Velocity,2,6005.0,,25.64,2012
Radial Velocity,6,256.2,,,2013
Radial Velocity,1,16.2,,223.21,2010
Radial Velocity,2,1657.0,,15.71,2010
Transit,3,85.312,,,2012
Radial Velocity,1,264.15,4.01,33.33,2002
Transit,5,0.74296,,303.0,2012
Orbital Brightness Modulation,1,1.54492875,,,2013
Transit,2,27.9481449,,,2012
Radial Velocity,6,49.747,,,2010
Transit,3,85.312,,,2012
Transit,1,4.3176782,,,2010
Radial Velocity,6,9.6184,,12.83,2008
Transit,2,,,,2014
Transit,5,7.07142,,,2014
Microlensing,1,,,,2012
Transit,1,4.8878162,,38.0,2008
Transit,2,303.137,,1500.0,2012
Transit,5,5.90124,,303.0,2011
Radial Velocity,1,516.22,,119.47,2009
Radial Velocity,1,700.0,1.16,87.41,2008
Transit,2,12.3335,,1200.0,2011
Transit,1,1.4324752,,600.0,2004
Transit,1,3.7354417,,400.0,2009
Transit,2,42.882,,,2013
Radial Velocity,1,1630.0,,,2012
Microlensing,2,,,4080.0,2012
Transit,1,4.954658,,140.0,2008
Transit,3,5.398763,,135.0,2012
Radial Velocity,1,5.3978,0.029,16.82,2008
Radial Velocity,2,194.3,0.85,43.4,2007
Transit,1,3.030065,,152.3,2004
Eclipse Timing Variations,2,5767.0,,130.72,2008
Radial Velocity,1,123.0,,43.99,2004
Transit,2,0.853585,,150.0,2009
Radial Velocity,1,143.58,0.37,,2005
Radial Velocity,2,820.3,,,2014
Transit,1,4.2,,8500.0,2006
Radial Velocity,1,75.523,0.26,35.91,2000
Transit,1,2.694047,,344.0,2012
Radial Velocity,2,46.025,0.0318,42.52,2011
Transit,4,13.5708,,,2014
Microlensing,2,,,,2012
Radial Velocity,2,613.8,1.85,68.35,2010
Transit Timing Variations,2,160.0,,2119.0,2011
Microlensing,1,,,,2004
Transit,1,1.796,,8500.0,2006
Radial Velocity,1,55.806,,20.82,2009
Radial Velocity,1,501.75,6.9,,2009
Radial Velocity,6,16.3567,,39.39,2010
Transit,2,10.7421,,800.0,2011
Radial Velocity,1,8.428198,,31.26,2002
Radial Velocity,3,559.4,,52.83,2007
Transit,1,4.187757,,260.0,2008
Radial Velocity,2,2277.0,,,2011
Transit,1,4.353011,,,2009
Radial Velocity,1,418.2,2.51,80.58,2007
Radial Velocity,3,14002.0,1.64,,2009
Radial Velocity,2,825.0,0.895,68.35,2010
Radial Velocity,1,4.9437,0.115,40.73,2002
Microlensing,1,,,2570.0,2012
Radial Velocity,2,692.0,,15.1,2007
Imaging,1,,,,2013
Transit,2,22.951,,,2013
Transit,2,12.0717249,,,2012
Transit,1,2.9036747,,345.0,2012
Radial Velocity,2,,1.92,,2002
Transit,3,35.3331,,,2014
Radial Velocity,2,1383.4,,,2004
Transit,2,303.137,,1500.0,2012
Transit,7,124.9144,,780.0,2013
Transit,1,6.87349,,2700.0,2010
Transit,1,2.899736,,138.0,2007
Transit,1,4.640382,,249.0,2012
Transit,2,2.58664,,,2014
Transit,3,14.85888,,,2011
Microlensing,2,5100.0,,,2008
Transit,1,2.797436,,411.0,2011
Transit Timing Variations,3,,,,2014
Transit,1,8.884924,,1140.0,2013
Transit,2,10.2184954,,,2012
Transit,1,2.152226,,147.0,2007
Imaging,1,,,11.43,2010
Transit,1,59.87756,,,2013
Radial Velocity,1,407.15,,15.56,2011
Radial Velocity,6,2248.0,,39.39,2010
Transit,5,41.02902,,,2011
Radial Velocity,1,118.96,1.13,,2000
Radial Velocity,3,14.025,,25.59,2011
Radial Velocity,1,2.1451,,,2012
Radial Velocity,1,268.94,1.47,,2009
Microlensing,1,,,,2008
Radial Velocity,1,,,,2009
Radial Velocity,2,14.182,,28.6,2011
Transit,1,3.039577,,204.0,2011
Transit,1,1.4822446,,,2011
Radial Velocity,1,868.0,1.4,130.89,2011
Transit,2,303.137,,1500.0,2012
Radial Velocity,1,192.0,,,2013
Transit,1,4.234516,,,2010
Radial Velocity,2,262.709,,37.16,2000
Transit,3,39.792187,,66.0,2013
Transit,1,4.2,,8500.0,2006
Transit,1,2.9036747,,,2012
Radial Velocity,1,420.77,1.7,,2007
Radial Velocity,1,589.64,,10.34,2006
Transit,1,0.78884,,250.0,2009
Transit,1,1.51214,,,2010
Transit,1,288.822,,1499.0,2011
Transit,1,1.2119189,,,2002
Radial Velocity,1,279.8,,,2008
Radial Velocity,1,163.9,5.02,65.79,2008
