id,question,choices,answerKey
38,Which change increases the rate of a chemical reaction?,38,A
39,Which of these is a renewable resource found in Nevada?,39,C
40,What goal does taxonomy accomplish?,40,B
41,Which group of organisms can make food by a process called chemosynthesis?,41,C
42,"Louis Pasteur discovered a process that allows milk to be stored in sealed containers for long periods of time without spoiling. The process, called pasteurization, involves heating the milk before placing it in the sealed containers.Which is the best explanation of how pasteurization works?",42,C
43,"In the past, wild hogs called ""javelinas"" were seen only in the southern part of New Mexico. Now, javelinas are seen in areas 100 miles further north. What is the most likely cause of this expansion?",43,C
44,Mr. Mendoza's class studied different body systems. What is an important function of the circulatory system?,44,D
45,Which item is used for protection from chemical splashing?,45,C
46,"A large cold front is moving past the school on a hot, humid summer day. Which best describes the type of weather as the cold front passes by?",46,B
47,"Many natural rock formations change color over time. In Utah, for example, iron oxidized and formed red, orange, and yellow rock. Which of the following is the cause of this change?",47,C
48,What is one way that humans can maintain good health?,48,C
49,In which process is nitrogen from the air put into a form that plants can use?,49,B
50,"A scientist was investigating why several fish caught from a local stream displayed similar mutations. He found that the water temperature of the stream was elevated since an industrial plant began discharging heated water into the stream. The scientist concluded that increased water temperature during the egg phase led to the mutation in the fish. According to this conclusion, the mutation was caused by",50,A
51,The systems of the human body work together. Which system works with the skeletal system by pulling on the bones to create movement?,51,C
52,Which object in our solar system reflects light and is a satellite that orbits around one planet?,52,B
53,"Earthworms live underground in the soil. As they move through the soil, they create tunnels. The tunnels help improve the soil. Plants grow better in soil that has earthworms. Which statement explains how earthworm tunnels help plants?",53,C
54,Which statement describes a method of sexual reproduction that occurs in plants?,54,A
55,Where is most of the mass of the atom located?,55,C
56,All organisms contain DNA and RNA. What are the subunits of DNA and RNA?,56,C
57,Earthquake waves are recorded by seismograph machines. What does an earthquake wave transmit?,57,D
58,"Many natural rock formations change color over time. In Utah, for example, iron oxidized and formed red, orange, and yellow rock. Which of the following is the cause of this change?",58,C
59,Which of these dissolve in water?,59,B
60,Which of the following animal features most helps the animal move around in its habitat?,60,A
61,A group of students are observing a fish tank for a school assignment. The group is to share the observations with the class. Which statement about observations is true?,61,D
62,A hurricane is a heat engine which converts one kind of energy into another. Hurricanes convert most of the heat energy into,62,C
63,Which characteristic is found ONLY in mammals?,63,A
64,How many times does the Moon rotate on its axis during a lunar month?,64,A
65,Where does oxygen-rich blood go after leaving the lungs?,65,C
66,Which occurs as a result of Earth's tilt on its rotating axis?,66,A
67,A homeowner wants to use a renewable resource to heat the home. Which resource would be the best to use?,67,D
68,What best describes objects orbiting in the Kuiper Belt?,68,A
69,Electricity to play your radio can be made using renewable or nonrenewable resources. Which of the following resources are renewable?,69,A
70,Water enters a plant cell through the,70,D
71,What causes nighttime and daytime on Earth?,71,A
72,Eye color in human beings is an,72,A
73,"An electrical circuit can be used to break down water into hydrogen and oxygen. In this process, electrical energy produces",73,C
74,Which of the following heat exchange processes involves the collision of particles?,74,C
75,"A group of students investigated the effect of water temperature on the gill movements of goldfish. The students tested water temperatures from 20°C to 10°C at 2-degree intervals. The data showed that as water temperature decreased, the average number of gill movements per minute by the goldfish also decreased. Which type of display is BEST used to show this relationship?",75,C
76,In which way are evaporation and condensation similar?,76,C
77,A student is growing some plants for an experiment. She notices small white spots on the leaves. Which tool should she use to get a better look at the spots?,77,2
78,"A student performs an experiment and the results are shown below: Before- Iron filings are brown, small, and magnetic: Copper sulfate crystals are blue, brittle, and not magnetic. After- The copper formed was reddish, solid, and not magnetic: Iron sulfide solution was colorless and not magnetic. Which statement supports that a chemical reaction took place?",78,A
79,Which property of an element is determined by adding the number of protons and number of neutrons?,79,C
80,Index fossils help scientists estimate the age of a rock because index fossil species only existed for a relatively short time. What happened to the species that are now used as index fossils?,80,C
81,"The human body is composed of different systems made of specialized cells, tissues, and organs. Each of these structures has a specific function that aids in the survival of the human species. Which organs are used in reproduction?",81,B
82,Which body system is most affected by a disease that causes the bones to become weak and brittle?,82,B
83,Biotic forces can cause changes to the surface of Earth. Which is the best example of living organisms causing weathering?,83,A
84,"Over a long period of time, a rocky volcanic island that previously did not support any form of life got transformed into a dense forested region. Which of these species is most likely to have been the pioneer species that initiated this transformation?",84,D
85,Which gravitational pull has the greatest influence on Earth's tides?,85,D
86,Which unit of measurement can be used to describe the length of a desk?,86,C
87,Which pair of items will repel each other?,87,B
88,What part of the scientific method involves measuring the growth of a plant over a one-month period?,88,B
89,"Jennifer has collected rocks while hiking. As she attempts to classify her rocks, which will she put in the pile of sedimentary rocks?",89,C
90,Which best describes a characteristic of the jet stream?,90,C
91,"In a meadow ecosystem, mice receive most of the energy they need to survive directly from which of the following sources?",91,A
92,A company that makes fences started using a new material instead of wood. The new material will last longer than wood. What is the most likely benefit of the new material?,92,B
93,"When two objects are touching, heat is transferred from the warmer object to the cooler one by",93,B
94,Which of these human activities in a forest has a positive effect on the ecosystem?,94,B
95,A caterpillar changing into a butterfly is an example of,95,D
96,A scientist is comparing two body cells of a multicellular organism. Which of the following is most likely identical?,96,C
97,A generator converts mechanical energy to electrical energy by using a conducting metal loop turning in a,97,B
98,Some kinds of fish live most of their lives in salt water but lay their eggs in freshwater. Their ability to survive in different environments is an example of,98,B
99,A large quantity of heavy rain falling in a short time period will most likely,99,C
100,The Theory of Plate Tectonics revolutionized scientific thought because it,100,A
101,Biotic forces can cause changes to the surface of Earth. Which is the best example of living organisms causing weathering?,101,B
102,Which characteristic is an example of learned behavior?,102,B
103,A hillside along a highway has exposed layers of undisturbed sedimentary rock. Which method would be best for scientists to use to determine the relative age of these sedimentary rock layers?,103,C
104,"Since green plants make their own food, they are called",104,B
105,"In fruit flies, red eyes are dominant over sepia eyes. A male with red eyes is crossed with a female with sepia eyes producing first generation offspring that all had sepia eyes. What does this indicate about the flies that were crossed?",105,D
106,Vascular plants have tissue called xylem. Which of these is transported by the xylem?,106,B
107,An element with which property would be best to use in electrical wiring?,107,A
108,Scientists who have studied the hydrosphere concluded that about 71% of Earth is covered with water. Which part of the hydrosphere is most often associated with the formation of organic rocks?,108,B
109,"Janet learns that Earth is tilted. Due to its tilt, some areas on the surface of Earth experience darkness for an entire day. Which plant process is affected most during this darkness?",109,B
110,"When Isaac Newton theorized that gravity caused objects to fall to the ground, he had also discovered the force that causes",110,C
111,"In New York State, the longest period of daylight occurs during which month?",111,C
112,Which metric unit is used to describe an object's length?,112,A
113,"Two seismographs are placed 500 km from an active fault line, one on each side of the active fault line. During an earthquake, what most likely accounts for the different readings on the seismographs?",113,1
114,"Some students were investigating the relationship between position, time, and speed. The students marked the initial position of a toy car. The students set the car into motion and marked the position of the car each second. Which of these are most appropriate for recording and analyzing the students' data?",114,C
115,Paula determines a property of a marble using a balance and a graduated cylinder. What property is Paula most likely determining by using both tools?,115,A
116,What product was being formed as plants died and sank to the bottom of swamps?,116,D
117,Which adaptation allows a fish to get oxygen underwater?,117,B
118,Which of the following is most consistent with the modern theory of evolution?,118,B
119,Many areas of Massachusetts have small deep ponds called kettle ponds. Which of the following best explains the formation of these ponds?,119,D
120,The atomic mass of an atom is,120,A
121,The most effective way to show a change happening over time is to display your results using a,121,A
122,The chemical formula for water is H_{2}O. What does the formula show about each element in the compound?,122,A
123,"When a guitar string is plucked, sound is produced by",123,A
124,Which of the following best describes a role of mushrooms in ecosystems?,124,A
125,Burt used a spoon to stir soup that was cooking on his stove. Which spoon will stay the coolest while he stirs?,125,D
126,"The work of which scientist serves as the basis for many procedures used in agriculture, such as selective breeding of plants?",126,D
127,"When a switch is used in an electrical circuit, the switch can",127,B
128,Which property of water allows it to dissolve many different substances?,128,B
129,In what leaf structure is photosynthetic tissue found?,129,C
130,A marble is dropped in a glass of water. Which force pulls the marble to the bottom of the glass?,130,A
131,Some types of trees are able to survive the heat of a forest fire. Which of the following characteristics would best help a tree survive a fire?,131,B
132,"What kingdom contains organisms that are multicellular, have no chlorophyll, and absorb nutrients from decaying tissue?",132,D
133,High-altitude cirrus clouds are primarily formed from which substance?,133,A
134,Which of the following structures does a frog develop as it changes from a tadpole to an adult frog?,134,3
135,"Some meteorologists use visual aids such as diagrams, maps, and charts when they present the weather to television viewers. How do different types of visual aids help the viewers understand complex weather phenomena?",135,B
136,A student has two solid samples of the same substance. Which property do the substances most likely have in common?,136,B
137,A student describes a substance as lacking a definite shape. The description also states that the particles of matter are close to each other but still able to flow past each other. Which type of substance is the student most likely describing?,137,C
138,"A rainforest area is experiencing a severe drought. As a consequence, the insect population has decreased. What will the insect-eating birds most likely do as a result of the drought?",138,B
139,"In addition to oxygen, which gases make up the largest percentage of Earth's atmosphere?",139,A
140,"If a neutral atom loses an electron, what is formed?",140,C
141,A root emerges from a seed because of the force of,141,C
142,One example of matter is,142,D
143,Scientists can identify an element by looking at the structure of a single,143,C
144,An atom consists of a nucleus surrounded by,144,B
145,"Janet learns that Earth is tilted. Due to its tilt, some areas on the surface of Earth experience darkness for an entire day. Which plant process is affected most during this darkness?",145,B
146,The stages in the life cycle of an organism are shown below. birth -> growth -> development -> reproduction -> death In which life cycle stage will a new organism be made?,146,D
147,The formation of diamonds requires tremendous pressure that is generated,147,A
148,Which characteristic is found ONLY in mammals?,148,C
149,"In humans, the digestion process begins in",149,D
150,All living things need energy to survive. What is the primary source of energy for all living things?,150,A
151,"Wire was looped several times around an iron nail, and the wire's ends were connected to a battery. For which of these will this device most likely be used?",151,C
152,A cell that is unable to import substances required to process chemical energy is most likely a result of a malfunctioning,152,A
153,Down feathers are used by many sleeping bag manufacturers because down feathers are,153,B
154,Which of these BEST describes the way a feather feels?,154,4
155,Scientists found fish fossils in the desert. What do the fossils tell about this environment when the fish were alive?,155,1
156,The surface of a heated metal object measures 120°C. It is dropped into a bucket filled with water measuring 10°C. Which of the following is most likely to occur?,156,1
157,Which of the following would be more likely to pollute a river?,157,D
158,"Water that is used to cool nuclear power plants can be released into water bodies, causing an area called a thermal plume. A thermal plume can be 12-18°C warmer than surrounding waters. Although some fish may be attracted to the warmer water, other organisms may not be able to survive. Government officials order a study to determine the effects of a thermal plume in a water body near a nuclear power plant in North Carolina. Which factor most related to temperature should the study focus on in order to determine whether the thermal plume is damaging the health of the water system?",158,D
159,Which two activities are carried out by all species of living things?,159,A
160,"In a closed system, what happens to the total energy of the system as energy conversions take place?",160,A
161,Frame construction predominates in the New England area due to the abundance of,161,A
162,"When trees are removed from an area in a tropical rainforest, the area experiences an increase in soil erosion. Which statement best explains why removing the trees can lead to soil erosion?",162,C
163,What causes the most soil and rock erosion?,163,A
164,Which of the following animals goes through metamorphosis?,164,D
165,"In most animals, combinations of various tissues make up functional units called",165,D
166,What does a mirror do to light that causes objects to appear backwards?,166,D
167,"An Italian scientist named Alessandro Volta invented the Voltaic pile in 1800. It was able to produce a steady electrical current. Based on this description, what is the modern equivalent of the Voltaic pile?",167,A
168,Helen is preparing a presentation about objects in the solar system. She includes facts about the order of the planets and their distances from the Sun. Which statement could she include in an accurate presentation?,168,C
169,A balloon filled with helium gas is set free and starts to move upward. Which of the following best explains why the helium balloon moves upward?,169,D
170,Which of the following best represents one particular stage in a life cycle?,170,C
171,Some plant species are more tolerant of acidic soil than others. The tolerant species are favored in areas affected by which consequence of human activity?,171,D
172,Which characteristic helps a fox find food?,172,D
173,Genes code for specifically structured,173,B
174,"According to the endosymbiotic theory, double-membrane mitochondria originated as a result of some larger eukaryotic cells with flexible membranes engulfing smaller prokaryotic cells. Which of these explains where the outer layer of the double membrane of the mitochondria originated?",174,D
175,Which of these will always produce a magnetic field?,175,D
176,What is the major function of the human excretory system?,176,C
177,"A student put 200 milliliters (mL) of water into a pot, sets the pot on a burner, and heats the water to boil. When the pot is taken off the burner, it contains only 180 milliliters (mL) of water. What happened to the rest of the water?",177,A
178,Which system of the human body provides protection to most of the major organs?,178,D
179,A greenhouse is used as a model of the atmosphere. Which of the following cannot be demonstrated by the model?,179,C
180,What happens when oil and water are mixed?,180,D
181,Harmful ultraviolet rays from the Sun are primarily absorbed by,181,D
182,Directions Read the information about wind erosion then answer the question. Wind can cause erosion that changes the surface of the Earth. Wind erosion can have negative effects on the environment by removing soil and polluting the air during dust storms. Walter wanted to find out if faster wind speeds increased the amount of wind erosion. Which instrument should he use to measure wind speed?,182,B
183,Changes to abiotic factors in an environment can impact biotic factors. Which statement is the BEST example of this situation?,183,A
184,The correct procedure after completing a laboratory experiment is to,184,C
185,Which is the result of mitosis?,185,D
186,"Rocks can be classified many different ways, including as igneous, metamorphic, and sedimentary. This classification is based on the",186,A
187,Which of the following best describes an atom?,187,D
188,Which is a major organ of the nervous system?,188,D
189,Which of these shows the correct order for the central dogma of molecular biology?,189,C
190,Frogs and salamanders compete with each other for insects. Both frogs and salamanders catch flying insects with their tongues. Which feature would most likely help both animals compete for flying insects?,190,B
191,What geographic obstacle causes water to condense in an air mass as the air mass moves?,191,D
192,Young frogs do not resemble adult frogs. Which term is given to this pattern of development in frogs?,192,B
193,Which effect would the growing of legume crops such as beans and soybeans have?,193,D
194,Strong winds have the ability to uproot large trees in a wooded area. Which of these organisms would most likely benefit from this change in a habitat?,194,A
195,What is the role of decomposers in a food chain?,195,D
196,"To safely conduct an experiment using chemicals, what should students always do?",196,C
197,Which of the following would be most useful for calculating the density of a rock sample?,197,A
198,Life is more likely to be found on a planet whose atmosphere contains abundant,198,C
199,Which conclusion can be made about earthworms because they do not have an internal skeleton?,199,B
200,How does the length of daylight in New York State change from summer to fall?,200,B
201,"A strawberry farmer finds that, after a hard freeze, some of his strawberries are still alive. Which best explains why these strawberries were able to survive?",201,A
202,Which is the best explanation of the term ecology?,202,D
203,Frame construction predominates in the New England area due to the abundance of,203,A
204,Which sentence about the periodic table of elements is true?,204,C
205,Which type of rock is formed when limestone is subjected to heat and pressure?,205,D
206,"David planted ten corn seeds in sandy soil and ten corn seeds in clay soil. He kept both groups of plants at room temperature, gave them the same amount of water, and placed them all in the same sunny room. Which of the following questions is David most able to answer with his experiment?",206,A
207,The praying mantis is well camouflaged in its natural habitat. What is a benefit of this adaptation?,207,A
208,"Because sulfur cannot be decomposed by simple chemical methods into two or more different substances, it is classified as",208,B
209,Matter that is vibrating is producing ___.,209,C
210,Which plant trait is inherited?,210,C
211,Which scientific model could be used to predict the properties of an element?,211,B
212,The periodic table provides information about the atoms of different elements. Which is a characteristic of an atom determines what element it is?,212,C
213,Which of the following systems breaks food into nutrients that can be used by the body?,213,C
214,"In a gasoline-powered car, chemical energy from gasoline is transformed to make the car move. The motion of the car is what form of energy?",214,B
215,Fossil records indicate that Earth was first inhabited by bacteria-like organisms. These organisms,215,D
216,"If a neutral atom loses an electron, what is formed?",216,C
217,"In pea plants, tall is dominant over short. What size pea plants will result when a pure tall plant is crossed with a pure short plant?",217,A
218,Which type of evidence would a geologist need to support plate tectonic theory?,218,B
219,What process forms an image in a mirror?,219,C
220,"The part of the rock cycle that transforms compressed rock formed from sea organism shells into a harder, denser rock is",220,C
221,"Nevada is much drier than regions in California that are at the same latitude. Compared to these regions in California, which feature of Nevada contributes most to this dry climate?",221,A
222,All the ponds in an area dried up during a drought. The population of which of the following animals that live in the area is most affected by the drought?,222,B
223,Crows are found throughout many parts of the world. They are black birds with excellent hearing. In the wild they live for six to seven years. Some crows in Japan open hard-shelled nuts by dropping them in front of moving cars. Which of these is a learned behavior?,223,1
224,"As the hawk population increases in an ecosystem, the deer mouse population will most likely decrease as a result of",224,A
225,Which of these is the best definition of heredity?,225,C
226,Which group of organisms can make food by a process called chemosynthesis?,226,B
227,Which characteristic helps a fox find food?,227,C
228,Which part of a DNA molecule represents encoded information?,228,D
229,Some areas of the world are experiencing more desert-like conditions. This change most favors survival of species with the ability to do which of the following?,229,A
230,"A student conducts an investigation using mold spores. In one part of the investigation, he needs to closely examine a spore sample. Which piece of equipment does the student need to use to keep mold spores from entering his respiratory system?",230,B
231,Which biological activity occurs in a repeated rhythm?,231,C
232,What type of energy travels through the body of a microscope that allows the specimen to be seen by a student?,232,B
233,The core of Earth is divided into two layers. The outer core is made of,233,B
234,A teacher demonstrates a chemical reaction. A student observes that the test tube in which the reaction occurs becomes warm. What is the source of the thermal energy generated by the reaction?,234,D
235,"A layer of solid brittle rock comprises the outer 100 kilometers of Earth. This layer, which contains both the crust and the upper mantle, is called the",235,1
236,The digestive system breaks food into simple substances that the body can use. What system carries these simple substances from the digestive system to other parts of the body?,236,B
237,What do all mammals have in common that distinguishes them from birds?,237,D
238,Which action is the best method to separate a mixture of salt and water?,238,D
239,Yumiko gave some reasons why kettles and kitchen pans are often made of copper. Which reason is correct?,239,D
240,Which object is the best conductor of electricity?,240,A
241,"A city has a temperature of 75 °F, with partly cloudy skies. Weather forecasters are predicting that the air pressure and temperature will drop during the day. Which type of weather is most likely for this area in the late afternoon?",241,C
242,Which set of equipment would be best to use when investigating what is found in a sample of pond water?,242,3
243,"When ice melts, it becomes a",243,C
244,Which two observations are both used to describe weather?,244,B
245,Competition is most likely to occur between which two organisms?,245,C
246,More sulfur dioxide is being added to the atmosphere. How will this most likely affect the hydrosphere?,246,C
247,What is the density of a 64-g iron cube that displaces 8 mL of water?,247,A
248,Genes code for specifically structured,248,C
249,Multicellular organisms grow in size by producing more,249,D
250,Which of these is an organism that is unicellular?,250,C
251,The Moon is visible to observers on Earth because of,251,C
252,Which characteristic is most beneficial for an animal living on a snowy mountain?,252,C
253,Earth's core is primarily composed of which of the following materials?,253,A
254,The prairie grass ecosystem once had a deep layer of topsoil which was protected by the grasses that covered it. Removal of these grasses for farmland is causing the soil to be eroded mainly by,254,D
255,Eating leafy vegetables is important for human health. This is because leafy vegetables are a good source of which of the following?,255,D
256,A student climbs up a rocky mountain trail in Maine. She sees many small pieces of rock on the path. Which action most likely made the small pieces of rock?,256,C
257,"When carbon and oxygen combine chemically, the mass of the product is",257,A
258,Male barn swallow birds with symmetrically-shaped wings find mates more quickly than males with asymmetrical wing shapes. Which statement best explains the significance of symmetry in the barn swallow population?,258,C
259,Which process drives most of the ATP synthesis in a chloroplast?,259,C
260,Darwin's theory that animal species can change over time was inspired by his research on which set of islands?,260,A
261,Decomposers are organisms that eat and break down dead plant and animal material. Which organism is a decomposer?,261,D
262,"A condition in bees called ""colony collapse disorder"" occurs when worker bees leave the hive to collect nectar and never return. How would a decline in the bee population most likely affect a farm ecosystem?",262,D
263,What best describes objects orbiting in the Kuiper Belt?,263,C
264,What causes nighttime and daytime on Earth?,264,C
265,Why do dogs have most of the characteristics of their parents?,265,A
266,Which of the following sentences best explains what happens when puddles evaporate?,266,D
267,"When water evaporates from Earth's surface into the atmosphere, its molecules enter the gas state. What change in this gas causes molecules to condense into the small water droplets that form clouds?",267,D
268,Which tool should a student use to compare the masses of two small rocks?,268,B
269,Which interaction benefits both organisms?,269,A
270,What is an example of a shelter in an ecosystem?,270,A
271,"Until recently the Grand Canyon was thought to be about 5-6 million years old. Recently a scientist gathered data and wrote a paper for a scientific journal that indicated the canyon is about 17 million years old. Before this new information about the canyon is accepted, which of these needs to occur?",271,D
272,"Mold is often found growing on old bread. In a food chain, mold is a ___.",272,B
273,What are the names of the products in the chemical equation shown below? HCl + NaHCO_{3} -> NaCl + CO_{2} + H_{2}O,273,A
274,Grooves running down the sides of a riverbank are most likely caused by,274,C
275,A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot?,275,C
276,"Over a long period of time, some flowering plants have become dependent on honey bees to fertilize their seeds. In recent years, a form of mite has infected and killed the honey bees in many areas of the country. Since this has happened, the once bee-dependent plants with the best chance of surviving are those that",276,A
277,"Which of these best defines the term ""pollutant""?",277,B
278,A student is measuring the distance a car travels down a ramp using yards. Which measurement is most similar in length when using the metric system of measurement?,278,A
279,Research into the total amount of oil available for use around the world can affect what kind of human choice?,279,A
280,A student provides the following directions for brushing teeth: • Turn on the water. • Fill the glass with water and leave the water running. • Put toothpaste on the toothbrush. • Brush for two minutes. • Rinse mouth with the water from the glass. • Rinse the toothbrush with the running water. • Turn off the water. Which change in these directions would conserve the most water?,280,C
281,"The population of which of the following 26 organisms would most likely decline if small animals like rats, rabbits, and snakes were eliminated from an ecosystem?",281,A
282,"In New York State, the longest period of daylight occurs during which month?",282,B
283,"In Costa Rica a small tree, the acacia, provides shelter and food for ants. The ants protect the acacia by removing other insects and vines that might harm it. Which term best describes the relationship between the acacia and the ants?",283,A
284,Animals get energy for growth and repair from,284,D
285,What is the primary function of skin cells?,285,D
286,Research into the total amount of oil available for use around the world can affect what kind of human choice?,286,D
287,The cheetah population around the world has decreased because of poaching and loss of habitat. The surviving population is found to have similar alleles. Which factor is endangering the species' survival the most?,287,D
288,"If an environment becomes warmer and drier, the change that would most likely help a species adapt would be an increase in its",288,D
289,Growth and repair in multicellular organisms are the result of,289,4
290,A wet towel will dry when it is left in the Sun. Which process occurs to make this happen?,290,B
291,What causes the soil in a flood plain to be generally rich in nutrients?,291,A
292,Which characteristic of a cell membrane allows it to control materials entering and leaving a cell?,292,D
293,Which organisms benefit in the relationship between bees and flowering plants?,293,B
294,Which class of elements best conducts electricity?,294,A
295,Which tool should be used to compare the growth of an algal colony growing in a petri dish?,295,4
296,The functions of a plant's roots are to support the plant and,296,C
297,"In Costa Rica a small tree, the acacia, provides shelter and food for ants. The ants protect the acacia by removing other insects and vines that might harm it. Which term best describes the relationship between the acacia and the ants?",297,A
298,Which pair of English and metric units has most nearly the same value?,298,B
299,Which of these dissolve in water?,299,4
300,What motion causes day and night?,300,A
301,Which of these explains how a trench can form?,301,A
302,"Rocks are classified as igneous, metamorphic, or sedimentary according to",302,B
303,What safety equipment should be taken on all field trips?,303,A
304,A decomposer is an organism that,304,B
305,Which of the following sentences best explains what happens when puddles evaporate?,305,B
306,The burning of fossil fuels has added pollutants that contain sulfur atoms to the air. These pollutants have contributed to which of the following?,306,4
307,"To help it survive, an organism has a capsule, endospore, and pili. To which group does this organism belong?",307,B
308,"The human body has an average, normal temperature of about 98.6ºF. To keep the core body temperature from becoming too high, the brain sends a signal to the body to",308,A
309,Natural processes cause rapid and slow changes to Earth's surface. Which event causes changes to Earth's surface most rapidly?,309,A
310,"For many years, people have been curious about the stars. In the past, people have shared what they knew about the stars through stories and drawings. Which pair of tools would be most helpful for people today to gather and share information about stars?",310,A
311,A scientist is comparing two body cells of a multicellular organism. Which of the following is most likely identical?,311,D
312,What are the basic structural units of living organisms?,312,C
313,The North America Nebula is named for its similarity in shape to the North American continent. It was discovered within the Milky Way by astronomer William Herschel in 1790. What was Mr. Herschel most likely observing?,313,C
314,"When using more than the recommended amounts of pesticide on farmland, yards, and gardens, what is most likely to occur?",314,A
315,"In a meadow ecosystem, mice receive most of the energy they need to survive directly from which of the following sources?",315,C
316,"Which resource, abundant in Nevada, is nonrenewable?",316,D
317,The Himalayan Mountain chain is the youngest and tallest mountain chain on Earth. Which phenomenon contributed most to this area of continental buildup?,317,B
318,A student provides the following directions for brushing teeth: • Turn on the water. • Fill the glass with water and leave the water running. • Put toothpaste on the toothbrush. • Brush for two minutes. • Rinse mouth with the water from the glass. • Rinse the toothbrush with the running water. • Turn off the water. Which change in these directions would conserve the most water?,318,D
319,In which of these investigations would pictures from a camera be most useful?,319,D
320,"In the life cycle of a fly, which stage comes after the larval stage?",320,B
321,Which of the following is a harmful waste material that leaves the blood and travels through the lungs before leaving the body?,321,B
322,"At some places in Florida, sand on the beaches is being reduced. New sand is brought from other areas and spread on the beaches. What process causes this reduction to the beach sand?",322,A
323,Which is the best plan to make the fossil fuel supply last longer?,323,A
324,How does the appearance of a constellation change during the night?,324,A
325,Astronomers have found evidence for the existence of a super-massive black hole in the center of the giant elliptical galaxy M87. What is thought to cause black holes to form?,325,D
326,The primary reason that plants are important for an ecosystem is because they,326,B
327,"The heart, veins, arteries, and capillaries make up which organ system?",327,C
328,Scientists compared Pluto with other objects in the solar system and found that Pluto is smaller than Earth's moon. This finding caused scientists to question whether Pluto is a planet because,328,C
329,"If a tall tree falls over in a crowded forest, which resource becomes available to the surrounding plants?",329,A
330,An Earth year is the length of time it takes for,330,B
331,Peach trees have sweet-smelling blossoms and produce rich fruit. What is the main purpose of the flowers of a peach tree?,331,D
332,"In the human body, what part of the central nervous system connects with other nerves outside of the central nervous system?",332,A
333,Which is a way the agricultural biotechnology industry could have a positive impact on the environment?,333,A
334,A group of students found metamorphic rocks near a campsite. The presence of metamorphic rocks is most likely evidence of,334,D
335,What happens to the physical state of water when it freezes?,335,D
336,Which of these features of Earth's crust are caused by the shifting of tectonic plates?,336,C
