species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Chinstrap,Dream,51.7,17.3,231,3614,MALE
Chinstrap,Dream,46.5,17.5,204,3418,MALE
Chinstrap,Dream,46.1,17.3,198,4040,MALE
Chinstrap,Dream,50.6,19.6,226,3846,MALE
Chinstrap,Dream,46.0,18.1,183,3838,MALE
Chinstrap,Dream,43.5,17.1,212,3345,MALE
Chinstrap,Dream,50.7,17.8,189,4478,FEMALE
Chinstrap,Dream,46.4,19.8,193,3795,FEMALE
Chinstrap,Dream,51.0,17.3,189,3984,MALE
Chinstrap,Dream,53.5,19.2,198,4122,MALE
Chinstrap,Dream,49.7,17.3,219,3639,FEMALE
Chinstrap,Dream,49.8,16.4,194,4188,MALE
Chinstrap,Dream,54.2,19.0,174,3722,FEMALE
Chinstrap,Dream,55.8,17.3,194,3157,FEMALE
Chinstrap,Dream,49.5,19.7,206,3840,FEMALE
Chinstrap,Dream,50.9,16.8,185,3800,MALE
Chinstrap,Dream,45.7,16.6,215,4130,FEMALE
Chinstrap,Dream,50.5,17.8,205,3589,MALE
Chinstrap,Dream,42.5,16.7,192,4403,FEMALE
Chinstrap,Dream,50.1,19.0,209,3422,FEMALE
Chinstrap,Dream,46.9,18.8,223,3439,FEMALE
Chinstrap,Dream,50.7,18.5,190,3461,MALE
Chinstrap,Dream,51.4,19.8,206,4220,FEMALE
Chinstrap,Dream,52.2,17.8,202,3753,FEMALE
Chinstrap,Dream,45.6,17.3,231,3491,FEMALE
Chinstrap,Dream,42.5,18.3,215,3437,MALE
Chinstrap,Dream,45.7,19.1,188,4235,MALE
Chinstrap,Dream,48.1,19.0,196,3715,MALE
Chinstrap,Dream,40.9,18.4,188,3582,FEMALE
Gentoo,Biscoe,43.3,15.2,193,5764,FEMALE
Gentoo,Biscoe,52.2,14.5,177,5795,MALE
Gentoo,Biscoe,46.1,17.3,193,4364,FEMALE
Gentoo,Biscoe,47.3,15.6,196,5970,MALE
Gentoo,Biscoe,45.0,15.0,179,5257,FEMALE
Gentoo,Biscoe,42.0,16.3,187,5715,FEMALE
Gentoo,Biscoe,48.7,16.4,200,4357,MALE
Gentoo,Biscoe,45.2,13.8,198,4100,FEMALE
Gentoo,Biscoe,46.5,15.6,190,4860,
Gentoo,Biscoe,49.0,15.3,189,4626,FEMALE
Gentoo,Biscoe,46.2,15.3,202,4430,MALE
Gentoo,Biscoe,49.6,16.1,231,4324,FEMALE
Gentoo,Biscoe,45.1,16.2,197,5187,MALE
Gentoo,Biscoe,52.5,15.5,205,5877,FEMALE
Gentoo,Biscoe,48.2,13.1,184,4412,MALE
Gentoo,Biscoe,46.8,13.7,195,4525,FEMALE
Gentoo,Biscoe,45.5,14.3,208,4884,FEMALE
Gentoo,Biscoe,45.8,15.0,198,4225,FEMALE
Gentoo,Biscoe,44.5,15.7,219,5131,FEMALE
Gentoo,Biscoe,44.0,14.5,210,5326,FEMALE
Gentoo,Biscoe,55.1,14.1,197,4090,MALE
Gentoo,Biscoe,44.9,13.7,204,6091,FEMALE
Gentoo,Biscoe,46.8,13.7,190,4304,FEMALE
Gentoo,Biscoe,50.4,14.5,191,4495,FEMALE
Gentoo,Biscoe,45.7,14.2,186,4530,MALE
Gentoo,Biscoe,48.7,15.6,226,5380,FEMALE
Gentoo,Biscoe,50.8,15.8,179,5392,FEMALE
Gentoo,Biscoe,51.1,16.3,190,5381,FEMALE
Gentoo,Biscoe,50.8,14.1,200,4959,MALE
Gentoo,Biscoe,47.5,16.1,213,4497,MALE
Gentoo,Biscoe,49.1,16.8,201,5415,FEMALE
Gentoo,Biscoe,45.3,13.5,227,4542,FEMALE
Gentoo,Biscoe,49.8,14.6,201,5730,MALE
Gentoo,Biscoe,48.4,14.8,220,5660,FEMALE
Gentoo,Biscoe,47.5,13.4,178,5498,MALE
Gentoo,Biscoe,48.1,15.0,202,4954,MALE
Gentoo,Biscoe,45.4,16.0,214,5224,MALE
Gentoo,Biscoe,50.0,15.3,214,4583,MALE
Gentoo,Biscoe,46.5,14.5,189,5118,MALE
Gentoo,Biscoe,46.3,13.3,216,4713,MALE
Gentoo,Biscoe,50.7,14.2,190,5367,MALE
Gentoo,Biscoe,48.2,14.8,207,4969,FEMALE
Gentoo,Biscoe,42.9,15.2,205,4316,MALE
Gentoo,Biscoe,43.5,15.9,218,5000,FEMALE
Gentoo,Biscoe,46.5,15.8,196,5382,MALE
Gentoo,Biscoe,49.2,15.0,189,5244,MALE
Gentoo,Biscoe,51.1,13.2,196,4867,MALE
Gentoo,Biscoe,47.6,15.8,214,3992,MALE
Gentoo,Biscoe,51.3,16.1,207,6135,FEMALE
Gentoo,Biscoe,51.5,15.0,201,5172,MALE
Gentoo,Biscoe,45.2,14.5,191,4981,MALE
Gentoo,Biscoe,48.6,14.3,223,4523,FEMALE
Gentoo,Biscoe,49.6,17.0,211,4793,FEMALE
Gentoo,Biscoe,50.5,15.2,172,5538,MALE
Gentoo,Biscoe,46.4,15.7,199,4722,MALE
Gentoo,Biscoe,49.1,14.3,206,6300,MALE
Gentoo,Biscoe,49.8,14.5,211,4261,MALE
Gentoo,Biscoe,54.3,13.9,198,5607,FEMALE
Gentoo,Biscoe,43.5,15.1,184,5518,MALE
Gentoo,Biscoe,40.9,13.5,231,5342,FEMALE
Gentoo,Biscoe,49.5,13.9,211,4548,FEMALE
Gentoo,Biscoe,52.1,14.2,180,5867,MALE
Gentoo,Biscoe,48.7,13.9,197,4935,FEMALE
Gentoo,Biscoe,45.5,16.3,212,5723,MALE
Gentoo,Biscoe,47.2,15.3,206,4602,FEMALE
Gentoo,Biscoe,44.4,14.0,190,4834,FEMALE
Gentoo,Biscoe,49.3,13.9,218,5474,MALE
Gentoo,Biscoe,49.9,17.0,179,5057,MALE
Gentoo,Biscoe,48.8,15.4,191,5392,MALE
Gentoo,Biscoe,50.0,15.0,194,4790,MALE
Gentoo,Biscoe,42.8,14.4,198,4763,FEMALE
Gentoo,Biscoe,46.2,13.6,210,5459,FEMALE
Gentoo,Biscoe,46.7,14.8,223,5993,MALE
Gentoo,Biscoe,43.4,13.8,201,4908,MALE
Gentoo,Biscoe,45.2,15.0,230,4855,MALE
Gentoo,Biscoe,42.6,14.2,205,5696,FEMALE
Gentoo,Biscoe,50.1,14.6,190,5478,FEMALE
Gentoo,Biscoe,50.0,16.3,216,5507,MALE
Gentoo,Biscoe,45.5,15.9,210,4318,FEMALE
Gentoo,Biscoe,59.6,17.1,208,5819,FEMALE
Gentoo,Biscoe,46.2,14.6,199,5617,FEMALE
Gentoo,Biscoe,47.2,16.5,224,5185,FEMALE
Gentoo,Biscoe,49.4,15.0,192,5811,MALE
Gentoo,Biscoe,43.2,15.8,209,4563,
Gentoo,Biscoe,46.1,14.4,196,5021,MALE
Gentoo,Biscoe,48.5,17.3,191,4629,MALE
Gentoo,Biscoe,43.3,13.7,231,4687,MALE
Gentoo,Biscoe,45.5,14.9,211,5962,FEMALE
Gentoo,Biscoe,43.6,16.2,204,5197,MALE
Gentoo,Biscoe,44.9,14.2,205,4740,FEMALE
Gentoo,Biscoe,50.0,15.4,221,5597,FEMALE
Gentoo,Biscoe,53.4,15.7,193,4894,FEMALE
Gentoo,Biscoe,46.6,14.6,198,5556,FEMALE
Gentoo,Biscoe,41.7,14.2,189,4162,FEMALE
Gentoo,Biscoe,48.4,14.6,229,4376,FEMALE
Gentoo,Biscoe,50.2,14.4,196,5410,MALE
Gentoo,Biscoe,46.4,15.0,209,4585,FEMALE
Gentoo,Biscoe,46.9,14.7,193,4326,FEMALE
Gentoo,Biscoe,46.8,15.0,184,5110,MALE
Gentoo,Biscoe,45.8,14.5,191,5487,FEMALE
Gentoo,Biscoe,42.7,17.0,186,5108,MALE
Gentoo,Biscoe,50.5,14.7,210,4853,FEMALE
Gentoo,Biscoe,46.5,16.0,191,4494,MALE
Gentoo,Biscoe,43.8,13.7,213,5985,MALE
Gentoo,Biscoe,49.1,14.0,231,4893,MALE
Gentoo,Biscoe,48.4,16.1,195,4525,FEMALE
Gentoo,Biscoe,47.4,15.7,228,5090,FEMALE
Gentoo,Biscoe,49.5,13.8,187,5032,FEMALE
Gentoo,Biscoe,50.4,15.1,198,5626,MALE
Gentoo,Biscoe,45.3,14.4,210,5570,FEMALE
Gentoo,Biscoe,47.5,14.1,205,5220,FEMALE
Gentoo,Biscoe,47.8,15.7,188,6063,MALE
Gentoo,Biscoe,45.1,15.1,172,4903,MALE
Gentoo,Biscoe,55.9,13.7,193,4278,MALE
