sentence,label,idx
The books lifted onto the table.,1,218
They needn't take this exam.,1,328
The monkey is ate the banana,0,863
Over the fire there bubbled a fragrant stew.,1,812
The weights made the rope stretch over the pulley.,1,527
He let the cats which were whining out.,0,824
The books lifted onto the table.,0,748
The weights made the rope stretch over the pulley.,1,725
A seat available was in the last row.,1,46
Was sunk.,1,718
We need another run to win.,1,739
It was hated for John to leave.,1,949
"John likes some students, but I don't know who John likes some students.",1,306
The defendant walks.,0,673
John sounded very.,1,188
John tries to leave the country.,1,423
"Extremely frantically, Anson danced at Trade",1,235
The correspondence school sent Bill a good typist.,1,457
The book was seen by Mary.,0,998
Dumb ideas are put in children's heads.,1,584
"Bill didn't eat the peaches, nor Harry.",1,63
"Sandy is very anxious to see if the students will be able to solve the homework problem in a particular way, but she won't tell us which.",0,134
I dislike the company in which we placed our trust.,1,573
Nobody who hates to eat anything should work in a delicatessen.,1,190
John's arriving dead surprised me.,1,128
Nora sent Peter the book.,1,1036
John became deadly afraid of flying.,1,541
Carla slid at the book.,1,951
They yelled.,1,460
How fierce the battle?,1,821
One of Korea's most famous poets wrote these lines.,1,122
The love of my life and mother of my children would never do such a thing.,1,796
Anson demonized up the Khyber,1,851
The soundly and furry cat slept.,1,574
"She was reading the books under the table, but Fred didn't know what books.",1,212
to die is no fun.,1,625
We found your letter to ourselves in the trash.,0,1033
What did you leave before they did?,0,870
The teacher became angry with the students.,0,772
Came right in he did without so much as a knock.,0,237
Gilgamesh is having fought the dragon.,1,713
Whose bagels do you like?,1,837
John bought a book on the table.,0,169
Those pictures of us offended us.,1,545
The bird give the worm a tug.,1,497
"Meg is attracted to Harry, but they don't know who she is attracted to.",1,857
Susan told a story to her.,1,272
It is easy to play sonatas on this violin.,1,378
The monkeys proud of their leader.,0,557
the attempt by John to leave surprised me.,1,938
"They noticed the painting, but I don't know for how long.",0,313
Nobody told Susan about herself.,1,423
Some people consider the noisy dogs dangerous.,0,637
People are looking through the window.,1,99
Anson thought that himself was happy.,0,674
Ethel wishes to ask you some awkward questions.,0,321
Paperback books lift onto the table easily.,1,120
A sick owl doesn't hunt mice.,1,942
Us love they.,1,213
John promised Bill to leave.,0,318
We linguists love to argue,0,318
That Chris knew the answer occurred to Pat.,1,820
Sylvia was slapping Jeff upside the head in martial arts class.,1,139
He's a more reliable man.,1,519
"Mary listens to the Grateful Dead, she gets depressed.",0,894
Protect yourself!,1,935
An evil thought struck Dave.,1,299
I want her to dance.,0,854
A pound was weighed by the book.,1,350
"Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.",1,544
John told Mary that it was important to Fred to leave early.,1,239
We forgot our invitations.,1,468
Mary saw the boy walking toward the railroad station.,1,503
"George has spent a lot of money, hasn't he?",1,323
Mike talked about politics yesterday to my friends.,1,426
The cat was bitten the mouse.,1,777
John convinced Bill that Mary should sleep.,1,716
"Sandy is very anxious to see if the students will be able to solve the homework problem in a particular way, but she won't tell us which.",1,154
List associates of each defendant who speaks Spanish.,1,273
The children amused.,0,569
She didn't talk to one student.,0,157
John regretted it that Bill had a good time.,0,1004
Dana walked and Leslie ran.,0,940
Sam offered the ball out of the basket.,1,421
I might be not going to the party but washing my hair,1,641
The birds give the worm a tug.,1,694
Martha carved the baby a toy out of wood.,1,693
I can't remember the name of somebody who had misgivings.,1,344
John became rich.,1,822
Lee saw the student with a telescope.,0,334
Colin asked if they could get a mortgage.,1,563
Sam gave the ball out of the basket.,0,415
John is tall on several occasions.,1,325
Anson thought that himself was happy.,1,344
It stinks that Aphrodite is omnipotent.,0,807
Herman whipped the sugar and the cream.,1,84
"John and someone were dancing together, but I don't know who.",0,457
The tube was escaped by gas.,0,996
Did Calvin his homework?,1,740
I presented John with it dead.,0,1030
Bill's wine from France and Ted's from California cannot be compared.,1,845
Give me the phone number of the person whose mother's dog died.,1,522
John was spoken by Mary to.,0,445
John believes it sincerely that Bill is here.,1,848
Ourselves like ourselves.,1,598
There was some particular dog who saved every family.,0,952
"The administration has issued a statement that it is willing to meet a student group, but I'm not sure which one.",1,465
A smith hammered the metal.,1,1037
The defendants denies the allegation.,1,892
Nobody told Susan.,1,660
Birds sings.,1,806
I know you eat asparagus.,1,987
That the Cardinal won the game gave Sandy a thrill.,0,229
I didn't have a red cent.,0,1012
The person confessed responsible.,1,998
Some people yell at noisy dogs.,1,379
Medea tried the nurse to poison her children.,1,665
The administration has issued a statement that it is willing to meet with one of the student groups.,1,852
Who did you think kissed the gorilla?,1,306
"Which boy's, mother, did you meet who you liked?",0,104
What did you leave before they started playing?,1,979
"Max seemed to be trying to force Ted to leave the room, and Walt to stay a little longer.",0,148
That professor is feared by all students.,0,996
"Which book's, author did you meet?",1,755
We tried to amuse them that Kim was singing.,1,801
Terry delighted in my pain.,1,479
Cynthia chewed.,1,675
The book was by John written.,1,640
I'll work on it if I can.,1,344
TV puts dumb ideas.,1,598
The proof this set is recursive is difficult.,1,914
Fido barks.,1,858
We expect there to will rain.,1,477
Newsweek appeared on the newsstands.,1,188
"Bill didn't eat the peaches, nor Harry.",0,681
A student who to talk to us just walked in.,1,0
Leslie likes ourselves.,1,708
Over the fire there bubbled a fragrant stew.,1,614
I don't know if I should agree.,1,848
there is nothing to do.,1,638
Somebody apparently struck the unidentified victim during the early morning hours.,0,1016
Books were taken from each student and given to Mary.,0,727
It is obvious that Pat is lying.,1,367
Bill's story about Sue and Max's about Kathy both amazed me.,1,371
Leslie likes ourselves.,0,558
Any pilot on duty today could be flying this plane.,1,119
Fiona might be here by 5 o'clock.,1,798
Of whom are you thinking?,1,538
They chased the man with the car.,0,778
Protect yourself!,1,880
John was spoken by Mary to.,0,790
The argument was summed by the coach up.,0,811
It's Anson that I like,1,389
A job offered.,0,725
The teacher handed the student.,1,879
Some sentences go on and on and on.,1,99
Few dog barked.,1,972
Jean persuaded Robert.,1,1036
John loaded the wagon with hay green.,1,406
Neither von Karajan's recording of Beethoven's 6th on Columbia nor Klemperer's has the right tempo.,0,242
"I never know which papers Sandy has read, but I usually know how many.",0,901
Lora buttered at the toast.,0,223
Sandra beamed a cheerful welcome.,1,207
Anson demonized up the Khyber,1,907
The farmer dumped the cart with apples.,0,90
The monkeys proud of their leader.,1,689
The book that I like - everyone else in the class hates.,1,233
John said Joan saw someone from her graduating class.,1,392
"Because she's so pleasant, as for Mary I really like her.",1,514
John considers Bill to be silly.,1,502
Few dog barked.,1,642
Everyone who knows either Susan or Laura likes her.,0,350
"Mary will read Fred's story, and Joe will read Holly's.",1,728
Fanny regretted having to talk to Aunt Norris.,1,436
I ate that she was happy,0,578
The book surprised many people.,1,253
The bucket was kicked by Pat.,0,732
Martha carved the baby a toy out of wood.,1,912
Kris donated a book to the library.,1,458
TV puts dumb ideas in children's heads.,1,815
John decided for Bill to get the prize.,1,614
I shaved myself.,0,786
"Bill ate the peaches, but Harry the grapes.",0,101
Anson demonized David every day,1,31
To please John is easy.,0,108
A magazine about crime appeared on the newsstands.,1,278
They chased the man with the car.,1,640
The stream twists through the valley.,1,711
Each candidate who has interest in semantics will be admitted to the department.,1,24
"After reading the pamphlet, Judy threw it into the garbage can.",0,791
She's reading. I can't imagine what.,0,579
My heart is pounding me.,0,453
Somebody just left - guess who.,1,967
Some people consider the noisy dogs dangerous.,1,447
I dislike the company in which we placed our trust.,1,996
John arranged for himself to get the prize.,0,613
1 gave Mary after the party a book.,1,202
I am counting on Bill to get there on time.,1,975
"With my parents as supportive as they are, I'll be in fine shape.",1,429
The person whose mother's dog we were all fond of.,1,219
I wonder whose mother's dog died.,1,427
Neither Von Karajan's recording of Beethoven's 6th on Columbia nor Klemperer's on Angel has the right tempo.,1,755
Sandy had read how many papers?!,1,162
"John, told Mary that it would be appropriate to leave together.",1,407
List associates of each defendant who speaks Spanish.,1,767
It seems that Lucy was mugged.,1,6
John decided for Bill to get the prize.,1,367
Tabs were kept on each agent by the other.,1,330
Linda taped the picture to the wall.,1,650
John believes it that Bill is here.,1,334
I shaped a loaf.,0,1026
How fierce the battle?,1,528
Kim and Terry is happy.,1,222
I found the place where we can relax.,0,320
"I like Bill's yellow shirt, but not Max's.",0,890
"John wants to read Fred's story, and I also want to.",0,408
They praised the dedication in the volunteers.,1,688
Of whom are you thinking?,1,215
"John, told Mary that it would be appropriate to leave together.",1,498
John considers Bill silly.,1,1036
I am counting on Bill to get there on time.,0,550
John often meets Mary.,1,1034
John decided for Bill to get the prize.,0,757
Sam gave the ball out of the basket.,1,560
"Max seemed to be trying to begin to love Harriet, and Fred to be trying to begin to love Sue.",0,53
John loaded the wagon full with hay.,1,402
"That dog is so ferocious, it even tried to bite itself.",1,953
Henri wants to buy which books about cooking?,1,862
The committee knows whose efforts to achieve peace the world should honor.,1,167
Some people yell at the dogs.,1,709
We investigated the area for bombs.,1,1024
John grudgingly accepted judgments of his incompetence as an auto mechanic.,0,366
It annoys people that dogs bark.,1,452
We believed John to be a fountain in the park.,1,672
how mad was Bill made?,1,1003
What did Bill buy?,1,246
"The TA's have been arguing about whether some student or other should pass, but I can't now remember which one.",1,720
The earth was believed to be round.,0,899
Sylvia was slapping Jeff upside the head in martial arts class.,1,651
I dislike the people in who we placed our trust.,1,1041
We gave us to the cause.,1,211
Nobody likes us.,1,539
Everyone hopes everyone to sleep.,1,643
The guard marched the prisoners round the yard.,1,294
The book was seen by Mary.,1,260
"Which book's, author did you meet who you liked?",1,968
I wonder whose mother died.,1,974
Chocolate eggs were hidden from no child by any adult.,0,279
A felon was elected to the city council.,1,440
The tube was escaped by gas.,1,413
to die is no fun.,0,987
I lent the book partway to Tony.,1,159
I feel that Arch will show up.,1,540
"John wants to read Fred's story, and I also want to.",1,766
There is a nurse available.,1,558
John was struck by Bill's idiocy.,1,141
That picture of Susan offended her.,1,53
Susan whispered at Rachel.,1,37
John made Bill master of himself.,0,599
Dana walking and Leslie ran.,0,74
Ourselves like ourselves.,1,52
"John wants to read Fred's story, and I also want to.",1,634
The teacher became angry with the students.,1,1019
Michelle kept the desk with the papers.,1,48
They want them arrested.,0,492
"Bill bought a red house, and Max bought one too.",0,132
John went home.,0,352
I hope to would study in France.,1,452
Nobody likes us.,1,834
That the Cardinal won the game gave Sandy a thrill.,1,144
Mickey looked up it.,1,1028
Ellen said about the present conditions.,1,771
the panther's the coat is dark black.,0,1016
The earth was believed to be round.,1,417
Leslie used a pen.,0,228
John lay the ball in the box.,0,648
I felt that I know you.,1,186
Mary beautifully plays the violin.,1,323
Carmen bought Mary a dress.,0,63
I saw even the student.,1,473
We never found any of the unicorns.,0,872
The defendant denied the accusation.,0,79
The proof this set is recursive is difficult.,1,118
The committee knows whose efforts to achieve peace the world should honor.,0,456
The boy in the doorway waved to his father.,1,697
I've lost my wallet or I've lost my mind.,1,999
John made Bill mad at himself.,1,709
Ricky can be relied on.,1,383
Have you seen my model airplane collection?,1,887
I wonder who for us to trust.,1,294
We donated wire for the convicts to build cages with.,1,656
"Mary claimed that eating cabbage, Holly shouldn't.",1,686
"Max seemed to be trying to force Ted to leave the room, and Walt, Ira.",1,249
What the water did to the bottle was fill it.,1,321
Ellen warned Helen against skating on thin ice.,1,595
Some people consider noisy dogs dangerous.,1,259
That you will marry any student is not certain.,0,70
We appeared to them to vote for themselves.,1,690
"I know which book José didn't read for class, and which book Lilly did it for him.",1,414
"Every senator seems to become more corrupt, as he talks to more lobbyists.",1,654
John was believed to be telling the truth by Mary.,1,659
"The more Fred is obnoxious, the less attention you should pay to him.",1,628
It was believed by everybody that Mary was a thief.,1,1000
Leslie slept.,1,124
Which house does your friend live?,1,233
I dislike the company in which we placed our trust.,1,85
John believes it sincerely that Bill is here.,0,175
"The newspaper has reported that they are about to appoint someone, but I can't remember who the newspaper has reported that they are about to appoint.",0,69
Blue leather shows herself that Betsy is pretty.,1,958
They praised the dedication in the volunteers.,1,252
The man who Mary loves and Sally hates computed my tax.,1,286
I hit that you knew the answer.,0,148
Sophie will theater.,1,621
Water bubbled up out of the kettle.,1,761
He can will go,1,644
"That dog is so ferocious, it even tried to bite itself.",1,399
Vote for you!,1,377
John whispered Mary left.,1,790
It was believed by the students that they would have an exam.,1,570
I have much of the manuscript left to type.,0,381
"Which boy's, mother, did you meet?",1,836
Who did they see someone?,0,533
It is easy to play sonatas on this violin.,1,258
The book was written.,0,411
Heidi likes her violin.,1,908
The person confessed responsible.,0,471
Marianne did not leave.,1,597
John promised Bill to leave.,1,340
I like the book which you gave me.,0,188
"Mary will read Fred's story, and Joe will read Holly's.",1,511
She said she talked to three students but I don't know how many.,0,534
The bed was slept in.,1,219
She didn't talk to one student.,0,886
1 gave Mary after the party a book.,1,352
So fast did he run that nobody could catch him.,1,295
It did not rain.,0,803
"Sam doesn't play bassoon, nor Medusa oboe.",1,1007
Nobody told Susan.,1,718
Lou forgot the umbrella in the closet.,1,508
She said she talked to three students but I don't know how many.,1,1012
I would prefer to leave.,1,718
Neither of students failed.,0,490
I have much of the manuscript left to type.,0,202
John gave Bill the dog dead.,1,134
