Date,CO2,adjusted CO2
1967-11-06,356.96,334.26
1967-11-29,343.07,401.2
1967-12-01,360.08,397.53
1967-12-23,408.01,361.15
1968-01-10,354.57,408.67
1968-02-18,380.58,411.25
1968-03-18,380.35,327.68
1968-04-07,383.47,410.44
1968-04-29,378.1,369.62
1968-06-22,371.08,370.82
1968-06-28,320.13,387.6
1968-07-30,404.67,356.18
1968-08-31,363.47,375.21
1968-09-01,403.62,324.59
1968-09-07,392.79,355.02
1968-09-20,365.59,394.03
1968-10-07,366.76,397.95
1968-11-04,415.77,391.76
1968-11-29,379.18,343.14
1968-12-16,355.07,358.39
1968-12-26,333.48,353.61
1969-02-22,403.9,333.77
1969-04-05,322.33,360.81
1969-04-26,324.82,359.35
1969-05-11,389.7,368.7
1969-05-24,370.1,409.09
1969-07-16,328.06,342.38
1969-08-17,413.29,357.36
1969-08-20,383.23,371.92
1969-09-02,368.83,349.87
1969-09-11,325.1,328.49
1969-10-08,383.75,392.5
1969-10-11,350.98,339.26
1969-10-14,346.59,410.05
1969-11-02,366.99,328.38
1969-11-06,355.8,362.92
1969-11-23,375.15,324.38
1969-12-15,326.7,391.84
1969-12-27,391.61,400.64
1970-01-26,348.83,378.32
1970-02-21,335.24,337.03
1970-05-12,412.24,410.76
1970-05-30,318.08,357.81
1970-05-31,354.55,381.63
1970-07-18,402.24,390.95
1970-07-21,318.9,329.15
1970-08-10,413.69,402.1
1970-08-20,357.32,335.63
1970-09-07,317.3,403.74
1970-09-24,394.0,351.17
1970-11-10,360.5,348.08
1970-11-26,358.7,350.79
1970-11-30,395.42,324.91
1970-12-04,400.53,405.96
1971-02-20,331.54,371.15
1971-02-23,412.3,379.98
1971-03-02,375.33,376.03
1971-03-22,391.37,323.17
1971-05-09,318.22,399.55
1971-11-29,403.4,412.04
1972-01-08,345.8,344.32
1972-01-11,396.93,412.06
1972-03-25,341.05,341.81
1972-04-06,316.16,388.9
1972-08-08,345.95,347.6
1972-08-29,325.15,334.28
1972-11-26,332.29,370.22
1972-11-30,367.79,345.68
1973-01-05,397.45,337.12
1973-01-12,400.27,316.62
1973-01-17,331.98,332.65
1973-02-06,377.11,340.3
1973-02-25,414.22,388.63
1973-05-25,385.25,324.2
1973-05-28,321.48,348.49
1973-06-11,373.03,405.94
1973-07-11,339.92,346.14
1973-07-28,381.31,363.75
1973-08-12,336.64,360.37
1973-10-01,389.9,337.3
1973-10-29,329.51,341.17
1973-11-06,368.33,361.53
1974-04-10,405.42,368.86
1974-04-29,342.98,334.37
1974-06-25,387.49,401.23
1974-07-18,319.64,372.43
1974-07-20,411.37,338.47
1974-09-15,398.22,360.24
1974-09-27,337.98,392.7
1974-11-26,371.27,359.87
1974-12-02,318.6,381.99
1974-12-19,408.13,321.21
1975-03-11,413.78,321.48
1975-03-25,398.53,386.88
1975-05-02,399.22,359.25
1975-06-26,375.43,327.55
1975-09-18,349.03,333.05
1975-11-03,383.28,361.02
1975-11-18,317.92,410.4
1975-12-12,383.51,386.93
1976-02-21,368.66,370.74
1976-03-08,391.85,333.78
1976-03-13,410.91,365.3
1976-04-02,336.76,314.64
1976-04-17,359.43,376.99
1976-05-24,321.72,329.07
1976-06-10,322.66,382.52
1976-07-16,324.23,345.36
1976-08-03,379.34,368.0
1976-10-05,370.62,354.16
1976-10-31,384.53,396.07
1976-11-01,357.01,345.59
1976-11-03,315.87,360.93
1976-11-05,357.79,397.53
1977-03-11,322.06,397.43
1977-05-01,331.77,327.47
1977-06-07,372.84,343.79
1977-08-08,351.35,319.77
1977-09-20,408.56,396.58
1977-09-26,345.8,341.27
1977-09-29,329.6,404.57
1977-12-27,398.81,373.94
1978-01-02,367.4,368.53
1978-01-25,387.88,329.49
1978-03-10,316.18,319.8
1978-04-10,411.18,374.39
1978-05-02,404.59,372.48
1978-08-06,353.68,317.96
1978-09-07,379.31,398.0
1978-09-18,407.63,350.05
1978-09-24,338.37,353.66
1978-09-24,355.62,373.52
1978-10-28,394.29,340.8
1978-11-18,379.11,412.03
1978-12-03,368.76,339.91
1978-12-06,356.83,318.45
1978-12-14,351.03,395.88
1978-12-27,337.76,410.95
1979-01-08,415.99,393.07
1979-03-28,358.77,362.71
1979-05-10,348.88,383.09
1979-07-02,371.82,330.48
1979-08-10,325.52,399.61
1979-08-10,322.3,322.49
1979-08-15,325.54,407.75
1979-08-22,357.14,359.24
1979-09-12,335.19,376.61
1979-09-16,331.18,389.13
1979-09-22,393.93,366.72
1979-11-14,357.37,376.97
1979-12-05,351.59,379.61
1979-12-23,373.67,322.29
1980-03-11,396.38,364.52
1980-06-22,385.77,411.22
1980-08-01,398.59,348.16
1980-09-17,406.31,350.36
1980-10-06,322.62,354.67
1980-10-12,333.07,352.65
1980-10-14,365.38,389.35
1980-10-31,391.98,321.59
1980-12-01,375.64,364.04
1981-02-15,349.27,351.65
1981-03-15,355.57,372.68
1981-05-03,357.54,318.42
1981-05-25,334.28,319.57
1981-06-08,366.59,333.76
1981-06-22,382.41,378.81
1981-06-25,401.38,383.81
1981-07-29,323.0,343.44
1981-08-05,404.91,361.43
1981-11-07,374.26,387.59
1981-11-15,350.61,381.38
1981-12-16,321.42,355.63
1981-12-20,392.18,341.33
1982-01-02,317.63,398.83
1982-01-16,371.68,321.57
1982-04-23,323.92,362.06
1982-06-07,380.11,335.09
1982-09-23,326.37,368.57
1982-10-12,355.1,381.29
1982-10-28,316.56,403.06
1982-11-02,334.2,411.55
1983-01-06,410.41,318.53
1983-01-13,318.53,382.23
1983-01-16,363.38,394.59
1983-02-24,400.04,348.62
1983-05-26,394.04,390.86
1983-06-18,336.04,406.66
1983-07-22,343.99,354.25
1983-08-17,411.09,355.91
1983-09-24,370.61,348.96
1983-10-25,374.54,334.62
1983-10-26,389.26,367.42
1984-01-03,384.41,374.19
1984-01-26,356.01,326.51
1984-02-09,368.88,329.53
1984-03-04,327.37,368.85
1984-03-31,376.91,401.06
1984-04-26,321.36,392.73
1984-05-01,366.45,396.41
1984-05-17,413.95,351.22
1984-07-18,406.84,379.8
1984-08-23,378.0,394.67
1984-09-15,386.57,351.96
1984-12-10,367.06,334.32
1984-12-26,363.03,371.17
1985-01-19,379.99,393.5
1985-02-02,394.26,390.51
1985-02-08,367.68,323.13
1985-02-10,404.05,393.94
1985-02-15,362.94,350.15
1985-02-26,356.06,404.86
1985-04-06,368.01,361.41
1985-05-17,400.04,326.86
1985-09-13,365.35,363.13
1985-09-18,342.82,394.68
1985-09-20,412.6,406.2
1985-09-29,320.22,325.94
1985-11-04,330.4,337.23
1985-11-17,403.46,335.94
1985-12-08,374.1,366.38
1986-01-28,366.11,396.01
1986-04-10,393.91,336.93
1986-04-13,380.27,338.04
1986-04-30,404.26,379.47
1986-05-11,394.68,329.79
1986-05-29,323.74,334.7
1986-07-26,354.47,326.99
1986-08-21,365.82,331.11
1986-09-01,333.1,326.15
1986-09-11,377.14,315.03
1986-09-17,334.51,374.36
1986-09-29,316.0,340.04
1986-10-11,365.15,395.42
1986-10-28,336.88,330.52
1986-11-05,352.13,371.91
1986-12-20,324.96,366.47
1986-12-21,394.68,343.85
1986-12-24,359.63,329.81
1987-03-03,373.49,353.07
1987-03-30,412.08,404.69
1987-05-13,364.27,317.84
1987-06-04,407.68,353.03
1987-06-16,363.8,349.55
1987-06-25,346.67,342.42
1987-06-29,365.25,411.06
1987-09-25,367.85,360.16
1987-09-26,337.09,370.83
1987-10-07,340.44,384.7
1987-12-14,397.61,389.34
1987-12-21,337.81,382.37
1988-02-03,405.52,341.59
1988-03-05,345.08,321.54
1988-03-06,330.93,354.67
1988-04-10,399.63,411.08
1988-04-24,400.06,385.77
1988-05-29,401.36,335.94
1988-06-01,382.05,407.71
1988-06-29,391.95,344.86
1988-07-09,396.32,339.55
1988-08-01,319.71,346.84
1988-08-15,341.63,412.89
1988-09-10,403.3,332.9
1988-09-13,375.86,351.26
1988-10-19,375.33,397.76
1988-12-15,371.66,361.71
1988-12-29,364.49,358.17
1989-01-08,398.82,322.21
1989-03-11,355.99,361.58
1989-07-27,322.5,334.41
1989-07-29,378.5,329.11
1989-08-09,377.97,362.93
1989-09-09,324.59,348.92
1989-10-21,332.07,371.09
1989-11-01,389.94,385.41
1989-11-28,354.81,391.1
1989-12-23,367.7,365.86
1989-12-23,358.89,321.5
1990-01-05,391.82,323.44
1990-03-06,340.09,327.11
1990-03-12,402.88,374.51
1990-03-27,365.03,403.17
1990-05-18,329.78,388.05
1990-06-07,358.11,377.32
1990-06-14,386.68,321.41
1990-06-21,324.12,358.51
1990-06-29,383.31,385.16
1990-07-01,410.74,349.4
1990-08-15,411.29,332.25
1990-08-25,399.44,328.29
1990-09-06,329.07,408.09
1990-09-23,384.21,333.65
1990-10-11,396.09,394.05
1990-10-23,373.14,366.85
1990-11-29,362.19,406.58
1990-12-16,348.59,399.58
1991-01-05,340.68,391.23
1991-01-13,395.07,367.57
1991-01-21,369.81,320.75
1991-03-02,333.94,343.92
1991-03-14,345.06,405.96
1991-03-18,343.79,396.45
1991-04-05,335.97,370.23
1991-04-05,366.44,357.62
1991-04-15,346.53,396.63
1991-04-18,330.41,378.81
1991-05-29,382.06,317.44
1991-06-04,347.96,405.85
1991-06-11,408.54,347.68
1991-06-14,368.4,399.2
1991-06-15,379.83,349.09
1991-06-18,401.97,339.34
1991-07-25,318.14,374.16
1991-09-18,361.88,395.08
1991-10-10,402.85,346.56
1991-11-14,405.45,342.59
1991-12-05,371.96,384.19
1991-12-29,349.32,405.75
1992-04-08,320.0,348.28
1992-04-28,383.6,328.42
1992-05-12,330.4,387.1
1992-08-20,349.08,321.61
1992-08-31,388.61,380.37
1992-09-07,318.57,369.51
1992-09-23,329.58,314.47
1992-10-13,398.97,334.89
1993-01-08,317.49,344.46
1993-01-20,389.51,394.36
1993-02-04,337.52,410.73
1993-02-25,390.95,382.61
1993-02-26,333.17,324.75
1993-03-06,343.58,360.98
1993-04-25,376.81,324.57
1993-05-13,392.97,372.35
1993-06-26,350.38,355.31
1993-07-06,400.23,386.07
1993-07-12,382.26,386.76
1993-08-21,359.95,359.75
1994-01-17,347.38,397.74
1994-02-07,405.32,347.82
1994-02-13,346.6,341.71
1994-02-26,364.47,374.29
1994-05-13,356.47,336.65
1994-08-18,388.3,405.31
1994-09-13,330.63,390.72
1994-09-27,318.72,374.49
1994-10-24,384.16,403.85
1995-01-10,346.73,352.77
1995-05-10,315.36,369.78
1995-08-09,367.8,335.7
1995-08-17,344.98,342.89
1995-08-18,340.25,390.29
1995-08-21,385.92,351.1
1995-09-05,411.87,367.92
1995-10-27,318.25,335.64
1995-11-12,316.02,369.68
1995-12-06,391.65,408.82
1996-02-19,397.6,339.32
1996-03-17,387.84,371.94
1996-03-18,379.87,339.44
1996-04-03,339.95,337.9
1996-04-04,401.55,356.5
1996-07-29,394.52,378.05
1996-08-10,379.74,394.14
1996-08-30,401.27,391.33
1996-10-21,341.42,385.17
1996-12-11,414.11,361.54
1997-02-03,383.68,350.27
1997-02-04,398.69,321.04
1997-05-13,371.81,387.46
1997-07-10,413.25,364.23
1997-07-16,353.67,410.4
1997-09-30,392.35,337.38
1997-12-09,399.93,331.6
1998-01-13,323.96,348.32
1998-01-17,412.35,378.9
1998-02-23,377.11,365.25
1998-04-05,390.68,406.81
1998-04-13,385.57,403.44
1998-05-27,416.14,405.11
1998-06-04,402.06,328.72
1998-06-07,341.74,343.44
1998-06-12,370.25,348.29
1998-06-14,399.91,327.45
1998-07-13,357.97,410.8
1998-07-13,392.13,394.48
1998-07-15,317.66,356.4
1998-08-07,361.29,322.88
1998-09-28,351.68,383.12
1998-10-07,390.41,395.21
1998-10-11,329.2,400.21
1998-12-11,347.55,386.83
1999-01-06,382.07,321.05
1999-01-09,373.21,412.5
1999-01-20,392.95,350.99
1999-02-04,335.04,349.94
1999-03-27,314.13,394.7
1999-03-28,353.06,341.49
1999-04-09,319.83,322.33
1999-05-18,317.82,391.05
1999-08-02,398.02,404.71
1999-08-13,346.42,335.16
1999-09-06,400.41,377.94
1999-09-17,360.25,399.37
1999-09-17,390.31,389.25
1999-10-08,376.5,403.56
1999-10-18,413.73,397.79
1999-11-04,407.89,395.44
1999-12-11,335.25,384.61
2000-01-01,371.65,343.81
2000-01-17,357.6,372.4
2000-02-20,319.13,410.87
2000-04-09,316.99,363.4
2000-04-22,349.81,386.71
2000-05-25,336.9,350.62
2000-07-28,407.91,372.47
2000-11-13,328.43,390.8
2000-11-20,388.65,346.28
2001-02-27,379.81,318.46
2001-04-01,350.15,406.26
2001-05-10,365.4,325.54
2001-05-11,396.01,339.18
2001-05-29,395.69,370.49
2001-06-11,372.67,330.69
2001-06-18,344.36,325.77
2001-06-20,402.01,335.24
2001-09-02,403.4,409.43
2001-09-05,389.9,391.81
2001-10-08,401.96,395.05
2001-11-09,318.95,375.99
2001-12-18,409.83,402.59
2002-01-01,316.56,319.38
2002-02-04,334.14,359.68
2002-02-20,318.81,346.41
2002-02-28,343.34,350.61
2002-03-12,392.11,360.17
2002-03-21,386.24,317.27
2002-07-20,343.62,385.26
2002-08-23,409.5,316.99
2002-10-22,407.21,338.38
2002-11-18,359.43,319.41
2002-11-30,390.03,318.58
2003-01-01,383.94,377.9
2003-01-08,336.09,365.62
2003-01-29,359.78,405.93
2003-03-21,351.31,378.0
2003-03-28,400.18,340.66
2003-04-07,349.55,347.11
2003-06-09,328.21,407.04
2003-06-24,351.89,362.06
2003-08-19,385.11,319.88
2003-09-09,395.05,330.32
2003-10-28,355.92,322.42
2003-11-23,396.08,386.07
2003-12-03,323.22,377.03
2003-12-29,336.2,408.44
2004-02-02,329.61,358.25
2004-02-02,352.53,335.56
2004-02-26,406.02,369.06
2004-03-30,369.29,329.36
2004-08-13,370.33,381.24
2004-09-08,385.36,344.62
2004-09-28,408.97,388.44
2004-11-06,346.59,332.45
2005-01-23,365.47,345.29
2005-02-01,349.21,364.66
2005-02-01,318.17,319.89
2005-02-02,371.95,329.72
2005-02-02,366.87,343.83
2005-02-24,330.97,335.23
2005-05-11,364.43,320.96
2005-06-08,327.13,321.71
2005-09-01,388.45,379.74
2005-09-12,367.19,317.25
2005-10-04,409.63,316.53
2005-10-07,365.65,360.39
2005-10-26,388.49,396.87
2005-12-05,351.76,391.92
2006-01-30,345.84,316.38
2006-02-09,404.0,327.4
2006-02-22,372.16,397.97
2006-04-30,338.78,358.59
2006-05-03,386.72,336.97
2006-05-20,397.44,318.88
2006-07-29,339.73,358.42
2006-09-11,357.56,387.62
2006-10-01,385.22,373.78
2006-10-21,363.38,405.96
2007-02-05,383.21,370.35
2007-02-10,375.4,403.18
2007-03-01,381.01,344.09
2007-03-29,334.43,351.44
2007-04-19,348.98,400.63
2007-04-23,393.8,372.5
2007-04-28,382.26,372.95
2007-05-30,389.01,351.98
2007-07-04,349.01,373.33
2007-08-07,318.03,371.65
2007-08-18,337.08,364.4
2007-09-02,351.11,343.13
2007-10-31,365.78,334.88
2007-11-19,342.28,407.64
2007-12-30,371.23,317.11
2008-02-25,407.22,333.46
2008-04-05,401.77,329.99
2008-08-15,376.38,370.0
2008-09-08,380.24,331.82
2008-09-29,335.38,377.12
2008-11-16,410.6,376.8
2008-11-27,409.22,352.97
2008-12-26,360.15,412.56
2009-01-03,326.42,361.68
2009-05-23,405.82,331.03
2009-06-11,371.4,401.09
2009-07-13,351.89,391.34
2009-08-21,359.81,408.41
2009-10-26,373.11,392.75
2009-10-31,392.75,405.66
2009-11-13,393.23,367.66
2009-12-14,368.86,403.13
2010-01-10,413.85,327.59
2010-01-13,330.5,407.07
2010-02-16,376.18,375.55
2010-02-23,339.33,354.95
2010-02-25,366.26,370.84
2010-03-24,367.79,332.31
2010-04-05,345.12,353.76
2010-04-10,314.11,329.28
2010-05-01,314.14,331.49
2010-06-18,334.12,326.82
2010-08-20,392.74,319.65
2010-08-21,391.54,322.15
2010-09-27,356.09,388.82
2010-09-29,367.64,322.73
2010-10-17,375.49,408.72
2010-11-07,415.58,394.22
2010-12-13,319.64,326.88
2010-12-28,360.74,398.03
2011-03-15,354.4,315.18
2011-03-16,372.15,400.84
2011-03-23,410.68,318.8
2011-04-20,391.45,348.91
2011-04-30,315.77,358.99
2011-05-02,370.53,375.65
2011-05-06,380.49,394.3
2011-05-26,395.15,353.8
2011-05-31,375.37,336.44
2011-07-31,321.3,411.68
2011-09-02,337.07,411.36
2011-09-05,369.5,351.81
2011-10-23,317.35,367.26
2011-11-09,336.78,324.03
2012-01-07,328.4,333.11
2012-01-21,353.89,354.36
2012-01-24,329.45,338.68
2012-02-20,341.51,316.18
2012-03-11,380.89,341.28
2012-03-15,367.15,359.33
2012-03-27,365.05,326.46
2012-04-07,401.6,358.39
2012-06-02,362.85,315.29
2012-08-12,314.78,327.41
2012-08-29,404.02,380.8
2012-09-08,347.5,333.72
2012-09-09,398.2,326.26
2012-10-15,379.22,365.87
2012-10-22,407.21,315.64
2012-11-11,399.07,320.62
2012-12-22,366.32,362.55
2013-04-14,383.17,317.92
2013-04-25,385.28,341.27
2013-04-27,395.9,413.27
2013-05-11,394.56,370.74
2013-07-04,317.06,351.84
2013-07-14,329.11,380.49
2013-08-12,386.23,402.87
2013-08-18,410.96,396.66
2013-10-23,337.62,353.5
2013-11-06,413.74,353.37
2013-12-01,327.21,330.54
2014-01-07,324.9,320.39
2014-02-05,337.4,375.06
2014-02-23,339.57,352.4
2014-03-15,343.95,382.69
2014-04-28,385.07,372.65
2014-07-17,369.4,411.6
2014-08-11,324.63,317.4
2014-09-30,396.43,342.86
2014-11-23,360.11,355.52
2015-01-18,366.89,330.76
2015-02-26,364.49,342.76
2015-03-28,412.18,379.09
2015-04-03,385.84,379.95
2015-05-16,321.12,355.37
2015-05-21,327.47,409.58
2015-05-28,320.45,378.67
2015-06-17,349.05,324.87
2015-09-06,390.63,321.41
2015-10-20,401.36,360.06
2015-10-20,366.25,331.96
2015-10-28,412.2,345.7
2015-11-03,347.97,360.87
2015-12-05,313.3,345.45
2016-02-13,409.7,392.48
2016-02-22,358.13,320.65
2016-04-16,396.91,336.25
2016-04-22,343.38,370.99
2016-04-28,377.17,390.73
2016-05-31,334.18,340.74
2016-08-12,372.97,340.64
2016-12-08,412.54,390.27
2016-12-14,355.74,332.47
2017-02-06,393.91,370.76
2017-02-14,365.71,368.19
2017-03-02,314.51,371.29
2017-03-07,332.91,408.02
2017-03-23,341.13,413.24
2017-04-01,374.48,338.75
2017-04-01,392.15,405.05
2017-04-10,352.19,398.51
2017-04-26,325.68,334.25
2017-05-14,391.95,383.26
2017-06-21,391.28,322.67
2017-08-14,402.53,358.98
2017-08-20,412.77,354.56
2017-10-17,387.3,410.23
2017-11-19,397.19,362.53
2017-12-07,388.64,354.82
2017-12-17,346.9,337.87
2018-01-02,322.97,348.51
2018-01-08,352.07,341.18
2018-01-09,352.07,365.38
2018-06-02,317.89,391.76
2018-06-11,342.48,357.72
2018-07-16,323.69,318.74
2018-09-13,348.22,353.53
2018-09-20,392.67,344.79
2018-10-21,339.25,359.76
2018-10-23,339.01,323.54
2018-11-24,389.27,315.11
2019-02-26,366.3,378.13
2019-03-01,394.29,390.26
2019-03-07,391.42,378.32
2019-03-27,326.9,342.95
2019-04-04,345.2,372.66
2019-04-17,380.7,410.4
2019-07-12,386.36,374.43
2019-07-16,348.63,371.32
2019-08-15,352.99,361.36
2019-10-14,405.71,342.3
2019-10-18,383.5,385.87
2019-10-30,392.94,389.85
