Date,Price
1928-02-21,253.27
1928-03-22,240.75
1928-04-21,251.07
1928-05-21,236.3
1928-06-20,250.02
1928-07-20,250.95
1928-08-19,227.16
1928-09-18,247.96
1928-10-18,243.27
1928-11-17,248.63
1928-12-17,258.87
1929-01-16,240.45
1929-02-15,263.05
1929-03-17,243.11
1929-04-16,244.36
1929-05-16,262.75
1929-06-15,255.49
1929-07-15,251.27
1929-08-14,250.61
1929-09-13,237.36
1929-10-13,248.17
1929-11-12,267.35
1929-12-12,273.79
1930-01-11,269.87
1930-02-10,249.59
1930-03-12,264.81
1930-04-11,277.45
1930-05-11,252.32
1930-06-10,268.03
1930-07-10,273.3
1930-08-09,277.89
1930-09-08,265.19
1930-10-08,283.05
1930-11-07,287.15
1930-12-07,277.74
1931-01-06,277.95
1931-02-05,289.19
1931-03-07,254.77
1931-04-06,281.38
1931-05-06,299.56
1931-06-05,293.24
1931-07-05,296.39
1931-08-04,292.82
1931-09-03,267.42
1931-10-03,270.01
1931-11-02,306.28
1931-12-02,295.35
1932-01-01,300.8
1932-01-31,291.96
1932-03-01,310.97
1932-03-31,283.35
1932-04-30,283.19
1932-05-30,313.01
1932-06-29,284.43
1932-07-29,290.18
1932-08-28,287.58
1932-09-27,308.62
1932-10-27,307.64
1932-11-26,297.85
1932-12-26,275.81
1933-01-25,292.34
1933-02-24,277.85
1933-03-26,284.86
1933-04-25,295.77
1933-05-25,306.11
1933-06-24,305.91
1933-07-24,305.36
1933-08-23,302.35
1933-09-22,314.36
1933-10-22,308.37
1933-11-21,325.05
1933-12-21,340.66
1934-01-20,286.51
1934-02-19,344.37
1934-03-21,302.87
1934-04-20,335.71
1934-05-20,322.72
1934-06-19,333.6
1934-07-19,318.26
1934-08-18,309.38
1934-09-17,330.29
1934-10-17,298.54
1934-11-16,312.75
1934-12-16,349.54
1935-01-15,335.44
1935-02-14,318.59
1935-03-16,336.57
1935-04-15,338.35
1935-05-15,323.55
1935-06-14,336.49
1935-07-14,350.8
1935-08-13,354.91
1935-09-12,354.28
1935-10-12,349.85
1935-11-11,338.15
1935-12-11,349.72
1936-01-10,339.34
1936-02-09,359.03
1936-03-10,310.14
1936-04-09,324.28
1936-05-09,350.93
1936-06-08,364.86
1936-07-08,343.16
1936-08-07,335.69
1936-09-06,341.27
1936-10-06,365.77
1936-11-05,349.71
1936-12-05,350.21
1937-01-04,363.95
1937-02-03,365.87
1937-03-05,354.42
1937-04-04,365.47
1937-05-04,379.09
1937-06-03,353.76
1937-07-03,365.2
1937-08-02,380.36
1937-09-01,357.11
1937-10-01,344.7
1937-10-31,378.0
1937-11-30,376.4
1937-12-30,366.16
1938-01-29,363.21
1938-02-28,376.72
1938-03-30,380.09
1938-04-29,358.91
1938-05-29,382.67
1938-06-28,364.86
1938-07-28,388.98
1938-08-27,370.72
1938-09-26,379.96
1938-10-26,390.04
1938-11-25,395.86
1938-12-25,390.1
1939-01-24,392.72
1939-02-23,373.46
1939-03-25,398.75
1939-04-24,379.68
1939-05-24,415.5
1939-06-23,383.25
1939-07-23,393.39
1939-08-22,382.15
1939-09-21,420.95
1939-10-21,404.78
1939-11-20,403.41
1939-12-20,396.26
1940-01-19,402.93
1940-02-18,396.57
1940-03-19,380.6
1940-04-18,405.71
1940-05-18,405.88
1940-06-17,411.25
1940-07-17,402.49
1940-08-16,426.67
1940-09-15,405.59
1940-10-15,401.9
1940-11-14,438.3
1940-12-14,418.11
1941-01-13,413.3
1941-02-12,409.25
1941-03-14,429.41
1941-04-13,424.2
1941-05-13,441.82
1941-06-12,416.48
1941-07-12,419.69
1941-08-11,398.64
1941-09-10,407.86
1941-10-10,418.44
1941-11-09,407.76
1941-12-09,397.88
1942-01-08,453.65
1942-02-07,419.34
1942-03-09,414.62
1942-04-08,435.86
1942-05-08,425.64
1942-06-07,437.07
1942-07-07,427.54
1942-08-06,425.17
1942-09-05,434.99
1942-10-05,446.85
1942-11-04,436.8
1942-12-04,447.1
1943-01-03,428.14
1943-02-02,449.12
1943-03-04,445.87
1943-04-03,426.6
1943-05-03,434.86
1943-06-02,430.83
1943-07-02,446.36
1943-08-01,436.91
1943-08-31,461.95
1943-09-30,420.13
1943-10-30,457.33
1943-11-29,439.54
1943-12-29,458.86
1944-01-28,455.78
1944-02-27,452.35
1944-03-28,467.79
1944-04-27,453.67
1944-05-27,456.65
1944-06-26,474.61
1944-07-26,456.53
1944-08-25,463.63
1944-09-24,475.16
1944-10-24,495.71
1944-11-23,472.19
1944-12-23,462.27
1945-01-22,463.59
1945-02-21,457.81
1945-03-23,466.26
1945-04-22,459.06
1945-05-22,496.83
1945-06-21,466.36
1945-07-21,478.44
1945-08-20,498.0
1945-09-19,477.65
1945-10-19,486.78
1945-11-18,463.85
1945-12-18,476.78
1946-01-17,467.99
1946-02-16,466.64
1946-03-18,472.4
1946-04-17,480.83
1946-05-17,482.1
1946-06-16,492.44
1946-07-16,482.38
1946-08-15,493.2
1946-09-14,478.54
1946-10-14,496.36
1946-11-13,486.58
1946-12-13,514.81
1947-01-12,509.2
1947-02-11,484.02
1947-03-13,483.94
1947-04-12,512.82
1947-05-12,495.47
1947-06-11,519.25
1947-07-11,481.47
1947-08-10,528.94
1947-09-09,511.67
1947-10-09,508.87
1947-11-08,488.8
1947-12-08,501.36
1948-01-07,481.18
1948-02-06,504.3
1948-03-07,533.24
1948-04-06,503.05
1948-05-06,514.64
1948-06-05,520.36
1948-07-05,511.46
1948-08-04,520.0
1948-09-03,508.37
1948-10-03,515.59
1948-11-02,531.52
1948-12-02,515.49
1949-01-01,522.65
1949-01-31,529.87
1949-03-02,510.37
1949-04-01,531.58
1949-05-01,540.52
1949-05-31,528.51
1949-06-30,522.9
1949-07-30,514.35
1949-08-29,511.2
1949-09-28,526.36
1949-10-28,537.33
1949-11-27,531.04
1949-12-27,534.83
1950-01-26,553.47
1950-02-25,535.95
1950-03-27,533.88
1950-04-26,528.45
1950-05-26,550.16
1950-06-25,550.56
1950-07-25,554.38
1950-08-24,531.88
1950-09-23,544.6
1950-10-23,551.05
1950-11-22,536.18
1950-12-22,548.62
1951-01-21,559.45
1951-02-20,553.6
1951-03-22,557.89
1951-04-21,567.55
1951-05-21,556.84
1951-06-20,576.3
1951-07-20,563.05
1951-08-19,545.62
1951-09-18,564.03
1951-10-18,569.8
1951-11-17,565.41
1951-12-17,541.03
1952-01-16,575.86
1952-02-15,577.84
1952-03-16,571.54
1952-04-15,575.43
1952-05-15,567.69
1952-06-14,569.68
1952-07-14,576.83
1952-08-13,578.6
1952-09-12,569.0
1952-10-12,570.98
1952-11-11,589.89
1952-12-11,566.88
1953-01-10,587.08
1953-02-09,581.96
1953-03-11,572.15
1953-04-10,571.85
1953-05-10,553.65
1953-06-09,591.39
1953-07-09,576.81
1953-08-08,591.16
1953-09-07,607.2
1953-10-07,572.96
1953-11-06,591.25
1953-12-06,606.61
1954-01-05,596.21
1954-02-04,582.07
1954-03-06,606.25
1954-04-05,597.9
1954-05-05,596.23
1954-06-04,608.34
1954-07-04,622.31
1954-08-03,587.98
1954-09-02,603.96
1954-10-02,592.43
1954-11-01,603.98
1954-12-01,594.24
1954-12-31,573.4
1955-01-30,596.41
1955-03-01,601.44
1955-03-31,588.28
1955-04-30,608.26
1955-05-30,614.48
1955-06-29,585.26
1955-07-29,614.2
1955-08-28,621.9
1955-09-27,610.58
1955-10-27,623.28
1955-11-26,618.16
1955-12-26,611.79
1956-01-25,631.67
1956-02-24,627.88
1956-03-25,609.11
1956-04-24,623.18
1956-05-24,606.84
1956-06-23,621.45
1956-07-23,635.84
1956-08-22,641.1
1956-09-21,633.53
1956-10-21,636.64
1956-11-20,618.9
1956-12-20,627.15
1957-01-19,633.75
1957-02-18,639.45
1957-03-20,643.14
1957-04-19,638.77
1957-05-19,657.28
1957-06-18,629.99
1957-07-18,659.17
1957-08-17,642.78
1957-09-16,634.53
1957-10-16,641.1
1957-11-15,641.69
1957-12-15,636.29
1958-01-14,635.86
1958-02-13,651.2
1958-03-15,649.81
1958-04-14,651.38
1958-05-14,640.98
1958-06-13,666.03
1958-07-13,656.63
1958-08-12,648.61
1958-09-11,665.91
1958-10-11,669.78
1958-11-10,651.78
1958-12-10,663.24
1959-01-09,671.55
1959-02-08,672.03
1959-03-10,687.3
1959-04-09,662.83
1959-05-09,671.62
1959-06-08,658.1
1959-07-08,661.23
1959-08-07,680.87
1959-09-06,672.94
1959-10-06,661.53
1959-11-05,676.24
1959-12-05,690.6
1960-01-04,656.8
1960-02-03,670.43
1960-03-04,686.75
1960-04-03,678.29
1960-05-03,699.96
1960-06-02,694.93
1960-07-02,688.79
1960-08-01,691.81
1960-08-31,673.04
1960-09-30,678.51
1960-10-30,705.97
1960-11-29,689.56
1960-12-29,718.28
1961-01-28,696.98
1961-02-27,687.17
1961-03-29,691.75
1961-04-28,675.04
1961-05-28,686.09
1961-06-27,709.15
1961-07-27,732.91
1961-08-26,664.49
1961-09-25,692.78
1961-10-25,702.41
1961-11-24,699.06
1961-12-24,723.28
1962-01-23,706.79
1962-02-22,707.17
1962-03-24,684.78
1962-04-23,709.41
1962-05-23,688.9
1962-06-22,731.41
1962-07-22,686.86
1962-08-21,689.99
1962-09-20,720.93
1962-10-20,729.25
1962-11-19,713.25
1962-12-19,726.84
1963-01-18,701.14
1963-02-17,727.25
1963-03-19,706.5
1963-04-18,708.61
1963-05-18,730.02
1963-06-17,726.17
1963-07-17,715.06
1963-08-16,733.07
1963-09-15,724.34
1963-10-15,724.09
1963-11-14,736.38
1963-12-14,720.63
1964-01-13,731.03
1964-02-12,710.55
1964-03-13,742.8
1964-04-12,715.6
1964-05-12,716.27
1964-06-11,752.55
1964-07-11,728.64
1964-08-10,723.93
1964-09-09,773.83
1964-10-09,732.66
1964-11-08,748.36
1964-12-08,742.67
1965-01-07,734.22
1965-02-06,722.64
1965-03-08,751.27
1965-04-07,735.62
1965-05-07,745.44
1965-06-06,740.09
1965-07-06,737.93
1965-08-05,754.04
1965-09-04,773.72
1965-10-04,759.41
1965-11-03,748.26
1965-12-03,745.07
1966-01-02,730.71
1966-02-01,770.09
1966-03-03,735.47
1966-04-02,767.63
1966-05-02,749.0
1966-06-01,756.81
1966-07-01,747.41
1966-07-31,766.15
1966-08-30,763.49
1966-09-29,771.42
1966-10-29,781.7
1966-11-28,780.29
1966-12-28,781.49
1967-01-27,772.67
1967-02-26,772.18
1967-03-28,772.93
1967-04-27,785.16
1967-05-27,771.73
1967-06-26,777.98
1967-07-26,776.18
1967-08-25,778.66
1967-09-24,783.41
1967-10-24,768.59
1967-11-23,773.51
1967-12-23,789.35
1968-01-22,781.56
1968-02-21,798.26
