total_bill,tip,sex,smoker,day,time,size
19.81,4.19,Female,Yes,Thur,Lunch,2
22.42,3.48,Female,Yes,Sat,Dinner,2
12.6,1.0,Male,Yes,Sat,Dinner,2
25.29,4.71,Male,No,Sun,Dinner,4
15.53,3.0,Male,Yes,Sat,Dinner,2
19.08,1.5,Male,No,Thur,Lunch,2
31.27,5.0,Male,No,Sat,Dinner,3
16.97,3.5,Female,No,Sun,Dinner,3
48.27,6.73,Male,No,Sat,Dinner,4
14.83,3.02,Female,No,Sun,Dinner,2
24.06,3.6,Male,No,Sat,Dinner,3
38.07,4.0,Male,No,Sun,Dinner,3
32.68,5.0,Male,Yes,Thur,Lunch,2
10.07,1.83,Female,No,Thur,Lunch,1
16.58,4.0,Male,Yes,Thur,Lunch,2
20.76,2.24,Male,No,Sun,Dinner,2
12.03,1.5,Male,Yes,Fri,Dinner,2
34.63,3.55,Male,Yes,Sun,Dinner,2
11.35,2.5,Female,Yes,Fri,Dinner,2
20.23,2.01,Male,No,Sat,Dinner,2
11.17,1.5,Female,No,Thur,Lunch,2
29.8,4.2,Female,No,Thur,Lunch,6
43.11,5.0,Female,Yes,Thur,Lunch,4
12.03,1.5,Male,Yes,Fri,Dinner,2
15.36,1.64,Male,Yes,Sat,Dinner,2
10.29,2.6,Female,No,Sun,Dinner,2
15.04,1.96,Male,No,Sun,Dinner,2
28.97,3.0,Male,Yes,Fri,Dinner,2
12.03,1.5,Male,Yes,Fri,Dinner,2
19.82,3.18,Male,No,Sat,Dinner,2
16.45,2.47,Female,No,Sat,Dinner,2
11.38,2.0,Female,No,Thur,Lunch,2
12.02,1.97,Male,No,Sat,Dinner,2
13.81,2.0,Male,Yes,Sat,Dinner,2
14.83,3.02,Female,No,Sun,Dinner,2
10.63,2.0,Female,Yes,Sat,Dinner,2
14.15,2.0,Female,No,Thur,Lunch,2
25.21,4.29,Male,Yes,Sat,Dinner,2
24.08,2.92,Female,No,Thur,Lunch,4
15.95,2.0,Male,No,Thur,Lunch,2
24.01,2.0,Male,Yes,Sat,Dinner,4
13.03,2.0,Male,No,Thur,Lunch,2
38.01,3.0,Male,Yes,Sat,Dinner,4
14.07,2.5,Male,No,Sun,Dinner,2
32.9,3.11,Male,Yes,Sun,Dinner,2
19.49,3.51,Male,No,Sun,Dinner,2
10.33,2.0,Female,No,Thur,Lunch,2
11.59,1.5,Male,Yes,Sat,Dinner,2
24.71,5.85,Male,No,Thur,Lunch,2
16.47,3.23,Female,Yes,Thur,Lunch,3
17.07,3.0,Female,No,Sat,Dinner,3
23.17,6.5,Male,Yes,Sun,Dinner,4
13.03,2.0,Male,No,Thur,Lunch,2
23.68,3.31,Male,No,Sun,Dinner,2
30.4,5.6,Male,No,Sun,Dinner,4
11.69,2.31,Male,No,Thur,Lunch,2
32.68,5.0,Male,Yes,Thur,Lunch,2
10.07,1.25,Male,No,Sat,Dinner,2
10.34,1.66,Male,No,Sun,Dinner,3
11.02,1.98,Male,Yes,Sat,Dinner,2
12.02,1.97,Male,No,Sat,Dinner,2
7.25,5.15,Male,Yes,Sun,Dinner,2
12.66,2.5,Male,No,Sun,Dinner,2
11.35,2.5,Female,Yes,Fri,Dinner,2
17.31,3.5,Female,No,Sun,Dinner,2
10.07,1.83,Female,No,Thur,Lunch,1
19.82,3.18,Male,No,Sat,Dinner,2
16.97,3.5,Female,No,Sun,Dinner,3
16.45,2.47,Female,No,Sat,Dinner,2
10.63,2.0,Female,Yes,Sat,Dinner,2
13.16,2.75,Female,No,Thur,Lunch,2
7.25,5.15,Male,Yes,Sun,Dinner,2
12.69,2.0,Male,No,Sat,Dinner,2
10.33,1.67,Female,No,Sun,Dinner,3
34.65,3.68,Male,Yes,Sun,Dinner,4
14.07,2.5,Male,No,Sun,Dinner,2
13.03,2.0,Male,No,Thur,Lunch,2
18.15,3.5,Female,Yes,Sun,Dinner,3
31.85,3.18,Male,Yes,Sun,Dinner,2
11.87,1.63,Female,No,Thur,Lunch,2
16.4,2.5,Female,Yes,Thur,Lunch,2
13.16,2.75,Female,No,Thur,Lunch,2
30.06,2.0,Male,Yes,Sat,Dinner,3
10.09,2.0,Female,Yes,Fri,Lunch,2
38.01,3.0,Male,Yes,Sat,Dinner,4
7.74,1.44,Male,Yes,Sat,Dinner,2
14.83,3.02,Female,No,Sun,Dinner,2
12.74,2.01,Female,Yes,Thur,Lunch,2
16.32,4.3,Female,Yes,Fri,Dinner,2
14.52,2.0,Female,No,Thur,Lunch,2
11.17,1.5,Female,No,Thur,Lunch,2
17.51,3.0,Female,Yes,Sun,Dinner,2
12.9,1.1,Female,Yes,Sat,Dinner,2
13.94,3.06,Male,No,Sun,Dinner,2
12.16,2.2,Male,Yes,Fri,Lunch,2
23.33,5.65,Male,Yes,Sun,Dinner,2
21.7,4.3,Male,No,Sat,Dinner,2
29.03,5.92,Male,No,Sat,Dinner,3
18.24,3.76,Male,No,Sat,Dinner,2
34.63,3.55,Male,Yes,Sun,Dinner,2
18.26,3.25,Female,No,Thur,Lunch,2
17.26,2.74,Male,No,Sun,Dinner,3
10.29,2.6,Female,No,Sun,Dinner,2
18.71,4.0,Male,Yes,Thur,Lunch,3
13.42,1.58,Male,Yes,Fri,Lunch,2
22.76,3.0,Male,No,Thur,Lunch,2
12.48,2.52,Female,No,Thur,Lunch,2
23.68,3.31,Male,No,Sun,Dinner,2
8.51,1.25,Female,No,Thur,Lunch,2
12.03,1.5,Male,Yes,Fri,Dinner,2
9.78,1.73,Male,No,Thur,Lunch,2
29.8,4.2,Female,No,Thur,Lunch,6
16.93,3.07,Female,No,Sat,Dinner,3
12.9,1.1,Female,Yes,Sat,Dinner,2
17.78,3.27,Male,No,Sat,Dinner,2
38.01,3.0,Male,Yes,Sat,Dinner,4
27.28,4.0,Male,Yes,Fri,Dinner,2
45.35,3.5,Male,Yes,Sun,Dinner,3
21.5,3.5,Male,No,Sun,Dinner,4
26.41,1.5,Female,No,Sat,Dinner,2
18.29,3.76,Male,Yes,Sat,Dinner,4
10.51,1.25,Male,No,Sat,Dinner,2
15.98,2.03,Male,No,Thur,Lunch,2
9.78,1.73,Male,No,Thur,Lunch,2
12.26,2.0,Female,No,Thur,Lunch,2
17.07,3.0,Female,No,Sat,Dinner,3
20.49,4.06,Male,Yes,Sat,Dinner,2
30.06,2.0,Male,Yes,Sat,Dinner,3
15.69,3.0,Male,Yes,Sat,Dinner,3
14.52,2.0,Female,No,Thur,Lunch,2
8.77,2.0,Male,No,Sun,Dinner,2
12.6,1.0,Male,Yes,Sat,Dinner,2
22.82,2.18,Male,No,Thur,Lunch,3
20.45,3.0,Male,No,Sat,Dinner,4
17.89,2.0,Male,Yes,Sun,Dinner,2
12.54,2.5,Male,No,Sun,Dinner,2
15.06,3.0,Female,No,Sat,Dinner,2
32.4,6.0,Male,No,Sun,Dinner,4
16.93,3.07,Female,No,Sat,Dinner,3
28.97,3.0,Male,Yes,Fri,Dinner,2
34.63,3.55,Male,Yes,Sun,Dinner,2
3.07,1.0,Female,Yes,Sat,Dinner,1
40.17,4.73,Male,Yes,Fri,Dinner,4
10.29,2.6,Female,No,Sun,Dinner,2
28.44,2.56,Male,Yes,Thur,Lunch,2
34.63,3.55,Male,Yes,Sun,Dinner,2
10.34,2.0,Male,Yes,Thur,Lunch,2
19.44,3.0,Male,Yes,Thur,Lunch,2
17.26,2.74,Male,No,Sun,Dinner,3
20.27,2.83,Female,No,Thur,Lunch,2
29.03,5.92,Male,No,Sat,Dinner,3
27.28,4.0,Male,Yes,Fri,Dinner,2
20.76,2.24,Male,No,Sun,Dinner,2
10.07,1.83,Female,No,Thur,Lunch,1
5.75,1.0,Female,Yes,Fri,Dinner,2
23.95,2.55,Male,No,Sun,Dinner,2
17.46,2.54,Male,No,Sun,Dinner,2
17.78,3.27,Male,No,Sat,Dinner,2
34.65,3.68,Male,Yes,Sun,Dinner,4
8.52,1.48,Male,No,Thur,Lunch,2
13.0,2.0,Female,Yes,Thur,Lunch,2
14.26,2.5,Male,No,Thur,Lunch,2
18.29,3.0,Male,No,Sun,Dinner,2
8.58,1.92,Male,Yes,Fri,Lunch,1
16.43,2.3,Female,No,Thur,Lunch,2
16.58,4.0,Male,Yes,Thur,Lunch,2
15.06,3.0,Female,No,Sat,Dinner,2
16.93,3.07,Female,No,Sat,Dinner,3
24.01,2.0,Male,Yes,Sat,Dinner,4
25.71,4.0,Female,No,Sun,Dinner,3
32.68,5.0,Male,Yes,Thur,Lunch,2
12.76,2.23,Female,Yes,Sat,Dinner,2
18.28,4.0,Male,No,Thur,Lunch,2
16.47,3.23,Female,Yes,Thur,Lunch,3
23.33,5.65,Male,Yes,Sun,Dinner,2
