id,question,choices,answerKey
42,Termites eat wood but cannot digest it. Protozoans live in the termites' stomachs and use enzymes to break down the wood. The digested wood provides nutrition for both the termites and the protozoans. What type of relationship is this?,42,B
43,Which is an example of light being reflected?,43,D
44,Data indicate that chemical pollutants contaminate 53% of the waterways that empty into the Chesapeake Bay. These chemical pollutants are found in the tissues of animals living in the bay. Which group of people who live away from the bay might be most affected by these chemical pollutants?,44,D
45,The moon goes through phases as it revolves around Earth. During which phase of the moon would it be possible for a solar eclipse to occur?,45,A
46,Which activity is an example of a chemical change?,46,B
47,What is the most prominent land feature formed by the convergence of the Indo-Australian and Eurasian plates?,47,B
48,The chemical formula for water is H_{2}O. What does the formula show about each element in the compound?,48,B
49,Living cells synthesize long chains of amino acids called proteins. Which substance provides the information needed to correctly sequence the amino acids during protein synthesis?,49,B
50,A caterpillar changing into a butterfly is an example of,50,A
51,The following represents a number displayed on a calculator. 1.454545 E3. Which of the following shows how a student should record this number in a laboratory report?,51,D
52,What is the source of the organic matter needed for most fertile soils?,52,A
53,Which of the following structures does a frog develop as it changes from a tadpole to an adult frog?,53,C
54,A patient visits the doctor for a checkup and is diagnosed with skin cancer. Which of the following is the most likely cause of this disease?,54,D
55,During which change of state do the particles of a substance move from being tightly packed together to having more freedom of movement?,55,C
56,Which observation of a plant supports the inference that photosynthesis can take place?,56,3
57,Shale is a sedimentary rock that can be metamorphosed into slate by,57,B
58,Rheumatoid arthritis is a disease that occurs when the body attacks its own tissues. Which body system becomes disordered first?,58,B
59,"In an accurate diagram of the solar system, which object would be shown closest to Earth?",59,C
60,"A student wants to figure out how many calories are needed to perform various activities. A list of some everyday activities is made, and the number of calories burned during each activity is recorded. Which method is the best way for the student to display and evaluate the information?",60,C
61,What part of the scientific method involves measuring the growth of a plant over a one-month period?,61,4
62,What is involved in creating genetically modified bacteria?,62,B
63,A student combined rice cereal with melted marshmallows. Which best describes what the student made?,63,D
64,"What organ system in the human body contains the pituitary gland, hypothalamus gland, and thyroid gland?",64,A
65,What does a mirror do to light that causes objects to appear backwards?,65,A
66,Burt used a spoon to stir soup that was cooking on his stove. Which spoon will stay the coolest while he stirs?,66,A
67,Which is a feedback mechanism the human body uses to maintain homeostasis?,67,D
68,Where do many of the basic life functions take place in organisms?,68,D
69,"During its lifetime, which object is known to change in brightness, color, and temperature?",69,D
70,Which of the following best describes the purpose of cellular respiration?,70,B
71,"If you breathe on a mirror, part of the mirror clouds up. What are you actually seeing when you see the mirror cloud up?",71,D
72,Increased nutrient levels in lakes can cause ecological changes that result in the death of many fish. At what point in the hydrological cycle are most nutrients deposited into lakes?,72,D
73,Acid rain caused by industrial pollution greatly reduces the number of trees in a forested region that is home to a particular species of bird. How might this decrease in the number of trees most likely affect this bird population?,73,A
74,Which of these provides the best evidence that the distribution of Earth's oceans has changed over time?,74,B
75,Why is it important to repeat an experiment several times?,75,C
76,"Because sulfur cannot be decomposed by simple chemical methods into two or more different substances, it is classified as",76,2
77,"In eukaryotic organisms, interaction between which organelles is most important for cell shape, tensile strength, and communication between cells?",77,B
78,Crows are found throughout many parts of the world. They are black birds with excellent hearing. In the wild they live for six to seven years. Some crows in Japan open hard-shelled nuts by dropping them in front of moving cars. Which of these is a learned behavior?,78,C
79,Turning off the light when leaving a room is an example of,79,B
80,Which is the best plan to make the fossil fuel supply last longer?,80,B
81,A company plants trees on a bare hillside. Which of these is the BEST reason for planting the trees?,81,C
82,"To safely conduct an experiment using chemicals, what should students always do?",82,C
83,Protein is used by the human body to,83,A
84,"Frog eggs hatch into tadpoles, and then tadpoles gradually develop into frogs. This process is known as",84,2
85,Which instrument should a student use to measure exactly 10 milliliters (mL) of water?,85,B
86,How long does it take for the Moon to rotate on its axis?,86,A
87,"A student wants to figure out how many calories are needed to perform various activities. A list of some everyday activities is made, and the number of calories burned during each activity is recorded. Which method is the best way for the student to display and evaluate the information?",87,D
88,What is the approximate length of time it takes the Moon to complete one lunar cycle?,88,C
89,A student climbs up a rocky mountain trail in Maine. She sees many small pieces of rock on the path. Which action most likely made the small pieces of rock?,89,A
90,The interaction of the skeletal and muscular systems to produce locomotion is coordinated by which human body system?,90,A
91,"Sandra puts some pill bugs into an open box. She covers half the box with a piece of cardboard. She then places the box outside on a summer day, and all the pill bugs move under the cardboard. The pill bugs are most likely responding to which of the following?",91,A
92,Which tool would a student use to measure wind speed?,92,C
93,"In the life cycle of a fly, which stage comes after the larval stage?",93,D
94,Which of the following best explains why the tectonic plates of Earth move?,94,C
95,An engineer constructs a prototype from wood. Which of the following is the best tool for the engineer to use to make the prototype's surface smooth?,95,A
96,Plankton are tiny ocean organisms. The role of one type of plankton is to use the energy from the Sun to produce food that other animals eat. Which organism has the same role in the ocean as this type of plankton?,96,C
97,Beans and coal both have stored energy. Where did the energy come from that is stored in beans and coal?,97,B
98,Why are some rocks smoother and rounder than others?,98,C
99,Which example shows a new substance being formed?,99,C
100,A glacier is a slow moving river of ice. How does a glacier help create soil?,100,B
101,Arctic areas are covered with snow and ice for much of the year. Which color rabbits would be safest from foxes there?,101,D
102,Which items would best protect a group of students while investigating a forest ecosystem?,102,C
103,Which of the following identifies the primary function of a radio station tower in a communication system?,103,C
104,Which of these cycles takes 24 hours?,104,C
105,"When a transverse wave passes from right to left through a medium, what happens to the particles of the medium?",105,A
106,"Residential construction is expanding in Florida. The expansion has caused fragmentation of habitats. One of the results of the increased construction is a decrease in the number of large predators such as the coyote, black bear, and panther. Which will be the most immediate local result of this fragmentation?",106,C
107,"A scientist looks at a graph that shows the percentages of humus, clay, and sand that make up a soil. If the scientist had the total weight of each material, instead of percentages, what type of graph would be best to illustrate the data?",107,D
108,An example of a poor health habit is,108,C
109,Which of the following is an example of a behavioral adaptation?,109,A
110,"In large industrial cities, the emissions from fossil fuels cause the atmosphere to change. Which process allows the atmosphere to change?",110,A
111,"Toni got a cut on her arm while playing in a softball game. A few weeks later, the cut was healed. Which process is most responsible for repairing the cut?",111,D
112,Which tool would be best to use for counting the number of legs on an ant?,112,D
113,"A scientist looks at a graph that shows the percentages of humus, clay, and sand that make up a soil. If the scientist had the total weight of each material, instead of percentages, what type of graph would be best to illustrate the data?",113,B
114,Which resource is most likely found in large amounts in forest ecosystems?,114,D
115,Which of these human activities most relies on high-quality soil?,115,D
116,Which part of the electromagnetic spectrum can humans sense without using equipment or technology?,116,A
117,Joel made some measurements and recorded this data: Sample 1 - 45 mL Sample 2 - 15 mL Sample 3 - 30 mL Sample 4 - 20 mL Which of these tools would most likely have been used to obtain these measurements?,117,A
118,"When ice melts, it becomes a",118,C
119,Paco throws a ball. What force pulls the ball down toward the ground?,119,D
120,Light travels fastest through which of the following?,120,B
121,Which is the best plan to make the fossil fuel supply last longer?,121,B
122,What is a decomposer?,122,A
123,"In a desert environment, cactus wrens often build their nests in cholla cacti to avoid predators. This behavior does not hurt the cacti. Which type of relationship do cactus wrens and cholla cacti demonstrate?",123,D
124,"Alicia gives her brother a push while he is seated on a swing. She finds that after a few seconds, she needs to push again to keep him going. The reason her brother slows down is because the mechanical energy is converted into",124,C
125,Which observation of a plant supports the inference that photosynthesis can take place?,125,D
126,Infectious diseases are caused by,126,C
127,Which of these is a nonliving part of a forest?,127,D
128,Which tool is best used to collect information about the weather?,128,A
129,A solution of lead (II) nitrate reacts with a solution of sodium iodide to produce a yellow solid of lead (II) iodide and aqueous sodium nitrate. Which of these illustrates the reaction?,129,C
130,"Some microorganisms cause human disease. Other microorganisms are used in making cheese, yogurt, and bread. Based on this information, the relationship between humans and microorganisms can be",130,B
131,A solution of lead (II) nitrate reacts with a solution of sodium iodide to produce a yellow solid of lead (II) iodide and aqueous sodium nitrate. Which of these illustrates the reaction?,131,A
132,"When a plant dies, it often decomposes and becomes part of the soil. This process is one step in which cycle?",132,A
133,Which of these cell parts contain instructions for the passage of traits from one generation to the next?,133,4
134,How far from Earth is an object that is 10 light years from Earth?,134,A
135,Which force causes rocks to roll downhill?,135,D
136,Water is often put through a treatment system before it is used in homes as drinking water. Which is the most likely reason water is treated before people drink it?,136,B
137,"In New York State, the longest period of daylight occurs during which month?",137,A
138,"Based on the evidence available at the time, early models of the solar system stated that all objects in space orbited Earth. In the 16th century, an astronomer reevaluated the evidence and proposed a model of the solar system that is still in use. What part of this model corrected the mistake in previous solar system models?",138,B
139,"In order to record the passing of a distant comet, which instruments would be the most useful?",139,A
140,Which of these is most likely the cause of a father and son having almost identical-sounding voices?,140,D
141,"Why are seals able to live off the coast of Antarctica while frogs, snakes, and panthers are not?",141,C
142,"When a person speaks into a telephone, sound energy is changed mostly into which form of energy?",142,C
143,How do decomposers obtain their food?,143,D
144,Most birds sit on their eggs until they hatch. Which of these is the most important reason why birds sit on their eggs?,144,A
145,Water moves by capillary action through soil from moist areas to dry areas. Which property of water is most responsible for this capillary action?,145,A
146,The reading on a barometer rises when the air,146,C
147,Life is more likely to be found on a planet whose atmosphere contains abundant,147,A
148,"A student notices dogs have more fleas in the summer than in the winter. Based on these observations, which is the most logical question for the student to investigate?",148,B
149,"In New York State, the longest period of daylight occurs during which month?",149,A
150,All organisms contain DNA and RNA. What are the subunits of DNA and RNA?,150,D
151,Natural selection is a mechanism that acts on individuals within a population. Which is a result of the process of natural selection?,151,A
152,"A volcano under the ocean slowly releases lava over time. As the lava is released, it cools and hardens on the ocean floor. Which feature will most likely form from the release and cooling of the lava on the ocean floor over time?",152,B
153,Which lists the diameter of the planets in order from smallest to largest?,153,C
154,Electricity to play your radio can be made using renewable or nonrenewable resources. Which of the following resources are renewable?,154,D
155,"A student poured some sugar into a glass of water. After the water was stirred, no solid sugar remained in the glass. Which statement best describes what happened?",155,D
156,"Toni got a cut on her arm while playing in a softball game. A few weeks later, the cut was healed. Which process is most responsible for repairing the cut?",156,D
157,Which of these human activities most relies on high-quality soil?,157,A
158,The action that results when waves made in a pond strike the edges and bounce back is known as,158,B
159,Different systems of the human body perform different functions. Which system takes oxygen from the air to be moved by the circulatory system?,159,D
160,"If two organisms are classified in different orders but are in the same class, which of these statements is true?",160,C
161,"In a gasoline-powered car, chemical energy from gasoline is transformed to make the car move. The motion of the car is what form of energy?",161,D
162,Which material is the best natural resource to use for making water-resistant shoes?,162,B
163,How are the functions of a carbohydrate and a lipid similar?,163,A
164,Moving water in a river is considered a renewable resource because it,164,C
165,Prolonged exercise stimulates muscle cells to absorb sugar from the blood. This mechanism reduces stress placed on the body by signaling the body to produce,165,C
166,You wish to closely observe a small insect. Which tool is the best to use?,166,A
167,"The change in the use of one model of the solar system to the use of another model resulted in major changes in science and society. Which two scientists produced the earlier and later models, respectively?",167,B
168,Pollen is necessary for a flowering plant to,168,C
169,Which is the result of mitosis?,169,C
170,A shallow container of salt water is placed in sunlight for a day. Which is the most likely result?,170,C
171,Students perform an investigation designed to measure the daily growth of a bean plant. Which should the students do every day of this investigation?,171,B
172,Which statement correctly describes why there are fewer than 24 hours of daylight in Alaska during each day in April?,172,A
173,Which of the following describes asexual reproduction?,173,B
174,Which of the following is a common renewable resource found in deserts?,174,C
175,Which of these makes it possible for hurricanes to form?,175,B
176,The digestive system breaks food into simple substances that the body can use. What system carries these simple substances from the digestive system to other parts of the body?,176,C
177,A common characteristic of all living things is that they,177,B
178,Scientists think that dolphins and whales may have evolved from a common ancestor. What evidence supports this hypothesis?,178,A
179,An astronomical unit (AU) refers to the distance between,179,D
180,"In a lab investigation, a student notes that two metal blocks have the same mass. Based on this observation, if the two blocks were put on opposite sides of a balance, they would best represent",180,B
181,Darwin's theory that animal species can change over time was inspired by his research on which set of islands?,181,B
182,The reaction that releases energy for use by the cell occurs in which site?,182,D
183,A homeowner wants to use a renewable resource to heat the home. Which resource would be the best to use?,183,A
184,Which part of the body works closely with the digestive system to transport nutrients to the cells?,184,C
185,"With a microscope, you see that an object has a cell wall, a chloroplast, and a nucleus. What is being observed?",185,2
186,Atoms of which of these elements are part of many organic molecules?,186,3
187,Which is a nonrenewable natural resource that is used to make electrical energy?,187,B
188,The crude oil extracted today was formed millions of years ago from the fossilized remains of algae and other tiny marine organisms. Most parts of the organisms decomposed soon after they died. Which biomolecules decomposed more slowly and became the basis of crude oil?,188,A
189,Infectious diseases are caused by,189,D
190,Carbon dioxide is removed from Earth's atmosphere by,190,B
191,"Many natural rock formations change color over time. In Utah, for example, iron oxidized and formed red, orange, and yellow rock. Which of the following is the cause of this change?",191,D
192,"A student flips a coin four times. It lands ""heads"" up three times. The student concludes that the coin will land ""heads"" up three times out of four. What will make the conclusion more accurate?",192,D
193,"Brittany pedaled her bicycle quickly on a level surface. When she stopped pedaling and coasted, the bicycle slowed and came to a stop. What happened to the energy of the moving bicycle as it coasted to a stop?",193,C
194,The most common way humans contribute to the extinction of organisms is by,194,D
195,Which measurement tool is used to find the volume of a small piece of granite?,195,A
196,The Sun is a medium-sized star and is expected to continue to perform nuclear fusion for five billion years. What is most likely to be the final stage of the Sun?,196,B
197,A solution of lead (II) nitrate reacts with a solution of sodium iodide to produce a yellow solid of lead (II) iodide and aqueous sodium nitrate. Which of these illustrates the reaction?,197,C
198,Which is an example of a chemical reaction?,198,C
199,"In a mixture, a magnet is used to separate some particles from sand. The dark particles are most likely made of which element?",199,B
200,Which is the best example of recycling?,200,C
201,Which effect do rapidly cooling temperatures have on the water cycle?,201,C
202,Different species of carnivorous animals that share the same habitat in an ecosystem may,202,D
203,Juvenile diabetes is a disease caused by the body's inability to create insulin. The body's white blood cells attack the pancreatic cells that produce insulin. This type of disease is known as,203,A
204,Matter that is vibrating is producing ___.,204,D
205,Which adaptation allows a fish to get oxygen underwater?,205,A
206,Which cell part is correctly paired with its function?,206,B
207,Vultures are scavengers that most likely help ecosystems by quickly consuming dead organisms and,207,C
208,"In pea plants, tall is dominant over short. What size pea plants will result when a pure tall plant is crossed with a pure short plant?",208,1
209,"A student conducts an investigation. In order to make a valid conclusion, she must",209,C
210,During a lab investigation a scientist heats a solid substance. The scientist observes that the solid has two different melting points. The scientist is able to separate the two resulting liquids. Which statement best classifies the original solid substance?,210,D
211,"Students are learning about the natural resources in Maryland. One group of students researches information about renewable natural resources in the state. The other group researches information about nonrenewable natural resources in the state. The resources the students investigate include plants, animals, soil, minerals, water, coal, and oil. Aluminum is a nonrenewable natural resource. Which of these methods of aluminum disposal is best for the environment?",211,B
212,Which of the following best describes the purpose of cellular respiration?,212,A
213,"Many types of organisms live in a meadow. With the introduction of a large, swift-moving predator into the meadow ecosystem, which group of organisms will MOST likely have an advantage of surviving and reproducing?",213,A
214,A hillside along a highway has exposed layers of undisturbed sedimentary rock. Which method would be best for scientists to use to determine the relative age of these sedimentary rock layers?,214,B
215,Which of the following is a typical example of a unicellular organism?,215,D
216,Which of the following processes is responsible for changing liquid water into water vapor?,216,D
217,Which of the following describes an instinctive behavior?,217,A
218,Which of the following is a typical example of a unicellular organism?,218,A
219,Materials such as carbon and nitrogen go through cycles. The cycling of nitrogen waste materials is mostly dependent upon the role of which factor?,219,B
220,What do plants take from the air that helps them make food?,220,B
221,Which cells help to destroy pathogens such as bacteria that enter the human body?,221,B
222,"As a sample of water turns to ice,",222,3
223,A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot?,223,A
224,"In the human body, the breaking down of food into simple substances occurs in the",224,C
225,"Some plants grow only in specific places in the world. Some cacti, for example, grow only in deserts. Which of the following is most important in determining where a plant can grow and survive?",225,D
226,In which pair of elements are both metalloids?,226,C
227,A student wants to cut a piece of string for a class activity. The length of the string is measured BEST in which units?,227,B
228,A student is using hydrochloric acid in an investigation. Which piece of safety equipment is most important during this investigation?,228,C
229,Which characteristic is common to all reptile species?,229,D
230,The praying mantis is well camouflaged in its natural habitat. What is a benefit of this adaptation?,230,C
231,What is the most reasonable explanation for why a toy car rolls farther on a wood floor than on a thick carpet?,231,2
232,Which of the following is the primary advantage of sexual reproduction when compared to asexual reproduction?,232,B
233,Which of the following is a typical example of a unicellular organism?,233,A
234,"Which of these actions will change a sedimentary rock, such as limestone, into a metamorphic rock, such as marble?",234,B
235,Sulfur scrubbers are devices installed in coal-fired power plants. Sulfur scrubbers reduce the emission of sulfur dioxide. What environmental problem are sulfur scrubbers most likely trying to address?,235,A
236,"Janet learns that Earth is tilted. Due to its tilt, some areas on the surface of Earth experience darkness for an entire day. Which plant process is affected most during this darkness?",236,D
237,A student completes several tasks while making breakfast. During which task does the student make a solution?,237,2
238,What type of inheritance controls blood types in humans?,238,B
239,"Fires in forests from lightning rid the forest of dead branches and leaves. If the trees survive and the soil remains intact, the forest will experience regrowth to its climax state by which process?",239,B
240,Which situation is an example of a feedback system in the body that maintains homeostasis?,240,C
241,"Over time, non-volcanic mountains can form due to the interaction of plate boundaries. Which interaction is most likely associated with the formation of non-volcanic mountains?",241,C
242,Which of the following helps the body to cool down?,242,B
243,"In New York State, the longest period of daylight occurs during which month?",243,B
244,Human muscle cells need nutrients and oxygen during exercise. The human body is able to meet the needs of the muscle cells during exercise by increasing,244,A
245,Which is the best explanation of the term ecology?,245,B
246,A greenhouse is used as a model of the atmosphere. Which of the following cannot be demonstrated by the model?,246,D
247,"Iron oxides, such as rust, form when iron metal reacts with oxygen in the air. What are the chemical symbols for the two elements found in iron oxide?",247,D
248,Light sometimes behaves as waves and other times as particles. Which property of light is equally explainable by treating light as either particles or waves?,248,B
249,Strong winds have the ability to uproot large trees in a wooded area. Which of these organisms would most likely benefit from this change in a habitat?,249,3
250,Which item would a magnet attract?,250,B
251,"In pea plants, tall is dominant over short. What size pea plants will result when a pure tall plant is crossed with a pure short plant?",251,B
252,Which of the following elements is best able to combine with itself and hydrogen [H] to form large molecules?,252,D
253,"In the initial stages of manned space exploration, scientists needed to address adequate nutrition to provide astronauts with energy throughout the mission. Which of these criteria could not be used when considering food and energy for astronauts during manned space flights?",253,B
254,Asexually produced offspring are genetically,254,B
255,The energy obtained from food is measured in units called,255,A
256,"When studying planetary data, Jackie found some similarities and differences among the planets that make up the solar system. Which generalization is true about the orbits of the major planets in the solar system?",256,B
257,"Two pool (billiard) balls collide, causing each to move in a different direction. Eventually, both come to a stop. The most important factor in causing them to stop is",257,C
258,"A house is built in a desert, where there is no electricity and very little wind. Which action could lead to operating the electrical appliances in the house that would cause the least amount of environmental pollution?",258,C
259,Which of the following is not an inherited trait of humans?,259,A
260,Arctic areas are covered with snow and ice for much of the year. Which color rabbits would be safest from foxes there?,260,B
261,Sophie investigates the water supply at her school and the things that affect it. Which action is a direct observation?,261,B
262,"Deforestation in the rainforest can lead to localized extinctions of populations of some organisms. Once an area is deforested, which is most likely to decrease and result in organisms' extinctions?",262,C
263,The praying mantis is well camouflaged in its natural habitat. What is a benefit of this adaptation?,263,2
264,Multicellular organisms grow in size by producing more,264,D
265,"The sound, light, and heat that a firecracker produces are originally stored as which type of energy?",265,A
266,Barry collected four different rocks. The rock with the GREATEST mass will feel the ___.,266,B
267,Henry and Emily are building a tree house. Which tool should be used to measure the height of the door?,267,A
268,A lunar eclipse occurs when the Moon passes through Earth's shadow. A lunar eclipse can only occur during a,268,C
269,"When a large oak tree is cut down in a forest, it leaves a gap in the forest canopy which allows smaller trees to quickly grow in the available sunlight. Which interaction is best represented among the smaller trees?",269,B
270,A glacier is a slow moving river of ice. How does a glacier help create soil?,270,A
271,From which part of the plant does a bee get food?,271,A
272,Which form of energy is needed to change water from a liquid to a gas?,272,B
273,Which sequence correctly shows the levels of organization for structure and function in a human?,273,B
274,A water wave that occurs in an ocean is an example of which type of wave?,274,B
275,"Gregor Mendel studied ratios related to traits passed from parent pea plants to offspring pea plants. Mendel used large numbers of plants to avoid ""sampling error."" This changed the way scientists studied genetics because it included ideas of",275,C
276,Which term describes an organism's ability to maintain a stable internal environment?,276,A
277,"In a forest community, trees produce leaves that can be eaten by deer. The leaves also fall to the forest floor during autumn. Fungi break the leaves down into nutrients that enter the soil. What is the decomposer in this forest community?",277,4
278,Living things are classified as producers or consumers according to,278,B
279,The aloe plant can absorb a lot of water during a rain shower. The extra water is stored in its leaves. The ability to store water in its leaves is most likely an adaptation to which type of environment?,279,C
280,The smallest part of an element that retains the properties of the element is the,280,C
281,Which technological advancement has done the most to improve the accuracy of weather predictions?,281,C
282,"Salt and pepper are placed together in a container. When the container is shaken, the salt and pepper become a",282,A
283,"In the forest, one type of tree produces special seeds. These seeds start to grow only after going through a fire. In the fire, the adult trees are destroyed. Which resources, needed for growth, are now available to the newly growing seeds?",283,B
284,Which of these is directly formed as a result of weathering and erosion?,284,A
285,Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature?,285,A
286,Which of these best indicates that sediments can be changed into rock?,286,D
287,Which part of the atom has a negative charge?,287,4
288,What is generated when the students count and record the number of organisms in the pond water?,288,C
289,Which serve as evidence for a scientific theory?,289,B
290,Which is an example of a chemical reaction?,290,C
291,"In eukaryotic organisms, microtubules give cells structure, and microfilaments help the cell contract and move. Together, they combine to perform functions similar to what two human body systems?",291,4
292,Which is an example of an organism that has been selectively bred for a particular genetic trait?,292,D
293,"When water evaporates from Earth's surface into the atmosphere, its molecules enter the gas state. What change in this gas causes molecules to condense into the small water droplets that form clouds?",293,D
294,"The population of which of the following 26 organisms would most likely decline if small animals like rats, rabbits, and snakes were eliminated from an ecosystem?",294,A
295,Which of these mixtures would be easiest to separate?,295,B
296,A worker needs to load a heavy box onto a truck. The worker uses a ramp to move the box because the ramp,296,A
297,Rocks and Earth and on the Moon are made of similar materials. What does this observation most likely suggest?,297,A
298,"A student leaves a rock in the Sun on a bright afternoon. An hour after sunset, the weather is cool, but the rock still feels warm. The student has demonstrated a property of the rock resulting directly from which of the rock's other properties?",298,A
299,"If a chemical reaction such as photosynthesis begins with 6 atoms of carbon [C], how many atoms of carbon [C] should be in the products?",299,A
300,A car skids along the road and smoke appears to be coming from under the tires. The heat that produces the smoke is caused by,300,B
301,Where does oxygen-rich blood go after leaving the lungs?,301,D
302,Vehicle exhaust contains a form of pollution called particulate matter. Technologies are being developed to reduce the amount of particulate matter in exhaust. A vehicle that produces less particulate matter would have the greatest impact on which aspect of human health?,302,D
303,The systems of the human body work together. Which system works with the skeletal system by pulling on the bones to create movement?,303,B
304,Which object used in an experiment can safely be recycled?,304,C
305,Which is the best way a science student can help to maintain laboratory equipment?,305,B
306,A glacier sometimes leaves behind large chunks of ice. What is left in the ground when these chunks of ice melt?,306,B
307,What product was being formed as plants died and sank to the bottom of swamps?,307,B
308,Which list is correctly ordered from smallest to largest?,308,D
309,Students studying rocks notice that in a particular location there are many igneous rocks that are very similar. This observation best supports which statement?,309,B
310,The Mariana Trench is the deepest ocean trench on Earth. This trench occurs at a plate boundary where,310,A
311,Why do satellites and spacecraft launched from Earth need to reach a specific speed to escape Earth's surface?,311,C
312,"While running, leg muscles work to move leg bones, and the skin helps to",312,A
313,The number of squirrels in a certain ecosystem changes over time. These changes can be represented as a number of connected data points. Which method would a student most likely use to show this information?,313,B
314,An Earth year is the length of time it takes for,314,C
315,"Students stir salt, sand, sawdust, and seashells into a jar filled with water. Which of the materials will form a solution?",315,D
316,Which of the following helped lead to the invention of personal computers?,316,C
317,A function of a plant's roots is to,317,B
318,Tony is studying ladybugs in a garden. Which of these would BEST help Tony to count the spots on a ladybug?,318,D
319,Many people like to use microwave ovens rather than traditional ovens. The main reason for this is that microwave ovens,319,B
320,A glacier retreats leaving bare rocks. Lichens begin to live on the rocks. The lichens produce an acid that starts to break down the rocks. How will this process affect the environment?,320,B
321,Organisms that reproduce asexually generally have offspring that are,321,C
322,Some birds build nests in the spring. This nest building is a seasonal adaptation that occurs to help the birds,322,A
323,Jupiter is the largest planet in the solar system. It rotates on its axis once about every 10 hours. What time period on Earth would be 10 hours long if Earth rotated on its axis once every 10 hours?,323,D
324,Light waves are arranged in the electromagnetic spectrum by,324,B
325,A wet towel will dry when it is left in the Sun. Which process occurs to make this happen?,325,C
326,The relationship between an owl and a mouse is a,326,A
327,Crows are found throughout many parts of the world. They are black birds with excellent hearing. In the wild they live for six to seven years. Some crows in Japan open hard-shelled nuts by dropping them in front of moving cars. Which of these is a learned behavior?,327,C
