Date,Price
1929-05-16,245.71
1929-06-15,258.0
1929-07-15,251.26
1929-08-14,243.54
1929-09-13,258.68
1929-10-13,250.89
1929-11-12,258.58
1929-12-12,269.41
1930-01-11,259.88
1930-02-10,236.24
1930-03-12,252.21
1930-04-11,284.87
1930-05-11,281.98
1930-06-10,270.93
1930-07-10,265.0
1930-08-09,286.78
1930-09-08,261.1
1930-10-08,263.31
1930-11-07,277.61
1930-12-07,288.19
1931-01-06,261.63
1931-02-05,276.53
1931-03-07,285.75
1931-04-06,293.15
1931-05-06,254.38
1931-06-05,258.58
1931-07-05,301.71
1931-08-04,303.8
1931-09-03,304.11
1931-10-03,282.92
1931-11-02,284.37
1931-12-02,305.53
1932-01-01,288.61
1932-01-31,306.0
1932-03-01,301.47
1932-03-31,305.86
1932-04-30,298.29
1932-05-30,295.83
1932-06-29,308.37
1932-07-29,293.7
1932-08-28,285.99
1932-09-27,313.88
1932-10-27,274.73
1932-11-26,305.09
1932-12-26,318.28
1933-01-25,269.18
1933-02-24,322.39
1933-03-26,289.48
1933-04-25,329.1
1933-05-25,312.09
1933-06-24,309.35
1933-07-24,303.01
1933-08-23,333.32
1933-09-22,303.12
1933-10-22,318.4
1933-11-21,330.04
1933-12-21,323.36
1934-01-20,290.68
1934-02-19,302.17
1934-03-21,327.57
1934-04-20,316.1
1934-05-20,318.93
1934-06-19,313.41
1934-07-19,334.63
1934-08-18,329.76
1934-09-17,326.71
1934-10-17,313.69
1934-11-16,329.91
1934-12-16,351.81
1935-01-15,335.1
1935-02-14,344.66
1935-03-16,334.03
1935-04-15,345.77
1935-05-15,320.09
1935-06-14,332.73
1935-07-14,352.96
1935-08-13,348.17
1935-09-12,333.07
1935-10-12,376.97
1935-11-11,334.22
1935-12-11,341.25
1936-01-10,336.04
1936-02-09,346.45
1936-03-10,342.05
1936-04-09,345.66
1936-05-09,368.06
1936-06-08,360.18
1936-07-08,363.89
1936-08-07,358.14
1936-09-06,336.87
1936-10-06,340.72
1936-11-05,346.17
1936-12-05,360.91
1937-01-04,343.93
1937-02-03,359.82
1937-03-05,382.71
1937-04-04,354.35
1937-05-04,361.59
1937-06-03,361.94
1937-07-03,382.23
1937-08-02,359.38
1937-09-01,349.29
1937-10-01,370.35
1937-10-31,373.91
1937-11-30,368.75
1937-12-30,363.23
1938-01-29,381.6
1938-02-28,354.17
1938-03-30,368.41
1938-04-29,374.94
1938-05-29,373.27
1938-06-28,363.26
1938-07-28,375.69
1938-08-27,388.44
1938-09-26,392.12
1938-10-26,361.76
1938-11-25,400.53
1938-12-25,363.8
1939-01-24,378.57
1939-02-23,379.14
1939-03-25,381.26
1939-04-24,393.71
1939-05-24,387.98
1939-06-23,410.08
1939-07-23,391.1
1939-08-22,387.27
1939-09-21,406.7
1939-10-21,390.3
1939-11-20,388.48
1939-12-20,392.28
1940-01-19,414.64
1940-02-18,412.7
1940-03-19,395.32
1940-04-18,431.29
1940-05-18,395.53
1940-06-17,395.87
1940-07-17,401.51
1940-08-16,421.24
1940-09-15,410.82
1940-10-15,420.0
1940-11-14,412.57
1940-12-14,387.37
1941-01-13,409.95
1941-02-12,440.01
1941-03-14,426.97
1941-04-13,416.81
1941-05-13,433.74
1941-06-12,411.04
1941-07-12,391.45
1941-08-11,405.24
1941-09-10,438.64
1941-10-10,410.6
1941-11-09,440.11
1941-12-09,415.92
1942-01-08,398.75
1942-02-07,432.68
1942-03-09,416.26
1942-04-08,429.13
1942-05-08,449.58
1942-06-07,419.53
1942-07-07,449.72
1942-08-06,435.28
1942-09-05,435.3
1942-10-05,433.2
1942-11-04,463.9
1942-12-04,473.13
1943-01-03,461.49
1943-02-02,437.33
1943-03-04,454.12
1943-04-03,444.24
1943-05-03,447.88
1943-06-02,446.01
1943-07-02,435.06
1943-08-01,447.75
1943-08-31,446.13
1943-09-30,446.54
1943-10-30,447.01
1943-11-29,444.82
1943-12-29,467.85
1944-01-28,456.65
1944-02-27,436.37
1944-03-28,470.33
1944-04-27,471.09
1944-05-27,470.27
1944-06-26,462.25
1944-07-26,482.51
1944-08-25,456.31
1944-09-24,482.15
1944-10-24,462.43
1944-11-23,469.23
1944-12-23,475.87
1945-01-22,459.84
1945-02-21,464.06
1945-03-23,465.75
1945-04-22,468.38
1945-05-22,467.01
1945-06-21,461.55
1945-07-21,467.3
1945-08-20,485.69
1945-09-19,461.03
1945-10-19,505.34
1945-11-18,464.1
1945-12-18,497.31
1946-01-17,506.36
1946-02-16,475.78
1946-03-18,477.26
1946-04-17,475.61
1946-05-17,493.8
1946-06-16,465.67
1946-07-16,495.98
1946-08-15,507.03
1946-09-14,490.56
1946-10-14,494.19
1946-11-13,499.79
1946-12-13,497.17
1947-01-12,495.64
1947-02-11,507.19
1947-03-13,510.43
1947-04-12,514.86
1947-05-12,481.4
1947-06-11,495.99
1947-07-11,514.42
1947-08-10,505.69
1947-09-09,500.12
1947-10-09,520.66
1947-11-08,483.68
1947-12-08,501.43
1948-01-07,504.84
1948-02-06,521.38
1948-03-07,516.16
1948-04-06,518.14
1948-05-06,512.87
1948-06-05,493.77
1948-07-05,470.47
1948-08-04,517.5
1948-09-03,522.01
1948-10-03,516.26
1948-11-02,512.92
1948-12-02,535.5
1949-01-01,533.17
1949-01-31,522.49
1949-03-02,543.92
1949-04-01,538.2
1949-05-01,541.15
1949-05-31,520.84
1949-06-30,529.48
1949-07-30,556.89
1949-08-29,535.09
1949-09-28,523.99
1949-10-28,539.18
1949-11-27,555.75
1949-12-27,532.78
1950-01-26,525.1
1950-02-25,533.97
1950-03-27,535.6
1950-04-26,549.83
1950-05-26,543.98
1950-06-25,558.57
1950-07-25,552.12
1950-08-24,533.14
1950-09-23,561.22
1950-10-23,560.05
1950-11-22,545.1
1950-12-22,553.77
1951-01-21,550.86
1951-02-20,549.84
1951-03-22,548.92
1951-04-21,563.36
1951-05-21,573.28
1951-06-20,550.57
1951-07-20,576.32
1951-08-19,576.59
1951-09-18,578.72
1951-10-18,554.49
1951-11-17,581.52
1951-12-17,544.45
1952-01-16,557.61
1952-02-15,577.1
1952-03-16,562.45
1952-04-15,545.19
1952-05-15,579.88
1952-06-14,572.92
1952-07-14,569.04
1952-08-13,576.37
1952-09-12,580.17
1952-10-12,567.13
1952-11-11,570.85
1952-12-11,550.56
1953-01-10,576.23
1953-02-09,595.0
1953-03-11,588.09
1953-04-10,608.35
1953-05-10,594.71
1953-06-09,584.2
1953-07-09,602.23
1953-08-08,616.62
1953-09-07,581.96
1953-10-07,589.1
1953-11-06,594.47
1953-12-06,598.15
1954-01-05,584.98
1954-02-04,586.33
1954-03-06,599.32
1954-04-05,600.21
1954-05-05,588.09
1954-06-04,609.51
1954-07-04,597.55
1954-08-03,594.33
1954-09-02,601.82
1954-10-02,602.22
1954-11-01,608.02
1954-12-01,644.83
1954-12-31,596.55
1955-01-30,607.0
1955-03-01,609.75
1955-03-31,606.17
1955-04-30,615.29
1955-05-30,615.41
1955-06-29,608.02
1955-07-29,626.14
1955-08-28,624.24
1955-09-27,622.59
1955-10-27,633.9
1955-11-26,613.36
1955-12-26,615.82
1956-01-25,603.27
1956-02-24,618.72
1956-03-25,604.24
1956-04-24,607.82
1956-05-24,613.47
1956-06-23,614.18
1956-07-23,649.75
1956-08-22,620.25
1956-09-21,614.59
1956-10-21,620.63
1956-11-20,639.53
1956-12-20,640.05
1957-01-19,626.64
1957-02-18,644.83
1957-03-20,625.4
1957-04-19,637.1
1957-05-19,645.93
1957-06-18,634.09
1957-07-18,658.59
1957-08-17,653.4
1957-09-16,652.09
1957-10-16,655.14
1957-11-15,635.48
1957-12-15,653.36
1958-01-14,636.03
1958-02-13,669.68
1958-03-15,632.55
1958-04-14,643.87
1958-05-14,641.46
1958-06-13,648.55
1958-07-13,646.7
1958-08-12,670.22
1958-09-11,650.16
1958-10-11,661.07
1958-11-10,650.63
1958-12-10,654.76
1959-01-09,648.63
1959-02-08,674.29
1959-03-10,671.86
1959-04-09,654.9
1959-05-09,650.43
1959-06-08,674.84
1959-07-08,673.06
1959-08-07,662.26
1959-09-06,650.35
1959-10-06,697.16
1959-11-05,649.06
1959-12-05,660.35
1960-01-04,668.51
1960-02-03,687.47
1960-03-04,663.17
1960-04-03,667.04
1960-05-03,669.57
1960-06-02,667.69
1960-07-02,693.89
1960-08-01,698.56
1960-08-31,691.45
1960-09-30,693.21
1960-10-30,682.09
1960-11-29,694.63
1960-12-29,700.38
1961-01-28,694.55
1961-02-27,717.24
1961-03-29,704.62
1961-04-28,686.89
1961-05-28,678.47
1961-06-27,712.77
1961-07-27,665.22
1961-08-26,705.45
1961-09-25,694.7
1961-10-25,696.41
1961-11-24,695.52
1961-12-24,695.99
1962-01-23,681.84
1962-02-22,681.88
1962-03-24,704.05
1962-04-23,702.01
1962-05-23,700.57
1962-06-22,685.45
1962-07-22,704.71
1962-08-21,705.1
1962-09-20,706.18
1962-10-20,709.18
1962-11-19,710.55
1962-12-19,689.87
1963-01-18,735.35
1963-02-17,746.68
1963-03-19,738.18
1963-04-18,715.43
1963-05-18,723.41
1963-06-17,746.5
1963-07-17,733.16
1963-08-16,716.05
1963-09-15,715.36
1963-10-15,716.82
1963-11-14,734.59
1963-12-14,727.88
1964-01-13,710.94
1964-02-12,711.77
1964-03-13,714.94
1964-04-12,735.66
1964-05-12,726.71
1964-06-11,719.08
1964-07-11,728.1
1964-08-10,734.26
1964-09-09,729.17
1964-10-09,717.43
1964-11-08,746.16
1964-12-08,737.65
1965-01-07,764.19
1965-02-06,761.02
1965-03-08,742.72
1965-04-07,727.63
1965-05-07,758.16
1965-06-06,756.7
1965-07-06,733.88
1965-08-05,755.16
1965-09-04,735.61
1965-10-04,747.94
1965-11-03,768.97
1965-12-03,747.61
1966-01-02,726.77
1966-02-01,753.71
1966-03-03,783.24
1966-04-02,775.91
1966-05-02,757.77
1966-06-01,757.16
1966-07-01,774.69
1966-07-31,761.99
1966-08-30,762.86
1966-09-29,758.12
1966-10-29,780.12
1966-11-28,756.13
1966-12-28,762.95
1967-01-27,752.71
1967-02-26,757.63
1967-03-28,789.61
1967-04-27,783.23
1967-05-27,762.74
1967-06-26,774.88
1967-07-26,792.46
1967-08-25,744.92
1967-09-24,771.94
1967-10-24,762.98
1967-11-23,803.25
1967-12-23,771.08
1968-01-22,814.05
1968-02-21,800.81
