carat,cut,color,clarity,depth,table,price,x,y,z
0.74,Ideal,F,VS1,59.9,55.0,488,3.74,6.44,3.5
0.47,Ideal,E,VVS2,60.4,56.0,1583,6.09,6.97,2.76
1.57,Premium,H,VS2,63.3,54.0,2856,6.56,3.81,3.39
0.82,Very Good,G,IF,62.8,58.0,1055,4.53,5.77,2.72
0.88,Fair,I,VS1,60.8,61.0,8148,5.4,5.04,4.3
0.79,Premium,E,SI2,63.0,58.0,3304,5.48,5.1,3.49
0.81,Premium,H,VS2,58.4,58.0,2013,7.6,6.21,2.55
1.18,Very Good,D,SI1,59.9,56.0,11616,5.86,4.17,2.46
1.04,Very Good,I,SI2,59.7,62.0,775,4.75,5.18,3.76
0.36,Very Good,F,SI1,62.2,61.0,2085,6.8,4.64,3.87
1.32,Very Good,G,SI1,60.0,59.0,2718,5.02,6.25,3.35
1.65,Ideal,E,IF,62.5,55.0,451,6.01,6.82,3.46
0.52,Premium,F,SI1,61.7,59.0,1743,7.73,6.76,2.34
0.77,Ideal,F,SI2,61.0,55.0,2826,7.75,8.07,2.86
0.81,Good,F,SI1,58.3,59.0,1749,5.76,5.61,4.57
0.45,Very Good,F,VS2,62.2,54.0,3329,4.18,3.5,2.62
1.06,Very Good,D,SI1,63.4,60.0,1193,3.21,5.1,3.92
0.97,Good,I,VS2,60.1,62.0,6560,6.52,6.88,3.14
0.59,Good,F,SI2,61.1,58.6,5396,5.25,3.34,3.51
0.59,Premium,H,VS2,60.8,60.0,8305,5.6,4.9,3.56
1.09,Ideal,H,VVS1,62.3,57.0,4680,6.56,6.76,5.44
0.55,Very Good,D,VVS2,61.3,61.0,12262,4.78,4.7,3.74
0.24,Premium,J,SI1,59.5,61.0,2576,5.75,5.53,2.83
0.67,Very Good,E,SI2,61.5,58.0,1814,7.57,4.9,2.91
0.25,Very Good,D,SI2,57.6,58.0,2301,5.11,5.75,3.44
0.94,Premium,E,VS2,57.2,57.0,3956,5.79,5.47,4.49
1.08,Premium,D,VS2,62.9,57.0,1067,5.63,5.95,3.35
0.65,Good,J,VS2,60.6,65.0,6319,5.97,6.03,3.64
0.7,Premium,I,SI2,62.9,53.0,632,6.61,3.61,3.0
0.48,Ideal,D,VS2,59.3,57.0,2386,5.41,7.29,3.37
0.9,Premium,G,VS2,60.3,55.0,1185,7.55,4.91,3.0
1.68,Ideal,I,SI1,61.8,60.0,7748,5.54,3.23,2.89
0.52,Ideal,G,SI1,60.2,58.0,15398,4.42,4.36,2.53
1.09,Premium,J,SI1,63.8,59.0,7639,4.47,4.68,1.9
0.5,Very Good,D,SI1,60.9,58.0,5361,5.93,6.24,3.22
1.29,Very Good,J,SI1,58.2,57.0,15099,4.06,5.3,2.65
0.7,Ideal,G,SI2,60.5,57.0,2131,6.44,6.45,2.89
1.09,Very Good,E,VS2,62.4,57.0,3328,7.22,5.8,2.86
1.35,Good,G,VVS1,60.9,59.0,6357,4.62,5.33,2.54
1.53,Very Good,G,VS2,60.5,57.0,1626,7.18,5.38,2.71
1.97,Very Good,F,SI1,58.2,54.0,1391,6.62,5.13,3.14
1.5,Ideal,H,VS2,61.1,60.0,4735,5.28,5.7,3.66
0.53,Fair,F,SI2,60.9,58.0,8476,4.78,4.11,1.8
1.49,Ideal,G,VS1,63.2,58.0,7868,6.07,3.54,3.37
0.6,Very Good,I,VS1,61.6,56.0,622,6.3,5.28,2.93
0.2,Premium,D,SI1,62.2,57.0,1748,4.83,4.89,3.35
0.42,Ideal,E,VS1,59.5,54.0,3716,4.91,5.83,3.13
0.69,Ideal,G,VVS1,62.1,54.0,2210,4.47,4.59,3.72
0.2,Premium,I,VS2,63.8,59.0,5144,5.03,6.69,3.62
0.58,Ideal,F,VS1,61.4,56.0,2653,5.46,7.99,2.83
1.24,Premium,G,VS2,60.6,57.0,326,4.79,7.69,3.51
1.8,Ideal,I,VS2,63.1,54.0,326,6.9,5.26,3.22
1.12,Ideal,G,VVS2,63.1,55.0,8753,5.62,8.62,3.69
0.45,Premium,D,SI2,59.3,60.0,5549,3.43,5.59,3.42
0.99,Premium,G,VVS1,60.0,58.0,15544,9.54,6.86,2.85
0.25,Premium,H,SI1,62.4,63.0,8766,5.41,5.43,3.71
0.45,Very Good,G,VS2,62.9,59.0,9100,8.15,5.41,3.35
0.9,Premium,H,IF,60.7,58.0,5994,5.28,5.89,4.62
0.35,Good,F,SI1,60.4,58.0,3377,4.27,4.36,2.8
0.83,Premium,E,SI2,58.3,67.0,1024,6.35,6.22,4.65
0.69,Premium,E,VS2,61.1,57.0,12645,5.31,3.91,3.41
1.61,Premium,H,SI1,61.7,58.0,1785,8.18,5.19,2.67
0.67,Premium,F,VS1,61.9,57.0,1505,7.74,5.56,3.63
0.63,Good,E,I1,59.8,61.0,1772,4.88,7.54,2.81
1.72,Ideal,G,VVS2,59.7,57.0,1070,5.04,5.39,4.0
0.23,Ideal,G,SI1,63.4,57.0,635,5.4,5.61,3.11
1.38,Ideal,G,I1,63.0,55.0,17516,7.05,5.5,3.9
0.23,Ideal,G,VS2,60.5,57.0,2135,5.24,6.66,2.46
1.51,Fair,H,VS2,61.8,56.0,840,6.48,6.75,3.06
0.43,Ideal,D,VVS2,62.4,58.0,456,7.35,6.38,4.37
0.63,Premium,D,SI1,60.8,53.0,1339,5.59,4.16,3.74
1.02,Fair,J,VS1,61.0,53.0,828,6.2,6.17,3.12
0.56,Ideal,D,VVS1,60.9,57.0,3479,6.65,5.87,3.5
0.55,Very Good,F,VVS2,59.6,56.0,326,3.83,4.45,5.24
0.71,Good,H,VS1,64.8,62.0,3613,4.69,4.49,3.44
0.4,Very Good,J,SI2,61.5,57.0,4774,5.87,5.25,3.66
0.96,Ideal,E,VS1,62.8,58.0,1360,6.69,6.83,4.34
0.43,Very Good,E,SI1,62.2,56.0,1454,5.23,4.09,3.56
0.58,Ideal,E,IF,61.3,54.0,1136,6.24,3.0,3.59
0.43,Ideal,F,IF,61.1,58.0,889,6.64,5.03,4.36
0.27,Premium,G,VVS1,59.7,57.0,1309,3.27,7.15,3.99
1.61,Very Good,I,VS1,59.9,52.0,2079,5.47,7.55,4.28
0.64,Ideal,H,VS1,62.5,55.0,4791,6.75,5.83,3.56
0.46,Very Good,F,VS1,60.7,58.6,915,5.57,6.86,3.93
1.61,Good,H,SI1,66.5,61.0,3768,5.83,5.41,3.26
0.75,Very Good,D,SI1,62.0,59.0,2714,4.56,5.98,3.05
0.68,Premium,F,VS1,61.6,58.0,1829,5.65,5.96,3.41
1.77,Very Good,I,SI1,58.1,62.0,4734,6.76,5.64,3.22
0.31,Good,E,VS1,61.8,61.0,1042,6.2,5.42,3.87
0.78,Ideal,H,VS1,65.1,58.0,932,5.78,4.22,4.21
0.77,Very Good,G,SI2,61.9,58.0,5725,5.9,4.85,3.36
1.23,Premium,D,SI2,59.2,62.0,2204,4.45,5.94,2.5
0.48,Ideal,D,SI1,63.4,56.0,916,5.28,5.19,3.81
0.68,Very Good,H,VS2,61.8,61.0,644,6.55,5.77,3.38
0.52,Good,I,SI1,59.9,63.0,7165,4.22,7.44,4.09
0.57,Good,F,SI1,60.5,61.0,2856,5.57,5.19,3.62
0.78,Fair,J,SI1,62.9,60.0,3687,4.37,6.82,2.95
0.66,Premium,F,IF,61.5,55.0,691,5.73,6.12,2.61
1.27,Ideal,G,VVS1,62.6,54.0,4172,5.79,4.0,4.36
0.38,Ideal,G,SI2,63.6,59.0,2053,5.49,3.84,4.49
1.41,Very Good,J,VS1,60.4,61.0,3898,6.11,7.77,3.88
0.81,Ideal,E,SI1,62.6,61.0,3757,6.09,4.81,3.75
0.85,Premium,H,VS2,63.4,62.0,5166,6.42,6.25,3.57
0.67,Premium,I,VS1,58.2,61.0,14481,6.45,5.3,3.28
0.63,Very Good,F,SI2,58.7,60.0,2945,5.56,5.4,2.59
1.6,Very Good,E,SI1,60.0,58.0,817,7.11,5.28,3.71
0.56,Ideal,D,SI2,61.3,61.0,1953,6.66,4.95,4.37
0.8,Ideal,E,VVS2,61.9,59.0,4835,5.25,4.26,3.21
0.45,Premium,H,VS2,62.2,54.0,5477,5.55,5.82,3.48
0.74,Premium,J,SI2,59.3,60.0,7525,5.46,6.21,3.25
1.09,Ideal,E,VS2,61.3,61.0,7666,4.03,5.7,3.32
0.35,Ideal,G,I1,62.3,62.0,613,7.07,6.48,3.06
0.98,Ideal,H,VS1,60.1,57.0,2031,5.41,5.28,2.85
0.24,Very Good,H,VS1,60.2,58.0,3257,2.73,6.85,4.11
0.39,Ideal,G,VVS2,60.0,60.0,8574,6.63,5.69,2.31
0.5,Very Good,D,VS1,61.1,58.0,3871,4.72,5.11,4.52
1.73,Ideal,J,SI1,61.2,57.0,4168,5.1,5.52,3.72
1.3,Very Good,I,VS1,59.3,58.0,4316,5.18,7.88,4.48
0.22,Very Good,F,SI1,58.7,63.0,1590,5.35,5.96,2.81
0.47,Ideal,E,VS2,62.8,60.0,844,6.97,6.81,3.41
0.43,Ideal,H,SI1,59.5,60.0,843,6.45,6.52,3.17
0.57,Good,G,VS2,63.1,58.0,8471,6.18,5.68,2.81
0.71,Very Good,D,VS2,61.8,59.0,1427,6.96,5.68,3.8
0.33,Premium,E,VS2,59.8,54.0,727,5.84,5.46,3.58
0.64,Good,G,VS1,61.2,57.0,1564,7.32,6.45,3.92
0.53,Very Good,D,SI2,64.8,55.0,941,4.46,4.43,4.32
1.28,Ideal,D,SI2,62.0,58.5,961,5.95,4.68,4.19
0.36,Fair,E,SI2,61.7,58.0,1033,7.22,6.13,3.55
1.11,Premium,F,SI2,60.4,59.0,5027,5.27,8.67,4.34
0.68,Premium,E,VS1,57.9,60.0,326,6.56,6.26,4.22
0.36,Very Good,D,VS2,60.9,59.0,4445,5.73,6.44,3.3
0.2,Very Good,H,SI1,65.9,56.0,1566,5.31,7.98,4.2
0.46,Premium,F,SI2,59.2,59.0,2849,4.95,4.6,3.0
0.71,Premium,E,VS2,62.5,58.0,4501,6.65,6.3,3.31
0.79,Ideal,H,VS2,60.9,54.8,5246,6.38,5.45,1.97
0.33,Ideal,F,VS2,63.9,58.0,2821,5.02,5.82,3.89
1.35,Very Good,G,VS2,60.7,59.0,8348,5.96,6.65,3.11
0.5,Good,H,SI2,62.1,62.0,3987,3.8,5.14,3.35
1.36,Very Good,F,IF,62.0,59.0,3221,6.08,4.37,3.56
0.73,Very Good,D,VS2,68.9,61.0,3665,3.65,5.93,1.7
1.16,Very Good,G,VVS1,60.8,59.0,365,6.25,5.8,3.38
0.29,Premium,E,SI1,64.8,63.0,2510,7.49,4.47,3.85
0.37,Ideal,G,VS2,63.7,57.0,1066,5.62,5.39,3.15
0.33,Ideal,I,VVS2,62.1,55.1,2271,5.59,6.73,2.54
0.7,Ideal,D,VS2,62.9,56.0,2325,5.7,5.41,2.52
1.24,Very Good,E,SI1,63.2,57.0,2456,5.74,6.38,3.96
1.58,Good,D,SI2,60.8,60.0,802,4.99,5.34,3.62
0.34,Fair,H,I1,62.9,57.0,3346,4.53,5.22,4.02
0.39,Good,E,VVS1,60.7,57.0,1384,6.68,7.26,3.17
0.58,Premium,H,VVS1,60.1,57.0,5829,5.16,6.42,2.67
0.56,Premium,G,VS1,57.5,60.0,775,7.11,6.75,3.11
1.81,Good,G,VS1,59.4,57.0,6288,7.08,4.75,3.79
0.99,Very Good,D,VS1,62.3,58.0,3633,4.67,6.07,3.25
2.49,Very Good,I,I1,69.2,57.0,2726,6.49,5.72,2.21
0.39,Ideal,E,VVS2,60.0,58.0,2892,4.62,4.25,4.57
0.24,Very Good,E,SI2,63.8,66.0,3799,6.42,5.58,3.96
0.69,Very Good,H,VS2,61.8,62.0,2553,5.78,7.59,5.27
0.2,Premium,H,VS1,59.9,53.0,5110,8.21,3.03,3.48
0.69,Very Good,G,VVS2,60.0,56.0,715,5.39,4.57,3.77
0.72,Very Good,D,SI1,62.4,57.0,2394,5.87,4.06,2.95
1.23,Ideal,H,VVS1,61.7,54.8,6416,6.39,5.39,3.43
0.47,Fair,F,SI2,59.9,60.0,1649,5.22,4.35,3.09
0.86,Ideal,I,VVS2,62.9,58.0,6516,8.35,6.35,3.4
0.35,Premium,G,VS1,64.3,56.0,6231,5.45,6.06,3.13
0.38,Very Good,J,SI1,60.7,64.0,13543,7.99,5.34,3.61
0.86,Very Good,H,VS2,63.4,61.0,4385,6.53,4.0,2.82
0.97,Good,E,SI2,58.3,58.0,2532,6.36,6.67,3.83
0.8,Very Good,I,VS1,59.4,55.0,4507,6.12,2.46,3.98
0.56,Ideal,E,SI2,65.7,57.0,6488,4.94,5.23,2.92
0.47,Very Good,E,SI2,59.7,60.0,802,5.36,6.87,3.27
0.57,Premium,G,SI2,58.8,58.0,937,6.31,6.91,4.46
0.79,Very Good,E,SI2,60.8,64.0,2746,5.47,6.64,3.9
0.2,Good,E,SI1,65.4,57.0,5689,5.59,5.6,3.29
0.49,Very Good,H,VVS1,62.4,58.0,3074,6.37,7.14,2.77
0.69,Ideal,F,VVS2,61.8,57.0,7910,5.8,5.54,2.75
0.9,Premium,I,SI2,60.2,61.0,1588,5.47,4.13,3.5
0.22,Very Good,F,VVS2,58.2,56.0,1476,7.81,5.68,1.73
1.19,Very Good,H,SI2,62.7,57.0,1418,6.29,4.13,2.72
0.69,Fair,H,I1,67.2,60.0,7742,4.63,4.72,3.53
0.52,Ideal,J,SI2,60.6,64.0,1620,5.18,5.53,3.77
0.71,Good,F,VS2,61.0,55.0,1660,4.5,6.97,4.69
0.47,Good,E,SI1,60.0,58.0,3892,5.89,5.83,4.29
2.26,Premium,H,SI2,62.3,55.0,2882,5.01,4.81,3.66
1.69,Ideal,I,SI2,61.6,57.0,2756,4.93,7.4,3.8
0.58,Ideal,I,SI1,59.5,62.0,1457,4.69,3.17,4.89
1.54,Ideal,G,VVS2,61.8,57.0,421,5.46,5.75,3.51
0.51,Premium,E,VS1,64.6,58.0,9129,5.29,5.18,3.19
1.09,Premium,I,VVS2,61.2,57.0,3783,4.43,6.77,3.35
0.46,Very Good,H,SI1,60.8,57.0,4326,5.8,5.38,3.08
1.23,Very Good,F,VS2,64.0,59.4,2952,4.82,6.06,3.92
0.27,Very Good,E,VS1,62.2,61.0,1975,4.21,5.48,3.78
1.29,Very Good,H,VVS2,61.1,56.1,2299,4.15,4.63,2.37
0.67,Ideal,G,VS1,58.9,55.0,1773,7.47,6.27,2.31
1.12,Very Good,I,VS2,60.7,56.0,1192,6.09,3.88,2.9
2.65,Very Good,J,IF,61.9,56.0,5167,4.75,4.63,4.73
0.45,Premium,D,SI1,60.4,58.0,6434,4.61,6.02,3.32
1.05,Very Good,G,VVS2,63.0,55.0,1704,5.85,5.1,4.36
0.72,Good,G,VS2,62.6,67.0,2890,6.33,6.13,3.29
0.57,Premium,E,VVS1,60.0,56.0,1003,5.38,6.24,3.03
1.51,Fair,I,I1,61.7,62.0,6261,6.49,6.94,4.37
1.72,Premium,H,SI1,63.3,56.0,7790,6.59,4.78,2.87
0.9,Ideal,D,VS1,61.1,56.0,1784,6.36,5.66,3.31
0.45,Ideal,D,VS2,61.9,56.0,1942,4.9,4.59,3.04
1.27,Good,H,VS1,62.9,61.0,18823,5.73,5.3,5.65
0.8,Ideal,J,VS2,61.8,54.0,709,5.63,5.47,4.21
0.74,Ideal,D,SI2,63.8,54.0,1830,4.79,6.22,3.51
0.6,Good,H,SI2,58.5,61.0,14808,4.9,4.72,4.77
0.6,Ideal,E,SI1,61.3,56.0,2007,5.02,5.0,3.6
0.63,Premium,G,SI1,62.7,57.0,2086,5.47,7.33,3.93
0.46,Premium,D,VS1,59.3,53.0,2597,6.68,4.04,3.59
1.58,Premium,I,SI2,61.6,61.0,2702,7.31,6.58,3.92
1.36,Ideal,H,VS2,61.0,61.0,11933,4.09,3.39,3.01
0.57,Ideal,I,SI2,62.9,58.0,326,7.76,5.43,2.34
0.81,Ideal,G,VVS1,61.9,57.0,1957,4.6,7.29,3.78
0.85,Very Good,E,VS2,62.0,56.0,8970,6.21,7.74,4.46
0.59,Fair,H,SI2,62.3,58.0,11729,6.88,5.04,4.1
0.34,Good,F,VVS1,60.4,60.0,7544,4.87,7.15,3.44
0.28,Ideal,I,SI1,60.1,57.0,1329,5.45,3.96,4.12
0.43,Good,F,VVS2,61.6,57.0,4042,6.34,6.59,3.65
0.49,Ideal,D,VVS2,61.6,53.4,1279,6.86,4.5,3.7
1.7,Premium,J,VS2,61.3,60.0,3349,5.39,3.92,3.15
0.69,Ideal,E,SI1,63.0,56.0,1326,7.72,6.03,3.38
0.41,Premium,H,SI2,61.8,59.0,4244,6.55,3.98,2.92
0.57,Very Good,E,VVS2,63.6,56.0,2414,5.61,5.58,3.01
0.47,Very Good,D,SI1,62.9,58.0,6549,5.6,5.34,2.45
0.65,Premium,I,SI1,58.4,56.0,2117,3.8,3.99,4.74
0.84,Very Good,E,VS1,60.3,57.3,4092,7.03,5.93,4.24
0.65,Good,G,SI1,59.5,54.0,4102,4.02,5.23,3.91
1.73,Very Good,H,VVS2,57.5,54.0,3675,3.46,6.85,2.54
0.49,Very Good,H,SI1,63.3,57.0,1519,7.58,6.94,2.63
0.57,Premium,I,VS2,62.5,62.0,3959,7.56,6.52,4.47
0.85,Premium,D,VS2,60.1,58.0,932,5.44,4.64,3.6
0.45,Premium,E,VS2,61.5,56.0,11576,4.8,5.67,4.43
0.48,Premium,G,VS1,63.9,58.0,15816,7.92,7.81,4.26
0.67,Premium,H,VS2,62.2,57.0,7681,5.46,7.83,2.46
0.66,Premium,H,VS2,61.2,56.0,4627,5.86,7.82,4.24
0.76,Ideal,E,SI2,61.9,60.0,4561,5.64,5.64,2.27
1.35,Premium,F,SI1,62.7,56.0,1095,5.69,5.66,4.28
0.23,Fair,E,SI2,61.9,61.0,2322,5.28,6.3,3.76
3.03,Fair,J,VS1,59.9,60.0,2210,7.82,7.27,3.79
0.85,Ideal,H,VS2,60.7,60.0,5099,5.0,5.02,4.67
0.74,Good,D,SI2,61.9,61.0,326,5.85,5.72,3.61
0.34,Premium,F,SI1,61.0,55.0,3201,6.97,5.88,1.98
1.27,Very Good,E,VS1,62.0,58.0,1483,4.49,6.08,4.25
1.4,Very Good,H,VVS1,60.9,59.0,8343,5.37,6.72,2.92
0.91,Good,G,IF,61.6,56.0,15877,6.49,7.1,3.09
0.9,Very Good,H,VS2,63.2,56.0,2255,5.92,8.0,3.43
0.53,Very Good,G,SI2,61.2,58.0,3411,4.76,6.47,3.02
0.2,Premium,F,SI1,60.3,59.0,4102,5.24,5.63,3.91
0.51,Good,E,IF,62.7,57.0,5363,5.5,4.64,3.81
1.73,Very Good,H,SI1,61.8,54.0,1512,7.0,6.1,4.2
0.97,Premium,G,SI2,61.2,55.0,1805,6.53,3.91,3.27
0.94,Premium,G,VVS1,63.0,56.0,2301,6.13,6.06,4.53
1.03,Premium,G,VS2,62.8,58.0,2552,5.55,6.49,4.24
0.72,Ideal,G,SI1,59.7,61.0,2005,5.24,6.57,3.69
0.56,Premium,F,VVS1,62.5,55.0,879,5.22,7.22,2.15
0.78,Premium,G,SI1,65.3,61.0,1580,5.96,6.4,3.67
0.4,Good,H,SI2,62.5,57.4,3371,5.2,7.08,3.45
0.37,Very Good,F,VVS1,63.1,54.0,6143,5.81,7.26,2.1
0.69,Ideal,J,IF,61.8,57.0,6095,6.0,8.31,2.15
0.71,Ideal,H,VS1,63.6,58.0,1296,5.0,5.02,4.25
0.59,Premium,E,VS2,60.3,56.0,839,4.46,4.42,3.53
0.21,Premium,F,SI1,60.7,56.0,653,4.96,5.21,3.21
1.07,Very Good,E,SI2,64.9,59.0,363,5.42,3.87,2.72
0.72,Premium,I,VS2,60.9,60.0,1450,5.12,3.5,4.4
0.46,Ideal,E,SI1,61.8,57.0,1417,5.31,3.14,3.21
0.41,Very Good,G,VS1,65.6,57.0,10640,6.03,6.17,3.12
0.44,Very Good,D,VVS1,63.1,61.0,992,6.29,3.68,4.29
0.71,Ideal,F,SI2,58.2,59.0,1313,3.96,5.27,3.13
0.48,Ideal,E,SI2,60.0,55.0,2039,5.46,6.15,2.81
0.44,Very Good,F,SI1,61.5,57.0,1389,6.29,6.49,3.51
1.32,Ideal,F,SI1,60.0,56.0,6328,5.88,6.08,3.23
0.52,Very Good,F,SI2,60.2,62.0,467,6.28,4.55,2.89
1.74,Ideal,F,VS1,60.3,56.0,393,6.34,3.97,3.75
0.34,Good,F,I1,63.2,56.0,11424,8.07,5.92,1.99
1.01,Very Good,I,VVS1,61.2,56.0,4546,4.83,5.45,3.28
0.26,Premium,E,VS1,63.1,57.0,1814,6.62,9.19,4.0
0.59,Ideal,F,SI2,62.4,57.0,3902,7.06,5.56,2.88
0.22,Ideal,G,VS1,58.5,60.0,3132,4.41,4.85,3.71
0.33,Premium,E,VS2,61.5,59.0,3390,5.97,4.04,1.99
0.8,Ideal,F,VVS1,61.5,56.0,2857,6.88,5.58,2.85
0.48,Premium,E,VVS2,62.7,55.0,1690,6.25,3.41,3.29
0.57,Very Good,I,SI2,62.8,57.0,7752,5.19,4.69,2.82
0.42,Premium,D,VS1,62.0,58.0,1559,5.68,5.77,2.28
1.11,Good,H,SI1,63.6,60.0,6239,6.07,5.66,3.6
0.48,Very Good,D,VS2,60.0,57.0,1445,3.67,5.89,3.29
0.49,Very Good,I,SI2,60.6,59.0,1735,4.52,6.07,3.14
0.88,Very Good,F,SI2,59.8,58.0,886,6.06,5.59,4.12
0.55,Very Good,E,VVS2,62.9,57.0,2888,8.23,5.86,3.52
0.94,Very Good,D,SI1,59.3,58.0,859,6.51,7.41,4.19
1.1,Very Good,G,I1,66.5,57.0,8967,4.65,6.58,3.39
0.98,Good,J,SI1,60.8,62.0,5599,6.92,3.34,3.51
1.02,Premium,F,VS1,62.7,57.0,2946,6.81,5.42,1.07
0.84,Premium,G,SI1,61.6,59.0,3710,6.45,5.4,4.15
0.6,Ideal,F,VS1,60.2,61.0,2198,4.01,5.76,4.1
0.53,Ideal,E,SI2,59.4,61.0,2562,3.83,6.0,2.82
0.87,Good,D,VS2,63.4,57.0,413,7.4,7.25,4.47
0.22,Very Good,F,IF,60.6,56.0,12540,5.21,4.83,3.93
0.33,Good,E,VVS1,62.9,57.0,2037,6.75,5.65,3.36
0.67,Fair,F,SI1,63.0,57.0,2979,6.93,5.71,3.23
0.42,Ideal,I,SI1,64.6,59.0,1282,6.19,5.26,3.11
0.57,Very Good,E,VS2,61.6,56.0,483,5.88,2.81,2.63
0.71,Ideal,E,SI2,62.1,56.0,1180,4.5,7.07,2.94
0.99,Ideal,F,VVS2,61.3,61.0,2534,5.04,5.27,3.46
0.71,Very Good,G,VS2,62.6,56.0,2909,6.5,4.78,4.09
1.05,Ideal,I,SI1,63.4,58.0,326,5.37,6.35,5.07
0.81,Very Good,F,IF,64.3,58.0,558,5.89,5.42,2.78
0.29,Premium,G,VVS1,63.3,56.0,1470,2.49,6.68,4.2
0.2,Fair,H,SI2,61.7,60.0,9259,6.23,4.87,4.66
0.9,Very Good,H,SI1,62.7,55.0,516,5.68,6.37,3.83
0.55,Ideal,I,VS1,62.2,55.0,780,5.55,5.79,4.52
1.35,Premium,G,SI1,61.9,57.0,4927,7.39,7.93,2.93
0.64,Premium,H,VVS2,61.3,58.0,3406,5.55,5.83,4.23
0.6,Very Good,F,SI1,62.0,55.8,326,6.68,6.76,3.68
1.3,Good,G,VS2,60.9,60.0,3250,5.73,7.35,3.91
0.79,Ideal,F,SI2,63.4,61.0,2960,6.47,5.52,3.56
0.58,Premium,J,VS2,62.4,58.0,974,5.05,4.55,4.07
