Date,Price
1924-08-03,509.69
1924-08-07,269.16
1924-09-17,225.43
1924-11-17,118.98
1924-11-28,307.04
1925-01-21,165.92
1925-01-24,174.84
1925-02-03,291.98
1925-02-16,75.4
1925-06-12,985.93
1925-11-24,406.18
1925-12-09,985.93
1926-01-26,590.25
1926-02-12,401.33
1926-04-15,112.31
1926-04-25,124.34
1926-06-05,159.68
1926-06-26,305.21
1926-07-01,400.7
1926-07-17,493.84
1926-07-21,177.91
1926-07-26,74.87
1926-10-09,211.75
1926-10-18,239.5
1926-12-01,275.52
1926-12-31,127.93
1927-02-01,66.31
1927-03-04,255.56
1927-03-20,487.07
1927-04-24,109.08
1927-05-24,268.75
1927-06-11,57.93
1927-07-31,381.78
1927-08-11,54.69
1927-10-01,46.85
1927-10-10,52.26
1927-10-10,197.34
1927-10-23,131.67
1927-11-03,134.98
1927-11-26,140.74
1927-12-01,153.93
1927-12-18,212.57
1928-01-23,175.73
1928-03-16,254.15
1928-03-27,196.05
1928-04-09,632.62
1928-06-02,192.26
1928-06-13,428.13
1928-08-20,182.19
1928-08-27,336.75
1928-09-08,544.32
1928-12-28,130.47
1929-01-22,262.79
1929-04-09,636.43
1929-04-12,147.58
1929-06-16,257.78
1929-07-16,377.57
1929-07-22,142.52
1929-07-31,382.4
1929-08-14,197.07
1929-08-16,268.05
1929-08-30,436.81
1929-11-27,372.43
1929-12-18,227.83
1930-02-08,125.31
1930-03-23,769.2
1930-06-19,46.85
1930-08-12,682.49
1930-09-15,327.81
1930-09-30,189.59
1930-10-17,259.34
1930-11-04,98.29
1930-11-11,235.07
1931-01-19,334.56
1931-01-31,147.78
1931-04-13,985.93
1931-06-25,330.18
1931-06-25,819.14
1931-07-20,107.47
1931-08-29,58.33
1931-09-02,257.78
1931-09-05,360.22
1931-09-19,53.1
1931-09-26,577.07
1931-10-04,118.27
1931-10-19,489.3
1931-11-07,364.68
1931-12-07,111.39
1932-01-24,163.34
1932-02-23,261.88
1932-02-24,273.55
1932-03-02,240.81
1932-03-05,197.03
1932-03-15,120.01
1932-04-30,361.13
1932-05-23,328.14
1932-06-03,65.06
1932-06-15,168.66
1932-06-22,985.93
1932-06-23,159.78
1932-06-23,129.63
1932-07-26,451.71
1932-07-26,347.37
1932-08-29,421.78
1932-09-05,185.95
1932-09-20,351.41
1932-09-29,359.23
1932-10-17,367.68
1932-10-21,57.4
1932-12-11,985.93
1933-03-11,323.85
1933-04-17,587.03
1933-05-12,232.74
1933-05-23,985.93
1933-05-31,694.13
1933-09-01,213.85
1933-09-01,157.48
1933-10-04,182.91
1933-10-08,70.5
1933-10-20,61.58
1933-10-28,92.5
1934-01-09,110.98
1934-01-15,199.15
1934-01-20,66.76
1934-01-22,265.89
1934-03-10,87.59
1934-04-07,101.3
1934-04-13,251.78
1934-04-29,52.86
1934-05-28,239.92
1934-08-12,148.4
1934-08-13,304.39
1934-08-28,985.93
1934-11-02,206.48
1934-12-05,341.92
1935-02-17,184.92
1935-03-18,407.25
1935-04-15,93.33
1935-05-15,109.48
1935-05-15,774.2
1935-05-30,83.46
1935-06-23,684.87
1935-08-10,160.28
1935-08-27,174.82
1935-10-12,531.94
1935-10-12,98.27
1935-11-10,46.85
1935-11-19,117.03
1935-12-17,76.95
1936-02-01,103.22
1936-02-25,175.07
1936-03-22,52.75
1936-05-29,352.28
1936-06-30,83.21
1936-07-14,248.91
1936-08-27,346.81
1936-11-14,259.63
1936-11-22,223.69
1936-11-24,166.22
1936-12-03,116.65
1936-12-21,172.11
1937-03-22,146.31
1937-04-06,81.29
1937-04-19,92.88
1937-07-06,203.72
1937-07-27,207.23
1937-08-03,362.75
1937-08-05,251.49
1937-10-30,116.52
1937-11-18,408.59
1938-01-02,297.7
1938-01-30,278.49
1938-03-22,157.36
1938-05-01,153.13
1938-05-28,302.54
1938-07-01,145.4
1938-09-22,416.45
1938-12-31,748.41
1939-06-20,592.28
1939-08-01,54.5
1939-08-13,148.12
1939-10-18,347.38
1939-11-12,210.1
1940-02-09,469.88
1940-02-15,414.0
1940-04-02,74.14
1940-05-19,66.63
1940-05-29,89.04
1940-06-19,121.03
1940-07-23,200.08
1940-09-01,286.27
1940-09-07,137.71
1940-09-20,282.08
1940-10-03,383.46
1940-10-28,83.92
1940-11-04,90.63
1940-11-07,155.91
1940-11-30,349.99
1940-12-20,125.18
1940-12-27,71.34
1941-03-03,520.74
1941-03-16,51.57
1941-05-08,74.23
1941-05-28,70.16
1941-06-01,186.67
1941-06-21,241.94
1941-07-29,514.03
1941-09-13,668.0
1941-09-26,58.43
1941-10-05,428.26
1941-10-18,103.64
1941-12-07,147.01
1942-02-09,87.69
1942-02-18,359.54
1942-03-28,63.36
1942-07-16,73.08
1942-08-07,119.57
1943-01-07,80.43
1943-01-22,223.12
1943-03-07,146.38
1943-03-18,191.9
1943-04-12,620.83
1943-05-31,75.22
1943-06-19,362.48
1943-08-19,523.32
1943-08-19,121.1
1943-09-05,212.2
1943-09-25,272.54
1943-10-05,233.13
1943-10-10,254.38
1943-12-01,817.62
1943-12-30,355.82
1944-02-26,102.97
1944-03-25,225.68
1944-04-21,244.62
1944-05-06,489.6
1944-05-14,227.86
1944-06-24,573.07
1944-09-25,154.1
1944-10-15,323.18
1944-11-23,219.27
1945-01-03,127.1
1945-01-04,327.8
1945-01-23,87.26
1945-03-19,60.39
1945-04-02,211.94
1945-04-07,711.44
1945-04-13,532.22
1945-04-16,46.85
1945-05-24,204.84
1945-06-13,340.83
1945-07-12,258.12
1945-07-26,101.79
1945-08-18,747.34
1945-09-11,157.81
1945-10-30,378.29
1945-12-09,221.27
1945-12-30,409.67
1945-12-30,188.78
1946-01-09,344.7
1946-03-21,237.34
1946-04-15,346.3
1946-04-20,279.09
1946-05-18,115.94
1946-05-26,126.99
1946-06-09,72.85
1946-06-23,163.55
1946-09-17,273.75
1946-09-27,246.43
1947-01-15,289.11
1947-05-03,297.48
1947-06-05,85.89
1947-06-21,216.4
1947-07-25,419.11
1947-08-04,146.72
1947-08-09,93.04
1947-09-05,219.48
1947-09-28,244.5
1947-11-06,186.19
1947-11-11,97.34
1947-11-12,191.95
1947-12-21,224.52
1948-01-02,377.79
1948-02-13,81.49
1948-03-23,132.61
1948-04-09,331.43
1948-08-13,134.01
1948-08-14,153.24
1948-09-03,82.89
1948-10-10,644.3
1948-10-16,120.52
1948-10-18,262.01
1948-10-19,719.35
1948-12-01,129.27
1948-12-30,175.02
1949-02-06,309.45
1949-02-08,60.78
1949-05-28,444.41
1949-06-03,188.07
1949-08-12,221.26
1949-08-19,226.82
1949-12-12,46.85
1949-12-24,873.18
1950-01-02,146.0
1950-02-18,234.19
1950-03-02,314.68
1950-03-03,126.96
1950-04-26,113.36
1950-04-27,86.32
1950-06-20,571.94
1950-09-01,452.89
1950-11-05,186.07
1950-11-27,136.33
1951-02-03,46.85
1951-03-16,856.93
1951-03-22,278.35
1951-04-11,829.9
1951-04-13,325.16
1951-04-21,659.14
1951-05-11,602.25
1951-06-26,499.49
1951-08-26,116.57
1951-09-27,146.81
1951-11-02,181.4
1951-11-12,84.0
1951-12-07,226.13
1951-12-23,422.01
1952-01-06,107.82
1952-02-19,462.26
1952-07-10,295.69
1952-07-12,985.93
1952-08-08,338.11
1952-10-04,358.44
1952-10-17,55.8
1952-11-03,288.52
1952-11-05,250.76
1952-12-11,349.16
1952-12-12,180.73
1953-01-22,124.87
1953-03-02,59.98
1953-03-22,495.75
1953-04-10,310.58
1953-06-09,225.38
1953-06-20,46.85
1953-07-11,264.85
1953-07-15,112.27
1953-08-20,280.89
1953-09-03,122.42
1953-09-09,735.06
1953-10-30,439.03
1953-12-31,173.41
1954-01-01,133.95
1954-01-26,123.04
1954-02-22,46.85
1954-03-06,215.03
1954-04-27,368.51
1954-05-02,168.66
1954-05-30,458.45
1954-07-02,559.02
1954-10-09,422.84
1954-11-18,53.24
1954-11-30,99.79
1954-12-01,109.0
1954-12-14,893.05
1955-01-22,112.73
1955-02-20,985.93
1955-02-27,184.47
1955-03-14,267.58
1955-03-25,249.96
1955-03-26,245.33
1955-03-26,98.06
1955-04-05,359.23
1955-04-25,215.14
1955-04-30,183.63
1955-05-19,637.17
1955-05-29,158.8
1955-07-14,281.47
1955-09-16,222.37
1956-01-10,312.99
1956-03-24,166.52
1956-03-24,198.7
1956-05-29,300.99
1956-06-08,402.78
1956-06-23,134.32
1956-06-27,128.0
1956-07-01,490.49
1956-07-11,456.51
1956-07-22,582.93
1956-08-09,253.4
1956-09-20,510.4
1956-09-20,53.32
1956-10-05,108.4
1957-01-17,134.11
1957-02-21,107.49
1957-03-17,116.77
1957-04-30,186.92
1957-05-02,346.28
1957-05-22,637.23
1957-05-30,300.02
1957-06-11,257.6
1957-06-29,93.3
1957-09-05,104.58
1957-10-31,129.08
1957-11-09,445.04
1957-11-20,111.46
1957-12-18,403.83
1958-02-08,364.46
1958-05-03,256.53
1958-05-27,72.82
1958-05-28,222.85
1958-06-15,68.41
1958-07-08,756.24
1958-08-16,146.37
1958-08-25,293.78
1958-08-26,99.41
1958-10-05,127.15
1958-10-16,211.46
1959-01-10,272.47
1959-02-21,46.85
1959-05-09,96.21
1959-06-03,429.58
1959-06-14,218.35
1959-07-14,181.28
1959-07-14,186.35
1959-07-25,88.08
1959-07-27,261.42
1959-11-25,930.62
1959-12-16,89.09
1960-02-04,194.03
1960-03-12,401.12
1960-03-13,93.68
1960-03-14,450.32
1960-04-05,110.7
1960-04-12,461.64
1960-05-26,730.82
1960-07-24,66.57
1960-07-28,182.06
1960-08-09,985.93
1960-09-11,203.16
1960-09-21,219.36
1960-12-04,361.62
1960-12-10,168.34
1961-01-02,113.62
1961-02-28,76.42
1961-03-13,469.9
1961-03-24,559.53
1961-04-07,104.21
1961-05-04,495.37
1961-07-06,256.61
1961-07-10,398.07
1961-07-24,292.47
1961-08-06,985.93
1961-08-28,338.26
1961-09-14,405.44
1961-12-03,346.46
1962-02-01,197.66
1962-02-26,574.12
1962-03-09,258.75
1962-07-06,75.63
1962-07-15,540.56
1962-08-03,252.2
1962-09-16,201.75
1962-09-22,129.21
1962-09-27,588.7
1962-10-02,169.33
1962-10-16,386.81
1962-11-21,262.29
1962-11-21,463.36
1962-11-26,152.86
1962-12-16,103.1
1963-01-31,174.19
1963-02-04,281.71
1963-03-09,166.33
1963-03-13,161.47
1963-06-11,135.51
1963-07-26,51.83
1963-08-01,123.86
1963-09-18,121.22
1963-09-29,624.48
1963-11-02,248.37
1963-11-11,202.7
1964-01-12,163.79
1964-02-10,357.01
1964-03-07,115.41
1964-03-21,182.14
1964-06-01,497.2
1964-06-08,441.39
1964-06-10,179.82
1964-07-09,307.19
1964-07-14,431.98
1964-08-02,276.97
1964-08-08,115.86
1964-08-29,104.38
1964-08-31,133.51
1964-09-05,207.66
1964-10-12,234.6
1964-12-30,84.67
1965-01-05,314.08
1965-01-14,114.26
1965-02-04,199.5
1965-02-11,212.0
1965-02-14,133.87
1965-02-22,276.66
1965-05-18,659.41
1965-07-02,307.73
1965-07-18,75.33
1965-07-30,266.1
1965-09-14,209.83
1965-09-18,356.86
1965-10-01,117.89
1965-10-24,612.15
1965-12-11,99.67
1966-03-04,249.02
1966-03-10,216.39
1966-03-25,289.18
1966-03-26,211.84
1966-04-09,207.5
1966-04-09,160.15
1966-04-25,105.51
1966-06-11,611.22
1966-09-14,109.75
1966-10-05,69.84
1966-10-23,289.81
1966-11-09,864.92
1966-11-14,334.51
1966-12-27,394.74
1967-01-03,453.51
1967-01-29,422.07
1967-03-11,230.0
1967-03-23,49.3
1967-04-06,424.85
1967-04-08,206.96
1967-05-20,166.66
1967-05-23,214.8
1967-06-08,606.49
1967-08-11,77.77
1967-08-20,46.85
1967-09-16,191.16
1967-10-06,91.84
1967-10-16,276.42
1967-11-08,125.6
1967-11-09,173.34
1967-11-24,543.11
1968-03-17,298.27
1968-05-11,100.23
1968-06-25,588.2
1968-08-09,242.91
1968-08-16,985.93
1968-09-16,188.02
1968-09-16,339.42
1968-10-12,387.5
1968-11-14,89.83
