carat,cut,color,clarity,depth,table,price,x,y,z
0.2,Premium,E,VS1,63.6,55.0,2103,5.11,4.57,5.89
0.82,Very Good,F,VVS1,62.9,59.0,15946,6.24,3.92,2.71
0.23,Very Good,G,SI2,64.5,58.0,5797,4.81,4.26,3.77
0.35,Good,D,SI1,63.2,57.0,6594,7.0,4.5,3.54
1.09,Very Good,I,VS2,60.7,59.0,326,5.9,4.96,4.66
1.54,Ideal,H,SI2,62.6,54.0,1266,7.7,5.79,4.93
0.2,Ideal,H,VS2,61.2,59.0,1637,6.0,4.34,4.11
0.64,Ideal,I,VS2,56.3,57.0,8067,5.01,4.28,3.16
0.97,Premium,I,VS2,59.6,57.0,4153,3.69,4.87,2.9
0.88,Ideal,F,IF,60.8,55.0,7141,4.3,5.09,3.77
0.55,Premium,G,VVS2,62.4,58.0,2379,3.82,5.16,3.1
0.51,Premium,E,SI2,58.7,60.0,15861,4.96,6.21,4.14
0.69,Premium,F,VS2,61.3,60.0,18823,4.45,4.72,2.21
0.78,Very Good,G,IF,61.9,56.0,3783,6.51,6.51,2.46
0.79,Fair,G,SI1,62.8,59.0,3931,5.59,5.63,4.14
0.44,Fair,G,SI2,60.3,58.0,544,6.22,6.89,2.28
0.63,Good,D,SI2,60.1,57.0,5725,8.28,5.71,4.25
0.4,Ideal,G,SI2,63.1,56.0,5666,6.44,5.63,5.06
1.27,Ideal,G,VS2,62.8,58.0,1794,4.89,4.32,2.94
0.37,Very Good,E,SI2,63.8,61.0,9975,4.83,6.12,3.03
0.66,Premium,H,SI2,66.6,59.0,604,6.38,6.65,4.1
1.35,Very Good,I,VS2,61.5,55.0,1352,6.69,7.71,3.22
2.02,Ideal,I,VS1,63.2,63.0,387,3.11,8.23,2.98
0.98,Premium,H,VS2,64.2,58.0,1282,4.65,5.79,4.15
0.99,Very Good,G,VS2,61.7,62.0,8158,5.69,7.16,3.38
0.99,Very Good,G,SI2,56.7,63.0,1405,5.79,5.59,4.4
0.54,Fair,F,I1,62.3,58.0,811,3.74,6.28,3.78
0.34,Ideal,D,SI1,62.1,53.0,794,6.72,5.81,3.94
0.23,Good,I,SI2,63.1,57.0,12239,3.87,5.56,3.65
0.49,Good,E,SI1,61.4,61.0,4211,6.67,5.31,3.67
0.93,Fair,G,SI1,60.1,55.0,4491,6.23,6.57,3.69
0.55,Very Good,F,VS1,62.5,55.0,927,5.71,6.98,3.63
0.45,Premium,D,SI1,59.3,59.8,2273,6.57,7.5,3.08
1.4,Ideal,F,VVS1,60.3,55.0,326,6.22,5.79,2.91
0.45,Ideal,H,SI1,63.8,60.0,2225,4.92,7.2,3.46
0.3,Ideal,D,VVS1,62.3,58.0,2282,4.4,5.89,3.27
0.89,Good,I,VS2,61.6,58.0,2324,7.21,4.77,2.85
1.27,Good,H,VS2,59.1,61.0,18823,4.64,5.37,3.82
0.28,Ideal,E,SI1,59.5,57.0,2787,5.37,4.49,3.67
0.79,Ideal,E,VVS2,62.2,62.0,845,6.03,5.31,3.48
1.2,Ideal,I,VVS2,62.8,62.0,10279,6.61,7.4,3.63
1.03,Very Good,G,I1,64.9,56.0,326,5.42,6.48,3.66
2.56,Very Good,G,VS2,60.2,57.0,2462,4.07,5.37,4.11
1.42,Ideal,J,SI1,64.9,57.0,3075,6.13,4.58,3.87
1.1,Ideal,E,SI2,62.7,62.0,369,3.99,4.62,4.02
0.46,Ideal,E,VS1,60.1,54.0,1385,4.97,5.33,2.75
0.52,Fair,G,SI2,63.9,60.0,2564,4.82,6.5,3.13
0.75,Premium,H,SI1,61.9,57.0,1143,5.54,4.69,3.12
0.29,Fair,D,SI2,62.3,58.0,2031,5.65,7.0,2.96
1.58,Good,I,VS1,60.9,56.0,2301,7.79,5.55,4.28
1.26,Good,H,SI2,61.8,60.0,1876,5.51,6.38,3.07
0.2,Very Good,F,VS1,63.9,66.0,1863,6.72,5.48,3.32
0.31,Ideal,E,VVS2,59.7,56.0,1040,6.65,5.64,3.41
0.5,Premium,G,VVS2,60.7,56.0,11739,6.68,6.63,4.26
0.3,Ideal,G,VVS2,60.3,59.0,6064,5.38,6.43,4.02
1.02,Very Good,E,SI1,62.6,61.0,1047,6.72,4.84,4.01
0.74,Ideal,D,SI1,61.3,61.0,1262,5.85,5.02,3.32
0.26,Fair,I,SI1,65.1,60.0,3661,6.46,7.21,4.7
0.51,Ideal,G,VVS1,61.3,58.0,5756,5.87,4.93,2.75
0.51,Very Good,D,SI1,63.0,57.0,1753,5.09,4.88,4.61
0.24,Premium,J,VS2,62.3,60.0,3258,5.68,5.71,2.63
0.26,Premium,I,VS2,61.4,60.0,9792,5.82,6.19,3.8
0.41,Good,G,VS1,61.4,58.0,4227,5.23,7.82,3.44
0.52,Premium,E,VVS1,60.0,55.0,1840,5.82,4.29,3.64
0.64,Good,H,SI2,62.1,59.0,654,5.86,5.79,3.74
0.82,Good,H,VS2,61.2,57.0,1317,5.7,5.41,3.15
0.55,Ideal,E,VS1,62.3,60.0,1942,7.13,4.11,2.77
0.61,Premium,G,VS1,60.4,56.0,2095,6.32,3.8,2.49
0.7,Good,I,SI2,58.3,54.0,2710,6.18,6.28,3.12
0.37,Premium,D,VS2,59.8,62.6,2503,6.8,6.19,4.54
1.36,Premium,F,VVS2,62.0,55.0,5993,4.99,5.67,3.76
0.52,Premium,F,I1,64.8,58.0,1041,5.34,5.79,3.62
0.98,Good,G,SI2,61.0,61.0,3364,4.34,7.63,3.77
0.97,Very Good,G,SI2,63.1,60.0,1031,5.66,5.38,4.44
0.81,Premium,F,SI2,58.3,62.0,1448,4.95,3.96,2.89
0.54,Premium,J,VS1,61.5,57.0,5862,3.89,5.42,4.15
0.94,Good,G,VS2,65.8,57.0,3599,5.6,5.53,4.07
0.41,Ideal,E,VS2,61.4,53.0,1617,5.86,4.52,4.48
0.64,Premium,H,VVS2,62.0,58.0,514,5.54,5.59,3.26
0.81,Very Good,E,VS2,64.0,61.0,6320,6.84,5.04,3.88
1.4,Good,I,IF,62.7,62.0,326,7.85,4.92,2.38
1.12,Very Good,G,VS2,63.0,61.0,658,6.4,6.76,3.34
1.83,Very Good,J,SI1,64.4,57.0,11769,7.26,7.47,4.24
0.68,Premium,E,VVS1,60.7,60.0,2752,6.33,5.13,2.26
1.12,Very Good,D,SI2,62.6,62.0,1555,6.16,3.35,4.75
0.8,Premium,F,VVS2,62.1,57.0,1697,7.35,5.4,4.14
0.85,Ideal,E,SI1,63.3,62.0,2725,5.25,5.23,4.08
1.89,Very Good,I,SI1,62.1,53.0,6921,5.99,5.37,3.31
0.43,Very Good,G,VVS2,62.8,55.0,1543,4.26,5.89,3.25
0.67,Very Good,E,VS1,61.0,59.0,1301,4.22,6.84,3.74
0.81,Ideal,I,VS1,62.5,57.0,2535,4.88,4.76,4.16
0.34,Fair,G,I1,60.9,57.0,2733,6.64,5.03,4.08
0.66,Ideal,G,VS1,61.9,56.0,1612,5.94,6.38,2.51
0.47,Very Good,G,SI1,62.2,56.9,6956,5.54,5.34,3.8
0.66,Premium,I,SI2,62.2,55.0,4558,5.34,4.86,3.91
0.62,Very Good,F,VS2,60.1,57.8,912,7.91,3.73,4.43
0.73,Premium,G,VS2,61.1,58.0,890,6.08,7.26,2.7
0.72,Very Good,H,SI2,60.2,54.0,18823,6.27,4.42,3.81
0.32,Ideal,E,SI2,60.5,64.0,5312,5.6,6.95,3.19
0.31,Premium,E,SI2,66.3,59.0,1233,6.9,4.59,2.28
0.37,Premium,E,SI2,62.3,62.0,18823,5.64,5.82,3.53
0.77,Premium,D,VS2,62.3,57.0,3102,5.78,5.54,2.7
0.97,Very Good,I,SI1,61.0,63.0,5714,6.34,5.31,4.14
0.65,Very Good,G,VS1,61.3,58.0,4799,4.8,3.6,3.55
0.69,Very Good,I,VVS1,60.3,53.0,3587,6.12,6.02,3.7
1.43,Very Good,J,SI1,61.6,59.0,3297,7.92,5.81,4.17
0.33,Ideal,H,VS1,62.2,58.0,7980,5.64,6.64,2.96
0.64,Very Good,G,VS2,62.0,55.0,1979,5.49,7.39,3.06
1.28,Ideal,G,VS1,61.0,60.0,1441,4.41,6.9,4.21
0.67,Ideal,E,VVS1,60.2,62.0,1950,7.1,7.24,4.26
0.81,Very Good,I,VS1,61.1,58.0,10446,5.19,6.21,3.5
0.49,Premium,E,SI2,58.8,61.0,2587,4.96,8.92,2.88
0.62,Very Good,D,SI1,63.3,60.0,830,5.41,6.29,3.53
1.74,Premium,F,VS1,62.0,62.0,3126,6.77,5.12,4.37
0.88,Very Good,D,VS2,61.7,57.0,2991,5.8,4.88,3.75
0.92,Ideal,D,VS2,65.2,58.0,4983,8.31,6.03,2.86
0.87,Very Good,E,VS2,61.2,56.0,1748,4.44,6.29,4.63
0.63,Good,E,VS2,61.2,59.0,1558,4.98,4.99,3.6
0.61,Premium,I,VS1,61.7,56.0,1944,5.47,6.66,3.05
0.31,Fair,H,SI1,61.0,60.0,1494,5.75,4.24,2.54
0.62,Good,D,VS1,63.5,61.0,4263,7.54,5.36,3.21
0.3,Very Good,E,VVS2,59.5,57.0,1847,4.67,5.22,2.67
0.62,Premium,D,SI1,59.2,55.0,1890,5.13,5.07,2.92
1.41,Ideal,I,VS1,61.1,59.0,2649,6.08,3.29,4.59
0.98,Ideal,F,IF,62.6,59.0,3655,6.75,4.56,3.36
0.35,Ideal,G,SI2,62.0,57.0,4154,6.55,7.41,3.07
1.08,Ideal,D,SI2,59.9,59.0,1377,7.39,4.78,4.43
0.5,Ideal,D,SI1,61.4,61.0,3428,6.43,5.51,3.13
1.33,Premium,D,VVS2,61.9,59.0,10107,2.51,4.3,4.17
0.71,Very Good,D,VVS1,61.2,60.0,1433,5.24,5.54,2.03
1.72,Premium,I,VS2,59.9,57.0,9230,7.3,7.38,3.54
0.44,Good,G,VS2,61.9,59.0,13386,5.0,7.35,3.73
1.26,Premium,E,SI1,63.8,55.0,1671,4.65,6.84,2.22
0.72,Ideal,G,IF,61.6,59.0,1234,7.02,5.63,4.32
1.05,Very Good,I,VS1,60.8,56.0,7083,5.64,4.88,2.65
0.59,Premium,I,I1,66.9,56.0,326,4.81,6.12,3.73
0.7,Premium,G,IF,61.0,53.0,18823,6.49,4.34,2.85
0.38,Premium,G,SI2,63.1,56.0,4440,4.52,5.27,2.3
0.72,Fair,G,SI1,62.2,57.0,1213,7.45,5.47,2.36
1.75,Very Good,I,SI1,63.9,58.0,4108,4.67,6.55,3.48
0.79,Very Good,E,VS2,59.7,59.0,609,4.74,5.67,4.38
0.26,Very Good,E,VS2,64.3,56.0,2494,8.75,6.01,3.22
0.68,Very Good,H,VS2,62.6,57.0,5458,6.24,6.62,3.48
0.49,Premium,F,SI2,61.1,59.0,415,6.13,5.55,2.44
1.28,Fair,F,IF,59.4,57.0,5539,4.81,6.69,2.31
0.9,Ideal,G,VS2,60.2,59.0,5473,5.32,7.35,1.55
0.41,Ideal,H,VS2,63.1,56.0,2942,7.9,3.32,2.87
1.14,Ideal,J,VVS2,61.8,58.0,460,7.25,7.15,3.78
0.91,Ideal,F,SI1,61.8,58.0,755,6.15,5.71,3.73
0.48,Good,F,SI1,63.1,57.0,2641,7.45,4.9,3.47
1.37,Very Good,I,VS2,61.9,56.0,326,5.88,4.81,3.51
0.32,Good,E,VS2,61.7,53.0,437,7.6,4.93,3.82
0.63,Ideal,I,VS2,61.6,57.0,2784,4.88,5.8,4.22
1.19,Very Good,E,I1,61.3,58.0,974,6.06,5.71,3.62
0.58,Ideal,H,VVS1,58.0,61.0,2657,5.67,6.28,3.44
0.44,Good,E,VVS1,62.8,53.7,585,6.6,6.58,2.43
0.54,Ideal,E,VVS1,61.5,62.0,2996,5.27,7.0,2.91
0.31,Good,D,SI1,60.5,54.0,2910,5.97,5.91,3.97
0.34,Very Good,E,SI1,59.7,61.0,2171,2.23,6.86,3.32
0.8,Good,F,VS1,62.2,60.0,1454,7.87,6.19,3.18
0.67,Premium,F,SI1,63.2,57.0,2467,7.98,4.56,3.79
0.46,Ideal,F,SI1,64.4,57.0,671,5.38,5.22,3.3
1.25,Premium,I,VVS2,61.8,59.0,7057,4.56,4.95,4.87
0.5,Good,H,VVS1,63.1,57.0,1301,5.31,3.9,4.49
0.55,Premium,E,VVS1,59.7,57.0,1884,4.6,4.44,3.59
0.71,Ideal,G,SI2,64.0,62.0,7548,5.18,8.14,4.19
1.18,Very Good,D,SI1,61.3,56.0,1047,6.0,7.2,4.32
0.61,Premium,I,VS2,63.1,61.0,9573,7.14,4.8,3.62
0.52,Premium,E,VS2,64.2,57.0,6615,6.29,5.24,3.25
1.33,Good,H,SI1,60.2,61.0,2801,5.53,5.48,3.16
0.79,Ideal,H,IF,62.9,55.0,2286,4.06,7.12,2.52
0.74,Ideal,G,VS1,62.6,62.0,4728,6.53,6.0,4.03
0.35,Good,D,VS1,59.6,57.0,1704,6.65,7.33,3.05
0.31,Premium,G,IF,61.9,60.0,4919,5.15,4.14,3.16
2.69,Premium,I,VVS2,62.1,58.0,14055,4.52,6.03,3.66
2.09,Very Good,J,VS1,62.2,54.0,1308,6.43,5.5,2.97
0.62,Good,D,SI1,61.8,56.0,1812,3.82,6.03,1.84
1.1,Ideal,G,VVS2,63.0,61.0,3892,6.21,4.39,4.06
1.22,Premium,J,VS2,62.6,55.0,12747,5.57,6.01,2.83
0.99,Premium,D,VVS2,56.5,57.0,5654,5.33,4.8,4.09
0.46,Premium,G,VS1,65.7,60.0,12667,4.4,5.87,3.09
0.33,Ideal,D,SI1,63.4,60.0,1988,5.9,6.16,3.41
0.95,Good,D,VVS2,63.8,58.0,1444,5.5,6.07,3.08
0.39,Very Good,E,VS2,62.1,55.0,919,3.83,6.17,3.44
1.12,Good,F,VS2,63.1,59.0,2499,4.36,5.93,3.86
0.48,Very Good,G,SI2,60.0,60.0,18823,5.5,4.63,3.54
0.36,Very Good,E,VVS2,61.1,55.0,3664,4.68,5.99,4.39
0.24,Good,F,SI2,62.6,62.0,786,5.94,5.74,3.4
1.6,Premium,I,VVS1,59.8,58.0,9713,5.49,4.76,3.52
1.35,Ideal,E,SI1,63.5,64.0,1826,5.7,6.43,4.34
