pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-24 16:23:55,2019-03-24 16:39:46,2,0.06,17.1,3.05,0.06,23.72,yellow,cash,Murray Hill,Elmhurst/Maspeth,Manhattan,Queens
2019-03-18 21:28:52,2019-03-18 21:44:16,1,6.28,4.25,3.0,0.56,7.43,yellow,credit card,Jamaica,Financial District North,Queens,Manhattan
2019-03-23 05:56:39,2019-03-23 06:09:43,1,2.23,11.2,3.67,0.04,17.76,yellow,cash,Hudson Sq,Central Harlem North,Manhattan,Manhattan
2019-03-04 17:08:38,2019-03-04 17:23:14,1,0.53,8.1,2.16,0.06,10.42,yellow,credit card,East Harlem South,Corona,Manhattan,Queens
2019-03-05 10:25:22,2019-03-05 10:41:18,1,1.49,10.3,2.7,0.03,17.23,yellow,cash,Clinton East,West Concourse,Manhattan,Bronx
2019-03-15 05:15:04,2019-03-15 05:27:38,1,3.76,12.6,0.48,0.0,22.05,yellow,credit card,Murray Hill,Eastchester,Manhattan,Bronx
2019-03-08 11:34:08,2019-03-08 11:49:37,1,4.59,2.9,0.84,0.18,26.33,yellow,cash,Gramercy,Ridgewood,Manhattan,Queens
2019-03-20 16:20:19,2019-03-20 16:36:32,5,0.48,6.49,4.9,0.04,13.15,yellow,credit card,Lenox Hill West,Williamsbridge/Olinville,Manhattan,Bronx
2019-03-15 07:20:24,2019-03-15 07:34:01,1,2.16,10.28,0.37,0.02,19.5,yellow,cash,Upper West Side North,Van Nest/Morris Park,Manhattan,Bronx
2019-03-27 13:58:02,2019-03-27 14:12:17,2,3.08,3.9,2.66,0.11,15.53,yellow,credit card,Stuy Town/Peter Cooper Village,Long Island City/Hunters Point,Manhattan,Queens
2019-03-08 23:56:48,2019-03-09 00:13:46,1,0.4,16.51,1.39,0.03,39.7,yellow,cash,Midtown Center,Midtown North,Manhattan,Manhattan
2019-03-21 12:17:04,2019-03-21 12:31:33,1,12.16,12.47,4.71,2.6,30.2,yellow,credit card,JFK Airport,Upper East Side South,Queens,Manhattan
2019-03-06 04:49:34,2019-03-06 05:02:54,1,1.0,15.36,1.28,0.2,29.1,yellow,cash,Lower East Side,Battery Park,Manhattan,Manhattan
2019-03-04 16:22:04,2019-03-04 16:39:03,5,1.01,12.1,4.15,0.06,21.45,yellow,credit card,Little Italy/NoLiTa,Bronxdale,Manhattan,Bronx
2019-03-04 12:16:09,2019-03-04 12:32:02,2,0.43,4.1,0.6,0.19,10.05,yellow,cash,Central Harlem North,Co-Op City,Manhattan,Bronx
2019-03-02 17:57:47,2019-03-02 18:12:48,1,7.44,9.04,2.29,0.15,23.4,yellow,credit card,Murray Hill-Queens,Hunts Point,Queens,Bronx
2019-03-28 15:07:34,2019-03-28 15:22:58,1,0.07,5.7,0.31,0.16,9.37,yellow,cash,Midtown East,Union Sq,Manhattan,Manhattan
2019-03-04 09:51:08,2019-03-04 10:06:42,2,1.31,14.2,0.48,0.04,14.39,yellow,credit card,Upper West Side North,Jamaica Estates,Manhattan,Queens
2019-03-29 00:34:03,2019-03-29 00:47:27,3,3.0,5.3,3.97,0.29,11.74,yellow,cash,Upper West Side South,Bensonhurst East,Manhattan,Brooklyn
2019-03-05 05:58:39,2019-03-05 06:12:38,3,0.43,6.9,1.39,0.25,8.22,yellow,credit card,Lenox Hill West,Windsor Terrace,Manhattan,Brooklyn
2019-03-12 08:48:57,2019-03-12 09:04:31,2,2.02,13.0,0.75,0.02,23.53,yellow,cash,Upper East Side South,Kingsbridge Heights,Manhattan,Bronx
2019-03-20 11:09:17,2019-03-20 11:24:46,1,1.1,6.64,0.59,0.33,8.0,yellow,credit card,Midtown North,Marble Hill,Manhattan,Manhattan
2019-03-22 05:43:24,2019-03-22 05:59:06,2,0.08,17.7,0.21,0.61,62.08,yellow,cash,Forest Hills,Lenox Hill East,Queens,Manhattan
2019-03-26 16:19:06,2019-03-26 16:37:48,1,5.4,11.8,5.58,1.04,25.11,yellow,credit card,LaGuardia Airport,Van Nest/Morris Park,Queens,Bronx
2019-03-04 16:43:00,2019-03-04 16:58:33,1,0.02,2.2,0.97,0.08,17.31,yellow,cash,Upper East Side North,Upper West Side North,Manhattan,Manhattan
2019-03-17 00:11:15,2019-03-17 00:24:01,4,2.55,15.55,6.42,2.0,20.5,yellow,credit card,JFK Airport,Prospect Heights,Queens,Brooklyn
2019-03-06 08:02:34,2019-03-06 08:14:28,1,0.94,8.4,1.42,0.26,24.94,yellow,cash,East Harlem South,Sheepshead Bay,Manhattan,Brooklyn
2019-03-14 19:22:36,2019-03-14 19:34:06,1,0.12,15.1,2.52,0.24,15.2,yellow,credit card,Hudson Sq,Brighton Beach,Manhattan,Brooklyn
2019-03-27 12:40:56,2019-03-27 12:56:07,4,1.2,16.65,0.53,0.08,33.2,yellow,cash,Upper East Side South,Bath Beach,Manhattan,Brooklyn
2019-03-26 03:33:25,2019-03-26 03:47:17,2,0.78,3.2,1.2,0.17,19.84,yellow,credit card,Kips Bay,Morrisania/Melrose,Manhattan,Bronx
2019-03-24 18:34:10,2019-03-24 18:48:34,1,1.66,5.7,0.48,0.32,11.1,yellow,cash,Upper West Side South,West Village,Manhattan,Manhattan
2019-03-01 08:45:27,2019-03-01 08:58:30,1,0.23,3.6,1.61,0.17,5.57,yellow,credit card,Lower East Side,Washington Heights North,Manhattan,Manhattan
2019-03-06 08:57:54,2019-03-06 09:14:03,1,2.26,19.81,0.36,0.72,50.2,yellow,cash,Long Island City/Hunters Point,DUMBO/Vinegar Hill,Queens,Brooklyn
2019-03-29 15:16:57,2019-03-29 15:31:22,2,2.19,8.3,5.18,0.22,35.56,yellow,credit card,Flatiron,Morrisania/Melrose,Manhattan,Bronx
2019-03-10 09:53:16,2019-03-10 10:09:59,3,0.06,8.3,1.21,0.07,8.61,yellow,cash,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
2019-03-24 23:26:22,2019-03-24 23:40:19,1,3.58,2.72,1.25,0.46,12.7,yellow,credit card,JFK Airport,Woodside,Queens,Queens
2019-03-29 09:58:48,2019-03-29 10:13:13,1,16.39,28.0,3.93,8.63,50.62,yellow,cash,Sunnyside,Prospect-Lefferts Gardens,Queens,Brooklyn
2019-03-27 07:55:38,2019-03-27 08:10:57,1,1.05,6.1,3.74,0.36,11.57,yellow,credit card,TriBeCa/Civic Center,Inwood,Manhattan,Manhattan
2019-03-27 01:46:32,2019-03-27 02:02:13,2,3.79,11.66,0.83,0.21,31.3,yellow,cash,Midtown Center,Cambria Heights,Manhattan,Queens
2019-03-27 08:13:00,2019-03-27 08:26:22,1,2.46,17.6,2.08,0.1,23.31,yellow,credit card,Morningside Heights,Downtown Brooklyn/MetroTech,Manhattan,Brooklyn
2019-03-09 14:26:12,2019-03-09 14:42:02,0,5.32,4.2,1.46,0.02,15.85,yellow,cash,East Village,Crown Heights South,Manhattan,Brooklyn
2019-03-29 19:57:30,2019-03-29 20:13:48,6,3.58,2.6,0.75,0.03,12.73,yellow,credit card,Lenox Hill East,East Village,Manhattan,Manhattan
2019-03-14 03:31:37,2019-03-14 03:44:16,1,5.24,6.35,0.31,0.54,12.0,yellow,cash,World Trade Center,Richmond Hill,Manhattan,Queens
2019-03-06 18:21:47,2019-03-06 18:39:46,1,1.48,16.6,0.78,0.25,20.58,yellow,credit card,Upper West Side North,Hamilton Heights,Manhattan,Manhattan
2019-03-12 22:02:05,2019-03-12 22:14:54,1,0.72,9.89,3.41,0.26,12.1,yellow,cash,Flatiron,Starrett City,Manhattan,Brooklyn
2019-03-20 16:54:38,2019-03-20 17:08:01,4,0.7,6.6,0.21,0.05,14.26,yellow,credit card,Upper East Side South,Steinway,Manhattan,Queens
2019-02-28 17:04:53,2019-02-28 17:19:03,1,7.68,4.0,1.75,0.25,9.82,yellow,cash,Flatiron,Roosevelt Island,Manhattan,Manhattan
2019-03-22 17:37:13,2019-03-22 17:50:47,1,0.47,8.61,2.78,0.62,13.9,yellow,credit card,Upper West Side South,Upper West Side North,Manhattan,Manhattan
2019-03-08 14:55:07,2019-03-08 15:09:18,1,1.34,15.7,0.24,0.1,17.88,yellow,cash,Times Sq/Theatre District,Lenox Hill West,Manhattan,Manhattan
2019-03-25 19:38:40,2019-03-25 19:51:54,1,6.97,14.6,0.31,0.34,41.75,yellow,credit card,Williamsburg (South Side),Bayside,Brooklyn,Queens
2019-03-23 03:46:09,2019-03-23 04:01:25,1,3.17,6.2,0.08,1.37,27.87,yellow,cash,Van Cortlandt Village,Flushing,Bronx,Queens
2019-03-21 20:53:58,2019-03-21 21:07:59,3,4.88,25.8,0.12,6.2,46.46,yellow,credit card,LaGuardia Airport,Sunset Park West,Queens,Brooklyn
2019-03-03 16:17:09,2019-03-03 16:31:36,1,0.99,13.3,1.62,0.0,18.39,yellow,cash,Clinton East,Union Sq,Manhattan,Manhattan
2019-03-13 00:49:25,2019-03-13 01:02:38,1,1.96,10.38,0.12,0.11,12.8,yellow,credit card,Canarsie,Old Astoria,Brooklyn,Queens
2019-03-05 02:23:21,2019-03-05 02:39:13,1,20.2,9.15,2.03,5.25,42.7,yellow,cash,LaGuardia Airport,Brownsville,Queens,Brooklyn
2019-03-09 16:07:53,2019-03-09 16:22:07,1,0.78,6.69,0.28,0.34,9.1,yellow,credit card,Union Sq,Yorkville West,Manhattan,Manhattan
2019-03-11 12:10:12,2019-03-11 12:25:08,1,1.92,13.8,1.76,0.13,31.18,yellow,cash,Bloomingdale,East New York,Manhattan,Brooklyn
2019-03-31 14:58:52,2019-03-31 15:17:06,1,0.93,17.5,0.92,3.81,70.49,yellow,credit card,Long Island City/Hunters Point,Flatlands,Queens,Brooklyn
2019-03-28 00:37:04,2019-03-28 00:52:53,1,0.57,3.6,1.22,0.15,23.67,yellow,cash,Upper West Side North,Stapleton,Manhattan,Staten Island
2019-03-05 05:59:02,2019-03-05 06:13:29,1,2.26,16.1,1.18,0.03,28.41,yellow,credit card,Midtown East,Hamilton Heights,Manhattan,Manhattan
2019-03-18 03:50:30,2019-03-18 04:02:31,1,2.88,8.6,1.24,0.05,27.82,yellow,cash,Murray Hill,Melrose South,Manhattan,Bronx
2019-03-17 00:30:31,2019-03-17 00:44:23,1,0.2,7.1,5.6,0.01,13.5,yellow,credit card,Morningside Heights,Douglaston,Manhattan,Queens
2019-03-16 19:10:36,2019-03-16 19:25:34,1,1.99,4.01,13.53,0.04,29.9,yellow,cash,Seaport,Jamaica Estates,Manhattan,Queens
2019-03-18 02:00:18,2019-03-18 02:14:24,1,8.28,21.1,0.71,2.14,57.4,yellow,credit card,LaGuardia Airport,Briarwood/Jamaica Hills,Queens,Queens
2019-03-10 11:40:13,2019-03-10 11:53:12,1,3.69,6.0,2.99,1.12,23.28,yellow,cash,LaGuardia Airport,Alphabet City,Queens,Manhattan
2019-03-17 12:49:58,2019-03-17 13:07:30,1,6.02,7.29,5.1,0.27,12.94,yellow,credit card,Union Sq,Williamsbridge/Olinville,Manhattan,Bronx
2019-03-15 19:09:02,2019-03-15 19:24:14,2,4.14,8.2,4.93,0.15,9.75,yellow,cash,Meatpacking/West Village West,Carroll Gardens,Manhattan,Brooklyn
2019-03-08 10:41:06,2019-03-08 10:54:38,1,0.46,19.3,0.21,0.44,26.72,yellow,credit card,Little Italy/NoLiTa,Brownsville,Manhattan,Brooklyn
2019-03-09 13:21:55,2019-03-09 13:35:18,1,1.71,12.44,2.1,0.04,18.0,yellow,cash,Times Sq/Theatre District,Carroll Gardens,Manhattan,Brooklyn
2019-03-16 12:06:36,2019-03-16 12:20:31,1,8.47,6.55,1.28,0.04,18.9,yellow,credit card,Midtown East,Maspeth,Manhattan,Queens
2019-03-08 13:12:09,2019-03-08 13:27:28,1,5.63,9.1,0.09,0.27,31.69,yellow,cash,TriBeCa/Civic Center,Greenpoint,Manhattan,Brooklyn
2019-03-14 01:11:12,2019-03-14 01:26:47,1,1.98,10.4,3.14,0.16,16.19,yellow,credit card,Downtown Brooklyn/MetroTech,Bronxdale,Brooklyn,Bronx
2019-03-10 16:46:24,2019-03-10 17:02:33,1,3.23,13.62,0.05,1.33,29.8,yellow,cash,Belmont,Rosedale,Bronx,Queens
2019-03-12 18:20:17,2019-03-12 18:35:12,1,11.67,8.0,0.46,0.0,12.36,yellow,credit card,Lincoln Square East,Eastchester,Manhattan,Bronx
2019-03-03 07:58:15,2019-03-03 08:12:39,5,0.66,6.7,5.27,0.02,15.78,yellow,cash,Flatiron,Middle Village,Manhattan,Queens
2019-03-15 22:44:35,2019-03-15 22:57:44,3,0.38,8.24,0.55,0.52,21.1,yellow,credit card,Upper West Side North,Rego Park,Manhattan,Queens
2019-03-19 00:53:29,2019-03-19 01:08:09,1,3.87,15.85,6.11,0.04,21.5,yellow,cash,Yorkville West,Brighton Beach,Manhattan,Brooklyn
2019-03-25 09:06:36,2019-03-25 09:21:12,1,4.99,4.4,4.32,0.34,23.69,yellow,credit card,Union Sq,Forest Hills,Manhattan,Queens
2019-03-02 09:50:12,2019-03-02 10:02:44,3,7.91,6.2,0.7,1.57,9.11,yellow,cash,JFK Airport,East New York,Queens,Brooklyn
2019-03-03 01:36:52,2019-03-03 01:50:26,2,0.39,2.8,2.11,0.1,14.03,yellow,credit card,Upper East Side South,Madison,Manhattan,Brooklyn
2019-03-06 17:56:41,2019-03-06 18:10:23,1,4.84,8.9,2.17,0.13,17.07,yellow,cash,Union Sq,Inwood Hill Park,Manhattan,Manhattan
2019-03-21 04:52:10,2019-03-21 05:05:18,1,0.15,7.6,4.45,0.19,15.64,yellow,credit card,Times Sq/Theatre District,Central Harlem,Manhattan,Manhattan
2019-03-13 19:59:53,2019-03-13 20:14:36,1,1.76,6.9,1.44,0.12,8.21,yellow,cash,East Harlem North,East Tremont,Manhattan,Bronx
2019-03-03 20:27:14,2019-03-03 20:40:20,1,0.47,5.8,3.53,0.01,6.93,yellow,credit card,Midtown Center,Midwood,Manhattan,Brooklyn
2019-03-04 02:31:02,2019-03-04 02:44:51,1,3.03,8.6,5.58,0.1,18.89,yellow,cash,Central Park,Flatlands,Manhattan,Brooklyn
2019-03-19 19:46:38,2019-03-19 20:02:17,1,7.04,8.1,1.78,0.21,13.22,yellow,credit card,Yorkville West,Flatbush/Ditmas Park,Manhattan,Brooklyn
2019-03-14 02:14:50,2019-03-14 02:30:22,1,5.15,6.3,2.19,0.09,25.04,yellow,cash,Sutton Place/Turtle Bay North,Crotona Park East,Manhattan,Bronx
2019-03-01 01:11:19,2019-03-01 01:26:35,1,1.24,9.0,2.75,0.46,21.14,yellow,credit card,Upper East Side North,Kew Gardens,Manhattan,Queens
2019-03-21 18:25:42,2019-03-21 18:38:12,2,3.48,7.02,0.19,0.06,9.9,yellow,cash,Lincoln Square West,Sheepshead Bay,Manhattan,Brooklyn
2019-03-03 01:17:24,2019-03-03 01:32:00,1,1.61,10.4,0.27,0.05,20.69,yellow,credit card,Midtown East,East Chelsea,Manhattan,Manhattan
2019-03-23 16:03:45,2019-03-23 16:20:33,1,0.61,20.2,0.28,0.57,23.17,yellow,cash,Midtown Center,Jamaica Estates,Manhattan,Queens
2019-03-08 15:48:32,2019-03-08 16:01:19,1,2.49,13.92,3.81,0.02,18.8,yellow,credit card,Bloomingdale,Starrett City,Manhattan,Brooklyn
2019-03-29 02:47:52,2019-03-29 03:01:58,1,1.17,6.75,0.03,0.07,14.1,yellow,cash,Yorkville East,Bushwick North,Manhattan,Brooklyn
2019-03-07 23:57:07,2019-03-08 00:13:08,2,3.69,5.7,0.41,0.33,35.42,yellow,credit card,West Village,Dyker Heights,Manhattan,Brooklyn
2019-03-16 00:15:16,2019-03-16 00:32:03,1,5.15,10.8,10.42,2.19,15.4,yellow,cash,LaGuardia Airport,Battery Park,Queens,Manhattan
2019-03-17 12:17:33,2019-03-17 12:32:36,2,0.14,3.5,2.12,0.02,13.98,yellow,credit card,Upper East Side South,Riverdale/North Riverdale/Fieldston,Manhattan,Bronx
2019-03-31 03:41:20,2019-03-31 03:56:38,1,2.42,21.58,0.6,0.14,25.0,yellow,cash,Garment District,Midwood,Manhattan,Brooklyn
2019-03-12 17:55:48,2019-03-12 18:10:49,1,3.21,10.26,1.71,0.14,11.8,yellow,credit card,Battery Park City,Rego Park,Manhattan,Queens
2019-03-22 16:05:28,2019-03-22 16:20:55,1,0.9,7.9,3.6,0.03,18.14,yellow,cash,Times Sq/Theatre District,Allerton/Pelham Gardens,Manhattan,Bronx
2019-03-20 04:52:35,2019-03-20 05:04:48,2,8.63,8.5,0.33,0.29,9.67,yellow,credit card,East Chelsea,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-30 08:41:15,2019-03-30 08:57:05,4,4.98,12.5,2.39,0.03,21.18,yellow,cash,Boerum Hill,Borough Park,Brooklyn,Brooklyn
2019-03-18 16:54:15,2019-03-18 17:10:28,2,4.77,13.9,5.11,0.09,19.15,yellow,credit card,Midtown North,Clinton West,Manhattan,Manhattan
2019-03-03 02:13:57,2019-03-03 02:26:54,1,2.82,12.5,0.02,0.09,19.45,yellow,cash,Clinton West,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-31 09:52:09,2019-03-31 10:06:36,1,5.4,10.08,0.21,0.08,26.9,yellow,credit card,Williamsburg (South Side),Marble Hill,Brooklyn,Manhattan
2019-03-25 04:36:49,2019-03-25 04:51:46,1,1.34,15.26,0.94,0.28,15.6,yellow,cash,Little Italy/NoLiTa,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-01 19:17:17,2019-03-01 19:32:25,1,0.8,13.01,0.8,0.25,14.8,yellow,credit card,Midtown South,Inwood,Manhattan,Manhattan
2019-03-19 09:54:22,2019-03-19 10:07:35,1,5.95,12.64,0.18,0.06,20.5,yellow,cash,Murray Hill,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
2019-03-07 02:00:14,2019-03-07 02:12:18,1,1.44,8.3,2.21,0.02,12.04,yellow,credit card,East Village,Clinton Hill,Manhattan,Brooklyn
2019-03-27 22:43:47,2019-03-27 22:57:29,1,1.17,6.6,0.06,0.45,20.92,yellow,cash,Washington Heights South,Lincoln Square West,Manhattan,Manhattan
2019-03-12 15:21:18,2019-03-12 15:36:24,1,0.13,4.7,1.77,0.05,16.73,yellow,credit card,West Chelsea/Hudson Yards,Williamsbridge/Olinville,Manhattan,Bronx
2019-03-01 01:18:36,2019-03-01 01:32:36,1,0.31,8.3,3.22,0.43,12.36,yellow,cash,East Chelsea,Columbia Street,Manhattan,Brooklyn
2019-03-04 21:40:05,2019-03-04 21:54:04,6,0.38,24.0,0.25,0.01,34.1,yellow,credit card,Midtown Center,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
2019-03-30 16:07:42,2019-03-30 16:23:17,1,0.46,10.38,1.54,0.26,11.6,yellow,cash,Midtown North,Lenox Hill West,Manhattan,Manhattan
2019-03-28 17:55:25,2019-03-28 18:09:17,1,2.59,12.6,2.22,0.13,19.42,yellow,credit card,UN/Turtle Bay South,Queensboro Hill,Manhattan,Queens
2019-03-07 08:47:11,2019-03-07 09:00:05,1,4.79,18.6,0.05,0.19,25.03,yellow,cash,Flatiron,Upper East Side South,Manhattan,Manhattan
2019-03-05 04:00:21,2019-03-05 04:14:47,1,4.77,7.5,0.4,0.39,19.24,yellow,credit card,Upper East Side North,East Concourse/Concourse Village,Manhattan,Bronx
