pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-14 23:34:37,2019-03-14 23:48:46,1,5.58,14.8,0.28,0.07,28.59,yellow,credit card,Clinton East,East Concourse/Concourse Village,Manhattan,Bronx
2019-03-27 23:14:00,2019-03-27 23:26:47,1,7.98,4.02,0.25,0.17,147.3,yellow,credit card,Flatiron,Norwood,Manhattan,Bronx
2019-02-28 12:37:32,2019-02-28 12:51:47,6,22.4,14.8,1.0,0.42,54.47,yellow,credit card,Highbridge,Soundview/Bruckner,Bronx,Bronx
2019-03-19 15:46:28,2019-03-19 16:01:46,1,9.5,15.94,0.61,0.11,23.3,yellow,credit card,Clinton East,Borough Park,Manhattan,Brooklyn
2019-03-01 18:27:17,2019-03-01 18:44:33,1,0.38,9.72,0.21,0.63,14.7,yellow,credit card,Upper East Side South,World Trade Center,Manhattan,Manhattan
2019-03-21 04:03:51,2019-03-21 04:15:04,1,3.67,4.0,0.68,0.39,12.7,yellow,credit card,Carroll Gardens,Boerum Hill,Brooklyn,Brooklyn
2019-03-10 06:09:14,2019-03-10 06:24:33,1,6.71,6.8,4.08,0.44,9.8,yellow,credit card,Midtown East,Rego Park,Manhattan,Queens
2019-03-22 21:54:18,2019-03-22 22:09:51,1,1.35,13.16,0.78,0.19,19.3,yellow,credit card,Greenwich Village South,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
2019-03-04 04:30:33,2019-03-04 04:43:38,1,2.5,6.84,1.31,0.01,56.0,yellow,credit card,East Village,Bronxdale,Manhattan,Bronx
2019-02-28 13:53:26,2019-02-28 14:07:42,2,2.71,3.58,2.3,0.83,8.5,yellow,credit card,Midtown East,Sunnyside,Manhattan,Queens
2019-03-12 06:37:56,2019-03-12 06:54:01,1,1.14,5.9,1.17,0.2,13.54,yellow,credit card,East Harlem South,Manhattan Valley,Manhattan,Manhattan
2019-03-20 07:36:26,2019-03-20 07:51:21,1,14.7,16.2,4.82,1.9,53.44,yellow,credit card,Yorkville West,Claremont/Bathgate,Manhattan,Bronx
2019-03-01 11:50:55,2019-03-01 12:05:06,1,7.57,4.8,2.31,2.74,72.88,yellow,credit card,LaGuardia Airport,Howard Beach,Queens,Queens
2019-03-08 23:56:48,2019-03-09 00:11:21,1,7.64,13.8,1.12,0.8,16.03,yellow,credit card,Boerum Hill,Sutton Place/Turtle Bay North,Brooklyn,Manhattan
2019-03-23 14:17:49,2019-03-23 14:33:31,1,1.87,20.9,0.29,1.03,45.98,yellow,credit card,UN/Turtle Bay South,Mount Hope,Manhattan,Bronx
2019-03-18 04:17:53,2019-03-18 04:33:53,1,14.73,8.9,0.36,0.81,28.43,yellow,credit card,Lincoln Square East,Carroll Gardens,Manhattan,Brooklyn
2019-03-11 08:33:56,2019-03-11 08:49:37,1,13.63,10.2,4.72,0.75,15.77,yellow,credit card,West Village,North Corona,Manhattan,Queens
2019-03-21 12:27:22,2019-03-21 12:38:49,2,3.26,21.6,2.41,4.12,43.74,yellow,credit card,Cobble Hill,Briarwood/Jamaica Hills,Brooklyn,Queens
2019-03-04 23:03:14,2019-03-04 23:17:50,3,11.52,18.2,0.63,2.36,23.93,yellow,credit card,Greenwich Village North,Williamsbridge/Olinville,Manhattan,Bronx
2019-03-16 01:23:09,2019-03-16 01:39:14,1,2.42,29.7,6.94,0.31,52.82,yellow,credit card,Seaport,Astoria,Manhattan,Queens
2019-03-13 18:01:00,2019-03-13 18:13:56,1,2.4,16.56,1.04,0.14,21.0,yellow,credit card,Crown Heights North,Inwood Hill Park,Brooklyn,Manhattan
2019-03-31 03:39:56,2019-03-31 03:53:53,2,0.95,9.9,0.72,0.2,20.58,yellow,credit card,Lenox Hill East,Clinton East,Manhattan,Manhattan
2019-03-26 12:21:35,2019-03-26 12:35:06,1,9.44,17.91,0.8,0.22,20.9,yellow,credit card,Financial District North,Prospect Heights,Manhattan,Brooklyn
2019-03-16 09:01:02,2019-03-16 09:16:51,2,19.19,17.3,5.22,0.42,18.11,yellow,credit card,Flatiron,Stuyvesant Heights,Manhattan,Brooklyn
2019-03-19 09:19:13,2019-03-19 09:34:37,5,2.79,15.56,0.48,1.44,36.6,yellow,credit card,Lincoln Square East,Van Nest/Morris Park,Manhattan,Bronx
2019-03-02 13:17:03,2019-03-02 13:31:15,3,1.35,44.28,0.28,0.79,48.9,yellow,credit card,Upper East Side South,Norwood,Manhattan,Bronx
2019-03-13 11:34:51,2019-03-13 11:50:17,1,21.59,13.04,0.26,0.46,16.4,yellow,credit card,Murray Hill,Astoria,Manhattan,Queens
2019-03-10 12:32:31,2019-03-10 12:45:40,1,0.07,12.3,3.12,0.15,22.04,yellow,credit card,Upper West Side North,Kips Bay,Manhattan,Manhattan
2019-03-13 08:49:15,2019-03-13 09:01:41,1,8.63,9.7,2.38,0.2,16.3,yellow,credit card,Hillcrest/Pomonok,Midwood,Queens,Brooklyn
2019-03-08 22:29:42,2019-03-08 22:47:20,1,7.78,11.4,0.93,0.4,14.78,yellow,credit card,Gramercy,Greenwich Village North,Manhattan,Manhattan
2019-03-15 23:36:06,2019-03-15 23:52:09,1,11.72,8.71,2.15,0.01,13.5,yellow,credit card,East Harlem South,Columbia Street,Manhattan,Brooklyn
2019-02-28 13:59:53,2019-02-28 14:13:59,1,2.92,6.83,2.0,0.18,9.5,yellow,credit card,Upper West Side South,Greenwich Village North,Manhattan,Manhattan
2019-03-11 17:13:02,2019-03-11 17:29:11,1,6.64,12.6,0.03,0.03,19.75,yellow,credit card,Jackson Heights,Ocean Hill,Queens,Brooklyn
2019-03-19 22:07:38,2019-03-19 22:23:19,1,5.18,14.31,0.17,0.04,21.1,yellow,credit card,Lincoln Square West,DUMBO/Vinegar Hill,Manhattan,Brooklyn
2019-03-15 15:34:13,2019-03-15 15:48:39,1,1.59,15.5,2.58,0.21,28.25,yellow,credit card,JFK Airport,Upper West Side North,Queens,Manhattan
2019-03-09 19:38:18,2019-03-09 19:54:03,1,26.74,9.4,4.42,0.78,12.64,yellow,credit card,Little Italy/NoLiTa,Whitestone,Manhattan,Queens
2019-03-09 11:00:11,2019-03-09 11:15:44,1,0.88,12.74,0.59,0.06,13.5,yellow,credit card,TriBeCa/Civic Center,Sunset Park West,Manhattan,Brooklyn
2019-03-30 09:17:23,2019-03-30 09:33:41,1,5.09,12.97,0.46,0.22,20.7,yellow,credit card,Bensonhurst East,West Chelsea/Hudson Yards,Brooklyn,Manhattan
2019-03-19 20:41:42,2019-03-19 20:56:15,1,6.36,8.3,0.14,0.09,9.53,yellow,credit card,Boerum Hill,East Chelsea,Brooklyn,Manhattan
2019-03-08 06:11:14,2019-03-08 06:26:04,1,3.27,12.0,1.45,0.81,12.7,yellow,credit card,LaGuardia Airport,SoHo,Queens,Manhattan
2019-03-18 01:08:50,2019-03-18 01:23:04,1,1.12,10.7,0.26,0.44,34.58,yellow,credit card,Yorkville East,East Harlem North,Manhattan,Manhattan
2019-03-08 20:10:34,2019-03-08 20:26:44,1,5.61,23.4,0.26,0.14,42.42,yellow,credit card,Penn Station/Madison Sq West,Co-Op City,Manhattan,Bronx
2019-02-28 15:46:37,2019-02-28 16:02:36,1,23.46,12.91,0.49,1.28,45.9,yellow,credit card,Flatiron,Belmont,Manhattan,Bronx
2019-03-23 10:43:27,2019-03-23 10:57:52,1,3.48,14.2,0.63,0.97,25.99,yellow,credit card,Upper West Side South,Spuyten Duyvil/Kingsbridge,Manhattan,Bronx
2019-03-20 22:40:17,2019-03-20 22:54:39,2,1.17,5.3,1.71,0.08,15.36,yellow,credit card,Upper East Side North,Financial District South,Manhattan,Manhattan
2019-03-22 18:42:26,2019-03-22 18:56:36,6,2.61,16.0,3.58,0.67,47.09,yellow,credit card,LaGuardia Airport,Elmhurst,Queens,Queens
2019-03-22 21:31:53,2019-03-22 21:46:00,1,4.59,11.6,0.41,0.75,30.29,yellow,credit card,LaGuardia Airport,Richmond Hill,Queens,Queens
2019-03-30 21:03:05,2019-03-30 21:18:35,1,1.11,8.26,0.06,0.0,8.8,yellow,credit card,Murray Hill,Inwood,Manhattan,Manhattan
2019-03-20 06:29:37,2019-03-20 06:44:39,1,0.89,10.31,2.68,0.03,16.4,yellow,credit card,Midtown East,Sunset Park West,Manhattan,Brooklyn
2019-03-08 22:11:09,2019-03-08 22:26:17,2,1.62,11.2,0.31,0.29,22.2,yellow,credit card,Prospect Heights,Homecrest,Brooklyn,Brooklyn
2019-03-14 07:03:32,2019-03-14 07:17:36,1,6.71,9.65,0.22,0.84,11.2,yellow,credit card,Times Sq/Theatre District,Highbridge,Manhattan,Bronx
2019-03-28 02:44:18,2019-03-28 03:00:26,1,3.95,26.6,0.4,0.24,39.21,yellow,credit card,Times Sq/Theatre District,Queens Village,Manhattan,Queens
2019-03-01 23:08:55,2019-03-01 23:23:12,1,1.24,4.0,1.29,0.03,20.77,yellow,credit card,Financial District South,East New York,Manhattan,Brooklyn
2019-03-08 22:24:10,2019-03-08 22:40:13,1,3.94,10.3,2.11,0.85,10.31,yellow,credit card,Greenpoint,Parkchester,Brooklyn,Bronx
2019-03-16 00:53:00,2019-03-16 01:09:34,1,1.79,9.5,0.46,0.29,20.06,yellow,credit card,Clinton East,Manhattanville,Manhattan,Manhattan
2019-03-01 20:17:57,2019-03-01 20:30:35,1,0.23,52.84,0.39,1.02,65.6,yellow,credit card,Lower East Side,Mott Haven/Port Morris,Manhattan,Bronx
2019-03-22 16:18:14,2019-03-22 16:31:51,1,6.42,5.7,0.17,0.59,12.32,yellow,credit card,Morningside Heights,Fort Greene,Manhattan,Brooklyn
2019-03-16 08:35:50,2019-03-16 08:51:27,6,2.19,8.5,4.91,0.42,25.26,yellow,credit card,Clinton East,Upper East Side South,Manhattan,Manhattan
2019-03-31 00:49:42,2019-03-31 01:00:36,1,13.21,7.46,0.04,1.82,8.2,yellow,credit card,Upper East Side South,Morrisania/Melrose,Manhattan,Bronx
2019-03-11 04:01:04,2019-03-11 04:17:08,1,0.23,7.1,0.44,0.4,35.07,yellow,credit card,Midtown South,Financial District South,Manhattan,Manhattan
2019-03-17 05:50:53,2019-03-17 06:05:37,1,2.46,21.6,0.88,0.11,33.73,yellow,credit card,Boerum Hill,Springfield Gardens South,Brooklyn,Queens
2019-03-26 09:29:56,2019-03-26 09:44:39,2,7.34,4.4,2.46,0.47,10.39,yellow,credit card,Battery Park City,East Flushing,Manhattan,Queens
2019-03-17 01:26:38,2019-03-17 01:43:41,1,0.99,6.8,0.62,0.19,10.57,yellow,credit card,JFK Airport,Boerum Hill,Queens,Brooklyn
2019-03-11 10:56:38,2019-03-11 11:12:15,1,3.15,12.9,1.03,0.17,13.56,yellow,credit card,Penn Station/Madison Sq West,Kips Bay,Manhattan,Manhattan
2019-03-19 20:53:19,2019-03-19 21:07:33,2,17.79,9.78,0.77,1.38,21.4,yellow,credit card,Penn Station/Madison Sq West,Mount Hope,Manhattan,Bronx
2019-03-06 09:25:11,2019-03-06 09:39:42,1,7.93,10.6,0.01,1.88,36.3,yellow,credit card,East Harlem South,Bedford Park,Manhattan,Bronx
2019-02-28 20:08:25,2019-02-28 20:22:24,1,6.06,25.6,0.4,2.07,43.11,yellow,credit card,Lower East Side,Co-Op City,Manhattan,Bronx
2019-03-31 17:38:40,2019-03-31 17:54:22,2,4.72,5.64,2.01,0.02,7.1,yellow,credit card,Midtown North,Bushwick North,Manhattan,Brooklyn
2019-03-20 22:40:49,2019-03-20 22:55:23,1,3.58,10.42,0.36,0.64,12.5,yellow,credit card,Central Harlem North,East New York,Manhattan,Brooklyn
2019-03-03 11:20:56,2019-03-03 11:37:44,1,2.66,9.45,3.27,0.53,10.1,yellow,credit card,Midtown Center,Alphabet City,Manhattan,Manhattan
2019-03-20 19:16:06,2019-03-20 19:31:44,6,9.21,6.8,0.93,0.03,8.42,yellow,credit card,JFK Airport,Highbridge,Queens,Bronx
2019-03-26 06:15:00,2019-03-26 06:30:23,1,13.23,15.5,0.74,0.35,56.3,yellow,credit card,Midtown East,Jamaica Estates,Manhattan,Queens
2019-03-12 06:40:57,2019-03-12 06:56:22,1,2.14,1.7,1.51,0.36,13.2,yellow,credit card,Penn Station/Madison Sq West,Bayside,Manhattan,Queens
2019-03-19 16:40:15,2019-03-19 16:52:02,1,4.23,8.6,0.29,1.33,21.64,yellow,credit card,LaGuardia Airport,North Corona,Queens,Queens
2019-03-25 05:23:15,2019-03-25 05:36:56,0,1.65,5.7,4.85,0.66,42.95,yellow,credit card,UN/Turtle Bay South,Howard Beach,Manhattan,Queens
2019-03-18 16:27:14,2019-03-18 16:41:16,1,3.14,23.35,1.02,0.05,28.2,yellow,credit card,LaGuardia Airport,JFK Airport,Queens,Queens
2019-03-24 21:16:03,2019-03-24 21:30:58,1,5.97,5.58,1.71,0.39,31.8,yellow,credit card,Gramercy,Woodside,Manhattan,Queens
2019-03-19 05:30:00,2019-03-19 05:43:01,1,2.04,12.64,2.53,0.13,24.4,yellow,credit card,Midtown East,Financial District North,Manhattan,Manhattan
2019-03-11 11:57:38,2019-03-11 12:12:09,6,1.56,10.29,2.23,0.04,31.7,yellow,credit card,Elmhurst,Bushwick South,Queens,Brooklyn
2019-03-07 10:33:52,2019-03-07 10:48:15,1,36.7,20.1,1.3,0.24,45.7,yellow,credit card,Mount Hope,Woodlawn/Wakefield,Bronx,Bronx
2019-03-24 21:18:30,2019-03-24 21:32:55,1,1.33,21.2,0.28,0.45,30.4,yellow,credit card,Midtown Center,Van Nest/Morris Park,Manhattan,Bronx
2019-03-30 09:24:14,2019-03-30 09:39:16,1,5.41,9.0,4.78,0.26,9.37,yellow,credit card,Penn Station/Madison Sq West,Marine Park/Mill Basin,Manhattan,Brooklyn
2019-03-01 12:08:10,2019-03-01 12:21:24,1,1.65,7.0,1.98,0.38,12.73,yellow,credit card,JFK Airport,Allerton/Pelham Gardens,Queens,Bronx
2019-03-14 20:46:47,2019-03-14 21:00:30,1,6.72,22.97,2.86,2.37,48.1,yellow,credit card,Lincoln Square East,Sunnyside,Manhattan,Queens
2019-03-07 15:30:43,2019-03-07 15:43:35,1,14.39,21.1,1.78,0.09,22.19,yellow,credit card,Union Sq,Carroll Gardens,Manhattan,Brooklyn
2019-03-29 13:08:24,2019-03-29 13:22:08,1,0.71,9.2,0.11,0.44,16.08,yellow,credit card,Upper East Side South,Manhattanville,Manhattan,Manhattan
2019-03-29 08:07:01,2019-03-29 08:22:59,1,3.6,17.5,6.03,0.06,19.61,yellow,credit card,TriBeCa/Civic Center,Astoria,Manhattan,Queens
2019-03-16 06:49:23,2019-03-16 07:03:18,5,1.53,6.28,5.62,0.09,10.5,yellow,credit card,Yorkville East,West Brighton,Manhattan,Staten Island
2019-03-20 08:28:46,2019-03-20 08:41:07,6,3.04,18.0,0.46,0.56,37.29,yellow,credit card,East Harlem South,East Williamsburg,Manhattan,Brooklyn
2019-03-06 15:31:14,2019-03-06 15:45:58,1,2.32,7.6,0.47,0.68,10.19,yellow,credit card,Bedford,UN/Turtle Bay South,Brooklyn,Manhattan
2019-03-27 13:18:05,2019-03-27 13:31:21,1,1.0,7.1,1.48,0.11,33.64,yellow,credit card,Flatiron,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
2019-03-02 22:16:46,2019-03-02 22:33:09,1,4.67,14.8,0.08,0.1,19.78,yellow,credit card,Clinton West,Norwood,Manhattan,Bronx
2019-03-22 10:55:52,2019-03-22 11:10:17,1,1.07,7.73,2.23,0.29,11.6,yellow,credit card,Penn Station/Madison Sq West,East Harlem North,Manhattan,Manhattan
2019-03-15 17:39:50,2019-03-15 17:53:19,1,6.42,26.0,2.27,0.76,29.24,yellow,credit card,Times Sq/Theatre District,Van Nest/Morris Park,Manhattan,Bronx
2019-03-15 06:52:20,2019-03-15 07:06:25,1,4.55,6.1,2.98,2.98,9.0,yellow,credit card,Allerton/Pelham Gardens,South Jamaica,Bronx,Queens
2019-03-15 23:56:59,2019-03-16 00:10:42,1,2.0,6.3,0.14,0.13,16.82,yellow,credit card,Clinton East,Central Park,Manhattan,Manhattan
2019-03-30 06:03:48,2019-03-30 06:16:44,4,5.3,15.7,0.99,1.14,22.38,yellow,credit card,Belmont,Van Cortlandt Village,Bronx,Bronx
2019-03-26 06:55:39,2019-03-26 07:09:24,1,0.43,11.5,4.07,0.02,24.99,yellow,credit card,Manhattan Valley,Central Harlem North,Manhattan,Manhattan
2019-03-29 20:48:21,2019-03-29 21:02:40,1,1.42,23.1,0.27,0.05,25.37,yellow,credit card,Washington Heights South,Woodlawn/Wakefield,Manhattan,Bronx
2019-03-25 04:16:55,2019-03-25 04:31:08,1,0.16,6.2,1.03,0.08,28.16,yellow,credit card,LaGuardia Airport,Marble Hill,Queens,Manhattan
2019-03-04 08:11:35,2019-03-04 08:23:24,1,2.14,2.5,4.35,0.67,18.3,yellow,credit card,Midtown East,Briarwood/Jamaica Hills,Manhattan,Queens
2019-02-28 13:25:23,2019-02-28 13:43:30,2,0.16,14.25,0.39,0.34,25.7,yellow,credit card,TriBeCa/Civic Center,Hunts Point,Manhattan,Bronx
2019-03-17 08:10:07,2019-03-17 08:23:47,1,1.36,8.97,2.23,0.11,9.7,yellow,credit card,Penn Station/Madison Sq West,Lincoln Square East,Manhattan,Manhattan
2019-03-26 19:31:57,2019-03-26 19:44:43,1,6.39,5.74,3.8,0.9,22.63,yellow,credit card,Midtown East,Ridgewood,Manhattan,Queens
2019-03-23 05:49:15,2019-03-23 06:04:48,5,7.07,8.57,2.33,0.03,23.8,yellow,credit card,Lenox Hill West,Flatlands,Manhattan,Brooklyn
2019-03-06 02:22:09,2019-03-06 02:35:44,1,3.59,17.09,3.26,0.29,18.7,yellow,credit card,Times Sq/Theatre District,Canarsie,Manhattan,Brooklyn
2019-03-19 23:55:30,2019-03-20 00:09:45,0,3.38,15.72,0.7,0.19,19.3,yellow,credit card,Lincoln Square East,Briarwood/Jamaica Hills,Manhattan,Queens
2019-03-12 15:02:31,2019-03-12 15:16:20,1,2.07,10.6,1.31,0.06,14.5,yellow,credit card,Hamilton Heights,Lincoln Square East,Manhattan,Manhattan
2019-03-23 04:06:36,2019-03-23 04:20:53,1,1.6,10.92,6.69,0.72,11.6,yellow,credit card,Clinton East,East Village,Manhattan,Manhattan
2019-03-09 18:57:06,2019-03-09 19:11:36,1,0.58,7.6,1.13,0.01,29.13,yellow,credit card,Lincoln Square West,Chinatown,Manhattan,Manhattan
2019-03-02 05:54:35,2019-03-02 06:08:22,1,3.78,6.7,1.32,0.08,10.01,yellow,credit card,Lenox Hill East,Mott Haven/Port Morris,Manhattan,Bronx
2019-03-23 07:15:35,2019-03-23 07:29:11,1,13.24,7.76,2.78,2.05,150.0,yellow,credit card,JFK Airport,Howard Beach,Queens,Queens
2019-03-22 08:10:46,2019-03-22 08:23:31,1,2.58,10.86,0.01,0.21,22.2,yellow,credit card,West Chelsea/Hudson Yards,Inwood,Manhattan,Manhattan
2019-03-12 06:11:55,2019-03-12 06:27:15,1,9.18,15.0,1.61,2.65,43.19,yellow,credit card,JFK Airport,Kew Gardens Hills,Queens,Queens
2019-03-31 20:50:13,2019-03-31 21:04:12,1,14.86,19.6,2.18,0.02,27.89,yellow,credit card,Midtown Center,Dyker Heights,Manhattan,Brooklyn
2019-03-30 22:21:32,2019-03-30 22:35:25,1,4.06,11.0,3.23,0.48,31.34,yellow,credit card,Lower East Side,DUMBO/Vinegar Hill,Manhattan,Brooklyn
2019-03-28 11:33:41,2019-03-28 11:48:02,2,1.4,6.96,0.89,0.13,11.9,yellow,credit card,Kew Gardens Hills,Union Sq,Queens,Manhattan
2019-03-30 19:02:07,2019-03-30 19:15:40,1,5.58,51.37,3.73,1.11,74.8,yellow,credit card,East Harlem South,Queens Village,Manhattan,Queens
2019-03-22 03:14:21,2019-03-22 03:26:01,1,4.96,10.35,3.87,0.79,38.0,yellow,credit card,West Village,Springfield Gardens South,Manhattan,Queens
2019-03-30 19:57:31,2019-03-30 20:13:20,1,0.55,4.97,2.6,0.16,26.8,yellow,credit card,East Elmhurst,Bath Beach,Queens,Brooklyn
2019-03-31 22:52:43,2019-03-31 23:08:55,4,2.05,6.23,2.81,0.13,11.8,yellow,credit card,Gramercy,Kips Bay,Manhattan,Manhattan
2019-03-19 03:54:57,2019-03-19 04:09:56,1,0.51,7.6,5.73,0.08,20.04,yellow,credit card,Penn Station/Madison Sq West,Prospect-Lefferts Gardens,Manhattan,Brooklyn
2019-03-22 02:44:52,2019-03-22 03:01:11,1,0.48,12.5,8.05,0.3,17.11,yellow,credit card,Midtown South,Upper East Side South,Manhattan,Manhattan
2019-03-08 23:26:18,2019-03-08 23:41:54,1,9.53,7.01,2.42,0.16,9.2,yellow,credit card,Williamsburg (North Side),Ocean Hill,Brooklyn,Brooklyn
2019-03-06 01:05:22,2019-03-06 01:18:51,2,3.16,11.15,2.02,0.48,26.6,yellow,credit card,Midtown East,Columbia Street,Manhattan,Brooklyn
2019-03-10 17:17:26,2019-03-10 17:31:58,1,0.1,22.02,1.78,0.02,34.8,yellow,credit card,East Tremont,Homecrest,Bronx,Brooklyn
2019-03-22 20:21:39,2019-03-22 20:36:58,1,2.86,10.2,2.84,0.05,30.17,yellow,credit card,West Village,Williamsburg (South Side),Manhattan,Brooklyn
2019-03-20 05:31:59,2019-03-20 05:45:18,1,8.01,11.17,0.81,0.65,53.8,yellow,credit card,LaGuardia Airport,Bronxdale,Queens,Bronx
2019-03-04 12:41:05,2019-03-04 12:55:25,1,1.73,19.98,3.02,1.38,45.2,yellow,credit card,Lenox Hill West,Queensbridge/Ravenswood,Manhattan,Queens
2019-03-25 10:12:27,2019-03-25 10:24:58,1,0.73,8.2,3.31,0.23,47.47,yellow,credit card,Midtown Center,Windsor Terrace,Manhattan,Brooklyn
2019-03-29 00:25:19,2019-03-29 00:39:26,1,6.94,11.1,0.02,0.96,17.8,yellow,credit card,Murray Hill,Co-Op City,Manhattan,Bronx
2019-03-30 12:49:47,2019-03-30 13:05:56,1,0.49,20.0,5.69,0.05,28.6,yellow,credit card,Upper West Side North,South Williamsburg,Manhattan,Brooklyn
2019-03-15 04:59:26,2019-03-15 05:13:47,2,0.11,8.1,1.42,0.3,8.29,yellow,credit card,Midtown North,Inwood,Manhattan,Manhattan
2019-03-22 07:35:08,2019-03-22 07:48:57,2,0.24,6.2,2.66,0.04,27.51,yellow,credit card,Lenox Hill East,Bloomingdale,Manhattan,Manhattan
2019-03-20 22:22:48,2019-03-20 22:35:16,2,4.56,20.3,0.38,0.2,38.07,yellow,credit card,Yorkville West,Allerton/Pelham Gardens,Manhattan,Bronx
2019-03-09 15:38:27,2019-03-09 15:51:45,1,0.66,5.1,1.22,0.07,14.61,yellow,credit card,East Harlem North,Randalls Island,Manhattan,Manhattan
2019-03-20 08:36:31,2019-03-20 08:52:37,1,6.76,8.8,2.71,0.39,89.9,yellow,credit card,East Harlem South,Claremont/Bathgate,Manhattan,Bronx
2019-03-04 06:25:04,2019-03-04 06:39:01,1,11.56,4.4,1.9,2.11,20.59,yellow,credit card,Middle Village,East Elmhurst,Queens,Queens
2019-03-22 12:25:38,2019-03-22 12:38:11,1,2.3,15.2,0.37,0.98,19.29,yellow,credit card,Greenwich Village South,Van Nest/Morris Park,Manhattan,Bronx
2019-03-22 22:48:42,2019-03-22 23:04:03,1,1.63,7.7,1.55,0.09,13.01,yellow,credit card,Sutton Place/Turtle Bay North,Williamsburg (North Side),Manhattan,Brooklyn
2019-03-30 22:09:06,2019-03-30 22:23:44,1,6.15,4.99,0.74,0.13,20.1,yellow,credit card,Fort Greene,DUMBO/Vinegar Hill,Brooklyn,Brooklyn
2019-03-07 12:05:53,2019-03-07 12:19:44,1,1.5,12.2,2.25,0.13,17.8,yellow,credit card,Elmhurst,East Elmhurst,Queens,Queens
2019-03-06 10:34:24,2019-03-06 10:47:49,4,15.62,12.3,4.08,0.3,47.98,yellow,credit card,Midtown Center,Borough Park,Manhattan,Brooklyn
2019-03-14 06:28:21,2019-03-14 06:43:53,1,0.37,2.5,0.74,0.67,10.41,yellow,credit card,Midtown East,Hamilton Heights,Manhattan,Manhattan
2019-03-06 01:11:11,2019-03-06 01:26:24,4,0.11,11.3,2.0,0.47,18.59,yellow,credit card,East Harlem North,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-24 05:41:58,2019-03-24 05:57:14,3,4.57,5.3,2.61,0.93,71.39,yellow,credit card,Jamaica,College Point,Queens,Queens
2019-03-11 10:32:38,2019-03-11 10:47:54,2,7.79,13.7,0.72,0.19,17.45,yellow,credit card,East Chelsea,Greenwich Village South,Manhattan,Manhattan
2019-03-24 07:07:13,2019-03-24 07:20:43,1,6.38,11.6,1.59,0.37,17.0,yellow,credit card,Upper East Side South,Central Harlem North,Manhattan,Manhattan
2019-03-28 00:41:18,2019-03-28 00:54:24,1,0.88,6.9,1.58,0.31,53.39,yellow,credit card,Astoria,LaGuardia Airport,Queens,Queens
2019-03-20 07:57:31,2019-03-20 08:10:32,1,6.34,5.69,3.21,0.19,5.9,yellow,credit card,Upper West Side North,Brooklyn Navy Yard,Manhattan,Brooklyn
2019-03-18 04:52:03,2019-03-18 05:05:19,1,5.05,71.37,1.46,0.28,111.2,yellow,credit card,Yorkville West,Woodlawn/Wakefield,Manhattan,Bronx
